 Date,Price Target,Price Target - High,Price Target - Low,Price Target - StdDev,Price Target - Median,Open,Low,High,Close,Adj. Close,Rating,Price Target - #,Ticker,15-day Correlation,30-day Correlation,60-day Correlation,90-day Correlation,1-day Close Change,2-day Close Change,3-day Close Change,5-day Close Change,10-day Close Change,20-day Close Change,30-day Close Change,60-day Close Change,180-day Close Change,1-day Price Target - High Change,2-day Price Target - High Change,3-day Price Target - High Change,5-day Price Target - High Change,10-day Price Target - High Change,20-day Price Target - High Change,30-day Price Target - High Change,1-day Price Target - Low Change,2-day Price Target - Low Change,3-day Price Target - Low Change,5-day Price Target - Low Change,10-day Price Target - Low Change,20-day Price Target - Low Change,30-day Price Target - Low Change,1-day Price Target Count Change,2-day Price Target Count Change,3-day Price Target Count Change,5-day Price Target Count Change,10-day Price Target Count Change,20-day Price Target Count Change,30-day Price Target Count Change,5-day Avg Analyst Rating Change,10-day Avg Analyst Rating Change,20-day Avg Analyst Rating Change,30-day Avg Analyst Rating Change,60-day Avg Analyst Rating Change,5-day Avg Analyst Price Target Change,10-day Avg Analyst Price Target Change,20-day Avg Analyst Price Target Change,30-day Avg Analyst Price Target Change,60-day Avg Analyst Price Target Change,1-day Future Close Change,2-day Future Close Change,3-day Future Close Change,5-day Future Close Change,10-day Future Close Change,20-day Future Close Change,30-day Future Close Change,60-day Future Close Change
02-05-2013,66.375,72,57.0,3.476,67.5,47.25722830145801,47.032352523499,47.781938450029,57.13,47.582048869621005,4.19355,28,COF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005916130154863364,-0.0010491344640670697,-0.002444560852104094,0.02420222301900332,0.09297876410943173,0.05192413920088379,0.059729178260063076,-0.01804743898246819
02-06-2013,66.375,72,57.0,3.476,67.5,47.298871964043,47.232242103907005,48.231690005947,57.47,47.865225775199,4.19355,28,COF,,,,,0.0059513390512864195,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.004895960832313362,0.0034922297887201026,0.01626878868258186,0.043580897040130795,0.10074698333652554,0.05604557148107303,0.07000558555203873,-0.017942583732057482
02-07-2013,66.375,72,57.0,3.476,67.5,48.140313276825,47.340058718457,48.215337141672,57.19,47.673498117777,4.19355,28,COF,,,,,-0.00487210718635811,0.0010502363031681394,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-0.0013968919154880854,0.011317418213969921,0.025277877375403213,0.028782155063860282,0.0939173680183627,0.05516605166051658,0.05711645101663576,-0.03149872988992375
02-08-2013,66.375,72,57.0,3.476,67.5,47.831881832454,47.423418568287,47.981929562148,57.27,47.740185997641,4.19355,28,COF,,,,,0.0013988459520897223,-0.0034800765616842533,0.00245055137405914,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.012732095490716189,0.02671208318393692,0.039949155620119914,0.05996668517490278,0.12736220472440962,0.04165150963986908,0.04909324052024178,-0.030636425186188143
02-11-2013,66.375,72,57.0,3.476,67.5,47.531786373066005,46.956603409239,47.581802282964,56.55,47.139995078865,4.19355,28,COF,,,,,-0.012572027239392436,-0.011190767616716224,-0.016008352183748076,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.013804230907135118,0.026874886508080564,0.017269293038316036,0.06457078313253017,0.09869827083738092,0.03571428571428559,0.027061387577188345,-0.05497994652406424
02-12-2013,66.375,72,57.0,3.476,67.5,47.031627274086,46.123004910939,47.1191551164075,55.78,46.498124235174,4.19355,28,COF,,,,,-0.013616268788682495,-0.026017111925964787,-0.024654659905577803,-0.023630316821284802,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.012892682041038661,0.0034178809138334376,0.03238941328891354,0.06715132963458958,0.08121729017251411,0.021050704740984694,0.017511856986501373,-0.056973795435333874
02-13-2013,66.375,72,57.0,3.476,67.5,46.51479620514,45.889597331415,46.76487575463,55.07,45.906269301381,4.19355,28,COF,,,,,-0.012728576550735005,-0.0261715296198054,-0.03841452767592113,-0.04176091874021226,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,-0.009354200395754741,0.019248565611697188,0.03670933734939763,0.05477877801187514,0.07916911620615319,0.0102733443404881,0.002183803457688871,-0.07460930935977139
02-14-2013,66.375,72,57.0,3.476,67.5,45.814573466568,45.62968131964506,46.364748475446,55.59,46.339740520497,4.19355,28,COF,,,,,0.009442527692028468,-0.0034062387952670248,-0.01697612732095477,-0.02797691904179045,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.028872848417545782,0.046498493975903665,0.06351635737516736,0.06331293037490449,0.07171775592828245,0.007247689798876689,0.035581222056632056,-0.05475259309641212
02-15-2013,66.375,72,57.0,3.476,67.5,46.756539769647006,44.747567388744,46.756539769647006,54.03,45.039326863149,4.19355,28,COF,,,,,-0.02806260118726389,-0.018885055384056604,-0.03137325206167085,-0.05657412257726557,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.01713102409638556,0.03367132198201639,0.03485922237119321,0.06358267716535448,0.01713102409638556,-0.011525795828759566,-0.01098297638660084,-0.09345637583892619
02-19-2013,66.16071,72,56.0,3.51287,67.0,45.005982923217005,44.139040484985,45.0143189082,53.12,44.280752229696,4.19355,28,COF,,,,,-0.01684249491023515,-0.04443245187983458,-0.03540947884510626,-0.060654288240495124,,,,,,0.0,0.0,0.0,0.0,,,,-0.01754385964912286,-0.01754385964912286,-0.01754385964912286,-0.01754385964912286,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,-0.007407407407407418,,,,,0.016261718002678283,0.017429611185596494,0.016067329762815552,0.032057509228676784,-0.015384615384615441,-0.009694258016405777,-0.019202363367799125,-0.11628680751954756
02-20-2013,65.48214,72,56.0,4.03441,67.0,43.555521536175,43.26376206177,44.172384424917,52.27,43.572193506141005,4.12903,28,COF,,,,,-0.016001506024096335,-0.03257449565056447,-0.05972297175751029,-0.06292577984940839,-0.08506914055662518,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.01754385964912286,-0.01754385964912286,-0.01754385964912286,-0.01754385964912286,,,0.0,0.0,0.0,0.0,0.0,,,-0.01538553254402597,-0.01538553254402597,,,,-0.007407407407407418,-0.007407407407407418,,,,0.0011492051331163378,-0.00019127773527161107,0.028937007874015874,0.013180849001744432,-0.03756214325170315,-0.030421072157299056,-0.050844379880152446,-0.11631445477599311
