 Date,Price Target,Price Target - High,Price Target - Low,Price Target - StdDev,Price Target - Median,Open,Low,High,Close,Adj. Close,Rating,Price Target - #,Ticker,15-day Correlation,30-day Correlation,60-day Correlation,90-day Correlation,1-day Close Change,2-day Close Change,3-day Close Change,5-day Close Change,10-day Close Change,20-day Close Change,30-day Close Change,60-day Close Change,180-day Close Change,1-day Price Target - High Change,2-day Price Target - High Change,3-day Price Target - High Change,5-day Price Target - High Change,10-day Price Target - High Change,20-day Price Target - High Change,30-day Price Target - High Change,1-day Price Target - Low Change,2-day Price Target - Low Change,3-day Price Target - Low Change,5-day Price Target - Low Change,10-day Price Target - Low Change,20-day Price Target - Low Change,30-day Price Target - Low Change,1-day Price Target Count Change,2-day Price Target Count Change,3-day Price Target Count Change,5-day Price Target Count Change,10-day Price Target Count Change,20-day Price Target Count Change,30-day Price Target Count Change,5-day Avg Analyst Rating Change,10-day Avg Analyst Rating Change,20-day Avg Analyst Rating Change,30-day Avg Analyst Rating Change,60-day Avg Analyst Rating Change,5-day Avg Analyst Price Target Change,10-day Avg Analyst Price Target Change,20-day Avg Analyst Price Target Change,30-day Avg Analyst Price Target Change,60-day Avg Analyst Price Target Change,1-day Future Close Change,2-day Future Close Change,3-day Future Close Change,5-day Future Close Change,10-day Future Close Change,20-day Future Close Change,30-day Future Close Change,60-day Future Close Change
02-05-2013,95.94211,108.0,86.0,4.91714,95.0,53.31010689120201,53.23693735183401,53.74607539660301,87.96,53.633272356744,3.78261,19,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003079028395484018,-0.020708082832331276,-0.02752902155887238,-0.024184601730641297,-0.044847431860136955,-0.03973799126637556,-0.03784729818420485,-0.07420271550363133
02-06-2013,95.94211,108.0,86.0,4.91714,95.0,53.50522566285,53.267424659904,53.608882510288005,87.69,53.468640893166,3.78261,19,PM,,,,,-0.0030695770804910483,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,-0.02371409485637943,-0.030514096185738082,-0.02944106253458767,-0.03626772172766235,-0.05841297111564481,-0.044875285916566865,-0.03690280065897855,-0.06970082749840878
02-07-2013,96.1,108.0,86.0,4.8355,95.0,53.13937796601001,52.95645411759,54.877154526000005,89.82,54.767400216948,3.78261,19,PM,,,,,0.024290112897707772,0.02114597544338337,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-0.00696517412935338,-0.005866076369673512,-0.003550033281562115,-0.002110876569270226,-0.038535645472061786,-0.014158709252551915,-0.01964636542239695,-0.03533455053162937
02-08-2013,96.15263,108.0,86.0,4.96836,95.0,54.657645907896,54.657645907896,55.39543876319,90.45,55.15154029863,3.78261,19,PM,,,,,0.007014028056112398,0.0314745124871707,0.02830832196452948,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0011068068622026583,0.003439094741513271,-0.0059347181008900796,0.005111679075452846,-0.012123197903014415,-0.008332419690823323,-0.016740950103272034,-0.03375707723533805
02-11-2013,96.15263,108.0,86.0,4.96836,95.0,55.12105299056001,55.023493604736,55.377146378348,90.35,55.09056568249,3.78261,19,PM,,,,,-0.00110558319513554,0.005900690269427855,0.03033413159995435,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0023297093410250547,-0.007033739971425423,0.0037773580713253985,-0.010513634870222388,-0.013646288209607005,-0.005941247662009097,-0.015366172624237229,-0.044016506189821336
02-12-2013,96.15263,108.0,86.0,4.96836,95.0,55.261294607682,54.88325198761401,55.322269223822005,90.14,54.962518988596,3.78261,19,PM,,,,,-0.002324294410625316,-0.003427307904919852,0.003562680917390315,0.024783992723965476,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,-0.009341685899549312,0.001444283968447868,0.0016668518724303194,-0.021174937561081575,-0.014109154544460267,-0.004527885146327959,-0.020217391304347854,-0.03809625440187803
02-13-2013,96.25789,108.0,86.0,4.91714,95.0,55.13934537540201,55.13934537540201,55.773481383258,90.99,55.480803225786,3.82609,19,PM,,,,,0.009429775904149063,0.007083563918096392,0.005970149253731183,0.03763256927813896,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.011494708679985477,,,,,0.0,,,,,0.010887679146761364,0.011112345816201907,-0.003504544956740907,-0.02297863201975736,-0.008283378746594017,-0.003504544956740907,-0.01855247546111527,-0.024967852550364267
02-14-2013,96.36316,108.0,88.0,4.71361,95.0,55.401536224804005,54.78569260179,55.4792788603825,90.01,54.88325198761401,3.82609,19,PM,,,,,-0.010770414331245037,-0.001442201020634526,-0.0037631433314885276,0.0021153417947006314,,,,,,0.0,0.0,0.0,0.0,,,,0.023255813953488413,0.023255813953488413,0.023255813953488413,0.023255813953488413,,,,0.0,0.0,0.0,0.0,,,,0.011494708679985477,,,,,0.0,,,,,0.00022224691632422022,-0.014237213886759359,-0.022586600065153672,-0.036501819738813945,-0.015638670166229107,-0.01488453540549417,-0.02985557232162095,-0.042854104636325
02-15-2013,96.36316,108.0,88.0,4.71361,95.0,54.913739295684,54.511306829160006,55.4869006874,89.99,54.871057064386,3.82609,19,PM,,,,,-0.0002221975336075266,-0.010990218705352217,-0.0016640781007322136,-0.005085682697623106,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.023255813953488413,0.023255813953488413,0.023255813953488413,,,,0.0,0.0,0.0,0.0,,,,0.011494708679985477,,,,,0.0,,,,,-0.014456247946555756,-0.02280377891193408,-0.03371631053366264,-0.017147225862822246,-0.02566045907319192,-0.004094732182381655,-0.04681707446245098,-0.052337826453243474
02-19-2013,96.41579,108.0,88.0,4.69246,95.0,55.102760605718,54.93203168052601,55.73079915196001,91.31,55.675921997434,3.82609,19,PM,,,,,0.014668296477386544,0.01444283968447957,0.0035168699857128782,0.010625345877144587,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.023255813953488413,0.023255813953488413,,,,0.0,0.0,0.0,0.0,,,,0.011494708679985477,,,,,0.0,,,,,-0.008469975024432586,-0.01954257489530753,-0.02258616998501395,-0.0031659388646286812,-0.010511486779367085,0.00550600154168035,-0.032323018228062717,-0.05181723779854619
