 Date,Price Target,Price Target - High,Price Target - Low,Price Target - StdDev,Price Target - Median,Open,Low,High,Close,Adj. Close,Rating,Price Target - #,Ticker,15-day Correlation,30-day Correlation,60-day Correlation,90-day Correlation,1-day Close Change,2-day Close Change,3-day Close Change,5-day Close Change,10-day Close Change,20-day Close Change,30-day Close Change,60-day Close Change,180-day Close Change,1-day Price Target - High Change,2-day Price Target - High Change,3-day Price Target - High Change,5-day Price Target - High Change,10-day Price Target - High Change,20-day Price Target - High Change,30-day Price Target - High Change,1-day Price Target - Low Change,2-day Price Target - Low Change,3-day Price Target - Low Change,5-day Price Target - Low Change,10-day Price Target - Low Change,20-day Price Target - Low Change,30-day Price Target - Low Change,1-day Price Target Count Change,2-day Price Target Count Change,3-day Price Target Count Change,5-day Price Target Count Change,10-day Price Target Count Change,20-day Price Target Count Change,30-day Price Target Count Change,5-day Avg Analyst Rating Change,10-day Avg Analyst Rating Change,20-day Avg Analyst Rating Change,30-day Avg Analyst Rating Change,60-day Avg Analyst Rating Change,5-day Avg Analyst Price Target Change,10-day Avg Analyst Price Target Change,20-day Avg Analyst Price Target Change,30-day Avg Analyst Price Target Change,60-day Avg Analyst Price Target Change,1-day Future Close Change,2-day Future Close Change,3-day Future Close Change,5-day Future Close Change,10-day Future Close Change,20-day Future Close Change,30-day Future Close Change,60-day Future Close Change
02-05-2013,105.56583,115,65.0,10.51723,108.0,84.26520482175,83.87975814276001,85.26572598849,103.31,84.72446043927,3.88889,24,COST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015830875122910593,0.014334806087383578,0.0050588578655510474,0.015231918238993725,0.02206173328056993,0.007312792511700472,0.002231276678308136,-0.049498573925844114
02-06-2013,105.56583,115,65.0,10.51723,108.0,84.597005777344,83.001766749272,84.851915106572,101.7,83.62670574996,3.88889,24,COST,,,,,-0.015584164166101977,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,-0.0014727540500735214,-0.010604144372020619,-0.0028434160211784354,0.0006887730000983971,0.010030787565796118,-0.0026478375992938785,-0.017581143740339922,-0.07334851936218678
02-07-2013,105.56583,115,65.0,10.51723,108.0,83.68426592107599,83.21556167055999,84.128301526828,101.85,83.75004897378,3.88889,24,COST,,,,,0.001474926253687281,-0.014132223405285194,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-0.009144858449265603,-0.0013726835964310569,0.0008844339622640085,-0.0016663399333464168,0.006820877817319104,-0.011548913043478382,-0.03101512700979936,-0.06636721972683113
02-08-2013,105.56583,115,65.0,10.51723,108.0,84.18586169794399,83.717157447428,84.66278883004799,102.79,84.522999843052,3.88889,24,COST,,,,,0.009229258713794986,0.01071779744346113,-0.005033394637498745,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.007843906265320166,0.010121855345911923,0.011413952573059216,0.0060683175100324505,0.02697572185033481,0.0034166341272940937,-0.02541006921399447,-0.0630753805487192
02-11-2013,105.56583,115,65.0,10.51723,108.0,84.588782895756,83.676043039488,84.64634306687199,101.99,83.86516931601199,3.88889,24,COST,,,,,-0.007782858254694158,0.0013745704467353903,0.0028515240904620764,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.002260220125785972,0.00354226114336309,-0.00029405998823761603,0.0008832188420018205,0.025540472599296038,-0.01696385542168677,-0.03755779937718229,-0.06951920445214854
02-12-2013,105.56583,115,65.0,10.51723,108.0,84.046072710948,83.486916762964,84.062518474124,101.76,83.676043039488,3.88889,24,COST,,,,,-0.002255123051279395,-0.010020430002918634,-0.0008836524300440685,-0.015003387861775241,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0012791498573256899,-0.002548519898059154,-0.004012919643730961,0.006727344677483149,0.010225354909163098,-0.016051053954747596,-0.04576144036009,-0.06761957119296313
02-13-2013,105.56583,115,65.0,10.51723,108.0,83.856946434424,83.00998963085999,84.177638816356,101.63,83.56914557884399,3.88889,24,COST,,,,,-0.0012775157232705059,-0.0035297578193940193,-0.011285144469306507,-0.0006882989183875088,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,-0.0038227798470887864,-0.0052853087990604175,-0.0026496565260060168,0.009335584467176528,0.0033566985882118594,-0.012438052667379296,-0.04222033738573183,-0.07600690971906532
02-14-2013,105.56583,115,65.0,10.51723,108.0,83.083995565152,83.06097149670559,83.922729487128,102.02,83.88983796077599,3.88889,24,COST,,,,,0.0038374495719768476,0.0025550314465407897,0.0002941464849495201,0.0016691212567501168,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,-0.0014681413330723814,0.001177625122669168,0.009299564701226837,0.008501383946223795,0.005915992900808353,0.0026929805594322342,-0.035818920706927604,-0.07262976093082452
02-15-2013,105.56583,115,65.0,10.51723,108.0,83.700711684252,83.075772683564,84.802577817044,102.17,84.013181184596,3.88889,24,COST,,,,,0.0014702999411879691,0.005313391715044746,0.004029088050314433,-0.006031715147387873,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0026496565260059057,0.010783537791848152,0.014698579799384381,0.02078129683285046,-0.012182152180218564,0.004819040125885188,-0.051170133729569134,-0.0827722416733998
02-19-2013,105.56583,115,65.0,10.51723,108.0,84.16119305317999,83.43757947343599,84.20230746112,101.9,83.79116338172,3.88889,24,COST,,,,,-0.0026426543995301532,-0.001176239952950353,0.002656695857522484,-0.0008824394548484493,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.008112386228729784,0.012017082133280343,0.007315144325820588,0.024635495223730652,-0.012118274357731496,-0.0021543282412846976,-0.04193305754042864,-0.09679134905158648
02-20-2013,105.56583,115,65.0,10.51723,108.0,84.021404066184,83.09221844673999,84.391433737644,101.08,83.116887091504,3.88889,24,COST,,,,,-0.008047105004906796,-0.010668493686992297,-0.009213879631444821,-0.006682389937107014,-0.021585519310812207,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.0038732744065945734,-0.0007908264136021748,0.009891098011789445,0.0034746351633077044,-0.014430577223088936,-0.01940240589833142,-0.04964272282813087,-0.09353421217828006
02-21-2013,105.56583,115,65.0,10.51723,108.0,83.190893025796,82.442610801288,83.396465065496,100.69,82.79619470957199,3.88889,24,COST,,,,,-0.0038583300356153094,-0.01187438665358198,-0.014485661152980334,-0.009249237429892698,-0.009931170108161358,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,-0.00464610517991304,0.005994604855629859,0.012468577174459483,-0.005923585743903725,-0.012552711581837794,-0.027337712519319934,-0.04829867674858224,-0.10933215391419726
02-22-2013,105.56583,115,65.0,10.51723,108.0,83.10866420991599,82.41794215652399,83.29779048644,101.16,83.18267014420799,3.88889,24,COST,,,,,0.004667792233588264,0.000791452314998109,-0.007262021589794054,-0.008429719662811253,-0.006774668630338709,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,0.010690378659206745,0.017194570135746545,0.0042688374863495415,-0.0025635969236837974,-0.018245341614906874,-0.037579678432118735,-0.05493273542600907,-0.09694697375468664
02-25-2013,105.56583,115,65.0,10.51723,108.0,83.577368460432,82.278153169528,83.98028965824399,100.09,82.302821814292,3.85714,24,COST,,,,,-0.010577303281929518,-0.005958883702453011,-0.00979422239810046,-0.020358226485269637,-0.026267146609592396,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,-0.00816428338163333,-0.00816428338163333,,,,0.0,0.0,,,,0.0064353946706887655,-0.006353618584334364,-0.01184717148780734,-0.032292371652325236,-0.02294025771183128,-0.051009765810182905,-0.0538803289535873,-0.11799436023968979
02-26-2013,105.56583,115,65.0,10.51723,108.0,82.31104469587999,81.657325609634,82.85539945700559,99.45,81.77655739266,3.85714,24,COST,inf,,,,-0.00639424517933862,-0.01690391459074725,-0.012315026318402977,-0.024043179587831198,-0.024904402392391334,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,-0.00816428338163333,-0.00816428338163333,,,,0.0,0.0,,,,-0.012707237168668728,-0.018165662947971173,-0.01942417669098795,-0.03587009209888514,-0.04144578313253011,-0.06152684722091151,-0.05957446808510636,-0.12286117481037218
02-27-2013,105.56583,115,65.0,10.51723,108.0,81.95746078759599,81.36541331325999,83.495139644552,100.73,82.829086235924,3.85714,24,COST,inf,,,,0.012870789341377531,0.00639424517933862,-0.0042506919731117865,-0.003462603878116255,-0.010121855345911923,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,-0.00816428338163333,-0.00816428338163333,,,,0.0,0.0,,,,-0.005528680027643396,-0.006803391835929817,-0.026104611814753986,-0.017843213728549134,-0.026010442854380145,-0.055420105026256494,-0.04980662201679087,-0.11008039579468143
02-28-2013,105.56583,115,65.0,10.51723,108.0,83.10866420991599,82.8800681017696,84.177638816356,101.29,83.289567604852,3.85714,24,COST,inf,,,,0.005559416261292638,0.0185017596782302,0.01198920971125994,0.005958883702453122,-0.0033454688576206593,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,-0.00816428338163333,-0.00816428338163333,,,,0.0,0.0,,,,-0.0012817984618418432,-0.020690321956879032,-0.018031992244304407,-0.006668628027851287,-0.015741910407151782,-0.04542455941947032,-0.04560444737585967,-0.11452050004371006
03-01-2013,105.56583,115,65.0,10.51723,108.0,82.90309217021598,82.442610801288,83.58559134202,101.42,83.396465065496,3.85714,24,COST,,,,,0.001283443577845711,0.006849995036235512,0.019808949220713856,0.0025701858442073178,-0.005881199764751988,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,-0.00816428338163333,-0.00816428338163333,,,,0.0,0.0,,,,-0.019433433239872455,-0.016771691711100378,-0.011115444617784687,-0.01572204968944102,-0.0032040571619522673,-0.04148946224364425,-0.026772862489204408,-0.11678132892101367
03-04-2013,105.56583,115,65.0,10.51723,108.0,83.264898960088,83.18267014420799,85.07393290944799,103.43,85.049264264684,3.85714,24,COST,,,,,0.01981857621770855,0.021127455819923036,0.02680432840266067,0.03336996702967343,0.012332387197807604,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.00816428338163333,,,,0.0,0.0,,,,0.002714493456131839,0.008482839313572521,0.014317936648033713,0.009664193674346011,0.017210857592446782,-0.03946879643387813,-0.020085267645665428,-0.08428508189464357
03-05-2013,105.56583,115,65.0,10.51723,108.0,85.254836304384,84.49010831669999,85.41929393614399,103.15,84.81902358022,3.85714,24,COST,,,,,-0.0027071449289374216,0.017057779530664563,0.018363115806101282,0.03720462543991965,0.012266928361138296,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,-0.00816428338163333,,,,0.0,0.0,,,,0.005752730109204407,0.011572030989506876,0.0010675465838509979,-0.005783132530120416,0.010086173129651321,-0.03018051899210228,-0.015462441538608318,-0.07803003217733273
03-06-2013,105.81583,116,65.0,10.68956,108.0,84.81902358022,84.169415934768,85.098601554212,102.56,84.333873566528,3.85714,24,COST,0.2676066851669159,,,,-0.00571982549684924,-0.0084114860291985,0.011240386511536249,0.018167378139581025,0.01464186782746335,-0.007259703804084805,,,,0.008695652173912993,0.008695652173912993,0.008695652173912993,0.008695652173912993,0.008695652173912993,0.008695652173912993,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.00816428338163333,-0.00816428338163333,,,0.0,0.0,0.0,,,0.005786015494753327,-0.004658385093167738,0.0011714174150723178,-0.008315606265712594,-0.005044625533566105,-0.03572771718691237,-0.0101341569346588,-0.06449818025923326
03-07-2013,105.81583,116,65.0,10.68956,108.0,85.14793884374,83.79116338172,85.501522752024,101.97,83.84872355283599,3.85714,24,COST,0.2714741955233795,,,,-0.005752730109204407,-0.011439650993698591,-0.01411582712945958,0.006713397176424163,0.012712285231899934,0.0026548672566371057,,,,0.0,0.008695652173912993,0.008695652173912993,0.008695652173912993,0.008695652173912993,0.008695652173912993,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.00816428338163333,-0.00816428338163333,,,0.0,0.0,0.0,,,-0.010384316770186364,-0.0045880515423663,-0.01715662650602412,-0.009134194927606587,-0.014972952086553248,-0.03620037807183363,-0.023743417903303032,-0.0803571428571428
