 Date,AIG Price Target,AIG Price Target - High,AIG Price Target - Low,AIG Price Target - StdDev,AIG Price Target - Median,AIG Open,AIG Low,AIG High,AIG Close,AIG Adj. Close,AIG Rating,AIG Price Target - #,Ticker
08-01-2014,59.3,64.0,53,3.59305,60.0,42.346635251065,42.17909573111,42.83290849191,52.05,42.53869274955,3.76,20,AIG
08-04-2014,59.4,64.0,53,3.44093,60.0,42.9064624275,42.52234743053,43.11895157476,52.66,43.03722497966,3.76,20,AIG
08-05-2014,59.65,65.0,55,3.39522,60.0,43.74824635703,42.29351296425,43.8871815687,52.2,42.6612826422,3.76,20,AIG
08-06-2014,59.65,65.0,55,3.25998,60.0,42.4161028569,42.4161028569,43.02905232015,52.5,42.9064624275,3.76,20,AIG
08-07-2014,59.65,65.0,55,3.25998,60.0,43.17616019133,42.48148413298,43.315095403,52.06,42.54686540906,3.76,20,AIG
08-08-2014,59.65,65.0,55,3.25998,60.0,42.62859200416,42.4814024063849,42.89011710848,52.45,42.86559912995,3.76,20,AIG
08-11-2014,59.75,65.0,55,3.29962,60.0,42.95549838456,42.8247358324,43.34778604104,52.9,43.2333688079,3.76,20,AIG
08-12-2014,59.75,65.0,55,3.29962,60.0,43.28240476496,43.25788678643,43.7237283785,53.35,43.60113848585,3.76,20,AIG
08-13-2014,59.75,65.0,55,3.29962,60.0,43.81362763311,43.60113848585,43.95256284478,53.53,43.74824635703,3.76,20,AIG
08-14-2014,59.75,65.0,55,3.29962,60.0,43.83814561164,43.78910965458,44.35302316077,54.06,44.18139731106,3.76,20,AIG
08-15-2014,59.75,65.0,55,3.29962,60.0,44.39388645832,43.65834710242,44.43474975587,53.99,44.12418869449,3.76,20,AIG
08-18-2014,59.75,65.0,55,3.29962,60.0,44.42657709636,44.20591528959,44.58185762705,54.48,44.52464901048,3.76,20,AIG
08-19-2014,59.75,65.0,55,3.29962,60.0,44.67992954117,44.5409943295,44.8679007099,54.62,44.63906624362,3.76,20,AIG
08-20-2014,59.75,65.0,55,3.29962,60.0,44.53282166999,44.53282166999,44.95779996451,54.87,44.84338273137,3.76,20,AIG
08-21-2014,59.75,65.0,55,3.29962,60.0,44.79434677431,44.72896549823,45.56257676825,55.58,45.42364155658,3.76,20,AIG
08-22-2014,59.75,65.0,55,3.29962,60.0,45.2765336854,44.98231794304,45.39912357805,55.33,45.21932506883,3.76,20,AIG
08-25-2014,59.75,65.0,55,3.29962,60.0,45.5217134707,45.4399868756,45.84044719159,55.89,45.67699400139,3.76,20,AIG
08-26-2014,59.75,65.0,55,3.29962,60.0,45.77506591551,45.67699400139,45.94669176522,56.08,45.83227453208,3.76,20,AIG
08-27-2014,59.75,65.0,55,3.29962,60.0,45.98755506277,45.766893256,46.02024570081,56.16,45.89765580816,3.76,20,AIG
08-28-2014,59.75,65.0,55,3.29962,60.0,45.62795804433,45.33374230197,45.66064868237,55.73,45.54623144923,3.76,20,AIG
08-29-2014,59.75,65.0,55,3.29962,60.0,45.72602995845,45.55440410874,45.84044719159,56.06,45.81592921306,3.76,20,AIG
09-02-2014,59.75,65.0,55,3.29962,60.0,46.00390038179,45.32556964246,46.06928165787,55.8,45.6034400658,3.76,20,AIG
09-03-2014,59.75,65.0,55,3.29962,60.0,45.70968463943,45.40729623756,45.81592921306,55.58,45.42364155658,3.76,20,AIG
09-04-2014,59.75,65.0,55,3.29962,60.0,45.61978538482,44.92510932647,45.72602995845,55.23,45.13759847373,3.76,20,AIG
09-05-2014,59.75,65.0,55,3.29962,60.0,44.99866326206,44.65541156264,45.23567038785,55.04,44.98231794304,3.76,20,AIG
09-08-2014,60.14286,68.0,55,3.66821,60.0,45.21115240932,44.90059134794,45.44815953511,55.32,45.21115240932,3.80769,21,AIG
09-09-2014,60.14286,68.0,55,3.66821,60.0,45.075998131342,44.650057389414,45.25620382985,55.08,45.116953971912,3.80769,21,AIG
09-10-2014,60.38095,68.0,55,3.81071,61.0,45.141527476254,45.067806963228,45.493747705156,55.35,45.33811551099,3.80769,21,AIG
09-11-2014,60.38095,68.0,55,3.81071,61.0,45.116953971912,45.075998131342,45.56746821818201,55.43,45.403644855902,3.80769,21,AIG
09-12-2014,60.38095,68.0,55,3.81071,61.0,45.288968502306,45.059615795114,45.4609830327,55.19,45.207056821166,3.80769,21,AIG
09-15-2014,60.38095,68.0,55,3.81071,61.0,45.141527476254,44.838454256036,45.42002719213001,55.4,45.37907135156,3.80769,21,AIG
09-16-2014,60.38095,68.0,55,3.81071,61.0,45.231630325508,45.157909812482,45.649379899322,55.62,45.559277050068,3.80769,21,AIG
09-17-2014,60.38095,68.0,55,3.81071,61.0,45.739482748576,45.4609830327,46.07532064125,55.85,45.747673916690005,3.80769,21,AIG
09-18-2014,60.38095,68.0,55,3.81071,61.0,45.673953403664,45.673953403664,46.263717507872,56.33,46.140849986162,3.80769,21,AIG
09-19-2014,60.38095,68.0,55,3.81071,61.0,46.296482180328006,45.141527476254,46.329246852784,55.24,45.248012661736006,3.80769,21,AIG
09-22-2014,60.38095,68.0,55,3.81071,61.0,45.116953971912,44.96951294586,45.362689015332,54.93,44.994086450202005,3.80769,21,AIG
09-23-2014,60.38095,68.0,55,3.81071,61.0,44.92855710529,44.535381035818,45.149718644368,54.51,44.650057389414,3.80769,21,AIG
09-24-2014,60.38095,68.0,55,3.81071,61.0,44.6418662213,44.60091038073001,45.17429214871,54.99,45.043233458886,3.80769,21,AIG
09-25-2014,60.38095,68.0,55,3.81071,61.0,44.944939441518,44.330601832968,44.96951294586,54.16,44.363366505424,3.80769,21,AIG
09-26-2014,60.38095,68.0,55,3.81071,61.0,44.461660522792,44.363366505424,44.822071919808,54.52,44.658248557528005,3.80769,21,AIG
09-29-2014,60.38095,68.0,55,3.81071,61.0,44.2323078156,43.830940578014,44.650057389414,54.17,44.371557673538,3.80769,21,AIG
09-30-2014,60.38095,68.0,55,3.81071,61.0,44.461660522792,44.20765239957687,44.736064654611006,54.02,44.24869015182801,3.80769,21,AIG
10-01-2014,60.38095,68.0,55,3.81071,61.0,44.265072488056,43.306705818718,44.31413758505886,52.96,43.380426331744005,3.80769,21,AIG
10-02-2014,60.38095,68.0,55,3.81071,61.0,43.388617499858,42.34833914938,43.511485021568,52.61,43.093735447754,3.80769,21,AIG
10-03-2014,60.38095,68.0,55,3.81071,61.0,43.724455392532,43.437764508542,43.880087586698,53.35,43.699881888190006,3.80769,21,AIG
10-06-2014,60.38095,68.0,55,3.81071,61.0,43.847322914242,42.987250262272,43.929234595382006,52.77,43.224794137578,3.80769,21,AIG
10-07-2014,60.47619,68.0,55,3.74953,61.0,42.831618068106,41.7749573814,42.864382740562,51.01,41.783148549514,3.80769,21,AIG
10-08-2014,60.47619,68.0,55,3.74953,61.0,41.881442566882,41.303965214845,42.63503003337,52.01,42.602265360914,3.80769,21,AIG
10-09-2014,60.47619,68.0,55,3.74953,61.0,42.463015502976006,41.127855100394,42.5940741928,50.42,41.299869630788,3.80769,21,AIG
10-10-2014,60.47619,68.0,55,3.74953,61.0,40.972222906228005,40.644576181668,41.455501824954,49.96,40.923075897544,3.80769,21,AIG
10-13-2014,60.71429,68.0,55,3.67932,61.0,40.95584057,40.718296694694,41.32444313513,49.81,40.800208375834,3.80769,21,AIG
10-14-2014,60.71429,68.0,55,3.67932,61.0,40.980414074342,40.87392888886,41.44731065684,50.07,41.013178746798005,3.80769,21,AIG
10-15-2014,60.71429,68.0,55,3.67932,61.0,40.243208944082006,39.776312361584,40.79201720772,49.69,40.701914358466,3.80769,21,AIG
10-16-2014,60.71429,68.0,55,3.67932,61.0,40.095767918030006,39.874606378952,40.9578883620285,49.4,40.46437048316,3.80769,21,AIG
10-17-2014,60.71429,68.0,55,3.67932,61.0,41.037752251140006,40.939458233772,41.758575045172,50.76,41.578369346664,3.80769,21,AIG
10-20-2014,60.7619,68.0,55,3.66326,61.0,42.053457097276,41.435023904669,42.118986442188,51.01,41.783148549514,3.88462,21,AIG
10-21-2014,60.7619,68.0,55,3.66326,61.0,42.037074761048,41.996118920478,42.753801971023,52.15,42.71694171451,3.88462,21,AIG
10-22-2014,60.7619,68.0,55,3.66326,61.0,42.83980923622,42.315574476924,42.979059094158,51.67,42.323765645038,3.88462,21,AIG
10-23-2014,60.7619,68.0,55,3.66326,61.0,42.692368210168,42.200898123328,42.790662227536,51.62,42.282809804468,3.88462,21,AIG
10-24-2014,60.7619,68.0,55,3.66326,61.0,42.22547162767,42.094412937846,42.766088723194,52.16,42.725132882624,3.88462,21,AIG
