 Date,INTC Price Target,INTC Price Target - High,INTC Price Target - Low,INTC Price Target - StdDev,INTC Price Target - Median,INTC Open,INTC Low,INTC High,INTC Close,INTC Adj. Close,INTC Rating,INTC Price Target - #,Ticker
05-23-2013,23.4675,29.0,16.0,3.61928,23.1,17.852478665532,17.822575016176,18.031900561668003,24.05,17.979569175295,3.41509,40,INTC
05-24-2013,23.4675,29.0,16.0,3.61928,23.1,17.882382314888,17.628201295362,17.972093262956,23.923,17.8846250885897,3.37736,40,INTC
05-28-2013,23.4675,29.0,16.0,3.61928,23.1,18.061804211024,17.9421896136,18.24122610716,24.08,18.001996912312,3.37736,40,INTC
05-29-2013,23.4675,29.0,16.0,3.61928,23.1,17.912285964244003,17.859954577871,18.226274282482,24.27,18.144039246753,3.37736,40,INTC
05-30-2013,23.4675,29.0,16.0,3.61928,23.1,18.151515159092003,18.099183772719,18.31598523055,24.21,18.099183772719,3.37736,40,INTC
05-31-2013,23.4675,29.0,16.0,3.61928,23.1,18.114135597397,18.039376474007,18.472979389669003,24.28,18.151515159092003,3.37736,40,INTC
06-03-2013,23.5925,29.0,16.0,3.68669,23.6,18.600069899432,18.562690337737,19.026196902755,25.24,18.869202743636,3.41509,40,INTC
06-04-2013,23.6675,30.0,16.0,3.77123,23.6,19.1046939823145,18.951437779365,19.422420256722003,25.36,18.958913691704,3.41509,40,INTC
06-05-2013,23.7122,30.0,16.0,3.68968,23.5,18.772015883229,18.428123915635,18.899106392992003,24.7,18.46550347733,3.41509,41,INTC
06-06-2013,23.7122,30.0,16.0,3.68968,23.5,18.502883039025,18.144039246753,18.644925373466,24.65,18.428123915635,3.41509,41,INTC
06-07-2013,23.6878,30.0,16.0,3.71078,23.5,18.24122610716,18.1029217288885,18.46550347733,24.59,18.383268441601,3.39623,41,INTC
06-10-2013,23.76098,30.0,16.0,3.74562,23.5,18.472979389669003,18.420648003296,18.757064058551,25.01,18.697256759839004,3.39623,41,INTC
06-11-2013,23.76098,30.0,16.0,3.74562,23.5,18.562690337737,18.413172090957,18.749588146212,24.71,18.472979389669003,3.39623,41,INTC
06-12-2013,23.76098,30.0,16.0,3.74562,23.5,18.659877198144,18.248702019499,18.6897808475,24.46,18.286081581194,3.39623,41,INTC
06-13-2013,23.76098,30.0,16.0,3.74562,23.5,18.286081581194,18.24122610716,18.697256759839004,24.99,18.682304935161,3.39623,41,INTC
06-14-2013,23.76098,30.0,16.0,3.74562,23.5,18.704732672178,18.570166250076,18.794443620246,24.92,18.629973548788,3.39623,41,INTC
06-17-2013,23.76098,30.0,16.0,3.74562,23.5,18.772015883229,18.622497636449,18.951437779365,25.1,18.76453997089,3.39623,41,INTC
06-18-2013,23.76098,30.0,16.0,3.74562,23.5,18.742112233873,18.742112233873,19.175715149535,25.465,19.037410771263502,3.39623,41,INTC
06-19-2013,23.76098,30.0,16.0,3.74562,23.5,19.056100552111,18.6897808475,19.198142886552,25.0,18.6897808475,3.39623,41,INTC
06-20-2013,23.76098,30.0,16.0,3.74562,23.5,18.487931214347,18.016948736990003,18.502883039025,24.185,18.0804939918715,3.39623,41,INTC
06-21-2013,23.76098,30.0,16.0,3.74562,23.5,18.173942896109,18.009472824651002,18.203846545465,24.195,18.0879699042105,3.39623,41,INTC
06-24-2013,23.76098,30.0,16.0,3.74562,23.5,18.001996912312,17.501110785599,18.106659685058,23.58,17.628201295362,3.39623,41,INTC
06-25-2013,23.76098,30.0,16.0,3.74562,23.5,17.815099103837,17.620725383023,17.897334139566002,23.88,17.852478665532,3.39623,41,INTC
06-26-2013,23.76098,30.0,16.0,3.74562,23.5,18.09170786038,17.859954577871,18.1178735535665,24.005,17.945927569769502,3.39623,41,INTC
06-27-2013,23.76098,30.0,16.0,3.74562,23.5,18.016948736990003,17.949665525939004,18.203846545465,24.05,17.979569175295,3.39623,41,INTC
06-28-2013,23.76098,30.0,16.0,3.74562,23.5,17.889858227227002,17.740339980447,18.248702019499,24.23,18.114135597397,3.39623,41,INTC
07-01-2013,23.76098,30.0,16.0,3.74562,23.5,18.203846545465,17.822575016176,18.256177931838003,23.886,17.8569642129354,3.39623,41,INTC
07-02-2013,23.76098,30.0,16.0,3.74562,23.5,17.845002753193,17.598297646006,17.972093262956,23.72,17.732864068108,3.39623,41,INTC
07-03-2013,23.76098,30.0,16.0,3.74562,23.5,17.71791224343,17.531014434955,17.86743049021,23.762,17.7642628999318,3.41509,41,INTC
07-05-2013,23.76098,30.0,16.0,3.74562,23.5,17.904810051905,17.6992224625825,18.001996912312,24.06,17.987045087634,3.41509,41,INTC
07-08-2013,23.7122,30.0,16.0,3.7811,23.5,17.837526840854,17.217026116717,17.874906402549,23.185,17.3329027579715,3.37736,41,INTC
07-09-2013,23.7122,30.0,16.0,3.7811,23.5,17.41887574987,17.276833415429,17.508586697938004,23.135,17.295523196276502,3.37736,41,INTC
07-10-2013,23.7122,30.0,16.0,3.7811,23.5,17.299261152446,16.925465535496002,17.4166329761683,23.25,17.381496188175,3.37736,41,INTC
07-11-2013,23.7122,30.0,16.0,3.7811,23.5,17.613249470684,17.545966259633,17.9421896136,23.99,17.934713701261,3.34615,41,INTC
07-12-2013,23.7122,30.0,16.0,3.7811,23.5,17.904810051905,17.680532681735,17.9421896136,23.9,17.86743049021,3.34615,41,INTC
07-15-2013,23.65952,30.0,16.0,3.751,23.35,17.822575016176,17.762767717464,17.919761876583,23.94,17.897334139566002,3.32075,42,INTC
07-16-2013,23.65952,30.0,16.0,3.751,23.35,17.9421896136,17.86743049021,18.16646698377,24.25,18.129087422075003,3.32075,42,INTC
07-17-2013,23.65952,30.0,16.0,3.751,23.35,18.16646698377,17.972093262956,18.263653844177,24.15,18.054328298685,3.32075,42,INTC
07-18-2013,23.67381,30.0,16.0,3.69163,23.35,17.545966259633,17.314212977124,17.650629032379,23.244,17.3770106407716,3.28302,42,INTC
07-19-2013,23.67381,30.0,16.0,3.69163,23.35,17.276833415429,17.052556045259,17.306737064785,23.04,17.224502029056,3.28302,42,INTC
07-22-2013,23.63902,30.0,16.0,3.72957,23.2,17.246929766073002,16.992748746547,17.284309327768003,22.77,17.022652395903002,3.28846,41,INTC
07-23-2013,23.63902,30.0,16.0,3.72957,23.2,17.082459694615,16.925465535496002,17.187122467361,22.75,17.007700571225,3.28846,41,INTC
07-24-2013,23.63902,30.0,16.0,3.72957,23.2,17.142266993327002,16.917989623157002,17.1945983797,22.93,17.142266993327002,3.28846,41,INTC
07-25-2013,23.63902,30.0,16.0,3.72957,23.2,17.082459694615,17.060031957598,17.239453853734,23.06,17.239453853734,3.28846,41,INTC
07-26-2013,23.63902,30.0,16.0,3.72957,23.2,17.149742905666002,17.11983925631,17.388972100514003,23.26,17.388972100514003,3.28846,41,INTC
07-29-2013,23.63902,30.0,16.0,3.72957,23.2,17.321688889463,17.246929766073002,17.41887574987,23.24,17.374020275836,3.28846,41,INTC
07-30-2013,23.63902,30.0,16.0,3.72957,23.2,17.41887574987,17.403923925192,17.568393996650002,23.38,17.478683048582,3.28846,41,INTC
07-31-2013,23.63902,30.0,16.0,3.72957,23.2,17.471207136243002,17.388972100514003,17.538490347294,23.335,17.445041443056503,3.28846,41,INTC
08-01-2013,23.63902,30.0,16.0,3.72957,23.2,17.501110785599,17.209550204378,17.560918084310998,23.2,17.34411662648,3.28846,41,INTC
08-02-2013,23.63902,30.0,16.0,3.72957,23.2,17.329164801802,17.1945983797,17.359068451158,23.22,17.359068451158,3.28846,41,INTC
08-05-2013,23.63902,30.0,16.0,3.72957,23.2,17.362842984100002,17.249607051595003,17.377941108434,22.924,17.3054701116308,3.28846,41,INTC
08-06-2013,23.63902,30.0,16.0,3.72957,23.2,17.272254238096,17.143920181257002,17.309999548931,22.8,17.21186174076,3.28846,41,INTC
08-07-2013,23.63902,30.0,16.0,3.72957,23.2,17.143920181257002,17.023135186585,17.2020479599429,22.7,17.13637111909,3.28846,41,INTC
08-08-2013,23.63902,30.0,16.0,3.72957,23.2,17.174116429925,16.917448316247,17.196763616426,22.45,16.947644564915,3.28846,41,INTC
08-09-2013,23.63902,30.0,16.0,3.72957,23.2,16.917448316247,16.841957694577,17.023135186585,22.51,16.992938937917003,3.28846,41,INTC
08-12-2013,23.63902,30.0,16.0,3.72957,23.2,16.970291751416,16.947644564915,17.13637111909,22.64,17.091076746088,3.28846,41,INTC
08-13-2013,23.63902,30.0,16.0,3.72957,23.2,17.128822056923003,16.902350191913,17.13637111909,22.52,17.000488000084,3.28846,41,INTC
08-14-2013,23.63902,30.0,16.0,3.72957,23.2,16.90989925408,16.872153943245003,17.166567367758,22.57,17.038233310919,3.28846,41,INTC
08-15-2013,23.56585,30.0,16.0,3.71192,23.0,16.819310508076,16.585289580899,16.917448316247,22.03,16.630583953901002,3.25,41,INTC
08-16-2013,23.56585,30.0,16.0,3.71192,23.0,16.653231140402,16.524897083563,16.751368948573003,21.915,16.5437697389805,3.25,41,INTC
08-19-2013,23.61463,30.0,16.0,3.67772,23.0,16.668329264736,16.645682078235,17.13637111909,22.28,16.819310508076,3.34615,41,INTC
08-20-2013,23.61463,30.0,16.0,3.67772,23.0,16.841957694577,16.83440863241,17.121272994756,22.523,17.0027527187341,3.34615,41,INTC
08-21-2013,23.61463,30.0,16.0,3.67772,23.0,17.015586124418,16.653231140402,17.045782373086,22.17,16.736270824239003,3.34615,41,INTC
08-22-2013,23.61463,30.0,16.0,3.67772,23.0,16.804212383742,16.736270824239003,16.902350191913,22.26,16.804212383742,3.34615,41,INTC
08-23-2013,23.61463,30.0,16.0,3.67772,23.0,16.864604881078,16.857055818911,17.038233310919,22.44,16.940095502748,3.34615,41,INTC
08-26-2013,23.61463,30.0,16.0,3.67772,23.0,16.90989925408,16.781565197241,17.000488000084,22.275,16.8155359769925,3.34615,41,INTC
08-27-2013,23.61463,30.0,16.0,3.67772,23.0,16.698525513404,16.607936767400002,16.774016135074,22.191,16.7521238547897,3.34615,41,INTC
08-28-2013,23.61463,30.0,16.0,3.67772,23.0,16.75891801074,16.706074575570998,16.917448316247,22.285,16.8230850391595,3.34615,41,INTC
08-29-2013,23.61463,30.0,16.0,3.67772,23.0,16.789114259408,16.6419075471515,16.9363209716645,22.06,16.653231140402,3.34615,41,INTC
08-30-2013,23.555,30.0,16.0,3.70378,23.0,16.789114259408,16.53244614573,16.796663321575,21.98,16.592838643066,3.35294,40,INTC
09-03-2013,23.505,30.0,16.0,3.68388,23.0,16.766467072907002,16.585289580899,16.789114259408,22.067,16.6585154839189,3.35294,40,INTC
09-04-2013,23.505,30.0,16.0,3.68388,23.0,16.894801129746,16.819310508076,17.196763616426,22.635,17.087302215004502,3.35294,40,INTC
09-05-2013,23.555,30.0,16.0,3.69025,23.1,17.121272994756,16.977840813583,17.159018305591,22.6,17.06088049742,3.35294,40,INTC
09-06-2013,23.555,30.0,16.0,3.69025,23.1,17.128822056923003,16.90989925408,17.226959865094,22.67,17.113723932589,3.35294,40,INTC
09-09-2013,23.555,30.0,16.0,3.69025,23.1,17.151469243424,17.13637111909,17.385490170601003,22.91,17.294901424597,3.35294,40,INTC
09-10-2013,23.555,30.0,16.0,3.69025,23.1,17.415686419269,17.309999548931,17.460980792271,22.985,17.3515193908495,3.35294,40,INTC
09-11-2013,23.555,30.0,16.0,3.69025,23.1,17.294901424597,17.143920181257002,17.347744859766,22.81,17.219410802927,3.35294,40,INTC
09-12-2013,23.605,30.0,16.0,3.70944,23.1,17.196763616426,17.06088049742,17.242057989428,22.63,17.083527683920998,3.35294,40,INTC
09-13-2013,23.68,30.0,16.0,3.80639,23.1,17.400588294935,17.393039232768,17.710099843782,23.44,17.695001719448,3.39216,40,INTC
09-16-2013,23.68,30.0,16.0,3.80639,23.1,17.838433900621,17.627060159945003,17.898826397957002,23.39,17.657256408613,3.39216,40,INTC
09-17-2013,23.73,30.0,16.0,3.87532,23.1,17.883728273623003,17.868630149289,18.034709516963,23.74,17.921473584458,3.39216,40,INTC
09-18-2013,23.73,30.0,16.0,3.87532,23.1,18.004513268295003,17.785590465452,18.057356703464,23.9,18.04225857913,3.39216,40,INTC
09-19-2013,23.73,30.0,16.0,3.87532,23.1,18.087552952132,17.996964206128002,18.1819162292195,23.915,18.0535821723805,3.39216,40,INTC
09-20-2013,23.73,30.0,16.0,3.87532,23.1,18.072454827798,17.79344149010568,18.087552952132,23.769,17.9433658647423,3.39216,40,INTC
09-23-2013,23.73,30.0,16.0,3.87532,23.1,17.89127733579,17.823335776287,18.004513268295003,23.62,17.830884838454,3.39216,40,INTC
09-24-2013,23.73,30.0,16.0,3.87532,23.1,17.800688589786,17.800688589786,18.004513268295003,23.705,17.895051866873498,3.39216,40,INTC
09-25-2013,23.73,30.0,16.0,3.87532,23.1,17.951669833126,17.800688589786,17.974317019626998,23.7,17.89127733579,3.39216,40,INTC
09-26-2013,23.67179,30.0,16.0,3.90739,23.0,17.929022646625,17.51382422744,17.96676795746,23.41,17.672354532947,3.38,39,INTC
09-27-2013,23.67179,30.0,16.0,3.90739,23.0,17.521373289607002,17.272254238096,17.657256408613,22.98,17.347744859766,3.38,39,INTC
09-30-2013,23.67179,30.0,16.0,3.90739,23.0,17.151469243424,17.06088049742,17.491177040939,22.921,17.3032053929807,3.38,39,INTC
10-01-2013,23.67179,30.0,16.0,3.90739,23.0,17.317548611098,17.13637111909,17.393039232768,22.83,17.234508927261,3.38,39,INTC
10-02-2013,23.67179,30.0,16.0,3.90739,23.0,17.143920181257002,17.113723932589,17.28735236243,22.885,17.2760287691795,3.38,39,INTC
10-03-2013,23.67179,30.0,16.0,3.90739,23.0,17.226959865094,16.985389875750002,17.242057989428,22.6,17.06088049742,3.38,39,INTC
10-04-2013,23.67179,30.0,16.0,3.90739,23.0,17.06088049742,17.06088049742,17.249607051595003,22.81,17.219410802927,3.38,39,INTC
10-07-2013,23.50526,30.0,16.0,3.81941,23.0,17.143920181257002,17.038233310919,17.362842984100002,22.83,17.234508927261,3.34694,38,INTC
10-08-2013,23.50526,30.0,16.0,3.81941,23.0,17.264705175929002,16.970291751416,17.272254238096,22.48,16.970291751416,3.34694,38,INTC
10-09-2013,23.50526,30.0,16.0,3.81941,23.0,16.992938937917003,16.970291751416,17.332646735432,22.59,17.053331435253,3.34694,38,INTC
10-10-2013,23.50526,30.0,16.0,3.81941,23.0,17.3515193908495,17.302450486764002,17.528922351774,23.1,17.43833360577,3.34694,38,INTC
10-11-2013,23.47895,30.0,16.0,3.75683,23.0,17.234508927261,17.226959865094,17.559118600442,23.255,17.5553440693585,3.30612,38,INTC
10-14-2013,23.47895,30.0,16.0,3.75683,23.0,17.427010012519503,17.385490170601003,17.732747030283,23.45,17.702550781615,3.30612,38,INTC
10-15-2013,23.47895,30.0,16.0,3.75683,23.0,17.66480547078,17.604412973444,17.808237651953,23.39,17.657256408613,3.30612,38,INTC
10-16-2013,23.61053,30.0,16.0,3.74122,23.1,17.559118600442,17.528922351774,17.921473584458,23.695,17.8875028047065,3.34694,38,INTC
10-17-2013,23.61053,30.0,16.0,3.74122,23.1,17.800688589786,17.732747030283,18.072454827798,23.92,18.057356703464,3.34694,38,INTC
10-18-2013,23.62703,30.0,16.0,3.79008,23.2,18.012062330462,17.876179211456,18.102651076466,23.875,18.0233859237125,3.35417,37,INTC
10-21-2013,23.68947,30.0,16.0,3.75911,23.35,18.072454827798,17.978091550710502,18.246083257639,24.135,18.219661540054503,3.34694,38,INTC
10-22-2013,23.68947,30.0,16.0,3.75911,23.35,18.246083257639,18.125298262967,18.26873044414,24.071,18.171347542185703,3.34694,38,INTC
10-23-2013,23.68947,30.0,16.0,3.75911,23.35,18.064905765631,17.785590465452,18.155494511635,23.735,17.9176990533745,3.34694,38,INTC
10-24-2013,23.68947,30.0,16.0,3.75911,23.35,18.012062330462,17.951669833126,18.095102014299,23.78,17.951669833126,3.34694,38,INTC
10-25-2013,23.70263,30.0,16.0,3.7523,23.35,18.200788884637,18.132847325134,18.298926692808,24.235,18.2951521617245,3.34694,38,INTC
10-28-2013,23.70263,30.0,16.0,3.7523,23.35,18.253632319806,18.246083257639,18.487653246983,24.36,18.389515438812,3.34694,38,INTC
10-29-2013,23.70263,30.0,16.0,3.7523,23.35,18.41971168748,18.3812114704283,18.623536365989,24.523,18.5125651521341,3.34694,38,INTC
10-30-2013,23.70263,30.0,16.0,3.7523,23.35,18.517849495651003,18.41971168748,18.6273108970725,24.495,18.4914277780665,3.34694,38,INTC
10-31-2013,23.70263,30.0,16.0,3.7523,23.35,18.510300433484,18.442358873981,18.668830738991,24.47,18.472555122649,3.34694,38,INTC
