 Date,MRK Price Target,MRK Price Target - High,MRK Price Target - Low,MRK Price Target - StdDev,MRK Price Target - Median,MRK Open,MRK Low,MRK High,MRK Close,MRK Adj. Close,MRK Rating,MRK Price Target - #,Ticker
03-21-2013,48.13889,54.0,43,3.16142,47.0,30.864913747591,30.6721394736735,30.970063351546,43.79,30.696674381263,3.91304,18,MRK
03-22-2013,48.13889,54.0,43,3.16142,47.0,30.745744196442,30.70368435486,30.920993536367,43.9,30.77378409083,3.91304,18,MRK
03-25-2013,48.13889,54.0,43,3.16142,47.0,30.808833958815,30.500395120547,30.8438838268,43.69,30.626574645293,3.91304,18,MRK
03-26-2013,48.13889,54.0,43,3.16142,47.0,30.808833958815,30.77378409083,31.12428277068,44.39,31.117272797083,3.91304,18,MRK
03-27-2013,48.13889,54.0,43,3.16142,47.0,30.935013483561,30.780794064427,31.019133166725,44.1,30.91398356277,3.91304,18,MRK
03-28-2013,48.13889,54.0,43,3.16142,47.0,30.878933694785,30.815843932412,31.0576880215085,44.2,30.98408329874,3.91304,18,MRK
04-01-2013,48.13889,54.0,43,3.16142,47.0,30.8438838268,30.682654434069,31.103252849889,44.35,31.089232902695,3.91304,18,MRK
04-02-2013,48.44118,54.0,44,2.9896,47.0,31.201392480247,31.140475809689068,31.5448811865,44.91,31.481791424127,3.91304,17,MRK
04-03-2013,48.44118,54.0,44,2.9896,47.0,31.5448811865,31.5448811865,32.358038123752,45.36,31.797240235992,3.91304,17,MRK
04-04-2013,48.44118,54.0,44,2.9896,47.0,31.818270156783,31.551891160097,32.161758863036,45.32,31.769200341604,3.91304,17,MRK
04-05-2013,48.44118,54.0,44,2.9896,47.0,31.572921080888,31.467771476933,31.706110579231,45.13,31.636010843261,3.91304,17,MRK
04-08-2013,48.44118,54.0,44,2.9896,47.0,31.607970948873003,31.516841292112,31.881359919156,45.48,31.881359919156,3.91304,17,MRK
04-09-2013,48.44118,54.0,44,2.9896,47.0,32.056609259081,31.783220288798,32.203818704618,45.51,31.902389839947,3.91304,17,MRK
04-10-2013,48.73529,54.0,44,2.98091,48.0,32.182788783827,32.091659127066,32.925845985109,46.84,32.834716328348,3.91304,17,MRK
04-11-2013,48.85294,54.0,44,3.14252,48.0,32.722556750796,32.722556750796,33.304384559347,47.21,33.094085351437,3.91304,17,MRK
04-12-2013,48.85294,54.0,44,3.14252,48.0,32.715546777199,32.701526830005,33.038005562661,47.11,33.023985615467,3.91304,17,MRK
04-15-2013,49.73529,60.0,44,3.94118,49.0,32.869766196333,32.568337331662,33.29737458575,46.46,32.568337331662,3.91304,17,MRK
04-16-2013,49.73529,60.0,44,3.94118,49.0,32.694516856408,32.59637722605,32.981925773885,46.96,32.918836011512,3.91304,17,MRK
04-17-2013,49.73529,60.0,44,3.94118,49.0,32.750596645184,32.533287463677,32.883786143527,46.76,32.778636539572,3.91304,17,MRK
04-18-2013,49.73529,60.0,44,3.94118,49.0,32.848736275542,32.591470244532104,32.932855958706,46.56,32.638437067632005,3.91304,17,MRK
04-19-2013,49.97059,60.0,44,3.88992,51.0,32.848736275542,32.708536803601994,33.290364612153,47.49,33.290364612153,3.91304,17,MRK
04-22-2013,50.26471,60.0,44,3.84294,51.0,33.262324717765004,33.073055430646,33.626843344809,47.92,33.591793476824,3.91304,17,MRK
04-23-2013,50.26471,60.0,44,3.84294,51.0,33.612823397615,33.598803450421,34.1350664305915,48.63,34.089501602211,3.91304,17,MRK
04-24-2013,50.26471,60.0,44,3.84294,51.0,34.117541496599,33.5532386220405,34.201661179763,47.95,33.612823397615,3.91304,17,MRK
04-25-2013,50.26471,60.0,44,3.84294,51.0,33.612823397615,33.143155166616,33.6478732656,47.35,33.192224981795,3.91304,17,MRK
04-26-2013,50.32353,60.0,44,3.87656,51.0,33.136145193019004,33.023985615467,33.696943080779,47.87,33.556743608839,3.91304,17,MRK
04-29-2013,50.32353,60.0,44,3.87656,51.0,33.563753582436,33.451594004884,33.731992948763995,47.82,33.521693740854,3.91304,17,MRK
04-30-2013,50.32353,60.0,44,3.87656,51.0,33.472623925675,32.9468759059,33.535713688048,47.0,32.9468759059,3.91304,17,MRK
05-01-2013,50.32353,60.0,44,3.87656,51.0,31.40468171456,31.26448224262,32.4596827409085,45.69,32.028569364693,3.86957,17,MRK
05-02-2013,50.20588,60.0,44,3.92225,51.0,32.17577881023,31.888369892753,32.252888519797,45.73,32.056609259081,3.86957,17,MRK
05-03-2013,50.20588,60.0,44,3.92225,51.0,32.421127886125,31.86965326324901,32.512257542886005,45.67,32.014549417499,3.86957,17,MRK
05-06-2013,50.20588,60.0,44,3.92225,51.0,31.902389839947,31.523851265709,32.2458785462,44.98,31.530861239306,3.86957,17,MRK
05-07-2013,50.20588,60.0,44,3.92225,51.0,31.61498092247,31.460761503336,31.75518039441,45.27,31.734150473619003,3.86957,17,MRK
05-08-2013,50.20588,60.0,44,3.92225,51.0,31.629000869664,31.523851265709,31.96547960232,44.99,31.537871212903,3.86957,17,MRK
05-09-2013,50.5,60.0,44,3.78076,51.0,31.720130526425,31.509831318515,31.979499549514,45.49,31.888369892753,3.86957,17,MRK
05-10-2013,50.5,60.0,44,3.78076,51.0,31.923419760738,31.888369892753,32.210828678215,45.95,32.210828678215,3.86957,17,MRK
05-13-2013,50.40625,60.0,44,3.8779,51.0,32.133718968648004,32.021559391096,32.407107938931,46.17,32.365048097349,3.86364,16,MRK
05-14-2013,50.40625,60.0,44,3.8779,51.0,32.329998229363994,32.2458785462,32.785646513169,46.65,32.701526830005,3.80952,16,MRK
05-15-2013,50.40625,60.0,44,3.8779,51.0,32.757606618781,32.568337331662,33.129135219422,46.73,32.757606618781,3.80952,16,MRK
05-16-2013,50.40625,60.0,44,3.8779,51.0,32.652457014826,31.551891160097,32.73657669799,46.37,32.505247569289,3.80952,16,MRK
05-17-2013,50.40625,60.0,44,3.8779,51.0,32.449167780513,31.600960975276,32.743586671587,45.99,32.238868572603,3.80952,16,MRK
05-20-2013,50.40625,60.0,44,3.8779,51.0,32.217838651812,31.61498092247,32.259898493394005,45.21,31.692090632037,3.85714,16,MRK
05-21-2013,50.40625,60.0,44,3.8779,51.0,31.713120552828,31.678070684843,33.318404506541,47.33,33.178205034601,3.85714,16,MRK
05-22-2013,50.40625,60.0,44,3.8779,51.0,33.36747432172,32.589367252453,33.858172473509995,46.71,32.743586671587,3.85714,16,MRK
05-23-2013,50.40625,60.0,44,3.8779,51.0,32.568337331662,32.540297437274,33.255314744168,47.33,33.178205034601,3.85714,16,MRK
05-24-2013,50.40625,60.0,44,3.8779,51.0,32.981925773885,32.66647696202,33.059035483452,47.16,33.059035483452,3.85714,16,MRK
05-28-2013,50.78125,60.0,44,3.91699,51.0,33.605813424017995,33.311394532944,34.096511575808,47.62,33.381494268914,3.95238,16,MRK
05-29-2013,50.55882,60.0,44,3.9028,51.0,33.150165140213,32.603387199646995,33.2728396781605,46.87,32.855746249139,3.90909,17,MRK
05-30-2013,50.55882,60.0,44,3.9028,51.0,32.960895853094,32.764616592378,33.220264876183,47.07,32.995945721079,3.90909,17,MRK
05-31-2013,50.76471,60.0,44,3.90745,51.0,32.897806090721,32.731319217792255,33.420049123697495,46.7,32.73657669799,3.90909,17,MRK
06-03-2013,51.47059,60.0,44,4.09257,51.0,34.299800810121,33.865182447107,34.601229674792,48.45,33.963322077465,3.90909,17,MRK
06-04-2013,51.64706,60.0,44,4.13295,52.0,33.78807273754,33.767042816749,35.162027562552,49.44,34.657309463568,3.90909,17,MRK
06-05-2013,51.64706,60.0,44,4.13295,52.0,34.362890572494,33.9808470114575,34.860598697880995,48.73,34.159601338181,3.90909,17,MRK
06-06-2013,51.64706,60.0,44,4.13295,52.0,34.096511575808,33.472623925675,34.159601338181,48.6,34.06847168142,3.90909,17,MRK
06-07-2013,51.88235,60.0,44,4.23059,52.5,34.187641232569,33.71797300157,34.447010255658,48.19,33.781062763943,3.90909,17,MRK
06-10-2013,51.875,60.0,44,4.36069,52.75,34.103521549404995,33.900232315092,34.271760915733,48.46,33.970332051062,3.90909,16,MRK
06-11-2013,51.875,60.0,44,4.36069,52.75,33.696943080779,33.332424453734994,33.78807273754,47.56,33.339434427332,3.90909,16,MRK
06-12-2013,51.875,60.0,44,4.36069,52.75,33.570763556033,33.108105298631,33.71797300157,47.25,33.122125245825,3.90909,16,MRK
06-13-2013,51.875,60.0,44,4.36069,52.75,33.065530418388,32.888671569338,33.914452893828,47.9,33.88615547798,3.90909,16,MRK
06-14-2013,51.875,60.0,44,4.36069,52.75,33.794188876474,33.6031813195,34.331839777586,47.95,33.92152724779,3.90909,16,MRK
06-17-2013,51.875,60.0,44,4.36069,52.75,34.190352698346,33.645627443272,34.34598848551,47.8,33.81541193835999,3.90909,16,MRK
06-18-2013,52.125,60.0,44,4.30298,53.0,33.872006770056,33.716370982891995,33.99227078740999,47.75,33.780040168549995,3.90909,16,MRK
06-19-2013,52.125,60.0,44,4.30298,53.0,33.751742752702,33.56780954969,34.077163034954,47.58,33.659776151196,3.90909,16,MRK
06-20-2013,52.25,60.0,44,4.20936,53.0,33.546586487804,32.690589658402,33.546586487804,46.31,32.761333198022,3.90909,16,MRK
06-21-2013,52.3125,60.0,44,4.19775,53.0,33.157497019893995,33.016009940654,33.67392485912,47.0,33.2494636214,3.86364,16,MRK
06-24-2013,52.3125,60.0,44,4.19775,53.0,32.874522861414,32.584474348972,33.150422665932,46.41,32.832076737642,3.86364,16,MRK
06-25-2013,52.1875,60.0,44,4.17536,52.75,32.916968985186,32.598623056895995,33.023084294616,46.23,32.704738366326,3.86364,16,MRK
06-26-2013,52.1875,60.0,44,4.17536,52.75,32.96648946292,32.740110136136,33.185794435742,46.69,33.030158648577995,3.86364,16,MRK
06-27-2013,52.11765,60.0,44,4.06032,52.5,33.270686683286,33.157497019893995,33.504140364032,47.28,33.447545532336,3.86364,17,MRK
06-28-2013,52.11765,60.0,44,4.06032,52.5,33.574883903652,32.856836976509,33.589032611575995,46.45,32.86037415349,3.86364,17,MRK
07-01-2013,52.11765,60.0,44,4.06032,52.5,32.725961428211995,32.697664012363994,33.14334831197,46.32,32.768407551984,3.86364,17,MRK
07-02-2013,52.11765,60.0,44,4.06032,52.5,32.605697410858,32.563251287086,33.058456064426,46.55,32.93111769311,3.86364,17,MRK
07-03-2013,52.0,60.0,44,4.15707,52.25,32.881597215376,32.655217888592,33.058456064426,46.55,32.93111769311,3.80952,16,MRK
07-05-2013,52.0,60.0,44,4.15707,52.25,33.199943143666,32.9717952283915,33.46176498379962,47.16,33.362653284792,3.80952,16,MRK
07-08-2013,52.0,60.0,44,4.15707,52.25,33.511214717993994,33.419248116488,33.695147921006,47.41,33.539512133841995,3.80952,16,MRK
07-09-2013,52.0,60.0,44,4.15707,52.25,33.758817106664,33.680999213082,33.956899017599994,47.62,33.68807356704399,3.80952,16,MRK
07-10-2013,52.0,60.0,44,4.15707,52.25,33.68807356704399,33.666850505158,34.084237388915994,47.96,33.928601601752,3.80952,16,MRK
07-11-2013,52.0,60.0,44,4.15707,52.25,34.261096237966,34.048865619106,34.3106167157,48.31,34.176203990422,3.80952,16,MRK
07-12-2013,51.875,60.0,44,4.06394,52.25,34.23987317608,34.091311742878,34.42380637909199,48.54,34.338914131547995,3.80952,16,MRK
07-15-2013,51.875,60.0,44,4.06394,52.25,34.317691069662,34.140832220612,34.586516520218,48.52,34.324765423624,3.80952,16,MRK
07-16-2013,51.875,60.0,44,4.06394,52.25,34.353062839472,33.978122079486,34.544070396446,48.23,34.11960915872599,3.80952,16,MRK
07-17-2013,51.875,60.0,44,4.06394,52.25,34.154980928536,34.048865619106,34.501624272674,48.13,34.048865619106,3.80952,16,MRK
07-18-2013,51.8125,60.0,44,4.06923,52.25,33.978122079486,33.49706601007,34.048865619106,47.4,33.53243777988,3.71429,16,MRK
07-19-2013,51.75,60.0,44,4.05817,52.0,33.581958257614,33.39095070064,33.900304185904,47.79,33.808337584398,3.71429,16,MRK
07-22-2013,51.75,60.0,44,4.05817,52.0,33.85078370817,33.638553089309994,34.13375786665,47.72,33.758817106664,3.71429,16,MRK
07-23-2013,51.75,60.0,44,4.05817,52.0,33.822486292322,33.631478735348,34.112534804764,47.93,33.907378539865995,3.71429,16,MRK
07-24-2013,51.75,60.0,44,4.05817,52.0,33.900304185904,33.610255673462,33.985196433448,47.77,33.794188876474,3.71429,16,MRK
07-25-2013,51.75,60.0,44,4.05817,52.0,33.624404381386,33.49536816511912,34.091311742878,48.17,34.077163034954,3.71429,16,MRK
07-26-2013,51.75,60.0,44,4.05817,52.0,33.99227078740999,33.801263230436,34.303542361738,48.49,34.303542361738,3.71429,16,MRK
07-29-2013,51.75,60.0,44,4.05817,52.0,34.147906574574,34.06301432703,34.515772980597994,48.34,34.197427052308,3.71429,16,MRK
07-30-2013,51.625,60.0,44,4.01754,52.0,34.162055282497995,33.843709354208,34.720929245495995,48.05,33.99227078740999,3.71429,16,MRK
07-31-2013,51.625,60.0,44,4.01754,52.0,34.3106167157,33.935675955714,34.469789679845,48.17,34.077163034954,3.71429,16,MRK
08-01-2013,51.5625,60.0,44,4.03452,52.0,34.268170591928,33.985196433448,34.437955087016,48.58,34.367211547396,3.75,16,MRK
08-02-2013,51.5625,60.0,44,4.03452,52.0,34.268170591928,34.084237388915994,34.338914131547995,48.54,34.338914131547995,3.75,16,MRK
08-05-2013,51.6875,60.0,44,4.13776,52.0,34.232798822118,34.006419495334,34.42380637909199,48.53,34.331839777586,3.75,16,MRK
08-06-2013,51.6875,60.0,44,4.13776,52.0,34.29646800777599,34.024105380239,34.374285901358,48.44,34.268170591928,3.75,16,MRK
08-07-2013,51.6875,60.0,44,4.13776,52.0,34.20450140627,34.20450140627,34.48747556475,48.55,34.34598848551,3.75,16,MRK
08-08-2013,51.6875,60.0,44,4.13776,52.0,34.42380637909199,34.091311742878,34.551144750408,48.47,34.289393653813995,3.75,16,MRK
08-09-2013,51.6875,60.0,44,4.13776,52.0,34.268170591928,34.140832220612,34.508698626636,48.39,34.232798822118,3.75,16,MRK
08-12-2013,51.6875,60.0,44,4.13776,52.0,34.070088680991994,34.020568203258,34.529921688522,48.47,34.289393653813995,3.75,16,MRK
08-13-2013,51.6875,60.0,44,4.13776,52.0,34.324765423624,34.013493849296,34.55821910437,48.43,34.261096237966,3.75,16,MRK
08-14-2013,51.6875,60.0,44,4.13776,52.0,34.34598848551,34.24694753004199,34.494549918712,48.57,34.360137193434,3.75,16,MRK
08-15-2013,51.6875,60.0,44,4.13776,52.0,34.154980928536,33.85078370817,34.211575760231995,47.97,33.935675955714,3.75,16,MRK
08-16-2013,51.6875,60.0,44,4.13776,52.0,33.808337584398,33.589032611575995,33.956899017599994,47.7,33.74466839874,3.75,16,MRK
08-19-2013,51.86875,60.0,44,3.92057,52.0,33.581958257614,33.56780954969,33.818949115341,47.58,33.659776151196,3.75,16,MRK
08-20-2013,51.86875,60.0,44,3.92057,52.0,33.70929662893,33.645627443272,34.225724468156,47.56,33.645627443272,3.75,16,MRK
08-21-2013,51.86875,60.0,44,3.92057,52.0,33.645627443272,33.461694240259995,33.985196433448,47.46,33.574883903652,3.75,16,MRK
08-22-2013,51.86875,60.0,44,3.92057,52.0,33.695147921006,33.528900602899,33.94275030967599,47.81,33.822486292322,3.75,16,MRK
08-23-2013,51.86875,60.0,44,3.92057,52.0,33.94275030967599,33.56780954969,33.94275030967599,47.73,33.765891460625994,3.75,16,MRK
08-26-2013,51.86875,60.0,44,3.92057,52.0,33.81541193835999,33.624404381386,33.88615547798,47.62,33.68807356704399,3.75,16,MRK
08-27-2013,51.86875,60.0,44,3.92057,52.0,33.475842948183995,33.199943143666,33.613792850443,47.11,33.327281514982,3.75,16,MRK
08-28-2013,51.86875,60.0,44,3.92057,52.0,33.093827834236,32.874522861414,33.53243777988,47.09,33.313132807058,3.75,16,MRK
08-29-2013,51.86875,60.0,44,3.92057,52.0,33.228240559514,33.100902188198,33.53243777988,47.1,33.32020716102,3.75,16,MRK
08-30-2013,51.86875,60.0,44,3.92057,52.0,33.313132807058,33.263612329324,33.585495434595,47.29,33.454619886298,3.75,16,MRK
09-03-2013,51.86875,60.0,44,3.92057,52.0,33.617330027424,33.2586602815506,33.716370982891995,47.21,33.398025054602,3.75,16,MRK
09-04-2013,51.86875,60.0,44,3.92057,52.0,33.341430222906,33.327281514982,33.872006770056,47.68,33.730519690816,3.75,16,MRK
09-05-2013,51.86875,60.0,44,3.92057,52.0,33.808337584398,33.43339682441199,33.808337584398,47.51,33.610255673462,3.75,16,MRK
09-06-2013,51.86875,60.0,44,3.92057,52.0,33.652701797233995,33.291909745172,33.829560646284,47.49,33.596106965538,3.75,16,MRK
09-09-2013,51.86875,60.0,44,3.92057,52.0,33.67392485912,33.589032611575995,33.85078370817,47.74,33.772965814588,3.75,16,MRK
09-10-2013,51.68125,60.0,44,3.78801,52.0,33.857858062132,33.857858062132,34.23987317608,47.98,33.94275030967599,3.75,16,MRK
09-11-2013,51.68125,60.0,44,3.78801,52.0,33.978122079486,33.928601601752,34.317691069662,48.14,34.055939973068,3.75,16,MRK
09-12-2013,51.74375,60.0,44,3.76795,52.0,34.120182993659995,34.013111289704995,34.248669038406,47.85,34.155873561645,3.75,16,MRK
09-13-2013,51.74375,60.0,44,3.76795,52.0,34.177287902436,34.027387516899,34.255807152003,47.79,34.113044880063,3.75,16,MRK
09-16-2013,51.74375,60.0,44,3.76795,52.0,34.441398105525,34.33432640157,34.5805913206665,48.19,34.398569423942995,3.75,16,MRK
09-17-2013,51.74375,60.0,44,3.76795,52.0,34.341464515167,34.220116584017994,34.42712187833099,48.01,34.270083379197,3.75,16,MRK
09-18-2013,51.86875,60.0,44,3.74111,52.0,34.127321107257,33.998835062511,34.769751330987,48.4,34.54846980948,3.75,16,MRK
09-19-2013,51.86875,60.0,44,3.74111,52.0,34.598436604659,34.33432640157,34.612712831853,48.255,34.4449671623235,3.75,16,MRK
09-20-2013,51.86875,60.0,44,3.74111,52.0,34.498503014301,34.170149788839,34.54846980948,48.01,34.270083379197,3.75,16,MRK
09-23-2013,51.86875,60.0,44,3.74111,52.0,34.113044880063,33.934592040138,34.305773947182004,47.68,34.034525630496,3.75,16,MRK
09-24-2013,51.86875,60.0,44,3.74111,52.0,33.998835062511,33.920315812944004,34.419983764734,47.53,33.927453926541,3.75,16,MRK
09-25-2013,51.86875,60.0,44,3.74111,52.0,34.027387516899,33.848934676974004,34.255807152003,47.67,34.027387516899,3.75,16,MRK
09-26-2013,51.86875,60.0,44,3.74111,52.0,34.105906766466,33.913177699347,34.2629452656,47.68,34.034525630496,3.75,16,MRK
09-27-2013,51.86875,60.0,44,3.74111,52.0,33.956006380929,33.756139200213,34.198702243227,47.79,34.113044880063,3.75,16,MRK
09-30-2013,51.86875,60.0,44,3.74111,52.0,34.005973176108,33.756139200213,34.170149788839,47.609,33.9838450239573,3.75,16,MRK
10-01-2013,52.425,60.0,44,3.54304,52.25,34.919651716524,34.370016969555,35.140933238031,48.74,34.791165671778,3.75,16,MRK
10-02-2013,52.4875,60.0,44,3.54381,52.75,34.584160377465004,34.348602628764,34.655541513435,48.37,34.527055468689,3.75,16,MRK
10-03-2013,52.4875,60.0,44,3.54381,52.75,34.419983764734,34.2629452656,34.798303785375,48.36,34.519917355092,3.75,16,MRK
10-04-2013,52.4875,60.0,44,3.54381,52.75,34.455674332719,34.220116584017994,34.519917355092,48.23,34.42712187833099,3.75,16,MRK
10-07-2013,52.4875,60.0,44,3.54381,52.75,34.205840356824,34.034525630496,34.42712187833099,47.89,34.184426016033,3.75,16,MRK
10-08-2013,52.4875,60.0,44,3.54381,52.75,34.148735448048,34.005973176108,34.370016969555,47.75,34.084492425675,3.75,16,MRK
10-09-2013,52.28235,60.0,44,3.53457,52.5,34.041663744093,33.649067496258,34.134459220854,47.27,33.741862973019,3.71429,17,MRK
10-10-2013,52.28235,60.0,44,3.53457,52.5,33.97742072172,33.520581451512,33.998835062511,47.49,33.898901472153,3.71429,17,MRK
10-11-2013,52.10588,60.0,44,3.56906,52.0,33.848934676974004,33.656205609855,33.898901472153,47.29,33.756139200213,3.61905,17,MRK
10-14-2013,51.34118,59.0,44,2.99373,51.0,33.40637163396,33.149399544468,33.606238814676,46.75,33.370681065975,3.47619,17,MRK
10-15-2013,51.34118,59.0,44,2.99373,51.0,33.206504453244,33.1315542604755,33.427785974751,46.57,33.242195021229,3.47619,17,MRK
10-16-2013,51.34118,59.0,44,2.99373,51.0,33.270747475617,33.242195021229,33.670481837049,47.17,33.670481837049,3.47619,17,MRK
10-17-2013,51.22353,59.0,44,3.08212,51.0,33.641929382661004,33.470614656333,33.749001086616,47.11,33.627653155467,3.47619,17,MRK
10-18-2013,51.16471,59.0,44,3.03779,51.0,33.813244108989,33.170813885259,33.870349017765,46.61,33.270747475617,3.47619,17,MRK
10-21-2013,51.16471,59.0,44,3.03779,51.0,33.33499049799,32.892427454976,33.34833877041639,46.51,33.199366339647,3.47619,17,MRK
10-22-2013,51.16471,59.0,44,3.03779,51.0,33.056604067707,32.935256136558,33.349266725184,46.47,33.170813885259,3.47619,17,MRK
10-23-2013,51.16471,59.0,44,3.03779,51.0,33.26360936202,33.177951998855995,33.349266725184,46.56,33.235056907632,3.47619,17,MRK
10-24-2013,51.16471,59.0,44,3.03779,51.0,33.40637163396,32.970946704543,33.449914126901696,46.22,32.992361045334,3.47619,17,MRK
10-25-2013,53.43333,92.0,44,9.80861,51.15,33.013775386125,32.728250842245004,33.249333134826,46.54,33.220780680438,3.45455,18,MRK
10-28-2013,53.37778,92.0,44,9.83071,51.15,32.528383661529,32.271411572037,32.706836501454,45.35,32.371345162395,3.5,18,MRK
10-29-2013,52.73333,92.0,44,10.00405,50.0,32.414173843977,32.178616095276,32.599764797499,45.58,32.535521775126,3.5,18,MRK
10-30-2013,52.73333,92.0,44,10.00405,50.0,32.656869706275,32.200030436067,32.66407920100797,45.24,32.292825912828,3.5,18,MRK
10-31-2013,52.73333,92.0,44,10.00405,50.0,32.342792708007,32.185754208873,32.449864411962,45.09,32.185754208873,3.5,18,MRK
11-01-2013,52.84444,92.0,44,9.96188,50.0,32.028715709739,31.850262869814,32.371345162395,45.23,32.285687799231,3.59091,18,MRK
11-04-2013,52.84444,92.0,44,9.96188,50.0,32.778217637424,32.592626683902,33.028051613319,45.72,32.635455365484,3.59091,18,MRK
11-05-2013,52.84444,92.0,44,9.96188,50.0,32.542659888723,32.349930821604,32.678284047066,45.36,32.378483275992,3.59091,18,MRK
11-06-2013,52.84444,92.0,44,9.96188,50.0,32.521245547932004,32.364207048798,32.849598773394,45.96,32.806770091812,3.59091,18,MRK
11-07-2013,52.84444,92.0,44,9.96188,50.0,32.942394250155,32.678284047066,33.006637272528,45.82,32.706836501454,3.59091,18,MRK
11-08-2013,52.78889,92.0,44,9.98036,50.0,32.785355751021,32.735388955842,33.456338429138995,46.8,33.40637163396,3.59091,18,MRK
11-11-2013,52.78889,92.0,44,9.98036,50.0,33.484890883526994,33.463476542736004,33.656205609855,47.0,33.5491339059,3.59091,18,MRK
11-12-2013,52.78889,92.0,44,9.98036,50.0,33.513443337915,33.40637163396,33.998835062511,47.59,33.970282608123,3.59091,18,MRK
