 Date,CL Price Target,CL Price Target - High,CL Price Target - Low,CL Price Target - StdDev,CL Price Target - Median,CL Open,CL Low,CL High,CL Close,CL Adj. Close,CL Rating,CL Price Target - #,Ticker
04-04-2013,56.73318,65.5,50,3.84105,57.0,46.679218685433,46.361510884273,46.7546742882085,58.54,46.496536699766,3.24138,22,CL
04-05-2013,56.73318,65.5,50,3.84105,57.0,46.22648506878,46.075573863229,46.4290237920195,58.36,46.353568189244,3.24138,22,CL
04-08-2013,57.00591,65.5,50,3.88556,57.315,46.504479394795,46.1272013809175,46.750702940694,58.86,46.750702940694,3.24138,22,CL
04-09-2013,57.14227,65.5,50,4.02098,57.315,46.8619006711,46.317826061613495,46.893671451216,58.625,46.5640496075125,3.24138,22,CL
04-10-2013,57.14227,65.5,50,4.02098,57.315,46.647447905316994,46.583906345085,47.072382089368496,59.135,46.9691270539915,3.24138,22,CL
04-11-2013,57.14227,65.5,50,4.02098,57.315,46.9770697490205,46.945298968904495,47.3344910253255,59.42,47.195493862318,3.24138,22,CL
04-12-2013,57.25591,65.5,50,3.99406,57.565,47.092238826941,46.8619006711,47.354347762898,59.185,47.0088405291365,3.24138,22,CL
04-15-2013,57.48318,65.5,50,4.00148,57.815,46.8619006711,46.413138401961504,47.116066912028,58.435,46.413138401961504,3.24138,22,CL
04-16-2013,57.48318,65.5,50,4.00148,57.815,46.647447905316994,46.492565352251496,47.449660103246,59.665,47.3900898905285,3.24138,22,CL
04-17-2013,57.48318,65.5,50,4.00148,57.815,47.2630067700645,46.568020955027,47.3265483302965,58.925,46.8023304583825,3.24138,22,CL
04-18-2013,57.48318,65.5,50,4.00148,57.815,46.8817574086725,46.8619006711,47.33051967781101,59.285,47.0882674794265,3.24138,22,CL
04-19-2013,57.48318,65.5,50,4.00148,57.815,47.3958250836,47.363910989346,47.88631954848,59.86,47.8192160712,3.24138,22,CL
04-22-2013,57.48318,65.5,50,4.00148,57.815,47.7872620344,47.6634401418,48.3664289514,60.205,48.0948196386,3.25,22,CL
04-23-2013,57.48318,65.5,50,4.00148,57.815,48.1547334576,47.7952505436,48.5062278624,60.715,48.5022336078,3.25,22,CL
04-24-2013,57.74429,65.5,50,3.90826,58.0,48.350451933,47.0083823874,48.350451933,58.95,47.092261734,3.25926,21,CL
04-25-2013,58.69667,65.5,50,3.95778,58.5,48.170710476,47.6594458872,48.889676304000005,59.71,47.6993884332,3.28571,21,CL
04-26-2013,59.74429,65.5,50,4.07807,60.5,47.8831241448,47.3399055192,48.302520877800006,59.495,47.5276354854,3.28571,21,CL
04-29-2013,59.74429,65.5,50,4.07807,60.5,47.631486105,47.555595267600005,47.90349484326,59.685,47.6794171602,3.28571,21,CL
04-30-2013,59.74429,65.5,50,4.07807,60.5,47.555595267600005,47.2600204272,47.8431815988,59.705,47.6953941786,3.28571,21,CL
05-01-2013,59.74429,65.5,50,4.07807,60.5,47.7073769424,47.4836986848,48.1147909116,59.57,47.5875493044,3.28571,21,CL
05-02-2013,60.0065,65.5,50,4.00229,60.5,47.5955378136,47.4357676296,48.370423206,60.365,48.2226357858,3.2963,20,CL
05-03-2013,60.0065,65.5,50,4.00229,60.5,48.4383255342,47.970997746,48.5541589176,60.575,48.390394479,3.2963,20,CL
05-06-2013,60.0065,65.5,50,4.00229,60.5,48.390394479,47.936727041532,48.4383255342,60.1,48.010940292,3.2963,20,CL
05-07-2013,60.0065,65.5,50,4.00229,60.5,48.0788426202,47.8631528718,48.130767930000005,60.165,48.0628656018,3.2963,20,CL
05-08-2013,60.0065,65.5,50,4.00229,60.5,47.990969019000005,47.8671471264,48.210653022,60.26,48.1387564392,3.2963,20,CL
05-09-2013,60.0065,65.5,50,4.00229,60.5,48.0668598564,47.8471758534,48.2146472766,60.095,48.0069460374,3.2963,20,CL
05-10-2013,60.0065,65.5,50,4.00229,60.5,48.130767930000005,47.9749920006,48.322452208254,60.36,48.2186415312,3.2963,20,CL
05-13-2013,60.1065,65.5,50,4.03819,61.0,48.250595568,48.058911289746,48.410365752,60.455,48.2945323686,3.2963,20,CL
05-14-2013,60.1065,65.5,50,4.03819,61.0,48.33048066,48.33048066,49.269130491,61.675,49.269130491,3.2963,20,CL
05-15-2013,60.1065,65.5,50,4.03819,61.0,49.0654235064,48.9935269236,49.8243318804,62.275,49.748441043,3.2963,20,CL
05-16-2013,60.63842,65.5,52,3.39212,61.5,49.7764008252,48.9935269236,50.087952684,62.38,49.83232038960001,3.34615,19,CL
05-17-2013,60.69105,65.5,52,3.39344,61.5,49.6405961688,49.353009837600005,49.848297408,62.04,49.5607110768,3.34615,19,CL
05-20-2013,60.69105,65.5,52,3.39344,61.5,49.5607110768,49.0654235064,49.568699586,61.55,49.169274126,3.34615,19,CL
05-21-2013,60.71737,66.0,52,3.43235,61.5,49.209216672,48.8816877948,49.5926651136,61.58,49.1932396536,3.34615,19,CL
05-22-2013,60.5315,66.0,52,3.44214,61.0,49.12933158,48.9056533224,49.632607659600005,61.41,49.0574349972,3.38462,20,CL
05-23-2013,60.5565,66.0,52,3.44364,61.25,48.7858256844,48.6260555004,48.9935269236,60.97,48.7059405924,3.38462,20,CL
05-24-2013,60.5565,66.0,52,3.44364,61.25,48.6260555004,48.3145036416,48.9775499052,61.17,48.8657107764,3.38462,20,CL
05-28-2013,60.5565,66.0,52,3.44364,61.25,49.4169179112,49.0414579788,49.72846977,61.63,49.2331821996,3.38462,20,CL
05-29-2013,60.5565,66.0,52,3.44364,61.25,48.8018027028,47.451744648,48.8736992856,59.58,47.5955378136,3.38462,20,CL
05-30-2013,60.5565,66.0,52,3.44364,61.25,47.73134247,47.3958250836,48.010940292,59.63,47.6354803596,3.38462,20,CL
05-31-2013,60.5565,66.0,52,3.44364,61.25,47.4677216664,46.19954583090001,47.5076642124,57.84,46.2055372128,3.38462,20,CL
06-03-2013,60.5565,66.0,52,3.44364,61.25,46.2614567772,45.9499049184,46.868583476400005,58.6,46.812663912000005,3.38462,20,CL
06-04-2013,60.5565,66.0,52,3.44364,61.25,46.972434096,46.5250775808,47.3079514824,58.87,47.0283536604,3.38462,20,CL
06-05-2013,60.5565,66.0,52,3.44364,61.25,46.9165145316,46.253468268,46.9484685684,57.9,46.253468268,3.38462,20,CL
06-06-2013,60.5565,66.0,52,3.44364,61.25,46.173583176,45.5904220044,46.5091005624,58.04,46.3653073968,3.38462,20,CL
06-07-2013,60.5565,66.0,52,3.44364,61.25,46.7407673292,46.66966959732,47.2440434088,59.1,47.212089372,3.38462,20,CL
06-10-2013,60.5565,66.0,52,3.44364,61.25,47.3558825376,46.85580186168001,47.411802102,58.82,46.9884111144,3.38462,20,CL
06-11-2013,60.5565,66.0,52,3.44364,61.25,46.692836274,46.3812844152,47.3239285008,58.62,46.8286409304,3.38462,20,CL
06-12-2013,60.5565,66.0,52,3.44364,61.25,47.1242157708,46.453180998,47.53162974,58.16,46.4611695072,3.38462,20,CL
06-13-2013,60.5565,66.0,52,3.44364,61.25,46.4292154704,45.6862841148,46.852606458,58.46,46.700824783200005,3.38462,20,CL
06-14-2013,60.69105,66.0,52,3.48148,61.5,46.7407673292,46.5011120532,47.139154283004,58.82,46.9884111144,3.32,19,CL
06-17-2013,60.71737,66.0,52,3.48183,61.5,47.212089372,47.1561698076,47.8671471264,59.64,47.6434688688,3.32,19,CL
06-18-2013,60.71737,66.0,52,3.48183,61.5,47.691399924,47.5156527216,47.8671471264,59.7,47.691399924,3.32,19,CL
06-19-2013,60.71737,66.0,52,3.48183,61.5,47.6674343964,46.3173763416,47.771285016,58.0,46.33335336,3.32,19,CL
06-20-2013,60.71737,66.0,52,3.48183,61.5,46.013812992000005,44.4880077348,46.1096751024,55.87,44.6318009004,3.32,19,CL
06-21-2013,60.71737,66.0,52,3.48183,61.5,45.0472033788,44.7436400292,45.60560017188,56.81,45.382720765200006,3.32,19,CL
06-24-2013,60.63842,66.0,52,3.45743,61.0,44.9593297776,44.3122605324,45.326801200800006,56.15,44.855479158,3.32,19,CL
06-25-2013,60.63842,66.0,52,3.45743,61.0,45.1270884708,44.6238123912,45.2628931272,56.22,44.9113987224,3.32,19,CL
06-26-2013,60.63842,66.0,52,3.45743,61.0,45.3587552376,45.07037005548,45.694272624,57.0,45.53450244,3.32,19,CL
06-27-2013,60.63842,66.0,52,3.45743,61.0,45.9419164092,45.6463415688,46.1975487036,57.39,45.8460542988,3.32,19,CL
06-28-2013,60.63842,66.0,52,3.45743,61.0,45.614387532,45.374732256,46.069732556400005,57.29,45.7661692068,3.32,19,CL
07-01-2013,60.63842,66.0,52,3.45743,61.0,46.013812992000005,45.9978359736,46.8605949672,57.95,46.293410814000005,3.32,19,CL
07-02-2013,60.72944,66.0,52,3.52995,61.25,46.2854223048,45.9339279,46.49312354400001,57.72,46.1096751024,3.33333,18,CL
07-03-2013,60.72944,66.0,52,3.52995,61.25,45.9658819368,45.6862841148,46.2854223048,57.82,46.1895601944,3.33333,18,CL
07-05-2013,60.72944,66.0,52,3.52995,61.25,46.33335336,45.6223760412,46.5091005624,57.86,46.2215142312,3.33333,18,CL
07-08-2013,60.72944,66.0,52,3.52995,61.25,46.3173763416,46.3173763416,46.8446179488,58.58,46.7966868936,3.33333,18,CL
07-09-2013,60.68412,66.0,52,3.62719,61.0,47.1561698076,46.9884111144,47.3239285008,58.98,47.1162272616,3.34783,17,CL
07-10-2013,60.68412,66.0,52,3.62719,61.0,47.1242157708,46.7247903108,47.347894028400006,58.62,46.8286409304,3.34783,17,CL
07-11-2013,60.68412,66.0,52,3.62719,61.0,47.3239285008,46.8366294396,47.4197906112,58.95,47.092261734,3.34783,17,CL
07-12-2013,60.68412,66.0,52,3.62719,61.0,47.1162272616,46.868583476400005,47.3159399916,59.14,47.2440434088,3.34783,17,CL
07-15-2013,61.24294,66.0,52,3.51554,62.5,47.3239285008,46.7966868936,47.347894028400006,58.82,46.9884111144,3.375,17,CL
07-16-2013,61.21353,66.0,52,3.49859,62.5,46.9005375132,46.405249942800005,46.972434096,58.48,46.7168018016,3.375,17,CL
07-17-2013,61.21353,66.0,52,3.49859,62.5,46.812663912000005,46.3892729244,46.9005375132,58.36,46.6209396912,3.375,17,CL
07-18-2013,61.21353,66.0,52,3.49859,62.5,46.5969741636,46.5011120532,47.1242157708,58.8,46.972434096,3.375,17,CL
07-19-2013,61.21353,66.0,52,3.49859,62.5,46.980469069616994,46.803699731574994,47.342042715612,58.88,47.309902835968,3.375,17,CL
07-22-2013,60.97688,66.0,52,3.47175,61.75,47.213483197036,46.964399129795,47.462567264277,58.65,47.125098528015,3.34783,16,CL
07-23-2013,60.97688,66.0,52,3.47175,61.75,47.092958648371,46.78762979175299,47.237588106769,58.41,46.93225925015099,3.34783,16,CL
07-24-2013,60.97688,66.0,52,3.47175,61.75,47.00457397935,46.76352488202,47.133133497926,58.47,46.980469069616994,3.34783,16,CL
07-25-2013,61.13312,66.0,52,3.36641,61.75,47.16527337757,47.00457397935,48.12946976689,59.62,47.904490609382,3.29167,16,CL
07-26-2013,61.74294,68.0,52,3.75322,62.5,47.775931090806,47.526847023565,48.418728683686,60.25,48.410693713775,3.36,17,CL
07-29-2013,61.74294,68.0,52,3.75322,62.5,48.201784496089,48.089294917335,48.49907838279599,60.08,48.274099225288,3.36,17,CL
07-30-2013,61.74294,68.0,52,3.75322,62.5,48.53121826243999,48.14031697626984,48.756197419948,60.24,48.402658743864,3.36,17,CL
07-31-2013,61.74294,68.0,52,3.75322,62.5,48.483008442974,48.089294917335,48.748162450037,59.87,48.10536485715699,3.36,17,CL
08-01-2013,61.74294,68.0,52,3.75322,62.5,48.426763653597,48.402658743864,48.868686998702,60.56,48.659777781016,3.36,17,CL
08-02-2013,61.74294,68.0,52,3.75322,62.5,48.418728683686,48.21785443591099,48.67584772083799,60.53,48.635672871283,3.36,17,CL
08-05-2013,61.74294,68.0,52,3.75322,62.5,48.603532991639,48.579428081906,49.077596216388,60.98,48.99724651727799,3.36,17,CL
08-06-2013,61.74294,68.0,52,3.75322,62.5,48.868686998702,48.82047717923599,49.214190704874994,60.99,49.005281487189,3.36,17,CL
08-07-2013,61.74294,68.0,52,3.75322,62.5,48.85261705887999,48.732092510215,49.149910945587,60.94,48.965106637634,3.36,17,CL
08-08-2013,61.74294,68.0,52,3.75322,62.5,49.230260644697,48.61156796155,49.41506495265,60.91,48.941001727901,3.36,17,CL
08-09-2013,61.74294,68.0,52,3.75322,62.5,48.876721968613,48.587463051817,49.0494738216995,60.68,48.756197419948,3.36,17,CL
08-12-2013,61.74294,68.0,52,3.75322,62.5,48.45086856333,48.40273909356311,48.99724651727799,60.96,48.981176577456,3.36,17,CL
08-13-2013,61.74294,68.0,52,3.75322,62.5,49.0133164571,48.844582088969,49.17401585532,61.08,49.077596216388,3.36,17,CL
08-14-2013,61.74294,68.0,52,3.75322,62.5,49.0133164571,48.56335814208399,49.125806035854,60.67,48.748162450037,3.36,17,CL
08-15-2013,61.74294,68.0,52,3.75322,62.5,48.45086856333,47.96073539875899,48.67584772083799,59.81,48.057155037691,3.36,17,CL
08-16-2013,61.74294,68.0,52,3.75322,62.5,47.824140910272,47.498724628876495,47.944665458937,59.47,47.783966060717,3.28,17,CL
08-19-2013,62.0,68.0,52,3.72072,62.75,47.631301632408,47.334007745700994,47.711651331518,59.15,47.526847023565,3.25,16,CL
08-20-2013,62.0,68.0,52,3.72072,62.75,47.599161752764,47.422392414722,47.904490609382,59.09,47.478637204099,3.25,16,CL
08-21-2013,62.0,68.0,52,3.72072,62.75,47.4063224749,46.956364159884,47.446497324455,58.51,47.01260894926099,3.25,16,CL
08-22-2013,62.0,68.0,52,3.72072,62.75,46.980469069616994,46.803699731574994,47.076888708549,58.45,46.964399129795,3.25,16,CL
08-23-2013,62.0,68.0,52,3.72072,62.75,47.01260894926099,46.956364159884,47.4689952402058,59.03,47.430427384633,3.25,16,CL
08-26-2013,62.0,68.0,52,3.72072,62.75,47.47060223418799,46.76352488202,47.607196722675,58.22,46.779594821842,3.25,16,CL
08-27-2013,62.0,68.0,52,3.72072,62.75,46.249286807716,46.128762259050994,46.52247578469,57.64,46.313566567004,3.25,16,CL
08-28-2013,62.0,68.0,52,3.72072,62.75,46.209111958161,45.911818071454,46.209111958161,57.27,46.016272680297,3.25,16,CL
08-29-2013,62.0,68.0,52,3.72072,62.75,45.871643221899,45.751118673234,46.249286807716,57.25,46.000202740475,3.25,16,CL
08-30-2013,62.0,68.0,52,3.72072,62.75,46.064482499763,46.000202740475,46.458196025402,57.77,46.418021175847,3.25,16,CL
09-03-2013,62.0,68.0,52,3.72072,62.75,46.884049430685,46.104657349318,46.916189310329,57.45,46.160902138695,3.25,16,CL
09-04-2013,62.0,68.0,52,3.72072,62.75,46.160902138695,46.008237710386,46.75548991210899,57.8,46.44212608557999,3.25,16,CL
09-05-2013,62.0,68.0,52,3.72072,62.75,46.345706446648,46.08858740949599,46.426056145758,57.53,46.225181897983,3.25,16,CL
09-06-2013,62.0,68.0,52,3.72072,62.75,46.409986205936,46.176972078517,46.78762979175299,58.0,46.6028254838,3.25,16,CL
09-09-2013,62.0,68.0,52,3.72072,62.75,46.6028254838,46.6028254838,47.229553136858,58.57,47.060818768727,3.25,16,CL
09-10-2013,62.0,68.0,52,3.60963,62.5,47.237588106769,46.835839611218994,47.478637204099,58.59,47.076888708549,3.24,17,CL
09-11-2013,62.0,68.0,52,3.60963,62.5,46.996539009439,46.948329189973,47.61523169258599,59.25,47.607196722675,3.24,17,CL
09-12-2013,62.0,68.0,52,3.60963,62.5,47.494707143921,47.342042715612,47.711651331518,59.28,47.631301632408,3.24,17,CL
09-13-2013,62.0,68.0,52,3.60963,62.5,47.751826181073,47.623266662497,47.96073539875899,59.43,47.751826181073,3.24,17,CL
09-16-2013,62.0,68.0,52,3.60963,62.5,48.033050127958,47.944665458937,48.402658743864,60.02,48.225889405822,3.24,17,CL
09-17-2013,62.0,68.0,52,3.60963,62.5,47.944665458937,47.679511451874,48.201784496089,59.8,48.04912006778,3.24,17,CL
09-18-2013,62.35294,68.0,52,3.59233,63.0,48.258029285466,48.04912006778,49.16598088540899,61.19,49.16598088540899,3.28,17,CL
09-19-2013,62.35294,68.0,52,3.59233,63.0,49.206155734964,48.85261705887999,49.238295614608,60.97,48.989211547367,3.28,17,CL
09-20-2013,62.35294,68.0,52,3.59233,63.0,48.884756938524,48.56335814208399,49.005281487189,60.44,48.56335814208399,3.28,17,CL
09-23-2013,62.35294,68.0,52,3.59233,63.0,48.571393111995,48.161609646534,48.587463051817,60.2,48.37051886422,3.28,17,CL
09-24-2013,62.35294,68.0,52,3.59233,63.0,48.225889405822,48.07322497751299,48.547288202262,59.87,48.10536485715699,3.28,17,CL
09-25-2013,62.35294,68.0,52,3.59233,63.0,48.225889405822,47.639336602319,48.314274074843,59.34,47.679511451874,3.28,17,CL
09-26-2013,62.35294,68.0,52,3.59233,63.0,47.912525579293,47.800036000539,48.539253232350994,60.39,48.523183292529,3.28,17,CL
09-27-2013,62.35294,68.0,52,3.59233,63.0,48.266064255377,47.9245780341595,48.434798623508,59.93,48.153574676623,3.28,17,CL
09-30-2013,62.66667,68.0,52,3.72305,63.0,48.338378984576,47.4826546890545,48.643707841194,59.3,47.64737157222999,3.32,18,CL
10-01-2013,62.66667,68.0,52,3.72305,63.0,47.591126782853,47.47060223418799,48.354448924398,60.09,48.282134195199,3.32,18,CL
10-02-2013,62.66667,68.0,52,3.72305,63.0,47.96877036867,47.430427384633,48.008945218224994,59.43,47.751826181073,3.32,18,CL
10-03-2013,62.66667,68.0,52,3.72305,63.0,47.50274211383199,47.181343317392,47.816105940361,59.22,47.583091812942,3.32,18,CL
10-04-2013,62.66667,68.0,52,3.72305,63.0,47.583091812942,47.32597277578999,47.800036000539,59.33,47.671476481963,3.32,18,CL
10-07-2013,62.66667,68.0,52,3.72305,63.0,47.414357444811,47.3058853510125,47.743791211162,59.21,47.575056843031,3.32,18,CL
10-08-2013,62.69444,68.0,52,3.70862,63.0,47.64737157222999,47.35811265543399,47.88842066956,58.96,47.374182595256,3.32,18,CL
10-09-2013,62.66667,68.0,52,3.72305,63.0,47.462567264277,47.35811265543399,48.426763653597,59.83,48.07322497751299,3.32,18,CL
10-10-2013,62.66667,68.0,52,3.72305,63.0,48.732092510215,48.29418665006549,48.85261705887999,60.79,48.844582088969,3.32,18,CL
10-11-2013,62.66667,68.0,52,3.72305,63.0,48.764232389859,48.627637901372,49.390960042916994,61.45,49.374890103095,3.32,18,CL
10-14-2013,62.66667,68.0,52,3.72305,63.0,49.13384100576499,49.057508791610495,49.487379681849,61.53,49.439169862383,3.32,18,CL
10-15-2013,62.69444,68.0,52,3.72357,63.0,49.42309992256099,49.085631186299,49.615939200425,61.23,49.19812076505299,3.32,18,CL
10-16-2013,62.69444,68.0,52,3.72357,63.0,49.27847046416299,49.19812076505299,50.098037395085,62.28,50.041792605708,3.32,18,CL
10-17-2013,62.69444,68.0,52,3.72357,63.0,49.728428779179,49.648079080069,51.126513543693,63.41,50.949744205650994,3.32,18,CL
10-18-2013,62.69444,68.0,52,3.72357,63.0,50.998213912056,50.190385400856,50.998213912056,62.81,50.739708788472,3.32,18,CL
10-21-2013,62.91667,70.0,52,4.02164,63.0,50.699317362912,49.972271702832,50.71143479058,62.26,50.295403107312,3.32,18,CL
10-22-2013,62.91667,70.0,52,4.02164,63.0,50.400420813768,50.2873248222,51.385971597432,63.47,51.272875605864,3.32,18,CL
10-23-2013,62.91667,70.0,52,4.02164,63.0,51.046683622728,50.957822486496,51.507145874112,63.47,51.272875605864,3.32,18,CL
10-24-2013,63.08333,70.0,52,4.04231,63.0,50.424655669104,50.028819698616,51.13554475896,63.04,50.925509346048,3.28,18,CL
10-25-2013,65.25,70.0,58,3.68273,65.5,51.087075048288,50.957822486496,51.474832733664,63.6,51.37789331232,3.36,18,CL
10-28-2013,65.25,70.0,58,3.68273,65.5,51.450597878328,51.426363022992,52.339209240648,64.76,52.314974385312006,3.36,18,CL
10-29-2013,66.16667,72.0,58,3.76017,68.0,52.419992091768,52.282661244864,53.3166817392,65.94,53.268212028528,3.36,18,CL
10-30-2013,66.16667,72.0,58,3.76017,68.0,53.300525168976,52.557322938672,53.348994879648,65.22,52.686575500464,3.36,18,CL
10-31-2013,66.16667,72.0,58,3.76017,68.0,52.508853228,52.242269819304,52.694653785576,64.73,52.290739529976,3.36,18,CL
11-01-2013,66.16667,72.0,58,3.76017,68.0,52.36344409598399,52.153408683072,52.961237194272,65.39,52.823906347368,3.36,18,CL
11-04-2013,66.38889,72.0,58,3.97407,68.0,52.961237194272,52.678497215352,53.15511603696,65.73,53.098568041176,3.36,18,CL
11-05-2013,66.38889,72.0,58,3.97407,68.0,52.95315890916,52.54924465356,53.122802896512006,65.36,52.799671492032,3.36,18,CL
11-06-2013,66.38889,72.0,58,3.97407,68.0,53.001628619832,52.823906347368,53.35707316476,66.01,53.324760024312006,3.36,18,CL
11-07-2013,66.38889,72.0,58,3.97407,68.0,53.292446883864,52.201878393744,53.292446883864,64.8,52.34728752576,3.36,18,CL
11-08-2013,66.38889,72.0,58,3.97407,68.0,52.22611324908,51.806042423256,52.38767895132,64.83,52.371522381096,3.36,18,CL
11-11-2013,66.38889,72.0,58,3.97407,68.0,52.42807037688,52.14533039796,52.597714364232,64.62,52.201878393744,3.36,18,CL
11-12-2013,66.38889,72.0,58,3.97407,68.0,52.056469261728,51.7010247168,52.395757236432,64.72,52.282661244864,3.36,18,CL
11-13-2013,66.38889,72.0,58,3.97407,68.0,52.18572182352,52.040312691504,52.605792649344,65.09,52.581557794008,3.36,18,CL
11-14-2013,66.38889,72.0,58,3.97407,68.0,52.775436636696,52.70273207068799,53.082411470952,65.6,52.99355033471999,3.36,18,CL
11-15-2013,66.38889,72.0,58,3.97407,68.0,53.090489756064,52.815828062256,53.29034652973488,65.78,53.138959466736,3.36,18,CL
