 Date,JNJ Price Target,JNJ Price Target - High,JNJ Price Target - Low,JNJ Price Target - StdDev,JNJ Price Target - Median,JNJ Open,JNJ Low,JNJ High,JNJ Close,JNJ Adj. Close,JNJ Rating,JNJ Price Target - #,Ticker
02-05-2013,78.16667,90,71.0,4.57347,78.0,56.73896268143999,56.72372870032,56.99032336991999,74.66,56.86845152096,3.85185,18,JNJ
02-06-2013,78.16667,90,71.0,4.57347,78.0,56.79989860591999,56.76181365312,57.42449183184,75.39,57.42449183184,3.85185,18,JNJ
02-07-2013,78.27778,90,71.0,4.41972,78.0,56.99032336991999,56.883685502080006,57.2797690112,75.06,57.17313114336,3.81481,18,JNJ
02-08-2013,78.27778,90,71.0,4.41972,78.0,57.25691803952,56.92177045488,57.59206562416,75.48,57.49304474688,3.81481,18,JNJ
02-11-2013,78.27778,90,71.0,4.41972,78.0,57.34070493568,57.1655141528,57.508278728,75.41,57.43972581296,3.81481,18,JNJ
02-12-2013,78.27778,90,71.0,4.41972,78.0,57.44734280352,57.44734280352,57.78249038816,75.8,57.7367884448,3.81481,18,JNJ
02-13-2013,78.27778,90,71.0,4.41972,78.0,57.72917145424,57.40925785072,57.79010737872,75.66,57.63015057696,3.81481,18,JNJ
02-14-2013,78.27778,90,71.0,4.41972,78.0,57.508278728,57.41687484128,57.95768117104,75.81,57.74440543536,3.81481,18,JNJ
02-15-2013,78.27778,90,71.0,4.41972,78.0,57.67585252032,57.51589571856,58.01100010496,76.16,58.01100010496,3.81481,18,JNJ
02-19-2013,78.27778,90,71.0,4.41972,78.0,57.91197922768,57.85866029376,58.650827312,76.96,58.62035934976,3.81481,18,JNJ
02-20-2013,78.27778,90,71.0,4.41972,78.0,58.49087051024,58.30044574624,58.62797634032,76.65,58.3842326424,3.84615,18,JNJ
02-21-2013,78.27778,90,71.0,4.41972,78.0,58.24712681232,58.17857389728,58.66606129312,76.87,58.55180643472,3.84615,18,JNJ
02-22-2013,78.27778,90,71.0,4.41972,78.0,58.651619375666,58.329146798918,58.728398560606,76.25,58.54412851675,3.84615,18,JNJ
02-25-2013,78.5,90,71.0,4.45034,78.0,58.713042723618,58.022030059158,58.858923175004,75.57,58.022030059158,3.84615,18,JNJ
02-26-2013,78.5,90,71.0,4.45034,78.0,58.260045532472,57.9682846297,58.613229783196005,75.75,58.16023259205,3.84615,18,JNJ
02-27-2013,78.5,90,71.0,4.45034,78.0,58.106487162592,58.04506381464,58.69768688663,76.32,58.597873946208,3.84615,18,JNJ
02-28-2013,78.5,90,71.0,4.45034,78.0,58.52877267976201,58.436637657834,58.728398560606,76.11,58.436637657834,3.84615,18,JNJ
03-01-2013,78.5,90,71.0,4.45034,78.0,58.19094426602601,58.144876755062,58.943380278438,76.7,58.88963484898,3.84615,18,JNJ
03-04-2013,78.5,90,71.0,4.45034,78.0,58.912668604462006,58.912668604462006,59.334954121632,77.2,59.27353077368,3.84615,18,JNJ
03-05-2013,78.5,90,71.0,4.45034,78.0,59.549935839464005,59.457800817536,59.665104616874,77.66,59.626715024404,3.84615,18,JNJ
03-06-2013,78.5,90,71.0,4.45034,78.0,59.649748779886,59.288886610668,59.68813837235599,77.39,59.419411225066,3.84615,18,JNJ
03-07-2013,78.5,90,71.0,4.45034,78.0,59.596003350428006,59.572969594946,59.857052579224,77.75,59.69581629085,3.84615,18,JNJ
03-08-2013,78.5,90,71.0,4.45034,78.0,59.764917557296,59.65742669838,60.056678460068,78.19,60.033644704586,3.84615,18,JNJ
03-11-2013,78.83333,90,71.0,4.47524,78.5,59.826340905248,59.764917557296,60.287016014888,78.44,60.225592666936,3.84615,18,JNJ
03-12-2013,78.83333,90,71.0,4.47524,78.5,60.2716601779,60.049000541574,60.417540629286,78.56,60.317727688864,3.84615,18,JNJ
03-13-2013,78.83333,90,71.0,4.47524,78.5,60.287016014888,60.04132262308,60.402184792298,78.55,60.31004977037,3.84615,18,JNJ
03-14-2013,78.83333,90,71.0,4.47524,78.5,60.402184792298,60.263982259406,60.73233528754,79.1,60.73233528754,3.84615,18,JNJ
03-15-2013,78.83333,90,71.0,4.47524,78.5,60.363795199828,60.363795199828,60.839826146456,79.19,60.801436553986,3.84615,18,JNJ
03-18-2013,78.83333,90,71.0,4.47524,78.5,60.440574384768,60.425218547780005,60.801436553986,78.81,60.509675651214,3.84615,18,JNJ
03-19-2013,78.83333,90,71.0,4.47524,78.5,60.640200265612,60.2716601779,60.724657369046,78.86,60.548065243684,3.84615,18,JNJ
03-20-2013,78.83333,90,71.0,4.47524,78.5,60.793758635492,60.786080716998,61.123909130734,79.45,61.00106243483,3.84615,18,JNJ
03-21-2013,78.83333,90,71.0,4.47524,78.5,60.747691124528,60.478963977238,61.0394520273,79.01,60.663234021094006,3.84615,18,JNJ
03-22-2013,78.83333,90,71.0,4.47524,78.5,60.740013206034,60.670911939588,61.223722071156,79.74,61.223722071156,3.84615,18,JNJ
03-25-2013,78.83333,90,71.0,4.47524,78.5,61.292823337602,61.016418271818,61.377280441036,79.68,61.177654560192,3.84615,18,JNJ
03-26-2013,79.16667,90,71.0,4.83333,78.5,61.369602522542,61.30817917459,62.1001564672461,80.85,62.07597102398999,3.84615,18,JNJ
03-27-2013,79.16667,90,71.0,4.83333,78.5,61.853311387664,61.630651751338,62.45986694869,81.27,62.398443600738,3.84615,18,JNJ
03-28-2013,79.16667,90,71.0,4.83333,78.5,62.47522278567801,62.15275020893,62.644136992546,81.53,62.598069481582,3.84615,18,JNJ
04-01-2013,79.88889,90,71.0,5.04302,79.5,62.490578622666,62.406121519232,62.932058936071,81.93,62.90518622134201,3.84615,18,JNJ
04-02-2013,79.88889,90,71.0,5.04302,79.5,62.9589316508,62.88215246586,63.488708026886,82.69,63.488708026886,3.84615,18,JNJ
04-03-2013,79.88889,90,71.0,5.04302,79.5,63.527097619356,62.628781155558,63.688333907730005,82.07,63.012677080258,3.84615,18,JNJ
04-04-2013,79.88889,90,71.0,5.04302,79.5,63.11249002068,62.901347262095,63.511741782368,82.41,63.273726309054,3.84615,18,JNJ
04-05-2013,79.88889,90,71.0,5.04302,79.5,62.797695362426005,62.667170748028006,63.043388754234,82.04,62.989643324776,3.84615,18,JNJ
04-08-2013,80.22222,90,71.0,5.03935,80.0,62.398443600738,61.661363425314,62.490578622666,81.11,62.275596904834,3.80769,18,JNJ
04-09-2013,80.72222,90,71.0,5.23668,80.5,62.390765682244,62.375409845256,62.76698368845,81.52,62.590391563088,3.80769,18,JNJ
04-10-2013,81.05556,90,71.0,5.30694,81.5,62.828407036402,62.755466810709,63.11249002068,82.02,62.974287487788,3.80769,18,JNJ
04-11-2013,81.05556,90,71.0,5.30694,81.5,63.066422509716,63.020354998752,63.696011826224,82.32,63.204625042608,3.80769,18,JNJ
04-12-2013,81.33333,90,71.0,5.47723,81.5,63.15087961315,63.089456265198,63.527097619356,82.74,63.527097619356,3.80769,18,JNJ
04-15-2013,81.88889,95,71.0,6.27064,81.5,63.511741782368,62.736272014474,63.795824766646,81.71,62.736272014474,3.80769,18,JNJ
04-16-2013,83.33333,95,71.0,6.79869,84.0,63.212302961102,63.012677080258,64.14133109887601,83.44,64.064551913936,3.76923,18,JNJ
04-17-2013,85.88889,95,71.0,5.94315,87.0,64.003128565984,63.949383136526,64.824665844842,83.9,64.41773616466,3.76923,18,JNJ
04-18-2013,86.61111,95,73.0,5.01264,87.0,64.46380367562399,63.749757255682,64.72485290442,83.18,63.864926033092,3.76923,18,JNJ
04-19-2013,86.88889,95,73.0,5.05403,87.5,64.118297343394,64.087585669418,64.932156703758,84.49,64.870733355806,3.76923,18,JNJ
04-22-2013,86.88889,95,73.0,5.05403,87.5,64.947512540746,64.64423476023299,65.208561769542,84.83,65.13178258460199,3.76923,18,JNJ
04-23-2013,86.88889,95,73.0,5.05403,87.5,65.254629280506,64.4945153496,65.784405656592,85.45,65.60781353123001,3.76923,18,JNJ
04-24-2013,86.88889,95,73.0,5.05403,87.5,65.784405656592,64.709497067432,65.830473167556,84.39,64.793954170866,3.76923,18,JNJ
04-25-2013,86.88889,95,73.0,5.05403,87.5,64.909122948276,64.755564578396,65.600135612736,85.22,65.431221405868,3.76923,18,JNJ
04-26-2013,86.88889,95,73.0,5.05403,87.5,65.49264475382,65.11258778836701,65.638525205206,85.12,65.35444222092801,3.76923,18,JNJ
04-29-2013,86.88889,95,73.0,5.05403,87.5,65.277663035988,65.193205932554,65.945641944966,85.58,65.707626471652,3.76923,18,JNJ
04-30-2013,86.88889,95,73.0,5.05403,87.5,65.561746020266,65.177850095566,65.79976149358001,85.23,65.438899324362,3.76923,18,JNJ
05-01-2013,86.88889,95,73.0,5.05403,87.5,64.8784112743,64.40238032767199,65.362120139422,84.23,64.671107474962,3.76923,18,JNJ
05-02-2013,86.88889,95,73.0,5.05403,87.5,64.832343763336,64.625039963998,65.42354348737399,85.16,65.385153894904,3.76923,18,JNJ
05-03-2013,86.88889,95,73.0,5.05403,87.5,65.707626471652,65.60781353123001,66.022421129906,85.75,65.83815108605,3.76923,18,JNJ
05-06-2013,86.88889,95,73.0,5.05403,87.5,65.86118484153201,64.91680086677,65.86118484153201,84.68,65.016613807192,3.76923,18,JNJ
05-07-2013,86.88889,95,73.0,5.05403,87.5,65.16249425857801,64.97822421472199,65.699948553158,85.53,65.669236879182,3.76923,18,JNJ
05-08-2013,86.88889,95,73.0,5.05403,87.5,65.630847286712,65.208561769542,65.72298230864,85.46,65.61549144972399,3.76923,18,JNJ
05-09-2013,87.16667,95,73.0,5.047,87.5,65.60781353123001,65.2338989005722,65.79285136693541,85.15,65.37747597641001,3.76923,18,JNJ
05-10-2013,87.16667,95,73.0,5.047,87.5,65.484966835326,65.4012775237414,65.845829004544,85.76,65.845829004544,3.76923,18,JNJ
05-13-2013,87.16667,95,73.0,5.047,87.5,65.692270634664,65.600135612736,66.083844477858,85.85,65.91493027099,3.76923,18,JNJ
05-14-2013,87.16667,95,73.0,5.047,87.5,65.845829004544,65.845829004544,66.859314245752,86.97,66.774857142318,3.76923,18,JNJ
05-15-2013,87.16667,95,73.0,5.047,87.5,66.751823386836,66.751823386836,67.473547725272,87.64,67.289277681416,3.76923,18,JNJ
05-16-2013,87.16667,95,73.0,5.047,87.5,67.051262208102,66.843958408764,67.389090621838,87.45,67.14339723003,3.76923,18,JNJ
05-17-2013,87.16667,95,73.0,5.047,87.5,67.158753067018,67.112685556054,67.71924111708,88.09,67.634784013646,3.76923,18,JNJ
05-20-2013,87.16667,95,73.0,5.047,87.5,67.64246193214,67.41980229581401,67.71924111708,88.01,67.57336066569401,3.76923,18,JNJ
05-21-2013,87.44444,95,73.0,4.77519,87.5,67.51961523623599,67.404446458826,68.057069530816,88.59,68.018679938346,3.76923,18,JNJ
05-22-2013,87.44444,95,73.0,4.77519,87.5,68.10313704178,67.71924111708,69.093588527506,88.46,67.918866997924,3.76923,18,JNJ
05-23-2013,87.44444,95,73.0,4.77519,87.5,67.385108253105,67.3000162785,68.050372781835,87.21,67.462464593655,3.76923,18,JNJ
05-24-2013,88.77778,97,73.0,5.53329,90.0,67.1453035974,66.905498941695,67.323223180665,86.82,67.16077486550999,3.76923,18,JNJ
05-28-2013,89.16667,97,73.0,5.84285,90.0,67.71774051747,67.508878397985,68.297913071595,87.61,67.771889955855,3.76923,18,JNJ
05-29-2013,89.33333,97,73.0,5.82142,90.0,67.36190135094,65.86118834427,67.42378642338,85.65,66.255705681075,3.76923,18,JNJ
05-30-2013,89.33333,97,73.0,5.82142,90.0,66.302119485405,66.27891258324,66.766257528705,85.99,66.518717238945,3.76923,18,JNJ
05-31-2013,89.61111,97,73.0,5.96414,90.0,66.27891258324,65.11856747499,66.518717238945,84.18,65.11856747499,3.76923,18,JNJ
06-03-2013,89.61111,97,73.0,5.96414,90.0,65.19592381554,64.491981116535,65.528556079905,84.71,65.528556079905,3.76923,18,JNJ
06-04-2013,89.61111,97,73.0,5.96414,90.0,65.53629171396,64.63895816358,65.776096369665,84.1,65.05668240255,3.76923,18,JNJ
06-05-2013,89.61111,97,73.0,5.96414,90.0,64.909705355505,64.57707309114001,65.7528894675,83.68,64.73178577224,3.76923,18,JNJ
06-06-2013,89.61111,97,73.0,5.96414,90.0,64.662165065745,63.93501546457501,65.33516522853,84.46,65.33516522853,3.76923,18,JNJ
06-07-2013,89.27778,97,73.0,5.70385,90.0,65.72194693128,65.2887514242,65.89213088049,84.91,65.683268761005,3.76923,18,JNJ
06-10-2013,89.27778,97,73.0,5.70385,90.0,65.76062510155501,65.544027348015,66.302119485405,85.14,65.86118834427,3.76923,18,JNJ
06-11-2013,89.27778,97,73.0,5.70385,90.0,65.56723425018001,65.079889304715,65.76836073561,84.69,65.513084811795,3.76923,18,JNJ
06-12-2013,89.27778,97,73.0,5.70385,90.0,65.89213088049,64.74725704035001,66.13967117025,83.74,64.77819957657,3.76923,18,JNJ
06-13-2013,89.27778,97,73.0,5.70385,90.0,64.6699006998,64.2679571543022,65.72194693128,84.91,65.683268761005,3.76923,18,JNJ
06-14-2013,89.27778,97,73.0,5.70385,90.0,65.528556079905,65.48987790963,66.12419990214,84.91,65.683268761005,3.76923,18,JNJ
06-17-2013,89.57895,97,73.0,5.69687,90.0,66.039107927535,65.73741819939,66.8397460522275,85.63,66.240234412965,3.76923,19,JNJ
06-18-2013,89.25,97,73.0,5.73476,90.0,66.333062021625,66.240234412965,66.86682077142,86.36,66.80493569898,3.74074,20,JNJ
06-19-2013,89.25,97,73.0,5.73476,90.0,66.85908513736501,65.5981767864,66.91323457575,84.86,65.64459059073,3.74074,20,JNJ
06-20-2013,89.25,97,73.0,5.73476,90.0,65.141774377155,63.52502685966,65.327429594475,82.62,63.91180856241001,3.74074,20,JNJ
06-21-2013,89.25,97,73.0,5.73476,90.0,64.2057626565,63.81898095375,65.22686635176,83.2,64.36047533760001,3.74074,20,JNJ
06-24-2013,89.25,97,73.0,5.73476,90.0,64.14387758406001,64.058785609455,65.992694123205,84.61,65.451199739355,3.74074,20,JNJ
06-25-2013,89.25,97,73.0,5.73476,90.0,65.87665961238,65.39705030097001,66.209291876745,85.35,66.023636659425,3.74074,20,JNJ
06-26-2013,89.25,97,73.0,5.73476,90.0,66.487774702725,66.48003906867,67.54755656825999,86.99,67.292280644445,3.74074,20,JNJ
