 Date,JNJ Price Target,JNJ Price Target - High,JNJ Price Target - Low,JNJ Price Target - StdDev,JNJ Price Target - Median,JNJ Open,JNJ Low,JNJ High,JNJ Close,JNJ Adj. Close,JNJ Rating,JNJ Price Target - #,Ticker
06-27-2013,89.25,97,73.0,5.73476,90.0,67.710004883415,66.905498941695,67.9361948231832,86.71,67.075682890905,3.74074,20,JNJ
06-28-2013,89.25,97,73.0,5.73476,90.0,67.08341852496,66.410418362175,67.59397037259,85.86,66.41815399623,3.74074,20,JNJ
07-01-2013,89.25,97,73.0,5.73476,90.0,66.30985511946,66.13967117025,67.79509685802,86.63,67.013797818465,3.74074,20,JNJ
07-02-2013,89.25,97,73.0,5.73476,90.0,67.02926908657501,66.688901188155,67.4547289596,86.57,66.96738401413499,3.74074,20,JNJ
07-03-2013,89.25,97,73.0,5.73476,90.0,66.94417711197,66.60380921355,67.33095881472,86.78,67.12983232929,3.74074,20,JNJ
07-05-2013,89.25,97,73.0,5.73476,90.0,67.74868305369,67.23813120606,67.98075207533999,87.87,67.97301644128501,3.74074,20,JNJ
07-08-2013,89.25,97,73.0,5.73476,90.0,68.14320039049501,68.050372781835,68.839407455445,88.59,68.52998209324501,3.74074,20,JNJ
07-09-2013,89.25,97,73.0,5.73476,90.0,68.57639589757501,68.35206250998,68.90902816194,88.88,68.75431548083999,3.74074,20,JNJ
07-10-2013,89.25,97,73.0,5.73476,90.0,68.75431548083999,68.70016604245501,69.21845352414,89.24,69.03279830682,3.74074,20,JNJ
07-11-2013,89.25,97,73.0,5.73476,90.0,69.47372944795501,68.84714308950001,69.56655705661501,89.67,69.365430571185,3.74074,20,JNJ
07-12-2013,89.3,97,73.0,5.75413,90.0,69.380901839295,69.14109718358999,69.612970860945,89.99,69.612970860945,3.74074,20,JNJ
07-15-2013,89.3,97,73.0,5.75413,90.0,69.551085788505,69.43505127768,70.24729285345501,90.4,69.93013185720001,3.74074,20,JNJ
07-16-2013,90.05,97,82.0,4.37579,90.0,70.42521243672,69.721269737715,70.90482174813,90.4,69.93013185720001,3.74074,20,JNJ
07-17-2013,93.2,101,83.0,4.7392,95.0,70.06937327019,69.52787888634,70.371062998335,90.13,69.721269737715,3.66667,20,JNJ
07-18-2013,93.0,101,83.0,4.77934,95.0,69.875982418815,69.66712029933001,70.35505023584115,90.17,69.752212273935,3.61538,19,JNJ
07-19-2013,93.0,101,83.0,4.77934,95.0,69.80636171232,69.659384665275,71.376695425485,92.23,71.345752889265,3.61538,19,JNJ
07-22-2013,93.0,101,83.0,4.77934,95.0,71.22971837844,70.866143577855,71.60102881308,92.28,71.38443105954,3.61538,19,JNJ
07-23-2013,93.0,101,83.0,4.77934,95.0,71.469523034145,71.252925280605,71.8292300177025,92.42,71.49272993631,3.61538,19,JNJ
07-24-2013,93.0,101,83.0,4.77934,95.0,71.67064951957501,70.974442454625,71.67838515363,92.36,71.44631613198,3.61538,19,JNJ
07-25-2013,93.0,101,83.0,4.77934,95.0,71.167833306,70.974442454625,71.748005860125,92.57,71.608764447135,3.61538,19,JNJ
07-26-2013,93.0,101,83.0,4.77934,95.0,71.41537359576,70.8994068042915,71.88724727311501,92.83,71.809890932565,3.61538,19,JNJ
07-29-2013,93.0,101,83.0,4.77934,95.0,71.655178251465,71.639706983355,72.243086439645,93.21,72.103845026655,3.61538,19,JNJ
07-30-2013,93.0,101,83.0,4.77934,95.0,72.304971512085,71.95686797961,72.691753214835,93.17,72.072902490435,3.61538,19,JNJ
07-31-2013,93.16667,101,83.0,4.85627,95.0,72.119316294765,72.088373758545,73.03985674731,93.5,72.32817841425,3.6,18,JNJ
08-01-2013,93.16667,101,83.0,4.85627,95.0,72.83873026188,72.4867589123775,73.0243854792,93.77,72.537040533735,3.6,18,JNJ
08-02-2013,93.16667,101,83.0,4.85627,95.0,72.37459221858,72.289500243975,73.016649845145,94.39,73.016649845145,3.6,18,JNJ
08-05-2013,93.33333,101,83.0,4.96655,95.0,72.753638287275,72.27402897586501,72.94702913865,93.8,72.5602474359,3.6,18,JNJ
08-06-2013,93.33333,101,83.0,4.96655,95.0,72.62213250834,72.32817841425,72.66854631267,93.81,72.567983069955,3.6,18,JNJ
08-07-2013,93.33333,101,83.0,4.96655,95.0,72.4055347548,72.304971512085,72.738167019165,93.66,72.45194855913,3.6,18,JNJ
08-08-2013,93.33333,101,83.0,4.96655,95.0,72.923822236485,71.717063323905,73.001178577035,93.34,72.20440826937,3.6,18,JNJ
08-09-2013,93.33333,101,83.0,4.96655,95.0,72.243086439645,70.99764935679,72.243086439645,92.36,71.44631613198,3.6,18,JNJ
08-12-2013,93.33333,101,83.0,4.96655,95.0,71.22971837844,70.9783102716525,71.763477128235,92.0,71.167833306,3.6,18,JNJ
08-13-2013,93.33333,101,83.0,4.96655,95.0,71.082741331395,70.98217808868,72.212143903425,93.01,71.949132345555,3.6,18,JNJ
08-14-2013,93.33333,101,83.0,4.96655,95.0,71.778948396345,70.015223831805,71.902718541225,90.7,70.16220087885,3.6,18,JNJ
08-15-2013,93.33333,101,83.0,4.96655,95.0,69.86824678476,68.91676379599501,69.937867491255,89.55,69.272602962525,3.6,18,JNJ
08-16-2013,93.33333,101,83.0,4.96655,95.0,68.94770633221499,68.669223506235,69.46792772241375,89.37,69.13336154953501,3.6,18,JNJ
08-19-2013,93.33333,101,83.0,4.96655,95.0,69.21071789008501,69.11789028142499,70.587660751875,90.45,69.968810027475,3.68,18,JNJ
08-20-2013,93.33333,101,83.0,4.96655,95.0,70.046166368025,69.411844375515,70.89708611407501,89.73,69.411844375515,3.68,18,JNJ
08-21-2013,93.33333,101,83.0,4.96655,95.0,69.21071789008501,68.59960279974001,69.334488034965,88.8,68.6924304084,3.68,18,JNJ
08-22-2013,93.33333,101,83.0,4.96655,95.0,68.66148787218,68.16640729266001,68.87034999166501,88.26,68.27470616943,3.68,18,JNJ
08-23-2013,93.33333,101,83.0,4.96655,95.0,68.531905401597,67.97074343310899,68.92939512927599,88.41,68.90601338058899,3.68,18,JNJ
08-26-2013,93.33333,101,83.0,4.96655,95.0,68.86704379944399,68.1109559860687,68.960570794192,87.53,68.220148752437,3.68,18,JNJ
08-27-2013,93.33333,101,83.0,4.96655,95.0,67.783689443613,66.99650390448399,67.869422522132,86.17,67.160176145293,3.68,18,JNJ
08-28-2013,93.33333,101,83.0,4.96655,95.0,67.30826055364399,66.93415257465199,67.736925946239,86.53,67.440757129537,3.68,18,JNJ
08-29-2013,93.61111,101,83.0,5.18694,95.0,67.347230134789,67.01988565317099,67.916186019506,86.57,67.471932794453,3.68,18,JNJ
08-30-2013,93.38889,101,83.0,5.20831,95.0,67.635605035262,66.91077082596499,67.635605035262,86.41,67.347230134789,3.68,18,JNJ
09-03-2013,93.38889,101,83.0,5.20831,95.0,67.721338113781,67.051061318087,68.04088867917,86.42,67.35502405101799,3.68,18,JNJ
09-04-2013,93.38889,101,83.0,5.20831,95.0,67.386199715934,67.2233068667479,67.9980221399105,86.9,67.72913203001,3.68,18,JNJ
09-05-2013,93.38889,101,83.0,5.20831,95.0,67.8070711923,67.51090237559801,67.939567768193,87.04,67.838246857216,3.68,18,JNJ
09-06-2013,93.38889,101,83.0,5.20831,95.0,67.978537349338,67.0276795694,68.524111485368,87.16,67.931773851964,3.68,18,JNJ
09-09-2013,93.38889,101,83.0,5.20831,95.0,68.111033925231,67.814865108529,68.27470616603999,87.56,68.243530501124,3.68,18,JNJ
09-10-2013,93.22222,101,83.0,5.10507,95.0,68.695577642406,68.46955407176499,69.038509956482,88.53,68.99954037533699,3.68,18,JNJ
09-11-2013,93.22222,101,83.0,5.10507,95.0,69.077479537627,68.69947460052049,69.576290176283,89.23,69.545114511367,3.68,18,JNJ
09-12-2013,93.22222,101,83.0,5.10507,95.0,69.59967192497,69.272327443352,69.81010766315299,89.01,69.373648354329,3.68,18,JNJ
09-13-2013,93.22222,101,83.0,5.10507,95.0,69.467175349077,68.74623809789449,69.560702343825,88.57,69.030716040253,3.68,18,JNJ
09-16-2013,93.22222,101,83.0,5.10507,95.0,69.700992835947,69.233357862207,69.81010766315299,89.03,69.389236186787,3.68,18,JNJ
09-17-2013,93.22222,101,83.0,5.10507,95.0,69.404824019245,69.038509956482,69.537320595138,89.06,69.412617935474,3.68,18,JNJ
09-18-2013,93.22222,101,83.0,5.10507,95.0,69.295709192039,68.82028030206999,70.07510081493899,89.91,70.07510081493899,3.68,18,JNJ
09-19-2013,93.22222,101,83.0,5.10507,95.0,70.18421564214499,69.981573820191,70.30112438558,90.07,70.19980347460299,3.68,18,JNJ
09-20-2013,93.22222,101,83.0,5.10507,95.0,70.30112438558,69.895840741672,70.706408029488,89.68,69.895840741672,3.68,18,JNJ
09-23-2013,93.22222,101,83.0,5.10507,95.0,69.700992835947,69.217770029749,69.950398155275,89.09,69.435999684161,3.68,18,JNJ
09-24-2013,93.22222,101,83.0,5.10507,95.0,69.381442270558,68.703371558635,69.52173276268,88.22,68.75792897223799,3.68,18,JNJ
09-25-2013,93.22222,101,83.0,5.10507,95.0,68.91380729681799,67.861628605903,68.95277687796299,87.08,67.869422522132,3.68,18,JNJ
09-26-2013,93.22222,101,83.0,5.10507,95.0,68.025300846712,67.588841537888,68.35513938152327,87.07,67.861628605903,3.68,18,JNJ
09-27-2013,93.22222,101,83.0,5.10507,95.0,67.658986783949,67.370611883476,67.760307694926,86.73,67.596635454117,3.68,18,JNJ
09-30-2013,93.22222,101,83.0,5.10507,95.0,67.28487880495699,67.144588312835,67.768101611155,86.69,67.565459789201,3.68,18,JNJ
10-01-2013,93.22222,101,83.0,5.10507,95.0,67.487520626911,67.230321391354,68.18897308752099,87.47,68.173385255063,3.68,18,JNJ
10-02-2013,93.22222,101,83.0,5.10507,95.0,67.908392103277,67.370611883476,68.033094762941,87.29,68.033094762941,3.68,18,JNJ
10-03-2013,93.22222,101,83.0,5.10507,95.0,67.955155600651,67.24590922381199,68.11882784146,86.58,67.479726710682,3.68,18,JNJ
10-04-2013,93.22222,101,83.0,5.10507,95.0,67.666780700178,67.464138878224,68.1305187158035,87.31,68.048682595399,3.68,18,JNJ
10-07-2013,93.22222,101,83.0,5.10507,95.0,67.57325370543,67.253703140041,67.791483359842,86.59,67.487520626911,3.68,18,JNJ
10-08-2013,93.22222,101,83.0,5.10507,95.0,67.51090237559801,66.69254117155299,67.604429370346,85.61,66.723716836469,3.70833,18,JNJ
10-09-2013,93.22222,101,83.0,5.10507,95.0,66.973122155797,66.63798375795,67.206939642667,85.96,66.99650390448399,3.70833,18,JNJ
10-10-2013,93.22222,101,83.0,5.10507,95.0,67.588841537888,67.57325370543,68.414996658162,87.78,68.414996658162,3.70833,18,JNJ
10-11-2013,93.66667,101,83.0,4.88763,95.0,69.069685621398,68.60205064765799,69.739962417092,89.45,69.716580668405,3.75,18,JNJ
10-14-2013,93.66667,101,83.0,4.88763,95.0,69.233357862207,69.077479537627,70.059512982481,89.8,69.98936773642,3.75,18,JNJ
10-15-2013,93.66667,101,83.0,4.88763,95.0,70.40244529655699,70.090688647397,71.28315783043399,89.93,70.090688647397,3.75,18,JNJ
10-16-2013,94.11111,101,83.0,4.84067,95.0,70.472590542618,70.26994872066399,71.057134259793,91.11,71.010370762419,3.75,18,JNJ
10-17-2013,94.22222,102,83.0,4.96158,95.0,70.82331677292301,70.745377610633,71.7040293068,91.97,71.680647558113,3.75,18,JNJ
10-18-2013,94.22222,102,83.0,4.96158,95.0,71.509181401075,71.033752511106,71.74299888794499,91.63,71.415654406327,3.75,18,JNJ
10-21-2013,94.22222,102,83.0,4.96158,95.0,71.415654406327,70.745377610633,71.415654406327,91.2,71.08051600848,3.75,18,JNJ
10-22-2013,94.33333,102,83.0,4.97773,95.0,71.337715244037,71.3104365372355,72.140488615624,92.36,71.98461029104399,3.75,18,JNJ
10-23-2013,94.33333,102,83.0,4.97773,95.0,71.75858672040299,71.329921327808,72.039167704647,92.1,71.78196846908999,3.75,18,JNJ
10-24-2013,94.33333,102,83.0,4.97773,95.0,72.210633861685,71.813144134006,72.475627013471,92.35,71.97681637481499,3.75,18,JNJ
10-25-2013,94.63333,102,86.0,4.41676,95.0,71.735204971716,71.532563149762,71.91446504498299,92.09,71.774174552861,3.75,18,JNJ
10-28-2013,94.74444,102,86.0,4.52391,95.0,71.67285364188399,71.641677976968,72.32754260512,92.39,72.007992039731,3.75,18,JNJ
10-29-2013,94.74444,102,86.0,4.52391,95.0,72.32754260512,72.15607644808199,72.6198144637075,93.14,72.592535756906,3.75,18,JNJ
10-30-2013,94.74444,102,86.0,4.52391,95.0,72.693856667883,72.210633861685,72.834147160005,92.79,72.319748688891,3.75,18,JNJ
10-31-2013,94.74444,102,86.0,4.52391,95.0,72.366512186265,71.95343462612799,72.756207997715,92.61,72.17945819676899,3.75,18,JNJ
11-01-2013,94.74444,102,86.0,4.52391,95.0,72.00027606266428,72.00027606266428,72.9353901318197,93.37,72.771795830173,3.75,18,JNJ
11-04-2013,94.74444,102,86.0,4.52391,95.0,72.841941076234,72.039167704647,72.87311674115,93.03,72.506802678387,3.75,18,JNJ
11-05-2013,94.74444,102,86.0,4.52391,95.0,72.124900783166,71.922258961212,72.444451348555,92.81,72.33533652134899,3.75,18,JNJ
11-06-2013,94.74444,102,86.0,4.52391,95.0,72.506802678387,72.26519127528799,72.63929925428,93.04,72.51459659461601,3.75,18,JNJ
11-07-2013,94.74444,102,86.0,4.52391,95.0,72.631505338051,72.24180952660099,72.756207997715,92.69,72.24180952660099,3.75,18,JNJ
