 Date,LOW Price Target,LOW Price Target - High,LOW Price Target - Low,LOW Price Target - StdDev,LOW Price Target - Median,LOW Open,LOW Low,LOW High,LOW Close,LOW Adj. Close,LOW Rating,LOW Price Target - #,Ticker
05-16-2013,41.69565,50,27.0,5.10273,43.0,36.44830377801,36.06837010416,36.76913665815,42.76,36.10214198628,3.65385,23,LOW
05-17-2013,42.26087,50,27.0,5.16861,43.0,36.14435683893,35.78975207667,36.27733362477751,42.67,36.026155251510005,3.65385,23,LOW
05-20-2013,42.26087,50,27.0,5.16861,43.0,35.67999345978,35.59556375448,36.11058495681,42.38,35.78130910614,3.57692,23,LOW
05-21-2013,42.26087,50,27.0,5.16861,43.0,36.37231704324,35.61244969554,36.6424921002,42.45,35.84040989985,3.57692,23,LOW
05-22-2013,43.0,50,28.0,5.33243,46.0,36.5580623949,35.84885287038,37.01398280352,42.97,36.27944436741,3.64,23,LOW
05-23-2013,44.08696,50,28.0,5.22463,46.0,35.83196692932,35.58712078395,36.123249412605,42.69,36.04304119257,3.64,23,LOW
05-24-2013,44.08696,50,28.0,5.22463,46.0,35.57023484289,35.51113404918,36.059927133630005,42.64,36.00082633992,3.64,23,LOW
05-28-2013,44.08696,50,28.0,5.22463,46.0,36.40608892536,36.059927133630005,36.659378041260005,42.86,36.18657169158,3.64,23,LOW
05-29-2013,44.08696,50,28.0,5.22463,46.0,35.93328257568,35.82352395879,36.53273348331,43.09,36.38076001377,3.64,23,LOW
05-30-2013,44.08696,50,28.0,5.22463,46.0,36.50740457172,35.992383369390005,36.71847883497,42.66,36.01771228098,3.64,23,LOW
05-31-2013,44.08696,50,28.0,5.22463,46.0,35.83196692932,35.55334890183,36.520913324568,42.11,35.55334890183,3.64,23,LOW
06-03-2013,44.17391,50,28.0,5.12158,46.0,35.56179187236,35.13964334586,35.764423165080004,42.36,35.764423165080004,3.68,23,LOW
06-04-2013,44.17391,50,28.0,5.12158,46.0,35.60400672501,34.59085026141,35.84885287038,40.99,34.60773620247,3.68,23,LOW
06-05-2013,44.17391,50,28.0,5.12158,46.0,34.468427188725,33.42572032827,34.489534615050005,39.6,33.4341632988,3.68,23,LOW
06-06-2013,44.17391,50,28.0,5.12158,46.0,33.59457973887,33.40039141668,34.3628900571,40.7,34.3628900571,3.68,23,LOW
06-07-2013,44.17391,50,28.0,5.12158,46.0,34.62462214353,34.523306497170005,35.18185819851,41.6,35.122757404800005,3.68,23,LOW
06-10-2013,44.17391,50,28.0,5.12158,46.0,35.10587146374,34.59929323194,35.26628790381,41.18,34.76815264254,3.68,23,LOW
06-11-2013,44.17391,50,28.0,5.12158,46.0,34.31223223392,34.279304648853,34.91168314155,40.89,34.523306497170005,3.68,23,LOW
06-12-2013,44.17391,50,28.0,5.12158,46.0,34.869468288899995,34.26157441074,35.055213640560005,40.61,34.28690332233,3.68,23,LOW
06-13-2013,44.17391,50,28.0,5.12158,46.0,34.2784603518,34.206695102295,34.91168314155,41.18,34.76815264254,3.68,23,LOW
06-14-2013,44.17391,50,28.0,5.12158,46.0,34.64995105512,34.616179173,35.325388697520005,41.16,34.75126670148,3.68,23,LOW
06-17-2013,44.17391,50,28.0,5.12158,46.0,34.93701205314,34.68372293724,35.28317384487,41.37,34.92856908261,3.68,23,LOW
06-18-2013,44.17391,50,28.0,5.12158,46.0,34.96234096473,34.74282373095,35.122757404800005,41.46,35.00455581738,3.68,23,LOW
06-19-2013,44.17391,50,28.0,5.12158,46.0,35.11431443427001,34.60773620247,35.16497225745,41.03,34.64150808459,3.68,23,LOW
06-20-2013,44.17391,50,28.0,5.12158,46.0,34.27001738127,33.61146567993,34.30378926339,39.82,33.61990865046,3.68,23,LOW
06-21-2013,44.17391,50,28.0,5.12158,46.0,33.97451341272,33.1534345286775,33.99984232431,39.55,33.39194844615,3.68,23,LOW
06-24-2013,44.17391,50,28.0,5.12158,46.0,32.96979991965,32.81782645011,33.61990865046,39.45,33.30751874085,3.68,23,LOW
06-25-2013,44.17391,50,28.0,5.12158,46.0,33.6030227094,33.332847652439995,33.70433835576,39.51,33.35817656403,3.68,23,LOW
06-26-2013,44.17391,50,28.0,5.12158,46.0,33.72966726735,33.72966726735,34.32911817498,40.53,34.219359558090005,3.68,23,LOW
06-27-2013,44.17391,50,28.0,5.12158,46.0,34.40510490975,34.35444708657,34.93701205314,41.15,34.74282373095,3.68,23,LOW
06-28-2013,44.17391,50,28.0,5.12158,46.0,34.68372293724,34.3628900571,34.869468288899995,40.9,34.5317494677,3.68,23,LOW
07-01-2013,44.17391,50,28.0,5.12158,46.0,34.77659561307,34.57396432035,34.97922690579,41.06,34.66683699618,3.68,23,LOW
07-02-2013,44.26087,50,28.0,5.11789,46.0,34.996112846850004,34.90324017102,36.16968575052,42.37,35.77286613561,3.68,23,LOW
07-03-2013,44.26087,50,28.0,5.11789,46.0,35.5449059313,35.40981840282,35.8826247525,42.32,35.730651282960004,3.68,23,LOW
07-05-2013,44.26087,50,28.0,5.11789,46.0,35.8826247525,35.7137653419,36.21190060317,42.78,36.11902792734,3.68,23,LOW
07-08-2013,44.26087,50,28.0,5.11789,46.0,36.20345763264,36.19501466211,36.76913665815,43.5,36.7269218055,3.68,23,LOW
07-09-2013,44.26087,50,28.0,5.11789,46.0,36.77757962868,36.65093507073,37.13218439094,43.81,36.98865389193,3.68,23,LOW
07-10-2013,44.26087,50,28.0,5.11789,46.0,36.929553098220005,36.44830377801,36.99709686246,43.39,36.63404912967,3.68,23,LOW
07-11-2013,44.26087,50,28.0,5.11789,46.0,37.16595627306,36.54117645384,37.3179297426,43.37,36.61716318861,3.68,23,LOW
07-12-2013,44.26087,50,28.0,5.11789,46.0,36.63404912967,36.60027724755,37.03086874458,43.83,37.00553983299,3.68,23,LOW
07-15-2013,44.26087,50,28.0,5.11789,46.0,37.149070332,36.93799606875,37.50367509426,43.75,36.93799606875,3.68,23,LOW
07-16-2013,44.26087,50,28.0,5.11789,46.0,36.85356636345,36.7269218055,37.22252417561101,43.79,36.97176795087,3.68,23,LOW
07-17-2013,44.26087,50,28.0,5.11789,46.0,37.19128518465,37.10685547935,37.57966182903,44.26,37.36858756578,3.68,23,LOW
07-18-2013,44.26087,50,28.0,5.11789,46.0,37.37703053631,37.20817112571,37.61343371115,44.29,37.39391647737,3.68,23,LOW
07-19-2013,44.26087,50,28.0,5.11789,46.0,37.41924538896,37.0646406267,37.46146024161,44.27,37.37703053631,3.68,23,LOW
07-22-2013,44.26087,50,28.0,5.11789,46.0,37.427895176165,37.25834638714501,37.911109224872,44.68,37.877199467068,3.68,23,LOW
07-23-2013,44.26087,50,28.0,5.11789,46.0,37.945018982676,37.928064103774,38.284116560716,45.1,38.23325192401,3.68,23,LOW
07-24-2013,44.26087,50,28.0,5.11789,46.0,38.36889095522599,37.800902512009,38.40280071303,44.75,37.936541543225,3.68,23,LOW
07-25-2013,44.26087,50,28.0,5.11789,46.0,37.80937995146,37.114229916478,37.889915626244495,44.13,37.410940297263,3.68,23,LOW
07-26-2013,44.26087,50,28.0,5.11789,46.0,37.190526871537,36.970113445811,37.3304046224785,43.97,37.275301266047,3.68,23,LOW
07-29-2013,44.26087,50,28.0,5.11789,46.0,37.25834638714501,36.775132338438,37.377030539459,43.44,36.825996975144,3.68,23,LOW
07-30-2013,44.26087,50,28.0,5.11789,46.0,37.122707355929,37.122707355929,37.563534207381,44.04,37.334643342204,3.68,23,LOW
07-31-2013,44.26087,50,28.0,5.11789,46.0,37.309211023851,37.3007335844,38.173909847853,44.58,37.792425072558,3.68,23,LOW
08-01-2013,44.26087,50,28.0,5.11789,46.0,38.097612892794,37.945018982676,38.309548879069,45.04,38.182387287304,3.68,23,LOW
08-02-2013,44.26087,50,28.0,5.11789,46.0,38.123045211146994,37.885676906519,38.377368394677,44.99,38.140000090049,3.68,23,LOW
08-05-2013,44.26087,50,28.0,5.11789,46.0,37.987406179931,37.953496422127,38.563872062599,45.47,38.546917183697,3.68,23,LOW
08-06-2013,44.26087,50,28.0,5.11789,46.0,38.462142789187,37.885676906519,38.538439744246,44.87,38.038270816637,3.68,23,LOW
08-07-2013,44.34783,50,28.0,5.14662,46.0,37.936541543225,37.444850055067,37.987406179931,44.3,37.55505676793,3.68,23,LOW
08-08-2013,44.69565,52,28.0,5.37656,46.0,38.377368394677,38.31802631852,39.208157460875,46.16,39.13186050581599,3.72,23,LOW
08-09-2013,44.69565,52,28.0,5.37656,46.0,39.021653792953,38.60202054012849,39.030131232404,45.68,38.724943412168,3.72,23,LOW
08-12-2013,45.56522,52,33.0,4.06283,46.0,38.648646457109,38.648646457109,39.208157460875,45.8,38.82667268557999,3.69231,23,LOW
08-13-2013,45.56522,52,33.0,4.06283,46.0,38.809717806678,38.453665349736,39.191202581973,46.13,39.106428187463,3.69231,23,LOW
08-14-2013,45.86364,52,33.0,4.05973,47.0,39.089473308561,38.114567771696,39.123383066364994,45.0,38.1484775295,3.69231,22,LOW
08-15-2013,45.86364,52,33.0,4.05973,47.0,37.690695799146,37.097275037576,37.775470193656,43.85,37.173571992635,3.69231,22,LOW
08-16-2013,46.04545,52,33.0,4.16126,47.0,37.182049432086,37.122707355929,37.843289709264,43.96,37.266823826596,3.69231,22,LOW
08-19-2013,46.04545,52,33.0,4.16126,47.0,37.360075660557,36.92018132744461,37.461804933969,43.67,37.020978082517,3.69231,22,LOW
08-20-2013,46.04545,52,33.0,4.16126,47.0,37.622876283538,36.893816490752,37.741560435852,44.08,37.36855310000799,3.69231,22,LOW
08-21-2013,47.78261,55,33.0,4.87189,48.0,38.665601336010994,38.589304380952,40.055901405975,45.81,38.835150125031,3.65385,23,LOW
08-22-2013,49.34783,57,33.0,5.24702,51.0,38.970789156246994,38.928401958992,40.276314831700994,47.39,40.174585558289,3.65385,23,LOW
08-23-2013,49.56522,57,33.0,4.90631,51.0,40.047423966524,39.479435523307,40.26783739225,46.98,39.82701054079799,3.69231,23,LOW
08-26-2013,49.56522,57,33.0,4.90631,51.0,39.852442859151,39.699848949033,40.216972755544,46.99,39.835487980249,3.69231,23,LOW
08-27-2013,49.65217,57,33.0,4.89551,51.0,39.326841613189,38.953834277345,39.58964223617,46.0,38.9962214746,3.69231,23,LOW
08-28-2013,49.65217,57,33.0,4.89551,51.0,38.894492201188,38.877537322286,39.564209917817,46.38,39.318364173738,3.69231,23,LOW
08-29-2013,49.65217,57,33.0,4.89551,51.0,39.233589779228,38.9962214746,39.648984312327,46.42,39.352273931542,3.69231,23,LOW
08-30-2013,49.65217,57,33.0,4.89551,51.0,39.42009344715,38.6952723740895,39.5201272326718,45.82,38.843627564482,3.69231,23,LOW
09-03-2013,49.65217,57,33.0,4.89551,51.0,39.208157460875,38.292594000167,39.411616007699,45.61,38.665601336010994,3.69231,23,LOW
09-04-2013,49.65217,57,33.0,4.89551,51.0,38.758853169972,38.682556214913,39.013176353502,45.97,38.970789156246994,3.69231,23,LOW
09-05-2013,49.65217,57,33.0,4.89551,51.0,38.894492201188,38.809717806678,39.182725142522,45.86,38.877537322286,3.69231,23,LOW
09-06-2013,49.63636,57,33.0,5.00496,51.0,39.055563550757,38.360413515775,39.16577026362,45.6,38.65712389656,3.72,22,LOW
09-09-2013,49.63636,57,33.0,5.00496,51.0,38.843627564482,38.82667268557999,39.6786553504055,46.63,39.530300160013,3.72,22,LOW
09-10-2013,49.63636,57,33.0,5.00496,51.0,39.67441663067999,39.538777599464,39.996559329818,47.15,39.97112701146499,3.72,22,LOW
09-11-2013,49.63636,57,33.0,5.00496,51.0,40.089811163779,39.810055661896,40.335656907858,47.37,40.157630679387,3.72,22,LOW
09-12-2013,49.63636,57,33.0,5.00496,51.0,40.081333724328,39.530300160013,40.166108118838,46.99,39.835487980249,3.72,22,LOW
09-13-2013,49.63636,57,33.0,5.00496,51.0,39.97112701146499,39.496390402209,40.089811163779,46.86,39.725281267386,3.72,22,LOW
09-16-2013,49.63636,57,33.0,5.00496,51.0,40.09828860323,39.403138568248,40.233927634446,46.84,39.708326388484,3.72,22,LOW
09-17-2013,49.63636,57,33.0,5.00496,51.0,39.640506872876,39.50486784166,39.886352616954994,46.85,39.716803827935,3.72,22,LOW
09-18-2013,49.63636,57,33.0,5.00496,51.0,39.648984312327,39.352273931542,40.708664243702,47.75,40.479773378525,3.72,22,LOW
09-19-2013,49.63636,57,33.0,5.00496,51.0,40.6917093648,40.6917093648,41.683569780567,48.98,41.52249843099799,3.72,22,LOW
09-20-2013,49.63636,57,33.0,5.00496,51.0,41.598795386057,40.556070333584,41.658137462214,47.84,40.556070333584,3.72,22,LOW
09-23-2013,49.63636,57,33.0,5.00496,51.0,40.403476423466,40.008003873076845,40.471295939074,47.27,40.072856284877,3.72,22,LOW
09-24-2013,49.63636,57,33.0,5.00496,51.0,40.005036769269,39.860920298602,41.056239261193,48.04,40.725619122604,3.72,22,LOW
09-25-2013,49.63636,57,33.0,5.00496,51.0,40.708664243702,40.1364370807595,40.708664243702,47.54,40.301747150054,3.72,22,LOW
09-26-2013,49.63636,57,33.0,5.00496,51.0,40.462818499623,40.462818499623,40.8231096762905,47.89,40.598457530839,3.72,22,LOW
09-27-2013,49.63636,57,33.0,5.00496,51.0,40.513683136329,40.378044105113,40.712902963427496,47.77,40.496728257427,3.72,22,LOW
09-30-2013,49.81818,57,33.0,5.05098,51.0,40.106766042681,40.01351420872,40.657799606996,47.61,40.361089226211,3.72,22,LOW
10-01-2013,49.81818,57,33.0,5.05098,51.0,40.386521544564,40.26783739225,41.013852063938,48.19,40.852780714369,3.72,22,LOW
10-02-2013,49.81818,57,33.0,5.05098,51.0,40.564547773035,40.403476423466,41.102865178173495,48.41,41.039284382290994,3.72,22,LOW
10-03-2013,49.81818,57,33.0,5.05098,51.0,41.149491095154,40.310224589505,41.36990452088,47.93,40.632367288643,3.72,22,LOW
10-04-2013,49.81818,57,33.0,5.05098,51.0,40.666277046447,40.560309053309496,40.878213032722,48.14,40.810393517114,3.72,22,LOW
10-07-2013,49.81818,57,33.0,5.05098,51.0,40.301747150054,40.064378845426,40.539115454682,47.26,40.064378845426,3.72,22,LOW
10-08-2013,49.81818,57,33.0,5.05098,51.0,40.055901405975,39.407377287973496,40.35261178676,46.53,39.445525765503,3.72,22,LOW
10-09-2013,49.81818,57,33.0,5.05098,51.0,39.445525765503,39.0767571493845,39.903307495857,46.6,39.50486784166,3.72,22,LOW
10-10-2013,49.81818,57,33.0,5.05098,51.0,40.072856284877,39.97960445091599,40.598457530839,47.82,40.539115454682,3.72,22,LOW
10-11-2013,49.95455,57,33.0,5.14761,51.0,40.657799606996,40.632367288643,41.378381960331,48.8,41.36990452088,3.72,22,LOW
10-14-2013,49.95455,57,33.0,5.14761,51.0,41.073194140095,40.996897185036,41.5097822718215,48.88,41.437724036488,3.72,22,LOW
10-15-2013,50.30435,58,33.0,5.29507,51.0,41.403814278684,40.649322167545,41.403814278684,48.45,41.073194140095,3.76923,23,LOW
10-16-2013,50.30435,58,33.0,5.29507,51.0,41.302085005272,40.556070333584,41.361427081429,48.47,41.090149018997,3.76923,23,LOW
10-17-2013,50.30435,58,33.0,5.29507,51.0,40.962987427232,40.954509987781,41.641182583312,49.02,41.556408188802,3.76923,23,LOW
10-18-2013,50.30435,58,33.0,5.29507,51.0,41.098626458448,40.335656907858,41.098626458448,47.66,40.403476423466,3.76923,23,LOW
10-21-2013,50.30435,58,33.0,5.29507,51.0,40.497081778144,40.33539979584,40.871503210848005,48.02,40.862993632832,3.76923,23,LOW
10-22-2013,50.30435,58,33.0,5.29507,51.0,41.007656459104,40.948089412992,41.296982111648,48.19,41.007656459104,3.76923,23,LOW
10-23-2013,50.30435,58,33.0,5.29507,51.0,40.990637303072,40.948089412992,41.960729196896,49.25,41.9096717288,3.76923,23,LOW
10-24-2013,50.30435,58,33.0,5.29507,51.0,41.943710040864,41.884142994752,42.956349824768,50.44,42.922311512704,3.76923,23,LOW
10-25-2013,50.30435,58,33.0,5.29507,51.0,42.7606295304,42.488323033888,43.083993495008,50.59,43.049955182944,3.76923,23,LOW
10-28-2013,50.52174,58,33.0,5.46029,51.0,42.964859402784,42.403227253728,42.990388136832,50.11,42.641495438176,3.76923,23,LOW
10-29-2013,50.52174,58,33.0,5.46029,51.0,42.794667842464,42.709572062304,43.152070119136,50.61,43.066974338976,3.76923,23,LOW
10-30-2013,50.52174,58,33.0,5.46029,51.0,43.118031807072,42.352169785632,43.177598853184,50.15,42.67553375024,3.76923,23,LOW
10-31-2013,50.52174,58,33.0,5.46029,51.0,42.7606295304,42.258564427456,42.837215732544,49.78,42.360679363648,3.76923,23,LOW
11-01-2013,50.52174,58,33.0,5.46029,51.0,42.403227253728,41.82457594864,42.539380501984,49.18,41.850104682688,3.76923,23,LOW
11-04-2013,50.81818,58,33.0,5.53203,51.5,42.113901601184,42.105392023168,42.394717675712,49.77,42.352169785632,3.76,22,LOW
11-05-2013,50.81818,58,33.0,5.53203,51.5,42.156449491264,42.03731539904,42.905292356672,50.18,42.701062484288,3.76,22,LOW
11-06-2013,50.81818,58,33.0,5.53203,51.5,42.905292356672,42.394717675712,42.9733689808,49.97,42.522361345952,3.76,22,LOW
11-07-2013,50.81818,58,33.0,5.53203,51.5,42.641495438176,41.71820622344,42.913801934688,49.07,41.756499324512,3.76,22,LOW
11-08-2013,50.81818,58,33.0,5.53203,51.5,41.705441856416,41.254434221568,41.918181306816,48.72,41.458664093952,3.76,22,LOW
11-11-2013,50.81818,58,33.0,5.53203,51.5,41.543759874112,41.458664093952,42.071353711104,49.1,41.78202805856,3.76,22,LOW
11-12-2013,51.22727,60,33.0,5.87701,52.0,42.011786664992,42.011786664992,42.879763622624,50.12,42.650005016192,3.8,22,LOW
