 Date,LOW Price Target,LOW Price Target - High,LOW Price Target - Low,LOW Price Target - StdDev,LOW Price Target - Median,LOW Open,LOW Low,LOW High,LOW Close,LOW Adj. Close,LOW Rating,LOW Price Target - #,Ticker
02-05-2013,36.94,45,27.0,4.54823,37.0,32.133591462336,32.11677639616,32.41104005424,38.33,32.226074326304,3.46429,25,LOW
02-06-2013,36.94,45,27.0,4.54823,37.0,32.133591462336,31.931810668224,32.520337984384,38.67,32.511930451296,3.46429,25,LOW
02-07-2013,36.94,45,27.0,4.54823,37.0,32.385817454976,32.209259260128,32.70530371232,38.77,32.596005782176,3.46429,25,LOW
02-08-2013,36.94,45,27.0,4.54823,37.0,32.596005782176,32.545560583648,32.95752970496,39.03,32.814601642464,3.46429,25,LOW
02-11-2013,36.94,45,27.0,4.54823,37.0,32.890269440256,32.72632254504,32.965937238048,39.06,32.839824241728,3.46429,25,LOW
02-12-2013,36.94,45,27.0,4.54823,37.0,33.016382436576,32.932307105696,33.554464554208,39.79,33.453574157152,3.46429,25,LOW
02-13-2013,36.94,45,27.0,4.54823,37.0,33.520834421855994,33.192940631423994,33.613317285824,39.77,33.436759090976004,3.46429,25,LOW
02-14-2013,37.2,45,27.0,4.74131,37.0,33.394721425536,33.134087899807994,33.52932603027488,39.57,33.268608429216,3.46429,25,LOW
02-15-2013,37.2,45,27.0,4.74131,37.0,33.12568036672,32.587598249088,33.411536491712,39.14,32.907084506432,3.46429,25,LOW
02-19-2013,37.2,45,27.0,4.74131,37.0,33.007974903488,32.696896179232,33.394721425536,39.41,33.134087899807994,3.46429,25,LOW
02-20-2013,37.2,45,27.0,4.74131,37.0,33.134087899807994,32.478300318944,33.3148498612,38.64,32.486707852032,3.46429,25,LOW
02-21-2013,37.33333,45,27.0,4.94694,37.0,31.78047507264,31.301245686624,32.083146263808,37.67,31.671177142496003,3.39286,24,LOW
02-22-2013,37.95833,46,27.0,5.27162,38.0,31.931810668224,31.578694278528,32.049516131455995,37.67,31.671177142496003,3.39286,24,LOW
02-25-2013,38.91667,46,27.0,5.07376,40.5,32.007478466016,30.149413653568,32.26802791641312,35.86,30.149413653568,3.39286,24,LOW
02-26-2013,39.25,46,27.0,4.99375,40.5,30.39323211312,30.199858852096,31.288634386992,36.59,30.763163568992,3.39286,24,LOW
02-27-2013,39.54167,46,27.0,4.94957,41.0,30.670680705024,30.653865638848,31.78047507264,37.71,31.704807274848,3.42857,24,LOW
02-28-2013,39.54167,46,27.0,4.94957,41.0,31.730029874112,31.61232441088,32.335372256448004,38.15,32.07473873072,3.42857,24,LOW
03-01-2013,39.54167,46,27.0,4.94957,41.0,31.872957936608,31.78047507264,32.381613688432,38.38,32.268111991744,3.42857,24,LOW
03-04-2013,39.54167,46,27.0,4.94957,41.0,32.049516131455995,31.872957936608,32.31662345766176,38.43,32.310149657184,3.42857,24,LOW
03-05-2013,39.54167,46,27.0,4.94957,41.0,32.402632521152,32.20085172704,32.633839681072,38.76,32.587598249088,3.42857,24,LOW
03-06-2013,39.54167,46,27.0,4.94957,41.0,32.579190716,32.520337984384,32.974344771136,38.83,32.646450980704,3.42857,24,LOW
03-07-2013,40.04348,46,27.0,4.41813,41.0,32.646450980704,32.150406528512,32.696896179232,38.7,32.53715305056,3.51852,23,LOW
03-08-2013,40.04348,46,27.0,4.41813,41.0,32.70530371232,32.62122838144,33.117272833632,39.31,33.050012568928004,3.51852,23,LOW
03-11-2013,40.08696,46,27.0,4.43222,41.0,32.898676973344,32.898676973344,33.369498826272,39.67,33.352683760096,3.51852,23,LOW
03-12-2013,40.08696,46,27.0,4.43222,41.0,33.285423495392,32.688488646144,33.36941475094112,39.04,32.823009175552,3.51852,23,LOW
03-13-2013,40.08696,46,27.0,4.43222,41.0,32.95752970496,32.7893790432,33.226570763776,39.4,33.12568036672,3.51852,23,LOW
03-14-2013,40.08696,46,27.0,4.43222,41.0,33.108865300544004,32.87345437408,33.251793363039994,39.2,32.95752970496,3.51852,23,LOW
03-15-2013,40.08696,46,27.0,4.43222,41.0,32.814601642464,32.570783182912,33.04160503584,38.81,32.629635914528,3.51852,23,LOW
03-18-2013,40.08696,46,27.0,4.43222,41.0,32.335372256448004,32.24288939248,32.780971510112,38.74,32.570783182912,3.51852,23,LOW
03-19-2013,40.08696,46,27.0,4.43222,41.0,32.587598249088,31.914995602048,32.7893790432,38.24,32.150406528512,3.51852,23,LOW
03-20-2013,40.08696,46,27.0,4.43222,41.0,32.343779789536,32.238685625936,32.570783182912,38.41,32.293334591008,3.51852,23,LOW
03-21-2013,40.08696,46,27.0,4.43222,41.0,32.11677639616,31.637547010144,32.360594855712,37.76,31.746844940288,3.51852,23,LOW
03-22-2013,40.08696,46,27.0,4.43222,41.0,31.889773002784,31.57028674544,31.90658806896,37.83,31.805697671904,3.51852,23,LOW
03-25-2013,40.26087,46,27.0,4.50331,42.0,32.041108598368,31.965440800576,32.587598249088,38.12,32.049516131455995,3.51852,23,LOW
03-26-2013,40.26087,46,27.0,4.50331,42.0,32.276519524832,31.877161703152,32.314353423728,38.22,32.133591462336,3.51852,23,LOW
03-27-2013,40.26087,46,27.0,4.50331,42.0,31.923403135136,31.881365469696,32.24288939248,38.18,32.099961329984,3.51852,23,LOW
03-28-2013,40.26087,46,27.0,4.50331,42.0,31.999070932928003,31.847735337344,32.234481859392005,37.92,31.881365469696,3.51852,23,LOW
04-01-2013,40.26087,46,27.0,4.50331,42.0,31.78047507264,31.385321017504,31.881365469696,37.52,31.545064146176003,3.51852,23,LOW
04-02-2013,40.26087,46,27.0,4.50331,42.0,31.603916877792003,31.603916877792003,32.066331197632,38.02,31.965440800576,3.51852,23,LOW
04-03-2013,40.26087,46,27.0,4.50331,42.0,32.03270106528,31.52824908,32.1588140616,37.87,31.839327804256,3.51852,23,LOW
04-04-2013,40.26087,46,27.0,4.50331,42.0,31.889773002784,31.889773002784,32.579190716,38.63,32.478300318944,3.51852,23,LOW
04-05-2013,40.26087,46,27.0,4.50331,42.0,32.091553796896,31.679584675584,32.3690023888,38.39,32.276519524832,3.51852,23,LOW
04-08-2013,40.26087,46,27.0,4.50331,42.0,32.251296925568,32.217666793216,32.814601642464,38.98,32.772563977024,3.51852,23,LOW
04-09-2013,40.26087,46,27.0,4.50331,42.0,32.856639307904,32.612820848352,32.991159837312004,38.87,32.680081113056,3.51852,23,LOW
04-10-2013,40.26087,46,27.0,4.50331,42.0,32.680081113056,32.486707852032,32.85243554136,39.01,32.797786576288,3.51852,23,LOW
04-11-2013,40.26087,46,27.0,4.50331,42.0,32.91549203952,32.62122838144,33.142495432896,38.84,32.654858513792,3.51852,23,LOW
04-12-2013,40.26087,46,27.0,4.50331,42.0,32.528745517472,32.423651353872,33.108865300544004,38.92,32.722118778496004,3.51852,23,LOW
04-15-2013,40.26087,46,27.0,4.50331,42.0,32.45307771968,31.860346636976,32.940714638784,37.91,31.872957936608,3.61538,23,LOW
04-16-2013,40.26087,46,27.0,4.50331,42.0,32.11677639616,31.498822714192,32.259704458656,37.99,31.940218201312,3.61538,23,LOW
04-17-2013,40.26087,46,27.0,4.50331,42.0,31.797290138816,31.427358682944,31.925505018408,37.59,31.603916877792003,3.61538,23,LOW
04-18-2013,40.26087,46,27.0,4.50331,42.0,31.730029874112,31.183540223392,31.746844940288,37.32,31.376913484416,3.61538,23,LOW
04-19-2013,40.26087,46,27.0,4.50331,42.0,31.511434013824,31.503026480736,32.24288939248,38.12,32.049516131455995,3.61538,23,LOW
04-22-2013,40.26087,46,27.0,4.50331,42.0,32.10861692559,31.56826681167,32.1338614074747,37.69,31.82155592757,3.61538,23,LOW
04-23-2013,40.26087,46,27.0,4.50331,42.0,31.9144286034,31.76245513386,32.36190604149,38.01,32.09173098453,3.61538,23,LOW
04-24-2013,40.26087,46,27.0,4.50331,42.0,32.20993257195,31.79622701598,32.37034901202,37.71,31.838441868630003,3.61538,23,LOW
04-25-2013,40.26087,46,27.0,4.50331,42.0,31.85532780969,31.589374237995,32.03263019082,37.79,31.90598563287,3.61538,23,LOW
04-26-2013,40.26087,46,27.0,4.50331,42.0,31.90598563287,31.829998898100005,32.10017395506,37.7,31.829998898100005,3.61538,23,LOW
04-29-2013,40.26087,46,27.0,4.50331,42.0,31.89754266234,31.71179731068,32.46322168785,38.25,32.29436227725,3.61538,23,LOW
04-30-2013,40.26087,46,27.0,4.50331,42.0,32.24370445407,32.13394583718,32.57298030474,38.42,32.43789277626,3.61538,23,LOW
05-01-2013,40.26087,46,27.0,4.50331,42.0,32.37034901202,32.06640207294,32.52232248156,38.18,32.23526148354,3.61538,23,LOW
05-02-2013,40.26087,46,27.0,4.50331,42.0,32.32813415937,32.18460366036,32.81782645011,38.87,32.81782645011,3.61538,23,LOW
05-03-2013,40.26087,46,27.0,4.50331,42.0,33.05422962495,32.96979991965,33.44260626933,39.59,33.42572032827,3.61538,23,LOW
05-06-2013,40.26087,46,27.0,4.50331,42.0,33.38350547562,33.3497335935,34.514863526640006,40.81,34.455762732930005,3.61538,23,LOW
05-07-2013,40.26087,46,27.0,4.50331,42.0,34.50642055611,33.87319776636,34.73438076042,40.29,34.01672826537,3.61538,23,LOW
05-08-2013,40.65217,46,27.0,4.59308,42.0,34.3628900571,33.953405986395005,35.7981950472,42.35,35.755980194550006,3.65385,23,LOW
05-09-2013,40.65217,46,27.0,4.59308,42.0,35.57023484289,35.08054255215,35.70532237137,41.77,35.26628790381,3.65385,23,LOW
05-10-2013,40.65217,46,27.0,4.59308,42.0,35.36760355017,35.14808631639,35.52801999024,42.07,35.51957701971,3.65385,23,LOW
05-13-2013,40.65217,46,27.0,4.59308,42.0,35.359160579640005,35.359160579640005,35.709543856635,42.09,35.53646296077,3.65385,23,LOW
05-14-2013,40.82609,46,27.0,4.71494,43.0,35.63777860713,35.63777860713,36.2203435737,42.78,36.11902792734,3.65385,23,LOW
05-15-2013,41.43478,50,27.0,4.924,43.0,36.08525604522,36.08525604522,36.54117645384,43.23,36.49896160119,3.65385,23,LOW
