 Date,SCHW Price Target,SCHW Price Target - High,SCHW Price Target - Low,SCHW Price Target - StdDev,SCHW Price Target - Median,SCHW Open,SCHW Low,SCHW High,SCHW Close,SCHW Adj. Close,SCHW Rating,SCHW Price Target - #,Ticker
05-13-2015,33.52778,41,28.0,3.14675,33.0,29.163655421388,28.934164900288,29.23709238814,31.7,29.09939807548,3.61905,18,SCHW
05-14-2015,33.52778,41,28.0,3.14675,33.0,29.338068217424,28.851548312692,29.365607079956,31.81,29.200373904764,3.61905,18,SCHW
05-15-2015,33.52778,41,28.0,3.14675,33.0,29.136116558856,28.447644995556,29.264631250672,31.21,28.649596654124004,3.61905,18,SCHW
05-18-2015,33.52778,41,28.0,3.14675,33.0,28.677135516656,28.658776274968,29.292170113204,31.86,29.246272008984,3.61905,18,SCHW
05-19-2015,33.52778,41,28.0,3.14675,33.0,29.484942150928,29.09939807548,29.769510397092,31.74,29.136116558856,3.61905,18,SCHW
05-20-2015,33.52778,41,28.0,3.14675,33.0,29.126936938012,28.879087175224,29.310529354892,31.66,29.062679592104,3.61905,18,SCHW
05-21-2015,33.52778,41,28.0,3.14675,33.0,28.851548312692,28.732213241720004,29.1452961797,31.48,28.897446416912,3.61905,18,SCHW
05-22-2015,33.52778,41,28.0,3.14675,33.0,28.879087175224,28.833189071004,29.195784094342,31.41,28.833189071004,3.61905,18,SCHW
05-26-2015,33.52778,41,28.0,3.14675,33.0,28.787290966784,28.64041703328,28.883676985646,31.28,28.713854000032004,3.61905,18,SCHW
05-27-2015,33.52778,41,28.0,3.14675,33.0,28.879087175224,28.695494758344005,29.23709238814,31.76,29.154475800544,3.61905,18,SCHW
05-28-2015,33.52778,41,28.0,3.14675,33.0,29.090218454636,28.998422246196,29.338068217424,31.9,29.28299049236,3.61905,18,SCHW
05-29-2015,33.52778,41,28.0,3.14675,33.0,29.28299049236,28.622057791592,29.32888859658,31.65,29.05349997126,3.61905,18,SCHW
06-01-2015,33.52778,41,28.0,3.14675,33.0,29.126936938012,28.631237412436004,29.218733146452,31.44,28.860727933536,3.61905,18,SCHW
06-02-2015,33.81579,41,28.0,3.29757,34.0,28.77811134594,28.548620824840004,29.23709238814,31.63,29.035140729572,3.63636,19,SCHW
06-03-2015,33.81579,41,28.0,3.29757,34.0,29.338068217424,29.154475800544,29.787869638780005,32.29,29.640995705276,3.63636,19,SCHW
06-04-2015,33.81579,41,28.0,3.29757,34.0,29.383966321644,29.28299049236,29.714432672028,32.26,29.613456842744,3.63636,19,SCHW
06-05-2015,34.07895,41,28.0,3.26167,34.0,30.724190964868,30.182593335072003,30.83434641499601,33.23,30.503880064612,3.68182,19,SCHW
06-08-2015,34.07895,41,28.0,3.26167,34.0,30.439622718704,30.301928406044,30.733370585712,33.02,30.311108026888004,3.68182,19,SCHW
06-09-2015,34.07895,41,28.0,3.26167,34.0,30.283569164356003,30.090797126632,30.448802339548003,33.02,30.311108026888004,3.68182,19,SCHW
06-10-2015,34.07895,41,28.0,3.26167,34.0,30.467161581236,30.366185751952,30.815987173308,33.43,30.687472481492,3.68182,19,SCHW
06-11-2015,34.07895,41,28.0,3.26167,34.0,30.705831723180005,30.604855893896005,30.953681485968,33.39,30.650753998116,3.68182,19,SCHW
06-12-2015,34.28947,43,28.0,3.58842,34.0,30.604855893896005,30.494700443768,30.779268689932003,33.36,30.623215135584,3.68182,19,SCHW
06-15-2015,34.28947,43,28.0,3.58842,34.0,30.283569164356003,29.934743572284003,30.485520822924,33.05,30.33864688942,3.68182,19,SCHW
06-16-2015,34.28947,43,28.0,3.58842,34.0,30.237671060136,30.205542387182003,30.614035514740003,33.24,30.513059685456003,3.68182,19,SCHW
06-17-2015,34.28947,43,28.0,3.58842,34.0,30.632394756428,30.274389543512,30.83434641499601,33.07,30.357006131108,3.68182,19,SCHW
06-18-2015,34.28947,43,28.0,3.58842,34.0,30.43044309786,29.916384330596003,30.540598547988004,33.07,30.357006131108,3.68182,19,SCHW
06-19-2015,34.28947,43,28.0,3.58842,34.0,30.15505447254,29.916384330596003,30.311108026888004,32.67,29.989821297348,3.68182,19,SCHW
06-22-2015,34.28947,43,28.0,3.58842,34.0,30.274389543512,30.274389543512,30.733370585712,33.37,30.632394756428,3.68182,19,SCHW
06-23-2015,34.28947,43,28.0,3.58842,34.0,30.779268689932003,30.641574377272004,31.008759211032004,33.48,30.733370585712,3.68182,19,SCHW
06-24-2015,34.30556,43,28.0,3.68608,34.5,30.614035514740003,30.26062011224601,30.747140016978,33.07,30.357006131108,3.71429,18,SCHW
06-25-2015,34.30556,43,28.0,3.68608,34.5,30.5222393063,30.347826510264003,30.770089069088005,33.25,30.5222393063,3.71429,18,SCHW
06-26-2015,34.30556,43,28.0,3.68608,34.5,30.678292860648003,30.402904235328,30.848115846262,33.53,30.779268689932003,3.71429,18,SCHW
06-29-2015,34.30556,43,28.0,3.68608,34.5,30.347826510264003,29.521660634304,30.357006131108,32.26,29.613456842744,3.71429,18,SCHW
06-30-2015,34.30556,43,28.0,3.68608,34.5,29.97146205566,29.585917980212,30.136695230852,32.65,29.97146205566,3.71429,18,SCHW
07-01-2015,34.30556,43,28.0,3.68608,34.5,30.439622718704,30.219311818448,30.586496652208,33.12,30.402904235328,3.71429,18,SCHW
07-02-2015,34.30556,43,28.0,3.68608,34.5,30.283569164356003,29.916384330596003,30.283569164356003,32.85,30.15505447254,3.71429,18,SCHW
07-06-2015,34.30556,43,28.0,3.68608,34.5,29.806228880468,29.540019875992,30.072437884944,32.5,29.833767743000003,3.71429,18,SCHW
07-07-2015,34.47222,43,28.0,3.78033,34.5,29.732791913716003,29.062679592104,29.861306605532004,32.39,29.732791913716003,3.71429,18,SCHW
07-08-2015,34.47222,43,28.0,3.78033,34.5,29.411505184176,28.86990755438,29.484942150928,31.53,28.943344521132,3.71429,18,SCHW
07-09-2015,34.47222,43,28.0,3.78033,34.5,29.457403288396005,29.292170113204,29.728202103294,32.18,29.540019875992,3.71429,18,SCHW
07-10-2015,34.63889,42,28.0,3.51902,34.5,30.017360159880003,29.7869516766956,30.63698456685,32.83,30.136695230852,3.71429,18,SCHW
07-13-2015,34.58333,42,28.0,3.53652,34.5,30.439622718704,30.375365372796004,30.788448310776,33.47,30.724190964868,3.71429,18,SCHW
07-14-2015,34.58333,42,28.0,3.53652,34.5,30.65993361896,30.467161581236,31.082196177784,33.77,30.99957959018801,3.71429,18,SCHW
07-15-2015,34.58333,42,28.0,3.53652,34.5,31.054657315252,30.715011344024003,31.128094282004,33.65,30.88942414006,3.71429,18,SCHW
07-16-2015,35.30556,42,28.0,3.42839,35.5,31.082196177784,30.972040727656005,31.908362053744,34.76,31.908362053744,3.71429,18,SCHW
07-17-2015,35.63889,42,28.0,3.38217,36.0,31.908362053744,31.63756323884601,32.06450740430044,34.79,31.935900916276,3.71429,18,SCHW
07-20-2015,35.63889,42,28.0,3.38217,36.0,32.064415608092,32.009337883028,32.335214422990006,34.99,32.119493333156,3.71429,18,SCHW
07-21-2015,35.63889,42,28.0,3.38217,36.0,32.128672954,31.83033527657,32.514217029448005,34.93,32.064415608092,3.71429,18,SCHW
07-22-2015,35.63889,42,28.0,3.38217,36.0,31.963439778808,31.706410395176,32.40406157932,35.25,32.3581634751,3.71429,18,SCHW
07-23-2015,35.63889,42,28.0,3.38217,36.0,32.339804233412,31.926721295432003,32.61500926631512,34.96,32.091954470624,3.71429,18,SCHW
07-24-2015,35.63889,42,28.0,3.38217,36.0,32.009337883028,31.770667741084,32.119493333156,34.81,31.954260157964004,3.71429,18,SCHW
07-27-2015,35.75,42,28.0,3.48907,36.0,31.623793807580004,31.063836936096006,31.651332670112,34.08,31.284147836352,3.71429,18,SCHW
07-28-2015,35.75,42,28.0,3.48907,36.0,31.632973428424,31.247429352976,31.770667741084,34.48,31.651332670112,3.71429,18,SCHW
07-29-2015,35.86111,42,28.0,3.3657,36.0,31.724769636864004,31.568716082516,32.119493333156,34.82,31.963439778808,3.71429,18,SCHW
07-30-2015,35.86111,42,28.0,3.3657,36.0,32.046056366403995,31.880823191212,32.330624612568,35.19,32.303085750036,3.71429,18,SCHW
07-31-2015,35.86111,42,28.0,3.3657,36.0,32.156211816532,31.550356840828,32.192930299908,34.88,32.018517503872005,3.71429,18,SCHW
08-03-2015,35.86111,42,28.0,3.3657,36.0,32.064415608092,31.5237359403804,32.110313712312,34.7,31.853284328680004,3.71429,18,SCHW
08-04-2015,35.86111,42,28.0,3.3657,36.0,31.798206603616,31.789026982772004,32.477498546072006,35.21,32.321444991724,3.71429,18,SCHW
08-05-2015,35.86111,42,28.0,3.3657,36.0,32.6432801461,32.450179052278,32.799600079194,35.38,32.532936663916004,3.71429,18,SCHW
08-06-2015,35.86111,42,28.0,3.3657,36.0,32.652475436282,32.008805123542004,32.845576530104,35.1,32.27546853882,3.71429,18,SCHW
08-07-2015,35.91667,43,28.0,3.47311,36.0,32.22949208791,31.843289900266,32.652475436282,35.03,32.211101507546,3.71429,18,SCHW
08-10-2015,35.91667,43,28.0,3.47311,36.0,32.55132724428,32.496155503188,32.726037757738005,35.42,32.569717824644,3.71429,18,SCHW
08-11-2015,35.97222,43,28.0,3.48199,36.0,31.870875770811995,31.650188806444,32.220296797728,34.74,31.944438092268,3.71429,18,SCHW
08-12-2015,35.97222,43,28.0,3.48199,36.0,31.558235904624,30.353652890782,31.567431194806,33.85,31.126057266070003,3.71429,18,SCHW
08-13-2015,35.97222,43,28.0,3.48199,36.0,31.254791328618,30.960542042794,31.44789242244,34.06,31.319158359892,3.71429,18,SCHW
08-14-2015,35.97222,43,28.0,3.48199,36.0,31.273181908982,31.208814877708,31.567431194806,34.33,31.567431194806,3.71429,18,SCHW
08-17-2015,35.97222,43,28.0,3.48199,36.0,31.365134810802,30.886979721338005,31.420306551894,34.04,31.300767779528,3.71429,18,SCHW
08-18-2015,35.97222,43,28.0,3.48199,36.0,31.227205458072,30.863991495883,31.346744230438,33.92,31.190424297344,3.71429,18,SCHW
08-19-2015,35.97222,43,28.0,3.48199,36.0,31.006518493704,30.427215212238004,31.070885524978,33.1,30.43641050242,3.71429,18,SCHW
08-20-2015,35.97222,43,28.0,3.48199,36.0,30.059403604958,29.590443805676,30.11457534605,32.19,29.599639095858,3.71429,18,SCHW
08-21-2015,35.97222,43,28.0,3.48199,36.0,29.250218068942,28.431837242744,29.42511248820364,30.93,28.441032532926,3.71429,18,SCHW
08-24-2015,35.97222,43,28.0,3.48199,36.0,26.151405277608,25.314633871046,28.266322019468,29.55,27.17208248781,3.71429,18,SCHW
08-25-2015,35.86111,43,28.0,3.47933,35.5,28.119197376556,26.454849853614,28.119197376556,28.8,26.48243572416,3.71429,18,SCHW
08-26-2015,35.69444,43,28.0,3.39583,35.5,27.466331773634,26.601974496526,27.49391764418,29.74,27.346793001268,3.71429,18,SCHW
08-27-2015,35.69444,43,28.0,3.39583,35.5,27.72379989873,27.365183581632,28.247931439104,30.36,27.916900992552,3.71429,18,SCHW
08-28-2015,35.52778,43,28.0,3.56866,35.5,27.76977634964,27.585870546,28.353677276197,30.7,28.22954085874,3.71429,18,SCHW
08-31-2015,35.52778,43,28.0,3.56866,35.5,28.119197376556,27.86172925146,28.220345568558,30.38,27.935291572916,3.71429,18,SCHW
09-01-2015,35.52778,43,28.0,3.56866,35.5,27.1261060369,26.583583916162,27.245644809266,29.09,26.749099139438,3.71429,18,SCHW
09-02-2015,35.52778,43,28.0,3.56866,35.5,27.236449519084,26.583583916162,27.31001184054,29.4,27.03415313508,3.71429,18,SCHW
09-03-2015,35.52778,43,28.0,3.56866,35.5,27.190473068174,26.98817668417,27.838741026005,29.76,27.365183581632,3.71429,18,SCHW
09-04-2015,35.52778,43,28.0,3.56866,35.5,27.070934295808,26.510021594706,27.300816550358,29.1,26.75829442962,3.71429,18,SCHW
09-08-2015,35.75,43,28.0,3.65243,36.0,27.420355322724,27.420355322724,28.64332891693,31.1,28.59735246602,3.7619,18,SCHW
09-09-2015,35.52778,40,28.0,3.31022,36.0,28.937578202754,28.0456350551,29.296194519852,30.58,28.119197376556,3.7619,18,SCHW
09-10-2015,35.52778,40,28.0,3.31022,36.0,28.119197376556,27.926096282734,28.441032532926,30.6,28.13758795692,3.7619,18,SCHW
09-11-2015,35.52778,40,28.0,3.31022,36.0,28.110002086374,27.613456416546,28.110002086374,30.49,28.036439764918,3.7619,18,SCHW
09-14-2015,35.52778,40,28.0,3.31022,36.0,27.990463314008,27.558284675454,28.082416215828,30.23,27.797362220186,3.7619,18,SCHW
09-15-2015,35.52778,40,28.0,3.31022,36.0,27.962877443462,27.788166930004,28.5053995642,30.82,28.339884340924,3.7619,18,SCHW
09-16-2015,35.52778,40,28.0,3.31022,36.0,28.358274921288,28.0456350551,28.707695948204,31.11,28.606547756202,3.7619,18,SCHW
09-17-2015,35.52778,40,28.0,3.31022,36.0,28.606547756202,27.245644809266,29.162862812213,29.78,27.383574161996,3.7619,18,SCHW
09-18-2015,35.47222,40,28.0,3.25948,36.0,26.71231797871,26.16060056779,26.767489719802,28.45,26.16060056779,3.7619,18,SCHW
09-21-2015,35.47222,40,28.0,3.25948,36.0,26.546802755434,26.39048282234,26.933004943078,29.05,26.71231797871,3.7619,18,SCHW
09-22-2015,35.47222,40,28.0,3.25948,36.0,26.243358179428,25.737617219418,26.372092241976,28.33,26.050257085606,3.7619,18,SCHW
09-23-2015,35.47222,40,28.0,3.25948,36.0,26.050257085606,25.958304183786,26.431861628159,28.48,26.188186438336,3.7619,18,SCHW
09-24-2015,35.47222,40,28.0,3.25948,36.0,25.820374831056,25.296243290682,25.93071831324,27.88,25.636469027416,3.7619,18,SCHW
09-25-2015,35.41667,40,28.0,3.22426,36.0,26.224967599064,25.949108893604,27.08012958599,28.42,26.133014697244,3.7619,18,SCHW
09-28-2015,35.41667,40,28.0,3.22426,36.0,25.79278896051,24.91923639322,25.893937152512,27.28,25.084751616496,3.7619,18,SCHW
09-29-2015,35.41667,40,28.0,3.22426,36.0,25.149118647770003,24.946822263766,25.56290670596,27.58,25.360610321956,3.7619,18,SCHW
09-30-2015,35.41667,40,28.0,3.22426,36.0,25.79278896051,25.728421929236,26.289334630338,28.56,26.261748759792,3.7619,18,SCHW
10-01-2015,34.86111,40,28.0,3.17895,35.5,26.224967599064,25.599687866688,26.335311081248,28.55,26.25255346961,3.7619,18,SCHW
10-02-2015,34.80556,40,28.0,3.14969,35.5,24.8272834914,24.27556608048,25.452563223776,27.6,25.37900090232,3.7619,18,SCHW
10-05-2015,34.80556,40,28.0,3.14969,35.5,25.664054897962,25.55380336867982,26.11462411688,28.37,26.087038246334,3.7619,18,SCHW
10-06-2015,34.47222,39,28.0,2.88902,35.0,25.903132442694,25.374403257229,25.967499473968,27.66,25.434172643412,3.7619,18,SCHW
10-07-2015,34.36111,39,28.0,2.943,35.0,25.627273737234,25.268657420136,25.870948927057,28.13,25.866351281966,3.7619,18,SCHW
10-08-2015,33.97222,39,28.0,2.78125,33.5,25.70083605869,25.572101996142,26.197381728518,28.33,26.050257085606,3.7619,18,SCHW
10-09-2015,33.97222,39,28.0,2.78125,33.5,26.059452375788,25.829570121238,26.326115791066,28.22,25.949108893604,3.7619,18,SCHW
10-12-2015,33.91667,39,28.0,2.80995,33.5,25.88474186233,25.737617219418,26.11462411688,28.39,26.105428826698,3.7619,18,SCHW
10-13-2015,34.26471,39,30.5,2.48595,34.0,25.857155991784,25.801984250692,26.243358179428,28.09,25.829570121238,3.8,17,SCHW
10-14-2015,34.02941,39,30.5,2.49983,33.0,25.728421929236,25.296243290682,25.778996025237,27.78,25.544516125596,3.8,17,SCHW
10-15-2015,34.02941,40,30.5,2.61484,33.0,25.581297286324,25.498539674686,26.326115791066,28.6,26.29852992052,3.8,17,SCHW
10-16-2015,33.58333,40,28.0,2.89756,33.0,26.565193335798,26.06864766597,26.565193335798,28.68,26.372092241976,3.7619,18,SCHW
10-19-2015,33.58333,40,28.0,2.89756,33.0,26.041061795424,25.939913603422,26.39048282234,28.5,26.2065770187,3.7619,18,SCHW
10-20-2015,33.58333,40,28.0,2.89756,33.0,26.261748759792,26.197381728518,27.03415313508,29.35,26.98817668417,3.7619,18,SCHW
10-21-2015,33.58333,40,28.0,2.89756,33.0,27.107715456536,26.491631014342,27.236449519084,28.86,26.537607465252,3.7619,18,SCHW
10-22-2015,33.58333,40,28.0,2.89756,33.0,26.629560367072,26.52841217507,27.227254228902,29.45,27.08012958599,3.7619,18,SCHW
10-23-2015,33.58333,40,28.0,2.89756,33.0,27.503112934362,27.383574161996,28.036439764918,30.43,27.981268023826,3.7619,18,SCHW
10-26-2015,33.58333,40,28.0,2.89756,33.0,27.926096282734,27.659432867456,28.054830345282003,30.45,27.99965860419,3.7619,18,SCHW
10-27-2015,33.58333,40,28.0,2.89756,33.0,27.696214028184,27.227254228902,27.870924541642,29.85,27.44794119327,3.7619,18,SCHW
10-28-2015,33.58333,40,28.0,2.89756,33.0,27.457136483452,27.374378871814,28.55137601511,30.94,28.450227823108,3.7619,18,SCHW
10-29-2015,33.55556,40,28.0,2.92921,33.0,28.450227823108,28.110002086374,28.762867689296,31.0,28.5053995642,3.7619,18,SCHW
10-30-2015,33.5,40,28.0,2.96742,33.0,28.41344666238,28.027244474736,28.55137601511,30.52,28.064025635464,3.7619,18,SCHW
11-02-2015,33.5,40,28.0,2.96742,33.0,28.192759698012,28.018049184554,28.946773492936,31.37,28.845625300934,3.7619,18,SCHW
11-03-2015,33.5,40,28.0,2.96742,33.0,28.744477108932003,28.652524207112,29.177115511995098,31.49,28.955968783118,3.7619,18,SCHW
11-04-2015,33.72222,40,28.0,3.06966,33.5,29.038884379408,28.919117407031003,29.232354104017,31.44,28.965181627176,3.7619,18,SCHW
11-05-2015,33.72222,40,28.0,3.06966,33.5,29.075735755524,29.0094032785152,29.296844012220003,31.57,29.084948599553,3.7619,18,SCHW
11-06-2015,33.72222,40,28.0,3.06966,33.5,29.960168782308003,29.960168782308003,31.480288047093,33.51,30.872240341179,3.7619,18,SCHW
11-09-2015,34.05556,40,28.0,3.08171,34.0,30.945943093411003,30.752473368802004,31.213115570252004,33.49,30.853814653121,3.7619,18,SCHW
11-10-2015,34.33333,40,28.0,3.19722,34.5,30.660344928512,30.29450289212041,30.826176121034003,33.33,30.706409148657,3.7619,18,SCHW
11-11-2015,34.33333,40,28.0,3.19722,34.5,30.697196304628,30.697196304628,31.111774285933,33.53,30.890666029237003,3.7619,18,SCHW
11-12-2015,34.33333,40,28.0,3.19722,34.5,30.485300891961003,30.098361442743,30.641919240454,32.79,30.208915571091,3.7619,18,SCHW
11-13-2015,34.38889,40,28.0,3.21695,35.0,30.052297222598,29.646932085322,30.319469699439,32.31,29.766699057699004,3.7619,18,SCHW
11-16-2015,34.38889,40,28.0,3.21695,35.0,29.720634837554,29.38897245251,30.024658690511004,32.59,30.024658690511004,3.7619,18,SCHW
11-17-2015,34.38889,40,28.0,3.21695,35.0,30.208915571091,29.748273369641,30.623493552396003,32.81,30.227341259149004,3.7619,18,SCHW
11-18-2015,34.38889,40,28.0,3.21695,35.0,30.282618323323,30.185883461018506,30.8768467631935,33.4,30.77089905686,3.7619,18,SCHW
11-19-2015,34.38889,40,28.0,3.21695,35.0,30.734047680744,30.356321075555,30.918304561324003,33.04,30.439236671816,3.7619,18,SCHW
11-20-2015,34.5,40,28.0,3.3375,35.0,30.632706396425,30.549790800164,30.798537588947,33.34,30.715621992686003,3.7619,18,SCHW
11-23-2015,34.5,40,28.0,3.3375,35.0,30.789324744918,30.595855020309003,30.909091717295,33.29,30.669557772541,3.7619,18,SCHW
11-24-2015,34.5,40,28.0,3.3375,35.0,30.319469699439,30.208915571091,30.9229109833385,33.5,30.86302749715,3.7619,18,SCHW
11-25-2015,34.5,40,28.0,3.3375,35.0,31.019645845643,30.798537588947,31.148625662049003,33.69,31.038071533701,3.7619,18,SCHW
11-27-2015,34.5,40,28.0,3.3375,35.0,31.038071533701,30.798537588947,31.130199973991,33.74,31.084135753846,3.7619,18,SCHW
11-30-2015,34.5,40,28.0,3.3375,35.0,31.259179790397,30.826176121034003,31.277605478455005,33.71,31.056497221759003,3.7619,18,SCHW
12-01-2015,34.5,40,28.0,3.3375,35.0,31.249966946368,30.826176121034003,31.471075203064,34.02,31.342095386658,3.7619,18,SCHW
12-02-2015,34.5,40,28.0,3.3375,35.0,31.443436670977004,30.844601809092,31.526352267238,33.59,30.945943093411003,3.7619,18,SCHW
12-03-2015,34.5,40,28.0,3.3375,35.0,31.130199973991,30.356321075555,31.1808706161505,32.98,30.383959607642,3.7619,18,SCHW
12-04-2015,34.5,40,28.0,3.3375,35.0,30.697196304628,30.559003644193,31.802737588108,34.51,31.793524744079,3.7619,18,SCHW
12-07-2015,34.5,40,28.0,3.3375,35.0,31.682970615731,31.2085091482375,31.765886211992,34.08,31.397372450832,3.7619,18,SCHW
12-08-2015,34.61111,40,28.0,3.41791,35.0,31.074922909817,30.95515593744,31.41579813889,33.86,31.194689882194,3.7619,18,SCHW
12-09-2015,34.61111,40,28.0,3.41791,35.0,31.019645845643,30.250373369221503,31.41579813889,32.97,30.374746763613,3.7619,18,SCHW
12-10-2015,34.61111,40,28.0,3.41791,35.0,30.411598139729,30.291831167352004,31.001220157585,33.26,30.641919240454,3.7619,18,SCHW
12-11-2015,34.61111,40,28.0,3.41791,35.0,30.061510066627005,29.177077039843,30.21812841512,31.77,29.269205480133,3.7619,18,SCHW
12-14-2015,34.61111,40,28.0,3.41791,35.0,29.527165112945,29.131012819698,30.043084378569,32.25,29.711421993525,3.7619,18,SCHW
12-15-2015,34.61111,40,28.0,3.41791,35.0,30.116787130801,30.116787130801,30.669557772541,33.18,30.568216488222,3.7619,18,SCHW
12-16-2015,34.61111,40,28.0,3.41791,35.0,30.973581625498,30.236554103178,31.3236696986,33.81,31.148625662049003,3.7619,18,SCHW
12-17-2015,34.61111,40,28.0,3.41791,35.0,31.351308230687003,30.476088047932,31.425010982919,33.21,30.595855020309003,3.7619,18,SCHW
12-18-2015,34.72222,40,28.0,3.49294,35.0,30.301044011381,29.38897245251,30.430023827787,31.91,29.398185296539,3.71429,18,SCHW
12-21-2015,34.72222,40,28.0,3.49294,35.0,29.692996305467,29.361333920423,29.84961465396,32.21,29.674570617409003,3.71429,18,SCHW
12-22-2015,34.72222,40,28.0,3.49294,35.0,29.987807314395,29.628506397264,30.393172451671003,32.9,30.31025685541,3.71429,18,SCHW
12-23-2015,34.72222,40,28.0,3.49294,35.0,30.531365112106,30.162851350946003,30.559003644193,33.06,30.457662359874003,3.71429,18,SCHW
12-24-2015,34.72222,40,28.0,3.49294,35.0,30.4023852957,30.301044011381,30.641919240454,33.05,30.448449515845,3.71429,18,SCHW
12-28-2015,34.72222,40,28.0,3.49294,35.0,30.319469699439,30.03387153454,30.503726580019,33.11,30.503726580019,3.71429,18,SCHW
12-29-2015,34.72222,40,28.0,3.49294,35.0,30.761686212831,30.669557772541,30.973581625498,33.56,30.918304561324003,3.71429,18,SCHW
12-30-2015,34.72222,40,28.0,3.49294,35.0,30.789324744918,30.614280708367,31.065710065788,33.25,30.632706396425,3.71429,18,SCHW
12-31-2015,34.72222,40,28.0,3.49294,35.0,30.383959607642,30.12599997483,30.835388965063,32.93,30.337895387497,3.71429,18,SCHW
01-04-2016,34.72222,40,28.0,3.49294,35.0,29.435036672655,28.992820159263,29.554711516591716,31.98,29.462675204742,3.71429,18,SCHW
01-05-2016,34.72222,40,28.0,3.49294,35.0,29.499526580858003,29.084948599553,29.692996305467,31.88,29.370546764452,3.71429,18,SCHW
01-06-2016,34.88889,40,28.0,3.52592,36.5,28.790137590625,28.1222063985225,28.908983278599106,30.79,28.366346765291,3.71429,18,SCHW
01-07-2016,35.0,40,28.0,3.52767,36.5,27.574042178797,26.689609152013,27.832001811609,29.18,26.883078876622,3.71429,18,SCHW
01-08-2016,34.94444,40,28.0,3.47167,36.5,27.187102729579003,26.652757775897,27.472700894478,29.0,26.7172476841,3.71429,18,SCHW
01-11-2016,35.05556,40,28.0,3.30777,36.5,26.910717408709,26.017071537896,27.067335757202,28.74,26.477713739346,3.71429,18,SCHW
01-12-2016,34.77778,40,28.0,3.25842,36.0,26.754099060216,26.542203647549,27.104187133318003,29.24,26.938355940796,3.71429,18,SCHW
01-13-2016,34.80556,40,28.0,3.21947,36.0,26.818588968419,25.293863281619497,27.141038509434,27.71,25.528790804359,3.61905,18,SCHW
01-14-2016,34.80556,40,28.0,3.21947,36.0,25.685409152852,24.791763282039,26.155264198331,28.12,25.906517409548,3.61905,18,SCHW
01-15-2016,34.80556,40,28.0,3.21947,36.0,24.856253190242,24.441675208937003,25.353746767808,27.02,24.893104566358,3.61905,18,SCHW
01-19-2016,34.47222,40,28.0,3.26799,35.0,25.842027501345,24.165289888067,25.878878877461,26.51,24.423249520879,3.61905,18,SCHW
01-20-2016,34.19444,38,28.0,2.98672,35.0,23.852053191081,22.4470944766585,23.852053191081,25.27,23.280856861283,3.66667,18,SCHW
01-21-2016,34.19444,38,28.0,2.98672,35.0,23.299282549341,22.4470944766585,23.4697201638775,24.38,22.460913742702,3.66667,18,SCHW
01-22-2016,34.19444,38,28.0,2.98672,35.0,23.133451356819,22.8248210818475,23.8566596130955,25.83,23.796776126907,3.66667,18,SCHW
01-25-2016,34.19444,38,28.0,2.98672,35.0,23.695434842588,23.142664200848003,23.907330255255,25.17,23.188728420993,3.71429,18,SCHW
01-26-2016,34.05556,38,28.0,3.20542,35.0,23.391410989631,23.161089888906,23.713860530646,25.45,23.446688053805,3.71429,18,SCHW
01-27-2016,34.05556,38,28.0,3.20542,35.0,23.363772457544,23.022897228471,23.971820163458,25.25,23.262431173225,3.71429,18,SCHW
01-28-2016,34.05556,38,28.0,3.20542,35.0,23.520390806037003,22.709660531485,23.67700915453,24.82,22.866278879978,3.71429,18,SCHW
01-29-2016,34.05556,38,28.0,3.20542,35.0,23.151877044877,22.774150439688,23.612519246327,25.53,23.520390806037003,3.71429,18,SCHW
02-01-2016,34.05556,38,28.0,3.20542,35.0,23.428262365747,23.004471540413,23.483539429921,25.28,23.290069705312,3.71429,18,SCHW
02-02-2016,34.05556,38,28.0,3.20542,35.0,22.893917412065,22.000271541252,22.912343100123003,24.11,22.212166953919,3.71429,18,SCHW
02-03-2016,34.05556,38,28.0,3.20542,35.0,22.414849522557,21.1112320924535,22.645170623282,24.38,22.460913742702,3.71429,18,SCHW
02-04-2016,33.94118,38,28.0,3.26245,35.0,22.396423834499,22.387210990470003,23.188728420993,24.97,23.004471540413,3.75,17,SCHW
02-05-2016,33.70588,38,28.0,3.4601,35.0,22.976833008326,22.350359614354,23.465113741863,24.36,22.442488054644,3.75,17,SCHW
02-08-2016,33.47059,38,28.0,3.49988,34.0,21.880504568875,21.3175997987031,21.9403880550635,23.61,21.751524752469,3.75,17,SCHW
02-09-2016,32.82353,38,28.0,3.66599,32.0,21.088199982381003,21.051348606265,21.963420165136,23.34,21.502777963686,3.75,17,SCHW
02-10-2016,31.88235,38,27.0,3.1971,32.0,21.798348796280003,20.948582656764,22.269414808403,22.7,20.96705583371,3.75,17,SCHW
02-11-2016,31.67647,38,24.5,3.53529,32.0,20.218892167397,19.867901805423003,20.6853398852835,22.22,20.523699587006,3.75,17,SCHW
02-12-2016,30.90625,37,24.5,2.94862,31.5,21.059421718440003,20.486753233114,21.262626664846,22.82,21.077894895386,3.73684,16,SCHW
02-16-2016,30.71875,37,24.5,3.15223,31.5,21.752165853915,21.290336430265,21.955370800321,23.58,21.779875619334,3.84211,16,SCHW
02-17-2016,30.71875,37,24.5,3.15223,31.5,22.158575746727,22.1354842755445,22.758953997472,24.48,22.611168581904,3.84211,16,SCHW
