 Date,SCHW Price Target,SCHW Price Target - High,SCHW Price Target - Low,SCHW Price Target - StdDev,SCHW Price Target - Median,SCHW Open,SCHW Low,SCHW High,SCHW Close,SCHW Adj. Close,SCHW Rating,SCHW Price Target - #,Ticker
02-27-2013,16.17647,23,13.5,2.58924,15.0,14.566715819358,14.503850831234995,14.7957239903775,16.41,14.737349358549,3.13043,17,SCHW
02-28-2013,16.17647,23,13.5,2.58924,15.0,14.755310783727,14.584677244535998,14.782252921494,16.24,14.584677244535998,3.13043,17,SCHW
03-01-2013,16.17647,23,13.5,2.58924,15.0,14.566715819358,14.3691401424,14.782252921494,16.4,14.728368645959998,3.13043,17,SCHW
03-04-2013,16.64706,23,13.5,3.02327,15.0,14.952886460684995,14.845117909617,15.114539287286998,16.78,15.069635724342,3.21739,17,SCHW
03-05-2013,16.64706,23,13.5,3.02327,15.0,15.105558574698,15.105558574698,15.35701852719,16.98,15.249249976122,3.21739,17,SCHW
03-06-2013,16.64706,23,13.5,3.02327,15.0,15.35701852719,15.3219937480929,15.842246428373668,17.35,15.581536341915,3.21739,17,SCHW
03-07-2013,16.64706,23,13.5,3.02327,15.0,15.572555629326,15.518671353792,15.940764845474998,17.58,15.788092731461996,3.21739,17,SCHW
03-08-2013,16.70588,23,13.5,3.09677,15.0,15.904841995119,15.841977006996,16.111398384666,17.66,15.859938432174,3.21739,17,SCHW
03-11-2013,16.70588,23,13.5,3.09677,15.0,15.868919144763,15.80605415664,15.994649121008996,17.71,15.904841995119,3.21739,17,SCHW
03-12-2013,16.70588,23,13.5,3.09677,15.0,15.868919144763,15.779112018873,15.940764845474998,17.74,15.931784132885998,3.21739,17,SCHW
03-13-2013,16.70588,23,13.5,3.09677,15.0,15.940764845474998,15.895861282529998,16.264070498678997,18.11,16.264070498678997,3.21739,17,SCHW
03-14-2013,16.88235,23,13.5,3.07996,16.0,16.1652826602,15.967706983242,16.470626888226,17.98,16.147321235021998,3.21739,17,SCHW
03-15-2013,16.88235,23,13.5,3.07996,16.0,15.886880569941,15.868919144763,16.075475534309998,17.86,16.039552683954,3.21739,17,SCHW
03-18-2013,16.88235,23,13.5,3.07996,16.0,15.80605415664,15.779112018873,15.976687695830998,17.66,15.859938432174,3.21739,17,SCHW
03-19-2013,16.88235,23,13.5,3.07996,16.0,15.886880569941,15.554594204148,16.039552683954,17.55,15.761150593695,3.21739,17,SCHW
03-20-2013,16.88235,23,13.5,3.07996,16.0,15.850957719584995,15.832996294406998,16.003629833597998,17.75,15.940764845474998,3.21739,17,SCHW
03-21-2013,16.88235,23,13.5,3.07996,16.0,15.850957719584995,15.6399109737435,15.967706983242,17.46,15.680324180394,3.21739,17,SCHW
03-22-2013,16.88235,23,13.5,3.07996,16.0,15.725227743339,15.6848145366885,15.80605415664,17.54,15.752169881106,3.21739,17,SCHW
03-25-2013,16.88235,23,13.5,3.07996,16.0,15.779112018873,15.671343467805,15.877899857351998,17.52,15.734208455927998,3.21739,17,SCHW
03-26-2013,16.88235,23,13.5,3.07996,16.0,15.779112018873,15.707266318160997,15.886880569941,17.63,15.832996294406998,3.21739,17,SCHW
03-27-2013,16.88235,23,13.5,3.07996,16.0,15.734208455927998,15.383960664956998,15.7566602374005,17.5,15.71624703075,3.21739,17,SCHW
03-28-2013,16.88235,23,13.5,3.07996,16.0,15.761150593695,15.698285605572,15.940764845474998,17.69,15.886880569941,3.21739,17,SCHW
04-01-2013,17.09375,23,13.5,3.05276,16.5,15.958726270653,15.554594204148,16.066494821721,17.38,15.608478479682,3.22727,16,SCHW
04-02-2013,17.14706,23,13.5,2.96928,17.0,15.401922090134995,15.35980254809259,15.608478479682,17.31,15.545613491558996,3.17391,17,SCHW
04-03-2013,17.14706,23,13.5,2.96928,17.0,15.563574916736998,14.952886460684995,15.617459192271,16.75,15.042693586574998,3.17391,17,SCHW
04-04-2013,17.20588,23,13.5,2.91577,17.0,15.051674299164,14.827156484439,15.08759714952,16.72,15.015751448808,3.13043,17,SCHW
04-05-2013,17.14706,23,13.5,2.84793,17.0,14.809195059260997,14.503850831234995,14.916963610329,16.55,14.863079334795,3.13043,17,SCHW
04-08-2013,17.14706,23,13.5,2.84793,17.0,14.881040759973,14.827156484439,15.105558574698,16.82,15.105558574698,3.13043,17,SCHW
04-09-2013,17.14706,23,13.5,2.84793,17.0,15.177404275409998,15.105558574698,15.294153539067,16.97,15.240269263532998,3.13043,17,SCHW
04-10-2013,17.17647,23,13.5,2.8385,17.0,15.312114964245,15.303134251656,15.743189168517,17.39,15.617459192271,3.13043,17,SCHW
04-11-2013,17.17647,23,13.5,2.8385,17.0,15.635420617448998,15.599497767093,15.886880569941,17.54,15.752169881106,3.13043,17,SCHW
04-12-2013,17.17647,23,13.5,2.8385,17.0,15.725227743339,15.383960664956998,15.734208455927998,17.28,15.518671353792,3.13043,17,SCHW
04-15-2013,17.17647,23,13.5,2.8385,17.0,15.374979952368,14.8945118288565,15.53663277897,16.62,14.925944322918,3.13043,17,SCHW
04-16-2013,17.29412,23,13.5,2.80786,17.0,15.051674299164,14.881040759973,15.231288550944,16.96,15.231288550944,3.13043,17,SCHW
04-17-2013,17.29412,23,13.5,2.80786,17.0,15.060655011753,14.647542232658996,15.060655011753,16.47,14.791233634082998,3.13043,17,SCHW
04-18-2013,17.29412,23,13.5,2.80786,17.0,14.800214346672,14.548754394179998,14.809195059260997,16.39,14.719387933371,3.13043,17,SCHW
04-19-2013,17.29412,23,13.5,2.80786,17.0,14.755310783727,14.620600094892,14.791233634082998,16.39,14.719387933371,3.13043,17,SCHW
04-22-2013,17.29412,23,13.5,2.80786,17.0,14.746330071138,14.566715819358,14.809195059260997,16.42,14.746330071138,3.13043,17,SCHW
04-23-2013,17.29412,23,13.5,2.80786,17.0,14.773272208905,14.755310783727,15.011261092513498,16.59,14.899002185151,3.13043,17,SCHW
04-24-2013,17.29412,23,13.5,2.80786,17.0,14.916963610329,14.746330071138,15.024732161397,16.64,14.943905748096,3.13043,17,SCHW
04-25-2013,17.29412,23,13.5,2.80786,17.0,14.997790023629998,14.961867173274,15.35701852719,16.75,15.042693586574998,3.13043,17,SCHW
04-26-2013,17.29412,23,13.5,2.80786,17.0,15.051674299164,14.899002185151,15.123519999876,16.73,15.024732161397,3.13043,17,SCHW
04-29-2013,17.29412,23,13.5,2.80786,17.0,15.051674299164,15.042693586574998,15.249249976122,16.94,15.213327125766,3.13043,17,SCHW
04-30-2013,17.29412,23,13.5,2.80786,17.0,15.240269263532998,15.105558574698,15.289663182772498,16.96,15.231288550944,3.13043,17,SCHW
05-01-2013,17.29412,23,13.5,2.80786,17.0,15.213327125766,14.530792969002,15.2672114013,16.21,14.557735106769,3.13043,17,SCHW
05-02-2013,17.29412,23,13.5,2.80786,17.0,14.566715819358,14.414043705345,14.845117909617,16.44,14.764291496316,3.13043,17,SCHW
05-03-2013,17.29412,23,13.5,2.80786,17.0,14.970847885863,14.9304346792125,15.761150593695,17.47,15.689304892982998,3.13043,17,SCHW
05-06-2013,17.29412,23,13.5,2.80786,17.0,15.662362755216,15.653471849752888,15.868919144763,17.55,15.761150593695,3.13043,17,SCHW
05-07-2013,17.29412,23,13.5,2.80786,17.0,15.779112018873,15.608478479682,15.922803420297,17.44,15.662362755216,3.13043,17,SCHW
05-08-2013,17.29412,23,13.5,2.80786,17.0,15.6713744718,15.4370698506,15.6984096204,17.38,15.662362755599998,3.13043,17,SCHW
05-09-2013,17.29412,23,13.5,2.80786,17.0,15.6263158908,15.599280742199998,16.067889984599997,17.51,15.7795150662,3.13043,17,SCHW
05-10-2013,17.29412,23,13.5,2.80786,17.0,15.761491633799997,15.761491633799997,16.491440646,18.09,16.3021946058,3.13043,17,SCHW
05-13-2013,17.29412,23,13.5,2.80786,17.0,16.266147741,16.1489954304,16.5274875108,18.15,16.356264903,3.13043,17,SCHW
05-14-2013,17.41176,23,13.5,2.89642,17.0,16.3652766192,16.3021946058,16.916613416315997,18.75,16.896967874999998,3.13043,17,SCHW
05-15-2013,17.41176,23,13.5,2.89642,17.0,16.689698402399998,16.3833000516,17.122260779999998,18.98,17.104237347599998,3.13043,17,SCHW
05-16-2013,17.41176,23,13.5,2.89642,17.0,17.077202199,16.9780733208,17.347553684999998,18.91,17.0411553342,3.13043,17,SCHW
05-17-2013,17.47059,23,13.5,2.97771,17.0,17.0231319018,17.0141201856,17.4556942794,19.34,17.4286591308,3.13043,17,SCHW
05-20-2013,17.47059,23,13.5,2.97771,17.0,17.302495104,17.2213896582,17.4286591308,19.21,17.311506820199998,3.08696,17,SCHW
05-21-2013,17.82353,23,13.5,3.01926,17.0,17.347553684999998,17.1853427934,17.401623982199997,19.17,17.275459955400002,3.08696,17,SCHW
05-22-2013,17.82353,23,13.5,3.01926,17.0,17.2304013744,17.0636846247,17.6359286034,19.06,17.176331077199997,3.08696,17,SCHW
05-23-2013,17.82353,23,13.5,3.01926,17.0,17.0681904828,16.8428975778,17.2484248068,18.99,17.113249063799998,3.08696,17,SCHW
05-24-2013,17.82353,23,13.5,3.01926,17.0,17.0501670504,16.933014739799997,17.2934833878,19.16,17.2664482392,3.08696,17,SCHW
05-28-2013,17.82353,23,13.5,3.01926,17.0,17.545811441399998,17.536799725199998,17.9693621028,19.77,17.816162927399997,3.08696,17,SCHW
05-29-2013,17.82353,23,13.5,3.01926,17.0,17.644940319599996,17.6359286034,18.0594792648,19.91,17.9423269542,3.08696,17,SCHW
05-30-2013,17.82353,23,13.5,3.01926,17.0,17.9603503866,17.780116062599998,18.2667487374,20.16,18.1676198592,3.08696,17,SCHW
05-31-2013,17.94118,24,13.5,3.21249,17.0,18.1405847106,17.8972683732,18.4559947776,19.86,17.8972683732,3.08696,17,SCHW
06-03-2013,18.11765,24,13.5,3.34545,17.0,18.0054089676,17.370082975499997,18.0144206838,19.68,17.7350574816,3.08696,17,SCHW
06-04-2013,18.23529,24,13.5,3.40897,17.0,17.7350574816,17.536799725199998,17.996397251399998,19.58,17.644940319599996,3.08696,17,SCHW
06-05-2013,18.23529,24,13.5,3.40897,17.0,17.617905171,17.0681904828,17.6539520358,19.01,17.1312724962,3.08696,17,SCHW
06-06-2013,18.23529,24,13.5,3.40897,17.0,17.158307644799997,17.113249063799998,17.545811441399998,19.46,17.536799725199998,3.08696,17,SCHW
06-07-2013,18.17647,23,13.5,3.31636,17.0,17.753080913999998,17.708022333,18.1405847106,20.12,18.1315729944,3.08696,17,SCHW
06-10-2013,18.17647,23,13.5,3.31636,17.0,18.203666724,18.068490981,18.338842467,20.22,18.2216901564,3.08696,17,SCHW
06-11-2013,18.17647,23,13.5,3.31636,17.0,17.996397251399998,17.726045765400002,18.1495964268,19.72,17.771104346399998,3.08696,17,SCHW
06-12-2013,18.17647,23,13.5,3.31636,17.0,17.996397251399998,17.595375880499997,18.0054089676,19.59,17.6539520358,3.08696,17,SCHW
06-13-2013,18.17647,23,13.5,3.31636,17.0,17.6359286034,17.617905171,18.158608143,20.04,18.0594792648,3.08696,17,SCHW
06-14-2013,18.17647,23,13.5,3.31636,17.0,18.0955261296,17.590870022399997,18.0955261296,19.71,17.7620926302,3.08696,17,SCHW
06-17-2013,18.17647,23,13.5,3.31636,17.0,17.9152918056,17.9062800894,18.383901048,20.32,18.3118073184,3.08696,17,SCHW
06-18-2013,18.17647,23,13.5,3.31636,17.0,18.338842467,18.338842467,18.7083228312,20.54,18.5100650748,3.08696,17,SCHW
06-19-2013,18.17647,23,13.5,3.31636,17.0,18.519076791,18.3568658994,18.7804165608,20.47,18.4469830614,3.08696,17,SCHW
06-20-2013,18.17647,23,13.5,3.31636,17.0,18.203666724,18.1676198592,18.879545439,20.48,18.4559947776,3.08696,17,SCHW
06-21-2013,18.23529,24,13.5,3.40897,17.0,18.6632642502,18.3208190346,18.7173345474,20.64,18.6001822368,3.08696,17,SCHW
06-24-2013,18.41176,24,13.5,3.31323,18.0,18.6452408178,18.3298307508,18.7353579798,20.64,18.6001822368,3.08696,17,SCHW
06-25-2013,19.0,24,13.5,3.36505,19.0,18.789428277,18.654252534,19.0507680468,21.04,18.9606508848,3.26087,17,SCHW
06-26-2013,19.0,24,13.5,3.36505,19.0,19.149896925,18.7353579798,19.1769320736,20.96,18.8885571552,3.26087,17,SCHW
06-27-2013,19.05882,24,13.5,3.40796,19.0,19.0417563306,18.8434985742,19.104838344,20.94,18.8705337228,3.26087,17,SCHW
06-28-2013,19.17647,25,13.5,3.55603,19.0,18.8074517094,18.744369696,19.3211195328,21.23,19.1318734926,3.26087,17,SCHW
07-01-2013,19.11765,25,13.5,3.53358,19.0,19.2219906546,19.20667073706,19.5464124378,21.38,19.2670492356,3.26087,17,SCHW
07-02-2013,19.11765,25,13.5,3.53358,19.0,19.2129789384,18.9966977496,19.7086233294,21.3,19.194955506,3.26087,17,SCHW
07-03-2013,19.11765,25,13.5,3.53358,19.0,19.0507680468,19.0057094658,19.420248411,21.4,19.285072668,3.26087,17,SCHW
07-05-2013,19.11765,25,13.5,3.53358,19.0,19.5193772892,19.5193772892,19.9113869439,22.01,19.8347873562,3.26087,17,SCHW
07-08-2013,19.32353,25,15.0,3.29412,19.0,19.9969982478,19.8888576534,20.1682208556,22.19,19.9969982478,3.26087,17,SCHW
07-09-2013,19.58824,25,15.0,3.20035,19.0,20.1952560042,19.8798459372,20.2222911528,22.2,20.006009964,3.26087,17,SCHW
07-10-2013,19.76471,25,15.0,3.24544,19.0,19.9969982478,19.5914710188,20.0781036936,21.94,19.7717053428,3.26087,17,SCHW
07-11-2013,19.76471,25,15.0,3.24544,19.0,20.0871154098,19.1228617764,20.0871154098,21.47,19.3481546814,3.26087,17,SCHW
07-12-2013,19.76471,25,15.0,3.24544,19.0,19.4112366948,19.2625433775,19.6635647484,21.69,19.5464124378,3.26087,17,SCHW
07-15-2013,19.52941,25,15.0,3.14582,19.0,19.5013538568,19.4112366948,19.7446701942,21.71,19.5644358702,3.26087,17,SCHW
07-16-2013,20.0,26,15.0,3.19722,19.5,19.37518983,18.519076791,19.3932132624,21.0,18.92460402,3.25,18,SCHW
07-17-2013,20.44444,25,15.0,2.98556,20.5,18.9966977496,18.6362291016,19.0417563306,20.95,18.879545439,3.25,18,SCHW
07-18-2013,20.44444,25,15.0,2.98556,20.5,18.834486858,18.8074517094,19.3616722557,21.46,19.3391429652,3.25,18,SCHW
07-19-2013,20.44444,25,15.0,2.98556,20.5,19.3661781138,19.1318734926,19.5824593026,21.68,19.5374007216,3.25,18,SCHW
07-22-2013,20.52941,25,15.0,3.05089,21.0,19.555424154,19.5328948635,19.8437990724,22.02,19.8437990724,3.21739,17,SCHW
07-23-2013,20.52941,25,15.0,3.05089,21.0,19.9249045182,19.9068810858,20.3574668958,22.48,20.2583380176,3.21739,17,SCHW
07-24-2013,20.52941,25,15.0,3.05089,21.0,20.321420031,19.8167639238,20.3304317472,22.11,19.9249045182,3.21739,17,SCHW
07-25-2013,20.58824,25,15.0,3.0881,21.0,19.870834221,19.8167639238,20.096127126,22.28,20.0781036936,3.21739,17,SCHW
07-26-2013,20.76471,25,15.0,3.03953,21.0,19.870834221,19.6815881808,19.9969982478,22.12,19.9339162344,3.21739,17,SCHW
07-29-2013,21.0,25,15.0,3.08697,21.0,19.9339162344,19.8077522076,20.1321739908,21.99,19.8167639238,3.21739,17,SCHW
07-30-2013,21.0,25,15.0,3.08697,21.0,19.9068810858,19.8978693696,20.1141505584,22.19,19.9969982478,3.21739,17,SCHW
07-31-2013,21.0,25,15.0,3.08697,21.0,19.9339162344,19.8528107886,20.1501974232,22.09,19.9068810858,3.21739,17,SCHW
08-01-2013,21.375,25,17.0,2.78107,21.5,20.0600802612,20.0600802612,20.5377012198,22.67,20.4295606254,3.22727,16,SCHW
08-02-2013,21.375,25,17.0,2.78107,21.5,20.3754903282,20.2132794366,20.5106660712,22.65,20.411537193,3.22727,16,SCHW
08-05-2013,21.375,25,17.0,2.78107,21.5,20.366478612,20.3304317472,20.5827598008,22.69,20.4475840578,3.22727,16,SCHW
08-06-2013,21.375,25,17.0,2.78107,21.5,20.3754903282,20.1772325718,20.4926426388,22.42,20.2042677204,3.22727,16,SCHW
08-07-2013,21.375,25,17.0,2.78107,21.5,20.122944638889,19.860903599586,20.394021576099,22.54,20.366913882378,3.22727,16,SCHW
08-08-2013,21.375,25,17.0,2.78107,21.5,20.448236963541,20.15005233261,20.592811330053,22.31,20.159088230517,3.22727,16,SCHW
08-09-2013,21.375,25,17.0,2.78107,21.5,20.122944638889,20.113908740982,20.42112926982,22.29,20.141016434703,3.22727,16,SCHW
08-12-2013,21.375,25,17.0,2.78107,21.5,20.023549761912,19.562718968655,20.104872843075,21.76,19.662113845632003,3.22727,16,SCHW
08-13-2013,21.375,25,17.0,2.78107,21.5,19.680185641446,19.671149743539,20.222339515866,22.28,20.131980536796,3.22727,16,SCHW
08-14-2013,21.375,25,17.0,2.78107,21.5,20.113908740982,19.860903599586,20.267519005401,22.0,19.8789753954,3.22727,16,SCHW
08-15-2013,21.375,25,17.0,2.78107,21.5,19.734401028888,19.201283052375,19.734401028888,21.4,19.33682152098,3.22727,16,SCHW
08-16-2013,21.375,25,17.0,2.78107,21.5,19.282606133538,19.264534337724,19.761508722609,21.56,19.481395887492,3.22727,16,SCHW
08-19-2013,21.375,25,17.0,2.78107,21.5,19.463324091678,19.33682152098,19.671149743539,21.41,19.345857418887,3.22727,16,SCHW
08-20-2013,21.375,25,17.0,2.78107,21.5,19.345857418887,19.174175358654,19.680185641446,21.69,19.598862560283003,3.22727,16,SCHW
08-21-2013,21.375,25,17.0,2.78107,21.5,19.544647172841,19.282606133538,19.662113845632003,21.48,19.409108704236,3.22727,16,SCHW
08-22-2013,21.375,25,17.0,2.78107,21.5,19.42718050005,19.237426644003,19.553683070748,21.44,19.372965112608,3.22727,16,SCHW
08-23-2013,21.375,25,17.0,2.78107,21.5,19.400072806329,19.264534337724,19.499467683306,21.53,19.454288193771003,3.22727,16,SCHW
08-26-2013,21.375,25,17.0,2.78107,21.5,19.472359989585,19.33682152098,19.924154884935,21.61,19.526575377027,3.22727,16,SCHW
08-27-2013,21.375,25,17.0,2.78107,21.5,19.291642031445,18.695272769583003,19.318749725166,20.74,18.740452259118,3.22727,16,SCHW
08-28-2013,21.375,25,17.0,2.78107,21.5,18.740452259118,18.541662505164,19.052190736909505,20.96,18.939242013072,3.2381,16,SCHW
08-29-2013,21.375,25,17.0,2.78107,21.5,18.912134319351,18.875990727723,19.382001010515,21.29,19.237426644003,3.2381,16,SCHW
08-30-2013,21.3125,25,17.0,2.82221,21.5,19.219354848189,18.79466764656,19.273570235631,20.88,18.866954829816,3.2381,16,SCHW
09-03-2013,21.3125,25,17.0,2.82221,21.5,19.15610356284,18.948277910979,19.391036908422,21.15,19.110924073305,3.2381,16,SCHW
09-04-2013,21.3125,25,17.0,2.82221,21.5,19.147067664933,19.092852277491,19.824760007958,21.86,19.752472824702,3.2381,16,SCHW
09-05-2013,21.3125,25,17.0,2.82221,21.5,19.78861641633,19.689221539353,20.104872843075,21.84,19.734401028888,3.2381,16,SCHW
09-06-2013,21.3125,25,17.0,2.82221,21.5,19.833795905865,19.264534337724,19.833795905865,21.58,19.499467683306,3.2381,16,SCHW
09-09-2013,21.3125,25,17.0,2.82221,21.5,19.553683070748,19.553683070748,19.797652314237,21.82,19.716329233074,3.2381,16,SCHW
09-10-2013,21.3125,25,17.0,2.82221,21.5,19.915118987028,19.915118987028,20.276554903308,22.37,20.213303617959,3.2381,16,SCHW
09-11-2013,21.3125,25,17.0,2.82221,21.5,20.159088230517,19.982888221330494,20.285590801215,22.24,20.095836945168,3.2381,16,SCHW
09-12-2013,21.3125,25,17.0,2.82221,21.5,20.050657455633,19.933190782842,20.113908740982,22.07,19.942226680749,3.2381,16,SCHW
09-13-2013,21.3125,25,17.0,2.82221,21.5,20.032585659819,19.734401028888,20.077765149354,22.03,19.906083089121,3.2381,16,SCHW
09-16-2013,21.375,25,17.0,2.8477,22.0,20.195231822145,19.499467683306,20.204267720052,22.08,19.951262578656,3.2381,16,SCHW
09-17-2013,21.375,25,17.0,2.8477,22.0,19.951262578656,19.951262578656,20.520524146797,22.64,20.457272861448,3.2381,16,SCHW
09-18-2013,21.375,25,17.0,2.8477,22.0,20.412093371913,19.011529196328,20.448236963541,21.36,19.300677929352,3.2381,16,SCHW
09-19-2013,21.375,25,17.0,2.8477,22.0,19.409108704236,18.632021484234,19.445252295864,21.04,19.011529196328,3.2381,16,SCHW
09-20-2013,21.375,25,17.0,2.8477,22.0,19.101888175398,19.101888175398,19.5401292238875,21.27,19.219354848189,3.2381,16,SCHW
09-23-2013,21.375,25,17.0,2.8477,22.0,19.056708685863,18.559734300978,19.074780481677,20.84,18.830811238188,3.2381,16,SCHW
09-24-2013,21.375,25,17.0,2.8477,22.0,18.930206115165,18.894062523537,19.368447163654498,21.14,19.101888175398,3.2381,16,SCHW
09-25-2013,21.375,25,17.0,2.8477,22.0,19.210318950282,19.06574458377,19.445252295864,21.24,19.192247154468,3.2381,16,SCHW
09-26-2013,21.375,25,17.0,2.8477,22.0,19.192247154468,19.15610356284,19.454288193771003,21.33,19.273570235631,3.2381,16,SCHW
09-27-2013,21.13333,25,17.0,2.77769,21.0,19.110924073305,18.948277910979,19.201283052375,21.19,19.147067664933,3.2,15,SCHW
09-30-2013,21.2,25,17.0,2.7374,21.0,18.939242013072,18.785631748653,19.228390746096,21.14,19.101888175398,3.2,15,SCHW
10-01-2013,21.2,25,17.0,2.7374,21.0,19.165139460747,19.165139460747,19.372965112608,21.38,19.318749725166,3.2,15,SCHW
10-02-2013,21.2,25,17.0,2.7374,21.0,19.101888175398,18.961831757839494,19.264534337724,21.29,19.237426644003,3.2,15,SCHW
10-03-2013,21.2,25,17.0,2.7374,21.0,19.165139460747,18.88502662563,19.345857418887,21.15,19.110924073305,3.2,15,SCHW
10-04-2013,21.2,25,17.0,2.7374,21.0,19.138031767026,19.06574458377,19.544647172841,21.58,19.499467683306,3.2,15,SCHW
10-07-2013,21.2,25,17.0,2.7374,21.0,19.24646254191,19.029600992142,19.345857418887,21.07,19.038636890049,3.2,15,SCHW
10-08-2013,21.2,25,17.0,2.7374,21.0,19.011529196328,18.559734300978,19.101888175398,20.57,18.586841994699,3.2,15,SCHW
10-09-2013,21.2,25,17.0,2.7374,21.0,18.641057382141,18.469375321908,19.002493298421,20.75,18.749488157025,3.2,15,SCHW
10-10-2013,21.2,25,17.0,2.7374,21.0,19.138031767026,18.9753856047,19.4696492202129,21.39,19.327785623073,3.2,15,SCHW
10-11-2013,21.2,25,17.0,2.7374,21.0,19.327785623073,19.2690522866775,19.716329233074,21.78,19.680185641446,3.2,15,SCHW
10-14-2013,21.2,25,17.0,2.7374,21.0,19.508503581213,19.327785623073,19.951262578656,22.01,19.888011293307,3.2,15,SCHW
10-15-2013,21.83333,25,18.0,2.24846,22.0,20.583775432146,20.475344657262,21.496401120753,23.03,20.809672879821,3.2,15,SCHW
10-16-2013,22.36667,27,18.0,2.80753,23.0,21.035570327496,20.999426735868,21.6183857424975,23.43,21.171108796101,3.2,15,SCHW
10-17-2013,22.76667,27,18.0,2.7256,23.0,21.008462633775,20.881960063077,21.387970345869,23.62,21.342790856334,3.2,15,SCHW
10-18-2013,22.76667,27,18.0,2.7256,23.0,21.360862652148,21.107857510752,21.487365222846,23.77,21.478329324939,3.2,15,SCHW
10-21-2013,22.76667,27,18.0,2.7256,23.0,21.451221631218,21.252431877264,21.568688304009,23.56,21.288575468892,3.2,15,SCHW
10-22-2013,22.76667,27,18.0,2.7256,23.0,21.360862652148,20.909067756798,21.360862652148,23.35,21.098821612845,3.2,15,SCHW
10-23-2013,22.76667,27,18.0,2.7256,23.0,21.026534429589,20.8051549308675,21.180144694008,23.3,21.05364212331,3.2,15,SCHW
10-24-2013,22.76667,27,18.0,2.7256,23.0,21.107857510752,21.008462633775,21.207252387729,23.4,21.14400110238,3.2,15,SCHW
10-25-2013,22.76667,27,18.0,2.7256,23.0,21.14400110238,21.071713919124,21.32471906052,23.56,21.288575468892,3.2,15,SCHW
10-28-2013,22.9,27,18.0,2.78209,23.0,21.279539570985,20.484380555169,21.333754958427,23.01,20.791601084007,3.2,15,SCHW
10-29-2013,23.1,27,18.0,2.67208,23.0,20.836780573542,20.656062615402,21.107857510752,23.1,20.87292416517,3.2,15,SCHW
10-30-2013,23.1,27,18.0,2.67208,23.0,20.881960063077,20.366913882378,20.972319042147,22.86,20.656062615402,3.2,15,SCHW
10-31-2013,23.03333,27,18.0,2.61066,23.0,20.665098513309,20.4437190145875,20.764493390286,22.65,20.466308759355,3.2,15,SCHW
11-01-2013,23.03333,27,18.0,2.61066,23.0,20.448236963541,20.439201065634,20.972319042147,23.12,20.890995960984,3.2,15,SCHW
11-04-2013,23.03333,27,18.0,2.61066,23.0,20.918103654705,20.737385696565,21.008462633775,23.23,20.990390837961,3.2,15,SCHW
11-05-2013,23.03333,27,18.0,2.61066,23.0,20.87292416517,20.755457492379,21.107857510752,23.29,21.044606225403,3.2,15,SCHW
11-06-2013,23.03333,27,18.0,2.61066,23.0,21.053665460996,20.772829131697,21.098961643141,23.21,21.026487751709,3.2,15,SCHW
11-07-2013,23.03333,27,18.0,2.61066,23.0,21.044606224567,20.591644403117,21.180494771002,22.76,20.618822112404004,3.2,15,SCHW
