 Date,LLY Price Target,LLY Price Target - High,LLY Price Target - Low,LLY Price Target - StdDev,LLY Price Target - Median,LLY Open,LLY Low,LLY High,LLY Close,LLY Adj. Close,LLY Rating,LLY Price Target - #,Ticker
05-02-2013,55.91176,68.0,44,6.531,57.0,42.966970880736,42.83250134742,43.370379480684,54.7,43.26754983756,3.34783,17,LLY
05-03-2013,55.91176,68.0,44,6.531,57.0,43.655138492412,43.172630166984,43.655138492412,54.99,43.496939041452,3.34783,17,LLY
05-06-2013,55.91176,68.0,44,6.531,57.0,43.52066895909601,42.95115093564,43.631408574768,54.47,43.085620468956,3.34783,17,LLY
05-07-2013,55.91176,68.0,44,6.531,57.0,43.125170331696005,42.59520217098,43.180540139532006,54.17,42.848321292516005,3.34783,17,LLY
05-08-2013,55.91176,68.0,44,6.531,57.0,42.895781127804,42.840411319968,43.330829617944005,54.52,43.125170331696005,3.34783,17,LLY
05-09-2013,56.32353,68.0,44,6.03164,57.0,43.172630166984,42.99070079838,43.453434192438,54.56,43.156810221888,3.3913,17,LLY
05-10-2013,56.32353,68.0,44,6.03164,57.0,42.690121841556,42.61893208862401,43.362469508136,54.82,43.362469508136,3.3913,17,LLY
05-13-2013,56.14706,68.0,44,6.05311,55.0,43.283369782656,43.14890024934,44.541055417788,56.28,44.517325500144,3.3913,17,LLY
05-14-2013,56.14706,68.0,44,6.05311,55.0,44.53328438673,44.449500210765,44.82852386394,55.87,44.58116105871,3.40909,17,LLY
05-15-2013,56.14706,68.0,44,6.05311,55.0,44.62105828536,44.62105828536,45.5626328343,56.72,45.25941391176,3.40909,17,LLY
05-16-2013,56.14706,68.0,44,6.05311,55.0,45.13174278648,44.54126383206,45.13174278648,55.94,44.63701717602,3.40909,17,LLY
05-17-2013,56.14706,68.0,44,6.05311,55.0,44.66095551201,44.1691025018688,44.86842109059,55.9,44.6050993947,3.40909,17,LLY
05-20-2013,56.14706,68.0,44,6.05311,55.0,44.6050993947,43.79119597104,44.63701717602,55.02,43.902908205660005,3.40909,17,LLY
05-21-2013,56.14706,68.0,44,6.05311,55.0,43.94280543231,43.61564817378,44.23006546419,55.14,43.99866154962,3.40909,17,LLY
05-22-2013,56.14706,68.0,44,6.05311,55.0,44.09441489358,43.6157279682333,44.73277051998,54.92,43.82311375236,3.40909,17,LLY
05-23-2013,56.14706,68.0,44,6.05311,55.0,43.62362761911,43.49595649383,44.1263326749,54.74,43.67948373642,3.40909,17,LLY
05-24-2013,56.14706,68.0,44,6.05311,55.0,43.4879770485,43.00123088337,43.4879770485,54.14,43.20071701662,3.40909,17,LLY
05-28-2013,55.71875,65.0,47,4.8925,55.0,43.65554540043,43.34434703256,44.03855877627,54.54,43.51989482982,3.47619,16,LLY
05-29-2013,56.14706,65.0,47,5.04615,55.0,43.28051146992,42.64215584352,43.37626481388,53.75,42.88951864875,3.54545,17,LLY
05-30-2013,56.14706,65.0,47,5.04615,55.0,43.03314866469,42.92143643007,43.58373039246,54.08,43.15284034464,3.54545,17,LLY
05-31-2013,56.14706,65.0,47,5.04615,55.0,43.02516921936,42.412746790282505,43.13688145398,53.16,42.41873137428,3.54545,17,LLY
06-03-2013,56.14706,65.0,47,5.04615,55.0,42.35489581164,41.90804687316,42.486556659585,53.14,42.40277248362,3.54545,17,LLY
06-04-2013,56.14706,65.0,47,5.04615,55.0,42.40277248362,41.66866351326,42.62619695286,52.5,41.8920879825,3.54545,17,LLY
06-05-2013,56.14706,65.0,47,5.04615,55.0,41.74845796656,41.30160902808,42.18732745971,51.81,41.34150625473,3.54545,17,LLY
06-06-2013,56.14706,65.0,47,5.04615,55.0,41.40534181737,40.96647232422001,41.83623186519,52.09,41.56493072397,3.54545,17,LLY
06-07-2013,56.14706,65.0,47,5.04615,55.0,41.95592354514,41.71654018524,42.33893692098,52.49,41.88410853717,3.54545,17,LLY
06-10-2013,56.14706,65.0,47,5.04615,55.0,42.0516768891,41.61280739595,42.15540967839,52.64,42.00380021712,3.54545,17,LLY
06-11-2013,56.14706,65.0,47,5.04615,55.0,41.67664295859,41.31756791874,41.74845796656,51.94,41.44523904402,3.54545,17,LLY
06-12-2013,56.14706,65.0,47,5.04615,55.0,41.74047852123,41.30160902808,41.97986188113,51.78,41.31756791874,3.54545,17,LLY
06-13-2013,56.14706,65.0,47,5.04615,55.0,41.23777346544,40.55952061239,41.40534181737,51.85,41.37342403605,3.54545,17,LLY
06-14-2013,56.14706,65.0,47,5.04615,55.0,41.07020511351,41.00636955087,41.71654018524,52.05,41.53301294265,3.54545,17,LLY
06-17-2013,56.14706,65.0,47,5.04615,55.0,41.82825241986,41.652704622600005,42.33095747565,52.36,41.78037574788,3.54545,17,LLY
06-18-2013,55.97059,65.0,47,4.88837,55.0,41.86814964651,41.24575291077,42.06763577976,52.35,41.77239630255,3.54545,17,LLY
06-19-2013,55.97059,65.0,47,4.88837,55.0,41.71654018524,40.95051343356,41.79633463854,51.37,40.99041066021,3.54545,17,LLY
06-20-2013,55.97059,65.0,47,4.88837,55.0,40.66325340168,39.26685046893,40.66325340168,49.41,39.42643937553,3.54545,17,LLY
06-21-2013,55.97059,65.0,47,4.88837,55.0,39.91318554066,39.52219271949,40.24034279919,49.91,39.82541164203,3.54545,17,LLY
06-24-2013,56.13889,65.0,47,4.80106,56.0,39.346644922230006,38.84393986644,39.5780488368,49.06,39.14715878898,3.54545,18,LLY
06-25-2013,56.13889,65.0,47,4.80106,56.0,39.53017216482,39.02746710903,39.53017216482,49.22,39.27482991426,3.54545,18,LLY
06-26-2013,56.13889,65.0,47,4.80106,56.0,39.62592550878,39.27482991426,39.8174321967,49.79,39.72965829807,3.54545,18,LLY
06-27-2013,56.13889,65.0,47,4.80106,56.0,39.98500054863,39.67380218076,40.16054834589,49.72,39.67380218076,3.54545,18,LLY
06-28-2013,56.13889,65.0,47,4.80106,56.0,39.59400772746,39.13917934365,39.7854346209267,49.12,39.19503546096,3.54545,18,LLY
07-01-2013,55.97222,65.0,47,4.7856,55.0,39.37856270355,39.31472714091,40.144589455230005,50.16,40.02489777528,3.54545,18,LLY
07-02-2013,55.97222,65.0,47,4.7856,55.0,39.96106221264,39.95308276731,40.63931506569,50.5,40.2961989165,3.54545,18,LLY
07-03-2013,56.59375,65.0,48,4.50423,56.0,40.28024002584,39.4982543835,40.28024002584,50.14,40.00893888462,3.66667,16,LLY
07-05-2013,56.59375,65.0,48,4.50423,56.0,40.368013924470006,39.87328831401,40.55154116706,50.58,40.36003447914,3.66667,16,LLY
07-08-2013,56.40625,65.0,48,4.62743,56.0,40.5355822764,40.42387004178,40.84678064427,51.13,40.798903972290006,3.66667,16,LLY
07-09-2013,56.40625,65.0,48,4.62743,56.0,41.02232844153,40.82284230828,41.34150625473,51.79,41.32554736407,3.66667,16,LLY
07-10-2013,56.40625,65.0,48,4.62743,56.0,41.31756791874,40.89465731625,41.42130070803,51.42,41.03030788686,3.66667,16,LLY
07-11-2013,56.40625,65.0,48,4.62743,56.0,41.540992387980005,41.03828733219,41.540992387980005,51.54,41.12606123082,3.66667,16,LLY
07-12-2013,56.40625,65.0,48,4.62743,56.0,41.19787623879,40.7749656363,41.19787623879,51.45,41.05424622285,3.66667,16,LLY
07-15-2013,56.40625,65.0,48,4.62743,56.0,41.02232844153,40.83082175361,41.265701524095,51.54,41.12606123082,3.66667,16,LLY
07-16-2013,56.40625,65.0,48,4.62743,56.0,41.13404067615,40.5355822764,41.32554736407,51.0,40.695171183,3.66667,16,LLY
07-17-2013,56.40625,65.0,48,4.62743,56.0,40.854760089600006,40.3865262376356,40.88667787092,50.67,40.43184948711,3.66667,16,LLY
07-18-2013,56.40625,65.0,48,4.62743,56.0,40.39993170579,39.76157607939,40.43184948711,49.92,39.83339108736,3.66667,16,LLY
07-19-2013,56.40625,65.0,48,4.62743,56.0,39.84137053269,39.46633660218,40.38397281513,50.6,40.3759933698,3.66667,16,LLY
07-22-2013,56.40625,65.0,48,4.62743,56.0,40.33609614315,40.156558623225,40.55952061239,50.63,40.39993170579,3.66667,16,LLY
07-23-2013,56.40625,65.0,48,4.62743,56.0,40.51164394041,40.34407558848,40.743047854980006,50.99,40.687191737670005,3.66667,16,LLY
07-24-2013,56.78125,65.0,48,4.71357,58.5,41.493115716,41.29362958275,42.03571799844,52.55,41.93198520915,3.66667,16,LLY
07-25-2013,56.8125,65.0,48,4.73311,58.5,41.82027297453,41.39736237204,42.00380021712,52.59,41.96390299047,3.66667,16,LLY
07-26-2013,56.8125,65.0,48,4.73311,58.5,41.82027297453,41.69260184925,42.6102380622,53.36,42.57832028088,3.66667,16,LLY
07-29-2013,56.8125,65.0,48,4.73311,58.5,42.47458749159,42.41075192895,42.95335421139,53.56,42.73790918748,3.66667,16,LLY
07-30-2013,56.8125,65.0,48,4.73311,58.5,42.9294158754,42.45862860093,43.07304589134,53.32,42.54640249956,3.66667,16,LLY
07-31-2013,56.8125,65.0,48,4.73311,58.5,42.57832028088,42.238395909822,42.80972419545,53.11,42.37883414763,3.66667,16,LLY
08-01-2013,56.8125,65.0,48,4.73311,58.5,42.63417639819,42.37883414763,42.829672808775,53.5,42.6900325155,3.7,16,LLY
08-02-2013,56.8125,65.0,48,4.73311,58.5,42.66609417951,42.46660804626,43.02516921936,53.88,42.993251438040005,3.7,16,LLY
08-05-2013,56.8125,65.0,48,4.73311,58.5,42.98527199271,42.76184752347,43.44807982185,53.87,42.98527199271,3.7,16,LLY
08-06-2013,56.8125,65.0,48,4.73311,58.5,43.0092103287,42.47458749159,43.24061424327,53.32,42.54640249956,3.7,16,LLY
08-07-2013,56.8125,65.0,48,4.73311,58.5,42.54640249956,42.33095747565,42.88951864875,53.62,42.78578585946,3.7,16,LLY
08-08-2013,56.8125,65.0,48,4.73311,58.5,42.993251438040005,42.46660804626,43.024371274827,53.57,42.74588863281,3.7,16,LLY
08-09-2013,56.8125,65.0,48,4.73311,58.5,42.74588863281,42.57034083555,43.25657313393,54.18,43.23263479794,3.7,16,LLY
08-12-2013,56.8125,65.0,48,4.73311,58.5,42.97729254738,42.749878355475005,43.160819789970006,54.05,43.12890200865,3.7,16,LLY
08-13-2013,56.8125,65.0,48,4.73311,58.5,45.093698888,44.07103821679,45.4963211995,54.96,44.25624448008,3.7,16,LLY
08-14-2013,57.25,65.0,48,4.80234,59.0,44.25624448008,43.49126208823,44.3689787273,54.2,43.6442585666,3.7,16,LLY
08-15-2013,57.375,65.0,48,4.87179,59.0,43.28995093248,42.8940926758132,43.42684251839,53.39,42.99201042197,3.7,16,LLY
08-16-2013,57.5,65.0,48,4.98748,59.0,42.81485660491,42.50886364817,42.93564329836,52.86,42.56523077178,3.7,16,LLY
08-19-2013,57.5,65.0,48,4.98748,59.0,42.44444407833,42.42028673964,42.79875171245,52.79,42.50886364817,3.6,16,LLY
08-20-2013,57.5,65.0,48,4.98748,59.0,42.50886364817,42.456522747675,42.74238458884,52.8,42.5169160944,3.6,16,LLY
08-21-2013,57.5,65.0,48,4.98748,59.0,42.46054897079,42.13039867536,42.62159789539,52.42,42.21092313766,3.6,16,LLY
08-22-2013,57.5,65.0,48,4.98748,59.0,42.1948182452,42.12234622913,42.488732532595,52.46,42.24313292258,3.6,16,LLY
08-23-2013,57.5,65.0,48,4.98748,59.0,42.24313292258,41.81635327239,42.37197206226,52.62,42.37197206226,3.6,16,LLY
08-26-2013,57.5,65.0,48,4.98748,59.0,42.436391632100005,41.90493018092,42.49275875571,52.05,41.91298262715,3.6,16,LLY
08-27-2013,57.5,65.0,48,4.98748,59.0,41.62309456287,41.26073448252,41.66335679402,51.27,41.28489182121,3.6,16,LLY
08-28-2013,57.5,65.0,48,4.98748,59.0,41.22047225137,41.067475773,41.67140924025,51.47,41.44594074581,3.6,16,LLY
08-29-2013,57.5,65.0,48,4.98748,59.0,41.27683937498,41.1480002353,41.66335679402,51.45,41.42983585335,3.6,16,LLY
08-30-2013,57.5,65.0,48,4.98748,59.0,41.43788829958,41.20436735891,41.56672743926,51.4,41.3895736222,3.6,16,LLY
09-03-2013,57.5,65.0,48,4.98748,59.0,41.68751413271,41.09968555792,41.7921959337,51.31,41.31710160613,3.6,16,LLY
09-04-2013,57.5,65.0,48,4.98748,59.0,41.35736383728,41.29294426744,42.1948182452,52.18,42.01766442814,3.6,16,LLY
09-05-2013,57.5,65.0,48,4.98748,59.0,42.10624133667,41.80830082616,42.15455601405,52.21,42.04182176683,3.6,16,LLY
09-06-2013,57.5,65.0,48,4.98748,59.0,42.04987421306,41.62309456287,42.46054897079,52.41,42.20287069143,3.6,16,LLY
09-09-2013,57.5,65.0,48,4.98748,59.0,42.20287069143,41.9451118876077,42.335736054225,52.54,42.30755249242,3.6,16,LLY
09-10-2013,57.5,65.0,48,4.98748,59.0,42.58938811047,42.29950004619,42.78264681999,52.87,42.57328321801,3.6,16,LLY
09-11-2013,57.5,65.0,48,4.98748,59.0,42.57328321801,42.424312962755,42.79875171245,52.8,42.5169160944,3.6,16,LLY
09-12-2013,57.5,65.0,48,4.98748,59.0,42.5974405567,42.480680086365,42.85511883606,52.91,42.60549300293,3.6,16,LLY
09-13-2013,57.5,65.0,48,4.98748,59.0,42.68601746523,42.62159789539,42.91148595967,53.27,42.89538106721,3.6,16,LLY
09-16-2013,57.5,65.0,48,4.98748,59.0,43.29800337871,43.02422020689,43.35437050232,53.64,43.19332157772,3.6,16,LLY
09-17-2013,57.5,65.0,48,4.98748,59.0,43.19332157772,43.16916423903,43.62815367414,53.83,43.34631805609,3.6,16,LLY
09-18-2013,57.5625,65.0,48,4.96196,59.0,43.37852784101,42.85511883606,43.68452079775,54.16,43.61204878168,3.6,16,LLY
09-19-2013,57.5625,65.0,48,4.96196,59.0,43.4026851797,43.18526913149,43.57983899676,53.86,43.37047539478,3.6,16,LLY
09-20-2013,57.5625,65.0,48,4.96196,59.0,43.51541942692,43.25774114756,43.62815367414,53.93,43.42684251839,3.6,16,LLY
09-23-2013,57.5625,65.0,48,4.96196,59.0,43.35437050232,42.54107343309,43.37047539478,53.04,42.71017480392,3.6,16,LLY
09-24-2013,57.6875,65.0,48,5.02144,59.0,42.66991257277,42.13845112159,42.75043703507,52.43,42.21897558389,3.6,16,LLY
09-25-2013,57.6875,65.0,48,5.02144,59.0,42.3558671698,42.16260846028,42.6344012848957,52.61,42.36391961603,3.6,16,LLY
09-26-2013,57.1875,65.0,48,5.32938,59.0,41.2285246976,40.38301784345,41.83245816485,51.04,41.09968555792,3.63158,16,LLY
09-27-2013,57.1875,65.0,48,5.32938,59.0,40.80979749364,40.31859827361,40.9186665666696,50.5,40.6648534615,3.63158,16,LLY
09-30-2013,57.1875,65.0,48,5.32938,59.0,40.5038045369,40.43133252083,40.79369260118,50.33,40.52796187559,3.63158,16,LLY
10-01-2013,57.1875,65.0,48,5.32938,59.0,40.59238144543,40.45548985952,40.81784993987,50.67,40.80174504741,3.63158,16,LLY
10-02-2013,57.1875,65.0,48,5.32938,59.0,40.62459123035,40.43938496706,40.80174504741,50.54,40.69706324642,3.63158,16,LLY
10-03-2013,57.1875,65.0,48,5.32938,59.0,40.46354230575,39.0543642155,40.49575209067,48.8,39.2959376024,3.63158,16,LLY
10-04-2013,56.9375,65.0,48,5.5618,59.0,39.34425227978,38.65979435023,39.34425227978,48.38,38.95773486074,3.63158,16,LLY
10-07-2013,56.9375,65.0,48,5.5618,59.0,38.78863348991,38.29743426988,38.82084327483,47.65,38.36990628595,3.63158,16,LLY
10-08-2013,56.9375,65.0,48,5.5618,59.0,38.45043074825,38.27327693119,38.94162996828,48.05,38.69200413515,3.63158,16,LLY
10-09-2013,56.64706,65.0,48,5.51939,59.0,38.72421392007,38.27327693119,38.86110550598,47.96,38.61953211908,3.6,17,LLY
10-10-2013,56.64706,65.0,48,5.51939,59.0,39.31204249486,39.06241666173,39.58582566668,49.15,39.57777322045,3.6,17,LLY
10-11-2013,56.11765,65.0,40,6.56087,59.0,39.15904601649,39.06241666173,39.52945854307,48.88,39.36035717224,3.5,17,LLY
10-14-2013,56.11765,65.0,40,6.56087,59.0,39.15904601649,39.026180653695,39.49724875815,49.03,39.48114386569,3.5,17,LLY
10-15-2013,56.11765,65.0,40,6.56087,59.0,39.2959376024,39.1348886778,39.52140609684,48.81,39.30399004863,3.5,17,LLY
10-16-2013,55.82353,65.0,40,6.44648,58.0,39.40867184962,39.06241666173,39.461012750115,48.91,39.38451451093,3.5,17,LLY
10-17-2013,55.82353,65.0,40,6.44648,58.0,39.38451451093,39.38451451093,40.06897244048,49.7,40.0206577631,3.5,17,LLY
10-18-2013,55.82353,65.0,40,6.44648,58.0,40.23807381131,39.68245502144,40.27028359623,49.56,39.90792351588,3.5,17,LLY
10-21-2013,55.82353,65.0,40,6.44648,58.0,39.91597596211,39.77103192997,40.03676265556,49.65,39.98039553195,3.5,17,LLY
10-22-2013,55.82353,65.0,40,6.44648,58.0,40.03676265556,39.88376617719,40.56017166051,50.15,40.38301784345,3.5,17,LLY
10-23-2013,55.82353,65.0,40,6.44648,58.0,40.68095835396,40.21391647262,41.067475773,50.31,40.51185698313,3.5,17,LLY
10-24-2013,55.82353,65.0,40,6.44648,58.0,40.92253174086,40.55211921428,41.067475773,50.55,40.70511569265,3.6,17,LLY
10-25-2013,55.82353,65.0,40,6.44648,58.0,40.64874856904,40.51185698313,41.067475773,50.66,40.79369260118,3.6,17,LLY
10-28-2013,55.82353,65.0,40,6.44648,58.0,40.825902386100005,40.7453779238,41.18021002022,50.88,40.97084641824,3.6,17,LLY
10-29-2013,55.82353,65.0,40,6.44648,58.0,41.03526598808,40.36691295099,41.05137088054,50.2,40.4232800746,3.6,17,LLY
10-30-2013,55.82353,65.0,40,6.44648,58.0,40.45548985952,39.43282918831,40.47964719821,49.21,39.62608789783,3.6,17,LLY
10-31-2013,55.82353,65.0,40,6.44648,58.0,39.67440257521,39.63414034406,40.43133252083,49.82,40.11728711786,3.6,17,LLY
11-01-2013,55.82353,65.0,40,6.44648,58.0,40.18975913393,40.10923467163,40.60848633789,50.38,40.56822410674,3.6,17,LLY
11-04-2013,55.82353,65.0,40,6.44648,58.0,40.57627655297,40.3427556123,40.70511569265,50.41,40.59238144543,3.6,17,LLY
11-05-2013,55.82353,65.0,40,6.44648,58.0,40.48769964444,40.43133252083,40.81784993987,50.37,40.56017166051,3.6,17,LLY
11-06-2013,55.82353,65.0,40,6.44648,58.0,40.71316813888,40.47159475198,40.71316813888,50.49,40.65680101527,3.6,17,LLY
11-07-2013,55.82353,65.0,40,6.44648,58.0,40.70511569265,40.23807381131,40.76148281626,50.01,40.27028359623,3.6,17,LLY
11-08-2013,55.82353,65.0,40,6.44648,58.0,40.22196891885,40.16560179524,40.80174504741,50.63,40.76953526249,3.6,17,LLY
11-11-2013,55.58824,65.0,40,6.65148,58.0,40.04481510179,39.863635061615,40.51990942936,50.28,40.48769964444,3.55,17,LLY
11-12-2013,55.58824,65.0,40,6.65148,58.0,40.32665071984,40.23807381131,40.48769964444,50.06,40.31054582738,3.55,17,LLY
11-13-2013,55.58824,65.0,40,6.65148,58.0,40.074716532928,40.06658448817701,41.205070753317,50.55,41.107486216305,3.55,17,LLY
