 Date,LLY Price Target,LLY Price Target - High,LLY Price Target - Low,LLY Price Target - StdDev,LLY Price Target - Median,LLY Open,LLY Low,LLY High,LLY Close,LLY Adj. Close,LLY Rating,LLY Price Target - #,Ticker
02-05-2013,54.05556,64.0,43,5.58243,54.5,42.136711932672,42.136711932672,42.630501525633,54.1,42.403201554270005,3.33333,18,LLY
02-06-2013,54.05556,64.0,43,5.58243,54.5,42.269956743471,42.034818842061,42.450229134552,53.93,42.269956743471,3.33333,18,LLY
02-07-2013,54.11111,65.0,43,5.68516,54.5,42.207253303095,41.713463710134,42.262118813424,53.78,42.152387792766,3.33333,18,LLY
02-08-2013,54.11111,65.0,43,5.68516,54.5,42.042656772108,41.979953331732005,42.3248222538,53.72,42.105360212484,3.33333,18,LLY
02-11-2013,54.11111,65.0,43,5.68516,54.5,41.979953331732005,41.917249891356,42.371849834082006,53.9,42.24644295333,3.33333,18,LLY
02-12-2013,54.11111,65.0,43,5.68516,54.5,42.121036072578,42.074008492296,42.254280883377,53.8,42.16806365286,3.33333,18,LLY
02-13-2013,54.11111,65.0,43,5.68516,54.5,42.23925340632,42.128513790648,42.278803269060006,53.44,42.270893296512,3.33333,18,LLY
02-14-2013,54.11111,65.0,43,5.68516,54.5,42.096873900456,42.065234010264,42.381632912184,53.5,42.3183531318,3.33333,18,LLY
02-15-2013,54.11111,65.0,43,5.68516,54.5,42.3183531318,42.3183531318,42.7138517592,53.59,42.389542884732,3.33333,18,LLY
02-19-2013,54.11111,65.0,43,5.68516,54.5,42.413272802376,42.39745285728,42.856231265064,54.18,42.856231265064,3.33333,18,LLY
02-20-2013,54.11111,65.0,43,5.68516,54.5,42.840411319968,42.79295148468,43.251729892464006,54.29,42.943240963092,3.33333,18,LLY
02-21-2013,54.11111,65.0,43,5.68516,54.5,42.800861457228,42.658481951364,42.911601072900005,54.02,42.729671704296,3.33333,18,LLY
02-22-2013,54.11111,65.0,43,5.68516,54.5,42.769221567036006,42.34208304944401,42.927421017996,54.27,42.927421017996,3.33333,18,LLY
02-25-2013,54.11111,65.0,43,5.68516,54.5,43.1093503866,42.53192239059601,43.449479206164,53.77,42.53192239059601,3.33333,18,LLY
02-26-2013,54.27778,68.0,43,6.03513,54.5,42.777131539584005,42.49632751413,43.125170331696005,54.43,43.053980578764005,3.33333,18,LLY
02-27-2013,54.27778,68.0,43,6.03513,54.5,43.1093503866,42.919511045448,43.496939041452,54.8,43.34664956304,3.33333,18,LLY
02-28-2013,54.27778,68.0,43,6.03513,54.5,43.251729892464006,43.172630166984,43.489029068904,54.66,43.235909947368,3.33333,18,LLY
03-01-2013,54.27778,68.0,43,6.03513,54.5,42.95906090818801,42.95906090818801,43.386199425780006,54.78,43.330829617944005,3.33333,18,LLY
03-04-2013,54.27778,68.0,43,6.03513,54.5,43.235909947368,43.133080304244,43.43112806985264,54.76,43.315009672848,3.33333,18,LLY
03-05-2013,54.27778,68.0,43,6.03513,54.5,43.481119096356,43.433659261068,44.090186982552005,55.54,43.931987531592,3.33333,18,LLY
03-06-2013,54.27778,68.0,43,6.03513,54.5,43.963627421784,43.441569233616,44.034817174716,55.08,43.568128794384,3.33333,18,LLY
03-07-2013,54.27778,68.0,43,6.03513,54.5,43.57603876693201,43.568128794384,43.947807476688006,55.35,43.78169805318,3.33333,18,LLY
03-08-2013,54.27778,68.0,43,6.03513,54.5,43.9003476414,43.481119096356,43.971616494057486,55.16,43.631408574768,3.33333,18,LLY
03-11-2013,54.27778,68.0,43,6.03513,54.5,43.552308849288,43.338739590492,43.694688355152,55.07,43.560218821836,3.33333,18,LLY
03-12-2013,54.27778,68.0,43,6.03513,54.5,43.552308849288,43.465299151260005,43.844977833564,55.08,43.568128794384,3.33333,18,LLY
03-13-2013,54.27778,68.0,43,6.03513,54.5,43.62349860222,43.504849014,43.71841827279601,55.06,43.552308849288,3.33333,18,LLY
03-14-2013,54.27778,68.0,43,6.03513,54.5,43.86870775120801,43.354559535588,44.01899722962,55.07,43.560218821836,3.33333,18,LLY
03-15-2013,54.27778,68.0,43,6.03513,54.5,43.251729892464006,43.022340688572,43.607678657124005,55.13,43.607678657124005,3.33333,18,LLY
03-18-2013,54.27778,68.0,43,6.03513,54.5,43.212180029724,43.140990276792,43.465299151260005,54.66,43.235909947368,3.33333,18,LLY
03-19-2013,54.27778,68.0,43,6.03513,54.5,43.370379480684,43.1093503866,43.473209123808005,54.79,43.338739590492,3.33333,18,LLY
03-20-2013,54.27778,68.0,43,6.03513,54.5,43.54439887674,43.52066895909601,43.86079777866001,55.3,43.74214819044,3.33333,18,LLY
03-21-2013,54.27778,68.0,43,6.03513,54.5,43.536488904192005,43.409929343424,43.734238217892,55.08,43.568128794384,3.33333,18,LLY
03-22-2013,54.27778,68.0,43,6.03513,54.5,43.7025983277,43.607678657124005,44.03877216099,55.57,43.955717449236005,3.33333,18,LLY
03-25-2013,54.27778,68.0,43,6.03513,54.5,44.05854709236001,43.713830488718166,44.129736845292,55.62,43.995267311976,3.33333,18,LLY
03-26-2013,54.27778,68.0,43,6.03513,54.5,44.21674654332,44.121826872744,44.833724402064,56.29,44.525235472692,3.33333,18,LLY
03-27-2013,54.27778,68.0,43,6.03513,54.5,44.319576186444,44.25629640606,44.659705006008,56.37,44.588515253076,3.33333,18,LLY
03-28-2013,54.27778,68.0,43,6.03513,54.5,44.699254868748,44.548965390336,45.039383688312,56.79,44.920734100092005,3.33333,18,LLY
04-01-2013,54.35294,68.0,43,6.20191,55.0,44.825814429516,44.469865664856,44.92864407264,56.61,44.778354594228006,3.34783,17,LLY
04-02-2013,54.35294,68.0,43,6.20191,55.0,44.794174539324,44.525235472692,45.197583139272005,56.5,44.6913448962,3.34783,17,LLY
04-03-2013,54.35294,68.0,43,6.20191,55.0,44.825814429516,44.754624676584,45.268772892204,56.85,44.96819393538,3.34783,17,LLY
04-04-2013,54.35294,68.0,43,6.20191,55.0,44.96819393538,44.738804731488,45.308322754944,56.93,45.031473715764,3.34783,17,LLY
04-05-2013,54.35294,68.0,43,6.20191,55.0,44.65179503346,44.469865664856,44.778354594228006,56.48,44.675524951104,3.34783,17,LLY
04-08-2013,54.35294,68.0,43,6.20191,55.0,44.65179503346,44.196971611950005,44.944464017736,56.82,44.944464017736,3.34783,17,LLY
04-09-2013,54.35294,68.0,43,6.20191,55.0,45.055203633408006,44.754624676584,45.268772892204,56.74,44.881184237352,3.34783,17,LLY
04-10-2013,54.52941,68.0,44,6.16554,55.0,45.260862919656,45.25200375040224,45.624721656864,57.59,45.553531903932,3.34783,17,LLY
04-11-2013,54.52941,68.0,44,6.16554,55.0,45.60099173922,45.545621931384,46.083500064648,58.0,45.8778407784,3.34783,17,LLY
04-12-2013,54.52941,68.0,44,6.16554,55.0,45.695911409796,45.371602535328,46.14677984503201,57.51,45.490252123548,3.34783,17,LLY
04-15-2013,54.70588,68.0,44,6.13346,55.0,45.10266346869601,44.675524951104,45.680091464700006,56.49,44.683434923652,3.34783,17,LLY
04-16-2013,54.70588,68.0,44,6.13346,55.0,44.92864407264,44.722984786392,45.347872617684,57.18,45.229223029464,3.34783,17,LLY
04-17-2013,54.70588,68.0,44,6.13346,55.0,45.071023578504,44.877229251078,45.58517179412401,57.47,45.458612233356,3.34783,17,LLY
04-18-2013,54.70588,68.0,44,6.13346,55.0,45.466522205904,44.430315802116006,45.490252123548,56.29,44.525235472692,3.34783,17,LLY
04-19-2013,54.70588,68.0,44,6.13346,55.0,44.738804731488,44.588515253076,45.434882315712,57.42,45.419062370616,3.34783,17,LLY
04-22-2013,55.0,68.0,44,6.48981,55.0,45.450702260808,45.078933551052,45.58517179412401,57.58,45.545621931384,3.34783,17,LLY
04-23-2013,55.0,68.0,44,6.48981,55.0,45.830380943112,45.498162096096,46.198194666594006,58.33,46.138869872484,3.34783,17,LLY
04-24-2013,55.25,68.0,44,6.74073,55.0,45.806651025468,44.311666213896,46.138869872484,56.05,44.33539613154,3.34783,16,LLY
04-25-2013,55.91176,68.0,44,6.531,57.0,44.596425225624,43.52066895909601,44.6913448962,56.43,44.635975088364006,3.34783,17,LLY
04-26-2013,55.91176,68.0,44,6.531,57.0,44.65179503346,44.517325500144,44.8890942099,56.46,44.659705006008,3.34783,17,LLY
04-29-2013,55.91176,68.0,44,6.531,57.0,44.76253464913201,44.129736845292,44.794174539324,56.01,44.303756241348005,3.34783,17,LLY
04-30-2013,55.91176,68.0,44,6.531,57.0,44.21674654332,43.631408574768,44.21674654332,55.38,43.805427970824006,3.34783,17,LLY
05-01-2013,55.91176,68.0,44,6.531,57.0,43.58394873948001,42.83250134742,43.607678657124005,54.24,42.903691100352006,3.34783,17,LLY
