 Date,MET Price Target,MET Price Target - High,MET Price Target - Low,MET Price Target - StdDev,MET Price Target - Median,MET Open,MET Low,MET High,MET Close,MET Adj. Close,MET Rating,MET Price Target - #,Ticker
02-05-2013,42.73684,50.0,37.0,3.72533,42.0,24.257716718792,24.173936081878,24.451056650132,37.61,24.238382725658,4.08696,19,MET
02-06-2013,42.73684,50.0,37.0,3.72533,42.0,23.896815513624,23.787256219198,24.212604068146,37.57,24.212604068146,4.08696,19,MET
02-07-2013,42.73684,50.0,37.0,3.72533,42.0,24.219048732524,23.561692965968003,24.225493396902003,36.94,23.806590212332,4.08696,19,MET
02-08-2013,42.73684,50.0,37.0,3.72533,42.0,23.819479541088,23.658362931638003,23.916149506758,36.9,23.78081155482,4.08696,19,MET
02-11-2013,42.73684,50.0,37.0,3.72533,42.0,23.774366890442,23.639028938504,23.90970484238,36.9,23.78081155482,4.08696,19,MET
02-12-2013,42.73684,50.0,37.0,3.72533,42.0,23.793700883576,23.722809575418,24.025708801184003,37.13,23.929038835514003,4.08696,19,MET
02-13-2013,42.73684,50.0,37.0,3.72533,42.0,23.974151486160004,23.825924205466,24.39305467073,37.5,24.1674914175,4.08696,19,MET
02-14-2013,43.10526,50.0,37.0,3.86475,43.0,23.871036856112,23.220125753934003,23.993485479294,36.69,23.645473602882,4.08696,19,MET
02-15-2013,43.15789,50.0,37.0,3.78728,43.0,23.81303487671,23.419910349652003,23.951595160837,36.44,23.484356993432,4.08696,19,MET
02-19-2013,43.15789,50.0,37.0,3.78728,43.0,23.593916287858,23.548803637212,23.87748152049,37.0,23.8452581986,4.08696,19,MET
02-20-2013,43.15789,50.0,37.0,3.78728,43.0,23.858147527356003,23.055786812295,23.916149506758,35.89,23.129900452642,4.08696,19,MET
02-21-2013,43.10526,50.0,37.0,3.82368,43.0,22.981673171948,22.530546665488,23.059009144484,35.29,22.743220589962,4.08696,19,MET
02-22-2013,43.10526,50.0,37.0,3.82368,43.0,22.897892535034,22.839890555632,23.07189847324,35.78,23.059009144484,4.08696,19,MET
02-25-2013,43.10526,50.0,37.0,3.82368,43.0,23.252349075824,22.311428076636,23.316795719604,34.64,22.324317405392,4.08696,19,MET
02-26-2013,43.10526,50.0,37.0,3.82368,43.0,22.485434014842,21.840967577042,22.582103980512,34.86,22.466100021708,4.08696,19,MET
02-27-2013,43.21053,50.0,37.0,3.84679,44.0,22.45965535733,22.433876699818,23.026785822594,35.7,23.007451829460003,4.08696,19,MET
02-28-2013,43.21053,50.0,37.0,3.84679,44.0,22.994562500704,22.659439953048,23.13634511702,35.44,22.839890555632,4.08696,19,MET
03-01-2013,43.21053,50.0,37.0,3.84679,44.0,22.762554583096,22.401653377928,22.930115856924,35.32,22.762554583096,4.08696,19,MET
03-04-2013,43.21053,50.0,37.0,3.84679,44.0,22.665884617426,22.562769987378,22.872113877522,35.45,22.84633522001,4.08696,19,MET
03-05-2013,43.21053,50.0,37.0,3.84679,44.0,23.013896493838,22.885003206278,23.671252260394,36.43,23.477912329054,4.08696,19,MET
03-06-2013,43.21053,50.0,37.0,3.84679,44.0,23.626139609748,23.452133671542,23.793700883576,36.54,23.548803637212,4.08696,19,MET
03-07-2013,43.21053,50.0,37.0,3.84679,44.0,23.600360952236,23.593916287858,24.019264136806,37.21,23.980596150538,4.08696,19,MET
03-08-2013,43.21053,50.0,37.0,3.84679,44.0,24.186825410634,24.186825410634,25.224416375492,39.03,25.153525067334,4.08696,19,MET
03-11-2013,43.21053,50.0,37.0,3.84679,44.0,25.147080402956004,24.857070505946,25.585317580660004,39.61,25.527315601258,4.08696,19,MET
03-12-2013,43.21053,50.0,37.0,3.84679,44.0,25.404866978076,25.340420334296,25.55309425877,39.49,25.449979628722,4.08696,19,MET
03-13-2013,43.21053,50.0,37.0,3.84679,44.0,25.314641676784003,25.29530768365,25.81088083389,39.98,25.765768183244,4.08696,19,MET
03-14-2013,43.21053,50.0,37.0,3.84679,44.0,25.913995463938,25.759323518866,26.191116032192,40.18,25.894661470804,4.08696,19,MET
03-15-2013,43.21053,50.0,37.0,3.84679,44.0,25.785102176378,25.643319560062,25.959108114584,40.2,25.907550799560003,4.08696,19,MET
03-18-2013,43.21053,50.0,37.0,3.84679,44.0,25.527315601258,25.089078423554,25.611096238172003,39.15,25.23086103987,4.08696,19,MET
