 Date,TMO Price Target,TMO Price Target - High,TMO Price Target - Low,TMO Price Target - StdDev,TMO Price Target - Median,TMO Open,TMO Low,TMO High,TMO Close,TMO Adj. Close,TMO Rating,TMO Price Target - #,Ticker
05-31-2013,94.03333,103.0,77.0,7.13785,96.0,85.673855311335,85.1858090966455,86.49531923705,88.3,85.33560545956999,4.5,15,TMO
06-03-2013,94.39286,103.0,77.0,7.25598,96.0,85.838148096478,84.726755726393,86.0121051631,88.51,85.538555370629,4.52941,14,TMO
06-04-2013,94.39286,103.0,77.0,7.25598,96.0,85.40325542992301,85.15198411146899,86.002440881621,88.27,85.30661261513299,4.52941,14,TMO
06-05-2013,94.65385,103.0,77.0,7.4663,96.0,85.132655548511,83.26744922306399,85.412919711402,86.2,83.30610634898,4.5,13,TMO
06-06-2013,95.53571,103.0,77.0,7.30084,97.0,82.784235149114,82.185049697416,84.243541652443,86.95,84.030927459905,4.5,14,TMO
06-07-2013,95.23333,103.0,77.0,7.14345,97.0,82.05941403818899,81.66317849754999,82.67792805284499,84.58,81.740492749382,4.52941,15,TMO
06-10-2013,95.23333,103.0,77.0,7.14345,97.0,82.09807116410501,81.904785534525,83.12248500087901,85.8,82.91953508982,4.52941,15,TMO
06-11-2013,95.23333,103.0,77.0,7.14345,97.0,82.21404254185299,81.66317849754999,83.045170749047,85.42,82.552292393618,4.52941,15,TMO
06-12-2013,95.23333,103.0,77.0,7.14345,97.0,83.08382787496299,81.41190717909599,83.11282071939999,84.35,81.518214275365,4.52941,15,TMO
06-13-2013,95.23333,103.0,77.0,7.14345,97.0,82.283052623868,80.71464992648401,82.82521651926,85.35,82.63158655662,4.52941,15,TMO
06-14-2013,95.23333,103.0,77.0,7.14345,97.0,82.447638092112,82.070059664964,83.34801741838801,85.12,82.40891209958401,4.52941,15,TMO
06-17-2013,95.23333,103.0,77.0,7.14345,97.0,82.86394251178801,82.48636408464,83.40610640718,85.55,82.82521651926,4.52941,15,TMO
06-18-2013,95.23333,103.0,77.0,7.14345,97.0,83.05757247442801,82.767127530468,83.628780864216,86.18,83.43515090157601,4.52941,15,TMO
06-19-2013,94.89286,103.0,77.0,7.27564,96.75,83.328654422124,81.992607679908,83.522284384764,84.69,81.992607679908,4.5,14,TMO
06-20-2013,94.89286,103.0,77.0,7.27564,96.75,81.063183859236,78.59440183557601,81.072865357368,81.66,79.059113745912,4.5,14,TMO
06-21-2013,94.89286,103.0,77.0,7.27564,96.75,79.659366630096,79.39796618053201,80.859872398464,83.09,80.44356797878801,4.5,14,TMO
06-24-2013,94.89286,103.0,77.0,7.27564,96.75,79.64000363383201,78.45886086172801,80.3564344956,82.24,79.620640637568,4.5,14,TMO
06-25-2013,94.89286,103.0,77.0,7.27564,96.75,80.269301012412,79.852996592736,80.724331424616,83.13,80.482293971316,4.5,14,TMO
06-26-2013,94.89286,103.0,77.0,7.27564,96.75,81.101909851764,80.36611599373201,81.527895769572,83.4,80.74369442088,4.5,14,TMO
06-27-2013,94.89286,103.0,77.0,7.27564,96.75,81.41171779198801,81.3245843088,83.02852798003201,85.37,82.65094955288401,4.5,14,TMO
06-28-2013,94.89286,103.0,77.0,7.27564,96.75,82.283052623868,81.92483719298401,82.738083036072,84.63,81.934518691116,4.5,14,TMO
07-01-2013,94.89286,103.0,77.0,7.27564,96.75,82.321778616396,82.234645133208,84.703427156868,86.35,83.59973636982,4.5,14,TMO
07-02-2013,94.89286,103.0,77.0,7.27564,96.75,83.338335920256,82.19601595566132,83.580373373556,84.99,82.283052623868,4.5,14,TMO
07-03-2013,94.89286,103.0,77.0,7.27564,96.75,81.876429702324,81.721525732212,82.65094955288401,84.95,82.24432663134,4.5,14,TMO
07-05-2013,94.89286,103.0,77.0,7.27564,96.75,82.78649052673201,82.13783015188801,82.854261013656,85.42,82.69935704354401,4.5,14,TMO
07-08-2013,94.89286,103.0,77.0,7.27564,96.75,83.27056543333201,82.92203150058,83.870818317516,85.94,83.202794946408,4.5,14,TMO
07-09-2013,94.89286,103.0,77.0,7.27564,96.75,84.08381127642,83.5029213885,84.60661217554801,87.27,84.490434197964,4.5,14,TMO
07-10-2013,94.89286,103.0,77.0,7.27564,96.75,84.306485733456,84.2290337484,85.264954048524,88.04,85.23590955412801,4.5,14,TMO
07-11-2013,94.89286,103.0,77.0,7.27564,96.75,86.000747906556,85.400495022372,86.35896333744,88.42,85.60380648314401,4.5,14,TMO
07-12-2013,94.89286,103.0,77.0,7.27564,96.75,85.710302962596,85.09068708214801,85.98138491029201,88.19,85.381132026108,4.5,14,TMO
07-15-2013,94.89286,103.0,77.0,7.27564,96.75,85.565080490616,85.00839434802602,85.807117943916,88.24,85.429539516768,4.5,14,TMO
07-16-2013,95.25,103.0,80.0,6.46626,96.75,85.52635449808801,84.146741014278,85.61348798127601,87.56,84.77119764379201,4.5,14,TMO
07-17-2013,95.25,103.0,80.0,6.46626,96.75,85.01323509709201,84.39361921664401,85.187502063468,87.79,84.99387210082801,4.5,14,TMO
07-18-2013,95.25,103.0,80.0,6.46626,96.75,85.05196108962,85.04227959148801,86.155651876668,88.96,86.126607382272,4.5,14,TMO
07-19-2013,95.25,103.0,80.0,6.46626,96.75,86.31055584678,85.884569928972,86.775267757116,89.58,86.726860266456,4.5,14,TMO
07-22-2013,95.25,103.0,80.0,6.46626,96.75,86.571956296344,86.50418580942,87.47717637168601,90.33,87.452972626356,4.5,14,TMO
07-23-2013,95.25,103.0,80.0,6.46626,96.75,86.49450431128801,86.397689329968,87.443291128224,89.52,86.668771277664,4.5,14,TMO
07-24-2013,97.96429,103.0,80.0,5.96557,100.0,87.6175580946,87.52074311328,89.35054626022801,90.61,87.724054574052,4.4375,14,TMO
07-25-2013,98.53571,105.0,80.0,6.22341,100.0,87.491698618884,86.93017172722801,88.47921142834801,91.25,88.3436704545,4.4375,14,TMO
07-26-2013,98.53571,105.0,80.0,6.22341,100.0,88.062907008672,86.910808730964,88.256536971312,90.59,87.70469157778801,4.4375,14,TMO
07-29-2013,98.53571,105.0,80.0,6.22341,100.0,87.47233562262,87.239979667452,87.99513652174801,90.4,87.52074311328,4.4375,14,TMO
07-30-2013,98.53571,105.0,80.0,6.22341,100.0,87.8595955479,87.452972626356,88.07249169182268,90.48,87.598195098336,4.4375,14,TMO
07-31-2013,98.53571,105.0,80.0,6.22341,100.0,87.724054574052,87.588513600204,88.943923338684,91.11,88.208129480652,4.4375,14,TMO
08-01-2013,98.53571,105.0,80.0,6.22341,100.0,89.37959075462399,88.86647135362801,89.766850679904,92.02,89.089145810664,4.4375,14,TMO
08-02-2013,98.53571,105.0,80.0,6.22341,100.0,88.73093037978,88.614752402196,89.0697828144,91.81,88.88583434989201,4.4375,14,TMO
08-05-2013,98.53571,105.0,80.0,6.22341,100.0,88.663159892856,88.62443390032801,89.36022775836,92.05,89.11819030506,4.4375,14,TMO
08-06-2013,98.53571,105.0,80.0,6.22341,100.0,89.0697828144,88.701885885384,89.331183263964,92.08,89.147234799456,4.4375,14,TMO
08-07-2013,98.53571,105.0,80.0,6.22341,100.0,89.07946431253201,88.51793742087601,89.147234799456,91.68,88.75997487417601,4.4375,14,TMO
08-08-2013,98.53571,105.0,80.0,6.22341,100.0,89.292457271436,88.789019368572,89.45704273968,91.96,89.031056821872,4.4375,14,TMO
08-09-2013,98.53571,105.0,80.0,6.22341,100.0,88.83742685923201,88.83742685923201,89.60226521166,92.47,89.524813226604,4.4375,14,TMO
08-12-2013,98.53571,105.0,80.0,6.22341,100.0,89.12787180319201,88.68252288912,89.437679743416,92.18,89.24404978077601,4.4375,14,TMO
08-13-2013,98.53571,105.0,80.0,6.22341,100.0,89.24404978077601,88.69317253706521,89.718443189244,92.65,89.69908019298,4.4375,14,TMO
08-14-2013,99.5,113.0,80.0,7.01189,100.0,89.61194670979201,88.97296783308,89.718443189244,92.06,89.12787180319201,4.47059,15,TMO
08-15-2013,99.5,113.0,80.0,7.01189,100.0,88.39207794516,88.062907008672,88.8277453611,91.3,88.39207794516,4.47059,15,TMO
08-16-2013,99.5,113.0,80.0,7.01189,100.0,88.120995997464,87.482017120752,88.26989743873416,90.69,87.801506559108,4.47059,15,TMO
08-19-2013,99.5,113.0,80.0,7.01189,100.0,87.685328581524,87.43360963009201,88.2652503196308,90.42,87.540106109544,4.47059,15,TMO
08-20-2013,99.5,113.0,80.0,7.01189,100.0,87.559469105808,87.18189067866,87.79182506097601,90.32,87.443291128224,4.47059,15,TMO
08-21-2013,99.5,113.0,80.0,7.01189,100.0,87.3755206413,86.68813427392801,87.840232551636,90.07,87.201253674924,4.47059,15,TMO
08-22-2013,99.5,113.0,80.0,7.01189,100.0,87.22061667118801,87.133483188,87.76278056658,90.35,87.47233562262,4.47059,15,TMO
08-23-2013,99.5,113.0,80.0,7.01189,100.0,87.67564708339201,87.08507569734,88.15004049186,90.85,87.95641052922,4.47059,15,TMO
08-26-2013,99.5,113.0,80.0,7.01189,100.0,88.1016330012,87.482017120752,88.67284139098801,90.36,87.482017120752,4.47059,15,TMO
08-27-2013,99.5,113.0,80.0,7.01189,100.0,86.54291180194801,85.710302962596,86.54291180194801,88.83,86.000747906556,4.47059,15,TMO
08-28-2013,99.5,113.0,80.0,7.01189,100.0,85.991066408424,85.323043037316,86.33960034117601,88.9,86.06851839348,4.47059,15,TMO
08-29-2013,99.5,113.0,80.0,7.01189,100.0,85.807117943916,85.623169479408,86.94953472349201,89.17,86.329918843044,4.47059,15,TMO
08-30-2013,99.5,113.0,80.0,7.01189,100.0,86.388007831836,85.71998446072801,86.436415322496,88.83,86.000747906556,4.47059,15,TMO
09-03-2013,99.5,113.0,80.0,7.01189,100.0,87.104438693604,86.55743404914601,87.6175580946,90.12,87.249661165584,4.47059,15,TMO
09-04-2013,99.5,113.0,80.0,7.01189,100.0,87.17220918052801,86.90112723283201,88.03386251427601,90.85,87.95641052922,4.47059,15,TMO
09-05-2013,99.5,113.0,80.0,7.01189,100.0,87.966092027352,87.394883637564,88.05806625960601,90.68,87.79182506097601,4.47059,15,TMO
09-06-2013,99.5,113.0,80.0,7.01189,100.0,87.985455023616,86.852719742172,88.285581465708,90.51,87.62723959273201,4.47059,15,TMO
09-09-2013,100.16667,113.0,80.0,7.48703,101.0,87.87895854416399,87.83064786848533,88.5857079078,91.11,88.208129480652,4.47059,15,TMO
09-10-2013,100.16667,113.0,80.0,7.48703,101.0,88.556663413404,87.70469157778801,88.87615285176,90.77,87.87895854416399,4.47059,15,TMO
09-11-2013,100.16667,113.0,80.0,7.48703,101.0,87.888640042296,87.22061667118801,88.1016330012,90.8,87.90800303856,4.47059,15,TMO
09-12-2013,100.16667,113.0,80.0,7.48703,101.0,87.743145234576,87.636472533694,88.567434286846,91.07,88.31529881203399,4.47059,15,TMO
09-13-2013,100.16667,113.0,80.0,7.48703,101.0,88.29590377551,87.781935307624,88.57713180510801,91.11,88.35408888508199,4.47059,15,TMO
09-16-2013,100.16667,113.0,80.0,7.48703,101.0,89.226865528662,88.606224359894,89.537186113046,91.77,88.994125090374,4.47059,15,TMO
09-17-2013,100.16667,113.0,80.0,7.48703,101.0,88.965032535588,88.92624246254,90.487542902722,93.29,90.468147866198,4.47059,15,TMO
09-18-2013,100.16667,113.0,80.0,7.48703,101.0,90.458450347936,89.45960596695,91.466992247184,94.25,91.39910961935,4.47059,15,TMO
09-19-2013,100.16667,113.0,80.0,7.48703,101.0,91.6415475759,91.05969648018,91.78701034983,94.24,91.389412101088,4.47059,15,TMO
09-20-2013,100.16667,113.0,80.0,7.48703,101.0,91.573664948066,90.633005676652,91.874288014188,93.49,90.662098231438,4.47059,15,TMO
09-23-2013,100.16667,113.0,80.0,7.48703,101.0,90.38087020184,90.08994465398,90.923931224512,93.32,90.497240420984,4.47059,15,TMO
09-24-2013,100.16667,113.0,80.0,7.48703,101.0,90.545728012294,89.663253850452,90.633005676652,92.82,90.01236450788399,4.47059,15,TMO
09-25-2013,100.16667,113.0,80.0,7.48703,101.0,90.109339690504,89.158982900828,90.109339690504,92.37,89.57597618609401,4.47059,15,TMO
09-26-2013,100.5,113.0,80.0,7.08284,101.0,89.663253850452,89.546883631308,90.42935779315,93.01,90.196617354862,4.47059,15,TMO
09-27-2013,100.5,113.0,80.0,7.08284,101.0,89.82811166090599,89.498396039998,90.487542902722,93.01,90.196617354862,4.47059,15,TMO
09-30-2013,100.5,113.0,80.0,7.08284,101.0,89.430513412164,89.2171680104,89.866901733954,92.15,89.36263078433001,4.47059,15,TMO
10-01-2013,100.5,113.0,80.0,7.08284,101.0,89.42081589390199,89.246260565186,90.468147866198,92.85,90.04145706266999,4.47059,15,TMO
10-02-2013,100.5,113.0,80.0,7.08284,101.0,89.304445674758,88.74208659074462,89.711741441762,92.5,89.7020439235,4.47059,15,TMO
10-03-2013,100.5,113.0,80.0,7.08284,101.0,89.440210930426,87.869212971982,89.46930348521201,91.34,88.57713180510801,4.47059,15,TMO
10-04-2013,100.7,113.0,80.0,7.15029,101.0,88.75168713382399,88.567434286846,90.070549617456,92.36,89.566278667832,4.47059,15,TMO
10-07-2013,100.7,113.0,80.0,7.15029,101.0,89.178377937352,88.741989615562,89.537186113046,91.72,88.945637499064,4.47059,15,TMO
10-08-2013,100.7,113.0,80.0,7.15029,101.0,88.97473005385,87.87891049024401,88.97473005385,90.68,87.937095599816,4.47059,15,TMO
10-09-2013,100.7,113.0,80.0,7.15029,101.0,88.034070782436,86.996436328402,88.121348446794,89.93,87.209781730166,4.47059,15,TMO
10-10-2013,100.7,113.0,80.0,7.15029,101.0,87.781935307624,87.636472533694,89.585673704356,92.27,89.479001003474,4.47059,15,TMO
10-11-2013,100.7,113.0,80.0,7.15029,101.0,89.31414319302,88.95533501732601,90.264499982696,92.96,90.148129763552,4.47059,15,TMO
10-14-2013,100.7,113.0,80.0,7.15029,101.0,89.498396039998,88.499551659012,89.94448188005,92.66,89.857204215692,4.47059,15,TMO
10-15-2013,100.7,113.0,80.0,7.15029,101.0,89.624463777404,88.868057352968,89.973574434836,91.84,89.06200771820801,4.47059,15,TMO
10-16-2013,100.7,113.0,80.0,7.15029,101.0,89.372328302592,89.23656304692399,90.972418815822,93.51,90.681493267962,4.47059,15,TMO
10-17-2013,100.7,113.0,80.0,7.15029,101.0,90.33238261053,90.080247135718,93.164057943034,95.62,92.727669621244,4.47059,15,TMO
10-18-2013,100.7,113.0,80.0,7.15029,101.0,93.251335607392,92.70827458472,93.862279257898,96.12,93.212545534344,4.47059,15,TMO
10-21-2013,100.7,113.0,80.0,7.15029,101.0,93.19315049782,92.291281299454,93.745909038754,95.25,92.36886144555,4.47059,15,TMO
10-22-2013,101.23333,113.0,80.0,7.51635,101.0,92.436744073384,92.204003635096,93.72651400223,95.82,92.921619986484,4.47059,15,TMO
10-23-2013,103.13333,113.0,84.0,6.99397,103.0,94.570198091024,92.3495633842086,94.967796339766,97.48,94.531408017976,4.47059,15,TMO
10-24-2013,106.6,113.0,84.0,7.30114,110.0,94.822333565836,93.96895195878,95.384789625032,97.03,94.095019696186,4.47059,15,TMO
10-25-2013,106.6,113.0,84.0,7.30114,110.0,94.095019696186,93.87197677616,94.861123638884,97.81,94.851426120622,4.47059,15,TMO
10-28-2013,106.6,113.0,84.0,7.30114,110.0,94.812636047574,94.531408017976,95.064771522386,97.87,94.909611230194,4.47059,15,TMO
10-29-2013,106.6,113.0,84.0,7.30114,110.0,94.870821157146,94.531408017976,95.47206728939,98.42,95.442974734604,4.47059,15,TMO
10-30-2013,106.6,113.0,84.0,7.30114,110.0,95.5205548807,93.978649477042,95.53820436393684,97.49,94.541105536238,4.47059,15,TMO
10-31-2013,106.6,113.0,84.0,7.30114,110.0,94.667173273644,93.396798381322,95.341150792853,97.78,94.822333565836,4.47059,15,TMO
11-01-2013,106.6,113.0,84.0,7.30114,110.0,95.210234296316,94.686568310168,95.5147363697428,97.93,94.967796339766,4.47059,15,TMO
