 Date,TMO Price Target,TMO Price Target - High,TMO Price Target - Low,TMO Price Target - StdDev,TMO Price Target - Median,TMO Open,TMO Low,TMO High,TMO Close,TMO Adj. Close,TMO Rating,TMO Price Target - #,Ticker
06-08-2015,150.42105,165.0,132.0,8.29912,150.0,126.282060387725,125.22686019260898,126.565401180858,128.27,125.324563914379,4.61905,19,TMO
06-09-2015,150.42105,165.0,132.0,8.29912,150.0,125.050993493423,124.523393395865,126.04757145547698,128.57,125.617675079689,4.61905,19,TMO
06-10-2015,150.42105,165.0,132.0,8.29912,150.0,125.637215824043,125.637215824043,127.48381616549598,130.18,127.190705000186,4.61905,19,TMO
06-11-2015,150.42105,165.0,132.0,8.29912,150.0,127.55262580232,127.445027728407,127.904764953308,130.52,127.670005519316,4.61905,19,TMO
06-12-2015,150.42105,165.0,132.0,8.29912,150.0,127.034198718921,126.408173561609,127.670005519316,130.02,127.180923365166,4.61905,19,TMO
06-15-2015,150.42105,165.0,132.0,8.29912,150.0,126.065816053704,125.40066432406,126.87280160805152,129.54,126.711404497182,4.61905,19,TMO
06-16-2015,150.42105,165.0,132.0,8.29912,150.0,126.828784214178,125.469135825641,127.464591014573,128.8,125.98756290904,4.61905,19,TMO
06-17-2015,150.42105,165.0,132.0,8.29912,150.0,126.1831957707,124.61813287742,126.477231961775,128.64,125.831056619712,4.61905,19,TMO
06-18-2015,150.42105,165.0,132.0,8.29912,150.0,126.1831957707,126.0149515096724,127.601534017735,129.68,126.848347500344,4.61905,19,TMO
06-19-2015,150.27778,165.0,132.0,8.50363,150.0,126.711404497182,126.711404497182,127.45480937149,129.97,127.132015149751,4.6,18,TMO
06-22-2015,150.27778,165.0,132.0,8.50363,150.0,127.611315660818,127.141796792834,128.051489599553,130.09,127.249394866747,4.6,18,TMO
06-23-2015,150.27778,165.0,132.0,8.50363,150.0,127.15157843591702,126.173414127617,127.826511808644,129.55,126.72118614026502,4.6,18,TMO
06-24-2015,150.27778,165.0,132.0,8.50363,150.0,126.329920416945,126.065816053704,128.599261612201,130.27,127.425464442241,4.6,18,TMO
06-25-2015,150.27778,165.0,132.0,8.50363,150.0,127.366774583743,126.613588066352,129.098125409434,131.53,128.657951470699,4.6,18,TMO
06-26-2015,150.27778,165.0,132.0,8.50363,150.0,129.939346714572,129.088343766351,131.191397029196,132.21,129.323103200343,4.6,18,TMO
06-29-2015,150.27778,165.0,132.0,8.50363,150.0,128.061271242636,126.47664506319,129.29375827109402,129.45,126.623369709435,4.6,18,TMO
06-30-2015,150.27778,165.0,132.0,8.50363,150.0,127.983018097972,126.57446149402,128.393847107458,129.76,126.926600645008,4.6,18,TMO
07-01-2015,150.27778,165.0,132.0,8.50363,150.0,127.81673016556098,126.995072146589,128.03192631338698,130.82,127.963454811806,4.6,18,TMO
07-02-2015,150.27778,165.0,132.0,8.50363,150.0,128.276467390462,127.542844159237,128.589479969118,130.95,128.090616171885,4.6,18,TMO
07-06-2015,150.27778,165.0,132.0,8.50363,150.0,126.907037358842,126.848347500344,128.051489599553,130.39,127.542844159237,4.6,18,TMO
07-07-2015,150.27778,165.0,132.0,8.50363,150.0,128.002581384138,125.899528121293,128.149306030383,130.95,128.090616171885,4.6,18,TMO
07-08-2015,150.27778,165.0,132.0,8.50363,150.0,127.102670220502,125.31272735274382,127.74825866398,128.2,125.40066432406,4.6,18,TMO
07-09-2015,150.27778,165.0,132.0,8.50363,150.0,126.789657641846,124.980053671491,127.161360079,127.82,125.028961886906,4.6,18,TMO
07-10-2015,150.27778,165.0,132.0,8.50363,150.0,126.907037358842,125.879964835127,128.1395243873,130.63,127.777603593229,4.6,18,TMO
07-13-2015,150.27778,165.0,132.0,8.50363,150.0,128.501445181371,127.894983310225,131.445719749354,134.29,131.357684961607,4.6,18,TMO
07-14-2015,150.27778,165.0,132.0,8.50363,150.0,131.778295614176,131.2412834089193,134.02807352326602,136.59,133.607462870697,4.6,18,TMO
07-15-2015,150.27778,165.0,132.0,8.50363,150.0,134.350867745005,131.8125313649665,134.468247462001,135.25,132.296722697575,4.6,18,TMO
07-16-2015,150.27778,165.0,132.0,8.50363,150.0,132.82493142405698,132.746678279393,133.773750803108,136.66,133.675934372278,4.6,18,TMO
07-17-2015,150.27778,165.0,132.0,8.50363,150.0,133.284668648958,132.10108983591502,133.793314089274,135.75,132.785804851725,4.6,18,TMO
07-20-2015,150.27778,165.0,132.0,8.50363,150.0,132.854276353306,132.463010629986,133.509646439867,136.17,133.19663386121098,4.6,18,TMO
07-21-2015,150.27778,165.0,132.0,8.50363,150.0,133.362921793622,132.746678279393,134.047636809432,136.47,133.490083153701,4.6,18,TMO
07-22-2015,152.94444,165.0,132.0,8.46872,155.0,137.158199309826,135.06492769006402,138.165708547375,140.06,137.001693020498,4.6,18,TMO
07-23-2015,153.61111,165.0,132.0,8.52538,155.5,137.43208531615,136.50282922326502,137.862477611802,140.6,137.52990174698,4.6,18,TMO
07-24-2015,153.61111,165.0,132.0,8.52538,155.5,136.590864011012,134.59540882208,137.647281463976,137.94,134.927984686902,4.6,18,TMO
07-27-2015,153.61111,165.0,132.0,8.52538,155.5,134.478029105084,133.31401357820698,134.58562717899702,137.02,134.02807352326602,4.6,18,TMO
07-28-2015,153.61111,165.0,132.0,8.52538,155.5,135.70073449045898,134.44868417583498,136.082218570696,138.65,135.622481345795,4.6,18,TMO
07-29-2015,153.61111,165.0,132.0,8.52538,155.5,135.289905480973,135.289905480973,136.708243728008,139.62,136.571300724846,4.6,18,TMO
07-30-2015,153.61111,165.0,132.0,8.52538,155.5,135.896367352119,134.468247462001,136.55173743868,139.12,136.082218570696,4.6,18,TMO
07-31-2015,153.61111,165.0,132.0,8.52538,155.5,136.092000213779,135.85479536901624,137.187544239075,139.53,136.483265937099,4.6,18,TMO
08-03-2015,153.61111,165.0,132.0,8.52538,155.5,136.45392100785,134.67366196674402,136.727807014174,138.44,135.417066841052,4.6,18,TMO
08-04-2015,153.61111,165.0,132.0,8.52538,155.5,135.65182627504402,134.507374034333,135.955057210617,137.77,134.761696754491,4.6,18,TMO
08-05-2015,153.61111,165.0,132.0,8.52538,155.5,135.935493924451,135.025801117732,136.37566786318598,138.69,135.661607918127,4.6,18,TMO
08-06-2015,153.61111,165.0,132.0,8.52538,155.5,135.34859533947102,133.040127571883,136.082218570696,136.92,133.930257092436,4.6,18,TMO
08-07-2015,153.61111,165.0,132.0,8.52538,155.5,133.930257092436,131.4017023554805,134.086763381764,136.02,133.04990921496602,4.6,18,TMO
08-10-2015,153.61111,165.0,132.0,8.52538,155.5,134.047636809432,133.490083153701,134.507374034333,137.18,134.184579812594,4.6,18,TMO
08-11-2015,153.61111,165.0,132.0,8.52538,155.5,132.756459922476,130.927292665955,133.490083153701,134.58,131.641352611014,4.6,18,TMO
08-12-2015,153.61111,165.0,132.0,8.52538,155.5,130.643625016548,127.718913734731,132.110871478998,134.71,131.768513971093,4.6,18,TMO
08-13-2015,153.61111,165.0,132.0,8.52538,155.5,132.003273405085,130.45777379797102,132.179342980579,133.72,130.800131305876,4.6,18,TMO
08-14-2015,153.61111,165.0,132.0,8.52538,155.5,130.672969945797,130.58493515805,132.28694105449202,135.02,132.071744906666,4.6,18,TMO
08-17-2015,153.61111,165.0,132.0,8.52538,155.5,131.66091589718,131.083798955283,133.42161165212002,136.31,133.333576864373,4.6,18,TMO
08-18-2015,153.61111,165.0,132.0,8.52538,155.5,133.177070575045,132.24781448215998,133.72484258769302,135.32,132.365194199156,4.6,18,TMO
08-19-2015,153.61111,165.0,132.0,8.52538,155.5,131.514191250935,130.58493515805,132.10108983591502,133.73,130.80991294895898,4.6,18,TMO
08-20-2015,153.61111,165.0,132.0,8.52538,155.5,130.66318830271402,129.362229772675,130.78056801971,132.34,129.450264560422,4.6,18,TMO
08-21-2015,153.61111,165.0,132.0,8.52538,155.5,128.149306030383,125.116996674653,129.156815267932,127.96,125.165904890068,4.6,18,TMO
08-24-2015,153.61111,165.0,132.0,8.52538,155.5,118.26006487347,115.403825093234,123.366082562796,121.67,119.013251390861,4.6,18,TMO
08-25-2015,153.61111,165.0,132.0,8.52538,155.5,121.810801312599,117.311245494419,122.153158820504,120.05,117.428625211415,4.6,18,TMO
08-26-2015,153.61111,165.0,132.0,8.52538,155.5,119.883817625248,118.573077452126,122.720494119318,125.26,122.524861257658,4.6,18,TMO
08-27-2015,153.61111,165.0,132.0,8.52538,155.5,123.9578719693175,122.828092193231,125.30284789323,127.91,125.116996674653,4.6,18,TMO
08-28-2015,153.61111,165.0,132.0,8.52538,155.5,124.745294237499,122.896563694812,125.11386654886644,126.52,123.757348286116,4.6,18,TMO
08-31-2015,153.61111,165.0,132.0,8.52538,155.5,123.747566643033,122.15804964204553,124.461626588092,125.37,122.632459331571,4.6,18,TMO
09-01-2015,153.61111,165.0,132.0,8.52538,155.5,120.3142099209,118.142685156474,121.527133663192,121.45,118.798055243035,4.6,18,TMO
09-02-2015,153.61111,165.0,132.0,8.52538,155.5,120.41202635173,118.044868725644,120.41202635173,122.78,120.099013773074,4.6,18,TMO
09-03-2015,153.61111,165.0,132.0,8.52538,155.5,120.568532641058,119.707748049754,121.536915306275,122.77,120.089232129991,4.6,18,TMO
09-04-2015,153.61111,165.0,132.0,8.52538,155.5,118.044868725644,117.555786571494,119.326263969517,121.17,118.524169236711,4.6,18,TMO
09-08-2015,153.61111,165.0,132.0,8.52538,155.5,120.920671792046,119.521896831177,121.0879378887653,123.69,120.989143293627,4.6,18,TMO
09-09-2015,152.94444,165.0,132.0,8.85358,155.5,122.094468962006,118.7540378491615,122.221630322085,121.62,118.964343175446,4.6,18,TMO
09-10-2015,152.94444,165.0,132.0,8.85358,155.5,118.582859095209,118.416571162798,119.952289126829,122.03,119.365390541849,4.6,18,TMO
09-11-2015,152.94444,165.0,132.0,8.85358,155.5,118.924674867362,118.434990790662,120.423108142064,122.9,120.36434605286,4.6,18,TMO
09-14-2015,152.94444,165.0,132.0,8.85358,155.5,120.785474358822,119.071580090372,120.785474358822,122.16,119.639613619344,4.6,18,TMO
09-15-2015,152.94444,165.0,132.0,8.85358,155.5,120.334965008258,119.62981993781,122.89111588863202,125.09,122.509162308806,4.6,18,TMO
09-16-2015,152.94444,165.0,132.0,8.85358,155.5,122.411225493466,121.83339828296002,124.027182946576,126.28,123.674610411352,4.6,18,TMO
09-17-2015,152.94444,165.0,132.0,8.85358,155.5,123.811721952828,123.410181009934,128.062179738584,128.23,125.584378310482,4.6,18,TMO
09-18-2015,152.94444,165.0,132.0,8.85358,155.5,124.732328017024,122.871528525564,124.8694395585,125.78,123.184926334652,4.6,18,TMO
09-21-2015,152.94444,165.0,132.0,8.85358,155.5,123.517911506808,122.685448576418,124.605010157082,126.33,123.723578819022,4.6,18,TMO
09-22-2015,152.94444,165.0,132.0,8.85358,155.5,122.421019175,121.6482977019674,122.832353799428,125.25,122.66586121335,4.6,18,TMO
09-23-2015,152.94444,165.0,132.0,8.85358,155.5,122.234939225854,121.78442987529,123.02822743010802,124.62,122.048859276708,4.6,18,TMO
09-24-2015,152.94444,165.0,132.0,8.85358,155.5,121.255571072454,120.158678740646,121.676699378416,124.0,121.4416510216,4.6,18,TMO
09-25-2015,152.94444,165.0,132.0,8.85358,155.5,122.088034002844,119.698375708548,122.773591710224,122.65,120.11950401451,4.6,18,TMO
09-28-2015,152.94444,165.0,132.0,8.85358,155.5,118.660245465944,114.68401076314,119.404565262528,118.13,115.692759961142,4.6,18,TMO
09-29-2015,152.94444,165.0,132.0,8.85358,155.5,115.84945886568602,115.692759961142,118.807150688954,119.84,117.367479503456,4.6,18,TMO
09-30-2015,152.94444,165.0,132.0,8.85358,155.5,117.984481440098,117.984481440098,119.894249339228,122.28,119.757137797752,4.6,18,TMO
10-01-2015,152.38889,165.0,132.0,9.32225,155.5,120.16847242218,118.5035465614,120.52104495740402,122.1,119.58085153014,4.6,18,TMO
10-02-2015,152.38889,165.0,132.0,9.32225,155.5,117.563353134136,117.445828955728,121.950922461368,124.49,121.921541416766,4.6,18,TMO
10-05-2015,152.0,165.0,132.0,9.83757,155.5,121.83339828296002,121.83339828296002,124.144707124984,126.55,123.93903981277,4.6,18,TMO
10-06-2015,152.0,165.0,132.0,9.83757,155.5,122.76379802869,119.879558816927,123.371006283798,124.09,121.529794155406,4.61905,18,TMO
10-07-2015,152.0,165.0,132.0,9.83757,155.5,122.117415047446,121.39268261393,122.979259022438,125.2,122.61689280568,4.61905,18,TMO
10-08-2015,152.0,165.0,132.0,9.83757,155.5,122.156589773582,121.568968881542,123.25348210539,125.85,123.25348210539,4.61905,18,TMO
10-09-2015,152.0,165.0,132.0,9.83757,155.5,123.165338971584,122.998846385506,124.076151354246,126.52,123.909658768168,4.61905,18,TMO
10-12-2015,151.55556,165.0,132.0,9.82752,153.5,123.537498869876,122.724623302554,123.8900714051,125.9,123.30245051306,4.61905,18,TMO
10-13-2015,151.55556,165.0,132.0,9.82752,153.5,122.489574945738,122.254526588922,124.08594503578,125.48,122.89111588863202,4.61905,18,TMO
10-14-2015,151.55556,165.0,132.0,9.82752,153.5,122.597305442612,120.971554307968,123.517911506808,123.97,121.412269976998,4.61905,18,TMO
10-15-2015,151.38889,165.0,132.0,9.844,152.5,121.73546146762,120.99114167103602,122.949877977836,125.47,122.881322207098,4.61905,18,TMO
10-16-2015,151.52778,165.0,132.0,9.62703,152.5,123.263275786924,122.71482962102,123.836206156663,126.4,123.79213458976,4.61905,18,TMO
10-19-2015,151.63889,165.0,132.0,9.72369,152.5,123.664816729818,123.38079996533202,126.407047559338,129.03,126.367872833202,4.61905,18,TMO
10-20-2015,151.63889,165.0,132.0,9.72369,152.5,126.034887661046,125.398298361336,126.90652531757202,128.62,125.966331890308,4.61905,18,TMO
10-21-2015,152.02778,165.0,132.0,9.21724,152.5,126.074062387182,121.627730970746,127.30806626046602,127.11,124.487485978674,4.61905,18,TMO
10-22-2015,152.02778,165.0,132.0,9.21724,152.5,125.124075278384,121.118459530978,125.398298361336,124.0,121.4416510216,4.61905,18,TMO
10-23-2015,152.02778,165.0,132.0,9.21724,152.5,121.921541416766,121.53958783694,124.653978564752,126.47,123.860690360498,4.61905,18,TMO
10-26-2015,152.02778,165.0,132.0,9.21724,152.5,124.164294488052,123.59626095908,124.634391201684,127.03,124.409136526402,4.61905,18,TMO
10-27-2015,152.02778,165.0,132.0,9.21724,152.5,123.98800822044,123.79213458976,125.31015522753,126.79,124.174088169586,4.61905,18,TMO
10-28-2015,152.02778,165.0,132.0,9.21724,152.5,124.272024984926,123.478736780672,126.642095916154,129.25,126.58333382695,4.61905,18,TMO
10-29-2015,152.02778,165.0,132.0,9.21724,152.5,126.563746463882,126.24055497326002,128.796705853634,131.38,128.669387993692,4.61905,18,TMO
10-30-2015,152.02778,165.0,132.0,9.21724,152.5,128.708562719828,128.08176710165202,129.678137191694,130.78,128.08176710165202,4.61905,18,TMO
11-02-2015,152.02778,165.0,132.0,9.21724,152.5,128.57145117835202,128.307021776934,131.979652352184,134.54,131.764191358436,4.61905,18,TMO
11-03-2015,152.02778,165.0,132.0,9.21724,152.5,131.31368200787202,129.87401082237403,131.911096581446,134.26,131.489968275484,4.61905,18,TMO
11-04-2015,152.02778,165.0,132.0,9.21724,152.5,131.58790509082402,130.618330618958,132.537892199622,135.25,132.45954274735,4.61905,18,TMO
11-05-2015,152.02778,165.0,132.0,9.21724,152.5,131.96985867065,130.980696835716,132.929639460982,134.95,132.16573230133,4.61905,18,TMO
11-06-2015,152.02778,165.0,132.0,9.21724,152.5,131.205951510998,130.36369489907403,131.646667180028,134.3,131.52914300162,4.61905,18,TMO
11-09-2015,152.02778,165.0,132.0,9.21724,152.5,131.58790509082402,130.226583357598,131.92089026298,134.3,131.52914300162,4.61905,18,TMO
11-10-2015,152.02778,165.0,132.0,9.21724,152.5,131.53893668315402,130.667299026628,133.654371894498,136.03,133.22344990700202,4.61905,18,TMO
11-11-2015,152.02778,165.0,132.0,9.21724,152.5,133.58581612376005,132.01882707832002,133.83065816211,134.86,132.07758916752402,4.61905,18,TMO
11-12-2015,152.02778,165.0,132.0,9.21724,152.5,131.04925260645402,129.687930873228,132.146144938262,132.44,129.707518236296,4.61905,18,TMO
11-13-2015,152.02778,165.0,132.0,9.21724,152.5,129.93277291157798,129.188453114994,130.93104287033864,132.33,129.59978773942203,4.61905,18,TMO
11-16-2015,152.02778,165.0,132.0,9.21724,152.5,129.844629777772,129.776074007034,132.812115282574,135.54,132.743559511836,4.61905,18,TMO
11-17-2015,152.02778,165.0,132.0,9.21724,152.5,132.214700709,132.15593861979602,133.97756338512002,135.44,132.645622696496,4.61905,18,TMO
11-18-2015,152.02778,165.0,132.0,9.21724,152.5,132.880671053312,132.743559511836,135.098939920763,137.73,134.888375767782,4.61905,18,TMO
11-19-2015,152.02778,165.0,132.0,9.21724,152.5,134.937344175452,134.330135920344,135.72083869817203,137.4,134.56518427716,4.61905,18,TMO
11-20-2015,152.02778,165.0,132.0,9.21724,152.5,135.436821933686,134.58477164022798,135.54455243056,137.84,134.99610626465602,4.61905,18,TMO
11-23-2015,152.02778,165.0,132.0,9.21724,152.5,134.95693153852002,134.241992786538,135.74042606124002,137.6,134.76105790784,4.61905,18,TMO
11-24-2015,151.91667,165.0,132.0,9.27699,152.5,133.771896072906,133.38994249308,135.26053566607402,137.96,135.113630443064,4.61905,18,TMO
11-25-2015,151.91667,165.0,132.0,9.27699,152.5,134.95693153852002,134.78064527090802,136.08320491493,138.66,135.799188150444,4.61905,18,TMO
11-27-2015,151.91667,165.0,132.0,9.27699,152.5,135.77960078737598,135.77960078737598,137.395558240486,139.96,137.07236674986402,4.61905,18,TMO
11-30-2015,151.91667,165.0,132.0,9.27699,152.5,137.395558240486,135.505377704424,137.757924457244,138.4,135.54455243056,4.61905,18,TMO
12-01-2015,151.91667,165.0,132.0,9.27699,152.5,135.995061781124,134.330135920344,136.788349985378,138.35,135.49558402289,4.61905,18,TMO
12-02-2015,151.91667,165.0,132.0,9.27699,152.5,135.66207660896802,133.71313398370202,136.004855462658,136.77,133.94818234051803,4.61905,18,TMO
12-03-2015,151.91667,165.0,132.0,9.27699,152.5,133.918801295916,129.061135255052,134.78064527090802,132.57,129.834836096238,4.61905,18,TMO
12-04-2015,151.91667,165.0,132.0,9.27699,152.5,130.82399793117202,130.628124300492,134.32034223881,137.07,134.241992786538,4.61905,18,TMO
12-07-2015,151.91667,165.0,132.0,9.27699,152.5,134.02653179279,132.15593861979602,134.144055971198,135.53,132.73376583030202,4.61905,18,TMO
12-08-2015,152.58333,165.0,132.0,9.259,156.0,132.16573230133,131.783778721504,134.153849652732,136.05,133.24303727007,4.61905,18,TMO
12-09-2015,152.58333,165.0,132.0,9.259,156.0,132.626035333428,131.245126237134,134.16364333426603,134.39,131.617286135426,4.61905,18,TMO
12-10-2015,152.58333,165.0,132.0,9.259,156.0,131.646667180028,131.21574519253198,133.29200567774,135.13,132.342018568942,4.61905,18,TMO
12-11-2015,153.41667,175.0,132.0,10.48312,156.0,130.626219694845,130.45954208959,132.410650527575,134.2,131.5772625013,4.61905,18,TMO
12-14-2015,153.41667,175.0,132.0,10.48312,156.0,131.234102725775,130.806623691121,132.920487908355,135.41,132.76361486811498,4.61905,18,TMO
12-15-2015,153.41667,175.0,132.0,10.48312,156.0,133.646025719465,133.646025719465,135.45987024724,137.49,134.802964391235,4.61905,18,TMO
12-16-2015,153.41667,175.0,132.0,10.48312,156.0,135.96970762802,135.587329592435,137.98944802111,140.45,137.705115635675,4.61905,18,TMO
12-17-2015,153.41667,175.0,132.0,10.48312,156.0,137.53843803042,135.40104285715,137.77374759078,138.16,135.45987024724,4.61905,18,TMO
12-18-2015,153.41667,175.0,132.0,10.48312,156.0,134.57745939588995,131.881204016765,134.75394156616,134.51,131.881204016765,4.61905,18,TMO
12-21-2015,153.41667,175.0,132.0,10.48312,156.0,133.10677464364,132.93029247337,134.95003286646,137.55,134.861791781325,4.61905,18,TMO
12-22-2015,153.41667,175.0,132.0,10.48312,156.0,135.40104285715,134.5186320058,136.96977325954998,139.53,136.803095654295,4.61905,18,TMO
12-23-2015,153.41667,175.0,132.0,10.48312,156.0,137.26391021,136.91094586946,138.68557213717497,141.02,138.26397584153,4.61905,18,TMO
12-24-2015,153.41667,175.0,132.0,10.48312,156.0,138.18553932141,137.99925258612498,138.979709087625,141.32,138.55811279198,4.61905,18,TMO
12-28-2015,153.41667,175.0,132.0,10.48312,156.0,138.21495301645498,137.7786498732875,138.450262576815,140.7,137.95022976105,4.61905,18,TMO
12-29-2015,153.41667,175.0,132.0,10.48312,156.0,138.81303148237,138.62674474708498,140.69550796525,143.03,140.234693409545,4.61905,18,TMO
12-30-2015,153.41667,175.0,132.0,10.48312,156.0,140.24449797455998,139.72132638535962,140.842576440475,142.86,140.06801580429,4.61905,18,TMO
12-31-2015,153.41667,175.0,132.0,10.48312,156.0,139.195409517955,139.06795017276,140.411175579815,141.85,139.077754737775,4.61905,18,TMO
01-04-2016,153.41667,175.0,132.0,10.48312,156.0,136.72465913417497,134.63628678598,137.410978685225,138.75,136.038339583125,4.61905,18,TMO
01-05-2016,153.41667,175.0,132.0,10.48312,156.0,136.2834537085,135.665766112555,138.18553932141,138.51,135.803030022765,4.61905,18,TMO
01-06-2016,155.575,175.0,132.0,10.14061,159.0,133.881335279825,133.881335279825,135.74420263267498,137.45,134.763746131175,4.65217,20,TMO
01-07-2016,156.575,175.0,132.0,9.5227,160.0,132.3616277025,130.53797860971,132.61654639288997,134.31,131.685112716465,4.65217,20,TMO
01-08-2016,156.575,175.0,132.0,9.5227,160.0,132.94990160339998,131.20468903072998,134.332345270515,134.16,131.53804424124,4.65217,20,TMO
01-11-2016,156.975,175.0,132.0,9.40542,160.0,131.71452641151,130.78309273508498,134.60687309093498,134.88,132.24397292231998,4.65217,20,TMO
01-12-2016,156.975,175.0,132.0,9.40542,160.0,133.626416589435,132.89107421331,135.20495155685,136.97,134.29312701045498,4.65217,20,TMO
01-13-2016,156.975,175.0,132.0,9.40542,160.0,134.73433243613,130.4007146995,135.31280177201498,133.77,131.155666205655,4.65217,20,TMO
01-14-2016,156.975,175.0,132.0,9.40542,160.0,131.02820686046,130.83211556016,134.67550504604,135.79,133.13618833868497,4.65217,20,TMO
01-15-2016,156.975,175.0,132.0,9.40542,160.0,131.959640536885,128.096641920975,132.55771900279998,132.76,130.16540513913998,4.65217,20,TMO
01-19-2016,156.975,175.0,132.0,9.40542,160.0,131.94003140685498,130.30266904935,132.998924428475,134.91,132.273386617365,4.65217,20,TMO
01-20-2016,156.975,175.0,132.0,9.40542,160.0,130.06735948898998,127.00833520431,132.0233702094825,133.05,130.449737524575,4.65217,20,TMO
01-21-2016,157.175,175.0,132.0,9.25375,160.0,130.861529255205,128.18488300611,130.998793165415,131.68,129.10651211752,4.65217,20,TMO
01-22-2016,157.3,175.0,132.0,8.63192,160.0,130.979184035385,130.32227817938,132.7538103031,135.31,132.665569217965,4.65217,20,TMO
01-25-2016,157.3,175.0,132.0,8.63192,160.0,132.096904447095,131.65569902142,133.58719832937498,134.73,132.096904447095,4.65217,20,TMO
01-26-2016,157.3,175.0,132.0,8.63192,160.0,131.959640536885,129.488890153105,132.42045509259,134.1,131.47921685115,4.65217,20,TMO
01-27-2016,157.3,175.0,132.0,8.63192,160.0,131.430194026075,130.73406991001,134.528436570815,135.83,133.175406598745,4.65217,20,TMO
01-28-2016,155.9,170.0,132.0,8.69425,158.0,128.30253778629,124.69445786077,130.4007146995,128.17,125.66510979725498,4.65217,20,TMO
01-29-2016,152.4,170.0,132.0,8.11419,151.5,126.547520648605,126.0867060929,129.47908558809,132.06,129.47908558809,4.65217,20,TMO
02-01-2016,152.4,170.0,132.0,8.11419,151.5,128.69472038689,127.10638085446,129.51830384815,130.69,128.135860181035,4.65217,20,TMO
02-02-2016,152.4,170.0,132.0,8.11419,151.5,126.782830208965,124.057161134795,127.32208128479,126.89,124.410125475335,4.65217,20,TMO
02-03-2016,152.4,170.0,132.0,8.11419,151.5,125.43960480191,120.782436419785,125.43960480191,126.05,123.586542014075,4.65217,20,TMO
02-04-2016,152.4,170.0,132.0,8.11419,151.5,123.89048352954,123.488496363925,126.096510657915,127.8,125.3023408917,4.65217,20,TMO
02-05-2016,152.4,170.0,132.0,8.11419,151.5,124.5179756905,118.92937363195,124.763089815875,123.18,120.77263185477,4.65217,20,TMO
02-08-2016,152.4,170.0,132.0,8.11419,151.5,119.370579057625,117.409666054625,120.41966751423,121.94,119.55686579291,4.65217,20,TMO
02-09-2016,152.4,170.0,132.0,8.11419,151.5,118.664650376545,118.370513426095,123.017877243205,124.45,122.017811611675,4.65217,20,TMO
02-10-2016,152.4,170.0,132.0,8.11419,151.5,123.60615114410498,122.77276311783,126.4788886935,125.46,123.00807267819,4.65217,20,TMO
02-11-2016,152.4,170.0,132.0,8.11419,151.5,120.45888577429,119.860807308375,121.85809524758064,123.3,120.89028663495,4.65217,20,TMO
02-12-2016,152.4,170.0,132.0,8.11419,151.5,122.08644356678,121.53738792594,124.076770264825,126.48,124.00813830972,4.65217,20,TMO
02-16-2016,152.4,170.0,132.0,8.11419,151.5,125.22390437158,123.94931091963,125.9053216401225,127.42,124.92976742113,4.65217,20,TMO
02-17-2016,152.4,170.0,132.0,8.11419,151.5,125.66510979725498,125.06703133134,129.037880162415,130.7,128.14566474605,4.65217,20,TMO
02-18-2016,152.4,170.0,132.0,8.11419,151.5,127.71426388538998,126.763221078935,128.802570602055,129.69,127.155403679535,4.65217,20,TMO
02-19-2016,152.4,170.0,132.0,8.11419,151.5,126.98872607428,125.802373707465,128.20449213613998,130.16,127.61621823524,4.65217,20,TMO
02-22-2016,152.4,170.0,132.0,8.11419,151.5,128.43980169649998,127.77309127547998,129.410453632985,131.44,128.87120255716,4.65217,20,TMO
02-23-2016,152.4,170.0,132.0,8.11419,151.5,128.469215391545,126.32201565326,129.04768472743,129.74,127.20442650461,4.65217,20,TMO
02-24-2016,152.4,170.0,132.0,8.11419,151.5,125.87100566256998,125.155272416475,127.527977150105,129.77,127.233840199655,4.65217,20,TMO
02-25-2016,152.4,170.0,132.0,8.11419,151.5,127.459345195,126.55732521362,128.429997131485,130.57,128.01820540085498,4.65217,20,TMO
02-26-2016,152.4,170.0,132.0,8.11419,151.5,128.38097430641,127.724068450405,129.02807559739998,130.71,128.155469311065,4.65217,20,TMO
02-29-2016,152.3,170.0,132.0,8.06908,151.5,127.69465475536,126.606348038695,128.47892191090983,129.19,126.665175428785,4.65217,20,TMO
03-01-2016,152.3,170.0,132.0,8.06908,151.5,127.30247215476,127.16520824455,133.08716551361002,135.28,132.63615552292,4.65217,20,TMO
03-02-2016,152.3,170.0,132.0,8.06908,151.5,132.20475466226,132.08709988208,135.87166197787002,138.12,135.42065198718,4.65217,20,TMO
03-03-2016,152.3,170.0,132.0,8.06908,151.5,135.057883081625,133.79309419469,136.32267196856,138.67,135.959903063005,4.65217,20,TMO
03-04-2016,152.3,170.0,132.0,8.06908,151.5,136.06775327817,135.75400719769002,138.23456214648502,140.3,137.55804716045,4.65217,20,TMO
03-07-2016,152.3,170.0,132.0,8.06908,151.5,136.00892588808,134.60687309093498,138.85224974243,141.55,138.783617787325,4.65217,20,TMO
03-08-2016,152.3,170.0,132.0,8.06908,151.5,137.49921977036,136.06775327817,138.27623154779874,139.08,136.36189022862,4.65217,20,TMO
03-09-2016,152.3,170.0,132.0,8.06908,151.5,136.920750434475,134.783355261205,137.528633465405,138.15,135.450065682225,4.65217,20,TMO
03-10-2016,152.3,170.0,132.0,8.06908,151.5,136.22462631841,134.02840375505,137.42078325024,137.96,135.26377894694,4.65217,20,TMO
