 Date,CRM Price Target,CRM Price Target - High,CRM Price Target - Low,CRM Price Target - StdDev,CRM Price Target - Median,CRM Open,CRM Low,CRM High,CRM Close,CRM Adj. Close,CRM Rating,CRM Price Target - #,Ticker
10-09-2015,81.0,95.0,44.0,9.55988,83.0,75.23,74.74,75.7,75.25,75.25,4.28571,46,CRM
10-12-2015,81.25532,95.0,44.0,9.57494,83.0,75.31,74.99,76.249,75.88,75.88,4.3,47,CRM
10-13-2015,81.25532,95.0,44.0,9.57494,83.0,76.52,75.84,78.3,76.63,76.63,4.3,47,CRM
10-14-2015,81.29787,95.0,44.0,9.58704,84.0,76.29,75.21,76.57,75.58,75.58,4.3,47,CRM
10-15-2015,81.29787,95.0,44.0,9.58704,84.0,76.19,75.91,78.34,77.7,77.7,4.3,47,CRM
10-16-2015,81.29787,95.0,44.0,9.58704,84.0,78.18,77.46,78.84,78.77,78.77,4.3,47,CRM
10-19-2015,81.29787,95.0,44.0,9.58704,84.0,78.44,77.48,79.33,77.93,77.93,4.3,47,CRM
10-20-2015,81.29787,95.0,44.0,9.58704,84.0,78.0,76.88,78.51,77.53,77.53,4.3,47,CRM
10-21-2015,81.29787,95.0,44.0,9.58704,84.0,77.42,75.31,77.53,75.83,75.83,4.3,47,CRM
10-22-2015,81.29787,95.0,44.0,9.58704,84.0,76.45,76.45,78.4199,77.37,77.37,4.3,47,CRM
10-23-2015,81.29787,95.0,44.0,9.58704,84.0,78.2,77.27,79.38,78.56,78.56,4.3,47,CRM
10-26-2015,81.29787,95.0,44.0,9.58704,84.0,78.58,77.64,79.3,78.22,78.22,4.3,47,CRM
10-27-2015,81.29787,95.0,44.0,9.58704,84.0,78.04,77.32,78.622,77.75,77.75,4.3,47,CRM
10-28-2015,81.29787,95.0,44.0,9.58704,84.0,77.88,76.57,78.53,78.53,78.53,4.3,47,CRM
10-29-2015,81.29787,95.0,44.0,9.58704,84.0,78.58,77.57,78.72,78.14,78.14,4.3,47,CRM
10-30-2015,81.29787,95.0,44.0,9.58704,84.0,78.15,77.42,78.63,77.71,77.71,4.3,47,CRM
11-02-2015,81.29787,95.0,44.0,9.58704,84.0,77.71,77.5,79.82,79.2,79.2,4.3,47,CRM
11-03-2015,81.29787,95.0,44.0,9.58704,84.0,79.03,78.25,79.32,78.63,78.63,4.28,47,CRM
11-04-2015,81.29787,95.0,44.0,9.58704,84.0,78.88,78.08,79.48,78.39,78.39,4.28,47,CRM
11-05-2015,81.29787,95.0,44.0,9.58704,84.0,78.41,77.8,79.48,78.71,78.71,4.28,47,CRM
11-06-2015,81.29787,95.0,44.0,9.58704,84.0,78.56,78.18,79.6299,79.41,79.41,4.28,47,CRM
11-09-2015,81.58333,95.0,44.0,9.6864,84.0,78.93,77.41,79.02,78.22,78.22,4.29412,48,CRM
11-10-2015,81.89583,95.0,44.0,9.7857,85.0,78.2,77.3,78.36,78.25,78.25,4.29412,48,CRM
11-11-2015,82.16667,95.0,44.0,9.96313,85.0,78.54,78.09,79.0,78.71,78.71,4.29412,48,CRM
11-12-2015,82.25,95.0,44.0,9.96138,85.0,78.47,78.23,79.75,78.3,78.3,4.29412,48,CRM
11-13-2015,82.25,95.0,44.0,9.96138,85.0,78.08,75.4199,78.08,75.6,75.6,4.29412,48,CRM
11-16-2015,82.45833,95.0,44.0,10.01657,85.0,75.54,73.94,76.3325,76.26,76.26,4.29412,48,CRM
11-17-2015,82.97917,95.0,44.0,10.21129,85.0,76.57,76.41,78.49,77.24,77.24,4.29412,48,CRM
11-18-2015,82.97917,95.0,44.0,10.21129,85.0,77.77,75.81,78.0475,77.35,77.35,4.29412,48,CRM
11-19-2015,88.0,100.0,44.0,11.12242,90.0,81.05,80.45,82.9,80.64,80.64,4.31373,48,CRM
11-20-2015,88.0,100.0,44.0,11.12242,90.0,80.9,79.71,82.1397,80.99,80.99,4.29412,48,CRM
11-23-2015,88.0,100.0,44.0,11.12242,90.0,80.44,80.39,81.74,80.78,80.78,4.29412,48,CRM
11-24-2015,88.0,100.0,44.0,11.12242,90.0,80.3,79.13,80.8,80.39,80.39,4.29412,48,CRM
11-25-2015,88.04255,100.0,44.0,11.23626,90.0,80.37,79.75,81.12,80.41,80.41,4.28,47,CRM
11-27-2015,88.04255,100.0,44.0,11.23626,90.0,80.22,79.45,80.48,79.97,79.97,4.28,47,CRM
11-30-2015,88.04255,100.0,44.0,11.23626,90.0,79.73,79.29,80.18,79.69,79.69,4.28,47,CRM
12-01-2015,88.04255,100.0,44.0,11.23626,90.0,80.35,79.65,81.1,81.01,81.01,4.28,47,CRM
12-02-2015,88.04255,100.0,44.0,11.23626,90.0,80.77,80.42,81.94,80.88,80.88,4.28,47,CRM
12-03-2015,88.04255,100.0,44.0,11.23626,90.0,80.96,79.56,82.06,79.93,79.93,4.28,47,CRM
12-04-2015,88.04255,100.0,44.0,11.23626,90.0,80.33,80.16,82.14,82.14,82.14,4.28,47,CRM
12-07-2015,88.04255,100.0,44.0,11.23626,90.0,81.81,80.3,81.86,80.68,80.68,4.28,47,CRM
12-08-2015,88.04255,100.0,44.0,11.23626,90.0,80.21,79.86,81.46,81.08,81.08,4.28,47,CRM
12-09-2015,88.04255,100.0,44.0,11.23626,90.0,80.83,79.22,81.4,79.71,79.71,4.28,47,CRM
12-10-2015,88.04255,100.0,44.0,11.23626,90.0,79.8,79.16,79.975,79.38,79.38,4.28,47,CRM
12-11-2015,88.04255,100.0,44.0,11.23626,90.0,78.3,76.65,78.88,76.87,76.87,4.28,47,CRM
12-14-2015,89.0,100.0,54.0,9.26893,90.0,76.76,75.85,77.67,76.99,76.99,4.39583,46,CRM
12-15-2015,89.0,100.0,54.0,9.26893,90.0,77.66,76.97,77.87,77.37,77.37,4.39583,46,CRM
12-16-2015,89.08696,100.0,54.0,9.31531,90.0,77.64,77.12,79.1,78.89,78.89,4.39583,46,CRM
12-17-2015,89.25532,100.0,54.0,9.28616,90.0,78.97,78.04,79.32,78.43,78.43,4.4081600000000005,47,CRM
12-18-2015,89.61702,100.0,54.0,9.21043,90.0,78.11,77.03,79.49,77.03,77.03,4.44898,47,CRM
12-21-2015,89.61702,100.0,54.0,9.21043,90.0,78.3,76.43,78.33,77.29,77.29,4.44898,47,CRM
12-22-2015,89.61702,100.0,54.0,9.21043,90.0,77.52,76.85,78.09,77.86,77.86,4.44898,47,CRM
12-23-2015,89.61702,100.0,54.0,9.21043,90.0,78.2,77.94,78.9,78.04,78.04,4.44898,47,CRM
12-24-2015,89.61702,100.0,54.0,9.21043,90.0,78.03,77.58,78.35,77.83,77.83,4.44898,47,CRM
12-28-2015,89.61702,100.0,54.0,9.21043,90.0,77.66,77.38,78.2,78.2,78.2,4.44898,47,CRM
12-29-2015,89.61702,100.0,54.0,9.21043,90.0,78.5,78.44,79.76,79.44,79.44,4.44898,47,CRM
12-30-2015,89.61702,100.0,54.0,9.21043,90.0,79.3,78.97,79.89,79.14,79.14,4.44898,47,CRM
12-31-2015,89.3913,100.0,54.0,9.1805,90.0,78.99,78.36,79.415,78.4,78.4,4.4375,46,CRM
01-04-2016,89.93333,100.0,54.0,8.52291,90.0,77.14,75.64,77.21,76.71,76.71,4.46809,45,CRM
01-05-2016,89.93333,100.0,54.0,8.52291,90.0,77.07,76.67,77.97,77.05,77.05,4.46809,45,CRM
01-06-2016,89.93333,100.0,54.0,8.52291,90.0,75.72,75.63,77.33,76.29,76.29,4.46809,45,CRM
01-07-2016,89.93333,100.0,54.0,8.52291,90.0,75.13,73.47,75.6,74.3,74.3,4.46809,45,CRM
01-08-2016,89.93333,100.0,54.0,8.52291,90.0,74.78,72.9,75.26,73.23,73.23,4.46809,45,CRM
01-11-2016,89.93333,100.0,54.0,8.52291,90.0,73.74,71.86,73.83,73.18,73.18,4.46809,45,CRM
01-12-2016,90.15217,100.0,54.0,8.55663,90.5,73.97,73.05,75.28,74.46,74.46,4.47917,46,CRM
01-13-2016,90.15217,100.0,54.0,8.55663,90.5,74.99,71.8,75.71,72.35,72.35,4.47917,46,CRM
01-14-2016,90.15217,100.0,54.0,8.55663,90.5,72.42,70.87,73.62,73.07,73.07,4.47917,46,CRM
01-15-2016,90.15217,100.0,54.0,8.55663,90.5,69.87,68.18,71.05,70.86,70.86,4.47917,46,CRM
01-19-2016,90.30435,100.0,54.0,8.66745,90.5,71.86,69.9,72.19,70.8,70.8,4.47917,46,CRM
01-20-2016,90.30435,100.0,54.0,8.66745,90.5,69.13,66.94,70.83,70.33,70.33,4.47917,46,CRM
01-21-2016,90.30435,100.0,54.0,8.66745,90.5,70.36,69.14,70.64,69.51,69.51,4.47917,46,CRM
01-22-2016,90.30435,100.0,54.0,8.66745,90.5,70.45,70.3,71.64,71.55,71.55,4.47917,46,CRM
01-25-2016,90.8,100.0,54.0,8.0928,91.0,71.23,69.8,71.4,69.92,69.92,4.47917,45,CRM
01-26-2016,90.8,100.0,54.0,8.0928,91.0,69.96,69.22,70.1,69.87,69.87,4.47917,45,CRM
01-27-2016,90.8,100.0,54.0,8.0928,91.0,69.27,67.03,69.85,67.43,67.43,4.47917,45,CRM
01-28-2016,90.8,100.0,54.0,8.0928,91.0,66.88,65.27,67.5,65.69,65.69,4.47917,45,CRM
01-29-2016,90.8,100.0,54.0,8.0928,91.0,66.49,66.12,68.1,68.06,68.06,4.47917,45,CRM
02-01-2016,90.8,100.0,54.0,8.0928,91.0,67.59,67.07,69.0902,68.44,68.44,4.47917,45,CRM
02-02-2016,90.8,100.0,54.0,8.0928,91.0,67.65,64.16,67.75,64.52,64.52,4.47917,45,CRM
02-03-2016,90.46667,100.0,54.0,8.53906,91.0,65.42,63.24,66.5,65.34,65.34,4.47917,45,CRM
02-04-2016,90.46667,100.0,54.0,8.53906,91.0,65.68,64.825,67.37,67.2,67.2,4.47917,45,CRM
02-05-2016,90.46667,100.0,54.0,8.53906,91.0,63.11,57.75,63.27,58.51,58.51,4.47917,45,CRM
02-08-2016,89.80435,102.0,54.0,9.22808,90.5,56.87,52.6,56.99,54.05,54.05,4.46939,46,CRM
02-09-2016,89.80435,102.0,54.0,9.22808,90.5,53.61,52.79,58.58,57.33,57.33,4.5102,46,CRM
02-10-2016,89.1087,102.0,54.0,9.94163,90.5,58.5,58.38,61.59,58.76,58.76,4.53061,46,CRM
02-11-2016,88.76087,102.0,54.0,9.8338,90.0,57.19,56.58,59.85,59.24,59.24,4.5102,46,CRM
02-12-2016,88.76087,102.0,54.0,9.8338,90.0,60.01,59.1,60.53,59.68,59.68,4.5102,46,CRM
02-16-2016,88.36957,102.0,54.0,10.35953,90.0,60.68,58.46,60.98,59.72,59.72,4.5102,46,CRM
02-17-2016,88.36957,102.0,54.0,10.35953,90.0,60.38,59.89,64.4199,63.49,63.49,4.5102,46,CRM
02-18-2016,87.82979,102.0,54.0,10.11702,90.0,63.48,61.575,64.18,61.7,61.7,4.5,47,CRM
02-19-2016,87.82979,102.0,54.0,10.11702,90.0,61.75,60.66,62.36,62.14,62.14,4.5,47,CRM
02-22-2016,87.82979,102.0,54.0,10.11702,90.0,63.0,62.93,64.34,63.98,63.98,4.5,47,CRM
02-23-2016,87.74468,102.0,54.0,10.06462,90.0,63.72,62.4399,63.78,62.9,62.9,4.5,47,CRM
02-24-2016,87.74468,102.0,54.0,10.06462,90.0,62.0,60.33,62.98,62.52,62.52,4.5,47,CRM
02-25-2016,87.97872,102.0,60.0,8.75066,90.0,70.5,67.14,70.84,69.42,69.42,4.5,47,CRM
02-26-2016,88.10638,102.0,60.0,8.69148,90.0,69.68,68.28,70.01,69.72,69.72,4.5,47,CRM
02-29-2016,88.10638,102.0,60.0,8.69148,90.0,69.13,67.65,69.16,67.75,67.75,4.5,47,CRM
03-01-2016,88.10638,102.0,60.0,8.69148,90.0,68.12,67.5,70.06,70.02,70.02,4.5,47,CRM
03-02-2016,88.10638,102.0,60.0,8.69148,90.0,69.68,69.52,70.55,70.43,70.43,4.5,47,CRM
03-03-2016,88.10638,102.0,60.0,8.69148,90.0,70.05,69.52,70.935,70.8,70.8,4.5,47,CRM
03-04-2016,88.1875,102.0,60.0,8.61843,90.0,71.18,70.63,72.18,71.06,71.06,4.5098,48,CRM
03-07-2016,88.1875,102.0,60.0,8.61843,90.0,70.5,69.0,70.86,70.49,70.49,4.5098,48,CRM
03-08-2016,88.1875,102.0,60.0,8.61843,90.0,69.79,69.17,70.9,69.82,69.82,4.5098,48,CRM
03-09-2016,88.1875,102.0,60.0,8.61843,90.0,70.09,69.92,71.12,71.04,71.04,4.5098,48,CRM
03-10-2016,88.1875,102.0,60.0,8.61843,90.0,71.44,69.79,72.32,70.7,70.7,4.5098,48,CRM
03-11-2016,88.1875,102.0,60.0,8.61843,90.0,71.16,70.87,71.9,71.63,71.63,4.5098,48,CRM
03-14-2016,88.1875,102.0,60.0,8.61843,90.0,71.31,71.17,72.49,72.22,72.22,4.5098,48,CRM
03-15-2016,88.1875,102.0,60.0,8.61843,90.0,71.78,71.09,72.35,71.7,71.7,4.5098,48,CRM
03-16-2016,88.1875,102.0,60.0,8.61843,90.0,71.27,71.11,72.92,72.73,72.73,4.5098,48,CRM
03-17-2016,88.1875,102.0,60.0,8.61843,90.0,72.53,71.6,73.18,72.72,72.72,4.5098,48,CRM
03-18-2016,88.04255,102.0,60.0,8.65155,90.0,73.1,72.19,73.54,72.65,72.65,4.5,47,CRM
03-21-2016,88.04255,102.0,60.0,8.65155,90.0,72.5,71.69,72.67,72.25,72.25,4.5,47,CRM
03-22-2016,88.04255,102.0,60.0,8.65155,90.0,72.16,71.7,73.28,72.85,72.85,4.5,47,CRM
03-23-2016,87.86957,102.0,60.0,8.66429,90.0,71.69,71.485,72.58,71.78,71.78,4.4898,46,CRM
03-24-2016,87.86957,102.0,60.0,8.66429,90.0,71.54,71.06,72.45,72.44,72.44,4.4898,46,CRM
03-28-2016,87.86957,102.0,60.0,8.66429,90.0,72.39,71.41,72.68,71.95,71.95,4.4898,46,CRM
03-29-2016,87.86957,102.0,60.0,8.66429,90.0,71.54,70.71,72.69,72.3,72.3,4.4898,46,CRM
03-30-2016,87.86957,102.0,60.0,8.66429,90.0,73.0,72.9625,74.66,74.3,74.3,4.4898,46,CRM
03-31-2016,87.86957,102.0,60.0,8.66429,90.0,74.06,73.38,74.39,73.83,73.83,4.4898,46,CRM
04-01-2016,88.26087,102.0,60.0,8.57051,90.0,73.38,73.11,75.95,75.73,75.73,4.4898,46,CRM
04-04-2016,89.06522,139.0,60.0,11.16556,90.0,75.85,75.41,76.44,75.69,75.69,4.4898,46,CRM
04-05-2016,89.06522,139.0,60.0,11.16556,90.0,74.88,74.36,75.51,74.58,74.58,4.4898,46,CRM
04-06-2016,89.06522,139.0,60.0,11.16556,90.0,74.76,74.47,75.68,75.58,75.58,4.52083,46,CRM
04-07-2016,89.06522,139.0,60.0,11.16556,90.0,74.91,74.68,75.46,75.32,75.32,4.52083,46,CRM
04-08-2016,89.06522,139.0,60.0,11.16556,90.0,75.72,74.3,75.94,74.85,74.85,4.52083,46,CRM
04-11-2016,89.11111,139.0,60.0,11.28464,90.0,75.47,74.13,75.5,74.16,74.16,4.52083,45,CRM
04-12-2016,89.11111,139.0,60.0,11.28464,90.0,74.53,73.44,74.54,74.27,74.27,4.52083,45,CRM
04-13-2016,89.11111,139.0,60.0,11.28464,90.0,74.77,74.45,76.19,75.95,75.95,4.52083,45,CRM
04-14-2016,89.11111,139.0,60.0,11.28464,90.0,76.0,75.66,76.59,76.15,76.15,4.52083,45,CRM
04-15-2016,89.11111,139.0,60.0,11.28464,90.0,76.25,75.88,76.54,76.31,76.31,4.52083,45,CRM
04-18-2016,89.11111,139.0,60.0,11.28464,90.0,76.24,75.86,77.29,77.27,77.27,4.52083,45,CRM
04-19-2016,89.11111,139.0,60.0,11.28464,90.0,77.59,75.53,77.59,76.19,76.19,4.52083,45,CRM
04-20-2016,89.11111,139.0,60.0,11.28464,90.0,76.2,75.79,76.64,76.14,76.14,4.52083,45,CRM
04-21-2016,89.15891,139.0,60.0,11.16592,90.0,76.66,76.5,77.82,77.15,77.15,4.52083,46,CRM
04-22-2016,89.15891,139.0,60.0,11.16592,90.0,76.23,75.35,76.87,76.48,76.48,4.52083,46,CRM
04-25-2016,89.15891,139.0,60.0,11.16592,90.0,76.18,75.88,76.829,76.51,76.51,4.52083,46,CRM
04-26-2016,89.15891,139.0,60.0,11.16592,90.0,76.8,75.8,76.8,76.21,76.21,4.52083,46,CRM
04-27-2016,89.15891,139.0,60.0,11.16592,90.0,75.67,74.8,76.2,75.69,75.69,4.52083,46,CRM
04-28-2016,89.15891,139.0,60.0,11.16592,90.0,75.38,74.96,76.64,75.38,75.38,4.52083,46,CRM
04-29-2016,89.15891,139.0,60.0,11.16592,90.0,75.01,74.48,76.06,75.8,75.8,4.52083,46,CRM
05-02-2016,89.15891,139.0,60.0,11.16592,90.0,76.3,75.71,77.434,77.25,77.25,4.52083,46,CRM
05-03-2016,89.15891,139.0,60.0,11.16592,90.0,76.4,74.38,76.68,74.9,74.9,4.52083,46,CRM
05-04-2016,89.318,139.0,60.0,11.23762,90.0,74.31,73.54,74.63,73.99,73.99,4.51064,45,CRM
05-05-2016,89.318,139.0,60.0,11.23762,90.0,74.11,73.64,74.59,73.81,73.81,4.51064,45,CRM
05-06-2016,89.318,139.0,60.0,11.23762,90.0,73.5,73.17,74.32,74.25,74.25,4.51064,45,CRM
05-09-2016,89.318,139.0,60.0,11.23762,90.0,74.25,74.2,75.32,74.62,74.62,4.51064,45,CRM
05-10-2016,89.45133,139.0,60.0,11.23306,90.0,75.13,74.95,75.98,75.92,75.92,4.51064,45,CRM
05-11-2016,89.45133,139.0,60.0,11.23306,90.0,75.99,75.78,76.92,75.79,75.79,4.51064,45,CRM
05-12-2016,90.20689,139.0,60.0,10.58908,90.0,76.45,75.19,76.79,75.89,75.89,4.51064,45,CRM
05-13-2016,90.20689,139.0,60.0,10.58908,90.0,76.0,75.95,77.34,76.37,76.37,4.51064,45,CRM
05-16-2016,90.20689,139.0,60.0,10.58908,90.0,76.67,76.0,77.69,77.31,77.31,4.51064,45,CRM
05-17-2016,90.718,139.0,66.0,9.58879,90.0,77.46,76.57,77.55,76.77,76.77,4.51064,45,CRM
05-18-2016,90.718,139.0,66.0,9.58879,90.0,76.77,76.64,78.49,77.87,77.87,4.51064,45,CRM
05-19-2016,95.67356,139.0,73.0,9.67609,95.0,82.26,80.152,82.48,81.09,81.09,4.51064,45,CRM
05-20-2016,95.67356,139.0,73.0,9.67609,95.0,81.6,80.72,81.82,81.02,81.02,4.51064,45,CRM
05-23-2016,95.67356,139.0,73.0,9.67609,95.0,80.79,80.71,82.1,81.73,81.73,4.51064,45,CRM
05-24-2016,95.8025,139.0,73.0,9.74712,95.0,81.97,81.83,83.41,82.75,82.75,4.52174,44,CRM
05-25-2016,96.02977,139.0,73.0,9.48918,95.0,83.0,82.34,83.95,83.57,83.57,4.52174,44,CRM
05-26-2016,96.02977,139.0,73.0,9.48918,95.0,83.82,83.25,84.48,83.35,83.35,4.52174,44,CRM
05-27-2016,96.02977,139.0,73.0,9.48918,95.0,83.12,83.01,83.8,83.77,83.77,4.52174,44,CRM
05-31-2016,96.02977,139.0,73.0,9.48918,95.0,83.56,83.1573,84.06,83.71,83.71,4.52174,44,CRM
06-01-2016,96.3793,139.0,73.0,9.5294,95.0,82.07,81.91,83.85,83.45,83.45,4.51111,43,CRM
06-02-2016,96.84795,139.0,73.0,9.41512,95.0,83.21,82.45,83.37,83.24,83.24,4.52174,44,CRM
06-03-2016,96.84795,139.0,73.0,9.41512,95.0,83.0,82.12,83.01,82.55,82.55,4.52174,44,CRM
06-06-2016,96.84795,139.0,73.0,9.41512,95.0,82.86,82.5,83.4,82.83,82.83,4.52174,44,CRM
06-07-2016,96.84795,139.0,73.0,9.41512,95.0,82.98,82.76,83.34,83.14,83.14,4.52174,44,CRM
06-08-2016,96.96159,139.0,73.0,9.39815,95.5,83.13,82.935,83.56,83.35,83.35,4.52174,44,CRM
06-09-2016,96.96159,139.0,73.0,9.39815,95.5,82.81,82.65,83.29,82.73,82.73,4.52174,44,CRM
06-10-2016,96.96159,139.0,73.0,9.39815,95.5,82.0,81.55,82.59,81.83,81.83,4.52174,44,CRM
06-13-2016,96.96159,139.0,73.0,9.39815,95.5,81.25,80.8,82.99,81.49,81.49,4.52174,44,CRM
06-14-2016,96.98467,139.0,73.0,9.2944,96.0,81.12,80.77,81.72,81.09,81.09,4.51064,45,CRM
06-15-2016,96.98467,139.0,73.0,9.2944,96.0,81.83,81.75,82.61,81.99,81.99,4.51064,45,CRM
06-16-2016,96.98467,139.0,73.0,9.2944,96.0,81.19,80.21,81.84,81.64,81.64,4.51064,45,CRM
06-17-2016,96.98467,139.0,73.0,9.2944,96.0,81.53,80.17,81.53,80.5,80.5,4.51064,45,CRM
06-20-2016,96.98467,139.0,73.0,9.2944,96.0,81.48,81.13,82.29,81.22,81.22,4.51064,45,CRM
06-21-2016,96.98467,139.0,73.0,9.2944,96.0,81.57,81.23,81.87,81.63,81.63,4.51064,45,CRM
06-22-2016,96.98467,139.0,73.0,9.2944,96.0,81.56,80.47,81.81,80.62,80.62,4.51064,45,CRM
06-23-2016,97.05022,139.0,73.0,9.20333,96.0,81.16,80.79,82.32,82.28,82.28,4.52083,46,CRM
06-24-2016,97.05022,139.0,73.0,9.20333,96.0,79.41,78.33,80.5095,78.46,78.46,4.52083,46,CRM
06-27-2016,96.985,139.0,73.0,9.207,95.5,77.46,75.51,77.69,76.07,76.07,4.54167,46,CRM
06-28-2016,96.985,139.0,73.0,9.207,95.5,77.55,76.6,77.9099,77.55,77.55,4.54167,46,CRM
06-29-2016,96.94152,139.0,73.0,9.17371,95.5,78.25,77.9,79.65,79.0,79.0,4.54167,46,CRM
06-30-2016,96.94152,139.0,73.0,9.17371,95.5,79.35,79.09,79.96,79.41,79.41,4.54167,46,CRM
07-01-2016,96.94152,139.0,73.0,9.17371,95.5,79.59,79.33,80.845,79.83,79.83,4.54167,46,CRM
07-05-2016,96.94152,139.0,73.0,9.17371,95.5,79.1,78.26,79.24,78.67,78.67,4.54167,46,CRM
07-06-2016,97.15891,139.0,73.0,9.24335,96.0,78.48,77.73,78.73,78.5,78.5,4.54167,46,CRM
07-07-2016,96.76244,139.0,73.0,8.95028,96.0,78.5,78.39,79.1,78.76,78.76,4.55319,45,CRM
07-08-2016,96.76244,139.0,73.0,8.95028,96.0,79.43,79.3,81.1001,80.89,80.89,4.55319,45,CRM
07-11-2016,96.76244,139.0,73.0,8.95028,96.0,81.06,81.05,81.83,81.66,81.66,4.55319,45,CRM
07-12-2016,96.76244,139.0,73.0,8.95028,96.0,81.95,81.215,82.45,81.93,81.93,4.55319,45,CRM
07-13-2016,96.76244,139.0,73.0,8.95028,96.0,82.37,81.28,82.48,81.33,81.33,4.53191,45,CRM
07-14-2016,96.76244,139.0,73.0,8.95028,96.0,82.0,81.445,82.02,81.56,81.56,4.53191,45,CRM
07-15-2016,96.76244,139.0,73.0,8.95028,96.0,81.86,81.04,81.9059,81.4,81.4,4.53191,45,CRM
07-18-2016,96.76244,139.0,73.0,8.95028,96.0,81.51,81.15,82.07,81.63,81.63,4.53191,45,CRM
07-19-2016,96.76244,139.0,73.0,8.95028,96.0,81.7,81.15,81.79,81.37,81.37,4.53191,45,CRM
07-20-2016,96.76244,139.0,73.0,8.95028,96.0,82.05,81.42,82.73,82.14,82.14,4.53191,45,CRM
07-21-2016,97.05133,139.0,73.0,9.16061,96.0,82.45,81.4343,83.09,81.7,81.7,4.53191,45,CRM
07-22-2016,97.05133,139.0,73.0,9.16061,96.0,81.99,81.23,82.67,82.55,82.55,4.53191,45,CRM
07-25-2016,97.05133,139.0,73.0,9.16061,96.0,82.58,81.92,82.68,82.19,82.19,4.53191,45,CRM
07-26-2016,97.05133,139.0,73.0,9.16061,96.0,82.0,81.43,82.19,81.76,81.76,4.53191,45,CRM
07-27-2016,97.05133,139.0,73.0,9.16061,96.0,81.92,81.05,82.12,81.5,81.5,4.53191,45,CRM
07-28-2016,97.05133,139.0,73.0,9.16061,96.0,81.92,81.699,82.72,82.33,82.33,4.53191,45,CRM
07-29-2016,97.05133,139.0,73.0,9.16061,96.0,82.25,80.88,82.405,81.8,81.8,4.53191,45,CRM
08-01-2016,96.55022,110.0,73.0,6.89686,96.0,81.78,80.55,81.8,81.02,81.02,4.54167,46,CRM
08-02-2016,96.55022,110.0,73.0,6.89686,96.0,80.81,79.6,80.85,80.5,80.5,4.54167,46,CRM
08-03-2016,96.55022,110.0,73.0,6.89686,96.0,80.53,79.84,80.74,80.41,80.41,4.54167,46,CRM
08-04-2016,96.55022,110.0,73.0,6.89686,96.0,80.54,80.32,81.12,80.56,80.56,4.54167,46,CRM
08-05-2016,96.55022,110.0,73.0,6.89686,96.0,80.87,80.66,81.33,81.33,81.33,4.54167,46,CRM
08-08-2016,96.55022,110.0,73.0,6.89686,96.0,81.38,81.035,81.52,81.17,81.17,4.54167,46,CRM
08-09-2016,96.55022,110.0,73.0,6.89686,96.0,81.11,81.0,81.63,81.18,81.18,4.54167,46,CRM
08-10-2016,96.55022,110.0,73.0,6.89686,96.0,81.3,79.94,81.46,80.24,80.24,4.54167,46,CRM
08-11-2016,96.55022,110.0,73.0,6.89686,96.0,80.42,80.2,81.64,81.48,81.48,4.54167,46,CRM
08-12-2016,96.55022,110.0,73.0,6.89686,96.0,81.31,80.59,81.79,81.63,81.63,4.54167,46,CRM
08-15-2016,96.55022,110.0,73.0,6.89686,96.0,79.35,78.205,79.75,78.92,78.92,4.5625,46,CRM
08-16-2016,96.55022,110.0,73.0,6.89686,96.0,79.0,77.92,79.0,77.96,77.96,4.5625,46,CRM
08-17-2016,96.55022,110.0,73.0,6.89686,96.0,77.42,75.87,77.45,76.32,76.32,4.5625,46,CRM
08-18-2016,96.55022,110.0,73.0,6.89686,96.0,76.37,76.17,77.16,76.91,76.91,4.5625,46,CRM
08-19-2016,96.55022,110.0,73.0,6.89686,96.0,76.72,76.51,77.57,77.48,77.48,4.5625,46,CRM
08-22-2016,96.55022,110.0,73.0,6.89686,96.0,77.48,76.96,77.65,77.25,77.25,4.5625,46,CRM
08-23-2016,96.55022,110.0,73.0,6.89686,96.0,77.82,77.68,78.28,78.02,78.02,4.5625,46,CRM
08-24-2016,96.55022,110.0,73.0,6.89686,96.0,78.0,77.58,78.69,77.82,77.82,4.5625,46,CRM
08-25-2016,96.55022,110.0,73.0,6.89686,96.0,78.14,78.11,80.24,80.16,80.16,4.5625,46,CRM
08-26-2016,96.55022,110.0,73.0,6.89686,96.0,80.39,79.46,80.7,80.03,80.03,4.5625,46,CRM
08-29-2016,96.52848,110.0,73.0,6.91273,96.0,80.21,79.7206,80.24,79.92,79.92,4.5625,46,CRM
08-30-2016,96.52848,110.0,73.0,6.91273,96.0,80.0,79.35,80.22,79.83,79.83,4.5625,46,CRM
08-31-2016,96.52848,110.0,73.0,6.91273,96.0,80.01,78.94,80.1,79.42,79.42,4.5625,46,CRM
09-01-2016,94.46326,110.0,68.0,7.41527,95.0,75.45,74.06,76.55,75.91,75.91,4.5625,46,CRM
09-02-2016,94.35457,110.0,68.0,7.45778,95.0,76.0,74.65,76.47,75.1,75.1,4.5625,46,CRM
09-06-2016,94.35457,110.0,68.0,7.45778,95.0,74.93,74.55,75.62,75.42,75.42,4.5625,46,CRM
09-07-2016,94.35457,110.0,68.0,7.45778,95.0,75.07,74.58,75.61,75.01,75.01,4.5625,46,CRM
09-08-2016,94.35457,110.0,68.0,7.45778,95.0,75.0,74.37,75.02,74.88,74.88,4.5625,46,CRM
09-09-2016,94.35457,110.0,68.0,7.45778,95.0,74.52,74.2,75.69,74.2,74.2,4.5625,46,CRM
