 Date,CRM Price Target,CRM Price Target - High,CRM Price Target - Low,CRM Price Target - StdDev,CRM Price Target - Median,CRM Open,CRM Low,CRM High,CRM Close,CRM Adj. Close,CRM Rating,CRM Price Target - #,Ticker
03-15-2013,47.56707,57.5,22.5,8.23641,50.0,44.6075,44.0475,44.96,44.125,44.125,4.0,41,CRM
03-18-2013,47.71951,57.5,22.5,8.33725,50.0,43.825,43.455,44.25,43.5325,43.5325,4.0,41,CRM
03-19-2013,47.71951,57.5,22.5,8.33725,50.0,43.63,42.5925,43.6825,42.8075,42.8075,4.0,41,CRM
03-20-2013,47.83333,57.5,22.5,8.26958,50.375,43.2875,42.945,43.4225,43.1275,43.1275,4.02174,42,CRM
03-21-2013,47.83333,57.5,22.5,8.26958,50.375,42.6925,42.535,43.42,43.1825,43.1825,4.02174,42,CRM
03-22-2013,47.83333,57.5,22.5,8.26958,50.375,43.85,43.2625,44.28,44.015,44.015,4.02174,42,CRM
03-25-2013,47.83333,57.5,22.5,8.26958,50.375,43.985,43.055,44.0675,43.19,43.19,4.02174,42,CRM
03-26-2013,47.83333,57.5,22.5,8.26958,50.375,43.375,42.798,43.7025,43.3975,43.3975,4.02174,42,CRM
03-27-2013,48.0,57.5,22.5,8.24392,50.75,43.23,43.12,44.0425,43.97,43.97,4.04255,43,CRM
03-28-2013,48.0,57.5,22.5,8.24392,50.75,43.9575,43.77,44.805,44.7075,44.7075,4.04255,43,CRM
04-01-2013,48.0,57.5,22.5,8.24392,50.75,44.675,43.6825,44.91375,43.8475,43.8475,4.04255,43,CRM
04-02-2013,48.14881,57.5,22.5,8.28421,51.0,44.2475,43.7025,44.3225,43.8325,43.8325,4.06522,42,CRM
04-03-2013,48.14881,57.5,22.5,8.28421,51.0,43.705,41.6725,43.9625,42.1275,42.1275,4.06522,42,CRM
04-04-2013,48.2381,57.5,22.5,8.33719,51.0,42.13,41.13,42.165,41.6025,41.6025,4.06522,42,CRM
04-05-2013,48.2381,57.5,22.5,8.33719,51.0,40.415,40.33,41.43,41.355,41.355,4.06522,42,CRM
04-08-2013,48.2381,57.5,22.5,8.33719,51.0,41.24,40.9925,41.7975,41.715,41.715,4.06522,42,CRM
04-09-2013,48.2381,57.5,22.5,8.33719,51.0,41.8775,40.8875,41.8775,41.3325,41.3325,4.06522,42,CRM
04-10-2013,48.2381,57.5,22.5,8.33719,51.0,41.485,41.377525,42.302475,42.195,42.195,4.06522,42,CRM
04-11-2013,48.2381,57.5,22.5,8.33719,51.0,41.88,41.4075,42.085,41.6275,41.6275,4.06522,42,CRM
04-12-2013,48.2381,57.5,22.5,8.33719,51.0,41.59,41.125,42.465,42.38,42.38,4.06522,42,CRM
04-15-2013,48.2381,57.5,22.5,8.33719,51.0,41.995,41.295,42.485,41.295,41.295,4.06522,42,CRM
04-16-2013,48.2381,57.5,22.5,8.33719,51.0,41.685,41.5175,42.6,42.5975,42.5975,4.08889,42,CRM
04-17-2013,48.2381,57.5,22.5,8.33719,51.0,42.2125,41.415,42.665,41.8375,41.8375,4.08889,42,CRM
04-18-2013,48.2381,57.5,22.5,8.33719,51.0,41.17,40.76,41.91,41.03,41.03,4.08889,42,CRM
04-19-2013,48.22619,57.5,22.5,8.3386,51.0,41.02,39.75,41.25,40.88,40.88,4.08889,42,CRM
04-22-2013,48.22619,57.5,22.5,8.3386,51.0,41.06,40.13,41.17,40.32,40.32,4.08889,42,CRM
04-23-2013,48.22619,57.5,22.5,8.33699,50.875,40.71,40.61,41.55,41.08,41.08,4.08889,42,CRM
04-24-2013,48.21429,57.0,22.5,8.32409,50.875,41.02,40.87,41.53,40.91,40.91,4.08889,42,CRM
04-25-2013,48.21429,57.0,22.5,8.32409,50.875,41.1,40.62,41.17,40.76,40.76,4.08889,42,CRM
04-26-2013,48.21429,57.0,22.5,8.32409,50.875,40.84,40.635,41.1,40.71,40.71,4.08889,42,CRM
04-29-2013,48.21429,57.0,22.5,8.32409,50.875,40.75,40.55,41.28,41.01,41.01,4.08889,42,CRM
04-30-2013,48.21429,57.0,22.5,8.32409,50.875,41.05,40.71,41.24,41.11,41.11,4.08889,42,CRM
05-01-2013,48.21429,57.0,22.5,8.32409,50.875,41.21,41.12,42.19,41.56,41.56,4.08889,42,CRM
05-02-2013,48.21429,57.0,22.5,8.32409,50.875,41.77,41.5,42.1,41.87,41.87,4.08889,42,CRM
05-03-2013,48.21429,57.0,22.5,8.32409,50.875,42.27,42.06,42.5,42.24,42.24,4.08889,42,CRM
05-06-2013,48.21429,57.0,22.5,8.32409,50.875,42.33,42.3,42.839,42.44,42.44,4.08889,42,CRM
05-07-2013,48.21429,57.0,22.5,8.32409,50.875,42.64,42.11,42.85,42.42,42.42,4.08889,42,CRM
05-08-2013,48.21429,57.0,22.5,8.32409,50.875,42.43,42.2,42.59,42.37,42.37,4.08889,42,CRM
05-09-2013,48.22619,57.0,22.5,8.33056,50.875,42.35,42.28,43.78,43.15,43.15,4.08889,42,CRM
05-10-2013,48.2381,57.0,22.5,8.33701,50.875,43.21,43.21,44.25,44.17,44.17,4.08889,42,CRM
05-13-2013,48.22024,57.0,22.5,8.33063,50.875,44.33,43.83,44.56,43.96,43.96,4.08889,42,CRM
05-14-2013,48.22024,57.0,22.5,8.33063,50.875,44.05,44.01,45.04,44.98,44.98,4.08889,42,CRM
05-15-2013,48.22024,57.0,22.5,8.33063,50.875,45.03,44.41,45.07,44.79,44.79,4.08889,42,CRM
05-16-2013,48.22024,57.0,22.5,8.33063,50.875,45.39,45.29,47.31,46.15,46.15,4.08889,42,CRM
05-17-2013,48.23214,57.0,22.5,8.33709,50.875,46.18,45.75,46.83,46.79,46.79,4.08889,42,CRM
05-20-2013,48.23214,57.0,22.5,8.33709,50.875,47.14,46.82,47.58,47.01,47.01,4.08889,42,CRM
05-21-2013,48.23214,57.0,22.5,8.33709,50.875,47.05,46.3,47.11,46.33,46.33,4.08889,42,CRM
05-22-2013,48.56098,57.0,22.5,8.17879,51.0,46.43,45.53,47.218,45.78,45.78,4.11364,41,CRM
05-23-2013,48.68293,57.0,22.5,8.23641,51.0,43.44,43.02,46.05,45.69,45.69,4.11364,41,CRM
05-24-2013,48.3869,60.0,22.5,8.63275,51.0,42.75,41.8,43.82,43.25,43.25,4.04444,42,CRM
05-28-2013,48.3869,60.0,22.5,8.63275,51.0,43.53,41.62,43.53,41.8,41.8,4.04444,42,CRM
05-29-2013,48.3869,60.0,22.5,8.63275,51.0,41.18,40.85,42.36,41.93,41.93,4.04444,42,CRM
05-30-2013,48.3869,60.0,22.5,8.63275,51.0,42.09,42.0,42.97,42.76,42.76,4.04444,42,CRM
05-31-2013,48.3869,60.0,22.5,8.63275,51.0,42.52,42.08,43.06,42.33,42.33,4.04444,42,CRM
06-03-2013,48.3869,60.0,22.5,8.63275,51.0,42.37,40.09,42.44,41.04,41.04,4.04444,42,CRM
06-04-2013,47.92073,60.0,22.5,8.67616,50.0,39.25,37.57,40.19,37.8,37.8,4.04651,41,CRM
06-05-2013,47.97024,60.0,22.5,8.64447,50.0,38.68,37.69,38.81,37.95,37.95,4.06818,42,CRM
06-06-2013,47.97024,60.0,22.5,8.64447,50.0,37.87,37.1,38.4,38.06,38.06,4.09091,42,CRM
06-07-2013,47.97024,60.0,22.5,8.64447,50.0,38.38,38.27,39.64,39.61,39.61,4.09091,42,CRM
06-10-2013,48.28571,65.0,22.5,9.01067,50.0,39.95,38.52,39.97,38.68,38.68,4.09091,42,CRM
06-11-2013,48.28571,65.0,22.5,9.01067,50.0,38.24,37.34,38.321,37.59,37.59,4.09091,42,CRM
06-12-2013,48.28571,65.0,22.5,9.01067,50.0,38.12,37.29,38.51,37.58,37.58,4.09091,42,CRM
06-13-2013,48.28571,65.0,22.5,9.01067,50.0,37.46,36.87,37.977,37.8,37.8,4.09091,42,CRM
06-14-2013,48.28571,65.0,22.5,9.01067,50.0,37.79,37.5,38.72,37.56,37.56,4.09091,42,CRM
06-17-2013,48.28571,65.0,22.5,9.01067,50.0,37.22,37.08,38.82,38.22,38.22,4.09091,42,CRM
06-18-2013,48.28571,65.0,22.5,9.01067,50.0,38.25,38.04,38.52,38.25,38.25,4.09091,42,CRM
06-19-2013,48.28571,65.0,22.5,9.01067,50.0,38.25,37.576,38.5,37.65,37.65,4.09091,42,CRM
06-20-2013,48.28571,65.0,22.5,9.01067,50.0,37.36,36.58,37.79,36.75,36.75,4.09091,42,CRM
06-21-2013,48.28571,65.0,22.5,9.01067,50.0,37.0,36.09,38.83,38.3,38.3,4.09091,42,CRM
06-24-2013,48.28571,65.0,22.5,9.01067,50.0,37.63,36.13,37.63,36.95,36.95,4.09091,42,CRM
06-25-2013,48.28571,65.0,22.5,9.01067,50.0,37.61,37.34,38.24,37.44,37.44,4.09091,42,CRM
06-26-2013,48.28571,65.0,22.5,9.01067,50.0,37.75,37.72,38.2,38.0,38.0,4.09091,42,CRM
06-27-2013,48.28571,65.0,22.5,9.01067,50.0,38.34,38.3,38.95,38.84,38.84,4.09091,42,CRM
06-28-2013,48.28571,65.0,22.5,9.01067,50.0,38.44,37.81,38.57,38.18,38.18,4.09091,42,CRM
07-01-2013,48.28571,65.0,22.5,9.01067,50.0,38.56,37.76,38.72,37.8,37.8,4.09091,42,CRM
07-02-2013,48.28571,65.0,22.5,9.01067,50.0,37.74,37.73,38.4,38.17,38.17,4.09091,42,CRM
07-03-2013,48.28571,65.0,22.5,9.01067,50.0,37.89,37.78,38.74,38.55,38.55,4.09091,42,CRM
07-05-2013,48.5061,65.0,22.5,9.00736,50.0,38.96,38.33,39.07,38.94,38.94,4.09091,41,CRM
07-08-2013,48.5061,65.0,22.5,9.00736,50.0,39.03,38.33,39.36,38.43,38.43,4.09091,41,CRM
07-09-2013,48.45732,65.0,22.5,9.04779,50.0,38.49,37.94,38.81,38.72,38.72,4.09091,41,CRM
07-10-2013,48.45732,65.0,22.5,9.04779,50.0,38.77,38.58,39.97,39.74,39.74,4.09091,41,CRM
07-11-2013,48.45732,65.0,22.5,9.04779,50.0,40.21,40.16,41.7,41.52,41.52,4.09091,41,CRM
07-12-2013,48.45732,65.0,22.5,9.04779,50.0,41.56,41.33,42.6,42.43,42.43,4.09091,41,CRM
07-15-2013,48.15698,65.0,22.5,9.1954,50.0,42.27,41.29,42.43,41.98,41.98,4.08696,43,CRM
07-16-2013,48.15698,65.0,22.5,9.1954,50.0,41.94,41.4,42.05,41.84,41.84,4.08696,43,CRM
07-17-2013,48.15698,65.0,22.5,9.1954,50.0,42.0,41.73,42.74,42.71,42.71,4.08696,43,CRM
07-18-2013,48.15698,65.0,22.5,9.1954,50.0,42.55,41.535,43.0,41.9,41.9,4.08696,43,CRM
07-19-2013,48.15698,65.0,22.5,9.1954,50.0,41.85,41.7,42.75,42.5,42.5,4.08696,43,CRM
07-22-2013,48.06548,65.0,22.5,9.28485,50.0,42.5,41.84,42.52,42.04,42.04,4.06667,42,CRM
07-23-2013,48.06548,65.0,22.5,9.28485,50.0,42.13,42.01,43.16,42.54,42.54,4.06667,42,CRM
07-24-2013,48.06548,65.0,22.5,9.28485,50.0,43.01,41.95,43.53,42.01,42.01,4.06667,42,CRM
07-25-2013,48.06548,65.0,22.5,9.28485,50.0,42.12,42.06,43.47,43.22,43.22,4.06667,42,CRM
07-26-2013,48.06548,65.0,22.5,9.28485,50.0,42.97,42.275,43.33,43.22,43.22,4.06667,42,CRM
07-29-2013,48.06548,65.0,22.5,9.28485,50.0,43.16,42.51,43.43,43.31,43.31,4.06667,42,CRM
07-30-2013,48.1131,65.0,22.5,9.29977,50.0,43.59,43.52,44.42,43.99,43.99,4.06667,42,CRM
07-31-2013,48.1131,65.0,22.5,9.29977,50.0,43.96,43.65,44.29,43.75,43.75,4.06667,42,CRM
08-01-2013,48.1131,65.0,22.5,9.29977,50.0,44.17,44.15,45.6,45.14,45.14,4.06667,42,CRM
08-02-2013,48.1131,65.0,22.5,9.29977,50.0,44.97,44.93,45.6,45.52,45.52,4.04444,42,CRM
08-05-2013,48.1131,65.0,22.5,9.29977,50.0,45.31,45.25,46.0999,45.69,45.69,4.04444,42,CRM
08-06-2013,48.1131,65.0,22.5,9.29977,50.0,45.38,44.9,45.645,45.42,45.42,4.04444,42,CRM
08-07-2013,48.1131,65.0,22.5,9.29977,50.0,45.2,44.185,45.205,44.92,44.92,4.04444,42,CRM
08-08-2013,48.1131,65.0,22.5,9.29977,50.0,45.2,44.97,45.69,45.24,45.24,4.04444,42,CRM
08-09-2013,48.1131,65.0,22.5,9.29977,50.0,45.23,44.86,45.58,45.21,45.21,4.04444,42,CRM
08-12-2013,48.1131,65.0,22.5,9.29977,50.0,45.14,45.06,45.68,45.39,45.39,4.04444,42,CRM
08-13-2013,48.1131,65.0,22.5,9.29977,50.0,45.36,44.4999,45.5,45.07,45.07,4.04444,42,CRM
08-14-2013,48.1131,65.0,22.5,9.29977,50.0,45.1,44.19,45.25,44.66,44.66,4.04444,42,CRM
08-15-2013,48.1131,65.0,22.5,9.29977,50.0,44.11,42.86,44.18,43.6,43.6,4.04444,42,CRM
08-16-2013,48.38953,65.0,22.5,9.36397,50.0,43.53,43.47,44.11,43.83,43.83,4.06522,43,CRM
08-19-2013,48.53977,65.0,22.5,9.30923,50.5,43.8,43.35,44.17,43.44,43.44,4.04255,44,CRM
08-20-2013,48.58523,65.0,22.5,9.32112,51.5,43.4301,43.0201,43.8599,43.39,43.39,4.04255,44,CRM
08-21-2013,48.58523,65.0,22.5,9.32112,51.5,43.43,43.24,44.15,43.5,43.5,4.04255,44,CRM
08-22-2013,48.58523,65.0,22.5,9.32112,51.5,43.75,43.5,43.959,43.75,43.75,4.04255,44,CRM
08-23-2013,48.58523,65.0,22.5,9.32112,51.5,43.15,43.0,43.73,43.59,43.59,4.04255,44,CRM
08-26-2013,48.69886,65.0,22.5,9.33158,52.0,43.16,43.15,43.84,43.4,43.4,4.04255,44,CRM
08-27-2013,48.69886,65.0,22.5,9.33158,52.0,42.92,42.33,42.98,42.46,42.46,4.04255,44,CRM
08-28-2013,48.69886,65.0,22.5,9.33158,52.0,42.45,42.381,43.25,42.78,42.78,4.04255,44,CRM
08-29-2013,48.78977,65.0,22.5,9.39232,52.0,42.36,42.11,43.98,43.65,43.65,4.04255,44,CRM
08-30-2013,50.375,65.0,22.5,9.92178,53.875,47.67,47.38,49.94,49.13,49.13,4.02128,44,CRM
09-03-2013,50.65341,65.0,22.5,10.03831,54.0,49.46,49.13,50.15,49.58,49.58,4.02128,44,CRM
09-04-2013,50.65341,65.0,22.5,10.03831,54.0,48.81,48.3,49.25,48.77,48.77,4.02128,44,CRM
09-05-2013,50.76705,65.0,22.5,10.11488,54.0,48.46,48.37,49.12,48.6,48.6,4.02128,44,CRM
09-06-2013,50.76705,65.0,22.5,10.11488,54.0,48.69,48.02,49.25,48.47,48.47,4.02128,44,CRM
09-09-2013,50.76705,65.0,22.5,10.11488,54.0,48.6,48.54,49.2,49.2,49.2,4.02128,44,CRM
09-10-2013,50.76705,65.0,22.5,10.11488,54.0,49.45,49.35,50.08,50.02,50.02,4.02128,44,CRM
09-11-2013,50.76705,65.0,22.5,10.11488,54.0,49.79,49.49,50.42,49.88,49.88,4.02128,44,CRM
09-12-2013,50.76705,65.0,22.5,10.11488,54.0,49.83,49.4,50.6,49.96,49.96,4.02128,44,CRM
09-13-2013,50.90341,65.0,22.5,10.19765,54.0,49.92,49.18,50.09,49.64,49.64,4.02128,44,CRM
09-16-2013,50.90341,65.0,22.5,10.19765,54.0,50.2,49.49,50.46,49.65,49.65,4.02128,44,CRM
09-17-2013,50.90341,65.0,22.5,10.19765,54.0,49.85,49.7,50.47,49.9,49.9,4.02128,44,CRM
09-18-2013,51.30233,65.0,22.5,10.47097,55.0,49.93,49.87,52.57,52.49,52.49,4.0,43,CRM
09-19-2013,51.74419,65.0,22.5,10.74838,55.0,52.66,52.66,54.25,53.38,53.38,4.0,43,CRM
09-20-2013,51.74419,65.0,22.5,10.74838,55.0,53.5,52.75,54.02,52.76,52.76,4.0,43,CRM
09-23-2013,51.86047,65.0,22.5,10.86349,55.0,52.83,51.89,53.65,52.35,52.35,4.0,43,CRM
09-24-2013,51.86047,65.0,22.5,10.86349,55.0,52.17,51.71,52.73,52.14,52.14,4.0,43,CRM
09-25-2013,52.02326,65.0,22.5,10.93158,55.0,52.05,52.0,53.16,52.47,52.47,4.0,43,CRM
09-26-2013,52.13953,65.0,22.5,10.98907,55.0,52.86,52.85,53.94,53.32,53.32,4.0,43,CRM
09-27-2013,52.29545,65.0,22.5,10.91148,55.0,53.03,52.315,53.085,52.43,52.43,4.02128,44,CRM
09-30-2013,52.29545,65.0,22.5,10.91148,55.0,51.14,50.76,52.25,51.91,51.91,4.02128,44,CRM
10-01-2013,52.29545,65.0,22.5,10.91148,55.0,52.14,51.93,52.82,52.63,52.63,4.02128,44,CRM
10-02-2013,52.29545,65.0,22.5,10.91148,55.0,52.25,52.04,53.15,53.15,53.15,4.02128,44,CRM
10-03-2013,52.29545,65.0,22.5,10.91148,55.0,53.02,51.7117,53.34,52.0,52.0,4.02128,44,CRM
10-04-2013,52.38636,65.0,22.5,10.96682,55.0,52.24,52.08,53.37,52.83,52.83,4.02128,44,CRM
10-07-2013,52.38636,65.0,22.5,10.96682,55.0,52.42,52.0201,53.2,52.16,52.16,4.02128,44,CRM
10-08-2013,52.88636,66.0,22.5,11.23704,56.5,52.55,49.5,52.82,50.14,50.14,4.02128,44,CRM
10-09-2013,52.88636,66.0,22.5,11.23704,56.5,50.26,48.7,50.5,49.91,49.91,4.02128,44,CRM
10-10-2013,52.88636,66.0,22.5,11.23704,56.5,50.2,50.11,51.774,51.54,51.54,4.02128,44,CRM
10-11-2013,52.88636,66.0,22.5,11.23704,56.5,51.54,50.9,51.88,51.07,51.07,4.02128,44,CRM
10-14-2013,52.88636,66.0,22.5,11.23704,56.5,50.51,49.97,51.21,51.17,51.17,4.02128,44,CRM
10-15-2013,52.88636,66.0,22.5,11.23704,56.5,51.12,50.6,51.5326,50.72,50.72,4.02128,44,CRM
10-16-2013,52.88636,66.0,22.5,11.23704,56.5,50.98,50.98,52.9299,52.58,52.58,4.02128,44,CRM
10-17-2013,52.60465,66.0,22.5,11.21231,56.0,52.5,52.25,53.1,53.01,53.01,4.0,43,CRM
10-18-2013,52.42857,66.0,22.5,11.28609,55.5,53.51,53.31,54.15,54.1,54.1,4.02174,42,CRM
10-21-2013,52.74419,66.0,22.5,11.3031,57.0,56.15,54.73,56.24,55.1,55.1,4.02128,43,CRM
10-22-2013,52.74419,66.0,22.5,11.3031,57.0,55.37,53.01,55.5,54.28,54.28,4.02128,43,CRM
10-23-2013,52.74419,66.0,22.5,11.3031,57.0,53.95,52.98,54.04,53.34,53.34,4.02128,43,CRM
10-24-2013,52.74419,66.0,22.5,11.3031,57.0,53.75,53.64,54.54,54.38,54.38,4.02128,43,CRM
10-25-2013,52.74419,66.0,22.5,11.3031,57.0,54.55,53.65,54.89,54.56,54.56,4.02128,43,CRM
10-28-2013,53.13953,67.0,22.5,11.49587,57.0,54.56,52.2,54.81,53.49,53.49,4.02128,43,CRM
10-29-2013,53.13953,67.0,22.5,11.49587,57.0,53.75,52.8,54.09,53.7,53.7,4.02128,43,CRM
10-30-2013,53.13953,67.0,22.5,11.49587,57.0,53.83,52.62,54.11,52.79,52.79,4.02128,43,CRM
10-31-2013,53.13953,67.0,22.5,11.49587,57.0,52.79,52.51,53.709,53.36,53.36,4.02128,43,CRM
11-01-2013,53.13953,67.0,22.5,11.49587,57.0,53.54,53.54,54.63,53.96,53.96,4.02128,43,CRM
11-04-2013,54.11628,67.0,22.5,11.45458,57.0,54.5,54.15,55.67,55.58,55.58,4.06383,43,CRM
11-05-2013,54.34884,67.0,22.5,11.26558,57.0,55.4,54.85,55.71,55.69,55.69,4.06383,43,CRM
11-06-2013,54.39286,67.0,22.5,11.39525,57.5,55.91,54.66,55.95,55.23,55.23,4.06522,42,CRM
11-07-2013,54.67857,68.0,22.5,11.58089,58.5,55.91,54.2,57.24,54.35,54.35,4.06522,42,CRM
11-08-2013,54.67857,68.0,22.5,11.58089,58.5,54.35,54.35,55.55,55.49,55.49,4.06522,42,CRM
11-11-2013,54.75,68.0,22.5,11.60421,59.5,55.68,55.04,56.14,56.12,56.12,4.06522,42,CRM
11-12-2013,55.10714,68.0,22.5,11.79666,59.5,56.13,55.96,57.5,56.71,56.71,4.06522,42,CRM
11-13-2013,55.60714,68.0,22.5,11.98885,60.0,56.76,56.65,57.755,57.21,57.21,4.06522,42,CRM
11-14-2013,55.60714,68.0,22.5,11.98885,60.0,57.09,56.735,57.69,56.99,56.99,4.06522,42,CRM
11-15-2013,55.84524,68.0,22.5,11.97442,60.0,57.39,56.77,57.89,57.31,57.31,4.06522,42,CRM
11-18-2013,56.13095,68.0,22.5,12.11505,60.0,58.2,55.21,58.37,55.51,55.51,4.06522,42,CRM
11-19-2013,59.22619,70.0,22.5,12.31927,65.0,55.37,52.55,55.37,52.74,52.74,4.06522,42,CRM
11-20-2013,59.22619,70.0,22.5,12.31927,65.0,53.46,53.33,54.8,53.61,53.61,4.06522,42,CRM
11-21-2013,59.22619,70.0,22.5,12.31927,65.0,53.87,53.75,54.51,54.44,54.44,4.06522,42,CRM
11-22-2013,59.22619,70.0,22.5,12.31927,65.0,54.65,54.5,55.09,54.69,54.69,4.06522,42,CRM
11-25-2013,59.2619,70.0,24.0,12.21447,65.0,53.77,51.85,54.14,52.75,52.75,4.06522,42,CRM
11-26-2013,59.2619,70.0,24.0,12.21447,65.0,52.56,52.0,53.14,52.3,52.3,4.06522,42,CRM
11-27-2013,59.2619,70.0,24.0,12.21447,65.0,52.63,51.88,52.9,52.71,52.71,4.06522,42,CRM
11-29-2013,59.2619,70.0,24.0,12.21447,65.0,51.12,50.99,52.6,52.09,52.09,4.06522,42,CRM
12-02-2013,59.2619,70.0,24.0,12.21447,65.0,52.01,51.3,52.29,51.56,51.56,4.06522,42,CRM
12-03-2013,59.26829,70.0,24.0,12.36246,65.0,51.19,51.04,51.8,51.63,51.63,4.04444,41,CRM
12-04-2013,59.26829,70.0,24.0,12.36246,65.0,51.4,51.35,52.62,52.27,52.27,4.04444,41,CRM
12-05-2013,59.26829,70.0,24.0,12.36246,65.0,52.19,52.01,53.15,53.05,53.05,4.04444,41,CRM
12-06-2013,59.42857,70.0,24.0,12.25744,65.0,53.68,53.23,54.15,53.88,53.88,4.06522,42,CRM
12-09-2013,59.42857,70.0,24.0,12.25744,65.0,53.62,52.9304,54.01,53.68,53.68,4.06522,42,CRM
12-10-2013,59.42857,70.0,24.0,12.25744,65.0,53.98,53.66,54.54,53.72,53.72,4.06522,42,CRM
12-11-2013,59.42857,70.0,24.0,12.25744,65.0,53.3,51.2,53.48,51.43,51.43,4.06522,42,CRM
12-12-2013,59.42857,70.0,24.0,12.25744,65.0,51.22,50.29,51.62,50.98,50.98,4.06522,42,CRM
12-13-2013,59.42857,70.0,24.0,12.25744,65.0,51.34,50.76,51.8,51.13,51.13,4.06522,42,CRM
12-16-2013,59.42857,70.0,24.0,12.25744,65.0,50.72,50.12,51.23,51.16,51.16,4.06522,42,CRM
12-17-2013,59.42857,70.0,24.0,12.25744,65.0,51.3,50.8,52.45,52.22,52.22,4.06522,42,CRM
12-18-2013,59.42857,70.0,24.0,12.25744,65.0,52.39,51.72,53.41,53.36,53.36,4.06522,42,CRM
12-19-2013,59.42857,70.0,24.0,12.25744,65.0,53.29,52.74,53.95,53.07,53.07,4.06522,42,CRM
12-20-2013,59.42857,70.0,24.0,12.25744,65.0,53.18,53.16,54.21,53.72,53.72,4.06522,42,CRM
12-23-2013,59.48837,70.0,24.0,12.12027,65.0,54.15,53.85,54.75,54.58,54.58,4.06383,43,CRM
12-24-2013,59.48837,70.0,24.0,12.12027,65.0,54.48,54.45,54.97,54.8,54.8,4.06383,43,CRM
12-26-2013,59.48837,70.0,24.0,12.12027,65.0,54.88,54.53,55.17,54.85,54.85,4.06383,43,CRM
12-27-2013,59.48837,70.0,24.0,12.12027,65.0,54.9,54.33,54.94,54.45,54.45,4.06383,43,CRM
12-30-2013,59.48837,70.0,24.0,12.12027,65.0,54.27,53.97,55.24,55.17,55.17,4.06383,43,CRM
