 Date,BLK Price Target,BLK Price Target - High,BLK Price Target - Low,BLK Price Target - StdDev,BLK Price Target - Median,BLK Open,BLK Low,BLK High,BLK Close,BLK Adj. Close,BLK Rating,BLK Price Target - #,Ticker
06-11-2013,286.39474,315,254,17.27379,286.0,220.33855988853895,217.010492589317,220.606698012173,276.2,217.82279337562,3.77273,19,BLK
06-12-2013,287.97368,315,254,17.52928,287.0,219.534145517637,211.77391276305295,220.8188425864599,269.04,212.176119948504,3.77273,19,BLK
06-13-2013,287.97368,315,254,17.52928,287.0,211.971073148078,208.76130207987097,215.06254798527,272.43,214.849614769443,3.77273,19,BLK
06-14-2013,287.97368,315,254,17.52928,287.0,214.794409861636,211.395364823805,215.85118952537,269.73,212.72028261117305,3.77273,19,BLK
06-17-2013,287.97368,315,254,17.52928,287.0,214.952138169656,213.7218573671,219.305439471008,275.99,217.657178652199,3.77273,19,BLK
06-18-2013,287.97368,315,254,17.52928,287.0,218.753390392938,216.695035973277,220.291241396133,276.49,218.051499422249,3.77273,19,BLK
06-19-2013,288.86842,315,254,17.17238,290.0,218.36695603828895,211.53732030102304,219.407884007067,268.46,211.718707855246,3.81818,19,BLK
06-20-2013,289.97368,315,254,16.2517,290.0,208.769188495272,197.594137872055,209.715558343392,252.01,198.745554520601,3.81818,19,BLK
06-21-2013,289.97368,315,254,16.2517,290.0,203.87172453125095,190.843366288799,203.98213434686497,248.67,196.11149177666695,3.81818,19,BLK
06-24-2013,289.97368,315,254,16.2517,290.0,194.313389065239,189.74715454806,195.81969440683,245.63,193.714021494763,3.81818,19,BLK
06-25-2013,289.44737,315,254,16.56319,290.0,196.85281482436105,195.307077405765,200.212427785187,252.58,199.195080198458,3.81818,19,BLK
06-26-2013,289.44737,315,254,16.56319,290.0,198.997919813433,198.997919813433,204.57361550194,258.04,203.501063007404,3.81818,19,BLK
06-27-2013,289.18421,315,254,16.74987,290.0,202.956900344735,202.956900344735,209.38432889655,264.06,208.248685078806,3.81818,19,BLK
06-28-2013,289.18421,315,254,16.74987,290.0,208.106729601588,202.07362181982305,208.106729601588,256.85,202.562579574685,3.81818,19,BLK
07-01-2013,287.60526,315,254,17.06688,287.0,203.161947145161,201.742392372981,206.30862689016,256.11,201.978984835011,3.81818,19,BLK
07-02-2013,287.60526,315,254,17.06688,287.0,201.821256526991,200.874886678871,204.57361550194,256.82,202.538920328482,3.81818,19,BLK
07-03-2013,286.71053,315,254,16.67753,286.0,200.701385540049,199.5263096453,202.854298080368,255.26,201.308639525926,3.81818,19,BLK
07-05-2013,286.71053,315,254,16.67753,286.0,203.327561868582,199.825993430538,204.210840393494,257.26,202.885922606126,3.81818,19,BLK
07-08-2013,286.44737,315,254,16.72604,286.0,205.031027595198,201.789710865387,205.480553273055,257.02,202.696648636502,3.81818,19,BLK
07-09-2013,286.28947,315,254,16.73424,286.0,204.57361550194,201.292866695124,208.019979032177,263.38,207.712408831538,3.81818,19,BLK
07-10-2013,287.025,315,254,16.62263,286.0,208.9900081265,206.93954012224,210.031014959432,264.71,208.76130207987097,3.86957,20,BLK
07-11-2013,285.775,315,254,15.97066,285.0,211.016816884557,210.52785912969497,214.53415815340296,269.89,212.846465257589,3.86957,20,BLK
07-12-2013,285.525,315,254,15.70468,285.0,212.53889505695,209.565716450773,212.76752223942495,269.74,212.728169026574,3.86957,20,BLK
07-15-2013,284.02381,315,254,16.73212,284.0,213.067284888817,212.160347117702,213.8551377873769,269.81,212.783373934381,3.875,21,BLK
07-16-2013,284.02381,315,254,16.73212,284.0,212.980534319406,209.38432889655,215.66980197114705,268.35,211.631957285835,3.875,21,BLK
07-17-2013,284.5,315,254,15.2659,284.0,211.994732394281,211.474228977815,214.73920495382905,272.29,214.73920495382905,3.875,21,BLK
07-18-2013,287.40476,315,254,13.90582,288.0,215.788098202162,214.74748569000005,220.52791272231704,278.91,219.96001194929104,3.875,21,BLK
07-19-2013,289.97619,327,254,15.32853,290.0,220.803858397198,217.10512957412905,221.387453136872,280.72,221.387453136872,3.875,21,BLK
07-22-2013,291.775,327,270,13.37019,290.0,221.016791613025,219.975784780093,225.5514804686,286.0,225.5514804686,3.86957,20,BLK
07-23-2013,291.775,327,270,13.37019,290.0,225.567253299402,224.589337789678,227.775449611682,284.95,224.72340685149496,3.86957,20,BLK
07-24-2013,291.775,327,270,13.37019,290.0,224.896907990317,222.830667155255,225.898482746244,283.95,223.93476531139495,3.86957,20,BLK
07-25-2013,291.775,327,270,13.37019,290.0,222.56252903162095,221.80551201727897,225.96938162069895,284.98,224.747066097698,3.86957,20,BLK
07-26-2013,291.775,327,270,13.37019,290.0,223.240760756107,222.144549015368,225.86693708464,286.38,225.851164253838,3.86957,20,BLK
07-29-2013,291.775,327,270,13.37019,290.0,226.190280116081,222.42057355440295,226.190280116081,283.12,223.280192833112,3.86957,20,BLK
07-30-2013,291.775,327,270,13.37019,290.0,224.59722420507904,222.294390907987,224.99154497512905,282.44,222.743916585844,3.86957,20,BLK
07-31-2013,291.775,327,270,13.37019,290.0,222.933190555468,221.82120598392697,225.401638575981,281.96,222.365368646596,3.86957,20,BLK
08-01-2013,291.775,327,270,13.37019,290.0,225.5514804686,223.721832095568,226.3401220087,285.27,224.97577214432695,3.86957,20,BLK
08-02-2013,291.775,327,270,13.37019,290.0,225.15715969855,224.2470673612746,227.38310044548223,286.62,226.040438223462,3.86957,20,BLK
08-05-2013,291.775,327,270,13.37019,290.0,224.73917968229705,223.524671710543,225.575139714803,285.72,225.330660837372,3.86957,20,BLK
08-06-2013,291.775,327,270,13.37019,290.0,224.92056723652,223.122464525092,226.048324638863,284.59,224.43949589705895,3.86957,20,BLK
08-07-2013,291.775,327,270,13.37019,290.0,223.295965663914,219.36064437881495,223.295965663914,280.9,221.52940861409,3.86957,20,BLK
08-08-2013,292.275,327,270,12.91266,290.0,223.44580755653297,219.54991834843895,223.918992480593,278.52,219.652441748652,3.86957,20,BLK
08-09-2013,292.275,327,270,12.91266,290.0,219.920579872286,218.658753408126,223.57987661835,280.57,221.269156905857,3.86957,20,BLK
08-12-2013,292.275,327,270,12.91266,290.0,220.16505874971705,218.161909237863,221.05622369003,278.21,219.40796287122097,3.86957,20,BLK
08-13-2013,292.275,327,270,12.91266,290.0,219.668214579454,217.909543945031,221.340134644466,279.81,220.66978933538095,3.86957,20,BLK
08-14-2013,292.275,327,270,12.91266,290.0,220.819631228,218.682412654329,221.466317290882,277.32,218.706071900532,3.86957,20,BLK
08-15-2013,294.025,327,270,14.72963,290.5,216.434784265044,211.016816884557,216.608285403866,270.09,213.00419356560897,3.86957,20,BLK
08-16-2013,294.025,327,270,14.72963,290.5,212.207665610108,211.363819162201,215.180844216285,270.15,213.05151205801496,3.86957,20,BLK
08-19-2013,294.025,327,270,14.72963,290.5,212.1445742869,210.1500998319871,213.65087962849103,266.74,210.362244406274,3.86957,20,BLK
08-20-2013,294.025,327,270,14.72963,290.5,210.63826894530897,209.2668213070751,211.095681038567,266.93,210.512086298893,3.86957,20,BLK
08-21-2013,294.025,327,270,14.72963,290.5,209.952150805422,207.475816369508,211.490001808617,264.01,208.209253001801,3.86957,20,BLK
08-22-2013,294.025,327,270,14.72963,290.5,209.30546474254,208.603573771851,212.010505225083,268.06,211.403251239206,3.86957,20,BLK
08-23-2013,294.44737,327,270,14.99377,291.0,212.878010919193,210.10199269804104,213.130376212025,268.8,211.98684597888,3.86364,19,BLK
08-26-2013,294.44737,327,270,14.99377,291.0,212.113028625296,211.064371969425,215.05466156986895,269.52,212.554667887752,3.86364,19,BLK
08-27-2013,294.44737,327,270,14.99377,291.0,209.360669650347,204.171408316489,210.283380252264,258.96,204.226613224296,3.86364,19,BLK
08-28-2013,295.19444,327,270,15.0565,293.25,203.4695173458,202.8267744906185,207.262883153681,259.44,204.605161163544,3.80952,18,BLK
08-29-2013,295.19444,327,270,15.0565,293.25,204.430529179972,204.24002158114,208.44706438868,260.54,206.811874165372,3.80952,18,BLK
08-30-2013,295.19444,327,270,15.0565,293.25,207.677096176734,205.779958005032,208.677261070602,260.32,206.637242199776,3.80952,18,BLK
09-03-2013,295.19444,327,270,15.0565,293.25,210.352140377,207.081759930384,211.65743494166392,263.78,209.383726749604,3.80952,18,BLK
09-04-2013,295.19444,327,270,15.0565,293.25,209.1614678843,208.042235741162,212.225465098848,266.1,211.22530020498,3.80952,18,BLK
09-05-2013,295.19444,327,270,15.0565,293.25,211.042730422766,208.01850166947412,211.844449901184,262.77,208.582007271186,3.80952,18,BLK
09-06-2013,295.19444,327,270,15.0565,293.25,209.113840984592,205.922838704156,209.963187362718,261.23,207.359583512014,3.80952,18,BLK
09-09-2013,295.19444,327,270,15.0565,293.25,208.24861897323,206.295916085202,208.875706486052,263.05,208.80426613649,3.80952,18,BLK
09-10-2013,293.52778,327,270,14.98562,290.5,211.1459220388,210.455331993034,212.749360995636,266.51,211.550750686318,3.71429,18,BLK
09-11-2013,293.52778,327,270,14.98562,290.5,209.859995746684,207.184951546418,210.248948760966,261.75,207.77234997615,3.71429,18,BLK
09-12-2013,293.52778,327,270,14.98562,290.5,205.970465603864,205.970465603864,209.43929146593,262.26,208.177178623668,3.71429,18,BLK
09-13-2013,293.52778,327,270,14.98562,290.5,208.280370239702,207.629469277026,210.19338404464,264.63,210.058441162134,3.71429,18,BLK
09-16-2013,293.52778,327,270,14.98562,290.5,215.1148303478,213.535204840818,216.94052816994,272.66,216.43250790638805,3.71429,18,BLK
09-17-2013,293.52778,327,270,14.98562,290.5,216.43250790638805,215.337089213104,216.94052816994,272.99,216.694455854782,3.71429,18,BLK
09-18-2013,293.52778,327,270,14.98562,290.5,216.353129740208,215.74985567724,223.497164696408,279.41,221.790534123538,3.71429,18,BLK
09-19-2013,293.52778,327,270,14.98562,290.5,222.925641899912,222.274740937236,226.481783744776,283.64,225.148230552952,3.71429,18,BLK
09-20-2013,293.52778,327,270,14.98562,290.5,225.19585745266,220.695115430254,226.5690203494078,278.3,220.90943647894,3.71429,18,BLK
09-23-2013,293.52778,327,270,14.98562,290.5,221.290451676604,216.670642404928,221.290451676604,274.96,218.258205728528,3.71429,18,BLK
09-24-2013,293.52778,327,270,14.98562,290.5,218.202641012202,215.98799017578003,218.631283109574,272.5,216.3055028405,3.71429,18,BLK
09-25-2013,293.52778,327,270,14.98562,290.5,214.336924319236,213.162127459772,215.73794895231305,270.24,214.511556284832,3.71429,18,BLK
09-26-2013,293.52778,327,270,14.98562,290.5,215.281524496778,214.773504233226,216.90083908685,272.68,216.448383539624,3.71429,18,BLK
09-27-2013,293.52778,327,270,14.98562,290.5,214.20198143673,212.983526585867,215.773669127094,270.95,215.07514126471,3.71429,18,BLK
09-30-2013,293.52778,327,270,14.98562,290.5,210.876036273788,210.876036273788,215.19420851398,270.62,214.813193316316,3.71429,18,BLK
10-01-2013,293.52778,327,270,14.98562,290.5,214.321048686,211.82063645133,214.860820216024,270.09,214.392489035562,3.71429,18,BLK
10-02-2013,294.36111,327,270,15.27326,293.25,213.717774623032,211.34436745425,215.281524496778,271.21,215.281524496778,3.71429,18,BLK
10-03-2013,295.69444,327,270,15.95405,297.75,214.019411654516,211.5428128697,215.900674192982,269.93,214.265483969674,3.71429,18,BLK
10-04-2013,295.69444,327,270,15.95405,297.75,214.590934451012,213.820966239066,216.10705742505,272.01,215.916549826218,3.71429,18,BLK
10-07-2013,296.39474,327,270,15.38504,300.0,213.384386325076,211.971454967072,214.535369734686,267.19,212.090522216342,3.72727,19,BLK
10-08-2013,298.13158,327,270,16.54328,300.0,212.85255261167,208.510566921624,213.987660388044,262.75,208.56613163795,3.72727,19,BLK
10-09-2013,298.60526,327,275,15.84512,300.0,208.84395521958,208.80426613649,213.749525889504,266.8,211.78094736824,3.72727,19,BLK
10-10-2013,298.60526,327,275,15.84512,300.0,212.923992961232,212.923992961232,220.464918748332,277.25,220.07596573405,3.72727,19,BLK
10-11-2013,299.23684,327,275,15.64774,300.0,220.091841367286,219.012298307238,223.195527664924,280.49,222.647818318282,3.72727,19,BLK
10-14-2013,299.28947,327,275,15.70226,300.0,221.774658490302,220.2744111495,224.36238670777,282.27,224.060749676286,3.72727,19,BLK
10-15-2013,299.28947,327,275,15.70226,300.0,224.71958845558,223.163776398452,226.132519813584,282.27,224.060749676286,3.72727,19,BLK
10-16-2013,303.60526,327,275,16.52317,301.0,226.021390380932,223.759112644802,232.990793371536,290.47,230.56975930304603,3.72727,19,BLK
10-17-2013,307.31579,336,285,13.868,305.0,230.109365939202,228.799626197232,237.412157227762,298.51,236.951763863918,3.72727,19,BLK
10-18-2013,307.31579,336,285,13.868,305.0,237.705856442628,235.4284968549238,240.071325794792,301.66,239.452176098588,3.72727,19,BLK
10-21-2013,307.31579,336,285,13.868,305.0,239.468051731824,238.51614876299345,241.0310078239082,301.54,239.356922299172,3.72727,19,BLK
10-22-2013,307.31579,336,285,13.868,305.0,241.58744876883,240.023698895084,244.16525471552552,306.22,243.07182047639603,3.72727,19,BLK
10-23-2013,307.31579,336,285,13.868,305.0,241.881147983696,238.229752339416,242.02402868282,303.03,240.539656975254,3.72727,19,BLK
10-24-2013,307.31579,336,285,13.868,305.0,241.889085800314,240.70777993122329,244.818140132356,306.95,243.65128108951,3.72727,19,BLK
10-25-2013,307.31579,336,285,13.868,305.0,243.65128108951,242.405043880484,244.865767032064,307.61,244.175176986298,3.72727,19,BLK
10-28-2013,308.36842,336,285,13.2594,310.0,244.4847518344,242.849561611092,246.27076057345,308.44,244.834015765592,3.72727,19,BLK
10-29-2013,308.36842,336,285,13.2594,310.0,245.088025897368,244.036265195483,245.945310092112,309.26,245.484916728268,3.72727,19,BLK
10-30-2013,308.36842,336,285,13.2594,310.0,245.326160395908,242.61936492917,247.120106951576,306.18,243.040069209924,3.72727,19,BLK
10-31-2013,308.36842,336,285,13.2594,310.0,243.190887725666,238.706021336496,245.417445287015,300.81,238.777461686058,3.72727,19,BLK
11-01-2013,308.89474,336,285,13.3136,310.0,238.864777668856,238.25356578927,241.444568069706,303.65,241.03180160557,3.72727,19,BLK
11-04-2013,308.89474,336,285,13.3136,310.0,241.095304138514,240.523781342018,241.84860293556216,303.48,240.896858723064,3.72727,19,BLK
11-05-2013,308.89474,336,285,13.3136,310.0,241.119117588368,238.523451554282,241.516008419268,301.85,239.60299461433,3.72727,19,BLK
11-06-2013,308.89474,336,285,13.3136,310.0,242.8971885108,240.603159508198,243.706845805836,305.01,242.111344665618,3.72727,19,BLK
11-07-2013,308.89474,336,285,13.3136,310.0,244.873704848682,235.388013990172,244.873704848682,296.68,235.499143422824,3.72727,19,BLK
11-08-2013,308.89474,336,285,13.3136,310.0,235.79284263769,235.7531535546,239.80144002978005,301.59,239.396611382262,3.72727,19,BLK
11-11-2013,308.89474,336,285,13.3136,310.0,238.713959153114,237.9362912590485,241.063552872042,302.19,239.872880379342,3.72727,19,BLK
11-12-2013,308.89474,336,285,13.3136,310.0,238.61076753708,235.308635823992,240.015761078466,297.21,235.919847703578,3.72727,19,BLK
11-13-2013,308.89474,336,285,13.3136,310.0,234.292595296888,233.665507784066,237.229587445548,298.68,237.086706746424,3.72727,19,BLK
11-14-2013,309.94737,336,285,14.12528,310.0,236.888261330974,236.451681416984,240.39677627613003,302.6,240.19833086068,3.72727,19,BLK
11-15-2013,309.94737,336,285,14.12528,310.0,240.1189526945,239.535523173077,242.55578301805983,303.19,240.666662041142,3.72727,19,BLK
11-18-2013,309.94737,336,285,14.12528,310.0,242.69874309535,240.507905708782,243.377426416189,303.94,241.261998287492,3.72727,19,BLK
11-19-2013,309.94737,336,285,14.12528,310.0,241.500132786032,239.412487015498,242.905126327418,302.4,240.03957452832,3.72727,19,BLK
