 Date,CSCO Price Target,CSCO Price Target - High,CSCO Price Target - Low,CSCO Price Target - StdDev,CSCO Price Target - Median,CSCO Open,CSCO Low,CSCO High,CSCO Close,CSCO Adj. Close,CSCO Rating,CSCO Price Target - #,Ticker
02-25-2013,23.61765,27,14,2.63198,24.0,15.3639516282,15.107885767729998,15.506616893319,20.66,15.115201935172,4.04651,34,CSCO
02-26-2013,23.51515,26,14,2.60386,24.0,15.027407925868,14.9981432561,15.202995944476,20.608,15.0771578644736,4.02381,33,CSCO
02-27-2013,23.51515,26,14,2.60386,24.0,15.07130493052,14.954246251448,15.378583963084,20.89,15.283473786338,4.02381,33,CSCO
02-28-2013,23.51515,26,14,2.60386,24.0,15.283473786338,15.173731274708,15.396874381689,20.855,15.257867200291,4.02381,33,CSCO
03-01-2013,23.51515,26,14,2.60386,24.0,15.151782772382,15.03472409331,15.29078995378,20.83,15.239576781686,4.02381,33,CSCO
03-04-2013,23.51515,26,14,2.60386,24.0,15.173731274708,15.056672595635998,15.202995944476,20.74,15.173731274708,4.02381,33,CSCO
03-05-2013,23.51515,26,14,2.60386,24.0,15.239576781686,15.239576781686,15.54685581425,21.218,15.5234440784356,4.02381,33,CSCO
03-06-2013,23.51471,26,14,2.56528,24.0,15.58343665146,15.539539646808,15.941928856118,21.715,15.887057600303,4.0232600000000005,34,CSCO
03-07-2013,23.51471,26,14,2.56528,24.0,15.890715684023998,15.861451014256,16.073619870073998,21.802,15.9507082570484,4.0232600000000005,34,CSCO
03-08-2013,23.51471,26,14,2.56528,24.0,15.978509693328,15.927296521234,16.073619870073998,21.83,15.971193525886,4.0232600000000005,34,CSCO
03-11-2013,23.51471,26,14,2.56528,24.0,15.927296521234,15.839502511929998,16.080936037516,21.88,16.007774363096,4.0232600000000005,34,CSCO
03-12-2013,23.35714,26,14,2.69012,24.0,15.919980353792,15.75909783174242,15.978509693328,21.7,15.87608334914,3.97727,35,CSCO
03-13-2013,23.35714,26,14,2.69012,24.0,15.839502511929998,15.737076167742002,15.94924502356,21.575,15.784631256115,3.97727,35,CSCO
03-14-2013,23.35714,26,14,2.69012,24.0,15.87608334914,15.69317916309,15.993142028212,21.59,15.795605507278,3.97727,35,CSCO
03-15-2013,23.35714,26,14,2.69012,24.0,15.780973172394,15.641965990996,16.05898753519,21.925,16.040697116585,3.97727,35,CSCO
03-18-2013,23.35714,26,14,2.69012,24.0,15.905348018908,15.810237842162,16.05898753519,21.67,15.854134846814,3.97727,35,CSCO
03-19-2013,23.35714,26,14,2.69012,24.0,15.883399516582,15.58343665146,15.909006102629,21.52,15.744392335184,3.97727,35,CSCO
03-20-2013,23.35714,26,14,2.69012,24.0,15.824870177046,15.788289339835998,15.905348018908,21.67,15.854134846814,3.97727,35,CSCO
03-21-2013,23.21429,26,14,2.88416,24.0,15.3639516282,15.159098939823998,15.495642642156,20.84,15.246892949128,3.95455,35,CSCO
03-22-2013,23.21429,26,14,2.88416,24.0,15.312738456106,15.137150437498,15.415164800294,20.75,15.18104744215,3.95455,35,CSCO
03-25-2013,23.21429,26,14,2.88416,24.0,15.276157618896,15.151782772382,15.356635460758,20.85,15.25420911657,3.95455,35,CSCO
03-26-2013,23.21429,26,14,2.88416,24.0,15.320054623548002,15.137150437498,15.334686958432,20.845,15.250551032849,3.95455,35,CSCO
03-27-2013,23.21429,26,14,2.88416,24.0,15.129834270056,15.078621097962,15.29078995378,20.83,15.239576781686,3.95455,35,CSCO
03-28-2013,23.25714,26,14,2.89919,24.0,15.246892949128,15.192021693313,15.320054623548002,20.895,15.287131870059,3.95455,35,CSCO
04-01-2013,23.36111,27,14,2.92406,24.0,15.393216297968,15.202995944476,15.641965990996,20.83,15.239576781686,3.97778,36,CSCO
04-02-2013,23.36111,27,14,2.92406,24.0,15.334686958432,15.29078995378,15.576120484018,21.22,15.524907311923998,3.97778,36,CSCO
04-03-2013,23.36111,27,14,2.92406,24.0,15.568804316576,15.444429470062,15.634649823554,21.197,15.5080801268074,3.97778,36,CSCO
04-04-2013,23.36111,27,14,2.92406,24.0,15.49554208851,15.45866550096,15.55454462859,21.04,15.51766804104,3.97778,36,CSCO
04-05-2013,23.36111,27,14,2.92406,24.0,14.93501795775,14.75063502,15.2669072457,20.61,15.20052938811,3.97778,36,CSCO
04-08-2013,23.36111,27,14,2.92406,24.0,15.25953192819,15.09727494297,15.28903319823,20.57,15.17102811807,3.97778,36,CSCO
04-09-2013,23.36111,27,14,2.92406,24.0,15.22265534064,15.178403435579998,15.52504335855,20.97,15.46604081847,3.97778,36,CSCO
04-10-2013,23.36111,27,14,2.92406,24.0,15.53979399357,15.50291740602,15.9306858216,21.47,15.83480669397,3.97778,36,CSCO
04-11-2013,23.36111,27,14,2.92406,24.0,15.73155224883,15.68730034377,16.0044389967,21.685,15.993376020435,3.97778,36,CSCO
04-12-2013,23.36111,27,14,2.92406,24.0,15.982313044170002,15.57667058112,16.0044389967,21.54,15.88643391654,3.97778,36,CSCO
04-15-2013,23.36111,27,14,2.92406,24.0,15.82005605895,15.52504335855,15.96018709164,21.05,15.52504335855,3.97778,36,CSCO
04-16-2013,23.36111,27,14,2.92406,24.0,15.595108874895,15.45129018345,15.61354716867,21.16,15.60617185116,3.97778,36,CSCO
04-17-2013,23.36111,27,14,2.92406,24.0,15.45129018345,15.18577875309,15.502179874268998,20.63,15.21528002313,3.97778,36,CSCO
04-18-2013,23.36111,27,14,2.92406,24.0,15.29640851574,15.08252430795,15.377537008350002,20.58,15.178403435579998,3.97778,36,CSCO
04-19-2013,23.36111,27,14,2.92406,24.0,14.8981413702,14.73588438498,15.15627748305,20.46,15.08989962546,3.97778,36,CSCO
04-22-2013,23.36111,27,14,2.92406,24.0,15.14152684803,14.94976859277,15.23003065815,20.59,15.18577875309,3.97778,36,CSCO
04-23-2013,23.36111,27,14,2.92406,24.0,15.30378383325,15.28903319823,15.558232287345,20.91,15.42178891341,3.97778,36,CSCO
04-24-2013,23.36111,27,14,2.92406,24.0,15.09727494297,14.94239327526,15.14152684803,20.39,15.03827240289,3.97778,36,CSCO
04-25-2013,23.36111,27,14,2.92406,24.0,15.1194008955,15.03827240289,15.31853446827,20.64,15.22265534064,3.97778,36,CSCO
04-26-2013,23.36111,27,14,2.92406,24.0,15.20052938811,15.126776213010002,15.27428256321,20.67,15.244781293170002,3.97778,36,CSCO
04-29-2013,23.36111,27,14,2.92406,24.0,15.23003065815,15.09727494297,15.53979399357,20.98,15.47341613598,3.97778,36,CSCO
04-30-2013,23.36111,27,14,2.92406,24.0,15.48079145349,15.3406604208,15.67254970875,20.92,15.42916423092,3.97778,36,CSCO
05-01-2013,23.36111,27,14,2.92406,24.0,15.36278637333,15.00877113285,15.4144135959,20.38,15.03089708538,3.97778,36,CSCO
05-02-2013,23.36111,27,14,2.92406,24.0,15.09727494297,15.07514899044,15.30378383325,20.73,15.28903319823,3.97778,36,CSCO
05-03-2013,23.36111,27,14,2.92406,24.0,15.43653954843,15.311159150760002,15.45866550096,20.83,15.36278637333,3.97778,36,CSCO
05-06-2013,23.36111,27,14,2.92406,24.0,15.39228764337,15.29640851574,15.42916423092,20.81,15.34803573831,4.0,36,CSCO
05-07-2013,23.36111,27,14,2.92406,24.0,15.25215661068,14.96451922779,15.27428256321,20.38,15.03089708538,4.0,36,CSCO
05-08-2013,23.36111,27,14,2.92406,24.0,15.0456477204,15.0456477204,15.311159150760002,20.72,15.28165788072,4.0,36,CSCO
05-09-2013,23.36111,27,14,2.92406,24.0,15.28165788072,15.204217046865,15.45129018345,20.83,15.36278637333,4.0,36,CSCO
05-10-2013,23.36111,27,14,2.92406,24.0,15.36278637333,15.35541105582,15.561919946100002,21.1,15.561919946100002,4.0,36,CSCO
05-13-2013,23.41667,27,14,2.81982,24.0,15.59142121614,15.52504335855,15.694675661280002,21.27,15.68730034377,4.02174,36,CSCO
05-14-2013,23.41667,27,14,2.81982,24.0,15.64304843871,15.59879653365,15.79793010642,21.27,15.68730034377,4.02174,36,CSCO
05-15-2013,23.6,27,14,2.63981,24.0,15.67254970875,15.57667058112,15.70205097879,21.21,15.64304843871,4.06667,35,CSCO
05-16-2013,24.8,29,14,3.28677,26.0,17.33937146601,17.22874170336,17.87776964424,23.887,17.617420936137,4.06667,35,CSCO
05-17-2013,24.88571,29,14,3.28652,26.0,17.59013226135,17.4795024987,17.88514496175,24.24,17.87776964424,4.11111,35,CSCO
05-20-2013,24.88571,29,14,3.28652,26.0,17.6270088489,17.43525059364,17.67863607147,23.945,17.660197777695,4.11111,35,CSCO
05-21-2013,24.88571,29,14,3.28652,26.0,17.61963353139,17.398374006090002,17.74501392906,24.01,17.708137341510003,4.11111,35,CSCO
05-22-2013,25.0,29,16,3.10989,26.0,17.700762024,17.14761321075,17.71551265902,23.34,17.21399106834,4.08889,35,CSCO
05-23-2013,25.05714,29,16,3.12769,26.0,17.05173408312,17.00748217806,17.41312464111,23.51,17.33937146601,4.08889,35,CSCO
05-24-2013,25.05714,29,16,3.12769,26.0,17.25086765589,17.19186511581,17.446313569905,23.53,17.35412210103,4.08889,35,CSCO
05-28-2013,25.05714,29,16,3.12769,26.0,17.56063099131,17.47212718119,17.789265834120002,23.89,17.61963353139,4.08889,35,CSCO
05-29-2013,25.05714,29,16,3.12769,26.0,17.48687781621,17.4795024987,17.87776964424,24.12,17.789265834120002,4.08889,35,CSCO
05-30-2013,25.05714,29,16,3.12769,26.0,17.81139178665,17.71551265902,18.20228361468,24.37,17.97364877187,4.08889,35,CSCO
05-31-2013,25.05714,29,16,3.12769,26.0,17.8482683742,17.759764564079997,18.09165385203,24.115,17.785578175365,4.08889,35,CSCO
06-03-2013,25.14286,29,16,3.14772,26.0,17.89252027926,17.72288797653,18.0695278995,24.38,17.98102408938,4.08889,35,CSCO
06-04-2013,25.14286,29,16,3.14772,26.0,17.89989559677,17.72288797653,18.1432810746,24.36,17.96627345436,4.08889,35,CSCO
06-05-2013,25.21429,29,16,3.13798,26.0,17.89989559677,17.85564369171,18.17278234464,24.32,17.93677218432,4.08889,35,CSCO
06-06-2013,25.21429,29,16,3.13798,26.0,18.05477726448,17.874081985485,18.209658932190003,24.55,18.10640448705,4.08889,35,CSCO
06-07-2013,25.21429,29,16,3.13798,26.0,18.15803170962,17.98102408938,18.27603678978,24.49,18.06215258199,4.08889,35,CSCO
06-10-2013,25.21429,29,16,3.13798,26.0,18.12115512207,17.90727091428,18.19490829717,24.36,17.96627345436,4.08889,35,CSCO
06-11-2013,25.21429,29,16,3.13798,26.0,17.79664115163,17.73763861155,18.028963653195,24.07,17.75238924657,4.08889,35,CSCO
06-12-2013,25.01389,29,16,3.31345,26.0,17.86301900922,17.68601138898,17.92939686681,23.99,17.69338670649,4.04348,36,CSCO
06-13-2013,25.01389,29,16,3.31345,26.0,17.64913480143,17.61225821388,17.9957747244,24.35,17.958898136850003,4.04348,36,CSCO
06-14-2013,25.01389,29,16,3.31345,26.0,17.92939686681,17.759764564079997,18.0695278995,24.09,17.76713988159,4.04348,36,CSCO
06-17-2013,25.01389,29,16,3.31345,26.0,17.89252027926,17.87039432673,18.40879250496,24.7,18.2170342497,4.04348,36,CSCO
06-18-2013,25.01389,29,16,3.31345,26.0,18.23178488472,18.2170342497,18.42354313998,24.82,18.30553805982,4.04348,36,CSCO
06-19-2013,25.01389,29,16,3.31345,26.0,18.27603678978,18.20228361468,18.40879250496,24.68,18.20228361468,4.04348,36,CSCO
06-20-2013,25.01389,29,16,3.31345,26.0,18.05477726448,17.922021549300002,18.23916020223,24.435,18.021588335685,4.04348,36,CSCO
06-21-2013,25.09722,29,16,3.32461,26.0,17.98102408938,17.85564369171,18.15803170962,24.481,18.055514796231,4.04348,36,CSCO
06-24-2013,25.09722,29,16,3.32461,26.0,17.93677218432,17.73026329404,18.04740194697,24.055,17.741326270305,4.04348,36,CSCO
06-25-2013,25.28378,32,16,3.46516,26.0,17.92939686681,17.69338670649,18.02527599444,24.005,17.704449682755,4.04348,37,CSCO
06-26-2013,25.28378,32,16,3.46516,26.0,17.922021549300002,17.83351773918,18.0290374063701,24.385,17.984711748135002,4.04348,37,CSCO
06-27-2013,25.26389,32,16,3.48705,26.0,18.04740194697,18.04002662946,18.22440956721,24.63,18.16540702713,4.02222,36,CSCO
06-28-2013,25.29167,32,16,3.51263,26.0,18.01790067693,17.922021549300002,18.15065639211,24.335,17.947835160585,4.02222,36,CSCO
07-01-2013,25.40278,32,16,3.54107,26.0,18.137228827344,18.051815997076,18.441744135256,24.335,18.074097604972,4.02222,36,CSCO
07-02-2013,25.40278,32,16,3.54107,26.0,18.003539179967998,17.988684774703998,18.300627285248,24.32,18.062956801024,4.02222,36,CSCO
07-03-2013,25.40278,32,16,3.54107,26.0,18.092665611552,18.025820787864,18.449171337888,24.59,18.263491272088,4.02222,36,CSCO
07-05-2013,25.40278,32,16,3.54107,26.0,18.300627285248,18.0109663826,18.315481690512,24.57,18.248636866824,4.02222,36,CSCO
07-08-2013,25.40278,32,16,3.54107,26.0,18.315481690512,18.114947219448,18.378612912884,24.625,18.2894864813,4.02222,36,CSCO
07-09-2013,25.40278,32,16,3.54107,26.0,18.389753716832,18.374899311568,18.71655063264,25.155,18.683128220796,4.02222,36,CSCO
07-10-2013,25.40278,32,16,3.54107,26.0,18.619996998424,18.61271833984464,18.983929927392,25.41,18.872521887912,4.02222,36,CSCO
07-11-2013,25.54167,32,16,3.34036,26.0,19.028493143184,18.991357130024,19.258736424776,25.87,19.214173208984,4.04444,36,CSCO
07-12-2013,25.54167,32,16,3.34036,26.0,19.19931880372,19.058201953712,19.27359083004,25.94,19.266163627408,4.04444,36,CSCO
07-15-2013,25.54167,32,16,3.34036,26.0,19.147328385296,19.043347548448,19.303299640568,25.93,19.258736424776,4.04444,36,CSCO
07-16-2013,25.54167,32,16,3.34036,26.0,19.206746006352,19.035920345816,19.303299640568,25.71,19.095337966872,4.04444,36,CSCO
07-17-2013,25.54167,32,16,3.34036,26.0,19.16218279056,19.01363873792,19.206746006352,25.72,19.102765169504,4.04444,36,CSCO
07-18-2013,25.65278,32,16,3.41935,26.0,19.214173208984,19.110192372136,19.42213488268,25.86,19.206746006352,4.04444,36,CSCO
07-19-2013,25.65278,32,16,3.41935,26.0,19.206746006352,19.028493143184,19.3107268432,25.82,19.177037195824,4.04444,36,CSCO
07-22-2013,25.65278,32,16,3.41935,26.0,19.3107268432,18.924512306336,19.340435653728,25.72,19.102765169504,4.04444,36,CSCO
07-23-2013,25.67143,32,16,3.49069,26.0,19.08791076424,18.931939508968,19.139901182664,25.56,18.983929927392,4.02273,35,CSCO
07-24-2013,25.95833,32,16,3.53627,26.75,19.191891601088,18.90223069844,19.303299640568,25.59,19.006211535288,4.04444,36,CSCO
07-25-2013,25.95833,32,16,3.53627,26.75,19.01363873792,18.798249861592,19.028493143184,25.5,18.9393667116,4.04444,36,CSCO
07-26-2013,25.95833,32,16,3.53627,26.75,18.7536866458,18.738832240536,18.9393667116,25.496,18.9363958305472,4.04444,36,CSCO
07-29-2013,25.98611,32,16,3.55607,26.75,18.835385874752,18.738832240536,18.917085103704,25.33,18.813104266856,4.04444,36,CSCO
07-30-2013,25.98611,32,16,3.55607,26.75,18.909657901072,18.876235489228,19.340435653728,25.67,19.065629156344,4.04444,36,CSCO
07-31-2013,25.92857,32,16,3.58995,26.5,19.16218279056,18.97650272476,19.229027614248,25.59,19.006211535288,4.04545,35,CSCO
08-01-2013,25.92857,32,16,3.58995,26.5,19.154755587928,19.05077475108,19.25502282346,25.891,19.2297703345112,4.04545,35,CSCO
08-02-2013,25.98571,32,16,3.60651,27.0,19.16218279056,19.110192372136,19.451843693208,26.19,19.451843693208,4.04545,35,CSCO
08-05-2013,25.98529,32,16,3.66719,26.75,19.392426072152,19.392426072152,19.622669353744,26.31,19.540970124792,4.0232600000000005,34,CSCO
08-06-2013,26.07353,32,16,3.74977,26.75,19.615242151112,19.355290058992,19.618955752428,26.21,19.466698098472,4.0232600000000005,34,CSCO
08-07-2013,26.19118,32,16,3.82333,26.75,19.540970124792,19.399853274784,19.6716888911152,26.12,19.399853274784,4.0232600000000005,34,CSCO
08-08-2013,26.38235,32,16,3.89392,27.0,19.511261314264,19.444416490576,19.544683726108,26.26,19.503834111632,4.0232600000000005,34,CSCO
08-09-2013,26.61765,32,16,3.61178,27.0,19.53354292216,19.206746006352,19.57067893532,26.053,19.3500910171496,4.04651,34,CSCO
08-12-2013,26.76471,32,16,3.69267,27.5,19.206746006352,19.19931880372,19.64495096164,26.34,19.563251732688,4.04651,34,CSCO
08-13-2013,26.97059,32,16,3.64801,28.0,19.641237360324,19.362717261624,19.667232569536,26.3205,19.5487686875556,4.04651,34,CSCO
08-14-2013,26.97059,32,16,3.64801,28.0,19.64495096164,19.288445235304,19.64495096164,26.377,19.5907323824264,4.04651,34,CSCO
08-15-2013,26.85294,32,16,3.60051,28.0,18.114947219448,18.033247990496,18.441744135256,24.485,18.185505644452,4.0232600000000005,34,CSCO
08-16-2013,26.85294,32,16,3.60051,28.0,18.218928056296,18.0109663826,18.315481690512,24.27,18.025820787864,4.0232600000000005,34,CSCO
08-19-2013,26.88235,32,16,3.5975,28.0,18.062956801024,18.0109663826,18.311768089196,24.27,18.025820787864,4.0232600000000005,34,CSCO
08-20-2013,26.88235,32,16,3.5975,28.0,18.033247990496,17.988684774703998,18.241209664192,24.32,18.062956801024,4.0232600000000005,34,CSCO
08-21-2013,26.88235,32,16,3.5975,28.0,18.092665611552,17.86242232996,18.181792043136,24.07,17.877276735223997,4.0232600000000005,34,CSCO
08-22-2013,26.88235,32,16,3.5975,28.0,17.88099033654,17.795577506272,17.988684774703998,24.01,17.832713519432,4.0232600000000005,34,CSCO
08-23-2013,26.88235,32,16,3.5975,28.0,17.877276735223997,17.706451074687998,17.947835160228,23.86,17.721305479951997,4.0232600000000005,34,CSCO
08-26-2013,26.88235,32,16,3.5975,28.0,17.706451074687998,17.647033453632,17.86242232996,23.83,17.699023872056,4.0232600000000005,34,CSCO
08-27-2013,26.88235,32,16,3.5975,28.0,17.617324643104,17.409362969408,17.669315061528,23.485,17.442785381251998,4.0232600000000005,34,CSCO
08-28-2013,26.90909,32,16,3.64828,28.0,17.491062198359998,17.364799753615998,17.513343806255996,23.445,17.413076570723998,4.0,33,CSCO
08-29-2013,26.90909,32,16,3.64828,28.0,17.431644577304,17.41679017204,17.639606251,23.45,17.41679017204,4.0,33,CSCO
08-30-2013,26.90909,32,16,3.64828,28.0,17.424217374672,17.245964511504,17.491062198359998,23.31,17.312809335191996,4.0,33,CSCO
09-03-2013,26.90909,32,16,3.64828,28.0,17.513343806255996,17.424217374672,17.654460656264,23.48,17.439071779936,4.0,33,CSCO
09-04-2013,26.90909,32,16,3.64828,28.0,17.468780590464,17.4539261852,17.765868695744,23.77,17.654460656264,4.0,33,CSCO
09-05-2013,26.90909,32,16,3.64828,28.0,17.684169466792,17.479921394412,17.706451074687998,23.69,17.595043035208,4.0,33,CSCO
09-06-2013,26.90909,32,16,3.64828,28.0,17.691596669423998,17.372226956248,17.706451074687998,23.55,17.491062198359998,4.0,33,CSCO
09-09-2013,26.90909,32,16,3.64828,28.0,17.535625414151998,17.513343806255996,17.810431911536,23.92,17.765868695744,4.0,33,CSCO
09-10-2013,26.90909,32,16,3.64828,28.0,17.847567924696,17.8252863168,18.0109663826,24.155,17.940407957596,4.0,33,CSCO
09-11-2013,26.90909,32,16,3.64828,28.0,17.973830369439998,17.958975964176,18.129801624712,24.375,18.1038064155,4.0,33,CSCO
09-12-2013,26.90909,32,16,3.64828,28.0,18.137228827344,18.003539179967998,18.15951043524,24.29,18.040675193128,4.0,33,CSCO
09-13-2013,26.90909,32,16,3.64828,28.0,18.070384003656,17.973830369439998,18.129801624712,24.32,18.062956801024,4.0,33,CSCO
09-16-2013,26.90909,32,16,3.64828,28.0,18.144656029976,17.921839951015997,18.174364840504,24.38,18.107520016816,4.0,33,CSCO
09-17-2013,26.90909,32,16,3.64828,28.0,18.114947219448,18.04810239576,18.230068860244,24.37,18.100092814184,4.0,33,CSCO
09-18-2013,26.73529,32,16,3.73031,28.0,18.070384003656,18.04810239576,18.41946252736,24.795,18.415748926044,3.95349,34,CSCO
09-19-2013,26.81429,32,16,3.70537,28.0,18.1966464484,18.13344095400168,18.3823265142,24.615,18.282059278668,3.97727,35,CSCO
09-20-2013,26.88889,32,16,3.68011,28.0,18.367472108936,18.144656029976,18.3823265142,24.51,18.204073651032,4.0,36,CSCO
09-23-2013,26.88889,32,16,3.68011,28.0,18.107520016816,17.906985545751997,18.15951043524,24.275,18.02953438918,4.0,36,CSCO
09-24-2013,26.88889,32,16,3.68011,28.0,17.929267153648,17.780723101008,18.062956801024,24.14,17.929267153648,4.0,36,CSCO
09-25-2013,26.88889,32,16,3.68011,28.0,17.966403166808,17.914412748384,18.23378246156,24.43,18.144656029976,4.0,36,CSCO
09-26-2013,26.88889,32,16,3.68011,28.0,18.04810239576,17.595043035208,18.092665611552,23.77,17.654460656264,4.0,36,CSCO
09-27-2013,26.88889,32,16,3.68011,28.0,17.34251814572,17.11970206676,17.491062198359998,23.33,17.327663740455996,4.0,36,CSCO
09-30-2013,26.88889,32,16,3.68011,28.0,17.171692485184,17.097420458863997,17.476207793096,23.431,17.4026784870392,4.0,36,CSCO
10-01-2013,26.88889,32,16,3.68011,28.0,17.454300720874,17.35704143696,17.566522971544,23.24,17.386967370472,4.0,36,CSCO
10-02-2013,26.88889,32,16,3.68011,28.0,17.28222660318,17.211152511089,17.476745171007998,23.32,17.446819237496,4.0,36,CSCO
10-03-2013,26.88889,32,16,3.68011,28.0,17.386967370472,17.162522869132,17.46926368763,23.005,17.211152511089,4.0,36,CSCO
10-04-2013,26.88889,32,16,3.68011,28.0,17.177485835888,17.095189518730002,17.274745119802,23.02,17.222374736156,4.0,36,CSCO
10-07-2013,26.88889,32,16,3.68011,28.0,17.027856168328,16.930596884414,17.237337702912,22.89,17.125115452242,4.0,36,CSCO
10-08-2013,26.88889,32,16,3.68011,28.0,17.184967319266,16.923115401036,17.184967319266,22.635,16.934337626103,4.0,36,CSCO
10-09-2013,26.88571,32,16,3.73226,28.0,16.953041334548,16.676226449561998,17.027856168328,22.5,16.833337600500002,3.95556,35,CSCO
10-10-2013,26.88571,32,16,3.73226,28.0,16.98296726806,16.90815243428,17.263522894735,23.01,17.214893252778,3.95556,35,CSCO
10-11-2013,26.88571,32,16,3.73226,28.0,17.222374736156,17.184967319266,17.491708137764,23.28,17.416893303984,3.95556,35,CSCO
10-14-2013,26.88571,32,16,3.73226,28.0,17.327115503448,17.259782153046,17.476745171007998,23.34,17.461782204252,3.95556,35,CSCO
10-15-2013,26.88571,32,16,3.73226,28.0,17.476745171007998,17.334596986826,17.521634071276,23.18,17.342078470204,3.95556,35,CSCO
10-16-2013,26.82857,32,16,3.73008,28.0,17.372004403715998,17.065263585218,17.43185627074,22.995,17.203671027711,3.91111,35,CSCO
10-17-2013,26.82857,32,16,3.73008,28.0,17.05778210184,16.773485733476,17.117633968864,22.781,17.043567283421797,3.91111,35,CSCO
10-18-2013,26.82857,32,16,3.73008,28.0,17.102671002108,17.027856168328,17.312152536692,22.961,17.1782339842258,3.91111,35,CSCO
10-21-2013,26.82857,32,16,3.73008,28.0,17.289708086558,17.065263585218,17.289708086558,22.93,17.155041385754,3.91111,35,CSCO
10-22-2013,26.82857,32,16,3.73008,28.0,17.199930286022,16.773485733476,17.2074117694,22.65,16.94555985117,3.91111,35,CSCO
10-23-2013,26.82857,32,16,3.73008,28.0,16.915633917658,16.60889309916,16.938078367792002,22.255,16.650041257738998,3.91111,35,CSCO
10-24-2013,26.82857,32,16,3.73008,28.0,16.713633866452,16.53407826538,16.780967216854,22.3745,16.7394449841061,3.91111,35,CSCO
10-25-2013,26.82857,32,16,3.73008,28.0,16.900670950902,16.72111534983,16.930596884414,22.455,16.799670925298997,3.91111,35,CSCO
10-28-2013,26.82857,32,16,3.73008,28.0,16.75852276672,16.691189416318,16.87074501739,22.55,16.87074501739,3.91111,35,CSCO
10-29-2013,26.82857,32,16,3.73008,28.0,16.953041334548,16.878226500767997,17.155041385754,22.825,17.076485810285,3.91111,35,CSCO
10-30-2013,26.82857,32,16,3.73008,28.0,17.110152485486,16.953041334548,17.16244805429822,22.705,16.986708009748998,3.91111,35,CSCO
10-31-2013,26.82857,32,16,3.73008,28.0,16.938078367792002,16.788448700232003,16.990448751438002,22.56,16.878226500767997,3.91111,35,CSCO
11-01-2013,26.83333,32,16,3.67801,28.0,16.953041334548,16.75852276672,16.968004301304,22.565,16.881967242457,3.95556,36,CSCO
11-04-2013,26.69444,32,16,3.6653,27.75,16.87074501739,16.77453314114892,16.938078367792002,22.58,16.893189467524,3.95556,36,CSCO
11-05-2013,26.69444,32,16,3.6653,27.75,16.915633917658,16.773485733476,17.390708112161,23.065,17.256041411357,3.95556,36,CSCO
11-06-2013,26.69444,32,16,3.6653,27.75,17.364522920338,17.222374736156,17.484226654386,23.28,17.416893303984,3.95556,36,CSCO
11-07-2013,26.69444,32,16,3.6653,27.75,17.514152587898,17.259782153046,17.626374838567997,23.11,17.289708086558,3.95556,36,CSCO
11-08-2013,26.69444,32,16,3.6653,27.75,17.416893303984,17.271004378113002,17.596448905056,23.51,17.588967421678003,3.95556,36,CSCO
11-11-2013,26.66667,32,16,3.66667,27.75,17.5814859383,17.50667110452,17.641337805324,23.445,17.540337779721,3.95556,36,CSCO
11-12-2013,26.66667,32,16,3.66667,27.75,17.529115554654,17.529115554654,17.835856373152,23.73,17.753560055994,3.95556,36,CSCO
11-13-2013,26.58333,32,16,3.6238,27.25,17.65630077208,17.588967421678003,17.9555601072,23.995,17.951819365511,3.95556,36,CSCO
