 Date,PYPL Price Target,PYPL Price Target - High,PYPL Price Target - Low,PYPL Price Target - StdDev,PYPL Price Target - Median,PYPL Open,PYPL Low,PYPL High,PYPL Close,PYPL Adj. Close,PYPL Rating,PYPL Price Target - #,Ticker
05-26-2016,44.41176,54.0,34.0,4.33262,45.5,38.71,38.0,38.74,38.07,38.07,3.80488,34,PYPL
05-27-2016,44.41176,54.0,34.0,4.33262,45.5,38.0,37.92,38.345,38.09,38.09,3.80488,34,PYPL
05-31-2016,44.41176,54.0,34.0,4.33262,45.5,37.96,37.5,38.03,37.79,37.79,3.80488,34,PYPL
06-01-2016,44.41176,54.0,34.0,4.33262,45.5,37.81,37.71,38.479,38.31,38.31,3.80488,34,PYPL
06-02-2016,44.41176,54.0,34.0,4.33262,45.5,38.42,38.32,38.685,38.56,38.56,3.80488,34,PYPL
06-03-2016,44.41176,54.0,34.0,4.33262,45.5,38.44,37.8125,38.59,38.33,38.33,3.80488,34,PYPL
06-06-2016,44.41176,54.0,34.0,4.33262,45.5,38.47,37.98,38.49,38.1,38.1,3.80488,34,PYPL
06-07-2016,44.41176,54.0,34.0,4.33262,45.5,38.07,37.52,38.48,37.57,37.57,3.80488,34,PYPL
06-08-2016,44.41176,54.0,34.0,4.33262,45.5,37.53,37.06,37.7,37.55,37.55,3.80488,34,PYPL
06-09-2016,44.41176,54.0,34.0,4.33262,45.5,37.48,37.11,37.57,37.13,37.13,3.80488,34,PYPL
06-10-2016,44.41176,54.0,34.0,4.33262,45.5,36.83,36.62,37.05,36.77,36.77,3.80488,34,PYPL
06-13-2016,44.41176,54.0,34.0,4.33262,45.5,36.5,36.495,37.11,36.54,36.54,3.80488,34,PYPL
06-14-2016,44.41176,54.0,34.0,4.33262,45.5,36.37,36.25,37.275,37.16,37.16,3.80488,34,PYPL
06-15-2016,44.41176,54.0,34.0,4.33262,45.5,37.16,36.785,37.2198,36.84,36.84,3.80488,34,PYPL
06-16-2016,44.37143,54.0,34.0,4.27675,45.0,36.62,36.35,37.04,36.97,36.97,3.83333,35,PYPL
06-17-2016,44.37143,54.0,34.0,4.27675,45.0,37.03,36.63,37.18,36.97,36.97,3.83333,35,PYPL
06-20-2016,44.37143,54.0,34.0,4.27675,45.0,37.28,36.82,37.76,36.86,36.86,3.83333,35,PYPL
06-21-2016,44.37143,54.0,34.0,4.27675,45.0,36.8,35.95,36.8,36.16,36.16,3.83333,35,PYPL
06-22-2016,44.37143,54.0,34.0,4.27675,45.0,36.28,35.78,36.4928,36.0,36.0,3.83333,35,PYPL
06-23-2016,44.37143,54.0,34.0,4.27675,45.0,36.27,36.05,36.665,36.66,36.66,3.81395,35,PYPL
06-24-2016,44.37143,54.0,34.0,4.27675,45.0,35.0,34.61,35.725,35.08,35.08,3.81395,35,PYPL
06-27-2016,44.37143,54.0,34.0,4.27675,45.0,34.74,34.0,34.76,34.2,34.2,3.81395,35,PYPL
06-28-2016,44.37143,54.0,34.0,4.27675,45.0,34.46,34.23,35.25,35.24,35.24,3.81395,35,PYPL
06-29-2016,44.17143,54.0,34.0,4.39146,45.0,35.69,35.29,35.905,35.77,35.77,3.81395,35,PYPL
06-30-2016,44.17143,54.0,34.0,4.39146,45.0,35.81,35.59,36.53,36.51,36.51,3.81395,35,PYPL
07-01-2016,44.17143,54.0,34.0,4.39146,45.0,36.6,36.25,36.67,36.35,36.35,3.81395,35,PYPL
07-05-2016,44.17143,54.0,34.0,4.39146,45.0,36.3,35.87,36.36,36.12,36.12,3.81395,35,PYPL
07-06-2016,44.17143,54.0,34.0,4.39146,45.0,35.94,35.715,36.17,35.93,35.93,3.81395,35,PYPL
07-07-2016,44.08333,54.0,34.0,4.33574,45.0,35.92,35.84,36.39,36.32,36.32,3.84091,36,PYPL
07-08-2016,44.02857,54.0,34.0,4.38495,45.0,36.78,36.66,37.46,37.36,37.36,3.86047,35,PYPL
07-11-2016,44.32353,54.0,34.0,4.09247,45.0,37.45,37.4,38.33,38.15,38.15,3.92857,34,PYPL
07-12-2016,44.32353,54.0,34.0,4.09247,45.0,38.47,38.24,38.91,38.79,38.79,3.92857,34,PYPL
07-13-2016,44.32353,54.0,34.0,4.09247,45.0,38.84,38.83,39.99,39.28,39.28,3.92857,34,PYPL
07-14-2016,44.32353,54.0,34.0,4.09247,45.0,39.69,39.4,40.07,39.96,39.96,3.92857,34,PYPL
07-15-2016,44.32353,54.0,34.0,4.09247,45.0,40.02,38.98,40.07,39.09,39.09,3.92857,34,PYPL
07-18-2016,44.38235,54.0,34.0,4.01479,45.0,39.13,38.73,39.22,38.92,38.92,3.92857,34,PYPL
07-19-2016,44.38235,54.0,34.0,4.01479,45.0,38.97,38.83,39.465,39.37,39.37,3.92857,34,PYPL
07-20-2016,44.38235,54.0,34.0,4.01479,45.0,39.44,39.12,40.45,40.05,40.05,3.92857,34,PYPL
07-21-2016,44.38235,54.0,34.0,4.01479,45.0,40.33,39.65,40.33,40.13,40.13,3.92857,34,PYPL
07-22-2016,44.47059,54.0,34.0,4.02372,45.0,37.3,36.43,37.59,37.42,37.42,3.88095,34,PYPL
07-25-2016,44.17143,54.0,34.0,4.33251,45.0,37.7,37.62,38.18,37.78,37.78,3.83721,35,PYPL
07-26-2016,44.17143,54.0,34.0,4.33251,45.0,37.78,37.6,38.27,37.69,37.69,3.83721,35,PYPL
07-27-2016,44.17143,54.0,34.0,4.33251,45.0,37.64,37.045,37.69,37.22,37.22,3.83721,35,PYPL
07-28-2016,44.17143,54.0,34.0,4.33251,45.0,37.4,37.101,37.68,37.22,37.22,3.83721,35,PYPL
07-29-2016,44.47059,54.0,34.0,4.02372,45.0,37.41,36.86,37.48,37.24,37.24,3.90476,34,PYPL
08-01-2016,44.47059,54.0,34.0,4.02372,45.0,37.43,36.9,37.44,37.06,37.06,3.90476,34,PYPL
08-02-2016,44.47059,54.0,34.0,4.02372,45.0,37.06,36.36,37.0852,36.54,36.54,3.90476,34,PYPL
08-03-2016,44.47059,54.0,34.0,4.02372,45.0,36.59,36.28,36.74,36.58,36.58,3.90476,34,PYPL
08-04-2016,44.47059,54.0,34.0,4.02372,45.0,36.82,36.73,37.39,37.3,37.3,3.90476,34,PYPL
08-05-2016,44.47059,54.0,34.0,4.02372,45.0,37.55,37.55,38.15,38.1,38.1,3.90476,34,PYPL
08-08-2016,44.47059,54.0,34.0,4.02372,45.0,38.19,37.65,38.3,37.91,37.91,3.90476,34,PYPL
08-09-2016,44.47059,54.0,34.0,4.02372,45.0,38.03,37.88,38.14,38.1,38.1,3.90476,34,PYPL
08-10-2016,44.47059,54.0,34.0,4.02372,45.0,38.02,37.91,38.245,38.07,38.07,3.90476,34,PYPL
08-11-2016,44.47059,54.0,34.0,4.02372,45.0,38.19,38.1,38.49,38.46,38.46,3.90476,34,PYPL
08-12-2016,44.47059,54.0,34.0,4.02372,45.0,38.3,38.1,38.63,38.51,38.51,3.90476,34,PYPL
08-15-2016,44.47059,54.0,34.0,4.02372,45.0,38.55,38.34,38.65,38.46,38.46,3.90476,34,PYPL
08-16-2016,44.47059,54.0,34.0,4.02372,45.0,38.4,38.15,38.53,38.38,38.38,3.90476,34,PYPL
08-17-2016,44.47059,54.0,34.0,4.02372,45.0,38.41,37.88,38.46,38.14,38.14,3.90476,34,PYPL
08-18-2016,44.17143,54.0,34.0,4.33251,45.0,38.07,37.93,38.375,38.22,38.22,3.83721,35,PYPL
08-19-2016,44.2,54.0,34.0,4.33458,45.0,38.02,37.895,38.18,38.09,38.09,3.83721,35,PYPL
08-22-2016,44.2,54.0,34.0,4.33458,45.0,37.93,37.66,38.2,38.11,38.11,3.83721,35,PYPL
08-23-2016,44.2,54.0,34.0,4.33458,45.0,38.42,37.8,38.43,37.86,37.86,3.83721,35,PYPL
08-24-2016,44.2,54.0,34.0,4.33458,45.0,37.81,37.41,37.95,37.52,37.52,3.83721,35,PYPL
08-25-2016,44.2,54.0,34.0,4.33458,45.0,37.5,37.25,37.57,37.51,37.51,3.83721,35,PYPL
08-26-2016,44.2,54.0,34.0,4.33458,45.0,37.72,37.38,37.84,37.65,37.65,3.83721,35,PYPL
08-29-2016,44.2,54.0,34.0,4.33458,45.0,37.61,37.27,37.65,37.29,37.29,3.83721,35,PYPL
08-30-2016,44.2,54.0,34.0,4.33458,45.0,37.26,36.985,37.52,37.0,37.0,3.83721,35,PYPL
08-31-2016,44.2,54.0,34.0,4.33458,45.0,37.0,36.84,37.24,37.15,37.15,3.83721,35,PYPL
09-01-2016,44.2,54.0,34.0,4.33458,45.0,37.27,36.58,37.32,36.83,36.83,3.83721,35,PYPL
09-02-2016,44.2,54.0,34.0,4.33458,45.0,37.01,36.3,37.125,37.07,37.07,3.83721,35,PYPL
09-06-2016,44.17647,54.0,34.0,4.39566,45.0,37.05,37.02,37.65,37.18,37.18,3.83721,34,PYPL
09-07-2016,44.17647,54.0,34.0,4.39566,45.0,37.33,37.26,38.58,38.56,38.56,3.83721,34,PYPL
09-08-2016,44.17647,54.0,34.0,4.39566,45.0,38.65,38.5007,39.33,39.27,39.27,3.81395,34,PYPL
09-09-2016,44.17647,54.0,34.0,4.39566,45.0,38.75,37.91,39.02,38.01,38.01,3.81395,34,PYPL
09-12-2016,44.17647,54.0,34.0,4.39566,45.0,37.65,37.5401,38.84,38.77,38.77,3.81395,34,PYPL
09-13-2016,44.17647,54.0,34.0,4.39566,45.0,38.62,38.41,40.33,39.86,39.86,3.81395,34,PYPL
09-14-2016,44.4,54.0,34.0,4.52422,45.0,39.99,39.53,40.28,39.96,39.96,3.84091,35,PYPL
09-15-2016,44.4,54.0,34.0,4.52422,45.0,40.31,39.8699,41.14,40.83,40.83,3.84091,35,PYPL
09-16-2016,44.4,54.0,34.0,4.52422,45.0,40.71,40.3248,40.88,40.7,40.7,3.84091,35,PYPL
09-19-2016,44.25714,54.0,34.0,4.5816,45.0,40.24,39.75,40.46,40.01,40.01,3.79545,35,PYPL
09-20-2016,44.25714,54.0,34.0,4.5816,45.0,40.3,39.67,40.3,39.69,39.69,3.79545,35,PYPL
09-21-2016,44.25714,54.0,34.0,4.5816,45.0,39.86,39.7,40.39,40.29,40.29,3.79545,35,PYPL
09-22-2016,44.25714,54.0,34.0,4.5816,45.0,40.42,40.14,40.66,40.49,40.49,3.79545,35,PYPL
09-23-2016,44.25714,54.0,34.0,4.5816,45.0,39.6,39.6,40.495,40.07,40.07,3.79545,35,PYPL
09-26-2016,44.25714,54.0,34.0,4.5816,45.0,39.38,39.38,40.51,40.34,40.34,3.79545,35,PYPL
09-27-2016,44.25714,54.0,34.0,4.5816,45.0,40.04,39.49,41.23,41.06,41.06,3.79545,35,PYPL
09-28-2016,44.25714,54.0,34.0,4.5816,45.0,41.15,40.21,41.19,40.97,40.97,3.79545,35,PYPL
09-29-2016,44.25714,54.0,34.0,4.5816,45.0,40.91,40.36,41.3,40.39,40.39,3.79545,35,PYPL
09-30-2016,44.25714,54.0,34.0,4.5816,45.0,40.29,40.27,41.05,40.97,40.97,3.79545,35,PYPL
10-03-2016,44.25714,54.0,34.0,4.5816,45.0,40.87,40.16,41.2,40.59,40.59,3.79545,35,PYPL
10-04-2016,44.27778,54.0,34.0,4.51916,45.0,41.3,40.44,41.3,40.78,40.78,3.79545,36,PYPL
10-05-2016,44.27778,54.0,34.0,4.51916,45.0,40.95,40.4,40.95,40.44,40.44,3.79545,36,PYPL
10-06-2016,44.38889,54.0,34.0,4.55996,45.0,40.32,39.86,40.39,40.18,40.18,3.79545,36,PYPL
10-07-2016,44.38889,54.0,34.0,4.55996,45.0,40.42,39.62,40.42,39.88,39.88,3.79545,36,PYPL
10-10-2016,44.38889,54.0,34.0,4.55996,45.0,40.13,39.59,40.17,39.86,39.86,3.79545,36,PYPL
10-11-2016,44.61111,54.0,34.0,4.72745,45.0,40.03,38.96,40.11,39.19,39.19,3.79545,36,PYPL
10-12-2016,44.61111,54.0,34.0,4.72745,45.0,39.77,39.3,39.8,39.53,39.53,3.79545,36,PYPL
10-13-2016,44.61111,54.0,34.0,4.72745,45.0,39.39,38.75,39.4,39.2,39.2,3.79545,36,PYPL
10-14-2016,44.75,54.0,34.0,4.72214,45.5,39.46,39.23,39.89,39.24,39.24,3.79545,36,PYPL
10-17-2016,44.7027,54.0,34.0,4.66653,45.0,39.24,39.16,39.62,39.48,39.48,3.79545,37,PYPL
10-18-2016,45.02703,54.0,34.0,4.31519,46.0,40.0,39.78,40.18,39.83,39.83,3.88636,37,PYPL
10-19-2016,45.02703,54.0,34.0,4.31519,46.0,39.97,39.84,40.47,40.24,40.24,3.88636,37,PYPL
10-20-2016,45.02703,54.0,34.0,4.31519,46.0,40.23,39.82,40.29,40.09,40.09,3.88636,37,PYPL
10-21-2016,46.08108,54.0,36.0,4.34572,47.0,41.85,41.84,44.24,44.15,44.15,3.93182,37,PYPL
10-24-2016,46.18919,54.0,36.0,4.36719,47.0,44.0,43.14,44.52,43.87,43.87,3.93182,37,PYPL
10-25-2016,46.18919,54.0,36.0,4.36719,47.0,43.66,43.0,44.07,43.31,43.31,3.93182,37,PYPL
10-26-2016,46.18919,54.0,36.0,4.36719,47.0,43.0,42.31,43.21,42.33,42.33,3.93182,37,PYPL
10-27-2016,46.18919,54.0,36.0,4.36719,47.0,42.55,41.621,42.57,41.69,41.69,3.93182,37,PYPL
10-28-2016,46.18919,54.0,36.0,4.36719,47.0,41.98,41.07,41.98,41.76,41.76,3.93182,37,PYPL
10-31-2016,46.38889,54.0,36.0,4.25753,47.0,41.78,41.36,42.0,41.66,41.66,3.95349,36,PYPL
11-01-2016,46.38889,54.0,36.0,4.25753,47.0,41.68,41.29,42.295,41.54,41.54,3.95349,36,PYPL
11-02-2016,46.38889,54.0,36.0,4.25753,47.0,41.43,41.08,41.57,41.35,41.35,3.95349,36,PYPL
11-03-2016,46.38889,54.0,36.0,4.25753,47.0,41.32,40.92,41.5,41.19,41.19,3.95349,36,PYPL
11-04-2016,46.38889,54.0,36.0,4.25753,47.0,40.3,40.3,41.485,40.9,40.9,3.95349,36,PYPL
11-07-2016,46.38889,54.0,36.0,4.25753,47.0,41.52,41.06,41.65,41.28,41.28,3.95349,36,PYPL
11-08-2016,46.38889,54.0,36.0,4.25753,47.0,41.42,41.09,42.15,41.58,41.58,3.95349,36,PYPL
11-09-2016,46.38889,54.0,36.0,4.25753,47.0,40.6,40.58,41.47,41.26,41.26,3.95349,36,PYPL
11-10-2016,46.38889,54.0,36.0,4.25753,47.0,41.9,39.58,41.9,40.45,40.45,3.95349,36,PYPL
11-11-2016,46.17143,54.0,36.0,4.11607,47.0,40.77,39.8,40.77,40.08,40.08,3.95238,35,PYPL
11-14-2016,46.17143,54.0,36.0,4.11607,47.0,40.4,38.45,40.4,38.81,38.81,3.95238,35,PYPL
11-15-2016,46.38889,54.0,36.0,4.25753,47.0,39.04,38.9,39.48,38.94,38.94,3.95349,36,PYPL
11-16-2016,46.38889,54.0,36.0,4.25753,47.0,39.05,38.71,39.21,39.07,39.07,3.95349,36,PYPL
11-17-2016,46.38889,54.0,36.0,4.25753,47.0,39.12,38.95,40.055,39.88,39.88,3.95349,36,PYPL
11-18-2016,46.38889,54.0,36.0,4.25753,47.0,40.08,39.91,40.57,40.08,40.08,3.95349,36,PYPL
11-21-2016,46.38889,54.0,36.0,4.25753,47.0,40.12,40.1155,40.77,40.63,40.63,3.95349,36,PYPL
11-22-2016,46.38889,54.0,36.0,4.25753,47.0,40.99,39.95,41.1,40.33,40.33,3.95349,36,PYPL
11-23-2016,46.38889,54.0,36.0,4.25753,47.0,40.31,39.85,40.43,40.05,40.05,3.95349,36,PYPL
11-25-2016,46.38889,54.0,36.0,4.25753,47.0,40.4,39.99,40.56,40.26,40.26,3.95349,36,PYPL
11-28-2016,46.38889,54.0,36.0,4.25753,47.0,40.26,39.925,40.49,39.96,39.96,3.95349,36,PYPL
11-29-2016,46.38889,54.0,36.0,4.25753,47.0,40.07,39.79,40.36,39.89,39.89,3.95349,36,PYPL
11-30-2016,46.38889,54.0,36.0,4.25753,47.0,40.1,39.18,40.18,39.28,39.28,3.95349,36,PYPL
12-01-2016,46.38889,54.0,36.0,4.25753,47.0,39.56,38.18,39.68,38.34,38.34,3.95349,36,PYPL
12-02-2016,46.38889,54.0,36.0,4.25753,47.0,38.34,38.06,38.75,38.62,38.62,3.95349,36,PYPL
12-05-2016,46.38889,54.0,36.0,4.25753,47.0,38.85,38.65,39.34,38.99,38.99,3.95349,36,PYPL
12-06-2016,46.38889,54.0,36.0,4.25753,47.0,39.23,38.71,39.26,38.98,38.98,3.95349,36,PYPL
12-07-2016,46.44444,54.0,38.0,4.13283,47.0,39.08,38.8,39.46,39.45,39.45,3.95349,36,PYPL
12-08-2016,46.44444,54.0,38.0,4.13283,47.0,39.68,39.45,40.0,39.61,39.61,3.95349,36,PYPL
12-09-2016,46.44444,54.0,38.0,4.13283,47.0,39.7,39.375,39.79,39.65,39.65,3.95349,36,PYPL
12-12-2016,46.44444,54.0,38.0,4.13283,47.0,39.6,39.35,39.9,39.43,39.43,3.95349,36,PYPL
12-13-2016,46.44444,54.0,38.0,4.13283,47.0,39.55,39.39,39.745,39.43,39.43,3.95349,36,PYPL
12-14-2016,46.44444,54.0,38.0,4.13283,47.0,39.46,39.46,39.89,39.55,39.55,3.95349,36,PYPL
12-15-2016,46.44444,54.0,38.0,4.13283,47.0,39.8,39.35,40.29,39.54,39.54,3.95349,36,PYPL
12-16-2016,46.44444,54.0,38.0,4.13283,47.0,39.9,39.12,39.9,39.32,39.32,3.95349,36,PYPL
12-19-2016,46.44444,54.0,38.0,4.13283,47.0,39.4,39.11,39.8,39.44,39.44,3.95349,36,PYPL
12-20-2016,46.44444,54.0,38.0,4.13283,47.0,39.61,39.26,39.74,39.74,39.74,3.95349,36,PYPL
12-21-2016,46.44444,54.0,38.0,4.13283,47.0,39.84,39.82,40.74,40.09,40.09,3.95349,36,PYPL
12-22-2016,46.44444,54.0,38.0,4.13283,47.0,40.04,39.54,40.09,39.68,39.68,3.95349,36,PYPL
12-23-2016,46.44444,54.0,38.0,4.13283,47.0,39.82,39.48,39.87,39.58,39.58,3.95349,36,PYPL
12-27-2016,46.44444,54.0,38.0,4.13283,47.0,39.5,39.43,40.08,39.72,39.72,3.95349,36,PYPL
12-28-2016,46.44444,54.0,38.0,4.13283,47.0,39.76,39.53,40.03,39.57,39.57,3.95349,36,PYPL
12-29-2016,46.44444,54.0,38.0,4.13283,47.0,39.54,39.54,40.17,39.96,39.96,3.95349,36,PYPL
12-30-2016,46.44444,54.0,38.0,4.13283,47.0,39.96,39.34,40.07,39.47,39.47,3.95349,36,PYPL
01-03-2017,46.56757,54.0,38.0,4.13646,47.0,40.29,40.0,40.98,40.25,40.25,3.95349,37,PYPL
01-04-2017,46.55263,54.0,38.0,4.08268,47.0,40.35,40.045,41.03,41.0,41.0,3.97727,38,PYPL
01-05-2017,46.5641,54.0,38.0,4.03062,47.0,41.43,41.0399,41.72,41.06,41.06,3.97778,39,PYPL
01-06-2017,46.58974,54.0,38.0,4.011,47.0,41.24,40.79,41.64,41.45,41.45,3.97778,39,PYPL
01-09-2017,46.525,54.0,38.0,3.98113,47.0,41.49,41.11,41.51,41.4,41.4,3.95652,40,PYPL
01-10-2017,46.63415,54.0,38.0,3.99241,47.0,41.4,41.07,41.55,41.08,41.08,3.97872,41,PYPL
01-11-2017,46.63415,54.0,38.0,3.99241,47.0,41.23,40.835,41.38,41.28,41.28,3.97872,41,PYPL
01-12-2017,46.63415,54.0,38.0,3.99241,47.0,41.28,40.92,41.6052,41.56,41.56,3.97872,41,PYPL
01-13-2017,46.63415,54.0,38.0,3.99241,47.0,41.65,41.53,41.84,41.6,41.6,3.97872,41,PYPL
01-17-2017,46.68293,54.0,38.0,3.94745,47.0,41.6,41.2,41.71,41.27,41.27,3.97872,41,PYPL
01-18-2017,46.7561,54.0,38.0,3.98032,47.0,41.41,41.11,41.49,41.35,41.35,3.97872,41,PYPL
01-19-2017,46.7561,54.0,38.0,3.98032,47.0,41.25,41.03,41.68,41.27,41.27,3.97872,41,PYPL
01-20-2017,46.7561,54.0,38.0,3.98032,47.0,41.39,41.3,41.72,41.69,41.69,3.97872,41,PYPL
01-23-2017,46.7561,54.0,38.0,3.98032,47.0,41.86,41.25,42.11,41.62,41.62,3.97872,41,PYPL
01-24-2017,46.7561,54.0,38.0,3.98032,47.0,41.95,41.53,42.04,41.96,41.96,3.97872,41,PYPL
01-25-2017,46.7561,54.0,38.0,3.98032,47.0,42.36,41.66,42.44,41.71,41.71,3.97872,41,PYPL
01-26-2017,46.73171,54.0,38.0,3.98794,47.0,42.36,41.285,42.5,41.5,41.5,3.97872,41,PYPL
01-27-2017,46.97561,54.0,38.0,3.74484,47.0,41.0,39.92,41.2,40.27,40.27,3.97872,41,PYPL
01-30-2017,46.97561,54.0,38.0,3.74484,47.0,40.17,39.42,40.27,39.86,39.86,4.02128,41,PYPL
01-31-2017,46.97561,54.0,38.0,3.74484,47.0,39.7,39.45,40.01,39.78,39.78,4.02128,41,PYPL
02-01-2017,46.97561,54.0,38.0,3.74484,47.0,39.96,39.11,40.0,39.31,39.31,4.02128,41,PYPL
02-02-2017,47.02439,54.0,38.0,3.70555,47.0,39.4,39.02,39.84,39.58,39.58,4.02128,41,PYPL
02-03-2017,47.02439,54.0,38.0,3.70555,47.0,39.79,39.55,39.93,39.59,39.59,4.02128,41,PYPL
02-06-2017,47.02439,54.0,38.0,3.70555,47.0,39.64,39.34,39.83,39.74,39.74,4.02128,41,PYPL
02-07-2017,47.02439,54.0,38.0,3.70555,47.0,40.01,39.7,40.34,40.02,40.02,4.02128,41,PYPL
02-08-2017,47.02439,54.0,38.0,3.70555,47.0,40.18,39.92,40.99,40.88,40.88,4.02128,41,PYPL
02-09-2017,47.02439,54.0,38.0,3.70555,47.0,40.44,40.3,40.995,40.83,40.83,4.02128,41,PYPL
02-10-2017,47.02439,54.0,38.0,3.70555,47.0,40.82,40.56,40.86,40.58,40.58,4.02128,41,PYPL
02-13-2017,47.02439,54.0,38.0,3.70555,47.0,40.83,40.74,41.3,41.17,41.17,4.02128,41,PYPL
02-14-2017,47.02439,54.0,38.0,3.70555,47.0,41.18,40.94,41.63,41.62,41.62,4.02128,41,PYPL
02-15-2017,47.02439,54.0,38.0,3.70555,47.0,41.69,41.27,41.93,41.87,41.87,4.04348,41,PYPL
02-16-2017,47.02439,54.0,38.0,3.70555,47.0,41.87,41.7,42.31,42.15,42.15,4.04348,41,PYPL
02-17-2017,47.02439,54.0,38.0,3.70555,47.0,41.92,41.8,42.3,41.96,41.96,4.04348,41,PYPL
02-21-2017,47.02439,54.0,38.0,3.70555,47.0,41.93,41.9,42.56,42.43,42.43,4.04348,41,PYPL
02-22-2017,47.02439,54.0,38.0,3.70555,47.0,42.3,42.12,42.53,42.42,42.42,4.04348,41,PYPL
02-23-2017,47.02439,54.0,38.0,3.70555,47.0,42.37,42.16,42.67,42.53,42.53,4.04348,41,PYPL
02-24-2017,47.02439,54.0,38.0,3.70555,47.0,42.11,41.83,43.07,43.07,43.07,4.04348,41,PYPL
02-27-2017,47.02439,54.0,38.0,3.70555,47.0,42.89,42.35,42.89,42.64,42.64,4.04348,41,PYPL
02-28-2017,47.25,54.0,39.0,3.4623,47.0,42.49,41.99,42.49,42.0,42.0,4.08889,40,PYPL
03-01-2017,47.25,54.0,39.0,3.4623,47.0,42.31,41.99,42.52,42.43,42.43,4.08889,40,PYPL
03-02-2017,47.3,54.0,39.0,3.47275,47.5,42.4,42.2,42.86,42.77,42.77,4.08889,40,PYPL
03-03-2017,47.3,54.0,39.0,3.47275,47.5,42.7,42.58,43.04,43.03,43.03,4.08889,40,PYPL
03-06-2017,47.3,54.0,39.0,3.47275,47.5,42.98,42.63,43.03,42.87,42.87,4.08889,40,PYPL
03-07-2017,47.3,54.0,39.0,3.47275,47.5,42.8,42.71,43.2,42.89,42.89,4.08889,40,PYPL
03-08-2017,47.3,54.0,39.0,3.47275,47.5,42.84,42.72,43.18,42.79,42.79,4.08889,40,PYPL
03-09-2017,47.3,54.0,39.0,3.47275,47.5,42.66,42.45,43.0,42.92,42.92,4.08889,40,PYPL
03-10-2017,47.3,54.0,39.0,3.47275,47.5,43.19,42.76,43.28,42.99,42.99,4.08889,40,PYPL
03-13-2017,47.3,54.0,39.0,3.47275,47.5,42.87,42.45,42.965,42.59,42.59,4.08889,40,PYPL
03-14-2017,47.3,54.0,39.0,3.47275,47.5,42.51,41.74,42.64,42.1,42.1,4.08889,40,PYPL
03-15-2017,47.3,54.0,39.0,3.47275,47.5,42.29,41.89,42.57,42.39,42.39,4.08889,40,PYPL
03-16-2017,47.3,54.0,39.0,3.47275,47.5,42.5,42.14,42.58,42.4,42.4,4.08889,40,PYPL
03-17-2017,47.35,54.0,39.0,3.46807,48.0,42.57,42.37,43.3,43.08,43.08,4.08889,40,PYPL
03-20-2017,47.35,54.0,39.0,3.46807,48.0,43.1,42.81,43.32,43.16,43.16,4.08889,40,PYPL
03-21-2017,47.35,54.0,39.0,3.46807,48.0,43.33,42.46,43.4,42.64,42.64,4.08889,40,PYPL
03-22-2017,47.35,54.0,39.0,3.46807,48.0,42.595,42.45,43.24,43.19,43.19,4.08889,40,PYPL
03-23-2017,47.35,54.0,39.0,3.46807,48.0,43.13,43.0,43.61,43.14,43.14,4.08889,40,PYPL
03-24-2017,47.35,54.0,39.0,3.46807,48.0,43.48,42.935,43.495,43.13,43.13,4.08889,40,PYPL
03-27-2017,47.35,54.0,39.0,3.46807,48.0,42.69,42.58,43.2,43.08,43.08,4.08889,40,PYPL
03-28-2017,47.35,54.0,39.0,3.46807,48.0,42.87,42.84,43.25,43.15,43.15,4.08889,40,PYPL
03-29-2017,47.425,54.0,39.0,3.51346,48.0,43.15,42.96,43.3,43.24,43.24,4.08889,40,PYPL
03-30-2017,47.425,54.0,39.0,3.51346,48.0,43.15,43.0,43.8,43.54,43.54,4.08889,40,PYPL
03-31-2017,47.425,54.0,39.0,3.51346,48.0,43.44,43.01,43.48,43.02,43.02,4.08889,40,PYPL
04-03-2017,47.425,54.0,39.0,3.51346,48.0,43.2,42.51,43.3,42.63,42.63,4.08889,40,PYPL
04-04-2017,47.425,54.0,39.0,3.51346,48.0,42.74,42.26,42.74,42.72,42.72,4.08889,40,PYPL
04-05-2017,47.475,54.0,39.0,3.49276,48.0,42.83,42.74,43.3433,42.89,42.89,4.08889,40,PYPL
04-06-2017,47.475,54.0,39.0,3.49276,48.0,42.9,42.72,43.0,42.9,42.9,4.08889,40,PYPL
04-07-2017,47.46154,54.0,39.0,3.53623,48.0,42.89,42.71,43.175,43.04,43.04,4.06818,39,PYPL
04-10-2017,47.46154,54.0,39.0,3.53623,48.0,43.07,43.01,43.55,43.05,43.05,4.06818,39,PYPL
04-11-2017,47.46154,54.0,39.0,3.53623,48.0,42.99,42.61,43.09,42.69,42.69,4.06818,39,PYPL
04-12-2017,47.46154,54.0,39.0,3.53623,48.0,42.1,42.06,42.81,42.49,42.49,4.06818,39,PYPL
04-13-2017,47.46154,54.0,39.0,3.53623,48.0,42.5,42.32,42.89,42.55,42.55,4.06818,39,PYPL
04-17-2017,47.46154,54.0,39.0,3.53623,48.0,42.6,42.6,43.14,43.1,43.1,4.06818,39,PYPL
04-18-2017,47.46154,54.0,39.0,3.53623,48.0,43.2,42.86,43.2,43.09,43.09,4.06818,39,PYPL
04-19-2017,47.46154,54.0,39.0,3.53623,48.0,43.03,42.9,43.47,43.3,43.3,4.06818,39,PYPL
04-20-2017,47.46154,54.0,39.0,3.53623,48.0,43.32,43.26,43.8,43.69,43.69,4.06818,39,PYPL
04-21-2017,47.46154,54.0,39.0,3.53623,48.0,43.86,43.6,44.0,43.81,43.81,4.06818,39,PYPL
