 Date,COST Price Target,COST Price Target - High,COST Price Target - Low,COST Price Target - StdDev,COST Price Target - Median,COST Open,COST Low,COST High,COST Close,COST Adj. Close,COST Rating,COST Price Target - #,Ticker
03-26-2013,107.83125,117,65.0,10.70693,110.0,86.907635503572,86.702063463872,87.17076771438799,105.97,87.13787618803599,3.85714,24,COST
03-27-2013,107.83125,117,65.0,10.70693,110.0,86.53760583211199,86.373148200352,87.795706715076,106.64,87.688809254432,3.85714,24,COST
03-28-2013,107.83125,117,65.0,10.70693,110.0,87.705255017608,86.84185245086799,88.03589708626147,106.11,87.25299653026799,3.85714,24,COST
04-01-2013,107.83125,117,65.0,10.70693,110.0,87.1625448328,86.6535484625028,87.647694846492,105.81,87.00631008262799,3.85714,24,COST
04-02-2013,107.86739,117,65.0,10.93578,110.0,87.38456263567599,87.18729570637989,88.60154911069999,107.68,88.543988939584,3.88889,23,COST
04-03-2013,107.86739,117,65.0,10.93578,110.0,88.39597707099999,87.1625448328,88.593326229112,106.36,87.458568569968,3.88889,23,COST
04-04-2013,107.86739,117,65.0,10.93578,110.0,87.376339754088,86.71850922704799,87.89438129413199,106.36,87.458568569968,3.85185,23,COST
04-05-2013,107.86739,117,65.0,10.93578,110.0,86.58694312163999,85.88799818666,87.13787618803599,105.8,86.99808720104,3.85185,23,COST
04-08-2013,107.86739,117,65.0,10.93578,110.0,87.53257450426,87.055647372156,88.05883892589199,107.04,88.017724517952,3.85185,23,COST
04-09-2013,108.08478,117,65.0,10.66452,110.0,88.19040503129999,86.825406687692,88.215073676064,105.79,86.989864319452,3.85185,23,COST
04-10-2013,108.08478,117,65.0,10.66452,110.0,86.940527029924,86.77195795737,87.59013467537599,105.75,86.9569727931,3.85185,23,COST
04-11-2013,108.08478,117,65.0,10.66452,110.0,87.06387025374399,86.49649142417199,87.49146009632,106.01,87.17076771438799,3.85185,23,COST
04-12-2013,108.08478,117,65.0,10.66452,110.0,87.277665175032,86.8755662653788,87.812152478252,106.13,87.26944229344399,3.85185,23,COST
04-15-2013,108.08478,117,65.0,10.66452,110.0,86.71028634545999,85.62568826400279,87.34344822773599,104.21,85.690649028548,3.85185,23,COST
04-16-2013,108.62292,121,65.0,10.75424,111.5,86.11823887112399,85.97022700253999,86.989864319452,105.55,86.79251516133999,3.89286,24,COST
04-17-2013,108.62292,121,65.0,10.75424,111.5,86.151130397476,85.797546489192,86.54582871369999,104.77,86.151130397476,3.89286,24,COST
04-18-2013,108.62292,121,65.0,10.75424,111.5,86.142907515888,84.967035448804,86.438931253056,103.61,85.19727613326799,3.89286,24,COST
04-19-2013,108.62292,121,65.0,10.75424,111.5,84.86013798815999,84.86013798815999,86.05245581842,104.45,85.88799818666,3.89286,24,COST
04-22-2013,108.62292,121,65.0,10.75424,111.5,85.871552423484,85.73998631807599,86.981641437864,105.16,86.47182277940799,3.89286,24,COST
04-23-2013,108.62292,121,65.0,10.75424,111.5,86.948749911512,86.784292279752,88.27263384717999,107.25,88.19040503129999,3.89286,24,COST
04-24-2013,108.62292,121,65.0,10.75424,111.5,88.36308554464799,88.23151943923999,89.09492200598,107.83,88.667332163404,3.89286,24,COST
04-25-2013,108.62292,121,65.0,10.75424,111.5,89.09492200598,88.64266351863999,89.90898728319199,109.13,89.73630676984399,3.89286,24,COST
04-26-2013,108.62292,121,65.0,10.75424,111.5,89.54718049332,89.11959065074399,90.2461254283,109.27,89.851427112076,3.89286,24,COST
04-29-2013,108.62292,121,65.0,10.75424,111.5,89.87609575683999,89.19359658503599,90.015884743836,108.63,89.32516269044399,3.89286,24,COST
04-30-2013,108.62292,121,65.0,10.75424,111.5,88.905795729456,88.543988939584,89.27582540091599,108.43,89.160705058684,3.89286,24,COST
05-01-2013,108.43261,121,65.0,10.94591,110.0,88.91401861104399,88.77422962404799,89.6294093092,108.22,88.98802454533599,3.88889,23,COST
05-02-2013,108.43261,121,65.0,10.94591,110.0,88.94691013739599,88.576880465936,89.867872875252,108.69,89.37449997997199,3.88889,23,COST
05-03-2013,108.65,121,65.0,10.92521,110.0,90.394137296884,89.637632190788,90.788835613108,109.75,90.2461254283,3.88889,23,COST
05-06-2013,108.67955,121,65.0,11.31138,110.0,90.213233901948,89.65407795396399,90.6572695077,109.09,89.703415243492,3.84615,22,COST
05-07-2013,108.67955,121,65.0,11.31138,110.0,89.645855072376,89.349831335208,90.2699717849052,109.71,90.213233901948,3.84615,22,COST
05-08-2013,108.67955,121,65.0,11.31138,110.0,90.36946865212,89.95832457272,90.6572695077,109.61,90.131005086068,3.84615,22,COST
05-09-2013,109.36136,121,65.0,11.49551,111.5,90.353022888944,89.53073473014399,90.579152132614,109.14,89.74452965143199,3.84615,22,COST
05-10-2013,109.67955,121,65.0,11.6208,113.0,89.96654745430799,89.769198296196,90.579152132614,109.99,90.443474586412,3.84615,22,COST
05-13-2013,109.67955,121,65.0,11.6208,113.0,90.196788138772,90.12278220448,90.71894111961,110.01,90.459920349588,3.84615,22,COST
05-14-2013,109.67955,121,65.0,11.6208,113.0,90.690161034052,90.357134329738,91.866033101136,111.39,91.594678008732,3.84615,22,COST
05-15-2013,109.67955,121,65.0,11.6208,113.0,91.413269750358,91.273090642857,93.136648189635,112.82,93.029452401546,3.84615,22,COST
05-16-2013,109.67955,121,65.0,11.6208,113.0,92.839798314927,91.710119625066,93.1778773389,111.51,91.949248690803,3.84615,22,COST
05-17-2013,109.67955,121,65.0,11.6208,113.0,92.526456780513,92.056444478892,93.334548106107,113.05,93.219106488165,3.84615,22,COST
05-20-2013,109.67955,121,65.0,11.6208,113.0,93.227352318018,92.312065204335,93.28416608570517,112.02,92.369786013306,3.84615,22,COST
05-21-2013,109.67955,121,65.0,11.6208,113.0,92.749094186544,92.526456780513,93.969477004788,113.48,93.573677171844,3.84615,22,COST
05-22-2013,109.67955,121,65.0,11.6208,113.0,93.449989724049,93.120156529929,94.596160073616,113.38,93.491218873314,3.84615,22,COST
05-23-2013,109.67955,121,65.0,11.6208,113.0,92.955239932869,92.229606905805,94.16737692126,113.19,93.334548106107,3.84615,22,COST
05-24-2013,109.67955,121,65.0,11.6208,113.0,92.749094186544,92.559440099925,94.571422584057,114.39,94.324047688467,3.84615,22,COST
05-28-2013,110.63409,126,65.0,12.23883,114.0,94.90950160802998,94.027197813759,95.461972208181,114.83,94.686864201999,3.84615,22,COST
05-29-2013,110.81591,126,65.0,12.06339,114.0,94.439489306409,92.963485762722,94.54256217957148,112.95,93.136648189635,3.84615,22,COST
05-30-2013,111.31591,126,65.0,12.4738,114.0,94.233343560084,92.246098565511,95.231088972297,111.88,92.254344395364,3.84615,22,COST
05-31-2013,112.38913,126,65.0,12.69015,115.0,92.452244311836,90.399032678439,92.963485762722,109.631,90.3998572614243,3.84615,23,COST
06-03-2013,112.51391,126,65.0,12.65996,115.0,90.638161744176,89.52085179909449,91.569940517565,110.88,91.429761410064,3.84615,23,COST
06-04-2013,112.51391,126,65.0,12.65996,115.0,91.413269750358,90.62167008447,92.196623586393,110.66,91.248353153298,3.84615,23,COST
06-05-2013,113.2425,130,65.0,12.87656,115.0,90.803078341236,89.780595439464,91.18650942940047,109.17,90.019724505201,3.88889,24,COST
06-06-2013,113.2425,130,65.0,12.87656,115.0,90.324820209762,90.192886932114,91.635907156389,111.09,91.602923836977,3.88889,24,COST
06-07-2013,113.2425,130,65.0,12.87656,115.0,91.726611284772,90.844307490501,92.312065204335,110.58,91.182386514474,3.88889,24,COST
06-10-2013,113.2425,130,65.0,12.87656,115.0,91.470990559329,90.407278508292,91.553448857859,110.31,90.959749108443,3.88889,24,COST
06-11-2013,113.2425,130,65.0,12.87656,115.0,90.497982636675,90.308328550056,91.5287113683,110.02,90.720620042706,3.88889,24,COST
06-12-2013,113.2425,130,65.0,12.87656,115.0,91.322565621975,89.970249526083,91.380286430946,109.4,90.20937859182,3.88889,24,COST
06-13-2013,113.2425,130,65.0,12.87656,115.0,90.019724505201,89.89603705740599,91.644152986242,110.88,91.429761410064,3.88889,24,COST
06-14-2013,113.2425,130,65.0,12.87656,115.0,91.009224087561,90.976240768149,92.0432511511272,111.0,91.5287113683,3.88889,24,COST
06-17-2013,113.2425,130,65.0,12.87656,115.0,92.147148607275,91.47841180619668,92.76558584625,111.7,92.10591945801,3.88889,24,COST
06-18-2013,113.2425,130,65.0,12.87656,115.0,91.973986180362,91.69362796536,92.51821095066,112.085,92.42338390735048,3.88889,24,COST
06-19-2013,113.2425,130,65.0,12.87656,115.0,92.542948440219,90.819570000942,92.839798314927,110.19,90.860799150207,3.88889,24,COST
06-20-2013,113.2425,130,65.0,12.87656,115.0,90.481490976969,88.543720961514,90.481490976969,107.56,88.69214589886799,3.88889,24,COST
06-21-2013,113.2425,130,65.0,12.87656,115.0,89.37654977666699,88.97250411387,90.357803529174,108.65,89.59094135284501,3.88889,24,COST
06-24-2013,113.2425,130,65.0,12.87656,115.0,88.60968760033799,88.593195940632,91.19887817418,109.64,90.407278508292,3.85714,24,COST
06-25-2013,113.2425,130,65.0,12.87656,115.0,91.264844813004,90.077445314172,91.264844813004,110.25,90.910274129325,3.85714,24,COST
06-26-2013,113.2425,130,65.0,12.87656,115.0,91.075190726385,90.78658668153,91.916265371391,111.18,91.677136305654,3.85714,24,COST
06-27-2013,113.2425,130,65.0,12.87656,115.0,91.998723669921,91.726611284772,92.64189839845498,111.49,91.932757031097,3.85714,24,COST
06-28-2013,113.2425,130,65.0,12.87656,115.0,91.701873795213,91.132911535356,92.534702610366,110.57,91.174140684621,3.85714,24,COST
07-01-2013,113.2425,130,65.0,12.87656,115.0,91.982232010215,90.9671703553107,92.196623586393,110.43,91.058699066679,3.85714,24,COST
07-02-2013,113.2425,130,65.0,12.87656,115.0,91.223615663739,91.075190726385,92.246098565511,110.85,91.405023920505,3.85714,24,COST
07-03-2013,113.2425,130,65.0,12.87656,115.0,91.058699066679,90.753603362118,91.76775797573846,110.91,91.454498899623,3.85714,24,COST
07-05-2013,113.2425,130,65.0,12.87656,115.0,92.551194270072,91.289582302563,92.608915079043,111.76,92.155394437128,3.85714,24,COST
07-08-2013,113.2425,130,65.0,12.87656,115.0,92.633652568602,92.411015162571,93.153139849341,112.62,92.864535804486,3.85714,24,COST
07-09-2013,113.2425,130,65.0,12.87656,115.0,93.252089807577,92.971731592575,93.67262713008,113.35,93.466481383755,3.85714,24,COST
07-10-2013,113.2425,130,65.0,12.87656,115.0,93.573677171844,93.433498064343,94.035443643612,113.65,93.713856279345,3.85714,24,COST
07-11-2013,113.2425,130,65.0,12.87656,115.0,94.695110031852,94.2866940792329,95.602151315682,115.895,95.5650450813435,3.85714,24,COST
07-12-2013,113.2425,130,65.0,12.87656,115.0,95.214597312591,94.99195990656,96.377259321864,116.46,96.03093446803798,3.85714,24,COST
07-15-2013,113.2425,130,65.0,12.87656,115.0,95.6516262948,94.92681785072128,95.849526211272,115.89,95.560922166417,3.85714,24,COST
07-16-2013,113.2425,130,65.0,12.87656,115.0,95.791805402301,95.280563951415,96.261817703922,116.53,96.088655277009,3.85714,24,COST
07-17-2013,113.2425,130,65.0,12.87656,115.0,96.443225960688,95.94031279795352,97.05341736981,117.4,96.80604247422,3.85714,24,COST
07-18-2013,113.2425,130,65.0,12.87656,115.0,96.756567495102,95.98145948892,96.97095907128,117.06,96.525684259218,3.85714,24,COST
07-19-2013,113.2425,130,65.0,12.87656,115.0,96.954467411574,96.121638596421,97.416233883342,118.07,97.358513074371,3.85714,24,COST
07-22-2013,113.53417,130,65.0,13.12584,115.0,97.976950313346,97.012188220545,97.985196143199,118.05,97.342021414665,3.85714,24,COST
07-23-2013,113.53417,130,65.0,13.12584,115.0,97.605887969961,97.539921331137,98.249062698495,119.1,98.20783354923,3.85714,24,COST
07-24-2013,114.2728,132,65.0,13.36002,115.0,98.1253752507,96.682355026425,98.44688015666846,117.9,97.21833396687,3.89655,25,COST
07-25-2013,114.2728,132,65.0,13.36002,115.0,96.550421748777,96.195851065098,97.036925710104,117.45,96.847271623485,3.89655,25,COST
07-26-2013,114.2728,132,65.0,13.36002,115.0,96.286555193481,95.272318121562,96.4762092801,116.57,96.121638596421,3.89655,25,COST
07-29-2013,114.4728,132,65.0,13.42166,115.0,96.047426127744,95.849526211272,97.05341736981,117.14,96.591650898042,3.89655,25,COST
07-30-2013,114.4728,132,65.0,13.42166,115.0,97.168858987752,96.286555193481,97.556412990843,116.93,96.418488471129,3.89655,25,COST
07-31-2013,114.4728,132,65.0,13.42166,115.0,96.929729922015,96.451471790541,97.38325056393,117.42,96.822534133926,3.89655,25,COST
08-01-2013,114.4728,132,65.0,13.42166,115.0,97.358513074371,97.012188220545,97.79554205658,118.34,97.581150480402,3.89655,25,COST
08-02-2013,114.4728,132,65.0,13.42166,115.0,97.54816716099,97.234825626576,98.53766674335,119.37,98.430470955261,3.89655,25,COST
08-05-2013,115.6328,132,65.0,13.84697,116.0,98.496437594085,98.075900271582,99.11487483306,120.07,99.00767904497098,3.89655,25,COST
08-06-2013,115.9528,132,65.0,13.59526,116.0,98.323275167172,98.141866910406,98.883991597176,119.5,98.53766674335,3.89655,25,COST
08-07-2013,116.3528,132,65.0,13.70798,117.0,98.50459763876,97.934155571024,98.810486863488,119.34,98.661675889296,3.89655,25,COST
08-08-2013,116.3528,132,65.0,13.70798,117.0,97.603464517264,95.966543801152,98.30610033374056,117.39,97.049557002216,3.89655,25,COST
08-09-2013,116.6328,132,65.0,13.76927,120.0,96.611391355984,95.379567180728,96.929681495228,115.63,95.594516365672,3.89655,25,COST
08-12-2013,116.6328,132,65.0,13.76927,120.0,95.561447260296,95.090212508688,96.074018393624,115.73,95.677189129112,3.89655,25,COST
08-13-2013,116.6328,132,65.0,13.76927,120.0,96.181492986096,94.8669960474,96.18976026244,115.65,95.61105091836,3.89655,25,COST
08-14-2013,116.2425,132,65.0,13.91705,118.5,95.19768710116,93.907991991496,95.2803598646,113.78,94.065070242032,3.82759,24,COST
08-15-2013,116.2425,132,65.0,13.91705,118.5,92.973789764624,92.188398511944,93.23825993486857,111.79,92.419882249576,3.82759,24,COST
08-16-2013,116.2425,132,65.0,13.91705,118.5,92.403347696888,92.30414038076,93.015126146344,111.9,92.51082228936,3.82759,24,COST
08-19-2013,116.2425,132,65.0,13.91705,118.5,92.51082228936,92.42814952592,93.370619029136,112.08,92.659633263552,3.82759,24,COST
08-20-2013,116.2425,132,65.0,13.91705,118.5,92.791909685056,92.67616781624,93.659973701176,112.84,93.287946265696,3.82759,24,COST
08-21-2013,116.2425,132,65.0,13.91705,118.5,93.114333462472,92.46948590764,93.312748094728,111.96,92.560425947424,3.82759,24,COST
08-22-2013,116.2425,132,65.0,13.91705,118.5,92.63483143452,92.51082228936,93.072997080752,112.24,92.791909685056,3.82759,24,COST
08-23-2013,116.2425,132,65.0,13.91705,118.5,93.081264357096,92.312407657104,93.825319228056,113.07,93.478093621608,3.82759,24,COST
08-26-2013,116.2425,132,65.0,13.91705,118.5,93.4202226872,92.461218631296,93.519430003328,111.87,92.486020460328,3.82759,24,COST
08-27-2013,116.2425,132,65.0,13.91705,118.5,91.956914774312,91.791569247432,92.4893273708656,111.67,92.320674933448,3.82759,24,COST
08-28-2013,116.2425,132,65.0,13.91705,118.5,92.362011315168,91.237661732384,92.362011315168,110.46,91.320334495824,3.82759,24,COST
08-29-2013,116.2425,132,65.0,13.91705,118.5,91.179790797976,91.097118034536,92.502555013016,111.39,92.089191195816,3.82759,24,COST
08-30-2013,116.2425,132,65.0,13.91705,118.5,92.378545867856,91.89077656356,92.750573303336,111.87,92.486020460328,3.82759,24,COST
09-03-2013,116.2425,132,65.0,13.91705,118.5,93.263144436664,92.22146761732,93.527697279672,111.98,92.576960500112,3.82759,24,COST
09-04-2013,116.2425,132,65.0,13.91705,118.5,92.585227776456,92.05612209043998,92.824978790432,111.5,92.1801312356,3.82759,24,COST
09-05-2013,116.2425,132,65.0,13.91705,118.5,93.4202226872,93.4202226872,95.15635071943998,114.62,94.759521454928,3.82759,24,COST
09-06-2013,116.29652,132,65.0,14.21391,120.0,94.49496861192,93.519430003328,95.081945232344,114.35,94.53630499364,3.85714,23,COST
09-09-2013,116.6175,132,65.0,13.99953,120.5,94.387494019448,94.1882526595576,95.462239944168,115.35,95.36303262804,3.82759,24,COST
09-10-2013,116.6175,132,65.0,13.99953,120.5,95.77639644524,95.511843602232,97.190100700064,117.32,96.991686067808,3.82759,24,COST
09-11-2013,116.6175,132,65.0,13.99953,120.5,97.198367976408,97.140497042,98.661675889296,119.25,98.5872704022,3.82759,24,COST
09-12-2013,116.6175,132,65.0,13.99953,120.5,98.430192151664,97.438118990384,98.653408612952,118.19,97.710939109736,3.82759,24,COST
09-13-2013,116.6175,132,65.0,13.99953,120.5,97.992026505432,96.652727737704,98.02443422870049,117.03,96.751935053832,3.82759,24,COST
09-16-2013,116.6175,132,65.0,13.99953,120.5,97.851482807584,96.69406411942398,97.934155571024,117.35,97.01648789684,3.82759,24,COST
09-17-2013,116.6175,132,65.0,13.99953,120.5,96.97515151512,96.80162138465944,97.983759229088,117.91,97.479455372104,3.82759,24,COST
09-18-2013,116.6175,132,65.0,13.99953,120.5,97.289308016192,96.69406411942398,98.4310188792984,118.642,98.0846200004848,3.82759,24,COST
09-19-2013,116.6175,132,65.0,13.99953,120.5,98.438459428008,98.078832907044,98.769150481768,119.2,98.54593402048,3.82759,24,COST
09-20-2013,116.6175,132,65.0,13.99953,120.5,98.678210441984,97.231437081784,98.75261592908,117.94,97.504257201136,3.82759,24,COST
09-23-2013,116.6175,132,65.0,13.99953,120.5,96.793271435552,96.7692963341544,97.694404557048,117.57,97.198367976408,3.82759,24,COST
09-24-2013,116.6175,132,65.0,13.99953,120.5,96.991686067808,96.164958433408,97.619999069952,116.34,96.181492986096,3.82759,24,COST
09-25-2013,116.6175,132,65.0,13.99953,120.5,96.27243302588,95.073677956,96.371640342008,115.41,95.412636286104,3.82759,24,COST
09-26-2013,116.6175,132,65.0,13.99953,120.5,95.809465550616,95.272092588256,96.297234854912,116.4,96.23109664416,3.82759,24,COST
09-27-2013,116.6175,132,65.0,13.99953,120.5,95.577981812984,95.420903562448,96.074018393624,115.72,95.668921852768,3.82759,24,COST
09-30-2013,116.6175,132,65.0,13.99953,120.5,95.098479785032,94.858728771056,95.536645431264,115.17,95.214221653848,3.82759,24,COST
10-01-2013,117.03417,132,65.0,13.94508,120.5,95.164617995784,94.78432328396,95.214221653848,115.0,95.073677956,3.82759,24,COST
10-02-2013,117.03417,132,65.0,13.94508,120.5,94.759521454928,94.511503164608,95.148083443096,114.82,94.924866981808,3.82759,24,COST
10-03-2013,117.07583,132,65.0,13.95537,121.0,94.528037717296,94.16427755816,95.189419824816,114.42,94.594175928048,3.82759,24,COST
10-04-2013,117.07583,132,65.0,13.95537,121.0,94.395761295792,94.271752150632,95.028207936108,114.44,94.610710480736,3.82759,24,COST
10-07-2013,117.07583,132,65.0,13.95537,121.0,94.089872071064,93.717844635584,94.383360381276,113.41,93.759181017304,3.82759,24,COST
10-08-2013,118.1175,132,90.0,10.54597,121.0,93.825319228056,92.692702368928,94.073337518376,112.21,92.767107856024,3.82759,24,COST
10-09-2013,118.2425,132,90.0,9.97735,120.5,91.832905629152,91.06404892916,95.263825311912,114.59,94.734719625896,3.82759,24,COST
10-10-2013,118.75833,132,90.0,10.245,122.0,95.057143403312,94.354424914072,95.867336485024,115.7,95.65238730008,3.82759,24,COST
10-11-2013,118.8,132,90.0,10.2235,122.0,95.205954377504,94.858728771056,95.9004055904,115.9,95.81773282696,3.82759,24,COST
10-14-2013,118.8,132,90.0,10.2235,122.0,95.08219325063432,95.08219325063432,96.14842388072,116.26,96.115354775344,3.82759,24,COST
10-15-2013,118.8,132,90.0,10.2235,122.0,95.701990958144,95.296894417288,95.99126295742056,115.36,95.371299904384,3.82759,24,COST
10-16-2013,118.8,132,90.0,10.2235,122.0,96.123622051688,95.586249089328,97.132229765656,117.36,97.024755173184,3.82759,24,COST
10-17-2013,118.8,132,90.0,10.2235,122.0,96.917280580712,96.80980598824,98.13257020328,118.258,97.7671565888752,3.82759,24,COST
10-18-2013,118.8,132,90.0,10.2235,122.0,97.818413702208,96.421244000072,97.84321553124,117.64,97.256238910816,3.82759,24,COST
10-21-2013,118.8,132,90.0,10.2235,122.0,97.066091554904,96.5204513162,97.140497042,117.38,97.041289725872,3.82759,24,COST
10-22-2013,118.8,132,90.0,10.2235,122.0,96.875944198992,96.801538711896,98.289648453816,117.81,97.396782608664,3.82759,24,COST
10-23-2013,118.8,132,90.0,10.2235,122.0,96.9338151334,96.743667777488,97.578662688232,117.16,96.859409646304,3.82759,24,COST
10-24-2013,118.8,132,90.0,10.2235,122.0,95.520110878576,95.222488930192,96.56178769792,116.24,96.098820222656,3.82759,24,COST
10-25-2013,118.8,132,90.0,10.2235,122.0,95.875603761368,95.313428969976,96.280700302224,116.44,96.264165749536,3.82759,24,COST
10-28-2013,118.8,132,90.0,10.2235,122.0,96.06575111728,96.06575111728,97.793611873176,117.35,97.01648789684,3.82759,24,COST
10-29-2013,119.0087,132,90.0,10.39322,123.0,97.281040739848,97.033022449528,98.372321217256,118.75,98.173906585,3.85714,23,COST
10-30-2013,119.0087,132,90.0,10.39322,123.0,98.041630163496,96.900746028024,98.29791573016,117.76,97.355446226944,3.85714,23,COST
10-31-2013,119.0087,132,90.0,10.39322,123.0,97.438118990384,97.115695212968,98.04989743984,118.0,97.5538608592,3.85714,23,COST
11-01-2013,119.0087,132,90.0,10.39322,123.0,98.140837479624,98.00856105812,99.04197060112,119.618,98.8915061716592,3.85714,23,COST
11-04-2013,119.0087,132,90.0,10.39322,123.0,99.207316128,98.595537678544,99.53800718176,120.34,99.488403523696,3.85714,23,COST
11-05-2013,119.22609,132,90.0,10.60817,123.0,99.33132527316,98.46326125704,99.56272633802855,120.13,99.314790720472,3.85714,23,COST
11-06-2013,119.22609,132,90.0,10.60817,123.0,99.571076287136,99.471868971008,102.977194140864,124.07,102.572097600008,3.85714,23,COST
11-07-2013,120.35652,138,90.0,11.4988,124.0,103.126005115056,101.282402490344,103.126005115056,122.78,101.505618951632,3.85714,23,COST
11-08-2013,120.35652,138,90.0,11.4988,124.0,101.034384200024,100.133251078528,101.596558991416,122.78,101.505618951632,3.85714,23,COST
11-11-2013,120.57391,138,90.0,11.63104,124.0,101.472549846256,100.94344416024,102.241406546248,123.02,101.704033583888,3.85714,23,COST
11-12-2013,120.57391,138,90.0,11.63104,124.0,100.538347619384,100.463942132288,101.464282569912,122.45,101.23279883228,3.78571,23,COST
11-13-2013,120.57391,138,90.0,11.63104,124.0,101.042168870289,100.78523283264,102.086489539443,123.17,102.086489539443,3.78571,23,COST
11-14-2013,120.57391,138,90.0,11.63104,124.0,102.268831243581,101.821265242515,102.824144615274,123.74,102.558920318346,3.78571,23,COST
