 Date,SPG Price Target,SPG Price Target - High,SPG Price Target - Low,SPG Price Target - StdDev,SPG Price Target - Median,SPG Open,SPG Low,SPG High,SPG Close,SPG Adj. Close,SPG Rating,SPG Price Target - #,Ticker
03-08-2013,174.41176,187,136,10.62217,176.0,97.83315790769302,96.423598905842,97.839259894714,160.0,97.631792336,4.19048,17,SPG
03-11-2013,174.41176,187,136,10.62217,176.0,97.625690348979,97.222959205593,98.260296999163,161.0,98.2419910381,4.19048,17,SPG
03-12-2013,174.41176,187,136,10.62217,176.0,98.071135401512,97.198551257509,98.193175141932,159.52,97.338896958992,4.19048,17,SPG
03-13-2013,174.41176,187,136,10.62217,176.0,97.564670478769,97.003287672837,97.8758107969698,159.3,97.20465324453,4.19048,17,SPG
03-14-2013,174.41176,187,136,10.62217,176.0,97.168041322404,97.088715491131,97.918585725987,159.88,97.558568491748,4.19048,17,SPG
03-15-2013,174.41176,187,136,10.62217,176.0,97.14973536134102,96.814126075186,97.515854582601,159.6,97.38771285516,4.19048,17,SPG
03-18-2013,174.41176,187,136,10.62217,176.0,96.704290308808,96.210029360107,97.229061192614,158.73,96.856839984333,4.19048,17,SPG
03-19-2013,174.41176,187,136,10.62217,176.0,96.83853402327,95.2373726289596,96.9270128350745,157.1,95.86221609991,4.19048,17,SPG
03-20-2013,174.41176,187,136,10.62217,176.0,96.380884996695,96.10629558075,96.698188321787,158.47,96.698188321787,4.19048,17,SPG
03-21-2013,174.41176,187,136,10.62217,176.0,96.4113949318,96.17341743798102,97.07040953006802,158.06,96.448006853926,4.19048,17,SPG
03-22-2013,174.41176,187,136,10.62217,176.0,96.69208633476602,96.448006853926,97.302285036866,159.14,97.107021452194,4.19048,17,SPG
03-25-2013,174.41176,187,136,10.62217,176.0,97.75383207642,96.997185685816,97.91248373896602,159.36,97.24126516665602,4.19048,17,SPG
03-26-2013,174.41176,187,136,10.62217,176.0,97.802647972588,97.015491646879,97.869769829819,159.33,97.222959205593,4.19048,17,SPG
03-27-2013,174.41176,187,136,10.62217,176.0,96.698188321787,96.606658516472,97.363304907076,159.2,97.14363337432,4.19048,17,SPG
03-28-2013,174.41176,187,136,10.62217,176.0,97.14363337432,96.210029360107,97.631792336,158.56,96.753106204976,4.19048,17,SPG
04-01-2013,174.41176,187,136,10.62217,176.0,96.76531017901802,96.53343467222,97.216857218572,159.32,97.216857218572,4.19048,17,SPG
04-02-2013,174.41176,187,136,10.62217,176.0,97.759934063441,97.631792336,98.25114401863148,160.97,98.223685077037,4.19048,17,SPG
04-03-2013,174.41176,187,136,10.62217,176.0,98.687436090633,98.08333937555402,98.8521897402,162.0,98.8521897402,4.19048,17,SPG
04-04-2013,174.41176,187,136,10.62217,176.0,98.8521897402,98.742353973822,100.042077209295,163.6,99.82850766356,4.19048,17,SPG
04-05-2013,174.41176,187,136,10.62217,176.0,99.090167234019,99.090167234019,101.47604415923,166.23,101.433330250083,4.19048,17,SPG
04-08-2013,174.41176,187,136,10.62217,176.0,101.030599106697,101.000089171592,103.18460052511,169.1,103.18460052511,4.19048,17,SPG
04-09-2013,174.41176,187,136,10.62217,176.0,103.30664026553002,102.421852147485,103.733779357,169.11,103.190702512131,4.19048,17,SPG
04-10-2013,174.44444,187,136,10.32377,176.0,102.983234953417,102.92831707022802,104.496527734625,170.77,104.203632357617,4.13636,18,SPG
04-11-2013,174.44444,187,136,10.32377,176.0,104.39279395526802,104.234142292722,106.436959607303,174.27,106.33932781496702,4.13636,18,SPG
04-12-2013,174.44444,187,136,10.32377,176.0,106.119656282211,105.25012313171852,106.400347685177,173.66,105.967106606686,4.13636,18,SPG
04-15-2013,174.44444,187,136,10.32377,176.0,105.167746306935,103.97785883784002,106.217288074547,170.44,104.002266785924,4.13636,18,SPG
04-16-2013,174.44444,187,136,10.32377,176.0,104.508731708667,103.825309162315,106.857996711752,174.48,106.467469542408,4.13636,18,SPG
04-17-2013,174.44444,187,136,10.32377,176.0,105.93049468456,104.551445617814,105.99761654179102,172.8,105.44233572288002,4.13636,18,SPG
04-18-2013,174.44444,187,136,10.32377,176.0,105.607089372447,104.801627085675,105.78404699605602,172.91,105.509457580111,4.13636,18,SPG
04-19-2013,174.72222,187,136,10.40195,176.5,105.716925138825,105.61319135946802,107.46209342683102,176.11,107.46209342683102,4.13636,18,SPG
04-22-2013,175.55556,188,136,10.90475,177.0,107.645153037461,106.473571529429,107.816008674049,175.5,107.08987221855,4.13636,18,SPG
04-23-2013,175.55556,188,136,10.90475,177.0,107.565827206188,106.754262932395,107.803804700007,176.04,107.419379517684,4.13636,18,SPG
04-24-2013,176.5,195,139,11.16667,177.0,107.547521245125,107.102076192592,107.968558349574,176.84,107.907538479364,4.13636,18,SPG
04-25-2013,176.5,195,139,11.16667,177.0,107.82211066107,107.059362283445,107.938048414469,176.01,107.401073556621,4.13636,18,SPG
04-26-2013,177.55556,195,158,8.02927,177.0,107.077668244508,106.47967351645,108.151617960204,175.62,107.163096062802,4.13636,18,SPG
04-29-2013,182.77778,213,158,12.30878,180.0,107.571929193209,107.059362283445,107.773294764902,175.99,107.38886958257902,4.13636,18,SPG
04-30-2013,182.77778,213,158,12.30878,180.0,107.57803118023,107.260727855138,108.67638884401,178.07,108.658082882947,4.13636,18,SPG
05-01-2013,182.77778,213,158,12.30878,180.0,108.523839168485,107.706172907671,108.786224610388,176.57,107.742784829797,4.13636,18,SPG
05-02-2013,182.77778,213,158,12.30878,180.0,108.115006038078,107.590235154272,109.207261714837,178.03,108.633674934863,4.13636,18,SPG
05-03-2013,183.55556,213,158,12.54867,180.5,109.27438357206802,108.99985517599322,109.90899022225202,179.44,109.494055104824,4.13636,18,SPG
05-06-2013,184.22222,213,158,12.55457,182.5,109.402525299509,109.152343831648,110.049335923735,179.37,109.45134119567702,4.13636,18,SPG
05-07-2013,184.22222,213,158,12.55457,182.5,109.396423312488,108.542145129548,109.396423312488,178.87,109.146241844627,4.13636,18,SPG
05-08-2013,184.22222,213,158,12.55457,182.5,109.115731909522,108.481125259338,110.305619378617,180.34,110.04323393671402,4.13636,18,SPG
05-09-2013,184.22222,213,158,12.55457,182.5,110.293415404575,109.005896143144,110.354435274785,178.9,109.16454780569,4.13636,18,SPG
05-10-2013,184.22222,213,158,12.55457,182.5,109.323199468236,109.024202104207,109.59168689716,179.37,109.45134119567702,4.13636,18,SPG
05-13-2013,184.22222,213,158,12.55457,182.5,109.45134119567702,109.28658754611,110.1262209601996,179.96,109.811358429916,4.13636,18,SPG
05-14-2013,184.22222,213,158,12.55457,182.5,110.183579638197,109.04250806527,110.244599508407,179.23,109.365913377383,4.13636,18,SPG
05-15-2013,184.22222,213,158,12.55457,182.5,109.46417564224,108.97286426144,110.32397055864,179.62,110.31168777412,4.13636,18,SPG
05-16-2013,184.22222,213,158,12.55457,182.5,109.85722474688,108.78248110138,110.72316105554,177.56,109.04656096856,4.13636,18,SPG
05-17-2013,184.22222,213,158,12.55457,182.5,109.5317309571,109.15096463698,110.48978814966,179.85,110.4529397961,4.13636,18,SPG
05-20-2013,184.22222,213,158,12.55457,182.5,110.27483942056,109.39662032738,110.55734346452002,178.96,109.90635588496,4.13636,18,SPG
05-21-2013,184.22222,213,158,12.55457,182.5,109.9923353766,109.9923353766,111.34344167380002,180.23,110.68631270198,4.13636,18,SPG
05-22-2013,184.22222,213,158,12.55457,182.5,110.07217347598,107.33925392028,112.0497017837,176.04,108.11306934504,4.13636,18,SPG
05-23-2013,184.22222,213,158,12.55457,182.5,107.55420264938,106.12939964506,107.6893132791,173.59,106.60842824134,4.13636,18,SPG
05-24-2013,184.94444,213,158,12.60719,187.0,105.62580547974,105.33101865126,107.50507151130002,174.47,107.14887076022,4.13636,18,SPG
05-28-2013,185.05556,213,158,12.69502,187.0,108.3341594664,106.60228684908002,109.15710602924,175.44,107.74458580944,4.13636,18,SPG
05-29-2013,185.05556,213,158,12.69502,187.0,106.97691177694,103.83866033208,107.05060848406,171.87,105.55210877262,4.13636,18,SPG
05-30-2013,184.88889,213,158,12.56931,187.0,105.74249193268,104.38524424322,106.32592419738,170.0,104.40366842,4.13636,18,SPG
05-31-2013,184.88889,213,158,12.56931,187.0,103.93078121598,102.18662581414,104.96867650792,166.44,102.21733277544,4.13636,18,SPG
06-03-2013,184.88889,213,158,12.56931,187.0,102.14977746058,101.1301835175748,102.91745149308,166.68,102.36472618968,4.13636,18,SPG
06-04-2013,184.88889,213,158,12.56931,187.0,102.51211960392,101.4558001352,102.78848225562,165.66,101.73830417916,4.13636,18,SPG
06-05-2013,184.88889,213,158,12.56931,187.0,101.35753785904,100.34420813614,101.9164045547,163.92,100.66970192592,4.13636,18,SPG
06-06-2013,184.88889,213,158,12.56931,187.0,100.52844990394,99.9204520702,102.39543315098,166.56,102.29102948256,4.13636,18,SPG
06-07-2013,184.88889,213,158,12.56931,187.0,102.86217896274002,100.95834736214,103.07098629958,167.26,102.72092694076,4.13636,18,SPG
06-10-2013,184.88889,213,158,12.56931,187.0,102.74549250980002,101.25927558288,103.08941047636002,165.27,101.49878988102002,4.13636,18,SPG
06-11-2013,185.83333,213,158,12.27577,190.0,100.61442939558002,99.61952384946,101.4250931739,162.22,99.62566524172,4.13636,18,SPG
06-12-2013,185.83333,213,158,12.27577,190.0,100.19067332964,97.66041971852002,100.2582286445,159.67,98.05961021542,4.13636,18,SPG
06-13-2013,185.83333,213,158,12.27577,190.0,98.1394483148,97.56215744236002,101.7935767095,165.1,101.3943862126,4.13636,18,SPG
06-14-2013,185.83333,213,158,12.27577,190.0,101.3943862126,100.90921622406,103.35349034354,166.05,101.97781847730002,4.13636,18,SPG
06-17-2013,185.83333,213,158,12.27577,190.0,102.69636137172,101.92868733922,103.76496362496002,168.5,103.482459581,4.13636,18,SPG
06-18-2013,185.83333,213,158,12.27577,190.0,103.39648008936,102.45070568132,103.56843907264,167.3,102.74549250980002,4.13636,18,SPG
06-19-2013,185.83333,213,158,12.27577,190.0,102.81304782466,98.5079318504,103.10169326088,162.52,99.80990700952002,4.13636,18,SPG
06-20-2013,185.83333,213,158,12.27577,190.0,98.75972893306,94.38091625168,98.82114285566,154.58,94.93364155508002,4.13636,18,SPG
06-21-2013,185.83333,213,158,12.27577,190.0,95.68903280306,94.81695510214,97.53145048106,156.58,96.16192000708,4.13636,18,SPG
06-24-2013,185.5,213,158,12.15753,188.5,95.09331775384,93.36144513652002,97.68498528756,154.98,95.17929724548,4.13636,18,SPG
06-25-2013,185.5,213,158,12.15753,188.5,95.93468849346002,95.19158003,96.91731125506,156.83,96.31545481358002,4.13636,18,SPG
06-26-2013,185.5,213,158,12.15753,188.5,97.1875325145,96.73306948726,98.22542780644,158.27,97.19981529902002,4.13636,18,SPG
06-27-2013,185.5,213,158,12.15753,188.5,97.76482338694,97.72797503338,98.79657728662,160.68,98.67989083368,4.13636,18,SPG
06-28-2013,185.5,213,158,12.15753,188.5,98.95011209312,96.98486656992,101.10574077638,157.92,96.98486656992,4.13636,18,SPG
07-01-2013,185.27778,213,158,12.21932,188.5,97.7709647792,96.62252442658,98.29912451356,157.65,96.8190489789,4.13636,18,SPG
07-02-2013,185.61111,213,158,12.17985,188.5,96.82519037116,96.8190489789,99.90816928568002,162.63,99.87746232438,4.13636,18,SPG
07-03-2013,185.61111,213,158,12.17985,188.5,98.90098095504,96.96030100088,98.90098095504,158.98,97.63585414948,4.13636,18,SPG
07-05-2013,185.61111,213,158,12.17985,188.5,97.648136934,96.02988007349,98.10259996124002,159.47,97.93678237022,4.13636,18,SPG
07-08-2013,185.44444,213,158,12.18023,188.5,98.17629666836,97.66656111078,99.01152601572,159.22,97.78324756372,4.13636,18,SPG
07-09-2013,185.44444,213,158,12.18023,188.5,98.54478020396002,97.84466148632,99.5212615733,161.72,99.31859562872,4.13636,18,SPG
07-10-2013,185.44444,213,158,12.18023,188.5,99.31859562872,97.67270250304,99.31859562872,160.8,98.7535875408,4.13636,18,SPG
07-11-2013,185.42105,213,158,11.85578,187.0,100.68198471044,100.14768358382,101.3636792513,164.07,100.76182280982,4.17391,19,SPG
07-12-2013,185.94444,213,158,11.9651,188.5,100.9644887544,99.6133824572,101.322224853545,163.0,100.104693838,4.17391,18,SPG
07-15-2013,186.05556,213,158,11.88123,188.5,99.8590381476,99.62566524172,100.55301547298,162.9,100.0432799154,4.17391,18,SPG
07-16-2013,186.05556,213,158,11.88123,188.5,100.05556269992,99.6747963798,100.51002572716,163.0,100.104693838,4.17391,18,SPG
07-17-2013,186.73684,213,158,11.92009,190.0,100.2582286445,99.5212615733,100.38719788196,162.8,99.9818659928,4.17391,19,SPG
07-18-2013,186.73684,213,158,11.92009,190.0,99.92659346246,99.92659346246,101.16101330672,164.72,101.16101330672,4.17391,19,SPG
07-19-2013,186.73684,213,158,11.92009,190.0,100.97677153892,100.49160155038,101.51107266554,164.96,101.30840672096,4.17391,19,SPG
07-22-2013,186.73684,213,158,11.92009,190.0,101.3636792513,101.02897337313,102.04537379216,166.05,101.97781847730002,4.17391,19,SPG
07-23-2013,186.73684,213,158,11.92009,190.0,102.49369542714,101.15487191446002,102.561250742,165.98,101.93482873148,4.17391,19,SPG
07-24-2013,186.10526,213,158,12.67777,190.0,101.91026316244,100.0739868767,102.3155950516,164.41,100.97063014666,4.17391,19,SPG
07-25-2013,186.10526,213,158,12.67777,190.0,100.411763451,99.96344181602,100.82323673242,163.79,100.58986382654,4.17391,19,SPG
07-26-2013,186.10526,213,158,12.67777,190.0,100.33192535162,99.5519685346,101.06889242282,164.54,101.05046824604,4.17391,19,SPG
07-29-2013,186.26316,213,158,12.46824,190.0,101.60319354944,99.96344181602,101.81814227854,163.05,100.13540079930002,4.21739,19,SPG
07-30-2013,185.78947,213,158,12.56385,187.0,100.80481255564,98.98696044668002,101.6707488643,161.72,99.31859562872,4.26087,19,SPG
07-31-2013,186.2,213,158,12.37578,188.5,99.490554612,97.341067321,99.96344181602,160.06,98.29912451356,4.26087,20,SPG
08-01-2013,186.2,213,158,12.37578,188.5,98.77201171758,97.0647046693,99.1220710764,158.97,97.62971275722,4.31818,20,SPG
08-02-2013,186.2,213,158,12.37578,188.5,97.68498528756,96.62252442658,97.85080287858,157.61,96.79448340986002,4.31818,20,SPG
08-05-2013,185.7,213,158,12.17005,186.5,96.76377644856,96.03295076962002,96.8190489789,156.91,96.36458595166,4.31818,20,SPG
08-06-2013,185.7,213,158,12.17005,186.5,95.94697127798,95.62761888046,96.64094860336002,156.35,96.0206679851,4.31818,20,SPG
08-07-2013,185.7,213,158,12.17005,186.5,95.87327457086002,95.24071116808,96.43828265878,156.86,96.33387899036002,4.31818,20,SPG
08-08-2013,185.7,213,158,12.17005,186.5,96.56725189624,95.68903280306,96.78220062534,156.35,96.0206679851,4.31818,20,SPG
08-09-2013,185.7,213,158,12.17005,186.5,96.05751633866,95.91012292442,97.6604811324426,157.95,97.0032907467,4.31818,20,SPG
08-12-2013,185.6,213,158,12.24908,187.5,96.78220062534,95.97153684702002,96.82519037116,157.29,96.59795885754,4.31818,20,SPG
08-13-2013,185.6,213,158,12.24908,187.5,96.6962211337,94.8538034557,96.70236252596,155.2,95.3144078752,4.31818,20,SPG
08-14-2013,185.6,213,158,12.24908,187.5,95.574271889187,94.36219188251307,95.75370180339598,152.67,94.460568973407,4.31818,20,SPG
08-15-2013,185.35,213,153,12.8463,187.5,93.680976932361,92.319784479741,93.996526091832,149.69,92.616771923949,4.31818,20,SPG
08-16-2013,185.35,213,153,12.8463,187.5,92.301222764478,89.572650620817,92.616771923949,145.3,89.90057425713,4.31818,20,SPG
08-19-2013,185.35,213,153,12.8463,187.5,89.523152713449,88.60125418871999,89.83870187291998,143.22,88.61362866556199,4.31818,20,SPG
08-20-2013,185.35,213,153,12.8463,187.5,88.935365063454,88.650752096088,91.045213365015,145.93,90.290370277653,4.31818,20,SPG
08-21-2013,185.35,213,153,12.8463,187.5,90.042880740813,89.232352507662,91.19989432554,144.95,89.68402091239498,4.31818,20,SPG
08-22-2013,185.35,213,153,12.8463,187.5,89.93151044923499,89.102420500821,90.587357721861,146.36,90.556421529756,4.31818,20,SPG
08-23-2013,185.35,213,153,12.8463,187.5,92.462090963424,90.618293913966,92.462090963424,147.5,91.26176670975,4.40909,20,SPG
08-26-2013,185.35,213,153,12.8463,187.5,91.391698716591,90.78578245802248,91.769120260272,147.13,91.032838888173,4.40909,20,SPG
08-27-2013,185.35,213,153,12.8463,187.5,90.482174668704,89.83870187291998,90.785349351333,145.74,90.172812747654,4.40909,20,SPG
08-28-2013,185.35,213,153,12.8463,187.5,90.364617138705,89.49221652134399,90.40062686631522,145.27,89.882012541867,4.40909,20,SPG
08-29-2013,185.35,213,153,12.8463,187.5,89.442718613976,89.09623326239999,90.624481152387,146.34,90.544047052914,4.40909,20,SPG
08-30-2013,185.35,213,153,12.8463,187.5,90.698728013439,89.67783367397399,91.119460226067,145.63,90.104753125023,4.40909,20,SPG
09-03-2013,185.1,213,153,12.99577,187.5,90.482174668704,88.55794351977299,90.76678763607,144.44,89.368471752924,4.40909,20,SPG
09-04-2013,185.1,213,153,12.99577,187.5,89.27566317660899,88.731186195561,90.178999986075,144.57,89.44890585239699,4.40909,20,SPG
09-05-2013,185.1,213,153,12.99577,187.5,89.442718613976,88.14958578398699,89.80157844239399,142.54,88.192896452934,4.40909,20,SPG
09-06-2013,184.8,213,153,13.29135,187.5,89.43034413713399,89.43034413713399,90.649230106071,144.94,89.67783367397399,4.40909,20,SPG
09-09-2013,183.85714,213,153,13.63918,186.0,90.049067979234,89.93151044923499,91.843367121324,148.44,91.843367121324,4.43478,21,SPG
09-10-2013,183.85714,213,153,13.63918,186.0,92.394031340793,91.620626538168,92.808576315,148.73,92.022797035533,4.43478,21,SPG
09-11-2013,182.80952,213,153,13.2759,185.0,91.892865028692,91.67631168395698,92.31359724132,149.12,92.264099333952,4.43478,21,SPG
09-12-2013,182.80952,213,153,13.2759,185.0,92.276473810794,91.639188253431,92.926133844999,148.3,91.75674578343,4.43478,21,SPG
09-13-2013,182.80952,213,153,13.2759,185.0,91.923801220797,91.701060637641,92.350720671846,148.52,91.892865028692,4.43478,21,SPG
09-16-2013,182.80952,213,153,13.2759,185.0,93.761411031834,93.260244719733,94.281139059198,151.71,93.866594084991,4.43478,21,SPG
09-17-2013,181.85714,200,153,11.69976,185.0,93.680976932361,93.30355538868,94.516254119196,151.43,93.693351409203,4.43478,21,SPG
09-18-2013,181.2381,200,153,11.8076,184.0,93.43348739552098,91.812430929219,95.59283360445,154.46,95.568084650766,4.43478,21,SPG
09-19-2013,181.2381,200,153,11.8076,184.0,96.032127532341,95.586646366029,97.38094550811898,154.52,95.605208081292,4.43478,21,SPG
09-20-2013,180.5,200,153,12.02176,182.0,95.605208081292,93.4273001571,95.914570002342,151.0,93.4273001571,4.375,22,SPG
09-23-2013,180.5,200,153,12.02176,182.0,93.284993673417,92.808576315,94.10789638341,151.29,93.606730071309,4.375,22,SPG
09-24-2013,180.5,200,153,12.02176,182.0,93.260244719733,92.771452884474,93.606730071309,150.0,92.808576315,4.375,22,SPG
09-25-2013,180.5,200,153,12.02176,182.0,92.87044869921,92.171290757637,93.878968561833,150.24,92.957070037104,4.375,22,SPG
09-26-2013,180.5,200,153,12.02176,182.0,92.93232108342,92.802389076579,93.625291786572,151.27,93.594355594467,4.375,22,SPG
09-27-2013,180.5,200,153,12.02176,182.0,93.229308527628,92.288848287636,93.6407598826245,150.1,92.87044869921,4.375,22,SPG
09-30-2013,180.5,200,153,12.02176,182.0,92.103231135006,91.26176670975,93.247870242891,148.23,91.713435114483,4.375,22,SPG
10-01-2013,180.5,200,153,12.02176,182.0,91.837179882903,91.422634908696,94.157394290778,149.54,92.523963347634,4.375,22,SPG
10-02-2013,180.5,200,153,12.02176,182.0,92.010422558691,91.9218831768865,93.79853446236,151.59,93.792347223939,4.375,22,SPG
10-03-2013,180.5,200,153,12.02176,182.0,93.254057481312,91.465945577643,93.79853446236,148.78,92.053733227638,4.375,22,SPG
10-04-2013,180.09091,200,153,11.70435,182.0,92.165103519216,91.45666472001147,92.647708116054,149.17,92.295035526057,4.375,22,SPG
10-07-2013,180.09091,200,153,11.70435,182.0,91.391698716591,91.32363909396,93.878968561833,151.06,93.464423587626,4.375,22,SPG
10-08-2013,180.09091,200,153,11.70435,182.0,93.414925680258,92.15891628079498,93.730474839729,149.04,92.214601426584,4.375,22,SPG
10-09-2013,180.09091,200,153,11.70435,182.0,92.672457069738,91.899052267113,93.278806434996,149.26,92.350720671846,4.375,22,SPG
10-10-2013,180.09091,200,153,11.70435,182.0,92.87044869921,92.647708116054,94.522441357617,152.75,94.510066880775,4.375,22,SPG
10-11-2013,180.09091,200,153,11.70435,182.0,94.120270860252,93.959402661306,95.326782352347,153.99,95.277284444979,4.375,22,SPG
10-14-2013,180.09091,200,153,11.70435,182.0,94.646186126037,94.35538592025,95.741327326554,154.32,95.481463312872,4.375,22,SPG
10-15-2013,180.09091,200,153,11.70435,182.0,95.203037583927,94.708058510247,96.16205953918198,153.93,95.240161014453,4.375,22,SPG
10-16-2013,180.09091,200,153,11.70435,182.0,95.53096122024,95.339156829189,97.356196554435,157.18,97.251013501278,4.375,22,SPG
10-17-2013,180.09091,200,153,11.70435,182.0,97.065396348648,96.49152998510024,98.414214324426,158.6,98.12960135706,4.375,22,SPG
10-18-2013,179.90909,200,153,11.54796,182.0,98.649329384424,97.628435044959,98.995814736,158.01,97.764554290221,4.375,22,SPG
10-21-2013,179.77273,200,153,11.66943,182.0,97.671745713906,96.483795937074,97.671745713906,156.77,96.997336726017,4.375,22,SPG
10-22-2013,180.0,200,153,11.46536,182.0,97.492315799697,97.486128561276,99.156682934946,159.75,98.841133775475,4.375,22,SPG
10-23-2013,180.0,200,153,11.46536,182.0,98.309031271269,97.653183998643,98.915380636527,158.8,98.25334612548,4.375,22,SPG
10-24-2013,180.0,200,153,11.46536,182.0,98.284282317585,97.795490482326,99.30517665705,160.5,99.30517665705,4.375,22,SPG
10-25-2013,179.72727,205,153,11.37854,179.0,99.688785439152,97.752179813379,100.227075181779,159.7,98.81019758336998,4.375,22,SPG
10-28-2013,180.13636,205,153,11.19373,180.0,98.93394235179,97.108707017595,98.93394235179,157.55,97.479941322855,4.375,22,SPG
10-29-2013,180.13636,205,153,11.19373,180.0,97.479941322855,96.477608698653,97.857362866536,156.68,96.941651580228,4.375,22,SPG
10-30-2013,179.81818,205,153,11.15036,179.0,96.551855559705,95.939318956026,97.455192369171,155.86,96.434298029706,4.375,22,SPG
10-31-2013,179.81818,205,153,11.15036,179.0,96.496170413916,95.425778167083,97.114894256016,154.55,95.623769796555,4.375,22,SPG
11-01-2013,179.68182,205,153,11.10441,179.0,96.093999916551,95.617582558134,96.978775010754,156.6,96.89215367286,4.375,22,SPG
11-04-2013,179.68182,205,153,11.10441,179.0,97.065396348648,95.970255148131,97.213890070752,157.12,97.213890070752,4.375,22,SPG
11-05-2013,179.68182,205,153,11.10441,179.0,96.434298029706,95.908382763921,96.718910997072,155.21,96.032127532341,4.375,22,SPG
11-06-2013,180.31818,205,153,11.04695,180.0,96.514732129179,96.310553261286,97.238639024436,156.16,96.619915182336,4.375,22,SPG
11-07-2013,180.31818,205,153,11.04695,180.0,97.040647394964,95.797012472343,97.152017686542,155.32,96.100187154972,4.375,22,SPG
11-08-2013,180.31818,205,153,11.04695,180.0,95.462901597609,93.513921494994,95.462901597609,153.01,94.670935079721,4.375,22,SPG
11-11-2013,180.31818,205,153,11.04695,180.0,94.800867086562,94.2365909425668,95.122603484454,152.48,94.343011443408,4.375,22,SPG
11-12-2013,180.31818,205,153,11.04695,180.0,93.934653707622,92.307410002899,94.200704959725,149.8,92.68483154658,4.375,22,SPG
11-13-2013,180.31818,205,153,11.04695,180.0,92.40415743753,92.004976467162,93.358449444816,149.68,93.358449444816,4.375,22,SPG
11-14-2013,180.31818,205,153,11.04695,180.0,93.2461797969,93.233705391576,95.198424230106,152.06,94.842903678372,4.375,22,SPG
11-15-2013,180.31818,205,153,11.04695,180.0,94.499857531962,94.499857531962,95.828381698968,153.53,95.759772469686,4.375,22,SPG
11-18-2013,180.31818,205,153,11.04695,180.0,95.766009672348,94.986359339598,96.152716237392,152.44,95.079917379528,4.375,22,SPG
11-19-2013,180.31818,205,153,11.04695,180.0,94.936461718302,94.228539216165,95.622554011122,152.12,94.880326894344,4.375,22,SPG
11-20-2013,180.31818,205,153,11.04695,180.0,94.917750110316,93.445770282084,95.734823659038,150.05,93.58922594331,4.375,22,SPG
