 Date,DUK Price Target,DUK Price Target - High,DUK Price Target - Low,DUK Price Target - StdDev,DUK Price Target - Median,DUK Open,DUK Low,DUK High,DUK Close,DUK Adj. Close,DUK Rating,DUK Price Target - #,Ticker
03-15-2013,70.76471,76.5,63.0,3.2227,71.0,46.033257995424,45.913932153846005,46.404493947,69.95,46.371347879895,3.47826,17,DUK
03-18-2013,70.76471,76.5,63.0,3.2227,71.0,46.126066983318,46.07303327595,46.37797709331599,69.62,46.152583837002,3.47826,17,DUK
03-19-2013,70.76471,76.5,63.0,3.2227,71.0,46.252022038316994,46.106179343055,46.53707821542,69.91,46.344831026211,3.47826,17,DUK
03-20-2013,70.76471,76.5,63.0,3.2227,71.0,46.424381587263,46.38467259887121,46.822134392523,70.4,46.66966248384,3.47826,17,DUK
03-21-2013,70.76471,76.5,63.0,3.2227,71.0,46.523819788578,46.324943385948,46.7326400113395,70.26,46.576853495946,3.47826,17,DUK
03-22-2013,70.76471,76.5,63.0,3.2227,71.0,46.570224282525,46.45089844094699,46.815505179102,70.61,46.808875965681,3.43478,17,DUK
03-25-2013,70.76471,76.5,63.0,3.2227,71.0,46.86853888647,46.457527654368,47.054156862258,70.28,46.590111922788,3.43478,17,DUK
03-26-2013,70.76471,76.5,63.0,3.2227,71.0,46.709437764366,46.69617933752399,47.093932142784006,70.95,47.03426922199501,3.43478,17,DUK
03-27-2013,70.76471,76.5,63.0,3.2227,71.0,46.835392819365005,46.762471471734,47.630898429884994,71.72,47.544718655412,3.43478,17,DUK
03-28-2013,71.11765,76.5,63.0,3.22914,71.0,47.604381576201,47.504943374886,48.1778085371175,72.59,48.121460223039,3.43478,17,DUK
04-01-2013,71.11765,76.5,63.0,3.22914,71.0,48.101572582776,47.77674112514699,48.108201796196994,72.32,47.942471460672,3.43478,17,DUK
04-02-2013,71.17647,76.5,63.0,3.23556,71.0,48.06179730225,47.92921303383,48.167864716986,72.62,48.141347863302,3.3913,17,DUK
04-03-2013,71.41176,76.5,63.0,3.42669,71.0,47.935842247251,47.4419658473865,48.167864716986,71.71,47.53808944199099,3.3913,17,DUK
04-04-2013,71.82353,76.5,63.0,3.53113,71.0,47.478426521202,47.478426521202,47.710448990937,71.79,47.591123149359,3.30435,17,DUK
04-05-2013,71.82353,76.5,63.0,3.53113,71.0,47.286179331993,47.233145624625,47.7999433721205,72.05,47.763482698305,3.30435,17,DUK
04-08-2013,71.82353,76.5,63.0,3.53113,71.0,47.710448990937,47.53146022857,48.446291680668,73.01,48.399887186721,3.30435,17,DUK
04-09-2013,72.11765,76.5,63.0,3.49171,72.0,48.452920894089,48.081684942513,48.452920894089,72.62,48.141347863302,3.30435,17,DUK
04-10-2013,72.11765,76.5,63.0,3.49171,72.0,48.373370333037,48.174493930407,48.578875949088,72.79,48.254044491459005,3.30435,17,DUK
04-11-2013,72.11765,76.5,63.0,3.49171,72.0,48.346853479353,48.227527637775,48.691572577245,73.17,48.505954601457,3.30435,17,DUK
04-12-2013,72.11765,76.5,63.0,3.49171,72.0,48.3932579733,48.247415278038,48.665055723561,72.97,48.373370333037,3.30435,17,DUK
04-15-2013,72.11765,76.5,63.0,3.49171,72.0,48.267302918301,47.922583820409,48.784381565139,72.29,47.922583820409,3.30435,17,DUK
04-16-2013,72.35294,78.0,63.0,3.7368,72.0,48.240786064617,48.028651235145,48.79101077855999,73.57,48.77112313829699,3.34783,17,DUK
04-17-2013,73.02941,80.0,66.0,3.94995,72.0,48.585505162509,48.081684942513,48.631909656456,73.15,48.492696174615006,3.34783,17,DUK
04-18-2013,73.38235,80.0,66.0,3.85597,74.0,48.558988308825,48.353482692774,48.744606284613,73.24,48.55235909540399,3.34783,17,DUK
04-19-2013,73.38235,80.0,66.0,3.85597,74.0,48.684943363824,48.55235909540399,49.308089425398,74.34,49.281572571714,3.34783,17,DUK
04-22-2013,73.38235,80.0,66.0,3.85597,74.0,49.261684931451,48.996516394611,49.367752346187,74.28,49.241797291188,3.34783,17,DUK
04-23-2013,73.61765,80.0,66.0,3.82534,74.0,49.480448974344,48.95674111408499,49.480448974344,74.41,49.327977065661,3.34783,17,DUK
04-24-2013,73.73529,80.0,66.0,3.92622,74.0,49.38763998645,49.069437742242,49.792022005131,74.72,49.533482681712,3.34783,17,DUK
04-25-2013,73.73529,80.0,66.0,3.92622,74.0,49.725729870921,49.52022425487,49.957752340656,75.14,49.811909645394,3.34783,17,DUK
04-26-2013,73.73529,80.0,66.0,3.92622,74.0,49.78539279171,49.599774815922,49.997527621182,74.86,49.626291669606,3.34783,17,DUK
04-29-2013,73.85294,80.0,66.0,4.02114,74.0,49.745617511184,49.626291669606,49.98426919434,75.2,49.85168492592,3.34783,17,DUK
04-30-2013,73.85294,80.0,66.0,4.02114,74.0,49.738988297763,49.440673693818,49.904718633288,75.2,49.85168492592,3.34783,17,DUK
05-01-2013,73.85294,80.0,66.0,4.02114,74.0,49.7191006575,49.566628748817,50.0273590815765,74.89,49.646179309869,3.34783,17,DUK
05-02-2013,73.85294,80.0,66.0,4.02114,74.0,49.632920883027005,49.19983437023307,49.805280431973,74.78,49.573257962238,3.34783,17,DUK
05-03-2013,73.85294,80.0,66.0,4.02114,74.0,49.825168072236,49.148988303294,49.884830993025,74.47,49.367752346187,3.34783,17,DUK
05-06-2013,74.52941,80.0,66.0,3.75919,75.0,49.25505571802999,48.26067370488,49.32134785224,72.9,48.32696583909,3.30435,17,DUK
05-07-2013,74.52941,80.0,66.0,3.75919,75.0,48.333595052510994,48.227527637775,48.883819766454,73.7,48.85730291277,3.30435,17,DUK
05-08-2013,74.52941,80.0,66.0,3.75919,75.0,48.85730291277,48.201010784091,48.92359504698,72.91,48.333595052510994,3.30435,17,DUK
05-09-2013,74.52941,80.0,66.0,3.75919,75.0,48.413145613563,47.617640003043,48.472808534352,72.05,47.763482698305,3.30435,17,DUK
05-10-2013,74.70588,80.0,66.0,3.65843,75.0,47.657415283569,47.339213039361,47.86292089962,72.18,47.849662472778,3.30435,17,DUK
05-13-2013,74.70588,80.0,66.0,3.65843,75.0,47.683932137253,47.319325399098,47.7667973050155,71.77,47.577864722517,3.30435,17,DUK
05-14-2013,74.70588,80.0,66.0,3.65843,75.0,47.564606295675,47.564606295675,48.161235503565,72.08,47.783370338568,3.30435,17,DUK
05-15-2013,74.70588,80.0,66.0,3.65843,75.0,47.806821479275,47.78002017781501,48.57735889625,72.24,48.40315043676,3.30435,17,DUK
05-16-2013,74.70588,80.0,66.0,3.65843,75.0,48.32274653238001,47.64594666726135,48.369648809935,71.16,47.67951529734,3.30435,17,DUK
05-17-2013,74.70588,80.0,66.0,3.65843,75.0,47.84702343146501,47.5723100915,48.02793221632001,71.62,47.98773026413001,3.30435,17,DUK
05-20-2013,74.70588,80.0,66.0,3.65843,75.0,47.981029938765005,47.69291594807001,48.04133286705001,71.33,47.793420828545,3.30435,17,DUK
05-21-2013,74.70588,80.0,66.0,3.65843,75.0,47.793420828545,47.378000655915,47.994430589495,71.39,47.833622780735006,3.30435,17,DUK
05-22-2013,74.70588,80.0,66.0,3.65843,75.0,47.78672050318,46.84867495208,48.12173677143,70.19,47.029583736935,3.30435,17,DUK
05-23-2013,74.70588,80.0,66.0,3.65843,75.0,46.73476942087501,45.87042744879,46.97591413076135,69.76,46.74146974624001,3.30435,17,DUK
05-24-2013,74.70588,80.0,66.0,3.65843,75.0,46.560560961385,46.01783460682001,46.681166817955,68.88,46.15184111412,3.30435,17,DUK
05-28-2013,74.58824,80.0,66.0,3.83573,75.0,46.29254794678501,45.17359361083,46.4727866991035,67.75,45.394704347875006,3.30435,17,DUK
05-29-2013,74.58824,80.0,66.0,3.83573,75.0,45.08648938108501,44.33605294020501,45.153492634735,67.15,44.992684825975005,3.30435,17,DUK
05-30-2013,74.58824,80.0,66.0,3.83573,75.0,45.24059686448,45.093189706450005,45.87042744879,67.31,45.09989003181501,3.30435,17,DUK
05-31-2013,74.58824,80.0,66.0,3.83573,75.0,44.992684825975005,44.845277667945005,45.89716174699635,66.93,44.845277667945005,3.30435,17,DUK
06-03-2013,74.58824,80.0,66.0,3.83573,75.0,44.86537864404,44.34275326557001,45.32100076886,67.2,45.026186452800005,3.34783,17,DUK
06-04-2013,74.58824,80.0,66.0,3.83573,75.0,45.019486127435,44.77157408893,45.220495888385,67.15,44.992684825975005,3.34783,17,DUK
06-05-2013,74.58824,80.0,66.0,3.83573,75.0,44.86537864404,44.597365629440006,45.006085476705,66.81,44.76487376356501,3.34783,17,DUK
06-06-2013,74.58824,80.0,66.0,3.83573,75.0,44.76487376356501,44.604065954805,45.24729718984501,67.5,45.227196213750005,3.34783,17,DUK
06-07-2013,74.58824,80.0,66.0,3.83573,75.0,45.341101744955004,44.945782548420006,45.68281833857001,67.69,45.354502395685,3.34783,17,DUK
06-10-2013,74.58824,80.0,66.0,3.83573,75.0,45.582313458095,45.23389653911501,45.843626147330006,67.89,45.48850890298501,3.34783,17,DUK
06-11-2013,74.58824,80.0,66.0,3.83573,75.0,45.24729718984501,44.95918319915,45.642616386380006,67.21,45.032886778165,3.34783,17,DUK
06-12-2013,74.58824,80.0,66.0,3.83573,75.0,45.314300443495,44.50356107433,45.42485581201751,66.59,44.61746660553501,3.34783,17,DUK
06-13-2013,74.58824,80.0,66.0,3.83573,75.0,44.684469859185,44.57726465334501,45.274098491305,67.49,45.220495888385,3.34783,17,DUK
06-14-2013,74.58824,80.0,66.0,3.83573,75.0,45.220495888385,45.193694586925005,45.595714108825,67.64,45.32100076886,3.34783,17,DUK
06-17-2013,74.58824,80.0,66.0,3.83573,75.0,45.68281833857001,45.18029393619501,46.20544371704,67.65,45.327701094225006,3.34783,17,DUK
06-18-2013,74.58824,80.0,66.0,3.83573,75.0,45.38130369714501,44.95248287378501,45.77662289368,68.23,45.71631996539501,3.34783,17,DUK
06-19-2013,74.58824,80.0,66.0,3.83573,75.0,45.69621898930001,44.69117018455,45.93743070244,66.72,44.70457083528,3.34783,17,DUK
06-20-2013,74.58824,80.0,66.0,3.83573,75.0,44.55716367725,43.55881519786501,44.57726465334501,65.1,43.61911812615,3.34783,17,DUK
06-21-2013,74.41176,80.0,66.0,3.69513,75.0,43.880430815385,43.29750250863,44.34938658768135,65.58,43.94073374367,3.34783,17,DUK
06-24-2013,74.17647,80.0,66.0,3.95913,75.0,43.67942105443501,43.520623343284505,44.222080405746354,65.46,43.86032983929,3.34783,17,DUK
06-25-2013,74.47059,80.0,66.0,3.74351,75.0,44.00773699732001,43.71292268126,44.51696172506,66.12,44.30255131338001,3.34783,17,DUK
06-26-2013,74.47059,80.0,66.0,3.74351,75.0,44.6241669309,44.590665304075,45.48180857762,67.61,45.300899792765,3.34783,17,DUK
06-27-2013,74.11111,80.0,66.0,3.92837,74.5,45.48850890298501,45.14344214668751,45.68951866393501,67.52,45.24059686448,3.29167,18,DUK
06-28-2013,74.11111,80.0,66.0,3.92837,74.5,45.18699426156,44.965883524515,45.57561313273,67.5,45.227196213750005,3.29167,18,DUK
07-01-2013,74.11111,80.0,66.0,3.92837,74.5,45.49520922835001,44.563864002615006,45.595714108825,66.84,44.78497473966001,3.29167,18,DUK
07-02-2013,74.11111,80.0,66.0,3.92837,74.5,44.7581734382,44.711271160645005,45.20039491229,67.18,45.012785802070006,3.29167,18,DUK
07-03-2013,74.11111,80.0,66.0,3.92837,74.5,44.86537864404,44.71797148601,45.160192960100005,67.39,45.153492634735,3.29167,18,DUK
07-05-2013,74.11111,80.0,66.0,3.92837,74.5,45.21379556302001,44.55716367725,45.28079881667,67.27,45.073088730355,3.33333,18,DUK
07-08-2013,73.88889,80.0,66.0,3.92837,74.0,45.093189706450005,44.95918319915,45.38800402251,67.73,45.38130369714501,3.33333,18,DUK
07-09-2013,73.88889,80.0,66.0,3.92837,74.0,45.52871085517501,45.34780207032001,45.68281833857001,68.16,45.66941768784,3.33333,18,DUK
07-10-2013,73.88889,80.0,66.0,3.92837,74.0,45.595714108825,45.434906300065,46.11163916193,68.59,45.957531678535005,3.33333,18,DUK
07-11-2013,73.88889,80.0,66.0,3.92837,74.0,46.2322450185,46.18534274094501,46.922378531095006,69.9,46.835274301350005,3.33333,18,DUK
07-12-2013,73.88889,80.0,66.0,3.92837,74.0,46.82187365062,46.506958358465,47.069785689125005,70.15,47.002782435475005,3.33333,18,DUK
07-15-2013,73.88889,80.0,66.0,3.92837,74.0,46.94247950719001,46.902277555000005,47.699616273435005,71.01,47.57901041686501,3.33333,18,DUK
07-16-2013,73.83333,80.0,66.0,3.90512,74.0,47.57901041686501,46.92914585971365,47.70631659880001,70.49,47.230593497885,3.33333,18,DUK
07-17-2013,73.83333,80.0,66.0,3.90512,74.0,47.49190618712,47.10328731595,47.52540781394501,70.71,47.378000655915,3.33333,18,DUK
07-18-2013,73.83333,80.0,66.0,3.90512,74.0,47.512007163215,47.42490293347,47.82022213000501,71.15,47.67281497197501,3.33333,18,DUK
07-19-2013,73.88889,80.0,66.0,3.97057,74.0,47.68621562270501,47.401451794692505,47.74651855099,70.88,47.49190618712,3.33333,18,DUK
07-22-2013,73.88889,80.0,66.0,3.97057,74.0,47.39810163201,47.310997402265,47.5228616903063,70.77,47.418202608105,3.33333,18,DUK
07-23-2013,73.77778,79.0,66.0,3.83776,74.0,47.45170423493,47.351199354455005,47.867124407560006,71.31,47.78002017781501,3.33333,18,DUK
07-24-2013,73.88889,79.0,66.0,3.92837,74.0,47.77331985245,47.002782435475005,47.77331985245,70.5,47.237293823250006,3.33333,18,DUK
07-25-2013,73.88889,79.0,66.0,3.92837,74.0,47.10328731595,46.975981134015,47.384700981280005,70.6,47.3042970769,3.33333,18,DUK
07-26-2013,73.88889,79.0,66.0,3.92837,74.0,47.09658699058501,46.95789025552951,47.45170423493,70.79,47.43160325883501,3.33333,18,DUK
07-29-2013,73.88889,79.0,66.0,3.92837,74.0,47.317697727630005,47.297596751535,47.89392570902,71.22,47.71971724953,3.33333,18,DUK
07-30-2013,73.88889,79.0,66.0,3.92837,74.0,47.90732635975,47.72641757489501,48.182039699715,71.49,47.900626034385,3.33333,18,DUK
07-31-2013,73.88889,79.0,66.0,3.92837,74.0,47.84702343146501,47.418202608105,47.940827986575,71.0,47.5723100915,3.33333,18,DUK
08-01-2013,73.88889,79.0,66.0,3.92837,74.0,47.793420828545,47.5723100915,48.014531565590005,71.51,47.914026685115005,3.34783,18,DUK
08-02-2013,73.88889,79.0,66.0,3.92837,74.0,47.85372375683001,47.71971724953,48.10498595801751,71.75,48.074834493875,3.34783,18,DUK
08-05-2013,74.22222,80.0,66.0,4.17074,74.5,48.242342628,47.806821479275,48.249042953365006,71.37,47.82022213000501,3.43478,18,DUK
08-06-2013,74.22222,80.0,66.0,4.17074,74.5,47.84032310610001,47.485205861755006,47.92072701048,71.12,47.652713995880006,3.43478,18,DUK
08-07-2013,74.22222,80.0,66.0,4.17074,74.5,47.45170423493,47.270795450075,47.72641757489501,71.05,47.605811718325,3.3913,18,DUK
08-08-2013,74.38889,81.0,66.0,4.41134,75.0,47.67951529734,47.471805211025,47.90732635975,71.23,47.72641757489501,3.3913,18,DUK
08-09-2013,74.33333,81.0,66.0,4.3589,75.0,47.71971724953,47.3344485410425,47.81352180464,70.77,47.418202608105,3.3913,18,DUK
08-12-2013,74.33333,81.0,66.0,4.3589,75.0,47.40480195737501,47.203792196425006,47.458404560295,70.77,47.418202608105,3.3913,18,DUK
08-13-2013,74.33333,81.0,66.0,4.3589,75.0,47.35789967982001,47.308317272119,47.53210813931,70.82,47.45170423493,3.3913,18,DUK
08-14-2013,74.33333,81.0,66.0,4.3589,75.0,47.553328384386,46.54386180378,47.553328384386,69.02,46.76065999558799,3.3913,18,DUK
08-15-2013,74.33333,81.0,66.0,4.3589,75.0,46.482887312334,45.927341945826,46.7247527950698,67.91,46.008641267754,3.3913,18,DUK
08-16-2013,74.33333,81.0,66.0,4.3589,75.0,45.86636745438,45.18887310498,45.995091380766,67.05,45.42599612727,3.3913,18,DUK
08-19-2013,74.33333,81.0,66.0,4.3589,75.0,45.35824669233,44.863675817268,45.520845336186,66.33,44.938200195702,3.3913,18,DUK
08-20-2013,74.33333,81.0,66.0,4.3589,75.0,44.91787536522,44.911100421726005,45.791843075946,66.79,45.249847596426,3.3913,18,DUK
08-21-2013,74.33333,81.0,66.0,4.3589,75.0,45.209197935462,44.457179207628,45.209197935462,65.81,44.585903134014,3.3913,18,DUK
08-22-2013,74.33333,81.0,66.0,4.3589,75.0,44.673977399436,44.40975460316999,44.843350986786,65.94,44.673977399436,3.3913,18,DUK
08-23-2013,74.33333,81.0,66.0,4.3589,75.0,44.694302229918,44.49112167453294,45.012724574136,66.35,44.95175008269,3.43478,18,DUK
08-26-2013,74.33333,81.0,66.0,4.3589,75.0,44.992399743654,44.572353247026,45.114348726546,65.79,44.572353247026,3.43478,18,DUK
08-27-2013,74.33333,81.0,66.0,4.3589,75.0,44.314905394254,44.260705846302,44.992399743654,65.85,44.61300290799,3.43478,18,DUK
08-28-2013,74.33333,81.0,66.0,4.3589,75.0,44.653652568954,44.436854377146,44.911100421726005,66.05,44.74850177787,3.43478,18,DUK
08-29-2013,73.89474,81.0,66.0,4.63277,75.0,44.707852116906,44.365717470459,44.74253982759528,65.66,44.48427898160399,3.43478,19,DUK
08-30-2013,73.89474,81.0,66.0,4.63277,75.0,44.572353247026,44.260705846302,44.823026156304,65.6,44.44362932063999,3.43478,19,DUK
09-03-2013,73.84211,81.0,66.0,4.62559,74.0,44.640102681966,43.874534067144005,44.768826608352,64.96,44.01003293702399,3.43478,19,DUK
09-04-2013,73.84211,81.0,66.0,4.62559,74.0,44.030357767506,43.468037457504,44.037132711,64.69,43.827109462686,3.43478,19,DUK
09-05-2013,73.84211,81.0,66.0,4.62559,74.0,43.827109462686,43.644185988348,44.016807880518,64.8,43.90163384112,3.43478,19,DUK
09-06-2013,73.84211,81.0,66.0,4.62559,74.0,44.077782371964,44.07100742847,44.558803360038,65.45,44.34200516823,3.43478,19,DUK
09-09-2013,73.84211,81.0,66.0,4.62559,74.0,44.3758798857,44.165856637386,44.497828868592,65.57,44.423304490158,3.43478,19,DUK
09-10-2013,73.84211,81.0,66.0,4.62559,74.0,44.51137875558,44.2220886683862,44.68752728642399,65.95,44.68075234293,3.43478,19,DUK
09-11-2013,73.84211,81.0,66.0,4.62559,74.0,44.7146270604,43.955833389072,44.7193695208458,65.31,44.247155959314,3.43478,19,DUK
09-12-2013,74.0,81.0,66.0,4.40096,74.0,44.34200516823,43.86775912365,44.504603812086,64.97,44.016807880518,3.43478,19,DUK
09-13-2013,74.0,81.0,66.0,4.40096,74.0,44.037132711,44.030357767506,44.44362932063999,65.55,44.40975460316999,3.43478,19,DUK
09-16-2013,74.0,81.0,66.0,4.40096,74.0,45.72409364100599,44.552028416544005,45.785068132452,66.03,44.734951890882,3.43478,19,DUK
09-17-2013,74.0,81.0,66.0,4.40096,74.0,44.7146270604,44.701077173412,45.154998387510005,66.19,44.843350986786,3.43478,19,DUK
09-18-2013,74.0,81.0,66.0,4.40096,74.0,44.78237649534,44.599453021002,46.503212142816,68.1,46.13736519414,3.43478,19,DUK
09-19-2013,74.0,81.0,66.0,4.40096,74.0,46.123815307152,45.778293188958,46.44223765136999,67.93,46.022191154742,3.43478,19,DUK
09-20-2013,74.0,81.0,66.0,4.40096,74.0,46.056065872212,45.29049725739,46.089940589682,67.36,45.636019375584,3.43478,19,DUK
09-23-2013,74.0,81.0,66.0,4.40096,74.0,45.371796579318,45.18887310498,46.0696157592,67.73,45.886692284862,3.43478,19,DUK
09-24-2013,74.0,81.0,66.0,4.40096,74.0,45.791843075946,45.703768810524,46.03574104173,67.69,45.859592510886,3.43478,19,DUK
09-25-2013,74.0,81.0,66.0,4.40096,74.0,46.123815307152,45.568269940644,46.20511462908,67.26,45.568269940644,3.52174,19,DUK
09-26-2013,73.89474,81.0,66.0,4.3997,74.0,45.608919601608,45.59536971462,45.846042623898,67.65,45.832492736910005,3.52174,19,DUK
09-27-2013,73.89474,81.0,66.0,4.3997,74.0,45.615694545102,45.178710689739,45.90024217185,66.9,45.32437197486,3.52174,19,DUK
09-30-2013,73.89474,81.0,66.0,4.3997,74.0,45.16177333100399,45.12112367003999,45.52762027968,66.78,45.243072652932,3.52174,19,DUK
10-01-2013,73.89474,81.0,66.0,4.3997,74.0,45.69699386703,45.331146918354,45.76474330196999,67.27,45.575044884138,3.6087,19,DUK
10-02-2013,73.89474,81.0,66.0,4.3997,74.0,45.453095901246,45.22274782245,45.615626795667055,67.25,45.56149499715,3.6087,19,DUK
10-03-2013,73.89474,81.0,66.0,4.3997,74.0,45.371796579318,44.74850177787,45.40567129678799,66.33,44.938200195702,3.6087,19,DUK
10-04-2013,73.89474,81.0,66.0,4.3997,74.0,44.91787536522,44.809476269316,45.182098161486,66.43,45.005949630642,3.6087,19,DUK
10-07-2013,73.84211,81.0,65.0,4.49869,74.0,44.897550534738,44.81625121281,45.29733995031894,66.34,44.944975139196,3.6087,19,DUK
10-08-2013,73.84211,81.0,65.0,4.49869,74.0,44.904325478232,44.88400064775,45.744418471488,67.2,45.52762027968,3.6087,19,DUK
10-09-2013,73.31579,80.0,65.0,4.25568,74.0,45.602144658114,45.43283882019895,46.327063611972,67.51,45.737643527994,3.6087,19,DUK
10-10-2013,73.31579,80.0,65.0,4.25568,74.0,45.886692284862,45.32437197486,46.27286406402,68.29,46.266089120526,3.6087,19,DUK
10-11-2013,73.31579,80.0,65.0,4.25568,74.0,46.225439459562,46.08316564618799,46.659035843178,68.85,46.64548595619,3.6087,19,DUK
10-14-2013,73.0,80.0,67.0,3.93366,73.0,46.47611236883999,45.825717793416,46.570961577756,68.58,46.462562481852,3.6087,19,DUK
10-15-2013,73.15789,83.0,67.0,4.25828,73.0,46.30673878149,45.771518245464,46.4083629339,67.85,45.96799160679,3.6087,19,DUK
10-16-2013,73.15789,83.0,67.0,4.25828,73.0,46.08316564618799,45.995091380766,46.767434939082,69.03,46.767434939082,3.6087,19,DUK
10-17-2013,73.13368,83.0,67.0,4.25473,73.0,46.61161123872,46.29325664393694,47.383954797036,69.8,47.28910558812,3.6087,19,DUK
10-18-2013,73.18632,83.0,67.0,4.28358,73.0,47.404279627518,47.234906040168,47.553328384386,70.08,47.478804005952,3.6087,19,DUK
10-21-2013,73.23895,83.0,68.0,4.2128,73.0,47.424604458,47.126506944264,47.56010332788,70.06,47.465254118964,3.6087,19,DUK
10-22-2013,73.23895,83.0,68.0,4.2128,73.0,47.52622861041,47.47202906245799,48.37309654716,71.09,48.163073298846,3.6087,19,DUK
10-23-2013,73.23895,83.0,68.0,4.2128,73.0,48.129198581376,48.122423637882,49.11156538800599,71.71,48.58311979547399,3.6087,19,DUK
10-24-2013,73.23895,83.0,68.0,4.2128,73.0,48.657644173908,48.298572168726,48.71861866535399,71.63,48.528920247522,3.6087,19,DUK
10-25-2013,73.42105,83.0,68.0,4.29585,73.0,48.515370360534,48.31889699920799,49.05059089656,72.37,49.030266066078,3.6087,19,DUK
10-28-2013,73.68421,83.0,68.0,4.02692,73.0,48.989616405114,48.820242817764,49.270776560115,72.37,49.030266066078,3.6087,19,DUK
10-29-2013,73.68421,83.0,68.0,4.02692,73.0,49.03704100957199,48.901542139692005,49.32158863632,72.62,49.199639653428,3.6087,19,DUK
10-30-2013,73.68421,83.0,68.0,4.02692,73.0,49.179314822946,48.766111019246935,49.494349695417,72.01,48.786368100294,3.6087,19,DUK
10-31-2013,73.68421,83.0,68.0,4.02692,73.0,48.799917987282,48.061449146436,48.894767196198,71.73,48.596669682462,3.6087,19,DUK
