 Date,DUK Price Target,DUK Price Target - High,DUK Price Target - Low,DUK Price Target - StdDev,DUK Price Target - Median,DUK Open,DUK Low,DUK High,DUK Close,DUK Adj. Close,DUK Rating,DUK Price Target - #,Ticker
10-09-2014,76.29412,84.0,71.0,3.65843,77.0,54.517501831100006,54.02188817809,54.984794703938,76.39,54.085609933477,3.7619,17,DUK
10-10-2014,76.29412,84.0,71.0,3.65843,77.0,54.340496955025,54.319256369896,54.935233338637005,76.83,54.397138515369,3.7619,17,DUK
10-13-2014,76.35294,84.0,71.0,3.59642,77.0,54.305095979810005,54.262614809552005,55.515809332163,77.41,54.807789827863004,3.7619,17,DUK
10-14-2014,76.35294,84.0,71.0,3.59642,77.0,55.161799580013,54.786549242734,56.507036638183,78.87,55.841498304141005,3.7619,17,DUK
10-15-2014,76.35294,84.0,71.0,3.59642,77.0,55.537049917292,54.829030412992005,56.386673322452005,78.9,55.862738889270005,3.7619,17,DUK
10-16-2014,76.58824,84.0,71.0,3.78944,77.0,55.232601530443006,54.54582261127201,55.586611282593005,78.17,55.345884651131,3.7619,17,DUK
10-17-2014,76.58824,84.0,71.0,3.78944,77.0,55.402526211475006,54.55290280631501,55.64325284293701,78.43,55.52996972224901,3.7619,17,DUK
10-20-2014,76.58824,84.0,71.0,3.78944,77.0,55.629092452851,55.622012257808,56.386673322452005,79.5,56.28755059185001,3.7619,17,DUK
10-21-2014,76.82353,84.0,71.0,3.74535,77.0,56.39375351749501,55.912300254571,56.457475272882,79.08,55.990182400044006,3.7619,17,DUK
10-22-2014,77.0,85.0,72.0,3.71008,77.0,56.082224935603,56.011422985173006,56.889367170505,80.16,56.754843464688,3.7619,17,DUK
10-23-2014,77.0,85.0,72.0,3.71008,77.0,56.896447365548006,56.400833712538,56.99557009615,80.07,56.691121709301,3.7619,17,DUK
10-24-2014,77.0,85.0,72.0,3.71008,77.0,56.740683074602,56.67880216992618,57.030971071365,80.3,56.85396619529,3.7619,17,DUK
10-27-2014,77.17647,85.0,72.0,3.63375,77.0,56.910607755634,56.85396619529,57.448702578902,80.61,57.073452241623,3.7619,17,DUK
10-28-2014,77.17647,85.0,72.0,3.63375,77.0,57.13717399701,56.4157021221283,57.229216532569005,80.72,57.151334387096,3.7619,17,DUK
10-29-2014,77.17647,85.0,72.0,3.63375,77.0,57.094692826752,56.33003176210801,57.5159644318105,80.27,56.832725610161,3.7619,17,DUK
10-30-2014,77.17647,85.0,72.0,3.63375,77.0,57.06637204658,56.90352756059101,58.298325984062,82.29,58.262925008847006,3.7619,17,DUK
10-31-2014,77.17647,85.0,72.0,3.63375,77.0,58.411609104750006,57.590306479762006,58.53905261552401,82.15,58.16380227824501,3.7619,17,DUK
11-03-2014,77.70588,85.0,72.0,3.98179,78.0,58.220443838589006,57.951396426955,58.48241105518,82.38,58.326646764234,3.7619,17,DUK
11-04-2014,77.70588,85.0,72.0,3.98179,78.0,58.369127934492,57.944316231912005,58.62401495604,82.23,58.220443838589006,3.7619,17,DUK
11-05-2014,78.875,90.0,72.0,4.78115,78.0,58.390368519621006,58.0575993526,59.40283641077001,83.5,59.11962860905,3.8,16,DUK
11-06-2014,80.41176,90.0,72.0,5.47786,81.0,58.574453590739004,57.399141213601,58.73021788168501,81.17,57.46994316403101,3.57143,17,DUK
11-07-2014,80.70588,90.0,72.0,5.52816,81.0,57.49118374916001,57.363740238386,58.12132110798701,82.08,58.114240912944005,3.52381,17,DUK
11-10-2014,80.88235,90.0,72.0,5.78926,81.0,58.12840130303,58.107160717901,58.79393963707201,82.81,58.631095151083,3.52381,17,DUK
11-11-2014,81.23529,90.0,73.0,5.40729,81.0,58.49657144526601,58.312486374148,58.83635000537958,82.66,58.524892225438,3.52381,17,DUK
11-12-2014,81.23529,90.0,73.0,5.40729,81.0,57.92080582269,56.941399454175006,58.22821074127501,79.85,57.084378486075,3.52381,17,DUK
11-13-2014,81.23529,90.0,73.0,5.40729,81.0,57.22020856638001,56.269398004245,57.541911388155,78.99,56.469568648905,3.52381,17,DUK
11-14-2014,81.23529,90.0,73.0,5.40729,81.0,56.15501477872501,56.15501477872501,56.84131413184501,79.11,56.555356068045,3.57143,17,DUK
11-17-2014,81.05882,90.0,73.0,5.50369,81.0,56.598249777615,56.54105816485501,57.53476243656001,80.3,57.40608130785,3.57143,17,DUK
11-18-2014,81.05882,90.0,73.0,5.50369,81.0,57.51331558177501,57.10582534086,57.82072050036,80.31,57.41323025944501,3.57143,17,DUK
11-19-2014,81.05882,90.0,73.0,5.50369,81.0,57.3345917919,56.969995260555,57.677741468460006,80.38,57.46327292061,3.57143,17,DUK
11-20-2014,81.05882,90.0,73.0,5.50369,81.0,57.46327292061,57.248804372760006,57.77782679079,80.17,57.313144937115005,3.57143,17,DUK
11-21-2014,81.05882,90.0,73.0,5.50369,81.0,57.69203937165,56.6447179629825,57.71348622643501,79.77,57.027186873315,3.57143,17,DUK
11-24-2014,81.17647,90.0,73.0,5.43664,81.0,57.23450646957001,56.48386655209501,57.34888969509,79.03,56.49816445528501,3.57143,17,DUK
11-25-2014,81.17647,90.0,73.0,5.43664,81.0,56.598249777615,56.12649046186095,56.68403719675501,79.15,56.58395187442501,3.57143,17,DUK
11-26-2014,81.17647,90.0,73.0,5.43664,81.0,56.698335099945005,56.698335099945005,57.14149860931906,79.69,56.969995260555,3.57143,17,DUK
11-28-2014,81.17647,90.0,73.0,5.43664,81.0,57.191612760000005,57.14871905043,58.32829606360501,80.9,57.83501840355001,3.57143,17,DUK
12-01-2014,81.17647,90.0,73.0,5.43664,81.0,57.470421872205,57.30599598552,59.15042549703,82.0,58.621403079,3.57143,17,DUK
12-02-2014,81.17647,90.0,73.0,5.43664,81.0,58.50701985348,58.171019128515006,59.00744646513001,82.34,58.86446743323,3.57143,17,DUK
12-03-2014,81.17647,90.0,73.0,5.43664,81.0,58.70719049814001,58.27825340244,58.95025485237,81.97,58.599956224215006,3.57143,17,DUK
12-04-2014,81.17647,90.0,73.0,5.43664,81.0,58.62855203059501,58.456977192315,58.96455275556001,82.35,58.871616384825,3.57143,17,DUK
12-05-2014,81.17647,90.0,73.0,5.43664,81.0,58.256806547655,57.35603864668501,58.399785579555,80.73,57.71348622643501,3.57143,17,DUK
12-08-2014,81.52941,90.0,73.0,5.08883,81.0,57.842167355145,57.842167355145,58.69289259495,81.63,58.356891869985,3.57143,17,DUK
12-09-2014,81.82353,90.0,73.0,5.07862,81.0,58.19246598330001,58.03518904821001,58.85374400583751,82.18,58.75008420771001,3.47619,17,DUK
12-10-2014,81.82353,90.0,73.0,5.07862,81.0,58.74293525611501,58.64999888538001,59.45783041561501,82.25,58.800126868875005,3.47619,17,DUK
12-11-2014,82.0,90.0,73.0,4.95865,81.0,59.036042271510006,59.02174436832001,59.70089476984501,82.89,59.257659770955,3.47619,17,DUK
12-12-2014,82.0,90.0,73.0,4.95865,81.0,58.99314856194,58.87876533642,59.70804372144,82.69,59.11468073905501,3.47619,17,DUK
12-15-2014,82.0,90.0,73.0,4.95865,81.0,59.11468073905501,57.96369953226,59.271957674145,81.14,58.00659324183,3.47619,17,DUK
12-16-2014,82.0,90.0,73.0,4.95865,81.0,58.09238066097001,57.341740743495,58.642849933785,80.62,57.63484775889,3.47619,17,DUK
12-17-2014,82.17647,90.0,73.0,4.97329,84.0,57.985146387045006,57.44897501742,58.364040821580005,81.37,58.171019128515006,3.47619,17,DUK
12-18-2014,82.17647,90.0,73.0,4.97329,84.0,58.17816808011,58.049486951400006,59.343447190095006,83.01,59.343447190095006,3.47619,17,DUK
12-19-2014,81.86667,90.0,73.0,5.21366,81.0,59.429234609235,59.100382835865005,59.7652353342,82.85,59.229063964575,3.42105,15,DUK
12-22-2014,82.0,90.0,73.0,5.18973,82.0,59.386340899665,59.221915012980006,59.86532065653,83.61,59.772384285795006,3.42105,15,DUK
12-23-2014,82.0,90.0,73.0,5.18973,82.0,59.886767511315,59.686596866655,60.201321381495,83.68,59.82242694696001,3.42105,15,DUK
12-24-2014,82.0,90.0,73.0,5.18973,82.0,59.92251226929,59.92251226929,60.92336549259,84.97,60.744641702715,3.42105,15,DUK
12-26-2014,82.0,90.0,73.0,5.18973,82.0,60.859024928235,60.8485874589063,61.78838863558501,85.81,61.345153636695,3.42105,15,DUK
12-29-2014,82.26667,90.0,73.0,5.28478,84.0,61.30225992712501,61.26651516915,62.40319847275501,86.83,62.074346699385,3.42105,15,DUK
12-30-2014,82.26667,90.0,73.0,5.28478,84.0,62.074346699385,60.43723678413001,62.074346699385,84.7,60.55162000965001,3.42105,15,DUK
12-31-2014,82.26667,90.0,73.0,5.28478,84.0,60.63740742879,59.69374581825,60.88047178302,83.54,59.722341624630005,3.42105,15,DUK
01-02-2015,82.26667,90.0,73.0,5.28478,84.0,59.722341624630005,59.400638802855006,60.215619284685005,84.05,60.086938155975,3.42105,15,DUK
01-05-2015,82.13333,90.0,73.0,5.21366,84.0,59.76452043904051,59.057489126295,59.986852833645,82.84,59.221915012980006,3.31579,15,DUK
01-06-2015,82.13333,90.0,73.0,5.21366,84.0,59.279106625740006,59.279106625740006,60.61596057400501,84.2,60.19417242990001,3.31579,15,DUK
01-07-2015,82.33333,90.0,73.0,5.18545,84.0,60.23706613947001,59.85102275334,60.68745008995501,84.47,60.387194122965006,3.31579,15,DUK
01-08-2015,82.33333,90.0,73.0,5.18545,84.0,60.708896944740005,60.458683638915,60.96625920216,84.81,60.63025847719501,3.31579,15,DUK
01-09-2015,82.73333,95.0,73.0,5.87045,84.0,60.766088557500005,60.208470333090006,61.044897669705,84.93,60.71604589633501,3.31579,15,DUK
01-12-2015,83.06667,95.0,73.0,6.18026,84.0,60.9090675894,60.5123007758775,61.116387185655,85.01,60.77323750909501,3.31579,15,DUK
01-13-2015,83.8,95.0,76.0,5.36905,84.0,60.98055710535,60.887620734615005,62.03853045189405,85.47,61.102089282465,3.31579,15,DUK
01-14-2015,83.8,95.0,76.0,5.36905,84.0,60.823280170260006,60.515875251675006,61.323706781910005,85.69,61.259366217555005,3.31579,15,DUK
01-15-2015,83.8,95.0,76.0,5.36905,84.0,61.402345249455,61.02345081492,62.16013411852501,86.76,62.02430403822001,3.31579,15,DUK
01-16-2015,83.8,95.0,76.0,5.36905,84.0,62.002857183435005,61.9063463369025,62.47468798870501,87.35,62.446092182325,3.31579,15,DUK
01-20-2015,84.53333,95.0,76.0,5.7835,84.0,62.51043274668,62.002857183435005,62.71775234293501,87.69,62.68915653655501,3.26316,15,DUK
01-21-2015,84.53333,95.0,76.0,5.7835,84.0,62.553326456250005,62.124389360550005,63.475541212005005,88.68,63.39690274446001,3.26316,15,DUK
01-22-2015,84.6,95.0,76.0,5.81722,84.0,63.504137018385,62.86788032643,63.83298879175501,88.63,63.361157986485,3.26316,15,DUK
01-23-2015,84.8,95.0,76.0,6.07947,84.0,63.589924437525006,63.346860083295006,63.790095082185005,88.72,63.42549855084,3.26316,15,DUK
01-26-2015,84.8,95.0,76.0,6.07947,84.0,63.361157986485,62.78209290729,63.411200647650006,88.55,63.30396637372501,3.26316,15,DUK
01-27-2015,84.8,95.0,76.0,6.07947,84.0,63.23962580937,63.160987341825,63.81154193697001,88.72,63.42549855084,3.26316,15,DUK
01-28-2015,84.8,95.0,76.0,6.07947,84.0,63.59707338912,62.66770968177,64.319117500215,87.85,62.803539762075,3.26316,15,DUK
01-29-2015,84.8,95.0,76.0,6.07947,84.0,62.81068871367,62.463249666153,64.04030838801,89.36,63.88303145292,3.26316,15,DUK
01-30-2015,84.28571,95.0,76.0,5.96931,83.5,63.52558387317001,62.245921537665,63.904478307705006,87.14,62.295964198830006,3.16667,14,DUK
02-02-2015,84.21429,95.0,76.0,5.93029,83.5,62.1958788765,61.559622184545006,62.40319847275501,87.0,62.1958788765,3.16667,14,DUK
02-03-2015,84.21429,95.0,76.0,5.93029,83.5,62.124389360550005,61.70260121644501,62.28166629564001,86.78,62.03860194141001,3.16667,14,DUK
02-04-2015,84.21429,95.0,76.0,5.93029,83.5,61.95281452227,61.309408878720006,62.32456000521001,85.98,61.46668581381001,3.16667,14,DUK
02-05-2015,84.21429,95.0,76.0,5.93029,83.5,61.85987815153501,61.316557830315,62.0630513558649,86.72,61.995708231840005,3.16667,14,DUK
02-06-2015,84.21429,95.0,76.0,5.93029,83.5,61.531026378165,59.000297513535,61.917069764295,83.11,59.414936706045005,3.16667,14,DUK
02-09-2015,83.92857,95.0,76.0,5.88538,83.0,59.44353251242501,58.771531062495,59.772384285795006,82.7,59.12182969065,3.16667,14,DUK
02-10-2015,83.92857,95.0,76.0,5.88538,83.0,59.0503401747,58.90021219120501,60.25851299425501,84.18,60.17987452671001,3.16667,14,DUK
02-11-2015,83.92857,95.0,76.0,5.88538,83.0,59.966969765206,58.89162032544,60.11852908221999,81.85,59.07204808379,3.16667,14,DUK
02-12-2015,83.92857,95.0,76.0,5.88538,83.0,58.956574318446,58.379205491726,59.21639029047,81.06,58.501896367404,3.16667,14,DUK
02-13-2015,83.92857,95.0,76.0,5.88538,83.0,58.436942374398,57.16673095561399,58.436942374398,79.84,57.621408906656,3.16667,14,DUK
02-17-2015,83.71429,95.0,76.0,5.96931,82.0,57.332724493296,56.87082943192,58.39724826756101,79.39,57.296638941626,3.16667,14,DUK
02-18-2015,83.71429,95.0,76.0,5.96931,82.0,57.181165176282,57.036822969602,58.761712339428,80.97,58.436942374398,3.16667,14,DUK
02-19-2015,83.28571,95.0,76.0,4.63571,83.0,58.610153022414,57.101776962608,58.624587243082,79.17,57.137862514278,3.16667,14,DUK
02-20-2015,83.33333,95.0,76.0,4.48206,83.0,57.116211183276,56.141901288186006,57.455415368974,78.71,56.80587543891399,3.15789,15,DUK
02-23-2015,83.46667,95.0,78.0,4.14514,83.0,56.914132093924,56.589362128894,57.455415368974,79.26,57.202816507284005,3.21053,15,DUK
02-24-2015,83.06667,95.0,78.0,3.7677,83.0,57.072908521272,56.838352435416994,57.866790658012,79.85,57.62862601699,3.21053,15,DUK
02-25-2015,83.06667,95.0,78.0,3.7677,83.0,57.70079712033,56.83474388025,57.7098185082475,79.01,57.022388748934,3.21053,15,DUK
02-26-2015,83.06667,95.0,78.0,3.7677,83.0,57.210033617618,56.6543161219,57.2742658995906,78.56,56.697618783904,3.21053,15,DUK
02-27-2015,83.06667,95.0,78.0,3.7677,83.0,56.64709901156599,56.315111936202,56.921349204258,78.55,56.69040167357,3.21053,15,DUK
03-02-2015,83.0,95.0,78.0,3.81226,83.0,56.639881901232,55.131505841426,56.639881901232,77.06,55.615052233804,3.21053,15,DUK
03-03-2015,83.0,95.0,78.0,3.81226,83.0,55.615052233804,55.290282268774,55.939822198834,77.51,55.939822198834,3.21053,15,DUK
03-04-2015,83.0,95.0,78.0,3.81226,83.0,55.658354895808,55.26141382743799,55.78826288182,77.08,55.629486454472,3.21053,15,DUK
03-05-2015,83.0,95.0,78.0,3.81226,83.0,55.781045771486006,55.694440447478,56.214072391526,77.58,55.990341971172,3.21053,15,DUK
03-06-2015,82.86667,93.0,78.0,3.40327,83.0,55.254196717104,53.80355753997,55.254196717104,74.96,54.09945906366399,3.21053,15,DUK
03-09-2015,82.6,93.0,76.0,3.75588,83.0,54.128327505,53.94789974665,54.474748801032,74.76,53.955116856984,3.21053,15,DUK
03-10-2015,82.13333,93.0,76.0,4.03099,82.0,53.55095867828,53.392182250932,54.45309747003,74.7,53.91181419498,3.21053,15,DUK
03-11-2015,82.13333,93.0,76.0,4.03099,82.0,54.171630167004,53.435484912936005,54.294321042682,74.28,53.608695560952,3.21053,15,DUK
03-12-2015,82.13333,93.0,76.0,4.03099,82.0,53.875728643310005,53.817991760638,54.46031458036399,75.28,54.330406594352,3.26316,15,DUK
03-13-2015,82.13333,93.0,76.0,4.03099,82.0,54.301538153016,53.392182250932,54.301538153016,74.61,53.846860201974,3.26316,15,DUK
03-16-2015,82.2,93.0,77.0,3.93616,82.0,54.265452601346,54.23658416001,55.084594624255,75.71,54.64074233871399,3.26316,15,DUK
03-17-2015,82.2,93.0,77.0,3.93616,82.0,54.388143477024,53.998419518988,54.770650324726,75.08,54.186064387672,3.26316,15,DUK
03-18-2015,82.2,93.0,77.0,3.93616,82.0,54.178847277338,53.976768187986,55.434624475454,76.4,55.13872295176,3.26316,15,DUK
03-19-2015,82.2,93.0,77.0,3.93616,82.0,54.979946524412,54.70569633172,55.672789116476,76.01,54.857255648734,3.26316,15,DUK
03-20-2015,82.2,93.0,77.0,3.93616,82.0,54.929426752074,54.748998993724,55.39132181345,76.67,55.333584930778,3.26316,15,DUK
03-23-2015,82.33333,93.0,78.0,3.78887,82.0,55.340802041112006,55.167591393096,55.564532461466,76.8,55.42740736512,3.26316,15,DUK
03-24-2015,82.33333,93.0,78.0,3.78887,82.0,55.340802041112006,54.64074233871399,55.766611550818,76.06,54.893341200404,3.26316,15,DUK
03-25-2015,82.33333,93.0,78.0,3.78887,82.0,55.073768958754,53.998419518988,55.39132181345,74.96,54.09945906366399,3.26316,15,DUK
03-26-2015,82.33333,93.0,78.0,3.78887,82.0,54.02007084998999,53.139583389242,54.258235491012,74.35,53.65921533328999,3.26316,15,DUK
03-27-2015,82.13333,93.0,76.0,4.03099,82.0,53.882945753644,53.62312978162,54.265452601346,75.0,54.128327505,3.26316,15,DUK
03-30-2015,82.2,93.0,77.0,3.93616,82.0,54.42422902869399,54.193281498006,54.979946524412,75.9,54.77786743506,3.26316,15,DUK
03-31-2015,82.06667,93.0,77.0,4.0409,82.0,54.734564773056,54.4891830217,55.46349291679,76.78,55.412973144452,3.36842,15,DUK
04-01-2015,82.06667,93.0,77.0,4.0409,82.0,55.528446909796,54.965512303744,55.853216874826,76.83,55.449058696122,3.36842,15,DUK
04-02-2015,82.06667,93.0,77.0,4.0409,82.0,55.42740736512,55.182025613764,55.773828661152,76.97,55.550098240798,3.36842,15,DUK
04-06-2015,82.0,93.0,75.0,4.17931,82.0,55.889302426496,55.766611550818,56.820309659582,78.24,56.46667125321599,3.36842,15,DUK
04-07-2015,82.0,93.0,75.0,4.17931,82.0,56.387283039542,55.889302426496,56.625447680564,77.65,56.04086174351,3.36842,15,DUK
04-08-2015,82.2,93.0,75.0,4.05298,82.0,55.9326050885,55.35530843288334,56.0163235683744,77.3,55.78826288182,3.36842,15,DUK
04-09-2015,82.2,93.0,75.0,4.05298,82.0,55.658354895808,55.232545386102,55.71609177848,77.01,55.578966682134,3.36842,15,DUK
04-10-2015,82.2,93.0,75.0,4.05298,82.0,55.71609177848,55.69213097217112,56.445019922214,77.84,56.177986839856,3.36842,15,DUK
04-13-2015,82.13333,93.0,75.0,4.11285,82.0,55.997559081506,55.672789116476,56.250157943196,77.23,55.737743109482,3.36842,15,DUK
04-14-2015,82.13333,93.0,75.0,4.11285,82.0,55.84599976449199,55.694440447478,56.264592163864,77.59,55.997559081506,3.36842,15,DUK
04-15-2015,82.13333,93.0,75.0,4.11285,82.0,56.091381515848,55.9888985491052,56.704835894238,78.02,56.307894825868,3.36842,15,DUK
04-16-2015,82.13333,93.0,75.0,4.11285,82.0,56.18520395019,55.384104703116,56.28624349486599,77.31,55.795479992154,3.36842,15,DUK
04-17-2015,82.13333,93.0,75.0,4.11285,82.0,55.564532461466,55.434624475454,56.10581573651599,77.31,55.795479992154,3.36842,15,DUK
04-20-2015,81.875,93.0,75.0,4.12121,81.5,56.033644633176,55.939822198834,57.12342829361,78.61,56.733704335574,3.4,16,DUK
04-21-2015,82.11765,93.0,75.0,3.99827,82.0,56.748138556242,56.055295964178,57.296638941626,78.07,56.343980377538,3.47619,17,DUK
04-22-2015,82.11765,93.0,75.0,3.99827,82.0,56.6543161219,56.199638170858,56.80587543891399,78.3,56.50997391522,3.47619,17,DUK
04-23-2015,82.11765,93.0,75.0,3.99827,82.0,56.416151480878,56.394500149876,57.202816507284005,78.86,56.914132093924,3.47619,17,DUK
04-24-2015,82.11765,93.0,75.0,3.99827,82.0,56.885263652588,56.83474388025,57.650277347992,79.41,57.311073162294,3.47619,17,DUK
04-27-2015,82.17647,93.0,75.0,3.94425,82.0,57.44819825863999,56.423368591212,57.542020692982,78.37,56.560493687558,3.47619,17,DUK
04-28-2015,82.17647,93.0,75.0,3.94425,82.0,56.322329046536005,56.192421060524,57.007954528266,78.97,56.993520307598,3.47619,17,DUK
04-29-2015,82.17647,93.0,75.0,3.94425,82.0,56.46667125321599,56.134684177852,56.755355666576,78.43,56.603796349562,3.47619,17,DUK
04-30-2015,82.17647,93.0,75.0,3.94425,82.0,56.596579239228,55.542881130464,56.596579239228,77.57,55.983124860838,3.47619,17,DUK
05-01-2015,81.88235,93.0,75.0,3.89392,81.0,56.084164405514,55.477927137458,56.387283039542,77.9,56.22128950186,3.47619,17,DUK
05-04-2015,81.52941,93.0,75.0,3.987,81.0,56.22128950186,56.062513074512005,56.90691498358999,77.96,56.264592163864,3.47619,17,DUK
05-05-2015,81.52941,93.0,75.0,3.987,81.0,56.011993302174,55.00159785541399,56.177914668752656,76.25,55.03046629675,3.47619,17,DUK
05-06-2015,81.52941,93.0,75.0,3.987,81.0,54.979946524412,54.6602285366158,55.348019151446,76.41,55.145940062094,3.47619,17,DUK
05-07-2015,81.41176,91.0,75.0,3.66315,81.0,55.13872295176,55.13872295176,55.651137785474,76.81,55.434624475454,3.47619,17,DUK
05-08-2015,81.29412,91.0,75.0,3.70635,81.0,56.04086174351,55.398538923784,56.387283039542,77.11,55.651137785474,3.47619,17,DUK
05-11-2015,81.17647,91.0,75.0,3.86896,81.0,55.5717495718,55.16037428276201,56.098598626182,76.57,55.26141382743799,3.47619,17,DUK
05-12-2015,81.17647,91.0,75.0,3.86896,81.0,54.95829519341,54.52526857337,55.268630937772,76.3,55.06655184842,3.47619,17,DUK
05-13-2015,81.58824,91.0,75.0,3.98614,81.0,55.23064660292,53.99811269616001,55.42026720396,74.44,54.28983669776,3.42857,17,DUK
05-14-2015,81.58824,91.0,75.0,3.98614,81.0,54.2241987974,54.12938849688,55.2816983032,75.49,55.05561220196,3.42857,17,DUK
05-15-2015,81.58824,91.0,75.0,3.98614,81.0,55.23064660292,55.23064660292,55.8286808062,76.15,55.5369568046,3.42857,17,DUK
05-18-2015,81.58824,91.0,75.0,3.98614,81.0,55.38380170376,55.16500870256,55.62447400508,76.03,55.44943960412,3.42857,17,DUK
05-19-2015,81.58824,91.0,75.0,3.98614,81.0,55.12854320236001,55.10666390224,55.6828188054,76.19,55.56612920476,3.42857,17,DUK
05-20-2015,81.58824,91.0,75.0,3.98614,81.0,55.573422304800005,55.5369568046,56.142284107920005,76.54,55.82138770616,3.42857,17,DUK
05-21-2015,81.58824,91.0,75.0,3.98614,81.0,55.84326700628,55.44214650408,55.89431870656,76.16,55.54424990464,3.42857,17,DUK
05-22-2015,81.58824,91.0,75.0,3.98614,81.0,55.427560304,55.22335350288,55.62447400508,76.05,55.4640258042,3.42857,17,DUK
05-26-2015,81.64706,91.0,75.0,3.89481,81.0,55.44943960412,54.9170433012,55.52966370456,75.76,55.25252590304,3.42857,17,DUK
05-27-2015,81.64706,91.0,75.0,3.89481,81.0,55.427560304,55.30357760332,55.71563775558,76.21,55.58071540484,3.42857,17,DUK
05-28-2015,81.64706,91.0,75.0,3.89481,81.0,55.56612920476,55.245232803,55.6463533052,75.95,55.3910948038,3.42857,17,DUK
05-29-2015,81.64706,91.0,75.0,3.89481,81.0,55.54424990464,55.12125010232,55.61718090504,75.73,55.23064660292,3.42857,17,DUK
06-01-2015,81.94118,91.0,75.0,4.02157,82.0,55.61718090504,55.20147420276,55.69011190544,76.0,55.427560304,3.52381,17,DUK
06-02-2015,81.94118,91.0,75.0,4.02157,82.0,55.15771560252,54.48675039884,55.15771560252,75.05,54.7347158002,3.52381,17,DUK
06-03-2015,81.94118,91.0,75.0,4.02157,82.0,54.6982503,53.62616459412,54.98268120156,74.2,54.1148022968,3.52381,17,DUK
06-04-2015,81.94118,91.0,75.0,4.02157,82.0,53.968940296,53.93976789584,54.47216419876,74.21,54.12209539684,3.52381,17,DUK
06-05-2015,81.94118,91.0,75.0,4.02157,82.0,53.604285294,53.1302337914,53.8230782952,72.85,53.1302337914,3.52381,17,DUK
06-08-2015,81.70588,91.0,72.0,4.45586,82.0,53.006251090720006,52.69994088904001,53.1303067224004,72.45,52.8385097898,3.52381,17,DUK
06-09-2015,81.70588,91.0,72.0,4.45586,82.0,52.78016498948001,52.56866508832,53.18857859172,72.13,52.60513058852,3.52381,17,DUK
06-10-2015,81.76471,91.0,72.0,4.41294,82.0,52.93332009032,52.51761338804,53.242547532016005,72.05,52.5467857882,3.52381,17,DUK
06-11-2015,81.76471,91.0,72.0,4.41294,82.0,52.93332009032,52.918733890240006,53.36361299268,72.86,53.13752689144,3.52381,17,DUK
06-12-2015,81.52941,91.0,72.0,4.65413,82.0,52.78745808952,52.75828568936,53.26150959212,72.53,52.89685459012,3.52381,17,DUK
06-15-2015,81.52941,91.0,72.0,4.65413,82.0,52.802044289600005,52.634302988680005,53.1666992916,72.5,52.87497529,3.52381,17,DUK
06-16-2015,81.52941,91.0,72.0,4.65413,82.0,52.96249249048,52.61242368856,53.02813039084,72.57,52.92602699027999,3.52381,17,DUK
06-17-2015,81.52941,91.0,72.0,4.65413,82.0,52.88956149008,52.46656168776,53.3854922928,73.08,53.29797509232,3.52381,17,DUK
06-18-2015,81.52941,91.0,72.0,4.65413,82.0,53.39278539284,53.39278539284,54.39923319836,74.54,54.362767698160006,3.52381,17,DUK
06-19-2015,81.52941,91.0,72.0,4.65413,82.0,54.2241987974,53.34173369256,54.34818149808,73.2,53.3854922928,3.52381,17,DUK
06-22-2015,81.58824,91.0,73.0,4.53819,82.0,53.57511289383999,53.17399239164,53.6407507942,73.07,53.29068199227999,3.52381,17,DUK
06-23-2015,81.58824,91.0,73.0,4.53819,82.0,53.18128549168,52.34257898708,53.32714749248,71.78,52.349872087120005,3.52381,17,DUK
06-24-2015,81.58824,91.0,73.0,4.53819,82.0,52.51761338804,51.729958583720006,52.692647789,70.93,51.729958583720006,3.52381,17,DUK
06-25-2015,81.58824,91.0,73.0,4.53819,82.0,51.91957918476,51.54763108272,52.02168258532,70.68,51.54763108272,3.52381,17,DUK
06-26-2015,81.58824,91.0,73.0,4.53819,82.0,51.48199318236,51.39447598188,52.05085498548,71.0,51.781010284,3.52381,17,DUK
06-29-2015,81.11111,91.0,71.0,4.87498,81.5,51.83935508432,51.64973448327999,52.29882038684,70.85,51.6716137834,3.5,18,DUK
06-30-2015,81.11111,91.0,71.0,4.87498,81.5,51.77371718396,51.35071738164,51.81018268416,70.62,51.503872482480006,3.5,18,DUK
07-01-2015,81.11111,91.0,71.0,4.87498,81.5,51.6351482832,51.22673468096,51.868527484480005,71.08,51.83935508432,3.5,18,DUK
07-02-2015,81.11111,91.0,71.0,4.87498,81.5,52.27694108672001,52.094613585720005,52.97707869056,72.53,52.89685459012,3.5,18,DUK
07-06-2015,81.16667,91.0,72.0,4.76387,81.5,52.78016498948001,52.67076848888,53.239630292,72.85,53.1302337914,3.5,18,DUK
07-07-2015,81.16667,91.0,72.0,4.76387,81.5,53.40007849288,53.40007849288,55.21606040283999,75.27,54.89516400108,3.5,18,DUK
07-08-2015,81.16667,91.0,72.0,4.76387,81.5,54.57426759932,54.4794572988,55.11395700228,74.79,54.54509519916,3.5,18,DUK
07-09-2015,81.16667,91.0,72.0,4.76387,81.5,54.6617847998,53.74285419476,54.865991600920005,74.07,54.01999199628,3.5,18,DUK
07-10-2015,81.27778,91.0,72.0,4.64047,81.5,54.24607809752,53.95435409592,54.82223300068,74.37,54.23878499748,3.5,18,DUK
07-13-2015,81.38889,91.0,74.0,4.43645,81.5,54.38464699828,53.92518169576,54.65449169976,74.35,54.2241987974,3.5,18,DUK
