 Date,DOW Price Target,DOW Price Target - High,DOW Price Target - Low,DOW Price Target - StdDev,DOW Price Target - Median,DOW Open,DOW Low,DOW High,DOW Close,DOW Adj. Close,DOW Rating,DOW Price Target - #,Ticker
05-10-2019,61.66667,75,49,6.60808,60.0,43.369353453996,43.000705757466,44.00350941373794,53.07,43.475851677438,4.11111,18,DOW
05-13-2019,61.66667,75,49,6.60808,60.0,42.828670165752,41.583460168584,43.04985878367,50.95,41.73911141823,4.11111,18,DOW
05-14-2019,61.66667,75,49,6.60808,60.0,42.050413917522,41.648997536856,43.4185064802,52.48,42.992513586432,4.11111,18,DOW
05-15-2019,61.66667,75,49,6.60808,60.0,42.58290503473199,42.328947732678,43.684752038805,52.95,43.37754562503,4.11111,18,DOW
05-16-2019,61.66667,75,49,6.60808,60.0,43.656079440186,43.197317862282,43.86907588707,52.98,43.40212213813199,4.11111,18,DOW
05-17-2019,61.66667,75,49,6.60808,60.0,42.877823191956,41.501538458244,43.025282270568,50.8,41.61622885272,4.11111,18,DOW
05-20-2019,61.66667,75,49,6.60808,60.0,41.28854201136,40.895317801728,41.403232405836,50.08,41.026392538272,4.11111,18,DOW
05-21-2019,61.66667,75,49,6.60808,60.0,41.190235958952,40.977239512068,41.935723523046,50.63,41.476961945142,4.11111,18,DOW
05-22-2019,61.66667,75,49,6.60808,60.0,41.337695037564,40.932182571381,41.460577603074,50.21,41.132890761714,4.11111,18,DOW
05-23-2019,61.66667,75,49,6.60808,60.0,40.5512466183,39.494456554914,40.846164775524,48.71,39.904065106614,4.11111,18,DOW
05-24-2019,61.66667,75,49,6.60808,60.0,40.461132736926,39.682876488696,40.61268790105501,49.2,40.30548148728,4.16667,18,DOW
05-28-2019,61.66667,75,49,6.60808,60.0,40.444748394858,39.40434267354,40.493901421062,48.56,39.781182541104,4.16667,18,DOW
05-29-2019,61.66667,75,49,6.60808,60.0,39.48626438388,39.330613134234,40.493901421062,48.71,39.904065106614,4.16667,18,DOW
05-30-2019,61.66667,75,49,6.60808,60.0,39.995492876532,39.91237672342201,40.386138796149005,48.47,40.286399412417,4.16667,18,DOW
05-31-2019,61.66667,75,49,6.60808,60.0,39.862507031556,38.856801578925,39.8957534928,46.76,38.865113194236,4.16667,18,DOW
06-03-2019,61.66667,75,49,6.60808,60.0,38.939917732035,38.939917732035,39.862507031556,47.96,39.862507031556,4.16667,18,DOW
06-04-2019,60.77778,75,37,8.51506,60.0,40.460943333948,40.427696872704,41.499895247823,49.93,41.499895247823,4.27778,18,DOW
06-05-2019,60.77778,75,37,8.51506,60.0,41.965345705239,40.76814063584256,42.031838627727,50.34,41.840671475574005,4.27778,18,DOW
06-06-2019,60.44444,75,37,8.34148,60.0,41.790801783708005,41.682750784665,42.646898160741,51.06,42.439107777966,4.27778,18,DOW
06-07-2019,60.44444,75,37,8.34148,60.0,42.497289085143,42.281187087057,42.962739542559,51.3,42.63858654543,4.27778,18,DOW
06-10-2019,60.44444,75,37,8.34148,60.0,42.987674388492,42.871311774138,43.30351577031,51.62,42.904558235382,4.27778,18,DOW
06-11-2019,60.44444,75,37,8.34148,60.0,43.2203996172,42.854688543516005,43.361697077487,52.04,43.253646078444,4.27778,18,DOW
06-12-2019,60.44444,75,37,8.34148,60.0,43.270269309066,42.954427927248,43.752342997104,52.49,43.627668767439005,4.27778,18,DOW
06-13-2019,60.44444,75,37,8.34148,60.0,43.785589458348,43.253646078444,44.01000307174501,52.88,43.951821764568,4.27778,18,DOW
06-14-2019,60.44444,75,37,8.34148,60.0,43.744031381793,42.3892380861,43.793901073659,51.15,42.513912315765,4.27778,18,DOW
06-17-2019,60.11111,75,37,8.54978,60.0,41.607946246866,40.768473100455,41.832359860263,49.35,41.017821559785006,4.22222,18,DOW
06-18-2019,60.11111,75,37,8.54978,60.0,41.350286172225,41.05937963634,42.031838627727,49.61,41.233923557871,4.22222,18,DOW
06-19-2019,60.11111,75,37,8.54978,60.0,41.516518478445,40.170036798063,41.757555322464,48.5,40.31133425835,4.22222,18,DOW
06-20-2019,60.11111,75,37,8.54978,60.0,40.8058753693545,40.411073642082,41.217300327249006,48.93,40.66873371672301,4.22222,18,DOW
06-21-2019,60.11111,75,37,8.54978,60.0,40.577305948302,40.153413567441,40.951328637297,48.36,40.194971643996,4.22222,18,DOW
06-24-2019,60.11111,75,37,8.54978,60.0,40.319645873661,40.161725182752,41.308728095670006,49.58,41.208988711938,4.22222,18,DOW
06-25-2019,60.11111,75,37,8.54978,60.0,41.134184174139,40.768473100455,41.74325934412908,49.69,41.300416480359,4.22222,18,DOW
06-26-2019,60.11111,75,37,8.54978,60.0,41.433402325335,41.400155864091005,42.572093622942,50.45,41.932099243995005,4.22222,18,DOW
06-27-2019,59.66667,75,37,8.33333,60.0,42.065085088971,41.999173979554776,42.505600700454,50.91,42.314433548301,4.22222,18,DOW
06-28-2019,59.66667,75,37,8.33333,60.0,42.422484547344,40.793407946388,42.55547039232,49.31,40.984575098541,4.22222,18,DOW
07-01-2019,59.66667,75,37,8.33333,60.0,41.558076555,41.159119020072005,41.72430886122,50.16,41.691062399976,4.22222,18,DOW
07-02-2019,59.66667,75,37,8.33333,60.0,41.558076555,40.527436256436,41.607946246866,49.4,41.05937963634,4.22222,18,DOW
07-03-2019,59.66667,75,37,8.33333,60.0,41.109249328206005,40.89314733012,41.267170019115,49.33,41.001198329163,4.22222,18,DOW
07-05-2019,59.66667,75,37,8.33333,60.0,40.735226639211,40.693668562656,41.034444790407,49.31,40.984575098541,4.22222,18,DOW
07-08-2019,59.66667,75,37,8.33333,60.0,41.009509944474,40.2157506822735,41.14249578945,48.52,40.327957488972,4.22222,18,DOW
07-09-2019,59.66667,75,37,8.33333,60.0,40.14510195213,39.48017272725,40.253152951173,47.87,39.787702493757,4.22222,18,DOW
07-10-2019,59.66667,75,37,8.33333,60.0,40.178348413374,39.496795957872,40.244841335862,47.55,39.521730803805,4.22222,18,DOW
07-11-2019,59.38889,75,37,8.23366,60.0,39.671339879403,39.214201037298,39.945623184666005,47.78,39.712897955958,4.22222,18,DOW
07-12-2019,59.38889,75,37,8.23366,60.0,40.278087797106,39.962246415288,41.591323016244,49.71,41.317039710981,4.22222,18,DOW
07-15-2019,58.94444,75,37,8.40286,59.5,41.366909402847,41.275481634426,42.347680009545,50.93,42.331056778923,4.22222,18,DOW
07-16-2019,58.94444,75,37,8.40286,59.5,42.347680009545,42.347680009545,43.75616634014706,52.32,43.486371307152,4.22222,18,DOW
07-17-2019,58.66667,75,37,8.07603,59.5,43.353385462176,42.580405238253,43.46974807653,51.6,42.88793500476,4.22222,18,DOW
07-18-2019,58.66667,75,37,8.07603,59.5,42.846376928205,42.621963314808,43.261957693755,51.75,43.012609234425,4.22222,18,DOW
07-19-2019,58.55556,75,37,8.11187,59.5,43.029232465047,42.80481885165,43.079102156913,51.52,42.821442082272,4.15789,18,DOW
07-22-2019,57.94444,75,37,8.16137,58.5,42.8081434977744,42.05677347366,42.863000158827,50.88,42.289498702368,4.15789,18,DOW
07-23-2019,57.94444,75,37,8.16137,58.5,42.3892380861,42.347680009545,43.96844499519,52.62,43.735719766482,4.15789,18,DOW
07-24-2019,57.94444,75,37,8.16137,58.5,43.63598038275,43.253646078444,44.043249532989,52.79,43.877017226769,4.15789,18,DOW
07-25-2019,57.88889,75,37,8.17101,58.5,42.921181466004,41.80742501433,43.212088001889,50.77,42.198070933947,4.15789,18,DOW
07-26-2019,57.05556,75,37,8.02408,56.0,41.78249016839701,40.660422101412,41.80742501433,49.11,40.818342792321,4.05263,18,DOW
07-29-2019,55.94444,75,37,7.23012,55.5,40.327957488972,39.879130262178,40.627175640168005,48.05,39.937311569355,3.94737,18,DOW
07-30-2019,55.72222,75,37,7.347,55.5,39.712897955958,39.712897955958,40.261464566484,48.4,40.22821810524,3.84211,18,DOW
07-31-2019,55.38889,75,37,7.18903,55.5,40.303022643039,39.854195416245005,41.084314482273,48.44,40.261464566484,3.78947,18,DOW
08-01-2019,55.38889,75,37,7.18903,55.5,40.020427722465,38.881736424858005,40.39445041146,46.85,38.939917732035,3.78947,18,DOW
08-02-2019,55.38889,75,37,7.18903,55.5,38.806931887059,37.709798666007,39.48017272725,45.6,37.90096581816,3.78947,18,DOW
08-05-2019,55.38889,75,37,7.18903,55.5,37.452138591366,36.629288675577,37.510319898543,44.77,37.211101747347,3.78947,18,DOW
08-06-2019,55.38889,75,37,7.18903,55.5,37.493696667921,36.3508495626585,37.776291588495006,44.43,36.928506826773,3.78947,18,DOW
08-07-2019,55.38889,75,37,7.18903,55.5,36.654223521510005,36.496302830601,37.4022688995,44.89,37.310841131079,3.78947,18,DOW
08-08-2019,55.38889,75,37,7.18903,55.5,37.5660077211267,37.560189590409,38.914982886102,46.79,38.890048040169,3.78947,18,DOW
08-09-2019,55.38889,75,37,7.18903,55.5,38.582518273662,38.31654658371,39.056280346389,46.64,38.765373810504,3.78947,18,DOW
08-12-2019,55.38889,75,37,7.18903,55.5,38.557583427729,37.834472895672,38.89835965548,45.69,37.975770355959,3.78947,18,DOW
08-13-2019,55.38889,75,37,7.18903,55.5,38.050574893758,37.884342587538,39.696274725336,46.85,38.939917732035,3.78947,18,DOW
08-14-2019,55.38889,75,37,7.18903,55.5,38.06719812438,36.5711073684,38.358104660265,44.08,36.637600290888,3.78947,18,DOW
08-15-2019,55.38889,75,37,7.18903,55.5,36.853702288974006,35.706699376056,36.878637134907,43.38,36.055787219118,3.78947,18,DOW
08-16-2019,55.38889,75,41,6.74239,55.5,35.980982681319,35.548778685147006,37.244348208591,44.51,36.994999749261,3.63158,18,DOW
08-19-2019,55.38889,75,41,6.74239,55.5,37.701487050696,37.526943129165,38.11989376545174,45.6,37.90096581816,3.63158,18,DOW
08-20-2019,55.38889,75,41,6.74239,55.5,37.610059282275,35.798127144477,37.610059282275,43.16,35.872931682276,3.63158,18,DOW
08-21-2019,55.38889,75,41,6.74239,55.5,36.446433138735,35.939424604764,36.77041990355778,43.28,35.972671066008004,3.63158,18,DOW
08-22-2019,55.11111,75,41,6.85475,55.5,36.005917527252,34.925407536822,36.48799121529,42.05,34.950342382755,3.63158,18,DOW
08-23-2019,55.11111,75,41,6.85475,55.5,34.9087843062,33.612172317684,34.925407536822,40.71,33.836585931081004,3.63158,18,DOW
08-26-2019,55.11111,75,41,6.85475,55.5,34.302036388497,33.753469777971,34.368529310985004,40.82,33.928013699502,3.63158,18,DOW
08-27-2019,55.11111,75,41,6.85475,55.5,34.235543466009,34.0102986910809,34.684370692803,41.17,34.218920235387,3.63158,18,DOW
08-28-2019,55.11111,75,41,6.85475,55.5,34.202297004765,33.878144007636,35.440727686104005,42.52,35.340988302372004,3.63158,18,DOW
08-29-2019,55.11111,75,41,6.85475,55.5,35.771975964675,35.670567102975,36.3381754425,42.37,35.805778918575,3.63158,18,DOW
08-30-2019,55.11111,75,41,6.85475,55.5,36.194512888425,35.721271533825,36.3381754425,42.63,36.025498118925,3.63158,18,DOW
09-03-2019,54.94444,75,41,6.69554,55.5,35.611411933650004,34.774788824625,35.687468579925,41.8,35.3240868255,3.63158,18,DOW
09-04-2019,54.94444,75,41,6.69554,55.5,35.99169516502501,35.366340517875,36.160709934525,42.54,35.94944147265,3.63158,18,DOW
09-05-2019,54.94444,75,41,6.69554,55.5,36.464936519625,36.414232088775,37.157897074575,43.36,36.6424020276,3.63158,18,DOW
09-06-2019,54.94444,75,41,6.69554,55.5,36.79451532015,36.05085033435,36.89592418185,43.24,36.540993165900005,3.63158,18,DOW
09-09-2019,54.38889,65,41,5.27193,55.5,36.786064581675,36.55789464285,37.71336411453675,44.45,37.563532521375,3.63158,18,DOW
09-10-2019,54.38889,65,41,5.27193,55.5,38.11283052225,37.84240689105,39.186074308575,46.32,39.1438206162,3.63158,18,DOW
09-11-2019,54.38889,65,41,5.27193,55.5,39.312835385700005,38.51846596905,39.760724524875,46.88,39.6170619708,3.63158,18,DOW
09-12-2019,54.38889,65,41,5.27193,55.5,39.777626001825,38.510015230575,39.879034863525,46.97,39.693118617075,3.63158,18,DOW
09-13-2019,54.38889,65,41,5.27193,55.5,40.2593180949,39.92973929437501,40.9353771729,48.2,40.7325594495,3.63158,18,DOW
09-16-2019,54.38889,65,41,5.27193,55.5,41.146645634775,40.8001653573,42.23679089805,49.01,41.417069265975,3.63158,18,DOW
09-17-2019,54.38889,65,41,5.27193,55.5,41.129744157825,40.233965879475,41.484675173775,48.0,40.56354468,3.63158,18,DOW
09-18-2019,54.16667,65,41,5.28362,54.0,40.47903729525,39.73537230945001,40.47903729525,47.51,40.149458494725,3.63158,18,DOW
09-19-2019,54.16667,65,41,5.28362,54.0,40.6649535417,40.13255701777501,40.910024957475,47.64,40.2593180949,3.63158,18,DOW
09-20-2019,54.16667,65,41,5.28362,54.0,40.115655540825,39.777626001825,41.281857450375,48.21,40.741010187975,3.63158,18,DOW
09-23-2019,54.16667,65,41,5.28362,54.0,40.048049633025,39.8198796942,40.7452355572125,47.91,40.487488033725,3.63158,18,DOW
09-24-2019,54.16667,65,41,5.28362,54.0,40.37762843355,38.831143292625,40.56354468,46.6,39.380441293500006,3.63158,18,DOW
09-25-2019,53.42105,65,40,6.03774,53.0,39.338187601125,38.983256585175006,40.538192464575,47.68,40.2931210488,3.5,19,DOW
09-26-2019,53.42105,65,40,6.03774,53.0,40.149458494725,39.66294948071925,40.301571787275,47.23,39.912837817425,3.5,19,DOW
09-27-2019,53.42105,65,40,6.03774,53.0,40.0565003715,39.726921570975,40.46205131091525,47.07,39.777626001825,3.5,19,DOW
09-30-2019,53.42105,65,40,6.03774,53.0,39.93819003285,39.811428955725,40.386079172025,47.65,40.267768833375,3.5,19,DOW
10-01-2019,53.42105,65,40,6.03774,53.0,40.51284024915,38.78888960025,41.04523677307501,45.97,38.848044769575,3.5,19,DOW
10-02-2019,53.31579,65,40,5.97409,53.0,37.749448767825,37.4874758751,38.171985691575,44.93,37.969167968175,3.5,19,DOW
10-03-2019,53.31579,65,40,5.97409,53.0,37.901562060375,37.495926613575,38.357901938025,45.31,38.290296030225,3.5,19,DOW
10-04-2019,53.31579,65,40,5.97409,53.0,38.18043643005,38.036773875975,38.68773426070425,45.34,38.31564824565,3.5,19,DOW
10-07-2019,53.31579,65,40,5.97409,53.0,38.0959290453,37.8297307833375,38.679030000075,45.17,38.171985691575,3.5,19,DOW
10-08-2019,53.31579,65,40,5.97409,53.0,37.817054675625,37.039586735925,38.070576829875,43.85,37.056488212875,3.5,19,DOW
10-09-2019,53.21053,65,40,6.04874,53.0,37.512828090525005,37.18324929,37.63958916765,44.01,37.191700028475,3.5,19,DOW
10-10-2019,53.05263,65,40,5.90694,53.0,37.462123659675,37.20015076695,38.27339455327501,44.92,37.9607172297,3.5,19,DOW
10-11-2019,52.73684,65,40,6.11161,53.0,38.662128523125,38.4533952827925,40.3269240027,47.13,39.828330432675,3.5,19,DOW
10-14-2019,53.0,65,40,5.69395,53.0,39.4818501552,39.075876678861,39.946640771325,46.82,39.566357539950005,3.5,19,DOW
10-15-2019,53.0,65,40,5.69395,53.0,39.566357539950005,39.321286124175,40.64805206475,47.2,39.887485602000005,3.5,19,DOW
10-16-2019,53.0,65,40,5.69395,53.0,40.13255701777501,39.726921570975,40.495938772200006,47.12,39.8198796942,3.5,19,DOW
10-17-2019,53.0,65,40,5.69395,53.0,40.0903033254,39.83678117115,41.01988455765,47.81,40.402980648975,3.5,19,DOW
10-18-2019,53.05556,65,40,5.84496,54.0,40.487488033725,40.0226974176,40.72478477010301,47.96,40.5297417261,3.47368,18,DOW
10-21-2019,52.88889,65,40,5.80123,53.0,41.06213825002501,39.794527478775,41.383266312075,47.12,39.8198796942,3.47368,18,DOW
10-22-2019,52.88889,65,40,5.80123,53.0,39.7860767403,38.89029846195,40.04323271209425,46.82,39.566357539950005,3.47368,18,DOW
10-23-2019,53.44444,65,46,4.95785,53.0,39.53255458605,39.338187601125,40.149458494725,47.23,39.912837817425,3.57895,18,DOW
10-24-2019,53.38889,65,46,4.92318,53.5,41.112842680875,40.428332864400005,42.245241636525,49.47,41.805803235825,3.57895,18,DOW
10-25-2019,53.63158,65,46,4.74852,53.0,42.06777612855,41.32411114275,42.8959484991,50.48,42.6593278218,3.55,19,DOW
10-28-2019,54.15789,65,46,4.6483,53.0,42.887497760625,42.617074129425,43.4705987154,51.21,43.27623173047501,3.55,19,DOW
10-29-2019,54.15789,65,46,4.6483,53.0,43.0649632686,42.566369698575,43.63107823904025,51.49,43.512852407775,3.55,19,DOW
10-30-2019,54.42105,65,46,4.7718,53.0,43.267780992000006,42.532566744675,43.495950930825,51.03,43.124118437925006,3.55,19,DOW
10-31-2019,54.42105,65,46,4.7718,53.0,42.9973573608,42.008620959225006,43.124118437925006,50.49,42.667778560275,3.55,19,DOW
11-01-2019,54.57895,65,46,4.67148,53.0,43.08186474555,43.01425883775,44.35792625527501,52.31,44.205812962725005,3.55,19,DOW
11-04-2019,54.57895,65,46,4.67148,53.0,44.493138070875,44.33257403985,45.980468042475,54.17,45.777650319075,3.55,19,DOW
11-05-2019,54.78947,65,46,4.68569,54.0,45.642438503475,45.338211918375,46.4790616125,54.2,45.8030025345,3.55,19,DOW
11-06-2019,54.5,65,46,4.64579,53.5,45.7691995806,45.47342373397501,46.259342412150005,54.28,45.8706084423,3.47368,18,DOW
11-07-2019,54.5,65,46,4.64579,53.5,46.42835718165,45.98891878095,47.27343102915,55.8,47.1551206905,3.47368,18,DOW
11-08-2019,54.5,65,46,4.64579,53.5,46.90159853625,46.49596308945,47.315684721525,55.99,47.315684721525,3.47368,18,DOW
11-11-2019,54.5,65,46,4.64579,53.5,46.943852228625,46.66497785895,47.535403921875,55.81,47.16357142897501,3.47368,18,DOW
11-12-2019,54.5,65,46,4.64579,53.5,47.32413546,46.081876904175004,47.41709358322501,55.16,46.6142734281,3.47368,18,DOW
11-13-2019,54.5,65,46,4.64579,53.5,45.794551796025,45.177647887350005,46.0396232118,53.66,45.34666265685,3.47368,18,DOW
11-14-2019,54.5,65,46,4.64579,53.5,45.04243607175,44.915674994625,45.752298103650006,53.95,45.591734072625,3.47368,18,DOW
11-15-2019,54.5,65,46,4.64579,53.5,45.862157703825005,45.752298103650006,46.724133028275,54.86,46.36075127385,3.47368,18,DOW
11-18-2019,54.61111,65,46,4.82055,53.5,46.267793150625,45.7353966267,46.403004966225,54.32,45.9044113962,3.47368,18,DOW
11-19-2019,54.61111,65,46,4.82055,53.5,46.318497581475,44.611448409525,46.318497581475,53.39,45.118492718025,3.47368,18,DOW
11-20-2019,54.61111,65,46,4.82055,53.5,44.90722425615,44.028347454750005,45.16919714887501,52.67,44.510039547825,3.47368,18,DOW
11-21-2019,54.61111,65,46,4.82055,53.5,44.543842501725,44.239615916625006,45.5663818572,53.88,45.532578903300006,3.47368,18,DOW
11-22-2019,54.61111,65,46,4.82055,53.5,45.61708628805,45.295958226,46.19173650435,54.2,45.8030025345,3.47368,18,DOW
11-25-2019,54.94444,65,49,4.40293,53.5,46.32694831995,45.9382143501,46.673428597425,55.2,46.648076382000006,3.47368,18,DOW
11-26-2019,55.33333,65,49,4.25572,54.0,46.648076382000006,46.32694831995,47.112866998125,55.37,46.791738936075,3.47368,18,DOW
11-27-2019,55.55556,65,49,4.38713,54.0,46.800297879804,46.13270036066999,46.98859461597,54.28,46.457940177684,3.47368,18,DOW
11-29-2019,55.55556,65,49,4.38713,54.0,46.226848728753,45.465102841536,46.457940177684,53.37,45.679076405361,3.47368,18,DOW
12-02-2019,55.55556,65,49,4.38713,54.0,45.3623955309,45.268247162817,46.004316222375,53.16,45.499338611748,3.42105,18,DOW
12-03-2019,55.55556,65,49,4.38713,54.0,44.472265505388,43.693401733065,44.515060218153,51.82,44.352440309646,3.42105,18,DOW
12-04-2019,55.55556,65,49,4.38713,54.0,45.781783715997,44.686239069213,45.781783715997,52.28,44.746151667084,3.42105,18,DOW
12-05-2019,55.44444,65,49,4.37445,54.0,44.960125230909,44.232615113904,45.062832541545,52.0,44.5065012756,3.42105,18,DOW
12-06-2019,55.44444,65,49,4.37445,54.0,45.011478886227,45.011478886227,46.004316222375,53.22,45.550692267066,3.42105,18,DOW
12-09-2019,55.61111,65,49,4.59636,54.5,46.184054015988,45.353836588347,46.20117190109399,53.27,45.593486979831,3.52632,18,DOW
12-10-2019,55.61111,65,49,4.59636,54.5,45.670517462808,45.097068311757,45.696194290467,53.13,45.473661784089,3.52632,18,DOW
12-11-2019,55.61111,65,49,4.59636,54.5,45.79034265855,45.405190243665,46.278202384071,53.1,45.44798495643,3.52632,18,DOW
12-12-2019,55.61111,65,49,4.59636,54.5,45.576369094725,45.208334564946,46.714708454274,54.45,46.603442201085,3.52632,18,DOW
12-13-2019,55.61111,65,49,4.59636,54.5,46.766062109592,45.576369094725,46.920123075546,53.28,45.602045922384,3.52632,18,DOW
12-16-2019,55.61111,65,49,4.59636,54.5,45.884491026633,45.798901601103,46.680472684062,54.17,46.363791809601,3.52632,18,DOW
12-17-2019,55.61111,65,49,4.59636,54.5,46.30387921173,46.158377188329,46.851651535122,54.66,46.783179994698,3.52632,18,DOW
12-18-2019,55.61111,65,49,4.59636,54.5,46.526411718108,45.824578428762,46.808856822356994,54.25,46.432263350025,3.52632,18,DOW
12-19-2019,55.61111,65,49,4.59636,54.5,46.586324315979,46.269643441518,46.962917788311,54.52,46.663354798956,3.52632,18,DOW
12-20-2019,55.61111,65,49,4.59636,54.5,47.116978754265,46.235407671306,47.288157605325,54.61,46.740385281932994,3.52632,18,DOW
12-23-2019,55.55556,65,49,4.64545,54.5,46.637677971297,46.406586522366,47.116978754265,54.93,47.014271443629,3.52632,18,DOW
12-24-2019,55.55556,65,49,4.64545,54.5,47.0741840415,46.774621052144994,47.288157605325,54.9,46.98859461597,3.52632,18,DOW
12-26-2019,55.55556,65,49,4.64545,54.5,47.057066156394,46.663354798956,47.271039720218994,55.22,47.262480777666,3.52632,18,DOW
12-27-2019,55.77778,65,49,4.7088,55.5,47.322393375537,46.834533650016,47.544925881915,54.83,46.928682018099,3.52632,18,DOW
12-30-2019,55.77778,65,49,4.7088,55.5,46.954358845758,46.423704407472,47.116978754265,54.34,46.509293833002,3.52632,18,DOW
12-31-2019,55.77778,65,49,4.7088,55.5,46.235407671306,46.158377188329,46.885887305334,54.73,46.84309259256899,3.52632,18,DOW
01-02-2020,55.77778,65,49,4.7088,55.5,47.271039720218994,45.910167854292,47.536366939362,53.75,46.004316222375,3.52632,18,DOW
01-03-2020,55.77778,65,49,4.7088,55.5,45.456543898983,44.857417920272994,45.87593208408,52.42,44.865976862826,3.52632,18,DOW
01-06-2020,56.11111,65,49,4.71274,57.5,44.780387437296,44.5065012756,45.259688220264,52.21,44.686239069213,3.52632,18,DOW
01-07-2020,56.11111,65,49,4.71274,57.5,44.754710609636994,44.497942333047,45.41785747864344,52.19,44.669121184107,3.52632,18,DOW
01-08-2020,56.38889,65,49,4.54776,57.5,44.857417920272994,44.438029735176,45.507897554301,52.73,45.131304081969,3.52632,18,DOW
01-09-2020,56.38889,65,49,4.54776,57.5,45.148421967075,44.34396695651853,45.422308128771,52.19,44.669121184107,3.52632,18,DOW
01-10-2020,56.38889,65,49,4.54776,57.5,45.242570335158,43.99296472242,45.251129277710994,51.5,44.07855414795,3.52632,18,DOW
01-13-2020,56.38889,65,49,4.54776,57.5,44.07855414795,44.052877320291,44.84885897772,52.35,44.806064264955,3.52632,18,DOW
01-14-2020,56.38889,65,49,4.54776,57.5,44.669121184107,44.463706562835,45.336718703241,52.24,44.711915896872,3.52632,18,DOW
01-15-2020,56.38889,65,49,4.54776,57.5,44.669121184107,44.24973299901,45.062832541545,52.27,44.737592724531,3.52632,18,DOW
01-16-2020,56.38889,65,49,4.54776,57.5,45.002919943674,44.652003299001,45.251129277710994,52.48,44.917330518144,3.52632,18,DOW
