 Date,PM Price Target,PM Price Target - High,PM Price Target - Low,PM Price Target - StdDev,PM Price Target - Median,PM Open,PM Low,PM High,PM Close,PM Adj. Close,PM Rating,PM Price Target - #,Ticker
05-15-2013,97.76706,108.0,88.0,5.51401,97.0,58.503046131628,58.447657175686,59.272337186378,96.3,59.26618285794,3.90476,17,PM
05-16-2013,97.76706,108.0,88.0,5.51401,97.0,58.964620764478,58.61997837195,59.27849151481599,95.44,58.736910612272,3.90476,17,PM
05-17-2013,97.76706,108.0,88.0,5.51401,97.0,58.792299568214,58.444580011467,59.087707333238,95.68,58.884614494784,3.90476,17,PM
05-20-2013,97.76706,108.0,88.0,5.51401,97.0,58.884614494784,58.31226195005,58.92769479385,95.0,58.466120161,3.90476,17,PM
05-21-2013,98.00235,108.0,90.0,5.16661,97.0,58.429194190372,57.659903135622,58.447657175686,94.4,58.09686045472,3.90476,17,PM
05-22-2013,98.35529,108.0,90.0,5.15438,100.0,57.813761346572,57.69682910624999,58.669212999454,93.97,57.832224331886,3.90476,17,PM
05-23-2013,98.30882,108.0,90.0,5.18985,100.0,57.48142761092,57.41988432653999,58.21994702348,94.31,58.041471498778,3.90476,17,PM
05-24-2013,98.30882,108.0,90.0,5.18985,100.0,57.764526719068,57.438347311854,58.11538498331837,94.12,57.924539258456,3.90476,17,PM
05-28-2013,98.19118,108.0,90.0,5.15002,99.0,58.398422548182,57.333723728408,58.83537986727999,93.36,57.456810297168,3.90476,17,PM
05-29-2013,98.19118,108.0,90.0,5.15002,99.0,57.032161634946,56.28133356551,57.07524193401199,92.25,56.77367984055,3.90476,17,PM
05-30-2013,98.19118,108.0,90.0,5.15002,99.0,56.77367984055,56.63213028647599,57.179865517458,92.42,56.878303423996,3.90476,17,PM
05-31-2013,98.19118,108.0,90.0,5.15002,99.0,56.601358644286,55.936691172982,56.96754118634699,90.91,55.948999829858,3.90476,17,PM
06-03-2013,98.19118,108.0,90.0,5.15002,99.0,55.97361714361,55.51204251076,57.02600730650799,92.38,56.85368611024399,3.90476,17,PM
06-04-2013,98.19118,108.0,90.0,5.15002,99.0,56.85368611024399,56.262870580196,57.12447656151599,91.89,56.552124016782,3.90476,17,PM
06-05-2013,98.19118,108.0,90.0,5.15002,99.0,56.41057446270799,55.64128340795799,56.447500433336,90.47,55.678209378586,3.90476,17,PM
06-06-2013,98.19118,108.0,90.0,5.15002,99.0,55.48127086857,55.038159221034,56.6198216296,92.0,56.6198216296,3.90476,17,PM
06-07-2013,98.19118,108.0,90.0,5.15002,99.0,57.01985297807,56.047469084866,57.275257608247,92.09,56.675210585542,3.90476,17,PM
06-10-2013,98.19118,108.0,90.0,5.15002,99.0,56.779834168988,56.25671625175799,57.069087605574,91.63,56.392111477394,3.90476,17,PM
06-11-2013,98.19118,108.0,90.0,5.15002,99.0,56.059777741742,55.91207385922999,56.822914468054,91.23,56.145938339874,3.90476,17,PM
06-12-2013,98.19118,108.0,90.0,5.15002,99.0,56.43519177646,56.06593207017999,56.715213720389,91.65,56.40442013427,3.90476,17,PM
06-13-2013,98.19118,108.0,90.0,5.15002,99.0,56.45980909021199,56.225944609568,57.093704919326,92.58,56.97677267900399,3.90476,17,PM
06-14-2013,98.19118,108.0,90.0,5.15002,99.0,56.816760139616,56.601358644286,57.339878056846,92.12,56.693673570856,3.90476,17,PM
06-17-2013,98.19118,108.0,90.0,5.15002,99.0,56.884457752434,56.51082847296302,57.2352544734,92.47,56.909075066186,3.90476,17,PM
06-18-2013,98.19118,108.0,90.0,5.15002,99.0,56.933692379938,56.58289565897199,57.161402532144,92.65,57.01985297807,3.90476,17,PM
06-19-2013,98.19118,108.0,90.0,5.15002,99.0,57.069087605574,55.548968481388,57.315260743094,90.26,55.548968481388,3.90476,17,PM
06-20-2013,98.19118,108.0,90.0,5.15002,99.0,55.302795343868,53.130317405254,55.302795343868,86.63,53.31494725839399,3.90476,17,PM
06-21-2013,98.19118,108.0,90.0,5.15002,99.0,53.838065175624,53.32725591527,54.42888070567199,87.46,53.825756518748,3.90476,17,PM
06-24-2013,98.01471,108.0,90.0,4.85377,99.0,53.302638601518,52.95799620899,54.176553239714,86.85,53.45034248403,3.90476,17,PM
06-25-2013,98.01471,108.0,90.0,4.85377,99.0,53.804606383671,53.481418266315,54.034567159482,86.5,53.76110029095,3.90476,17,PM
06-26-2013,98.01471,108.0,90.0,4.85377,99.0,54.14643996933601,54.034567159482,54.948195106623,87.54,54.407476525662005,3.90476,17,PM
06-27-2013,98.01471,108.0,90.0,4.85377,99.0,54.92333448221101,54.500703867207,55.290028692288,87.78,54.556640272134,3.90476,17,PM
06-28-2013,98.01471,108.0,90.0,4.85377,99.0,54.38261590125,53.798391227568,54.892258701696,86.62,53.835682164186,3.90476,17,PM
07-01-2013,98.01471,108.0,90.0,4.85377,99.0,54.14022481323301,54.14022481323301,54.668513081988,87.53,54.401261369559,3.90476,17,PM
07-02-2013,98.01471,108.0,90.0,4.85377,99.0,54.314249184117,54.102933876615,54.929549638314,87.56,54.419906837868005,3.90476,17,PM
07-03-2013,98.01471,108.0,90.0,4.85377,99.0,54.121579344924,53.94755497404,54.8021389382025,87.75,54.537994803825,3.90476,17,PM
07-05-2013,98.01471,108.0,90.0,4.85377,99.0,54.767955579636,53.810821539774,54.848752608975005,87.51,54.388831057353,3.90476,17,PM
07-08-2013,98.01471,108.0,90.0,4.85377,99.0,54.699588862503006,54.556640272134,55.389471189936,88.57,55.047637604271,3.90476,17,PM
07-09-2013,98.01471,108.0,90.0,4.85377,99.0,55.488913687584,55.27138322397901,55.874253365970006,89.18,55.426762126554,3.90476,17,PM
07-10-2013,98.01471,108.0,90.0,4.85377,99.0,55.451622750966,54.830107140666,55.87997130958476,88.43,54.96062541882901,3.90476,17,PM
07-11-2013,97.89706,108.0,90.0,4.70499,99.0,55.836962429352006,55.725089619498,56.607641786124,90.34,56.147720234502,3.90476,17,PM
07-12-2013,97.89706,108.0,90.0,4.70499,99.0,56.551705381197,55.339749941112,56.80652678142,89.7,55.74995024391001,3.90476,17,PM
07-15-2013,98.01389,108.0,90.0,4.59773,99.5,55.73751993170401,55.445407594863,56.0513853149055,89.61,55.69401383898301,3.90909,18,PM
07-16-2013,98.01389,108.0,90.0,4.59773,99.5,55.638077434056,55.507559155893006,56.40254163472501,89.95,55.905329146485,3.90909,18,PM
07-17-2013,97.90056,108.0,90.0,4.71906,99.5,56.097998985678,55.756165400013,56.340390073695005,89.71,55.756165400013,3.90909,18,PM
07-18-2013,97.73389,108.0,90.0,4.70671,99.0,54.867398077284,54.47584324279501,56.06070804906,89.25,55.470268219275,3.90909,18,PM
07-19-2013,97.45611,108.0,90.0,4.86316,98.0,55.507559155893006,54.97305573103501,55.619431965747,88.61,55.072498228683,3.90909,18,PM
07-22-2013,97.30647,108.0,90.0,4.96371,97.0,55.3148893167,55.047637604271,55.99855648803,89.23,55.457837907069006,3.90476,17,PM
07-23-2013,97.30647,108.0,90.0,4.96371,97.0,55.43919243876,55.053852760374,55.73751993170401,88.78,55.178155882434005,3.90476,17,PM
07-24-2013,97.30647,108.0,90.0,4.96371,97.0,55.215446819052005,54.625006989267,55.2688971615378,88.54,55.02899213596201,3.90476,17,PM
07-25-2013,97.30647,108.0,90.0,4.96371,97.0,54.7462025332755,54.7462025332755,55.73130477560101,89.22,55.451622750966,3.90476,17,PM
07-26-2013,97.30647,108.0,90.0,4.96371,97.0,55.116004321404006,54.519349335516,55.308674160597,88.88,55.240307443464,3.90476,17,PM
07-29-2013,97.30647,108.0,90.0,4.96371,97.0,55.06628307258,54.910904170005,55.401901502142,88.67,55.109789165301,3.90476,17,PM
07-30-2013,97.30647,108.0,90.0,4.96371,97.0,55.37704087773,55.109789165301,55.588356185232,89.17,55.420546970451,3.90476,17,PM
07-31-2013,97.30647,108.0,90.0,4.96371,97.0,55.401901502142,55.2061240848975,55.899113990382,89.18,55.426762126554,3.90476,17,PM
08-01-2013,97.30647,108.0,90.0,4.96371,97.0,55.69401383898301,55.544850092511005,55.874253365970006,89.71,55.756165400013,3.90476,17,PM
08-02-2013,97.30647,108.0,90.0,4.96371,97.0,55.557280404717005,55.3801484557815,55.781026024425,89.59,55.68158352677701,3.90476,17,PM
08-05-2013,97.30647,108.0,90.0,4.96371,97.0,55.557280404717005,55.134649789713,55.662938058468,89.22,55.451622750966,3.90476,17,PM
08-06-2013,97.30647,108.0,90.0,4.96371,97.0,55.32110447280301,55.04142244816801,55.420546970451,88.77,55.171940726331,3.90476,17,PM
08-07-2013,97.30647,108.0,90.0,4.96371,97.0,55.097358853095,54.618791833164,55.097358853095,88.21,54.823891984563,3.90476,17,PM
08-08-2013,97.30647,108.0,90.0,4.96371,97.0,55.016561823756,54.948195106623,55.81210180494,89.36,55.538634936408,3.90476,17,PM
08-09-2013,97.30647,108.0,90.0,4.96371,97.0,55.532419780305,54.96062541882901,55.669153214571,88.7,55.128434633610006,3.90476,17,PM
08-12-2013,97.30647,108.0,90.0,4.96371,97.0,54.823891984563,54.6933737064,55.147080101919,88.3,54.87982838949,3.90476,17,PM
08-13-2013,97.30647,108.0,90.0,4.96371,97.0,54.823891984563,54.432337150074,55.060067916477,88.33,54.898473857799,3.90476,17,PM
08-14-2013,97.30647,108.0,90.0,4.96371,97.0,55.016561823756,54.575285740443,55.302459004494,88.18,54.80524651625401,3.90476,17,PM
08-15-2013,97.30647,108.0,90.0,4.96371,97.0,54.56285542823701,54.040782315585005,54.712019174709,87.14,54.158870281542,3.90476,17,PM
08-16-2013,97.30647,108.0,90.0,4.96371,97.0,53.88540341301,53.20173624168,54.16508543764501,85.75,53.294963583225005,3.90476,17,PM
08-19-2013,97.30647,108.0,90.0,4.96371,97.0,53.20173624168,52.866117812118006,53.32603936374,85.16,52.928269373148,3.90476,17,PM
08-20-2013,97.30647,108.0,90.0,4.96371,97.0,52.965560309766,52.319184075054,52.977990621972,84.21,52.337829543363,3.90476,17,PM
08-21-2013,97.30647,108.0,90.0,4.96371,97.0,52.288108294539,52.002211113801,52.70763133149151,83.77,52.064362674831,3.95238,17,PM
08-22-2013,97.30647,108.0,90.0,4.96371,97.0,52.045717206522,52.045717206522,52.437272041011006,84.17,52.312968918951,3.95238,17,PM
08-23-2013,97.68438,108.0,90.0,4.87345,98.0,52.424841728805,52.375120479981,53.226596866092,85.37,53.05878765131101,4.0,16,PM
08-26-2013,97.68438,108.0,90.0,4.87345,98.0,53.13958468065,52.462132665423,53.232812022195006,84.41,52.462132665423,4.0,16,PM
08-27-2013,97.68438,108.0,90.0,4.87345,98.0,52.201096109097,51.91519892835901,52.574005475277005,84.11,52.275677982333,4.0,16,PM
08-28-2013,97.55938,108.0,90.0,4.91488,97.5,52.064362674831,51.52364409387,52.089223299243,82.95,51.554719874385,4.1,16,PM
08-29-2013,97.37188,108.0,90.0,5.0639,97.5,51.604441123209,51.498783469458,52.4652402434745,83.88,52.132729391964,4.1,16,PM
08-30-2013,97.37188,108.0,90.0,5.0639,97.5,52.002211113801,51.679022996445006,52.207311265200005,83.44,51.859262523432,4.1,16,PM
09-03-2013,97.05938,108.0,90.0,5.04632,95.5,52.101653611449,51.685238152548,52.449702353217,83.4,51.83440189902001,4.1,16,PM
09-04-2013,97.05938,108.0,90.0,5.04632,95.5,51.759820025784,51.71009877696,52.39998110439301,83.85,52.114083923655,4.1,16,PM
09-05-2013,96.74688,108.0,90.0,5.00922,95.0,52.182450640788,52.014641426007,52.67344797292501,84.1,52.26946282623,4.1,16,PM
09-06-2013,96.74688,108.0,90.0,5.00922,95.0,52.443487197114,51.933844396668,52.592650943586,84.19,52.325399231157,4.1,16,PM
09-09-2013,96.49688,108.0,90.0,4.99032,95.0,52.462132665423,52.039502050419,52.530499382556,84.51,52.524284226453005,4.1,16,PM
09-10-2013,96.49688,108.0,90.0,4.99032,95.0,52.69830859733701,52.232171889612005,52.772890470573,84.23,52.35025985556901,4.1,16,PM
09-11-2013,96.49688,108.0,90.0,4.99032,95.0,52.63304945825551,52.586435787483005,53.810821539774,86.56,53.798391227568,4.1,16,PM
09-12-2013,96.49688,108.0,90.0,4.99032,95.0,53.82325185198,53.43791217359401,53.90404888131901,86.28,53.624366856684006,4.1,16,PM
09-13-2013,96.49688,108.0,90.0,4.99032,95.0,53.754885134847,53.754885134847,54.618791833164,87.78,54.556640272134,4.1,16,PM
09-16-2013,96.49688,108.0,90.0,4.99032,95.0,55.116004321404006,54.5286720696705,55.36454841396297,87.85,54.600146364855,4.1,16,PM
09-17-2013,96.49688,108.0,90.0,4.99032,95.0,54.550425116031,54.519349335516,54.910904170005,88.22,54.830107140666,4.1,16,PM
09-18-2013,96.49688,108.0,90.0,4.99032,95.0,54.886043545593004,54.587716052649,56.073138361266,89.95,55.905329146485,4.1,16,PM
09-19-2013,96.49688,108.0,90.0,4.99032,95.0,55.986126175824,55.8711457879185,56.713299439875,90.54,56.27202335656201,4.05,16,PM
09-20-2013,96.49688,108.0,90.0,4.99032,95.0,56.346605229798,56.160150546708,56.532997761326975,90.47,56.228517263841,4.05,16,PM
09-23-2013,96.49688,108.0,90.0,4.99032,95.0,56.010986800236005,55.476483375378,56.035847424648,89.75,55.781026024425,4.05,16,PM
09-24-2013,96.49688,108.0,90.0,4.99032,95.0,55.580035953938,54.813761302974,55.61772159251,87.41,54.901694459642,4.05,16,PM
09-25-2013,96.49688,108.0,90.0,4.99032,95.0,54.89541351988,54.367814579872,55.02103231512,86.91,54.58764747154199,4.05,16,PM
09-26-2013,96.49688,108.0,90.0,4.99032,95.0,54.65673780892399,54.49971431487399,55.096403592264,87.69,55.077560772978,4.05,16,PM
09-27-2013,96.49688,108.0,90.0,4.99032,95.0,54.807480363212,54.468309616064,54.933099158452,87.33,54.851446941546,4.05,16,PM
09-30-2013,96.80938,108.0,90.0,5.04307,95.0,54.468309616064,54.191948266536,54.77607566440199,86.59,54.386657399158,4.05,16,PM
10-01-2013,96.80938,108.0,90.0,5.04307,95.0,54.474590555826,54.342690820824,54.91488443314219,87.37,54.876570700594,4.05,16,PM
10-02-2013,96.87188,109.0,90.0,5.18556,95.0,54.631614049876,54.37409551963399,55.127808291074,87.72,55.096403592264,4.05,16,PM
10-03-2013,96.87188,109.0,90.0,5.18556,95.0,54.983346676548,54.51855713416,55.24086520679,87.49,54.951941977738,4.05,16,PM
10-04-2013,96.49688,109.0,90.0,4.86346,95.0,54.920537278928,54.48087149558799,55.077560772978,87.04,54.669299688448,4.05,16,PM
10-07-2013,96.49688,109.0,90.0,4.86346,95.0,54.411781158206,54.311286122014,54.807480363212,86.58,54.380376459396,4.05,16,PM
10-08-2013,96.49688,109.0,90.0,4.86346,95.0,54.279881423204,53.95327255558,54.663018748686,85.94,53.97839631462799,4.05,16,PM
10-09-2013,96.49688,109.0,90.0,4.86346,95.0,54.066329471296,52.860389036992,54.279881423204,84.16,52.860389036992,4.05,16,PM
10-10-2013,95.5,109.0,76.0,6.90109,95.0,53.26236918175999,53.26236918175999,54.14170074844,86.16,54.116576989392,4.0,16,PM
10-11-2013,95.5,109.0,76.0,6.90109,95.0,54.198229206298,53.20584072390199,54.46202867630199,85.03,53.406830796286,4.0,16,PM
10-14-2013,95.5,109.0,76.0,6.90109,95.0,53.19327884437799,53.17443602509199,54.67558062820999,86.69,54.449466796778,4.0,16,PM
10-15-2013,95.5,109.0,76.0,6.90109,95.0,54.367814579872,53.63646195398472,54.367814579872,85.5,53.7020349651,4.0,16,PM
10-16-2013,95.5,109.0,76.0,6.90109,95.0,53.98467725439,53.63922556748,54.17310544725,86.09,54.072610411058,4.0,16,PM
10-17-2013,95.5625,109.0,76.0,6.89174,95.0,53.90930597724599,53.884182218198,54.9582229175,86.89,54.575085592018,4.0,16,PM
10-18-2013,95.5625,109.0,76.0,6.89174,95.0,54.54996183296999,54.085172290582,54.794918483688,86.93,54.600209351066,4.0,16,PM
10-21-2013,95.5,109.0,76.0,6.94622,95.0,54.418062097968,54.254757664156,54.625333110114,86.85,54.54996183296999,4.0,16,PM
10-22-2013,95.5,109.0,76.0,6.94622,95.0,54.49971431487399,54.147981688202,55.222022387504,87.78,55.134089230836,4.0,16,PM
10-23-2013,95.5,109.0,76.0,6.94622,95.0,54.89541351988,54.826323182498,55.78730696608399,88.12,55.347641182744,4.0,16,PM
10-24-2013,95.5,109.0,76.0,6.94622,95.0,55.68053099013,55.278550845362,56.03226361680199,88.18,55.385326821316,4.0,16,PM
10-25-2013,95.5,109.0,76.0,6.94622,95.0,55.127808291074,55.077560772978,55.68053099013,88.6,55.64912629132,4.0,16,PM
10-28-2013,95.5,109.0,76.0,6.94622,95.0,55.730778508226,55.592597833462,56.76713356895599,89.9,56.46564846038,4.0,16,PM
10-29-2013,95.5,109.0,76.0,6.94622,95.0,56.59126725561999,56.15160147228,56.8425048461,90.36,56.754571689432,4.0,16,PM
10-30-2013,95.5,109.0,76.0,6.94622,95.0,56.899033303958,56.095073014422,56.94299988229199,89.34,56.113915833708,4.0,16,PM
10-31-2013,95.5,109.0,76.0,6.94622,95.0,56.044825496326,55.77474508656,56.59126725561999,89.12,55.975735158944,4.0,16,PM
11-01-2013,95.5,109.0,76.0,6.94622,95.0,56.126477713232,56.02598267704,56.62267195443,89.76,56.377715303712,4.0,16,PM
11-04-2013,95.5,109.0,76.0,6.94622,95.0,56.62267195443,56.270939327758,56.74829074966999,90.25,56.68548135205,4.0,16,PM
11-05-2013,95.5,109.0,76.0,6.94622,95.0,56.57242443633399,56.421681882046,56.83622390633799,90.13,56.610110074906,4.0,16,PM
11-06-2013,95.5,109.0,76.0,6.94622,95.0,56.80481920752799,56.704324171336,57.307294388488,91.01,57.162832773962,4.0,16,PM
