 Date,NFLX Price Target,NFLX Price Target - High,NFLX Price Target - Low,NFLX Price Target - StdDev,NFLX Price Target - Median,NFLX Open,NFLX Low,NFLX High,NFLX Close,NFLX Adj. Close,NFLX Rating,NFLX Price Target - #,Ticker
04-24-2015,79.97802,128.57143,38.57143,16.43956,85.71429,80.172857,79.507142,80.808571,79.770714,79.770714,3.81395,39,NFLX
04-27-2015,80.25275,128.57143,38.57143,16.73928,85.71429,80.292857,80.23,81.785714,80.868571,80.868571,3.81395,39,NFLX
04-28-2015,80.25275,128.57143,38.57143,16.73928,85.71429,80.59,79.944285,81.278571,80.437142,80.437142,3.81395,39,NFLX
04-29-2015,80.25275,128.57143,38.57143,16.73928,85.71429,80.07,79.644285,81.0557,80.407142,80.407142,3.81395,39,NFLX
04-30-2015,80.25275,128.57143,38.57143,16.73928,85.71429,80.237142,79.124285,80.835714,79.5,79.5,3.81395,39,NFLX
05-01-2015,80.25275,128.57143,38.57143,16.73928,85.71429,79.855714,78.894285,79.967142,79.575714,79.575714,3.81395,39,NFLX
05-04-2015,80.25275,128.57143,38.57143,16.73928,85.71429,79.571428,78.9,79.714285,79.271428,79.271428,3.81395,39,NFLX
05-05-2015,81.61539,128.57143,38.57143,16.3803,85.71429,81.238571,80.757142,82.442857,80.792857,80.792857,3.88372,39,NFLX
05-06-2015,81.61539,128.57143,38.57143,16.3803,85.71429,81.028571,79.521428,81.214285,80.077142,80.077142,3.88372,39,NFLX
05-07-2015,81.61539,128.57143,38.57143,16.3803,85.71429,80.114285,79.457142,80.794285,80.748571,80.748571,3.88372,39,NFLX
05-08-2015,81.61539,128.57143,38.57143,16.3803,85.71429,81.041428,80.964285,82.152857,82.085714,82.085714,3.88372,39,NFLX
05-11-2015,81.61539,128.57143,38.57143,16.3803,85.71429,82.324285,82.185714,84.857142,84.277857,84.277857,3.88372,39,NFLX
05-12-2015,81.61539,128.57143,38.57143,16.3803,85.71429,83.808571,82.992857,83.808571,83.377142,83.377142,3.88372,39,NFLX
05-13-2015,81.61539,128.57143,38.57143,16.3803,85.71429,83.404285,82.691428,84.197142,82.872857,82.872857,3.88372,39,NFLX
05-14-2015,81.61539,128.57143,38.57143,16.3803,85.71429,83.285714,82.33,83.924285,83.835714,83.835714,3.88372,39,NFLX
05-15-2015,81.61539,128.57143,38.57143,16.3803,85.71429,86.364285,85.755714,88.3484,87.607142,87.607142,3.88372,39,NFLX
05-18-2015,82.05128,128.57143,38.57143,16.72142,85.71429,87.544285,87.024285,88.534142,88.267142,88.267142,3.88372,39,NFLX
05-19-2015,82.78388,128.57143,38.57143,17.7717,85.71429,88.888571,87.81,89.785714,88.068571,88.068571,3.88372,39,NFLX
05-20-2015,82.78388,128.57143,38.57143,17.7717,85.71429,88.214285,87.362857,89.108571,88.79,88.79,3.88372,39,NFLX
05-21-2015,82.78388,128.57143,38.57143,17.7717,85.71429,89.081428,88.181428,89.571428,89.002857,89.002857,3.88372,39,NFLX
05-22-2015,83.65568,128.57143,38.57143,18.25022,85.71429,89.178571,88.692857,89.407142,88.838571,88.838571,3.88372,39,NFLX
05-26-2015,84.15018,128.57143,38.57143,18.65291,85.71429,88.874285,87.786285,89.061285,87.992857,87.992857,3.88372,39,NFLX
05-27-2015,84.15018,128.57143,38.57143,18.65291,85.71429,88.142857,87.928571,89.907142,89.857142,89.857142,3.88372,39,NFLX
05-28-2015,84.15018,128.57143,38.57143,18.65291,85.71429,89.714285,88.93,89.855714,89.507142,89.507142,3.88372,39,NFLX
05-29-2015,84.15018,128.57143,38.57143,18.65291,85.71429,89.472857,88.955714,90.205714,89.151428,89.151428,3.88372,39,NFLX
06-01-2015,84.15018,128.57143,38.57143,18.65291,85.71429,88.837142,87.944285,89.121714,89.002857,89.002857,3.88372,39,NFLX
06-02-2015,84.15018,128.57143,38.57143,18.65291,85.71429,88.711428,88.405714,89.678571,89.13,89.13,3.85714,39,NFLX
06-03-2015,84.15018,128.57143,38.57143,18.65291,85.71429,89.242857,88.644285,89.732857,88.808571,88.808571,3.85714,39,NFLX
06-04-2015,84.15018,128.57143,38.57143,18.65291,85.71429,88.378571,88.042857,89.428571,89.348571,89.348571,3.85714,39,NFLX
06-05-2015,84.15018,128.57143,38.57143,18.65291,85.71429,89.214285,89.125714,90.54,90.46,90.46,3.85714,39,NFLX
06-08-2015,84.15018,128.57143,38.57143,18.65291,85.71429,90.714285,88.995714,90.815714,89.604285,89.604285,3.85714,39,NFLX
06-09-2015,84.59707,128.57143,38.57143,18.89227,85.71429,89.334285,89.334285,92.714285,92.45,92.45,3.88372,39,NFLX
06-10-2015,84.59707,128.57143,38.57143,18.89227,85.71429,93.395714,93.225714,98.97,95.871428,95.871428,3.88372,39,NFLX
06-11-2015,84.68132,128.57143,38.57143,18.98253,85.71429,96.89,94.087142,96.918571,95.094285,95.094285,3.88372,39,NFLX
06-12-2015,84.68132,128.57143,38.57143,18.98253,85.71429,94.915714,94.124285,95.342857,94.418571,94.418571,3.88372,39,NFLX
06-15-2015,84.65414,128.57143,38.57143,19.22993,85.71429,92.857142,91.658571,93.591428,93.431428,93.431428,3.85714,38,NFLX
06-16-2015,85.33083,128.57143,38.57143,19.70197,86.42858,94.242857,93.691428,95.607142,95.272857,95.272857,3.85714,38,NFLX
06-17-2015,85.33083,128.57143,38.57143,19.70197,86.42858,95.132857,93.957428,95.132857,94.271428,94.271428,3.85714,38,NFLX
06-18-2015,85.33083,128.57143,38.57143,19.70197,86.42858,94.651428,94.368571,95.341428,94.742857,94.742857,3.85714,38,NFLX
06-19-2015,85.95113,128.57143,38.57143,20.11597,86.42858,96.242857,93.821428,96.417928,93.871428,93.871428,3.85714,38,NFLX
06-22-2015,87.26692,135.71429,38.57143,21.63532,87.85714,95.042857,94.188571,96.692857,96.414285,96.414285,3.85714,38,NFLX
06-23-2015,87.26692,135.71429,38.57143,21.63532,87.85714,96.335714,95.75,97.39,97.312857,97.312857,3.85714,38,NFLX
06-24-2015,87.66165,135.71429,38.57143,21.42645,87.85714,100.014285,96.397142,100.891428,96.944285,96.944285,3.78571,38,NFLX
06-25-2015,88.05128,135.71429,38.57143,21.28591,88.57143,95.481428,93.458571,96.0,94.891428,94.891428,3.76744,39,NFLX
06-26-2015,88.76557,135.71429,38.57143,22.07955,88.57143,95.3,93.088571,95.314285,93.088571,93.088571,3.72093,39,NFLX
06-29-2015,89.27839,135.71429,38.57143,22.26737,88.57143,91.505714,91.117142,92.912857,92.231428,92.231428,3.72093,39,NFLX
06-30-2015,89.27839,135.71429,38.57143,22.26737,88.57143,93.357142,92.785714,94.355714,93.848571,93.848571,3.72093,39,NFLX
07-01-2015,89.27839,135.71429,38.57143,22.26737,88.57143,94.805714,93.218571,95.238557,93.635714,93.635714,3.72093,39,NFLX
07-02-2015,89.27839,135.71429,38.57143,22.26737,88.57143,93.998571,93.214285,94.198571,94.044285,94.044285,3.72093,39,NFLX
07-06-2015,89.27839,135.71429,38.57143,22.26737,88.57143,93.472857,93.34,94.928571,94.571428,94.571428,3.72093,39,NFLX
07-07-2015,89.80952,135.71429,38.57143,22.37171,89.28571,95.012857,92.622857,95.427142,94.091428,94.091428,3.72093,39,NFLX
07-08-2015,89.80952,135.71429,38.57143,22.37171,89.28571,93.471428,92.284285,93.995714,93.507142,93.507142,3.72093,39,NFLX
07-09-2015,90.32234,135.71429,38.57143,22.51244,92.85714,94.9,94.285714,95.845714,95.727142,95.727142,3.72093,39,NFLX
07-10-2015,90.98901,135.71429,40.0,22.67158,95.0,97.522857,96.9,98.502842,97.228571,97.228571,3.72093,39,NFLX
07-13-2015,92.28938,135.71429,40.0,22.71226,100.0,98.098571,98.078842,102.308571,101.087142,101.087142,3.72093,39,NFLX
07-14-2015,93.2674,135.71429,40.0,23.07534,100.0,101.271428,99.652857,101.635714,100.371428,100.371428,3.72093,39,NFLX
07-15-2015,93.45414,135.71429,40.0,23.21305,100.0,99.97,97.05,100.75,98.13,98.13,3.72093,39,NFLX
07-16-2015,112.11355,155.0,40.0,24.38714,120.0,111.02,107.68,116.49,115.81,115.81,3.76744,39,NFLX
07-17-2015,112.11355,155.0,40.0,24.38714,120.0,117.34,114.24,117.88,114.77,114.77,3.76744,39,NFLX
07-20-2015,112.96337,155.0,40.0,23.78562,120.0,114.7,110.14,114.7,110.55,110.55,3.76744,39,NFLX
07-21-2015,112.96337,155.0,40.0,23.78562,120.0,110.21,109.32,113.71,112.51,112.51,3.76744,39,NFLX
07-22-2015,112.96337,155.0,40.0,23.78562,120.0,112.14,110.5608,113.88,111.5,111.5,3.76744,39,NFLX
07-23-2015,112.96337,155.0,40.0,23.78562,120.0,110.91,109.84,112.18,110.1,110.1,3.76744,39,NFLX
07-24-2015,112.96337,155.0,40.0,23.78562,120.0,111.55,108.9,111.68,109.34,109.34,3.76744,39,NFLX
07-27-2015,112.96337,155.0,40.0,23.78562,120.0,107.79,106.25,109.86,106.43,106.43,3.76744,39,NFLX
07-28-2015,112.96337,155.0,40.0,23.78562,120.0,107.29,103.88,107.94,106.9,106.9,3.76744,39,NFLX
07-29-2015,112.96337,155.0,40.0,23.78562,120.0,106.83,105.4,107.75,107.08,107.08,3.76744,39,NFLX
07-30-2015,113.7619,155.0,40.0,23.75424,120.0,106.4,105.4,111.9,111.56,111.56,3.76744,39,NFLX
07-31-2015,113.7619,155.0,40.0,23.75424,120.0,111.95,111.15,115.0,114.31,114.31,3.76744,39,NFLX
08-03-2015,114.91786,160.0,40.0,24.5412,120.0,114.6,111.78,114.6,112.56,112.56,3.79545,40,NFLX
08-04-2015,114.91786,160.0,40.0,24.5412,120.0,113.15,113.0,122.79,121.15,121.15,3.79545,40,NFLX
08-05-2015,114.91786,160.0,40.0,24.5412,120.0,125.62,122.705,129.29,123.71,123.71,3.77273,40,NFLX
08-06-2015,115.41786,175.0,40.0,25.5363,120.0,126.29,122.04,128.85,126.45,126.45,3.77273,40,NFLX
08-07-2015,115.41786,175.0,40.0,25.5363,120.0,126.42,121.3,126.6,123.52,123.52,3.77273,40,NFLX
08-10-2015,116.66786,175.0,40.0,26.73472,120.0,126.09,121.51,126.5,123.03,123.03,3.77273,40,NFLX
08-11-2015,116.66786,175.0,40.0,26.73472,120.0,120.01,120.0,123.76,122.74,122.74,3.77273,40,NFLX
08-12-2015,116.66786,175.0,40.0,26.73472,120.0,121.47,118.66,122.45,120.51,120.51,3.77273,40,NFLX
08-13-2015,116.66786,175.0,40.0,26.73472,120.0,120.99,119.34,125.73,123.73,123.73,3.77273,40,NFLX
08-14-2015,117.16786,175.0,40.0,26.97828,120.5,124.96,123.0,125.0,123.39,123.39,3.77273,40,NFLX
08-17-2015,117.16786,175.0,40.0,26.97828,120.5,123.14,122.59,125.7,125.36,125.36,3.77273,40,NFLX
08-18-2015,117.84286,175.0,40.0,27.27673,121.5,125.26,123.55,126.749,124.05,124.05,3.77273,40,NFLX
08-19-2015,117.84286,175.0,40.0,27.27673,121.5,123.5,121.5,123.7,122.06,122.06,3.77273,40,NFLX
08-20-2015,117.84286,175.0,40.0,27.27673,121.5,119.8,111.34,121.45,112.49,112.49,3.77273,40,NFLX
08-21-2015,117.84286,175.0,40.0,27.27673,121.5,106.2,102.751,110.0,103.96,103.96,3.77273,40,NFLX
08-24-2015,117.84286,175.0,40.0,27.27673,121.5,88.75,85.5,109.63,96.88,96.88,3.77273,40,NFLX
08-25-2015,118.21786,175.0,40.0,27.47494,121.5,107.75,101.5,107.88,101.52,101.52,3.77273,40,NFLX
08-26-2015,118.21786,175.0,40.0,27.47494,121.5,107.15,102.02,110.28,110.13,110.13,3.77273,40,NFLX
08-27-2015,118.21786,175.0,40.0,27.47494,121.5,114.94,113.02,118.25,117.66,117.66,3.77273,40,NFLX
08-28-2015,118.21786,175.0,40.0,27.47494,121.5,116.35,115.88,119.35,117.63,117.63,3.77273,40,NFLX
08-31-2015,118.21786,175.0,40.0,27.47494,121.5,115.24,113.76,117.0,115.03,115.03,3.77273,40,NFLX
09-01-2015,118.51786,175.0,40.0,27.56904,123.5,109.35,103.82,111.24,105.79,105.79,3.77273,40,NFLX
09-02-2015,118.51786,175.0,40.0,27.56904,123.5,109.31,100.3,109.5,105.44,105.44,3.77273,40,NFLX
09-03-2015,118.51786,175.0,40.0,27.56904,123.5,102.69,100.11,104.17,101.06,101.06,3.77273,40,NFLX
09-04-2015,118.51786,175.0,40.0,27.56904,123.5,98.05,97.34,99.928,98.79,98.79,3.77273,40,NFLX
09-08-2015,118.39286,175.0,40.0,27.48255,123.5,102.08,93.55,102.5,94.95,94.95,3.77273,40,NFLX
09-09-2015,118.39286,175.0,40.0,27.48255,123.5,96.51,95.52,102.79,99.18,99.18,3.77273,40,NFLX
09-10-2015,118.39286,175.0,40.0,27.48255,123.5,99.42,96.78,100.85,99.48,99.48,3.77273,40,NFLX
09-11-2015,118.39286,175.0,40.0,27.48255,123.5,98.57,97.23,100.85,97.51,97.51,3.77273,40,NFLX
09-14-2015,118.39286,175.0,40.0,27.48255,123.5,96.84,94.33,97.91,95.69,95.69,3.77273,40,NFLX
09-15-2015,118.39286,175.0,40.0,27.48255,123.5,95.22,93.61,99.65,99.16,99.16,3.77273,40,NFLX
09-16-2015,118.39286,175.0,40.0,27.48255,123.5,99.7,99.33,104.48,104.08,104.08,3.77273,40,NFLX
09-17-2015,118.39286,175.0,40.0,27.48255,123.5,103.67,101.83,107.5,104.21,104.21,3.77273,40,NFLX
09-18-2015,118.39286,175.0,40.0,27.48255,123.5,102.0,100.71,104.36,102.62,102.62,3.77273,40,NFLX
09-21-2015,118.39286,175.0,40.0,27.48255,123.5,103.3,99.5568,103.77,100.3,100.3,3.77273,40,NFLX
09-22-2015,118.39286,175.0,40.0,27.48255,123.5,98.29,97.0,99.9,98.47,98.47,3.77273,40,NFLX
09-23-2015,118.39286,175.0,40.0,27.48255,123.5,98.6,97.66,99.74,98.07,98.07,3.77273,40,NFLX
09-24-2015,118.39286,175.0,40.0,27.48255,123.5,97.11,96.78,104.0,103.76,103.76,3.77273,40,NFLX
09-25-2015,118.39286,175.0,40.0,27.48255,123.5,105.3,101.57,105.4487,102.24,102.24,3.77273,40,NFLX
09-28-2015,118.39286,175.0,40.0,27.48255,123.5,101.57,97.8414,103.3275,99.47,99.47,3.77273,40,NFLX
09-29-2015,118.39286,175.0,40.0,27.48255,123.5,99.63,96.85,100.63,98.35,98.35,3.77273,40,NFLX
09-30-2015,118.39286,175.0,40.0,27.48255,123.5,99.91,99.05,103.46,103.26,103.26,3.77273,40,NFLX
10-01-2015,118.39286,175.0,40.0,27.48255,123.5,102.91,101.12,106.11,105.98,105.98,3.77273,40,NFLX
10-02-2015,118.39286,175.0,40.0,27.48255,123.5,103.01,101.45,106.87,106.11,106.11,3.77273,40,NFLX
10-05-2015,118.39286,175.0,40.0,27.48255,123.5,107.48,105.76,112.28,111.25,111.25,3.77778,40,NFLX
10-06-2015,118.39286,175.0,40.0,27.48255,123.5,110.33,105.64,112.25,108.33,108.33,3.77778,40,NFLX
10-07-2015,118.39286,175.0,40.0,27.48255,123.5,108.84,106.75,109.78,108.1,108.1,3.77778,40,NFLX
10-08-2015,118.3101,175.0,40.0,27.15037,122.0,107.94,102.6,115.05,114.93,114.93,3.76087,41,NFLX
10-09-2015,119.23693,175.0,40.0,27.36923,125.0,114.11,112.44,115.83,113.33,113.33,3.78261,41,NFLX
10-12-2015,119.48084,175.0,40.0,27.4639,125.0,114.45,112.36,115.42,113.45,113.45,3.78261,41,NFLX
10-13-2015,120.18815,175.0,40.0,27.43751,125.0,112.85,108.78,113.72,109.73,109.73,3.78261,41,NFLX
10-14-2015,120.50523,175.0,40.0,27.23049,125.0,111.5,108.05,111.63,110.23,110.23,3.78261,41,NFLX
10-15-2015,122.12195,175.0,40.0,26.73464,125.0,103.77,99.1,104.88,101.09,101.09,3.78261,41,NFLX
10-16-2015,122.14634,175.0,40.0,26.72312,125.0,100.21,98.41,101.65,98.99,98.99,3.78261,41,NFLX
10-19-2015,122.14634,175.0,40.0,26.72312,125.0,98.07,96.26,103.62,101.69,101.69,3.78261,41,NFLX
10-20-2015,122.14634,175.0,40.0,26.72312,125.0,101.06,97.58,102.11,98.99,98.99,3.78261,41,NFLX
10-21-2015,122.14634,175.0,40.0,26.72312,125.0,99.67,97.01,100.34,97.96,97.96,3.78261,41,NFLX
10-22-2015,122.14634,175.0,40.0,26.72312,125.0,98.07,96.86,99.93,97.32,97.32,3.78261,41,NFLX
10-23-2015,122.14634,175.0,40.0,26.72312,125.0,97.61,97.27,101.56,100.04,100.04,3.78261,41,NFLX
10-26-2015,122.14634,175.0,40.0,26.72312,125.0,100.05,99.38,103.31,103.04,103.04,3.78261,41,NFLX
10-27-2015,122.14634,175.0,40.0,26.72312,125.0,102.58,101.23,104.72,103.07,103.07,3.78261,41,NFLX
10-28-2015,122.14634,175.0,40.0,26.72312,125.0,102.9,102.06,106.21,105.8,105.8,3.78261,41,NFLX
10-29-2015,122.14634,175.0,40.0,26.72312,125.0,105.0,104.75,106.91,105.12,105.12,3.78261,41,NFLX
10-30-2015,122.14634,175.0,40.0,26.72312,125.0,105.12,104.9,110.1,108.38,108.38,3.78261,41,NFLX
11-02-2015,122.14634,175.0,40.0,26.72312,125.0,109.2,106.3,109.37,107.64,107.64,3.78261,41,NFLX
11-03-2015,122.14634,175.0,40.0,26.72312,125.0,107.36,107.24,111.05,109.74,109.74,3.78261,41,NFLX
11-04-2015,122.14634,175.0,40.0,26.72312,125.0,110.36,109.39,114.28,114.05,114.05,3.78261,41,NFLX
11-05-2015,122.14634,175.0,40.0,26.72312,125.0,113.75,111.72,115.68,113.5,113.5,3.78261,41,NFLX
11-06-2015,122.14634,175.0,40.0,26.72312,125.0,113.39,112.05,114.8,114.06,114.06,3.78261,41,NFLX
11-09-2015,122.14634,175.0,40.0,26.72312,125.0,113.36,108.64,114.0,109.86,109.86,3.78261,41,NFLX
11-10-2015,122.14634,175.0,40.0,26.72312,125.0,108.86,108.01,112.84,112.7,112.7,3.78261,41,NFLX
11-11-2015,122.14634,175.0,40.0,26.72312,125.0,113.08,111.41,114.61,112.86,112.86,3.78261,41,NFLX
11-12-2015,122.14634,175.0,40.0,26.72312,125.0,112.52,108.2,115.25,108.92,108.92,3.78261,41,NFLX
11-13-2015,122.14634,175.0,40.0,26.72312,125.0,108.34,103.27,109.07,103.65,103.65,3.78261,41,NFLX
11-16-2015,121.95122,175.0,40.0,26.14029,125.0,102.97,101.86,111.65,111.35,111.35,3.78261,41,NFLX
11-17-2015,121.95122,175.0,40.0,26.14029,125.0,112.11,111.7,118.79,117.1,117.1,3.78261,41,NFLX
11-18-2015,121.95122,175.0,40.0,26.14029,125.0,117.94,116.1,121.0,120.63,120.63,3.78261,41,NFLX
11-19-2015,121.95122,175.0,40.0,26.14029,125.0,120.25,119.61,123.13,120.22,120.22,3.78261,41,NFLX
11-20-2015,121.95122,175.0,40.0,26.14029,125.0,120.85,119.21,124.07,123.84,123.84,3.78261,41,NFLX
11-23-2015,121.95122,175.0,40.0,26.14029,125.0,124.3,121.66,126.2,125.03,125.03,3.78261,41,NFLX
11-24-2015,121.95122,175.0,40.0,26.14029,125.0,123.67,120.03,124.66,123.31,123.31,3.78261,41,NFLX
11-25-2015,121.95122,175.0,40.0,26.14029,125.0,124.23,122.36,125.2,124.16,124.16,3.78261,41,NFLX
11-27-2015,121.95122,175.0,40.0,26.14029,125.0,123.85,123.59,126.39,125.44,125.44,3.78261,41,NFLX
11-30-2015,121.95122,175.0,40.0,26.14029,125.0,126.03,122.89,126.6,123.33,123.33,3.78261,41,NFLX
12-01-2015,121.95122,175.0,40.0,26.14029,125.0,124.47,122.42,125.57,125.37,125.37,3.78261,41,NFLX
12-02-2015,121.95122,175.0,40.0,26.14029,125.0,125.53,124.93,131.35,128.93,128.93,3.78261,41,NFLX
12-03-2015,121.95122,175.0,40.0,26.14029,125.0,129.62,126.39,132.2,126.81,126.81,3.78261,41,NFLX
12-04-2015,121.95122,175.0,40.0,26.14029,125.0,127.0,125.75,130.99,130.93,130.93,3.78261,41,NFLX
12-07-2015,122.12195,175.0,40.0,26.20202,125.0,131.19,122.75,133.27,125.36,125.36,3.76087,41,NFLX
12-08-2015,122.12195,175.0,40.0,26.20202,125.0,121.51,121.1,128.24,126.98,126.98,3.76087,41,NFLX
12-09-2015,122.12195,175.0,40.0,26.20202,125.0,127.7,122.33,128.78,124.2,124.2,3.76087,41,NFLX
12-10-2015,122.12195,175.0,40.0,26.20202,125.0,124.5,121.62,125.21,122.91,122.91,3.76087,41,NFLX
12-11-2015,122.12195,175.0,40.0,26.20202,125.0,121.45,118.6,123.0,118.91,118.91,3.76087,41,NFLX
12-14-2015,122.12195,175.0,40.0,26.20202,125.0,119.77,114.66,120.9,120.67,120.67,3.76087,41,NFLX
12-15-2015,122.12195,175.0,40.0,26.20202,125.0,121.93,118.54,123.3,118.6,118.6,3.76087,41,NFLX
12-16-2015,122.12195,175.0,40.0,26.20202,125.0,119.8,118.09,123.0,122.64,122.64,3.76087,41,NFLX
12-17-2015,122.12195,175.0,40.0,26.20202,125.0,123.97,122.42,126.35,122.51,122.51,3.76087,41,NFLX
12-18-2015,122.12195,175.0,40.0,26.20202,125.0,120.85,117.92,122.19,118.02,118.02,3.76087,41,NFLX
12-21-2015,122.12195,175.0,40.0,26.20202,125.0,119.51,115.66,119.59,116.63,116.63,3.76087,41,NFLX
12-22-2015,122.12195,175.0,40.0,26.20202,125.0,117.3,114.86,117.43,116.24,116.24,3.76087,41,NFLX
12-23-2015,122.12195,175.0,40.0,26.20202,125.0,116.91,115.78,118.56,118.16,118.16,3.76087,41,NFLX
12-24-2015,122.12195,175.0,40.0,26.20202,125.0,118.22,117.3,118.8,117.33,117.33,3.76087,41,NFLX
12-28-2015,122.12195,175.0,40.0,26.20202,125.0,117.26,113.85,117.35,117.11,117.11,3.76087,41,NFLX
12-29-2015,122.12195,175.0,40.0,26.20202,125.0,118.19,116.92,119.6,119.12,119.12,3.76087,41,NFLX
12-30-2015,122.12195,175.0,40.0,26.20202,125.0,118.95,116.43,119.02,116.71,116.71,3.76087,41,NFLX
12-31-2015,122.12195,175.0,40.0,26.20202,125.0,116.21,114.28,117.46,114.38,114.38,3.76087,41,NFLX
01-04-2016,121.80488,175.0,40.0,26.20763,125.0,109.0,105.21,110.0,109.96,109.96,3.71739,41,NFLX
01-05-2016,121.80488,175.0,40.0,26.20763,125.0,110.45,105.85,110.58,107.66,107.66,3.71739,41,NFLX
01-06-2016,122.38095,175.0,40.0,26.15517,125.0,105.29,104.96,117.91,117.68,117.68,3.71739,42,NFLX
01-07-2016,123.11905,175.0,40.0,26.90743,125.0,116.36,112.29,122.18,114.56,114.56,3.71739,42,NFLX
01-08-2016,122.88095,165.0,40.0,26.48827,125.0,116.33,111.1,117.72,111.39,111.39,3.71739,42,NFLX
01-11-2016,122.88095,165.0,40.0,26.48827,125.0,112.13,111.2,116.79,114.97,114.97,3.71739,42,NFLX
01-12-2016,122.66667,165.0,40.0,26.38873,125.0,116.11,115.08,117.78,116.58,116.58,3.71739,42,NFLX
01-13-2016,123.30233,165.0,40.0,26.40343,125.0,114.43,104.53,114.48,106.56,106.56,3.74468,43,NFLX
01-14-2016,123.4186,165.0,40.0,26.35556,125.0,105.65,101.21,109.25,107.06,107.06,3.74468,43,NFLX
01-15-2016,123.4186,165.0,40.0,26.35556,125.0,102.43,101.72,105.5,104.04,104.04,3.74468,43,NFLX
01-19-2016,123.4186,165.0,40.0,26.35556,125.0,106.57,105.55,110.14,107.89,107.89,3.74468,43,NFLX
01-20-2016,127.30952,164.0,62.0,22.51189,130.0,108.91,97.0501,109.99,107.74,107.74,3.74468,42,NFLX
01-21-2016,127.57143,164.0,62.0,22.06607,130.0,108.32,102.1,108.51,102.35,102.35,3.74468,42,NFLX
01-22-2016,127.33333,164.0,62.0,22.25359,130.0,104.723,99.22,104.99,100.72,100.72,3.74468,42,NFLX
01-25-2016,127.33333,164.0,62.0,22.25359,130.0,99.78,99.0,102.68,99.12,99.12,3.74468,42,NFLX
01-26-2016,127.33333,164.0,62.0,22.25359,130.0,99.74,94.85,100.55,97.83,97.83,3.74468,42,NFLX
01-27-2016,127.33333,164.0,62.0,22.25359,130.0,96.61,90.59,97.8495,91.15,91.15,3.74468,42,NFLX
01-28-2016,127.33333,164.0,62.0,22.25359,130.0,93.84,90.11,95.25,94.41,94.41,3.74468,42,NFLX
01-29-2016,127.33333,164.0,62.0,22.25359,130.0,92.0,90.63,94.39,91.84,91.84,3.74468,42,NFLX
02-01-2016,127.33333,164.0,62.0,22.25359,130.0,91.79,91.3,97.18,94.09,94.09,3.74468,42,NFLX
02-02-2016,127.39024,164.0,62.0,22.52032,130.0,95.54,90.73,96.65,91.49,91.49,3.73913,41,NFLX
02-03-2016,127.39024,164.0,62.0,22.52032,130.0,92.41,86.14,92.69,90.74,90.74,3.73913,41,NFLX
02-04-2016,127.39024,164.0,62.0,22.52032,130.0,89.5,86.54,91.25,89.71,89.71,3.73913,41,NFLX
02-05-2016,127.39024,164.0,62.0,22.52032,130.0,88.23,81.86,88.95,82.79,82.79,3.73913,41,NFLX
02-08-2016,127.39024,164.0,62.0,22.52032,130.0,80.57,79.95,84.7,83.32,83.32,3.73913,41,NFLX
02-09-2016,127.39024,164.0,62.0,22.52032,130.0,81.75,81.55,88.4,86.13,86.13,3.73913,41,NFLX
02-10-2016,127.39024,164.0,62.0,22.52032,130.0,89.0,87.42,92.21,88.45,88.45,3.73913,41,NFLX
02-11-2016,127.39024,164.0,62.0,22.52032,130.0,87.42,82.911,88.39,86.35,86.35,3.73913,41,NFLX
02-12-2016,126.78049,164.0,62.0,22.91183,130.0,86.64,85.26,89.72,87.4,87.4,3.73913,41,NFLX
02-16-2016,126.78049,164.0,62.0,22.91183,130.0,89.0,87.54,90.14,89.05,89.05,3.73913,41,NFLX
02-17-2016,126.78049,164.0,62.0,22.91183,130.0,90.13,89.64,94.77,94.76,94.76,3.73913,41,NFLX
02-18-2016,126.78049,164.0,62.0,22.91183,130.0,94.8,90.31,94.9,90.49,90.49,3.73913,41,NFLX
02-19-2016,126.78049,164.0,62.0,22.91183,130.0,89.98,88.03,91.4,89.23,89.23,3.73913,41,NFLX
02-22-2016,126.53659,164.0,62.0,22.82286,130.0,90.75,88.3,93.11,91.93,91.93,3.73913,41,NFLX
02-23-2016,126.53659,164.0,62.0,22.82286,130.0,91.4,89.05,92.49,89.12,89.12,3.73913,41,NFLX
02-24-2016,126.53659,164.0,62.0,22.82286,130.0,88.5,86.7,91.76,91.61,91.61,3.73913,41,NFLX
02-25-2016,126.53659,164.0,62.0,22.82286,130.0,91.08,90.21,94.81,94.53,94.53,3.73913,41,NFLX
02-26-2016,126.53659,164.0,62.0,22.82286,130.0,95.3,94.25,97.48,94.79,94.79,3.73913,41,NFLX
02-29-2016,126.5,164.0,62.0,22.55074,130.0,94.81,93.34,97.2,93.41,93.41,3.76596,42,NFLX
03-01-2016,126.5,164.0,62.0,22.55074,130.0,94.58,93.61,99.16,98.3,98.3,3.76596,42,NFLX
03-02-2016,126.5,164.0,62.0,22.55074,130.0,98.01,95.9,99.48,97.61,97.61,3.76596,42,NFLX
03-03-2016,126.5,164.0,62.0,22.55074,130.0,97.83,95.39,98.35,97.93,97.93,3.76596,42,NFLX
03-04-2016,126.5,164.0,62.0,22.55074,130.0,98.76,98.32,102.22,101.58,101.58,3.76596,42,NFLX
03-07-2016,126.5,164.0,62.0,22.55074,130.0,101.0,95.25,101.79,95.49,95.49,3.76596,42,NFLX
03-08-2016,126.5,164.0,62.0,22.55074,130.0,95.0,94.5,98.28,96.23,96.23,3.76596,42,NFLX
