 Date,CVS Price Target,CVS Price Target - High,CVS Price Target - Low,CVS Price Target - StdDev,CVS Price Target - Median,CVS Open,CVS Low,CVS High,CVS Close,CVS Adj. Close,CVS Rating,CVS Price Target - #,Ticker
03-05-2013,57.30952,60.0,53.0,2.06142,57.0,41.300632352602,41.189459721774,41.634150245086,52.3,41.53091851646,4.32,21,CVS
03-06-2013,57.30952,60.0,53.0,2.06142,57.0,41.753263778116,41.403864081228,41.840613702338,52.22,41.467391298844,4.32,21,CVS
03-07-2013,57.30952,60.0,53.0,2.06142,57.0,41.467391298844,41.05446438434,41.467391298844,52.09,41.364159570218,4.32,21,CVS
03-08-2013,57.30952,60.0,53.0,2.06142,57.0,41.53091851646,41.16817810387264,41.65003204949,52.28,41.515036712056,4.32,21,CVS
03-11-2013,57.30952,60.0,53.0,2.06142,57.0,41.507095809854,41.45150949444,41.792968289126,52.63,41.792968289126,4.32,21,CVS
03-12-2013,57.30952,60.0,53.0,2.06142,57.0,41.427686787834,41.110050699754,41.6897365605,52.08,41.356218668016,4.28,21,CVS
03-13-2013,57.30952,60.0,53.0,2.06142,57.0,41.467391298844,41.427686787834,42.031195355186,52.9,42.00737264858,4.28,21,CVS
03-14-2013,57.45238,60.0,53.0,2.13756,58.0,42.142367986014,42.04707715959,42.32500873666,53.26,42.293245127852,4.28,21,CVS
03-15-2013,57.69048,60.0,53.0,2.12959,58.0,42.348831443266,42.22574745913499,42.571176704922,53.58,42.547353998316,4.28,21,CVS
03-18-2013,57.69048,60.0,53.0,2.12959,58.0,42.24559971464,42.110604377206,42.904694597406,53.8,42.72205384676,4.28,21,CVS
03-19-2013,57.69048,60.0,53.0,2.12959,58.0,42.8808718908,42.84116737979,43.266005647597,54.38,43.182626174476,4.28,21,CVS
03-20-2013,57.69048,60.0,53.0,2.12959,58.0,43.500262262556,43.43673504494,43.95289368807,55.15,43.79407564403,4.28,21,CVS
03-21-2013,57.69048,60.0,53.0,2.12959,58.0,43.55584857797,43.365266925122,43.817898350636,54.65,43.39703053393,4.28,21,CVS
03-22-2013,57.69048,60.0,53.0,2.12959,58.0,43.452616849344,43.444675947142,43.87348466605,55.2,43.83378015504,4.28,21,CVS
03-25-2013,57.88095,64.0,53.0,2.47802,58.0,43.889366470454,43.778193839626,44.183179851928,55.3,43.91318917706,4.28,21,CVS
03-26-2013,57.88095,64.0,53.0,2.47802,58.0,44.095829927706,43.881425568252,44.5238445563938,55.29,43.905248274858,4.28,21,CVS
03-27-2013,57.88095,64.0,53.0,2.47802,58.0,43.71466662200999,43.484380458152,43.857602861646,54.99,43.667021208798,4.28,21,CVS
03-28-2013,58.16667,64.0,53.0,2.47527,58.5,43.63525759999,43.508203164758,43.722607524212,54.99,43.667021208798,4.28,21,CVS
04-01-2013,58.16667,64.0,53.0,2.47527,58.5,43.47643955595,43.142921663466,43.651139404394,54.53,43.301739707506,4.28,21,CVS
04-02-2013,58.16667,64.0,53.0,2.47527,58.5,43.301739707506,43.301739707506,43.91318917706,55.24,43.865543763848,4.28,21,CVS
04-03-2013,58.16667,64.0,53.0,2.47527,58.5,43.778193839626,42.833226477588,43.83378015504,54.13,42.984103619426,4.28,21,CVS
04-04-2013,58.16667,64.0,53.0,2.47527,58.5,43.142921663466,43.11909895685999,43.984657296878,55.35,43.95289368807,4.28,21,CVS
04-05-2013,58.16667,64.0,53.0,2.47527,58.5,43.539966773566,43.488350909253,44.199061656332,55.64,44.183179851928,4.28,21,CVS
04-08-2013,58.16667,64.0,53.0,2.47527,58.5,44.19112075413,43.83378015504,44.818452028088,56.44,44.818452028088,4.28,21,CVS
04-09-2013,58.16667,64.0,53.0,2.47527,58.5,44.90580195230999,44.572284059826,45.2631425514,56.58,44.929624658916,4.28,21,CVS
04-10-2013,58.16667,64.0,53.0,2.47527,58.5,44.94550646332,44.889920147906,45.334610671218,56.96,45.231378942592,4.28,21,CVS
04-11-2013,58.16667,64.0,53.0,2.47527,58.5,45.318728866814,45.30284706241,46.287518935458,57.76,45.866651118752,4.28,21,CVS
04-12-2013,58.30952,64.0,53.0,2.49034,59.0,45.787242096732,45.398137888834,46.049291869398,57.52,45.676069465904,4.28,21,CVS
04-15-2013,58.42857,64.0,53.0,2.55551,59.0,45.525192324066,44.70727939726,45.684010368106,56.31,44.715220299462,4.28,21,CVS
04-16-2013,58.42857,64.0,53.0,2.55551,59.0,44.897861050108,44.810511125886,45.81900570554,57.63,45.763419390126,4.28,21,CVS
04-17-2013,58.42857,64.0,53.0,2.55551,59.0,45.612542248288,45.255201649198,45.882532923156,57.21,45.429901497642,4.28,21,CVS
04-18-2013,58.42857,64.0,53.0,2.55551,59.0,45.46166510645,44.929624658916,45.477546910854,56.87,45.159910822774,4.28,21,CVS
04-19-2013,58.42857,64.0,53.0,2.55551,59.0,45.68210592495,45.307401042145,46.343818803095004,58.0,46.240177027,4.28,21,CVS
04-22-2013,58.7619,64.0,53.0,2.54305,59.0,46.264094359945005,45.721968146525,46.39962591330001,58.11,46.327873914465,4.28,21,CVS
04-23-2013,58.7619,64.0,53.0,2.54305,59.0,46.423543246245,45.90533436577,46.63879924275,58.02,46.25612191563,4.28,21,CVS
04-24-2013,59.2381,70.0,53.0,3.49019,59.0,46.216259694055,45.865472144195,46.49529524508,57.58,45.90533436577,4.28,21,CVS
04-25-2013,59.2381,70.0,53.0,3.49019,59.0,46.120590362275,45.98505880892,46.4992814672375,57.94,46.19234236111,4.28,21,CVS
04-26-2013,59.2381,70.0,53.0,3.49019,59.0,46.120590362275,45.95316903166,46.39962591330001,57.73,46.024921030495,4.28,21,CVS
04-29-2013,59.2381,70.0,53.0,3.49019,59.0,46.19234236111,45.737913035155,46.240177027,57.44,45.79372014536,4.28,21,CVS
04-30-2013,59.2381,70.0,53.0,3.49019,59.0,45.881417032825,45.80169258967501,46.455433023505,58.18,46.38368102467,4.28,21,CVS
05-01-2013,60.5,70.0,53.0,4.3315,60.0,47.013504125555,46.67068902001,47.23673256637501,58.75,46.838110350625,4.28,21,CVS
05-02-2013,62.38636,70.0,53.0,4.41056,63.5,46.726496130215,46.152480139535,47.077283680075,58.95,46.99755923692501,4.28,22,CVS
05-03-2013,62.97727,70.0,53.0,3.93838,64.0,47.300512120895,46.63879924275,47.332401898155,58.64,46.75041346316,4.28,22,CVS
05-06-2013,62.97727,70.0,53.0,3.93838,64.0,46.57501968823,45.90533436577,46.63879924275,57.94,46.19234236111,4.28,22,CVS
05-07-2013,62.97727,70.0,53.0,3.93838,64.0,46.20828724974,45.93722414303,46.7185236859,58.54,46.67068902001,4.28,22,CVS
05-08-2013,62.97727,70.0,53.0,3.93838,64.0,46.790275684735,46.33584635878,46.917834793775,58.29,46.471377912135,4.28,22,CVS
05-09-2013,62.97727,70.0,53.0,3.93838,64.0,46.487322800765,45.6023814818,46.5590747996,57.49,45.833582366935005,4.28,22,CVS
05-10-2013,62.97727,70.0,53.0,3.93838,64.0,45.79372014536,45.626298814745,46.29598413720501,58.03,46.264094359945005,4.28,22,CVS
05-13-2013,62.97727,70.0,53.0,3.93838,64.0,46.232204582685,46.120590362275,46.949724571035,58.55,46.678661464325,4.28,22,CVS
05-14-2013,62.97727,70.0,53.0,3.93838,64.0,46.63879924275,46.630826798435,47.94628011041,60.07,47.890473000205,4.28,22,CVS
05-15-2013,62.97727,70.0,53.0,3.93838,64.0,47.826693445685,47.4958370066125,48.36084721479,60.35,48.113701441025,4.28,22,CVS
05-16-2013,62.97727,70.0,53.0,3.93838,64.0,47.890473000205,47.10917345733501,47.938307666095,59.37,47.332401898155,4.28,22,CVS
05-17-2013,62.97727,70.0,53.0,3.93838,64.0,47.300512120895,47.06931123576,47.54765789466,59.44,47.38820900836,4.28,22,CVS
05-20-2013,62.97727,70.0,53.0,3.93838,64.0,47.34037434247,46.8326890884908,47.38820900836,58.98,47.02147656987,4.28,22,CVS
05-21-2013,62.97727,70.0,53.0,3.93838,64.0,47.013504125555,47.00553168124,47.571575227605,59.51,47.444016118565,4.28,22,CVS
05-22-2013,62.97727,70.0,53.0,3.93838,64.0,47.38820900836,46.630826798435,47.7908174462675,58.7,46.79824812905,4.28,22,CVS
05-23-2013,62.97727,70.0,53.0,3.93838,64.0,46.51124013371,46.0807281407,46.79824812905,58.33,46.503267689395,4.28,22,CVS
05-24-2013,63.29545,71.0,53.0,4.27641,64.0,46.471377912135,46.20828724974,47.316457009525,59.2,47.1968703448,4.28,22,CVS
05-28-2013,63.29545,71.0,53.0,4.27641,64.0,47.603465004865,47.603465004865,48.39273699205,60.21,48.002087220615,4.28,22,CVS
05-29-2013,63.29545,71.0,53.0,4.27641,64.0,47.699134336645,47.08525612439,47.73899655822,59.24,47.22876012206,4.28,22,CVS
05-30-2013,63.54762,71.0,53.0,4.21422,64.0,47.38820900836,46.870000127885,47.38820900836,58.79,46.870000127885,4.32,21,CVS
05-31-2013,63.54762,71.0,53.0,4.21422,64.0,46.949724571035,45.90533436577,47.157008123225,57.58,45.90533436577,4.32,21,CVS
06-03-2013,63.45238,71.0,53.0,4.27034,64.0,46.04883836344,45.116062378585006,46.79824812905,58.65,46.758385907475,4.32,21,CVS
06-04-2013,63.45238,71.0,53.0,4.27034,64.0,46.686633908640005,45.4628637062875,46.885945016515,57.49,45.833582366935005,4.32,21,CVS
06-05-2013,63.45238,71.0,53.0,4.27034,64.0,45.769802812415,45.419015262555,46.06478325207,57.23,45.626298814745,4.32,21,CVS
06-06-2013,63.45238,71.0,53.0,4.27034,64.0,45.61832637043,45.15592460016,46.152480139535,57.89,46.152480139535,4.32,21,CVS
06-07-2013,63.45238,71.0,53.0,4.27034,64.0,46.630826798435,46.176397472480005,46.742441018845,58.49,46.630826798435,4.32,21,CVS
06-10-2013,63.45238,71.0,53.0,4.27034,64.0,46.67068902001,46.63879924275,47.268622343635,58.6,46.7185236859,4.32,21,CVS
06-11-2013,63.45238,71.0,53.0,4.27034,64.0,46.487322800765,46.280039248575,47.172953011855,58.67,46.774330796105005,4.32,21,CVS
06-12-2013,63.45238,71.0,53.0,4.27034,64.0,47.093228568705,46.51124013371,47.6752170037,58.38,46.54312991097,4.32,21,CVS
06-13-2013,63.45238,71.0,53.0,4.27034,64.0,46.59893702117501,46.51124013371,47.332401898155,59.27,47.252677455005006,4.32,21,CVS
06-14-2013,63.45238,71.0,53.0,4.27034,64.0,47.21281523343,46.95769701535,47.79480366842501,59.03,47.061338791445,4.32,21,CVS
06-17-2013,63.975,71.0,56.0,3.66222,64.5,47.396181452675,46.933779682405,47.72297194514685,59.27,47.252677455005006,4.375,20,CVS
06-18-2013,63.975,71.0,56.0,3.66222,64.5,47.364291675415,47.1968703448,47.826693445685,59.91,47.762913891165,4.375,20,CVS
06-19-2013,63.975,71.0,56.0,3.66222,64.5,47.75494144685,47.10917345733501,48.1017427745525,59.09,47.10917345733501,4.375,20,CVS
06-20-2013,63.975,71.0,56.0,3.66222,64.5,46.67068902001,45.29942859783,46.686633908640005,56.99,45.434960151185,4.375,20,CVS
06-21-2013,63.975,71.0,56.0,3.66222,64.5,45.84155481125,45.578464148855005,46.35179124741,57.57,45.897361921455,4.375,20,CVS
06-24-2013,64.11905,71.0,56.0,3.63156,65.0,45.52265703865,44.86094416050501,45.79372014536,56.84,45.31537348646,4.4,21,CVS
06-25-2013,64.11905,71.0,56.0,3.63156,65.0,44.980530825230005,44.37462505729,45.3528439747405,56.62,45.13997971153,4.4,21,CVS
06-26-2013,64.11905,71.0,56.0,3.63156,65.0,45.6023814818,45.498739705705,45.8981591658865,57.36,45.72994059084,4.4,21,CVS
06-27-2013,64.11905,71.0,56.0,3.63156,65.0,45.961141475975,45.594409037485,46.20828724974,57.26,45.65021614769,4.4,21,CVS
06-28-2013,64.11905,71.0,56.0,3.63156,65.0,45.65021614769,45.1359934893725,45.98505880892,57.18,45.58643659317,4.4,21,CVS
07-01-2013,64.11905,71.0,56.0,3.63156,65.0,46.01694858618,45.769802812415,46.694606352955,57.59,45.91330681008501,4.4,21,CVS
07-02-2013,64.11905,71.0,56.0,3.63156,65.0,45.88938947714,45.69805081358,46.70257879727,58.49,46.630826798435,4.4,21,CVS
07-03-2013,64.11905,71.0,56.0,3.63156,65.0,46.407598357615,45.8136512561475,46.51124013371,58.3,46.47935035645,4.4,21,CVS
07-05-2013,64.11905,71.0,56.0,3.63156,65.0,46.7185236859,46.19234236111,46.84608279494,58.64,46.75041346316,4.4,21,CVS
07-08-2013,64.5,71.0,60.0,3.14718,65.0,47.02147656987,46.81419301768,47.459961007195005,59.53,47.459961007195005,4.4,21,CVS
07-09-2013,64.5,71.0,60.0,3.14718,65.0,47.667244559385,47.56360278329,48.129646329655,60.15,47.954252554725,4.4,21,CVS
07-10-2013,64.5,71.0,60.0,3.14718,65.0,47.874528111575,47.683189448015,48.097756552395,59.88,47.73899655822,4.4,21,CVS
07-11-2013,64.5,71.0,60.0,3.14718,65.0,48.28112277164,47.94628011041,48.67974498739,61.0,48.6319103215,4.4,21,CVS
07-12-2013,64.5,71.0,60.0,3.14718,65.0,48.44057165794,48.36084721479,48.831221429375,60.95,48.592048099925,4.4,21,CVS
07-15-2013,64.5,71.0,60.0,3.14718,65.0,48.69568987602,48.34490232616,48.8750698731075,60.65,48.352874770475,4.4,21,CVS
07-16-2013,64.5,71.0,60.0,3.14718,65.0,48.20139832849,48.057894330820005,48.655827654445005,60.89,48.544213434035,4.4,21,CVS
07-17-2013,64.5,71.0,60.0,3.14718,65.0,48.66380009876,48.37679210342,48.71163476465,60.95,48.592048099925,4.4,21,CVS
07-18-2013,64.5,71.0,60.0,3.14718,65.0,48.660064965483,48.564041156967,49.252211784665,61.2,48.97214234316,4.4,21,CVS
07-19-2013,64.5,71.0,60.0,3.14718,65.0,48.996148295289,48.820104646343,49.37224154531,61.63,49.316227657009,4.4,21,CVS
07-22-2013,64.5,71.0,60.0,3.14718,65.0,49.348235593181,49.252211784665,49.60838009441893,61.82,49.468265353826,4.4,21,CVS
07-23-2013,64.59524,71.0,60.0,3.24998,65.0,49.676316938944,49.204199880407,49.900372492148,61.89,49.524279242127,4.4,21,CVS
07-24-2013,64.59524,71.0,60.0,3.24998,65.0,49.564289162342,49.116178055934,49.620303050643,61.66,49.340233609138,4.4,21,CVS
07-25-2013,64.59524,71.0,60.0,3.24998,65.0,49.2082008724285,49.004150279332,49.652310986815,61.93,49.556287178299,4.4,21,CVS
07-26-2013,64.59524,71.0,60.0,3.24998,65.0,49.220203848493,48.924130438902,49.6123010666,61.96,49.580293130428,4.4,21,CVS
07-29-2013,64.59524,71.0,60.0,3.24998,65.0,49.324229641052,49.076168135719,49.460263369783,61.62,49.308225672966,4.4,21,CVS
07-30-2013,64.59524,71.0,60.0,3.24998,65.0,49.484269321912,48.704075877719504,49.676316938944,60.96,48.780094726128,4.4,21,CVS
07-31-2013,64.59524,71.0,60.0,3.24998,65.0,48.828106630386,48.620055045268,49.5122762660625,61.49,49.204199880407,4.4,21,CVS
08-01-2013,64.59524,71.0,60.0,3.24998,65.0,49.620303050643,49.3762425373315,49.788344715546,62.17,49.74833479533101,4.4,21,CVS
08-02-2013,64.7381,71.0,60.0,3.24264,65.0,49.524279242127,49.284219720837,49.756336779374,61.84,49.484269321912,4.4,21,CVS
08-05-2013,65.2619,71.0,60.0,3.32243,65.0,49.644309002772,49.276217736794,49.67023543107132,61.62,49.308225672966,4.4,21,CVS
08-06-2013,65.7381,71.0,60.0,3.21314,66.0,49.156187976149,47.603803071807,49.180193928278,59.89,47.923882433527,4.4,21,CVS
08-07-2013,65.92857,71.0,60.0,3.1331,66.0,47.443763390947,46.627561018561,47.515781247334,59.12,47.307729662216,4.32,21,CVS
08-08-2013,65.97619,71.0,60.0,3.06468,66.0,47.507779263291,46.875622523894,47.61172503600957,59.34,47.483773311162,4.32,21,CVS
08-09-2013,65.97619,71.0,60.0,3.06468,66.0,47.355741566474,47.203703869657005,47.987898305871,59.48,47.595801087764,4.32,21,CVS
08-12-2013,65.97619,71.0,60.0,3.06468,66.0,47.235711805829,47.09199617241672,48.011904258,59.88,47.915880449484,4.32,21,CVS
08-13-2013,65.97619,71.0,60.0,3.06468,66.0,48.003902273957,47.803852672882,48.395999492064,60.32,48.267967747376,4.32,21,CVS
08-14-2013,65.97619,71.0,60.0,3.06468,66.0,48.219955843118,47.69182489628,48.219955843118,59.62,47.707828864366,4.32,21,CVS
08-15-2013,65.97619,71.0,60.0,3.06468,66.0,47.29172569413,46.779598715378,47.37174553456,58.65,46.931636412195,4.32,21,CVS
08-16-2013,65.97619,71.0,60.0,3.06468,66.0,46.771596731335,46.6875758988835,47.203703869657005,58.57,46.867620539851,4.32,21,CVS
08-19-2013,65.97619,71.0,60.0,3.06468,66.0,46.699578874948,46.65156697069,47.083674109012,58.45,46.771596731335,4.32,21,CVS
08-20-2013,65.97619,71.0,60.0,3.06468,66.0,46.843614587722,46.779598715378,47.763842752667,59.28,47.435761406904,4.32,21,CVS
08-21-2013,65.97619,71.0,60.0,3.06468,66.0,47.267719742001,46.459519353658,47.267719742001,58.09,46.483525305787005,4.32,21,CVS
08-22-2013,65.97619,71.0,60.0,3.06468,66.0,46.65156697069,46.57154713026,46.939638396238,58.38,46.715582843034,4.32,21,CVS
08-23-2013,65.97619,71.0,60.0,3.06468,66.0,46.827610619636005,46.387501497271,46.859618555808005,57.97,46.387501497271,4.32,21,CVS
08-26-2013,65.97619,71.0,60.0,3.06468,66.0,46.371497529185,46.371497529185,47.043664188797,58.24,46.603555066432,4.32,21,CVS
08-27-2013,65.97619,71.0,60.0,3.06468,66.0,46.227461816411,46.0458167786349,46.467521337701,57.69,46.163445944067,4.32,21,CVS
08-28-2013,66.02381,71.0,60.0,2.978,66.0,46.075424119594,45.779350710003,46.427511417486,57.28,45.835364598304,4.32,21,CVS
08-29-2013,66.02381,71.0,60.0,2.978,66.0,45.699330869573,45.667322933401,46.699578874948,57.82,46.267471736626,4.32,21,CVS
08-30-2013,66.02381,71.0,60.0,2.978,66.0,46.387501497271,46.1034310637445,46.643564986647,58.05,46.451517369615,4.32,21,CVS
09-03-2013,66.02381,71.0,60.0,2.978,66.0,46.763594747292,46.563545146217,46.963644348367,58.52,46.827610619636005,4.32,21,CVS
09-04-2013,66.02381,71.0,60.0,2.978,66.0,46.827610619636005,46.603555066432,47.05542710534021,58.62,46.907630460066,4.32,21,CVS
09-05-2013,66.02381,71.0,60.0,2.978,66.0,46.555543162174,46.427511417486,47.107680061141,58.46,46.779598715378,4.32,21,CVS
09-06-2013,66.02381,71.0,60.0,2.978,66.0,46.883624507937,46.371497529185,47.235711805829,58.63,46.915632444109,4.32,21,CVS
09-09-2013,66.02381,71.0,60.0,2.978,66.0,46.995652284539,46.683574906862006,47.115682045184,58.77,47.027660220711006,4.32,21,CVS
09-10-2013,65.84091,71.0,60.0,3.02785,66.0,47.299727678173,47.099678077098,47.53178521542,59.22,47.387749502646,4.26923,22,CVS
09-11-2013,65.84091,71.0,60.0,3.02785,66.0,47.403753470732,47.403753470732,47.867868545226,59.6,47.69182489628,4.26923,22,CVS
09-12-2013,66.02273,71.0,60.0,2.90953,66.0,47.787848704796,47.587799103721,48.011904258,59.51,47.619807039893,4.26923,22,CVS
09-13-2013,66.02174,71.0,60.0,2.84558,66.0,47.699826880323,47.643812992022,48.0319092181075,59.9,47.93188441757,4.22222,23,CVS
09-16-2013,66.02174,71.0,60.0,2.84558,66.0,48.323981635677,48.323981635677,48.94845647039272,60.95,48.772092742085,4.22222,23,CVS
09-17-2013,66.02174,71.0,60.0,2.84558,66.0,48.764090758042,48.57204314101,48.876118534644,61.01,48.820104646343,4.22222,23,CVS
09-18-2013,66.02174,71.0,60.0,2.84558,66.0,48.780094726128,47.635811007979,49.07216714369751,60.56,48.460015364408,4.22222,23,CVS
09-19-2013,66.02174,71.0,60.0,2.84558,66.0,48.476019332494,47.747838784581,48.500025284623,59.8,47.85186457714,4.22222,23,CVS
09-20-2013,66.02174,71.0,60.0,2.84558,66.0,47.763842752667,46.643564986647,47.787848704796,58.53,46.835612603679,4.22222,23,CVS
09-23-2013,66.02174,71.0,60.0,2.84558,66.0,46.69157689090501,46.259469752583,46.73158681112,58.2,46.57154713026,4.22222,23,CVS
09-24-2013,66.02174,71.0,60.0,2.84558,66.0,46.611557050475,46.291477688755,46.69157689090501,57.92,46.347491577056005,4.22222,23,CVS
09-25-2013,66.02174,71.0,60.0,2.84558,66.0,46.379499513228,46.123516043692426,46.907630460066,57.78,46.235463800454,4.22222,23,CVS
09-26-2013,66.02174,71.0,60.0,2.84558,66.0,46.33148760897,46.307481656841,46.963644348367,58.17,46.547541178131,4.22222,23,CVS
09-27-2013,66.02174,71.0,60.0,2.84558,66.0,46.475523321744,46.139439991938,46.475523321744,57.8,46.25146776854,4.22222,23,CVS
09-30-2013,66.02174,71.0,60.0,2.84558,66.0,45.987402295121,45.3512445637025,46.131438007895,56.75,45.411259444025,4.22222,23,CVS
10-01-2013,66.02174,71.0,60.0,2.84558,66.0,45.419261428068,45.419261428068,46.35749405710975,57.54,46.043416183422,4.22222,23,CVS
10-02-2013,66.02174,71.0,60.0,2.84558,66.0,45.739340789788,45.29122968338,45.77134872596,57.1,45.69132888553,4.22222,23,CVS
10-03-2013,66.02174,71.0,60.0,2.84558,66.0,45.763346741917,45.163197938692,45.835364598304,56.64,45.323237619552,4.22222,23,CVS
10-04-2013,66.02174,71.0,60.0,2.84558,66.0,45.227213811036,45.067174130176,45.675324917444,56.88,45.515285236584,4.22222,23,CVS
10-07-2013,66.22917,71.0,60.0,2.95797,66.0,45.091180082305,45.083178098262,45.707332853616,56.73,45.395255475939,4.25,24,CVS
10-08-2013,66.22917,71.0,60.0,2.95797,66.0,45.627313013186,45.619311029143,46.403505465357,57.05,45.651318965315,4.25,24,CVS
10-09-2013,66.22917,71.0,60.0,2.95797,66.0,45.699330869573,45.571299124885,46.643564986647,58.04,46.443515385572,4.25,24,CVS
10-10-2013,66.22917,71.0,60.0,2.95797,66.0,46.859618555808005,46.635563002604,47.1356870052915,58.72,46.987650300496,4.25,24,CVS
10-11-2013,66.22917,71.0,60.0,2.95797,66.0,46.979648316453,46.97164633241,47.69182489628,59.57,47.667818944151,4.25,24,CVS
10-14-2013,66.22917,71.0,60.0,2.95797,66.0,47.331735614345,47.2117058537,47.843862593097,59.69,47.763842752667,4.25,24,CVS
10-15-2013,66.1087,71.0,60.0,2.96339,66.0,47.651814976065,47.171695933485005,47.69182489628,59.06,47.259717757958,4.25926,23,CVS
10-16-2013,66.13043,71.0,60.0,2.96801,66.0,47.555791167549,47.171695933485005,47.555791167549,59.16,47.339737598388,4.25926,23,CVS
10-17-2013,66.13043,71.0,60.0,2.96801,66.0,47.02245251396,46.4682076859,48.25143017618,60.0,48.19520244,4.25926,23,CVS
10-18-2013,66.13043,71.0,60.0,2.96801,66.0,48.52453632334,48.36388564854,49.18320409002,61.01,49.00648834774,4.25926,23,CVS
10-21-2013,66.13043,71.0,60.0,2.96801,66.0,48.88600034164,48.42814591846,49.16713902254,60.38,48.50043872212,4.25926,23,CVS
10-22-2013,66.47826,74.0,60.0,3.37342,66.0,48.66108939692,48.50043872212,50.52865349147,61.38,49.30369209612,4.25926,23,CVS
10-23-2013,66.58333,74.0,60.0,3.34062,66.0,49.06271608392,48.93419554408,49.62499344572,61.46,49.36795236604,4.28571,24,CVS
10-24-2013,66.58333,74.0,60.0,3.34062,66.0,49.34385476482,49.23139929246,49.97842493028,62.07,49.85793692418,4.28571,24,CVS
10-25-2013,66.58333,74.0,60.0,3.34062,66.0,49.79367665426,49.06271608392,49.89809959288,61.41,49.32778969734,4.28571,24,CVS
10-28-2013,66.58333,74.0,60.0,3.34062,66.0,49.54466810832,49.3599198323,50.13907560508,61.74,49.59286331076,4.28571,24,CVS
10-29-2013,66.43478,74.0,60.0,3.33396,66.0,49.69728624937999,49.6812211819,50.3238238811,62.55,50.24349854369999,4.25926,23,CVS
10-30-2013,66.43478,74.0,60.0,3.33396,66.0,50.24349854369999,49.7213838506,50.33185641484,62.22,49.97842493028,4.25926,23,CVS
10-31-2013,66.43478,74.0,60.0,3.33396,66.0,49.9623598628,49.69728624937999,50.31579134736,62.26,50.01055506524,4.25926,23,CVS
11-01-2013,66.43478,74.0,60.0,3.33396,66.0,50.13907560508,50.13907560508,50.5246372246,62.59,50.27562867866,4.25926,23,CVS
11-04-2013,66.43478,74.0,60.0,3.33396,66.0,50.37201908354,49.74146518495,50.47242575529,61.98,49.78564412052,4.25926,23,CVS
11-05-2013,67.41304,74.0,60.0,3.64946,67.0,50.99052418152,50.29169374614,51.76164742056,63.22,50.78167830428,4.25926,23,CVS
11-06-2013,68.5,74.0,60.0,4.0513,70.0,51.23150019372,51.006589249,51.38411833478,63.87,51.30379299737999,4.25926,23,CVS
