 Date,LMT Price Target,LMT Price Target - High,LMT Price Target - Low,LMT Price Target - StdDev,LMT Price Target - Median,LMT Open,LMT Low,LMT High,LMT Close,LMT Adj. Close,LMT Rating,LMT Price Target - #,Ticker
04-01-2013,95.0,111,75,9.57079,93.0,72.885214863648,71.854177915296,73.12023063864001,95.0,72.020963304,3.17391,15,LMT
04-02-2013,95.0,111,75,9.57079,93.0,72.40002100560001,71.78837349829824,72.506157162048,95.01,72.028544458032,3.17391,15,LMT
04-03-2013,95.0,111,75,9.57079,93.0,72.23323561689601,72.051287920128,73.127811792672,95.09,72.089193690288,3.17391,15,LMT
04-04-2013,95.0,111,75,9.57079,93.0,72.392439851568,72.218073308832,72.877633709616,95.4,72.32420946528,3.17391,15,LMT
04-05-2013,95.0,111,75,9.57079,93.0,71.892083685456,71.2628479008,72.180167538672,94.53,71.664649064496,3.17391,15,LMT
04-08-2013,95.06667,111,75,9.5601,94.0,71.702554834656,71.29317251692801,72.09677484432,95.09,72.089193690288,3.17391,15,LMT
04-09-2013,95.06667,111,75,9.5601,94.0,72.263560233024,71.49407309877601,72.407602159632,95.41,72.331790619312,3.17391,15,LMT
04-10-2013,95.06667,111,75,9.5601,94.0,72.672942550752,72.544062932208,73.05958140638401,95.98,72.76391639913601,3.17391,15,LMT
04-11-2013,96.06667,111,85,8.0785,94.0,73.03683794428801,72.983769866064,73.969319890224,97.3,73.76462873136,3.26087,15,LMT
04-12-2013,96.06667,111,85,8.0785,94.0,73.46138257008,72.968607558,73.7267229612,97.18,73.67365488297601,3.26087,15,LMT
04-15-2013,95.73333,111,85,8.3384,94.0,73.20362333299201,72.202911000768,73.65091142088,95.44,72.354534081408,3.26087,15,LMT
04-16-2013,95.73333,111,85,8.3384,94.0,72.832146785424,72.490994853984,73.03683794428801,96.26,72.97618871203201,3.26087,15,LMT
04-17-2013,95.73333,111,85,8.3384,94.0,72.695686012848,71.79352868304001,72.832146785424,95.56,72.445507929792,3.26087,15,LMT
04-18-2013,95.73333,111,85,8.3384,94.0,72.66536139672,71.67223021852801,72.74117293704,95.02,72.036125612064,3.26087,15,LMT
04-19-2013,95.73333,111,85,8.3384,94.0,72.40002100560001,72.29388484915201,73.1581364088,96.28,72.991351020096,3.26087,15,LMT
04-22-2013,95.73333,111,85,8.3384,94.0,73.23394794912,72.528900624144,73.28701602734401,95.85,72.66536139672,3.26087,15,LMT
04-23-2013,97.5,111,85,9.05341,95.0,74.4848383644,72.672942550752,75.424901464368,97.06,73.582681034592,3.36364,14,LMT
04-24-2013,99.0,117,85,10.56274,95.0,74.014806814416,73.95415758216001,74.50758182649601,97.69,74.060293738608,3.36364,14,LMT
04-25-2013,99.2,117,85,10.23198,95.0,72.80940332332801,72.7790787072,74.78808452568,98.27,74.500000672464,3.34783,15,LMT
04-26-2013,99.2,117,85,10.23198,95.0,74.500000672464,74.401445670048,75.35667107808001,98.97,75.03068145470401,3.34783,15,LMT
04-29-2013,99.2,117,85,10.23198,95.0,75.045843762768,74.727435293424,75.212629151472,99.06,75.098911840992,3.34783,15,LMT
04-30-2013,99.2,117,85,10.23198,95.0,74.75017875552,74.55306875068801,75.20504799744,99.09,75.121655303088,3.34783,15,LMT
05-01-2013,99.2,117,85,10.23198,95.0,74.97761337648001,74.879058374064,75.993488016768,99.35,75.31876530792,3.34783,15,LMT
05-02-2013,99.2,117,85,10.23198,95.0,75.455226080496,75.174723381312,76.66062957158401,100.67,76.319477640144,3.34783,15,LMT
05-03-2013,99.2,117,85,10.23198,95.0,76.5696557232,76.448357258688,77.44148843688001,102.01,77.335352280432,3.34783,15,LMT
05-06-2013,99.2,117,85,10.23198,95.0,77.115498813504,77.00178150302399,78.002493835248,102.19,77.471813053008,3.34783,15,LMT
05-07-2013,99.2,117,85,10.23198,95.0,77.5172999772,77.35051458849601,78.002493835248,102.88,77.99491268121601,3.34783,15,LMT
05-08-2013,99.2,117,85,10.23198,95.0,77.752315752192,77.092755351408,77.790221522352,101.8,77.17614804576,3.34783,15,LMT
05-09-2013,99.2,117,85,10.23198,95.0,77.32777112640001,76.615142647392,77.540043439296,101.35,76.83499611432,3.34783,15,LMT
05-10-2013,99.2,117,85,10.23198,95.0,76.74402226593601,76.74402226593601,77.28986535624,101.94,77.282284202208,3.34783,15,LMT
05-13-2013,99.2,117,85,10.23198,95.0,77.236797278016,76.9487134248,77.5172999772,101.89,77.24437843204801,3.34783,15,LMT
05-14-2013,99.2,117,85,10.23198,95.0,77.32777112640001,77.17614804576,78.002493835248,102.87,77.98733152718401,3.34783,15,LMT
05-15-2013,99.2,117,85,10.23198,95.0,77.17614804576,76.812252652224,78.912232319088,104.05,78.88190770296,3.34783,15,LMT
05-16-2013,99.2,117,85,10.23198,95.0,78.783352700544,78.67342596708001,79.33677694488001,104.0,78.8440019328,3.34783,15,LMT
05-17-2013,99.2,117,85,10.23198,95.0,79.245803096496,79.245803096496,80.671060054512,106.41,80.671060054512,3.34783,15,LMT
05-20-2013,99.2,117,85,10.23198,95.0,80.30716466097601,80.231353120656,81.11834814240001,106.56,80.78477736499201,3.34783,15,LMT
05-21-2013,99.2,117,85,10.23198,95.0,80.95156275369601,80.43604427952,81.19415968272,106.99,81.110766988368,3.34783,15,LMT
05-22-2013,99.2,117,85,10.23198,95.0,80.981887369824,80.55734274403201,81.823395467376,106.49,80.731709286768,3.34783,15,LMT
05-23-2013,99.86667,127,85,11.60383,95.0,80.11763581017601,79.950850421472,80.96293448474401,106.3,80.58766736016,3.34783,15,LMT
05-24-2013,99.86667,127,85,11.60383,95.0,80.420881971456,80.003918499696,81.19415968272,107.06,81.163835066592,3.34783,15,LMT
05-28-2013,99.86667,127,85,11.60383,95.0,81.69451584883201,81.53531161416001,82.48295586816,107.75,81.6869346948,3.34783,15,LMT
05-29-2013,99.86667,127,85,11.60383,95.0,81.23206545288001,80.799939673056,81.656610078672,107.31,81.353363917392,3.34783,15,LMT
05-30-2013,102.06667,127,85,13.28893,96.0,82.47986584972,82.01240586488,83.1848874662,107.03,82.02006914332,3.3913,15,LMT
05-31-2013,102.06667,127,85,13.28893,96.0,81.74419111947999,81.10047573052,82.60247830476,105.83,81.10047573052,3.3913,15,LMT
06-03-2013,102.06667,127,85,13.28893,96.0,81.230751464,80.1962088746,81.230751464,105.44,80.80160787135999,3.3913,15,LMT
06-04-2013,102.06667,127,85,13.28893,96.0,80.64834230256,80.20387215304,81.09281245208,105.07,80.51806656907999,3.3913,15,LMT
06-05-2013,102.06667,127,85,13.28893,96.0,80.35713772184,79.26895218336,80.41078067092,103.59,79.38390135996,3.3913,15,LMT
06-06-2013,102.06667,127,85,13.28893,96.0,79.5448302072,78.96242104576,80.08892297644,104.37,79.98163707828,3.3913,15,LMT
06-07-2013,102.06667,127,85,13.28893,96.0,80.12723936864,80.01995347048,82.34959011624,107.36,82.27295733184,3.3913,15,LMT
06-10-2013,102.06667,127,85,13.28893,96.0,82.33426355936,81.55260915848,82.48752912815999,106.67,81.74419111947999,3.3913,15,LMT
06-11-2013,102.06667,127,85,13.28893,96.0,81.20009835024,80.63301574568,81.73652784104,105.96,81.20009835024,3.3913,15,LMT
06-12-2013,102.4,127,85,13.01691,96.0,81.92810980204,81.4606498172,82.3036104456,107.05,82.0353957002,3.3913,15,LMT
06-13-2013,102.4,127,85,13.01691,96.0,82.02773242176,81.70587472728,82.98564222676,107.97,82.74041731668,3.3913,15,LMT
06-14-2013,102.4,127,85,13.01691,96.0,82.571825191,82.15800815524,83.11591796024,107.7,82.5335087988,3.3913,15,LMT
06-17-2013,102.4,127,85,13.01691,96.0,82.954989113,82.56416191256,83.721316957,108.27,82.97031566988,3.3913,15,LMT
06-18-2013,102.4,127,85,13.01691,96.0,83.20787730152,83.00863206208,83.72898023544,108.85,83.4147858194,3.3913,15,LMT
06-19-2013,102.4,127,85,13.01691,96.0,83.34581631344,81.9204465236,83.59870450196,106.93,81.94343635892,3.3913,15,LMT
06-20-2013,102.4,127,85,13.01691,96.0,81.42999670344,80.46442361999999,81.94343635892,105.04,80.49507673376,3.3913,15,LMT
06-21-2013,102.4,127,85,13.01691,96.0,80.847587542,80.46442361999999,81.32884142803199,105.06,80.51040329064,3.40909,15,LMT
06-24-2013,103.26667,127,85,12.44972,101.0,80.24218854524,79.32259513244,80.40311739248,103.83,79.56782004252,3.3913,15,LMT
06-25-2013,103.26667,127,85,12.44972,101.0,80.081259698,79.34558496776,80.16555576084,103.67,79.44520758748,3.3913,15,LMT
06-26-2013,103.26667,127,85,12.44972,101.0,80.081259698,79.97320747199599,81.16178195804,105.77,81.05449605988,3.3913,15,LMT
06-27-2013,103.26667,127,85,12.44972,101.0,81.3457006406,81.23841474244,82.47986584972,107.36,82.27295733184,3.3913,15,LMT
06-28-2013,103.26667,127,85,12.44972,101.0,82.08137537084,82.08137537084,83.42244909784,108.46,83.11591796024,3.3913,15,LMT
07-01-2013,103.26667,127,85,12.44972,101.0,83.11591796024,82.67911108916,83.415552147244,108.06,82.80938682264,3.3913,15,LMT
07-02-2013,103.75,127,85,12.19887,101.5,82.73275403823999,81.18477179336,82.73275403823999,106.4,81.5372826016,3.3913,16,LMT
07-03-2013,103.75,127,85,12.19887,101.5,81.45298653876,80.87824065576001,82.28828388871999,107.2,82.1503448768,3.3913,16,LMT
07-05-2013,103.75,127,85,12.19887,101.5,82.44154945752,82.28062061028,83.27684680748,108.66,83.26918352903999,3.3913,16,LMT
07-08-2013,103.75,127,85,12.19887,101.5,83.56805138819999,83.31516319968,83.83243449438,109.17,83.66001072947999,3.3913,16,LMT
07-09-2013,103.75,127,85,12.19887,101.5,84.08915432212,83.64468417260001,84.53362447164,109.57,83.96654186708,3.3913,16,LMT
07-10-2013,104.3125,127,85,12.03494,103.5,84.00485825928,83.89757236112,85.58349361792,111.52,85.46088116288,3.3913,16,LMT
07-11-2013,105.0625,127,85,12.7204,103.5,86.11992310871999,85.84404508488,86.71765882704,113.1,86.67167915639999,3.3913,16,LMT
07-12-2013,105.0625,127,85,12.7204,103.5,86.68700571328,85.66012640232,87.03185324308,112.53,86.23487228532,3.3913,16,LMT
07-15-2013,106.0,127,85,13.57387,103.5,86.403464411,86.181995664084,87.64491551828,114.37,87.64491551828,3.3913,16,LMT
07-16-2013,106.0,127,85,13.57387,103.5,87.61426240451999,86.26552539907999,87.75220141644,112.6,86.2885152344,3.3913,16,LMT
07-17-2013,106.0,127,85,13.57387,103.5,86.58738309355999,86.51841358760001,87.42268044352,114.08,87.42268044352,3.3913,16,LMT
07-18-2013,106.0,127,85,13.57387,103.5,87.49931322792,87.41501716507999,88.42656991916,115.39,88.42656991916,3.3913,16,LMT
07-19-2013,106.0,127,85,13.57387,103.5,88.11237550312,87.889374100516,88.61048860172,115.55,88.5491823742,3.3913,16,LMT
07-22-2013,107.5625,127,85,13.65636,107.5,88.7407643352,88.26564107192,88.8173971196,115.65,88.6258151586,3.3913,16,LMT
07-23-2013,108.66667,127,85,13.74854,110.0,90.5799511608,89.66802102644,91.6588641323676,117.92,90.36537936448,3.36364,15,LMT
07-24-2013,117.4,141,94,15.27874,122.0,90.86349246308,90.60294099612,92.25054586072,119.12,91.28497277728,3.40909,15,LMT
07-25-2013,117.4,141,94,15.27874,122.0,90.1201544544,89.8902561012,91.59150391488,119.5,91.576177358,3.40909,15,LMT
07-26-2013,117.4,141,94,15.27874,122.0,91.193013436,91.04741114564,91.9976576722,120.0,91.95934128,3.40909,15,LMT
07-29-2013,118.06667,141,94,15.80492,122.0,91.05507442408,91.04741114564,92.259741794848,119.99,91.95167800156,3.40909,15,LMT
07-30-2013,118.06667,141,94,15.80492,122.0,92.35783175888,91.56085080112,92.66436289648,120.09,92.02831078596,3.40909,15,LMT
07-31-2013,118.06667,141,94,15.80492,122.0,92.29652553136,91.4377019165892,93.16247599508,120.12,92.05130062128,3.40909,15,LMT
08-01-2013,118.06667,141,94,15.80492,122.0,92.54175044144,92.534087163,93.67591565056,122.17,93.62227270148,3.40909,15,LMT
08-02-2013,118.06667,141,94,15.80492,122.0,94.35028415328,93.44601729736,95.08595888352,123.77,94.84839725188,3.40909,15,LMT
08-05-2013,118.06667,141,94,15.80492,122.0,94.6798051262,94.43458021612,95.50743919772,124.15,95.1396018326,3.40909,15,LMT
08-06-2013,118.06667,141,94,15.80492,122.0,95.05530576976,94.92503003628,95.43080641332,124.26,95.22389789544,3.40909,15,LMT
08-07-2013,118.06667,141,94,15.80492,122.0,95.024652656,94.795520630644,95.5610821468,124.54,95.43846969176,3.40909,15,LMT
08-08-2013,118.06667,141,94,15.80492,122.0,95.7909805,94.87905036564,95.7909805,124.64,95.51510247616,3.40909,15,LMT
08-09-2013,118.06667,141,94,15.80492,122.0,95.41547985644,94.7181981511844,95.561848474644,124.02,95.03997921288,3.40909,15,LMT
08-12-2013,120.8,148,94,15.68099,124.0,94.90204020096,94.24299825512,95.16259166792,123.0,94.258324812,3.40909,15,LMT
08-13-2013,120.8,148,94,15.68099,124.0,94.46523332988,94.258324812,95.2545510092,124.06,95.07063232664,3.40909,15,LMT
08-14-2013,120.8,148,94,15.68099,124.0,95.024652656,94.5265395574,95.23922445232,123.62,94.73344807528,3.40909,15,LMT
08-15-2013,120.8,148,94,15.68099,124.0,94.066742851,93.36172123452,94.53420283584,122.13,93.59161958772,3.40909,15,LMT
08-16-2013,120.8,148,94,15.68099,124.0,93.36172123452,93.2620986148,94.08973268632,122.2,93.6452625368,3.40909,15,LMT
08-19-2013,123.4,149,94,16.43087,125.0,93.43069074048,92.917251085,93.93646711752,121.91,93.42302746204,3.31818,15,LMT
08-20-2013,123.4,149,94,16.43087,125.0,93.43069074048,93.43069074048,95.004728132056,122.41,93.80619138404,3.31818,15,LMT
08-21-2013,123.5,149,94,15.91383,125.0,93.77553827028,93.39237434828,94.97100970692,122.93,94.20468186292,3.30435,16,LMT
08-22-2013,123.5,149,94,15.91383,125.0,94.50354972208,94.2966412042,95.46145952708,123.71,94.80241758124,3.30435,16,LMT
08-23-2013,123.5,149,94,15.91383,125.0,94.81008085968,94.71045823996,96.7872066972,126.0,96.557308344,3.30435,16,LMT
08-26-2013,123.5,149,94,15.91383,125.0,96.557308344,95.8676132844,97.115961342276,125.19,95.93658279036,3.30435,16,LMT
08-27-2013,123.5,149,94,15.91383,125.0,95.3695001858,94.1050592432,96.41936933208,123.14,94.36561071016,3.30435,16,LMT
08-28-2013,123.5,149,94,15.91383,125.0,94.45757005144,94.42691693768,95.02082101678,123.3,94.4882231652,3.30435,16,LMT
08-29-2013,123.5,149,94,15.91383,125.0,94.704815082108,94.395398059868,95.18441146658,122.34,94.635196252104,3.30435,16,LMT
08-30-2013,123.5,149,94,15.91383,125.0,94.820846465448,94.155599867632,94.890465295452,122.42,94.697079656552,3.30435,16,LMT
09-03-2013,123.5,149,94,15.91383,125.0,95.41647423326,95.22308859436,96.193884501638,123.63,95.633066148828,3.30435,16,LMT
09-04-2013,123.5,149,94,15.91383,125.0,95.41647423326,95.3391199777,96.584523492216,124.27,96.128133384412,3.30435,16,LMT
09-05-2013,123.5,149,94,15.91383,125.0,95.594389021048,95.2006558602476,96.197752214416,124.14,96.027572852184,3.26087,16,LMT
09-06-2013,123.5,149,94,15.91383,125.0,96.336989874424,94.789904763224,96.599994343328,123.73,95.710420404388,3.26087,16,LMT
09-09-2013,123.5,149,94,15.91383,125.0,95.896070617732,95.780039234392,96.592258917772,124.07,95.973424873292,3.26087,16,LMT
09-10-2013,123.5,149,94,15.91383,125.0,96.453021257764,96.182281363304,97.31165349448,125.07,96.746967428892,3.26087,16,LMT
09-11-2013,123.5,149,94,15.91383,125.0,96.623200619996,96.623200619996,97.907281262292,126.57,97.907281262292,3.26087,16,LMT
09-12-2013,123.5,149,94,15.91383,125.0,97.706160197836,97.62107051672,98.541586157884,126.54,97.884074985624,3.26087,16,LMT
09-13-2013,123.5,149,94,15.91383,125.0,98.216698284532,97.481832856712,98.487438178992,127.25,98.4332902001,3.26087,16,LMT
09-16-2013,123.5,149,94,15.91383,125.0,99.175891053476,98.93609286124,99.91849190685198,128.46,99.369276692376,3.26087,16,LMT
09-17-2013,123.5,149,94,15.91383,125.0,99.377012117932,99.175891053476,100.37488201465598,129.64,100.282056907984,3.26087,16,LMT
09-18-2013,124.4375,150,94,16.97045,125.0,100.28979233354,99.36154126681998,101.248985102484,130.84,101.210307974704,3.26087,16,LMT
09-19-2013,124.4375,150,94,16.97045,125.0,101.3340747836,100.71524073912,101.79820031696,130.39,100.862213824684,3.26087,16,LMT
09-20-2013,124.4375,150,94,16.97045,125.0,100.900890952464,99.0134471168,101.047864038028,128.0,99.0134471168,3.26087,16,LMT
09-23-2013,124.4375,150,94,16.97045,125.0,99.106272223472,98.2399045612,99.678693714616,127.62,98.719500945672,3.26087,16,LMT
09-24-2013,124.4375,150,94,16.97045,125.0,98.920622010128,98.920622010128,99.96103674741,128.14,99.121743074584,3.26087,16,LMT
09-25-2013,124.4375,150,94,16.97045,125.0,98.773648924564,98.464231902324,99.36154126681998,127.86,98.905151159016,3.26087,16,LMT
09-26-2013,124.875,150,94,17.09486,125.0,99.12947850014,99.021182542356,100.52185510021998,129.85,100.44450084465998,3.26087,16,LMT
09-27-2013,125.47059,150,94,16.75469,125.0,100.243379780204,99.06759509569198,100.44450084465998,129.24,99.972639885744,3.26087,17,LMT
09-30-2013,125.47059,150,94,16.75469,125.0,99.075330521248,98.4332902001,99.462101799048,127.55,98.66535296678,3.26087,17,LMT
10-01-2013,125.47059,150,94,16.75469,125.0,98.835532329012,98.580263285664,99.24550988348,127.5,98.626675839,3.26087,17,LMT
10-02-2013,125.47059,150,94,16.75469,125.0,98.324994242316,95.99663114996,98.35593594454,125.08,96.754702854448,3.26087,17,LMT
10-03-2013,125.47059,150,94,16.75469,125.0,96.623200619996,94.44954603876,96.63085869129644,122.83,95.014232104348,3.26087,17,LMT
10-04-2013,125.47059,150,94,16.75469,125.0,95.26176572214,94.000891356512,95.462886786596,122.5,94.758963061,3.26087,17,LMT
10-07-2013,125.47059,150,94,16.75469,125.0,94.503694017652,94.240689548748,96.661877747776,123.56,95.578918169936,3.26087,17,LMT
10-08-2013,125.47059,150,94,16.75469,125.0,95.633066148828,94.673873379884,95.88059976662,122.46,94.728021358776,3.26087,17,LMT
10-09-2013,125.58824,150,94,16.72286,125.0,94.851788167672,94.1788061443,95.254030296584,122.03,94.395398059868,3.26087,17,LMT
10-10-2013,125.58824,150,94,16.72286,125.0,94.921406997676,94.921406997676,98.00784179452,126.68,97.992370943408,3.26087,17,LMT
10-11-2013,125.58824,150,94,16.72286,125.0,97.628805942276,97.2729763667,97.915016687848,126.17,97.597864240052,3.26087,17,LMT
10-14-2013,125.58824,150,94,16.72286,125.0,97.342595196704,96.948088493348,98.727236371228,127.5,98.626675839,3.26087,17,LMT
10-15-2013,125.58824,150,94,16.72286,125.0,98.603469562332,97.249770090032,98.727236371228,125.9,97.38900775004,3.26087,17,LMT
10-16-2013,125.58824,150,94,16.72286,125.0,97.976900092296,97.489568282268,99.005711691244,127.86,98.905151159016,3.26087,17,LMT
10-17-2013,125.58824,150,94,16.72286,125.0,98.680823817892,98.309523391204,100.13508382242,129.36,100.065464992416,3.26087,17,LMT
10-18-2013,126.11765,150,94,16.83792,129.0,100.258850631316,99.51624977794,100.258850631316,128.9,99.70963541684,3.26087,17,LMT
10-21-2013,126.64706,150,94,16.20073,129.0,99.70963541684,96.758570567226,99.833402225736,125.3,96.92488221668,3.26087,17,LMT
10-22-2013,129.75,163,111,14.45035,127.0,100.243379780204,98.464231902324,100.699769888008,130.05,100.59920935578,3.27273,16,LMT
10-23-2013,133.6875,163,111,15.61937,131.5,100.560532228,100.560532228,102.130823615868,131.98,102.092146488088,3.27273,16,LMT
10-24-2013,133.6875,163,111,15.61937,131.5,102.123088190312,101.631888667506,102.873424469244,132.62,102.587213723672,3.27273,16,LMT
10-25-2013,133.6875,163,111,15.61937,131.5,102.424769786996,102.03026308364,103.801675535964,134.0,103.6547024504,3.27273,16,LMT
10-28-2013,133.6875,163,111,15.61937,131.5,103.469052237056,102.84248276702,103.9478750789724,133.23,103.059074682588,3.27273,16,LMT
10-29-2013,133.6875,163,111,15.61937,131.5,103.19057691704,102.780599362572,103.565745056506,133.66,103.391697981496,3.27273,16,LMT
10-30-2013,133.6875,163,111,15.61937,131.5,103.747527557072,103.1271464274808,104.397303303776,133.72,103.438110534832,3.27273,16,LMT
10-31-2013,134.0,163,111,15.39074,131.5,103.662437875956,103.004926703696,104.25419793099,133.34,103.144164363704,3.27273,16,LMT
11-01-2013,134.0,163,111,15.39074,131.5,103.298872874824,103.213783193708,105.851563308304,134.55,104.08015085598,3.27273,16,LMT
11-04-2013,134.9375,163,111,15.27035,134.0,104.428245006,104.358626175996,105.2017875616,135.74,105.000666497144,3.27273,16,LMT
11-05-2013,134.9375,163,111,15.27035,134.0,104.683514049348,104.46692213378,105.480262881616,135.47,104.791810007132,3.27273,16,LMT
11-06-2013,135.5,168,111,16.27882,134.0,104.838222560468,104.838222560468,105.921182138308,136.87,105.874769584972,3.27273,16,LMT
11-07-2013,135.5,168,111,16.27882,134.0,105.890240436084,105.271406391604,106.86490405614,136.2,105.35649607272,3.27273,16,LMT
11-08-2013,135.5,168,111,16.27882,134.0,105.333289796052,105.209522987156,106.86490405614,138.11,106.833962353916,3.27273,16,LMT
11-11-2013,135.5,168,111,16.27882,134.0,106.68698926835198,105.43385032828,106.68698926835198,137.15,106.09136150054,3.27273,16,LMT
11-12-2013,135.5,168,111,16.27882,134.0,106.09136150054,105.51120458384,106.160980330544,137.23,106.153244904988,3.27273,16,LMT
11-13-2013,135.5,168,111,16.27882,134.0,105.619500541624,104.845957986024,106.269276288328,137.26,106.176451181656,3.27273,16,LMT
11-14-2013,135.5,168,111,16.27882,134.0,106.547751608344,105.9753301172,107.05828969504,138.29,106.973200013924,3.27273,16,LMT
11-15-2013,136.4375,168,111,16.07781,135.0,106.694724693908,105.50346915828398,106.779814375024,137.45,106.32342426722,3.27273,16,LMT
11-18-2013,136.4375,168,111,16.07781,135.0,106.454926501672,106.454926501672,107.40638384506,137.85,106.63284128946,3.27273,16,LMT
11-19-2013,136.4375,168,111,16.07781,135.0,106.833962353916,106.5311204433986,107.797022835638,138.97,107.499208951732,3.27273,16,LMT
11-20-2013,136.4375,168,111,16.07781,135.0,107.398648419504,105.967594691644,107.398648419504,137.19,106.122303202764,3.27273,16,LMT
