 Date,GM Price Target,GM Price Target - High,GM Price Target - Low,GM Price Target - StdDev,GM Price Target - Median,GM Open,GM Low,GM High,GM Close,GM Adj. Close,GM Rating,GM Price Target - #,Ticker
04-09-2013,35.2381,52,25,5.58829,35.0,21.36684732934,21.159103405,21.37454154876,27.53,21.18218606326,4.0,21,GM
04-10-2013,35.2381,52,25,5.58829,35.0,21.30529357398,21.29759935456,21.936219566420004,28.37,21.82850049454,4.0,21,GM
04-11-2013,35.2381,52,25,5.58829,35.0,21.92083112758,21.88236003048,22.897996993920003,29.72,22.86722011624,4.0,21,GM
04-12-2013,35.2381,52,25,5.58829,35.0,22.75180682494,22.7364183861,22.95955074928,29.62,22.79027792204,4.0,21,GM
04-15-2013,35.38095,52,25,5.61864,35.0,22.62869931422,22.19012880728,22.84413745798,28.91,22.24398834322,4.0,21,GM
04-16-2013,35.38095,52,25,5.61864,35.0,22.44403804814,22.44403804814,22.709488618130003,29.47,22.67486463074,4.0,21,GM
04-17-2013,35.38095,52,25,5.61864,35.0,22.336318976260003,22.136961751087803,22.56714555886,29.27,22.52098024234,4.0,21,GM
04-18-2013,35.38095,52,25,5.61864,35.0,22.5055918035,22.1208808325,22.60561665596,28.98,22.297847879160003,4.0,21,GM
04-19-2013,35.38095,52,25,5.61864,35.0,22.3901785122,22.24014123351,22.513286022920003,29.15,22.4286496093,4.0,21,GM
04-22-2013,35.38095,52,25,5.61864,35.0,22.4671207064,22.1978230267,22.57483977828,29.25,22.5055918035,4.0,21,GM
04-23-2013,35.38095,52,25,5.61864,35.0,22.57483977828,22.52867446176,23.021104504640004,29.85,22.9672449687,4.0,21,GM
04-24-2013,35.38095,52,25,5.61864,35.0,23.01341028522,22.97493918812,23.6981958136,30.45,23.4288981339,4.0,21,GM
04-25-2013,35.38095,52,25,5.61864,35.0,23.12882357652,23.08265826,23.682807374760003,30.71,23.62894783882,4.0,21,GM
04-26-2013,35.38095,52,25,5.61864,35.0,23.69050159418,23.10574091826,23.6981958136,30.5,23.467369231,4.0,21,GM
04-29-2013,35.38095,52,25,5.61864,35.0,23.55969986404,23.40196836593,23.77129089809,30.79,23.69050159418,4.0,21,GM
04-30-2013,35.38095,52,25,5.61864,35.0,23.67511315534,23.52122876694,23.82899754374,30.84,23.72897269128,4.0,21,GM
05-01-2013,35.38095,52,25,5.61864,35.0,23.67511315534,23.16729467362,23.91363395736,30.18,23.22115420956,4.0,21,GM
05-02-2013,35.47619,52,25,5.52586,35.0,24.08675389431,23.8905512991,24.48300619444,31.16,23.97518771272,4.0,21,GM
05-03-2013,36.95238,52,25,5.76918,38.0,24.42145243908,24.33681602546,24.96004779848,32.1,24.6984443382,4.08333,21,GM
05-06-2013,36.95238,52,25,5.76918,38.0,24.636890582840003,24.45222931676,24.794622080950003,31.82,24.48300619444,4.08333,21,GM
05-07-2013,37.04762,52,25,5.8021,38.0,24.55994838864,24.206014295320003,24.721526996460003,31.65,24.3522044643,4.04167,21,GM
05-08-2013,37.09524,52,25,5.86275,38.0,24.16754319822,23.92132817678,24.76769231298,32.08,24.68305589936,4.04167,21,GM
05-09-2013,37.09524,52,25,5.86275,38.0,24.62919636342,24.32912180604,24.74460965472,31.65,24.3522044643,4.04167,21,GM
05-10-2013,37.09524,52,25,5.86275,38.0,24.2752622701,23.82899754374,24.3906755614,31.42,24.17523741764,4.04167,21,GM
05-13-2013,37.09524,52,25,5.86275,38.0,23.97518771272,23.74820823983,24.121377881700003,31.0,23.852080202,4.04167,21,GM
05-14-2013,37.09524,52,25,5.86275,38.0,23.86746864084,23.859774421420003,24.3906755614,31.55,24.2752622701,4.04167,21,GM
05-15-2013,37.38095,52,25,5.60167,38.0,24.2752622701,24.244485392420003,24.9292709208,32.31,24.860022946020003,4.04167,21,GM
05-16-2013,37.38095,52,25,5.60167,38.0,24.69075011878,24.621502144,25.13701484514,32.39,24.92157670138,4.04167,21,GM
05-17-2013,37.80952,52,25,5.439,38.0,25.38322986658,25.244733917020003,25.983378981340003,33.42,25.714081301640004,4.16667,21,GM
05-20-2013,37.80952,52,25,5.439,38.0,25.67561020454,25.66791598512,26.16804024742,33.7,25.929519445400004,4.16667,21,GM
05-21-2013,37.80952,52,25,5.439,38.0,25.844883031780004,25.29859345296,26.12956915032,33.4,25.6986928628,4.16667,21,GM
05-22-2013,37.80952,52,25,5.439,38.0,25.56019691324,25.38322986658,26.10648649206,33.23,25.56789113266,4.16667,21,GM
05-23-2013,37.80952,52,25,5.439,38.0,24.87541138486,24.6984443382,25.47556049962,32.85,25.2755107947,4.16667,21,GM
05-24-2013,37.80952,52,25,5.439,38.0,25.0446842121,25.01390733442,25.390924086,32.87,25.29089923354,4.16667,21,GM
05-28-2013,38.95238,56,25,6.60069,39.0,26.160346028,25.9679905425,26.3911726106,33.96,26.12956915032,4.16667,21,GM
05-29-2013,38.95238,56,25,6.60069,39.0,25.93721366482,25.7371639599,26.3911726106,34.05,26.1988171251,4.16667,21,GM
05-30-2013,38.95238,56,25,6.60069,39.0,26.19112290568,26.06032117554,26.86051999522,34.64,26.65277607088,4.16667,21,GM
05-31-2013,39.2381,56,25,6.7676,39.0,26.56813965726,26.075709614380003,26.760495142760004,33.89,26.075709614380003,4.16667,21,GM
06-03-2013,39.2381,56,25,6.7676,39.0,26.598916534940003,25.683304423960003,26.69124716798,34.42,26.48350324364,4.16667,21,GM
06-04-2013,39.47619,56,25,6.5583,39.0,27.2375367468,26.7374124845,27.30678472158,34.96,26.898991092320003,4.16667,21,GM
06-05-2013,39.25,56,25,6.63984,38.5,26.92976797,26.160346028,26.98362750594,34.02,26.17573446684,4.17391,20,GM
06-06-2013,39.25,56,25,6.63984,38.5,26.25267666104,25.99107320076,26.56813965726,34.44,26.49889168248,4.17391,20,GM
06-07-2013,39.25,56,25,6.63984,38.5,26.76818936218,26.160346028,27.0067101642,35.03,26.95285062826,4.17391,20,GM
06-10-2013,39.25,56,25,6.63984,38.5,27.06826391956,26.56044543784,27.114429236080003,34.74,26.72971826508,4.17391,20,GM
06-11-2013,39.75,56,25,7.04184,38.5,26.44503214654,25.844883031780004,26.5372858373858,33.93,26.10648649206,4.17391,20,GM
06-12-2013,39.75,56,25,7.04184,38.5,26.375784171760003,25.57558535208,26.51428012132,33.45,25.7371639599,4.17391,20,GM
06-13-2013,39.75,56,25,7.04184,38.5,25.66791598512,25.467866280200003,26.55275121842,34.5,26.545056999,4.17391,20,GM
06-14-2013,39.95238,56,25,6.93148,39.0,26.51428012132,26.229594002780004,26.63738763204,34.29,26.38347839118,4.16667,21,GM
06-17-2013,39.95238,56,25,6.93148,39.0,26.545056999,25.852577251200003,26.591222315520003,33.73,25.95260210366,4.16667,21,GM
06-18-2013,39.95238,56,25,6.93148,39.0,26.0064616396,25.72946974048,26.206511344520003,34.01,26.16804024742,4.16667,21,GM
06-19-2013,39.95238,56,25,6.93148,39.0,26.17573446684,25.8910483483,26.3527015135,33.66,25.89874256772,4.16667,21,GM
06-20-2013,40.33333,56,25,6.86838,39.0,25.70638708222,24.836170865818005,25.70638708222,32.56,25.05237843152,4.16667,21,GM
06-21-2013,40.33333,56,25,6.86838,39.0,25.36014720832,24.42145243908,25.36784142774,32.21,24.78308075182,4.16667,21,GM
06-24-2013,40.33333,56,25,6.86838,39.0,24.43684087792,23.95210505446,24.49839463328,31.42,24.17523741764,4.16667,21,GM
06-25-2013,40.33333,56,25,6.86838,39.0,24.4291466585,24.26756805068,24.636890582840003,31.82,24.48300619444,4.16667,21,GM
06-26-2013,40.33333,56,25,6.86838,39.0,24.75999809356,24.64458480226,25.160097503400003,32.55,25.0446842121,4.16667,21,GM
06-27-2013,40.33333,56,25,6.86838,39.0,25.329370330640003,25.22165125876,25.775635057,33.1,25.467866280200003,4.16667,21,GM
06-28-2013,40.33333,56,25,6.86838,39.0,25.406312524840004,25.2370396976,25.94490788424,33.31,25.629444888020004,4.16667,21,GM
07-01-2013,40.33333,56,25,6.86838,39.0,25.791023495840005,25.70638708222,26.30653619698,34.0,26.160346028,4.16667,21,GM
07-02-2013,40.33333,56,25,6.86838,39.0,26.19112290568,26.02185007844,26.88360265348,34.1,26.237288222200004,4.16667,21,GM
07-03-2013,40.33333,56,25,6.86838,39.0,26.11418071148,25.97568476192,26.4681148048,34.14,26.26806509988,4.16667,21,GM
07-05-2013,40.33333,56,25,6.86838,39.0,26.4296437077,26.34500729408,26.79896623986,34.67,26.675858729140003,4.16667,21,GM
07-08-2013,40.33333,56,25,6.86838,39.0,26.760495142760004,26.57583387668,26.945156408840003,34.64,26.65277607088,4.16667,21,GM
07-09-2013,40.33333,56,25,6.86838,39.0,26.8528257758,26.71432982624,27.1221234555,34.92,26.86821421464,4.16667,21,GM
07-10-2013,40.5,56,25,6.99643,39.5,26.8528257758,26.806660459280003,27.191371430280004,35.33,27.18367721086,4.1304300000000005,20,GM
07-11-2013,40.5,56,25,6.99643,39.5,27.48375176824,27.422198012880003,27.853074300400003,36.14,27.80690898388,4.1304300000000005,20,GM
07-12-2013,40.7,56,25,6.97925,40.0,27.768437886780003,27.62994193722,28.14545463836,36.4,28.0069586888,4.1304300000000005,20,GM
07-15-2013,41.14286,56,25,7.02571,40.0,28.160843077200003,27.91462805576,28.25317371024,36.5,28.083900883,4.16667,21,GM
07-16-2013,41.47619,56,25,7.03474,41.0,28.36858700154,27.51452864592,28.42244653748,36.18,27.83768586156,4.16667,21,GM
07-17-2013,41.47619,56,25,7.03474,41.0,27.87615695866,27.761513089302003,28.13006619952,36.36,27.97618181112,4.16667,21,GM
07-18-2013,41.47619,56,25,7.03474,41.0,28.083900883,27.95309915286,28.460917634580003,36.84,28.34550434328,4.16667,21,GM
07-19-2013,41.47619,56,25,7.03474,41.0,28.38397544038,27.74535522852,28.38397544038,36.61,28.16853729662,4.16667,21,GM
07-22-2013,41.55,56,25,7.20052,41.5,28.17623151604,28.06851244416,28.460917634580003,36.76,28.28395058792,4.1304300000000005,20,GM
07-23-2013,41.55,56,25,7.20052,41.5,28.38397544038,28.099289321840004,28.4301407569,36.61,28.16853729662,4.1304300000000005,20,GM
07-24-2013,41.55,56,25,7.20052,41.5,28.54940115791,28.36858700154,28.8148517279,37.14,28.57633092588,4.1304300000000005,20,GM
07-25-2013,42.42105,56,31,6.27707,42.0,28.83024016674,28.09159510242,29.01490143282,37.08,28.53016560936,4.1304300000000005,19,GM
07-26-2013,44.0,56,31,6.0524,45.0,28.41475231806,28.05312400532,28.468611854,36.67,28.21470261314,4.1304300000000005,19,GM
07-29-2013,44.0,56,31,6.21825,45.0,28.13776041894,27.8146032033,28.21470261314,36.38,27.99157024996,4.13636,18,GM
07-30-2013,44.25,56,31,5.93542,45.0,28.106983541260004,27.945404933440003,28.30318613647,36.5,28.083900883,4.13636,18,GM
07-31-2013,44.25,56,31,5.93542,45.0,28.17623151604,27.44528067114,28.25317371024,35.87,27.59916505954,4.13636,18,GM
08-01-2013,44.47222,56,31,5.84635,45.0,27.99926446938,27.70688413142,28.36089278212,36.47,28.06081822474,4.13636,18,GM
08-02-2013,44.47222,56,31,5.84635,45.0,28.03773556648,27.960793372280005,28.60710780356,36.95,28.4301407569,4.13636,18,GM
08-05-2013,44.47222,56,31,5.84635,45.0,28.49169451226,28.19546706459,28.5070829511,36.75,28.2762563685,4.13636,18,GM
08-06-2013,44.47222,56,31,5.84635,45.0,28.03773556648,27.66841303432,28.07620666358,35.96,27.66841303432,4.13636,18,GM
08-07-2013,44.58333,56,31,5.87426,45.0,27.70688413142,27.26061940506,27.7761321062,35.48,27.29909050216,4.13636,18,GM
08-08-2013,44.58333,56,31,5.87426,45.0,27.39911535462,27.36833847694,27.78382632562,36.01,27.70688413142,4.13636,18,GM
08-09-2013,44.58333,56,31,5.87426,45.0,27.66841303432,27.4683633294,27.90693383634,36.02,27.714578350840004,4.13636,18,GM
08-12-2013,44.58333,56,31,5.87426,45.0,27.51452864592,27.3914211352,27.7761321062,35.98,27.68380147316,4.13636,18,GM
08-13-2013,44.58333,56,31,5.87426,45.0,27.86076851982,27.38372691578,27.86076851982,35.84,27.576082401280004,4.13636,18,GM
08-14-2013,44.58333,56,31,5.87426,45.0,27.576082401280004,27.09134657782,27.7071149580026,35.57,27.36833847694,4.13636,18,GM
08-15-2013,44.58333,56,31,5.87426,45.0,27.060569700140004,26.47580902422,27.06826391956,34.55,26.5835280961,4.13636,18,GM
08-16-2013,44.58333,56,31,5.87426,45.0,26.614304973780005,26.29884197756,26.86051999522,34.38,26.452726365960004,4.13636,18,GM
08-19-2013,44.58333,56,31,5.87426,45.0,26.591222315520003,26.48350324364,26.79896623986,34.49,26.537362779580004,4.22727,18,GM
08-20-2013,44.58333,56,31,5.87426,45.0,26.591222315520003,26.1988171251,26.86051999522,34.79,26.76818936218,4.22727,18,GM
08-21-2013,44.58333,56,31,5.87426,45.0,26.760495142760004,26.46042058538,26.891296872900003,34.53,26.56813965726,4.22727,18,GM
08-22-2013,44.58333,56,31,5.87426,45.0,26.66816450972,26.6604702903,26.9682390671,34.99,26.92207375058,4.22727,18,GM
08-23-2013,44.58333,56,31,5.87426,45.0,27.03748704188,26.82204889812,27.09904079724,35.06,26.975933286520004,4.22727,18,GM
08-26-2013,44.58333,56,31,5.87426,45.0,26.95285062826,26.814354678700003,27.329867379840003,34.92,26.86821421464,4.22727,18,GM
08-27-2013,44.58333,56,31,5.87426,45.0,26.49889168248,25.86796569004,26.628923990678004,33.69,25.92182522598,4.22727,18,GM
08-28-2013,44.58333,56,31,5.87426,45.0,25.82949459294,25.775635057,26.28345353872,33.92,26.09879227264,4.22727,18,GM
08-29-2013,44.58333,56,31,5.87426,45.0,26.02185007844,26.014155859020004,26.69124716798,34.45,26.506585901900003,4.22727,18,GM
08-30-2013,44.58333,56,31,5.87426,45.0,26.545056999,26.0834038338,26.575756934485803,34.08,26.22189978336,4.22727,18,GM
09-03-2013,44.58333,56,31,5.87426,45.0,26.68355294856,26.12956915032,26.752800923340004,34.14,26.26806509988,4.22727,18,GM
09-04-2013,44.58333,56,31,5.87426,45.0,26.314230416400004,26.291147758140003,27.6222477178,35.85,27.583776620700004,4.22727,18,GM
09-05-2013,44.69444,56,31,5.88109,45.0,27.70688413142,27.59916505954,28.30703324618,36.33,27.95309915286,4.22727,18,GM
09-06-2013,44.69444,56,31,5.88109,45.0,28.0069586888,27.39911535462,28.172384406330004,36.15,27.8146032033,4.22727,18,GM
09-09-2013,44.69444,56,31,5.88109,45.0,27.960793372280005,27.8915453975,28.237785271400003,36.48,28.06851244416,4.22727,18,GM
09-10-2013,45.5,56,34,4.99411,45.0,28.42244653748,28.249326600530004,28.676355778340003,37.0,28.468611854,4.22727,17,GM
09-11-2013,45.5,56,34,4.99411,45.0,28.106983541260004,27.714578350840004,28.160843077200003,36.35,27.9684875917,4.22727,17,GM
09-12-2013,45.5,56,34,4.99411,45.0,27.98387603054,27.60685927896,28.13006619952,36.37,27.98387603054,4.22727,17,GM
09-13-2013,45.5,56,34,4.99411,45.0,28.07620666358,27.69149569258,28.1223719801,36.06,27.74535522852,4.22727,17,GM
09-16-2013,45.5,56,34,4.99411,45.0,28.06081822474,27.8146032033,28.17623151604,36.22,27.86846273924,4.22727,17,GM
09-17-2013,45.5,56,34,4.99411,45.0,27.945404933440003,27.945404933440003,28.45322341516,36.71,28.245479490820003,4.22727,17,GM
09-18-2013,45.5,56,34,4.99411,45.0,28.28395058792,28.245479490820003,29.03028987166,37.58,28.91487658036,4.22727,17,GM
09-19-2013,45.5,56,34,4.99411,45.0,29.114926285280003,28.59171936472,29.145703162960004,37.23,28.64557890066,4.22727,17,GM
09-20-2013,45.5,56,34,4.99411,45.0,28.96104189688,28.33781012386,28.99181877456,36.83,28.33781012386,4.22727,17,GM
09-23-2013,45.5,56,34,4.99411,45.0,28.5840251453,28.1223719801,28.853322825,37.13,28.56863670646,4.22727,17,GM
09-24-2013,45.5,56,34,4.99411,45.0,28.59171936472,28.51477717052,29.21495113774,37.44,28.80715750848,4.22727,17,GM
09-25-2013,45.5,56,34,4.99411,45.0,28.87640548326,28.59171936472,29.068760968760003,37.18,28.60710780356,4.22727,17,GM
09-26-2013,45.5,56,34,4.99411,45.0,28.61480202298,28.28395058792,28.7379095337,36.95,28.4301407569,4.22727,17,GM
09-27-2013,45.5,56,34,4.99411,45.0,28.291644807340003,27.82229742272,28.3916696598,36.37,27.98387603054,4.22727,17,GM
09-30-2013,45.5,56,34,4.99411,45.0,27.47605754882,27.40680957404,27.94155782373,35.97,27.67610725374,4.22727,17,GM
10-01-2013,45.5,56,34,4.99411,45.0,27.72996678968,27.17598299144,28.01465290822,35.91,27.62994193722,4.22727,17,GM
10-02-2013,45.5,56,34,4.99411,45.0,27.499140207080004,27.10673501666,27.699189912,35.94,27.65302459548,4.22727,17,GM
10-03-2013,45.5,56,34,4.99411,45.0,27.51452864592,27.032870510228,27.65302459548,35.29,27.15290033318,4.22727,17,GM
10-04-2013,45.5,56,34,4.99411,45.0,27.26831362448,27.029792822460003,27.54145841389,35.7,27.4683633294,4.22727,17,GM
10-07-2013,45.79412,56,34,5.39351,45.0,27.10673501666,26.945156408840003,27.329867379840003,35.18,27.06826391956,4.22727,17,GM
10-08-2013,45.79412,56,34,5.39351,45.0,27.1221234555,26.291147758140003,27.137511894340005,34.21,26.32192463582,4.22727,17,GM
10-09-2013,45.79412,56,34,5.39351,45.0,26.41425526886,26.09879227264,26.46042058538,34.16,26.28345353872,4.22727,17,GM
10-10-2013,46.02941,56,34,5.48385,45.0,26.72971826508,26.62969341262,26.84513155638,34.85,26.814354678700003,4.22727,17,GM
10-11-2013,46.02941,56,34,5.48385,45.0,26.76818936218,26.66816450972,27.329867379840003,35.35,27.199065649700003,4.22727,17,GM
10-14-2013,46.02941,56,34,5.48385,45.0,26.79896623986,26.78357780102,27.272160734190003,35.33,27.18367721086,4.22727,17,GM
10-15-2013,46.08824,56,34,5.47786,46.0,27.14520611376,26.55275121842,27.22214830796,34.7,26.6989413874,4.22727,17,GM
10-16-2013,46.14706,56,34,5.50338,46.0,26.945156408840003,26.760495142760004,27.09134657782,35.13,27.029792822460003,4.22727,17,GM
10-17-2013,46.14706,56,34,5.50338,46.0,27.05287548072,26.898991092320003,27.53761130418,35.66,27.43758645172,4.22727,17,GM
10-18-2013,46.14706,56,34,5.50338,46.0,27.86076851982,27.45297489056,27.9300164946,35.89,27.61455349838,4.22727,17,GM
10-21-2013,46.26471,56,34,5.5839,46.0,27.89923961692,27.191371430280004,27.90308672663,35.5,27.314478941,4.22727,17,GM
10-22-2013,46.26471,56,34,5.5839,46.0,27.40680957404,27.21445408854,27.799214764460004,35.41,27.24523096622,4.22727,17,GM
10-23-2013,46.26471,56,34,5.5839,46.0,27.22214830796,26.56813965726,27.22984252738,35.05,26.9682390671,4.22727,17,GM
10-24-2013,46.26471,56,34,5.5839,46.0,27.30678472158,27.0067101642,27.7205798419876,35.63,27.414503793460003,4.22727,17,GM
10-25-2013,46.26471,56,34,5.5839,46.0,27.44528067114,27.17598299144,27.52222286534,35.59,27.38372691578,4.22727,17,GM
10-28-2013,46.26471,56,34,5.5839,46.0,27.26831362448,27.26061940506,27.67610725374,35.8,27.5453055236,4.22727,17,GM
10-29-2013,46.26471,56,34,5.5839,46.0,27.56069396244,27.31832605071,27.83768586156,36.06,27.74535522852,4.22727,17,GM
10-30-2013,47.03125,56,38,4.81037,46.0,28.622496242400004,28.29933902676,28.8917939221,37.23,28.64557890066,4.19048,16,GM
10-31-2013,47.96875,56,39,4.84919,48.5,28.60710780356,28.4301407569,29.230339576580004,36.95,28.4301407569,4.19048,16,GM
11-01-2013,48.15625,56,39,4.78839,48.5,28.59941358414,28.5070829511,29.39961240382,37.39,28.768686411380003,4.19048,16,GM
11-04-2013,48.15625,56,39,4.78839,48.5,28.853322825,28.78407485022,29.0841494076,37.47,28.83024016674,4.19048,16,GM
11-05-2013,48.15625,56,39,4.78839,48.5,28.684049997760003,28.52247138994,28.86101704442,37.09,28.537859828780004,4.19048,16,GM
11-06-2013,48.15625,56,39,4.78839,48.5,28.65327312008,28.13776041894,28.7763806308,36.59,28.153148857780003,4.19048,16,GM
11-07-2013,48.15625,56,39,4.78839,48.5,28.16853729662,27.62994193722,28.2762563685,35.92,27.637636156640003,4.19048,16,GM
11-08-2013,48.15625,56,39,4.78839,48.5,27.8146032033,27.70688413142,28.291644807340003,36.66,28.20700839372,4.19048,16,GM
11-11-2013,48.15625,56,39,4.78839,48.5,28.22239683256,28.083900883,28.537859828780004,36.68,28.22239683256,4.19048,16,GM
11-12-2013,48.25,56,39,4.63006,48.5,28.21470261314,27.98387603054,28.3147274656,36.66,28.20700839372,4.19048,16,GM
11-13-2013,48.25,56,39,4.63006,48.5,28.083900883,28.06851244416,29.64198031555,38.44,29.57657945048,4.19048,16,GM
11-14-2013,48.25,56,39,4.63006,48.5,29.7766291554,29.3534470873,29.8535713496,38.5,29.622744767,4.19048,16,GM
11-15-2013,48.25,56,39,4.63006,48.5,29.63043898642,29.3919181844,30.06516238365,38.77,29.830488691340005,4.19048,16,GM
11-18-2013,48.25,56,39,4.63006,48.5,29.86126556902,29.64582742526,30.14595168756,38.57,29.67660430294,4.19048,16,GM
11-19-2013,48.25,56,39,4.63006,48.5,29.67660430294,29.15339738238,29.80355892337,38.01,29.24572801542,4.19048,16,GM
11-20-2013,48.25,56,39,4.63006,48.5,29.32267020962,28.930265019200004,29.78432337482,37.69,28.99951299398,4.19048,16,GM
11-21-2013,48.25,56,39,4.63006,48.5,29.892042446700003,29.26881067368,30.007455738,38.12,29.33036442904,4.19048,16,GM
11-22-2013,48.25,56,39,4.63006,48.5,29.3919181844,28.91487658036,29.622744767,37.63,28.95334767746,4.19048,16,GM
11-25-2013,48.125,56,39,4.5535,48.5,29.0456783105,28.768686411380003,29.134161833830003,37.55,28.8917939221,4.19048,16,GM
