 Date,EXC Price Target,EXC Price Target - High,EXC Price Target - Low,EXC Price Target - StdDev,EXC Price Target - Median,EXC Open,EXC Low,EXC High,EXC Close,EXC Adj. Close,EXC Rating,EXC Price Target - #,Ticker
02-05-2013,33.55556,42.0,28,3.60512,33.5,15.298495584204,15.194322948903,15.353062202694998,30.85,15.303456185885,3.36364,18,EXC
02-06-2013,33.66667,42.0,28,3.52373,33.5,15.243928965713,15.119913923688,15.3778652111,30.98,15.367944007738,3.36364,18,EXC
02-07-2013,33.66667,42.0,28,3.52373,33.5,15.67550131196,15.536604464892,16.17156148006,31.37,15.561407473297,3.36364,18,EXC
02-08-2013,33.44444,42.0,28,3.28248,32.5,15.546525668254,15.288574380842,15.546525668254,31.08,15.417550024547998,3.36364,18,EXC
02-11-2013,33.44444,42.0,28,3.28248,32.5,15.402668219505,15.333219795971,15.640777100193,31.42,15.586210481702,3.36364,18,EXC
02-12-2013,33.44444,42.0,28,3.28248,32.5,15.591171083383,15.57628927834,15.8516026716355,31.95,15.849122370795,3.36364,18,EXC
02-13-2013,33.44444,42.0,28,3.28248,32.5,15.8739253792,15.635816498512,15.8739253792,31.59,15.670540710279,3.36364,18,EXC
02-14-2013,33.44444,42.0,28,3.28248,32.5,15.612529695455,15.471285484963,15.703329545057,30.71,15.491463229319,3.36364,18,EXC
02-15-2013,33.44444,42.0,28,3.28248,32.5,15.531818718030998,15.420841124072998,15.577218642831998,30.62,15.446063304518,3.36364,18,EXC
02-19-2013,33.44444,42.0,28,3.28248,32.5,15.425885560161998,15.208974808334998,15.511640973674998,30.59,15.430929996251,3.36364,18,EXC
02-20-2013,33.31579,42.0,28,3.24123,32.0,15.395618943627998,15.249330297047,15.444852639856638,30.29,15.279596913580995,3.34783,19,EXC
02-21-2013,33.31579,42.0,28,3.24123,32.0,15.229152552691,15.198885936156998,15.274552477492,30.2,15.234196988779996,3.34783,19,EXC
02-22-2013,33.31579,42.0,28,3.24123,32.0,15.239241424868998,15.239241424868998,15.493985447363498,30.49,15.380485635360998,3.34783,19,EXC
02-25-2013,33.31579,42.0,28,3.24123,32.0,15.446063304518,15.299774657936998,15.612529695455,30.35,15.309863530115,3.34783,19,EXC
02-26-2013,33.31579,42.0,28,3.24123,32.0,15.355263454916,15.350219018826998,15.627663003722,30.6,15.43597443234,3.34783,19,EXC
02-27-2013,33.31579,42.0,28,3.24123,32.0,15.43597443234,15.3325634925155,15.551996462386995,30.79,15.531818718030998,3.34783,19,EXC
02-28-2013,33.31579,42.0,28,3.24123,32.0,15.531818718030998,15.471285484963,15.683151800700998,30.99,15.632707439810998,3.34783,19,EXC
03-01-2013,33.31579,42.0,28,3.24123,32.0,15.617574131543998,15.456152176696,15.668018492433998,30.91,15.592351951099,3.34783,19,EXC
03-04-2013,33.42105,42.0,29,3.09611,32.0,15.557040898475998,15.526774281941998,15.844573755548998,31.34,15.809262702926,3.34783,19,EXC
03-05-2013,33.42105,42.0,29,3.09611,32.0,15.814307139015,15.794129394659,15.980773529951998,31.44,15.859707063816,3.34783,19,EXC
03-06-2013,33.42105,42.0,29,3.09611,32.0,15.905106988617,15.879884808172,16.0993177780435,31.81,16.046351199108997,3.34783,19,EXC
03-07-2013,33.42105,42.0,29,3.09611,32.0,16.016084582574997,16.016084582574997,16.111928868266,31.82,16.051395635198,3.34783,19,EXC
03-08-2013,33.42105,42.0,29,3.09611,32.0,16.106884432176997,16.021129018664,16.232995334402,32.13,16.207773153957,3.34783,19,EXC
03-11-2013,33.42105,42.0,29,3.09611,32.0,16.147239920888996,16.147239920888996,16.374239544894,32.41,16.349017364448997,3.34783,19,EXC
03-12-2013,33.42105,42.0,29,3.09611,32.0,16.338928492271,16.1421954848,16.374239544894,32.07,16.177506537423,3.34783,19,EXC
03-13-2013,33.4,42.0,29,3.01911,32.5,16.182550973511997,16.1421954848,16.260739732891498,32.2,16.24308420658,3.33333,20,EXC
03-14-2013,33.4,42.0,29,3.01911,32.5,16.253173078758,16.236122884777178,16.394417289249997,32.48,16.384328417072,3.33333,20,EXC
03-15-2013,33.4,42.0,29,3.01911,32.5,16.343972928359996,16.273350823113997,16.868594281615998,33.39,16.843372101171,3.33333,20,EXC
03-18-2013,33.4,42.0,29,3.01911,32.5,16.737438943302,16.712216762857,16.898860898149998,33.4,16.848416537259997,3.33333,20,EXC
03-19-2013,33.4,42.0,29,3.01911,32.5,16.898860898149998,16.772749995924997,17.024971800375,33.47,16.883727589882998,3.33333,20,EXC
03-20-2013,33.4,42.0,29,3.01911,32.5,16.924083078594997,16.8711164996605,17.019927364285998,33.69,16.994705183840995,3.33333,20,EXC
03-21-2013,33.4,42.0,29,3.01911,32.5,16.994705183840995,16.919038642506,17.040105108642,33.7,16.99974961993,3.33333,20,EXC
03-22-2013,33.4,42.0,29,3.01911,32.5,16.99974961993,16.959394131217998,17.120816086065997,33.85,17.075416161265,3.33333,20,EXC
03-25-2013,33.45,42.0,29,3.00375,33.0,17.125860522155,16.868594281615998,17.211615935667997,33.51,16.903905334239,3.33333,20,EXC
03-26-2013,33.45,42.0,29,3.00375,33.0,16.989660747751998,16.944260822951,17.093071687576497,33.77,17.035060672553,3.33333,20,EXC
03-27-2013,33.45,42.0,29,3.00375,33.0,16.954349695128997,16.934171950773,17.186393755222998,34.03,17.166216010867,3.33333,20,EXC
03-28-2013,33.45,42.0,29,3.00375,33.0,17.1510827026,17.125860522155,17.433571123584,34.48,17.393215634871996,3.33333,20,EXC
04-01-2013,33.6,42.0,29,2.95212,33.0,17.362949018338,17.297371349181,17.423482251405996,34.36,17.332682401803996,3.33333,20,EXC
04-02-2013,33.75,42.0,29,2.977,33.0,17.357904582248995,17.342771273982,17.509237664919,34.69,17.499148792740996,3.33333,20,EXC
04-03-2013,33.75,42.0,29,2.977,33.0,17.514282101007996,17.367993454426998,17.559682025809,34.5,17.40330450705,3.33333,20,EXC
04-04-2013,33.75,42.0,29,2.977,33.0,17.423482251405996,17.40330450705,17.554637589719995,34.72,17.514282101007996,3.33333,20,EXC
