 Date,GOOGL Price Target,GOOGL Price Target - High,GOOGL Price Target - Low,GOOGL Price Target - StdDev,GOOGL Price Target - Median,GOOGL Open,GOOGL Low,GOOGL High,GOOGL Close,GOOGL Adj. Close,GOOGL Rating,GOOGL Price Target - #,Ticker
06-23-2015,32.23056,35.75,28.0,2.1349,32.5,27.9895,27.8575,28.245,28.1695,28.1695,4.4081600000000005,36,GOOGL
06-24-2015,32.35556,35.75,28.0,2.1759,32.5,28.124,27.8405,28.132,27.9285,27.9285,4.4081600000000005,36,GOOGL
06-25-2015,32.28514,35.75,28.0,2.18749,32.5,28.015,27.87275,28.157,27.8975,27.8975,4.38,37,GOOGL
06-26-2015,32.28514,35.75,28.0,2.18749,32.5,27.9855,27.5925,28.0,27.653,27.653,4.38,37,GOOGL
06-29-2015,32.28514,35.75,28.0,2.18749,32.5,27.3375,27.012,27.545,27.0625,27.0625,4.38,37,GOOGL
06-30-2015,32.28514,35.75,28.0,2.18749,32.5,27.2545,26.977,27.295,27.002,27.002,4.38,37,GOOGL
07-01-2015,32.28514,35.75,28.0,2.18749,32.5,27.183,26.988,27.2905,27.165,27.165,4.38,37,GOOGL
07-02-2015,32.28514,35.75,28.0,2.18749,32.5,27.237,27.1785,27.4,27.367,27.367,4.38,37,GOOGL
07-06-2015,32.28514,35.75,28.0,2.18749,32.5,27.1125,27.10475,27.429,27.281,27.281,4.38,37,GOOGL
07-07-2015,32.28514,35.75,28.0,2.18749,32.5,27.3715,26.9925,27.55,27.5015,27.5015,4.38,37,GOOGL
07-08-2015,32.28514,35.75,28.0,2.18749,32.5,27.28,27.06,27.414,27.085,27.085,4.38,37,GOOGL
07-09-2015,32.21757,35.75,28.0,2.1407,32.5,27.4325,27.231,27.444,27.2325,27.2325,4.38,37,GOOGL
07-10-2015,32.23108,35.75,28.0,2.15658,32.5,27.6855,27.6,27.9645,27.8055,27.8055,4.38,37,GOOGL
07-13-2015,32.13649,35.75,28.0,2.2398,32.5,27.9755,27.935,28.6425,28.5865,28.5865,4.34,37,GOOGL
07-14-2015,32.20658,35.75,28.0,2.28983,32.5,28.725,28.7085,29.485435,29.209,29.209,4.34,38,GOOGL
07-15-2015,32.33158,37.25,28.0,2.36964,32.5,29.187,29.0105,29.4345,29.198,29.198,4.34,38,GOOGL
07-16-2015,32.52895,37.25,28.0,2.21046,32.5,29.475,29.396,30.225,30.089,30.089,4.36,38,GOOGL
07-17-2015,36.07125,40.25,28.0,3.19642,37.125,34.0,33.9,35.15,34.981,34.981,4.35294,40,GOOGL
07-20-2015,36.07125,40.25,28.0,3.19642,37.125,34.449,34.0885,34.89,34.642,34.642,4.35294,40,GOOGL
07-21-2015,36.2275,40.25,28.0,3.2317,37.35,34.244,34.2075,35.28,34.7675,34.7675,4.35294,40,GOOGL
07-22-2015,36.2275,40.25,28.0,3.2317,37.35,34.701,34.581,35.6665,34.755,34.755,4.35294,40,GOOGL
07-23-2015,36.415,40.25,28.0,3.0789,37.475,34.5925,33.5795,34.8035,33.7365,33.7365,4.35294,40,GOOGL
07-24-2015,36.415,40.25,28.0,3.0789,37.475,33.8385,32.659,33.8895,32.7385,32.7385,4.35294,40,GOOGL
07-27-2015,36.415,40.25,28.0,3.0789,37.475,32.5785,32.5775,33.3535,32.9135,32.9135,4.35294,40,GOOGL
07-28-2015,36.415,40.25,28.0,3.0789,37.475,33.088,32.6705,33.205,32.983,32.983,4.35294,40,GOOGL
07-29-2015,36.47692,40.25,28.0,3.09343,37.5,33.113,32.642,33.1665,33.0715,33.0715,4.35294,39,GOOGL
07-30-2015,36.47692,40.25,28.0,3.09343,37.5,32.872,32.5845,33.4025,33.228,33.228,4.35294,39,GOOGL
07-31-2015,36.47692,40.25,28.0,3.09343,37.5,33.235,32.86,33.249995,32.875,32.875,4.35294,39,GOOGL
08-03-2015,36.47692,40.25,28.0,3.09343,37.5,32.883,32.883,33.3335,33.236,33.236,4.35294,39,GOOGL
08-04-2015,36.47692,40.25,28.0,3.09343,37.5,33.217,33.0255,33.4,33.064,33.064,4.35294,39,GOOGL
08-05-2015,36.47692,40.25,28.0,3.09343,37.5,33.2875,33.279135,33.9955,33.6645,33.6645,4.35294,39,GOOGL
08-06-2015,36.47692,40.25,28.0,3.09343,37.5,33.6995,33.0365,33.7375,33.5075,33.5075,4.35294,39,GOOGL
08-07-2015,36.47692,40.25,28.0,3.09343,37.5,33.389,32.9435,33.43975,33.2195,33.2195,4.35294,39,GOOGL
08-10-2015,36.86829,42.5,28.0,3.0873,37.5,33.3545,33.0115,33.581,33.157,33.157,4.40385,41,GOOGL
08-11-2015,37.32976,42.5,28.0,3.15802,37.5,34.979,34.216,35.2,34.515,34.515,4.46154,42,GOOGL
08-12-2015,37.40119,42.5,28.0,3.16106,37.5,34.7245,34.0255,34.8,34.5735,34.5735,4.46154,42,GOOGL
08-13-2015,37.40119,42.5,28.0,3.16106,37.5,34.46,34.109,34.7015,34.3255,34.3255,4.46154,42,GOOGL
08-14-2015,37.40119,42.5,28.0,3.16106,37.5,34.202,34.145,34.613,34.4685,34.4685,4.46154,42,GOOGL
08-17-2015,37.57791,45.0,28.0,3.32739,37.5,34.402,34.153,34.737,34.7055,34.7055,4.5,43,GOOGL
08-18-2015,37.57791,45.0,28.0,3.32739,37.5,34.5535,34.266,34.78784,34.4365,34.4365,4.5,43,GOOGL
08-19-2015,37.88605,45.0,29.0,3.02602,37.5,34.5055,34.34,35.01,34.702,34.702,4.53846,43,GOOGL
08-20-2015,37.88605,45.0,29.0,3.02602,37.5,34.455,33.764005,34.808,33.974,33.974,4.53846,43,GOOGL
08-21-2015,37.88605,45.0,29.0,3.02602,37.5,33.552,32.1552,33.6445,32.2015,32.2015,4.53846,43,GOOGL
08-24-2015,37.88605,45.0,29.0,3.02602,37.5,30.03,29.6545,32.2165,30.9055,30.9055,4.53846,43,GOOGL
08-25-2015,37.88605,45.0,29.0,3.02602,37.5,32.3234,30.5835,32.35,30.6235,30.6235,4.53846,43,GOOGL
08-26-2015,38.04884,45.0,29.0,2.94602,37.5,32.155,31.5185,33.124,32.987,32.987,4.55769,43,GOOGL
08-27-2015,38.04884,45.0,29.0,2.94602,37.5,33.5995,32.555,33.698995,33.398,33.398,4.55769,43,GOOGL
08-28-2015,38.04884,45.0,29.0,2.94602,37.5,33.288,32.6875,33.35,32.9845,32.9845,4.55769,43,GOOGL
08-31-2015,38.04884,45.0,29.0,2.94602,37.5,32.717,32.3175,33.2205,32.391,32.391,4.55769,43,GOOGL
09-01-2015,38.04884,45.0,29.0,2.94602,37.5,31.6905,31.253,32.222,31.478,31.478,4.55769,43,GOOGL
09-02-2015,38.04884,45.0,29.0,2.94602,37.5,31.9,31.532,32.25285,32.2455,32.2455,4.55769,43,GOOGL
09-03-2015,38.04884,45.0,29.0,2.94602,37.5,32.3965,31.690365,32.5625,31.8525,31.8525,4.55769,43,GOOGL
09-04-2015,38.04884,45.0,29.0,2.94602,37.5,31.485,31.325,31.725,31.448,31.448,4.55769,43,GOOGL
09-08-2015,38.04884,45.0,29.0,2.94602,37.5,32.05,31.645,32.252,32.194,32.194,4.55769,43,GOOGL
09-09-2015,38.05455,45.0,29.0,2.91259,37.75,32.594,32.045,32.868,32.1705,32.1705,4.55769,44,GOOGL
09-10-2015,38.05455,45.0,29.0,2.91259,37.75,32.195,32.085,32.745,32.554,32.554,4.55769,44,GOOGL
09-11-2015,38.05455,45.0,29.0,2.91259,37.75,32.5105,32.3705,32.7655,32.765,32.765,4.55769,44,GOOGL
09-14-2015,38.05455,45.0,29.0,2.91259,37.75,32.7815,32.47505,32.796,32.6235,32.6235,4.55769,44,GOOGL
09-15-2015,38.05455,45.0,29.0,2.91259,37.75,32.8355,32.667,33.4425,33.2535,33.2535,4.55769,44,GOOGL
09-16-2015,38.05455,45.0,29.0,2.91259,37.75,33.2775,33.11,33.403495,33.276,33.276,4.55769,44,GOOGL
09-17-2015,38.05455,45.0,29.0,2.91259,37.75,33.3745,33.25,34.0995,33.5835,33.5835,4.55769,44,GOOGL
09-18-2015,38.05455,45.0,29.0,2.91259,37.75,33.253,33.0015,33.492,33.046,33.046,4.55769,44,GOOGL
09-21-2015,38.15,45.0,29.0,2.94882,38.0,33.2755,32.9,33.45,33.349,33.349,4.55769,45,GOOGL
09-22-2015,38.15,45.0,29.0,2.94882,38.0,32.8735,32.2515,32.941,32.66,32.66,4.55769,45,GOOGL
09-23-2015,38.15,45.0,29.0,2.94882,38.0,32.645,32.536505,33.014,32.6645,32.6645,4.55769,45,GOOGL
09-24-2015,38.15,45.0,29.0,2.94882,38.0,32.4485,32.10825,32.838495,32.7455,32.7455,4.55769,45,GOOGL
09-25-2015,38.20667,45.0,29.0,2.94106,38.3,32.929,31.98275,32.929,32.0075,32.0075,4.55769,45,GOOGL
09-28-2015,38.20667,45.0,29.0,2.94106,38.3,31.9525,30.892,32.1425,31.2125,31.2125,4.55769,45,GOOGL
09-29-2015,38.20667,45.0,29.0,2.94106,38.3,31.275,30.9015,31.734,31.1305,31.1305,4.55769,45,GOOGL
09-30-2015,38.20667,45.0,29.0,2.94106,38.3,31.5915,31.4575,31.9655,31.9185,31.9185,4.55769,45,GOOGL
10-01-2015,38.20667,45.0,29.0,2.94106,38.3,31.897,31.55575,32.192,32.1,32.1,4.55769,45,GOOGL
10-02-2015,38.20667,45.0,29.0,2.94106,38.3,31.9005,31.675,32.912775,32.8495,32.8495,4.59615,45,GOOGL
10-05-2015,38.20667,45.0,29.0,2.94106,38.3,33.08,32.7935,33.6514,33.584,33.584,4.59615,45,GOOGL
10-06-2015,38.1875,45.0,29.0,2.97151,38.15,33.4675,33.154115,33.94,33.582,33.582,4.58824,44,GOOGL
10-07-2015,38.20667,45.0,29.0,2.94106,38.3,33.87,32.9055,33.937,33.5,33.5,4.59615,45,GOOGL
10-08-2015,38.20667,45.0,29.0,2.94106,38.3,33.4725,32.7245,33.5945,33.35,33.35,4.59615,45,GOOGL
10-09-2015,38.27889,45.0,29.0,2.96265,38.5,33.3745,33.118,33.70425,33.562,33.562,4.59615,45,GOOGL
10-12-2015,38.27889,45.0,29.0,2.96265,38.5,33.4595,33.362,33.899,33.8215,33.8215,4.59615,45,GOOGL
10-13-2015,38.27889,45.0,29.0,2.96265,38.5,33.713,33.6554,34.423,34.1585,34.1585,4.59615,45,GOOGL
10-14-2015,38.27889,45.0,29.0,2.96265,38.5,34.1865,33.945,34.502,34.0205,34.0205,4.59615,45,GOOGL
10-15-2015,38.33444,45.0,29.0,2.84681,38.5,34.2625,34.2195,34.708,34.651,34.651,4.59615,45,GOOGL
10-16-2015,38.33444,45.0,29.0,2.84681,38.5,34.77,34.455,34.811,34.766,34.766,4.59615,45,GOOGL
10-19-2015,38.33444,45.0,29.0,2.84681,38.5,34.7,34.6105,35.011985,34.9975,34.9975,4.59615,45,GOOGL
10-20-2015,38.46778,45.0,33.5,2.5293,38.5,34.8945,33.684,34.9,34.0,34.0,4.59615,45,GOOGL
10-21-2015,38.43295,45.0,33.5,2.54719,38.4,34.1605,33.535,34.245,33.59,33.59,4.59615,44,GOOGL
10-22-2015,38.5125,45.0,33.5,2.44448,38.4,33.772,33.585,34.402495,34.057,34.057,4.59615,44,GOOGL
10-23-2015,40.98111,46.5,33.5,2.993,41.25,37.503,35.897,37.625,35.9665,35.9665,4.59615,45,GOOGL
10-26-2015,41.06444,46.5,33.5,3.01663,41.5,36.001,36.001,36.7475,36.556,36.556,4.59615,45,GOOGL
10-27-2015,41.06444,46.5,33.5,3.01663,41.5,36.3285,36.20675,36.79821,36.641,36.641,4.59615,45,GOOGL
10-28-2015,41.06444,46.5,33.5,3.01663,41.5,36.65,36.3635,36.8685,36.846,36.846,4.59615,45,GOOGL
10-29-2015,41.06444,46.5,33.5,3.01663,41.5,36.8315,36.758,37.3395,37.2425,37.2425,4.59615,45,GOOGL
10-30-2015,41.06444,46.5,33.5,3.01663,41.5,37.278,36.8265,37.3155,36.8695,36.8695,4.59615,45,GOOGL
11-02-2015,41.06444,46.5,33.5,3.01663,41.5,36.894,36.5725,37.409,37.387,37.387,4.59615,45,GOOGL
11-03-2015,41.06444,46.5,33.5,3.01663,41.5,37.2715,37.058,37.5849,37.441,37.441,4.59615,45,GOOGL
11-04-2015,41.06444,46.5,33.5,3.01663,41.5,37.495,37.46,37.995,37.7655,37.7655,4.59615,45,GOOGL
11-05-2015,41.06444,46.5,33.5,3.01663,41.5,37.9405,37.8735,38.3175,38.0335,38.0335,4.59615,45,GOOGL
11-06-2015,41.06444,46.5,33.5,3.01663,41.5,37.9695,37.7515,38.1511,38.08,38.08,4.59615,45,GOOGL
11-09-2015,41.06444,46.5,33.5,3.01663,41.5,37.926,37.4555,38.165,37.7385,37.7385,4.59615,45,GOOGL
11-10-2015,41.06444,46.5,33.5,3.01663,41.5,37.674,37.4205,38.03,37.913,37.913,4.59615,45,GOOGL
11-11-2015,41.21444,47.0,33.5,3.13779,42.0,38.119,37.9875,38.454,38.2625,38.2625,4.59615,45,GOOGL
11-12-2015,41.24222,47.0,33.5,3.13245,42.0,38.009,37.793,38.28995,37.8265,37.8265,4.59615,45,GOOGL
11-13-2015,41.24222,47.0,33.5,3.13245,42.0,37.702,36.9735,37.7665,37.0035,37.0035,4.59615,45,GOOGL
11-16-2015,41.32,47.0,33.5,3.16871,42.0,37.0105,36.7165,37.5855,37.521,37.521,4.59615,45,GOOGL
11-17-2015,41.32,47.0,33.5,3.16871,42.0,37.6235,37.2025,37.7475,37.299,37.299,4.59615,45,GOOGL
11-18-2015,41.32,47.0,33.5,3.16871,42.0,37.4785,37.3695,38.055,38.0005,38.0005,4.59615,45,GOOGL
11-19-2015,41.32,47.0,33.5,3.16871,42.0,37.989,37.8615,38.1615,37.997,37.997,4.59615,45,GOOGL
11-20-2015,41.32,47.0,33.5,3.16871,42.0,38.465,38.205,38.9659,38.85,38.85,4.59615,45,GOOGL
11-23-2015,41.32,47.0,33.5,3.16871,42.0,38.8735,38.6755,39.145,38.835,38.835,4.59615,45,GOOGL
11-24-2015,41.32,47.0,33.5,3.16871,42.0,38.648,37.9055,38.7995,38.4815,38.4815,4.59615,45,GOOGL
11-25-2015,41.32,47.0,33.5,3.16871,42.0,38.5845,38.3265,38.65,38.463,38.463,4.59615,45,GOOGL
11-27-2015,41.32,47.0,33.5,3.16871,42.0,38.458,38.350005,38.7,38.5985,38.5985,4.59615,45,GOOGL
11-30-2015,41.32,47.0,33.5,3.16871,42.0,38.5935,38.056,38.7515,38.1425,38.1425,4.59615,45,GOOGL
12-01-2015,41.32,47.0,33.5,3.16871,42.0,38.347,38.2975,39.25,39.1895,39.1895,4.59615,45,GOOGL
12-02-2015,41.40333,47.0,33.5,3.23413,42.5,39.2625,38.8215,39.652375,38.8925,38.8925,4.59615,45,GOOGL
12-03-2015,41.40333,47.0,33.5,3.23413,42.5,39.028,38.1225,39.224,38.41,38.41,4.59615,45,GOOGL
12-04-2015,41.40333,47.0,33.5,3.23413,42.5,38.4855,38.2755,39.121,38.9605,38.9605,4.59615,45,GOOGL
12-07-2015,41.40333,47.0,33.5,3.23413,42.5,39.003,38.336,39.05,38.6495,38.6495,4.59615,45,GOOGL
12-08-2015,41.40333,47.0,33.5,3.23413,42.5,38.225,38.126,38.9325,38.757,38.757,4.59615,45,GOOGL
12-09-2015,41.43111,47.0,33.5,3.25944,42.5,38.555,37.60033,38.80463,38.1275,38.1275,4.59615,45,GOOGL
12-10-2015,41.43111,47.0,33.5,3.25944,42.5,38.1795,37.75,38.303275,38.002,38.002,4.59615,45,GOOGL
12-11-2015,41.43111,47.0,33.5,3.25944,42.5,37.45,37.4325,37.872,37.521,37.521,4.59615,45,GOOGL
12-14-2015,41.43111,47.0,33.5,3.25944,42.5,37.563,36.813,38.2075,38.127,38.127,4.59615,45,GOOGL
12-15-2015,41.43111,47.0,33.5,3.25944,42.5,38.3895,37.9,38.7375,38.0045,38.0045,4.59615,45,GOOGL
12-16-2015,41.45889,47.0,33.5,3.27372,42.5,38.3285,37.85225,39.075,38.8295,38.8295,4.59615,45,GOOGL
12-17-2015,41.52,47.0,33.5,3.31795,42.5,39.058,38.465,39.0795,38.4915,38.4915,4.59615,45,GOOGL
12-18-2015,41.55333,47.0,33.5,3.3201,42.5,38.3615,37.8295,38.707,37.8425,37.8425,4.59615,45,GOOGL
12-21-2015,41.55333,47.0,33.5,3.3201,42.5,38.1525,37.7075,38.3175,38.04,38.04,4.62745,45,GOOGL
12-22-2015,41.55333,47.0,33.5,3.3201,42.5,38.2135,38.06,38.517,38.3565,38.3565,4.62745,45,GOOGL
12-23-2015,41.55333,47.0,33.5,3.3201,42.5,38.5345,37.8825,38.595,38.4255,38.4255,4.62745,45,GOOGL
12-24-2015,41.55333,47.0,33.5,3.3201,42.5,38.426,38.2195,38.46,38.292,38.292,4.62745,45,GOOGL
12-28-2015,41.69778,47.0,33.5,3.28178,42.5,38.5,38.3865,39.14075,39.112,39.112,4.62745,45,GOOGL
12-29-2015,41.69778,47.0,33.5,3.28178,42.5,39.3495,39.3101,39.9345,39.698,39.698,4.62745,45,GOOGL
12-30-2015,41.69778,47.0,33.5,3.28178,42.5,39.698,39.36,39.82275,39.515,39.515,4.62745,45,GOOGL
12-31-2015,41.69778,47.0,33.5,3.28178,42.5,39.391,38.866,39.4165,38.9005,38.9005,4.62745,45,GOOGL
01-04-2016,41.69778,47.0,33.5,3.28178,42.5,38.11,37.377,38.11,37.972,37.972,4.62745,45,GOOGL
01-05-2016,41.69778,47.0,33.5,3.28178,42.5,38.205,37.7825,38.46,38.0765,38.0765,4.62745,45,GOOGL
01-06-2016,41.69778,47.0,33.5,3.28178,42.5,37.5185,37.4,38.2865,37.9665,37.9665,4.62745,45,GOOGL
01-07-2016,41.76444,47.0,33.5,3.29737,42.5,37.3245,36.764,37.7655,37.05,37.05,4.62745,45,GOOGL
01-08-2016,41.76444,47.0,33.5,3.29737,42.5,37.39,36.446005,37.506,36.5455,36.5455,4.62745,45,GOOGL
01-11-2016,41.78667,47.0,33.5,3.31568,42.5,36.5975,35.978,36.754,36.6535,36.6535,4.62745,45,GOOGL
01-12-2016,41.84222,47.0,33.5,3.34795,42.5,37.0375,36.8215,37.417,37.267,37.267,4.62745,45,GOOGL
01-13-2016,41.84222,47.0,33.5,3.34795,42.5,37.467,35.839,37.65,35.9785,35.9785,4.62745,45,GOOGL
01-14-2016,41.84222,47.0,33.5,3.34795,42.5,36.222,35.25,36.9945,36.5695,36.5695,4.62745,45,GOOGL
01-15-2016,41.84222,47.0,33.5,3.34795,42.5,35.4995,35.0755,36.2079,35.5245,35.5245,4.62745,45,GOOGL
01-19-2016,41.84222,47.0,33.5,3.34795,42.5,36.0075,35.4925,36.2675,35.954,35.954,4.62745,45,GOOGL
01-20-2016,41.84222,47.0,33.5,3.34795,42.5,35.295,34.389,36.3475,35.928,35.928,4.62745,45,GOOGL
01-21-2016,42.07159,47.0,33.5,3.27517,42.5,36.0085,35.5555,36.8835,36.3335,36.3335,4.62,44,GOOGL
01-22-2016,42.07159,47.0,33.5,3.27517,42.5,37.1,37.025,37.428,37.273,37.273,4.62,44,GOOGL
01-25-2016,42.17209,47.0,33.5,3.24527,42.5,37.192,36.62505,37.623,36.681,36.681,4.62,43,GOOGL
01-26-2016,42.17209,47.0,33.5,3.24527,42.5,36.7605,36.3485,36.973,36.6895,36.6895,4.62,43,GOOGL
01-27-2016,42.17209,47.0,33.5,3.24527,42.5,36.7945,35.6725,36.7945,35.879,35.879,4.62,43,GOOGL
01-28-2016,42.17209,47.0,33.5,3.24527,42.5,36.9095,36.53,37.558,37.415,37.415,4.62,43,GOOGL
01-29-2016,42.24186,47.0,33.5,3.16457,42.5,37.448,37.21,38.25525,38.0675,38.0675,4.62,43,GOOGL
02-01-2016,42.27273,47.0,33.5,3.176,42.575,38.563,38.069,38.8795,38.5385,38.5385,4.62,44,GOOGL
02-02-2016,44.69667,54.0,33.5,4.23531,45.5,40.025,39.03,40.5175,39.0455,39.0455,4.60784,45,GOOGL
02-03-2016,44.71413,54.0,33.5,4.19066,45.5,39.314,36.813,39.5715,37.469,37.469,4.60784,46,GOOGL
02-04-2016,44.71413,54.0,33.5,4.19066,45.5,37.2295,36.130005,37.262,36.5015,36.5015,4.60784,46,GOOGL
02-05-2016,44.71413,54.0,33.5,4.19066,45.5,36.275,35.007,36.336,35.188,35.188,4.60784,46,GOOGL
02-08-2016,44.71413,54.0,33.5,4.19066,45.5,34.384,34.1005,35.226,35.208,35.208,4.60784,46,GOOGL
02-09-2016,44.71413,54.0,33.5,4.19066,45.5,34.6475,34.425,36.048,35.051,35.051,4.60784,46,GOOGL
02-10-2016,44.71413,54.0,33.5,4.19066,45.5,35.5895,35.2695,36.161,35.3425,35.3425,4.60784,46,GOOGL
02-11-2016,44.71413,54.0,33.5,4.19066,45.5,34.817,34.5595,35.61575,35.318,35.318,4.60784,46,GOOGL
02-12-2016,44.71413,54.0,33.5,4.19066,45.5,35.6105,35.079,35.8,35.3445,35.3445,4.60784,46,GOOGL
02-16-2016,44.76304,54.0,33.5,4.16298,45.5,35.9325,35.509,36.143945,35.882,35.882,4.60784,46,GOOGL
02-17-2016,44.76304,54.0,33.5,4.16298,45.5,36.35,35.8305,36.688,36.5985,36.5985,4.60784,46,GOOGL
02-18-2016,44.76304,54.0,33.5,4.16298,45.5,36.698,35.7775,36.8,35.8755,35.8755,4.60784,46,GOOGL
02-19-2016,44.77391,54.0,33.5,4.16945,45.5,35.795,35.656,36.2015,36.1055,36.1055,4.60784,46,GOOGL
02-22-2016,44.77391,54.0,33.5,4.16945,45.5,36.4755,36.1725,36.74225,36.4525,36.4525,4.60784,46,GOOGL
02-23-2016,44.77391,54.0,33.5,4.16945,45.5,36.305,35.7835,36.545,35.8645,35.8645,4.60784,46,GOOGL
02-24-2016,44.77391,54.0,33.5,4.16945,45.5,35.5305,35.101,36.061,36.045,36.045,4.60784,46,GOOGL
02-25-2016,44.77391,54.0,33.5,4.16945,45.5,36.1465,35.6615,36.4755,36.456,36.456,4.60784,46,GOOGL
02-26-2016,44.77391,54.0,33.5,4.16945,45.5,36.68,36.09696,36.808,36.243,36.243,4.60784,46,GOOGL
02-29-2016,44.77391,54.0,33.5,4.16945,45.5,36.05,35.842,36.53,35.861,35.861,4.60784,46,GOOGL
03-01-2016,44.77391,54.0,33.5,4.16945,45.5,36.065,35.932,37.1165,37.1085,37.1085,4.60784,46,GOOGL
03-02-2016,44.77391,54.0,33.5,4.16945,45.5,37.1435,36.6625,37.15605,36.974,36.974,4.60784,46,GOOGL
03-03-2016,44.77391,54.0,33.5,4.16945,45.5,36.974,36.4815,37.05,36.5795,36.5795,4.60784,46,GOOGL
03-04-2016,44.93556,54.0,33.5,4.07047,45.5,36.74,36.281,36.75,36.511,36.511,4.60784,45,GOOGL
03-07-2016,45.08636,54.0,33.5,3.99022,45.5,36.2575,35.257,36.3605,35.64,35.64,4.60784,44,GOOGL
03-08-2016,45.08636,54.0,33.5,3.99022,45.5,35.4195,35.2,36.1125,35.6765,35.6765,4.60784,44,GOOGL
03-09-2016,45.08636,54.0,33.5,3.99022,45.5,35.75825,35.633,36.312,36.2705,36.2705,4.60784,44,GOOGL
03-10-2016,45.08636,54.0,33.5,3.99022,45.5,36.3895,36.1645,36.827,36.6085,36.6085,4.60784,44,GOOGL
03-11-2016,45.08636,54.0,33.5,3.99022,45.5,36.9975,36.835,37.245,37.2435,37.2435,4.60784,44,GOOGL
03-14-2016,45.08636,54.0,33.5,3.99022,45.5,37.2485,37.183125,37.713,37.512,37.512,4.60784,44,GOOGL
03-15-2016,45.08636,54.0,33.5,3.99022,45.5,37.301,37.142,37.6505,37.5285,37.5285,4.60784,44,GOOGL
03-16-2016,45.08636,54.0,33.5,3.99022,45.5,37.4525,37.325,37.95,37.868,37.868,4.60784,44,GOOGL
03-17-2016,45.08636,54.0,33.5,3.99022,45.5,37.8825,37.868,38.267,37.924,37.924,4.60784,44,GOOGL
03-18-2016,45.08636,54.0,33.5,3.99022,45.5,38.0815,37.591,38.107,37.7705,37.7705,4.60784,44,GOOGL
03-21-2016,45.08636,54.0,33.5,3.99022,45.5,37.6955,37.5635,38.167,38.108,38.108,4.60784,44,GOOGL
03-22-2016,45.08636,54.0,33.5,3.99022,45.5,37.922,37.89375,38.25,38.0025,38.0025,4.57692,44,GOOGL
03-23-2016,45.08636,54.0,33.5,3.99022,45.5,38.1675,37.8015,38.2695,37.878,37.878,4.57692,44,GOOGL
03-24-2016,45.08636,54.0,33.5,3.99022,45.5,37.56,37.525,37.87775,37.742,37.742,4.57692,44,GOOGL
03-28-2016,45.08636,54.0,33.5,3.99022,45.5,37.8085,37.602,37.915,37.664,37.664,4.57692,44,GOOGL
03-29-2016,45.08636,54.0,33.5,3.99022,45.5,37.684,37.4145,38.359,38.2945,38.2945,4.57692,44,GOOGL
03-30-2016,45.08636,54.0,33.5,3.99022,45.5,38.4105,38.379,38.8655,38.417,38.417,4.57692,44,GOOGL
03-31-2016,45.08636,54.0,33.5,3.99022,45.5,38.417,37.9125,38.45421,38.145,38.145,4.57692,44,GOOGL
04-01-2016,45.08636,54.0,33.5,3.99022,45.5,37.858,37.76,38.502,38.4835,38.4835,4.57692,44,GOOGL
04-04-2016,45.05909,54.0,33.5,3.98662,45.5,38.4755,38.08925,38.622,38.256,38.256,4.57692,44,GOOGL
04-05-2016,45.05909,54.0,33.5,3.98662,45.5,37.9065,37.78,38.1435,37.9285,37.9285,4.57692,44,GOOGL
04-06-2016,45.05909,54.0,33.5,3.98662,45.5,37.892,37.815,38.421,38.4035,38.4035,4.57692,44,GOOGL
04-07-2016,45.08182,54.0,33.5,3.98336,45.5,38.266,37.875,38.468,38.006,38.006,4.57692,44,GOOGL
04-08-2016,45.03605,54.0,33.5,4.01796,45.5,38.2935,37.7885,38.3565,37.9735,37.9735,4.56863,43,GOOGL
04-11-2016,45.23372,54.0,33.5,3.97419,45.5,38.2725,37.867,38.361,37.877,37.877,4.60784,43,GOOGL
04-12-2016,45.23372,54.0,33.5,3.97419,45.5,37.9215,37.57825,38.246,38.216,38.216,4.60784,43,GOOGL
04-13-2016,45.23372,54.0,33.5,3.97419,45.5,38.5155,38.22954,38.7875,38.5955,38.5955,4.60784,43,GOOGL
04-14-2016,45.24535,54.0,33.5,3.96396,45.5,38.768,38.661,38.9805,38.7695,38.7695,4.60784,43,GOOGL
04-15-2016,45.24535,54.0,33.5,3.96396,45.5,38.775,38.746505,39.0465,39.0,39.0,4.60784,43,GOOGL
04-18-2016,45.23372,54.0,33.5,3.961,45.5,39.0095,38.8805,39.4275,39.384,39.384,4.60784,43,GOOGL
04-19-2016,45.23372,54.0,33.5,3.961,45.5,39.525,38.5135,39.5475,38.8125,38.8125,4.60784,43,GOOGL
04-20-2016,45.23372,54.0,33.5,3.961,45.5,38.958,38.5635,38.983,38.746,38.746,4.60784,43,GOOGL
04-21-2016,45.23372,54.0,33.5,3.961,45.5,38.8655,38.5775,39.083995,39.0,39.0,4.60784,43,GOOGL
04-22-2016,44.53372,55.0,33.5,3.8789,45.0,37.1955,36.5185,37.696,36.8885,36.8885,4.60784,43,GOOGL
04-25-2016,44.53372,55.0,33.5,3.8789,45.0,36.7675,36.755,37.244,37.1105,37.1105,4.56863,43,GOOGL
04-26-2016,44.53372,55.0,33.5,3.8789,45.0,37.221,36.016,37.2795,36.2685,36.2685,4.56863,43,GOOGL
04-27-2016,44.53372,55.0,33.5,3.8789,45.0,36.266,35.454,36.3575,36.073,36.073,4.56863,43,GOOGL
04-28-2016,44.53372,55.0,33.5,3.8789,45.0,36.1645,35.16,36.463,35.253,35.253,4.56863,43,GOOGL
