 Date,NVDA Price Target,NVDA Price Target - High,NVDA Price Target - Low,NVDA Price Target - StdDev,NVDA Price Target - Median,NVDA Open,NVDA Low,NVDA High,NVDA Close,NVDA Adj. Close,NVDA Rating,NVDA Price Target - #,Ticker
02-05-2013,3.86473,5.25,3.0,0.60287,3.75,2.821949024999,2.812711875981,2.8889183553795,3.11,2.872753344598,3.36842,28,NVDA
02-06-2013,3.86473,5.25,3.0,0.60287,3.75,2.803474726963,2.7873097161815004,2.872753344598,3.085,2.849660472053,3.36842,28,NVDA
02-07-2013,3.83795,5.25,3.0,0.56745,3.75,2.8404233230350004,2.8104025887265003,2.8635161955800004,3.0725,2.8381140357805,3.36842,28,NVDA
02-08-2013,3.83795,5.25,3.0,0.56745,3.75,2.8565883338165,2.8381140357805,2.879658113488955,3.0925,2.8565883338165,3.36842,28,NVDA
02-11-2013,3.86435,5.25,3.0,0.56072,3.75,2.8796812063615005,2.8519697593075,2.9177844460607503,3.1275,2.8889183553795,3.37838,27,NVDA
02-12-2013,3.84583,5.25,3.0,0.56418,3.75,2.86236155195275,2.858897621071,2.90161943527925,3.1075,2.8704440573435,3.37838,27,NVDA
02-13-2013,3.84583,5.25,3.0,0.56418,3.75,2.872753344598,2.8473511847985,2.92471230782425,3.0925,2.8565883338165,3.37838,27,NVDA
02-14-2013,3.61202,4.75,2.625,0.52601,3.5,2.81733045049,2.7826911416725,2.942031962233,3.1825,2.9397226749785004,3.35135,26,NVDA
02-15-2013,3.60962,4.75,2.625,0.52523,3.5,2.932794813215,2.8750626318525,2.9535783985055,3.18275,2.93995360370395,3.35135,26,NVDA
02-19-2013,3.60962,4.75,2.625,0.52523,3.5,2.942031962233,2.881990493616,2.9443412494875,3.13875,2.89931014802475,3.35135,26,NVDA
02-20-2013,3.60962,4.75,2.625,0.52523,3.5,2.90970194067,2.849660472053,2.9558876857600005,3.095,2.858897621071,3.35135,26,NVDA
02-21-2013,3.60962,4.75,2.625,0.52523,3.5,2.854279046562,2.831186174017,2.8866090681250003,3.0725,2.8381140357805,3.35135,26,NVDA
02-22-2013,3.60962,4.75,2.625,0.52523,3.5,2.8565883338165,2.8404233230350004,2.8935369298885,3.13,2.891227642634,3.35135,26,NVDA
02-25-2013,3.60962,4.75,2.625,0.52523,3.5,2.8981555043975,2.835804748526,2.9212483769425,3.075,2.8404233230350004,3.35135,26,NVDA
02-26-2013,3.60481,4.75,2.625,0.52678,3.5,2.8462319597250003,2.83672903016151,2.8892158709535,3.0925,2.874113415657,3.35135,26,NVDA
02-27-2013,3.60481,4.75,2.625,0.52678,3.5,2.874113415657,2.867143051674,2.948463964809,3.15,2.92755287286,3.35135,26,NVDA
02-28-2013,3.60481,4.75,2.625,0.52678,3.5,2.918259054216,2.906641780911,2.985639239385,3.165,2.941493600826,3.35135,26,NVDA
03-01-2013,3.60481,4.75,2.625,0.52678,3.5,2.920582508877,2.8938627802755,2.9624046927750003,3.1775,2.953110874131,3.35135,26,NVDA
03-04-2013,3.60481,4.75,2.625,0.52678,3.5,2.932199782182,2.908965235572,2.9682133294275004,3.16375,2.9403318734955,3.35135,26,NVDA
03-05-2013,3.60481,4.75,2.625,0.52678,3.5,2.957757783453,2.9426553281565,2.978668875402,3.2,2.9740219660800005,3.35135,26,NVDA
03-06-2013,3.60481,4.75,2.625,0.52678,3.5,2.9926096033680003,2.957757783453,3.0204910593000003,3.1975,2.971698511419,3.35135,26,NVDA
03-07-2013,3.60481,4.75,2.625,0.52678,3.5,2.987962694046,2.94779016295731,3.018167604639,3.19,2.964728147436,3.35135,26,NVDA
03-08-2013,3.60481,4.75,2.625,0.52678,3.5,2.971698511419,2.957757783453,2.9926096033680003,3.205,2.978668875402,3.35135,26,NVDA
03-11-2013,3.60481,4.75,2.625,0.52678,3.5,2.948463964809,2.925229418199,2.9624046927750003,3.17375,2.9496256921395,3.32432,26,NVDA
03-12-2013,3.60481,4.75,2.625,0.52678,3.5,2.946140510148,2.918259054216,2.969375056758,3.185,2.9600812381140003,3.32432,26,NVDA
03-13-2013,3.60481,4.75,2.625,0.52678,3.5,2.9600812381140003,2.932199782182,3.0103143278848203,3.185,2.9600812381140003,3.32432,26,NVDA
03-14-2013,3.60481,4.75,2.625,0.52678,3.5,2.978668875402,2.943817055487,2.987962694046,3.1875,2.9624046927750003,3.32432,26,NVDA
03-15-2013,3.60481,4.75,2.625,0.52678,3.5,2.9624046927750003,2.925229418199,2.9624046927750003,3.16,2.9368466915040004,3.32432,26,NVDA
03-18-2013,3.60481,4.75,2.625,0.52678,3.5,2.918259054216,2.895024507606,2.943817055487,3.1375,2.9159355995550005,3.32432,26,NVDA
03-19-2013,3.60481,4.75,2.625,0.52678,3.5,2.918259054216,2.8764368703180003,2.932199782182,3.1175,2.897347962267,3.32432,26,NVDA
03-20-2013,3.60481,4.75,2.625,0.52678,3.5,2.925229418199,2.8985096895975,2.941493600826,3.155,2.932199782182,3.32432,26,NVDA
03-21-2013,3.60481,4.75,2.625,0.52678,3.5,2.9159355995550005,2.8810837796400004,2.920582508877,3.105,2.885730688962,3.32432,26,NVDA
03-22-2013,3.60481,4.75,2.625,0.52678,3.5,2.895024507606,2.883407234301,2.911288690233,3.12,2.899671416928,3.32432,26,NVDA
03-25-2013,3.60481,4.75,2.625,0.52678,3.5,2.9159355995550005,2.862496142352,2.918259054216,3.1025,2.883407234301,3.32432,26,NVDA
03-26-2013,3.60481,4.75,2.625,0.52678,3.5,2.890377598284,2.8787603249790004,2.906641780911,3.125,2.9043183262500003,3.32432,26,NVDA
