 Date,ORCL Price Target,ORCL Price Target - High,ORCL Price Target - Low,ORCL Price Target - StdDev,ORCL Price Target - Median,ORCL Open,ORCL Low,ORCL High,ORCL Close,ORCL Adj. Close,ORCL Rating,ORCL Price Target - #,Ticker
02-28-2013,37.55,44.0,30,2.90431,38.0,29.8276862153,29.41508421578,29.960922277645,34.24,29.43227596576,4.0,40,ORCL
03-01-2013,37.55,44.0,30,2.90431,38.0,29.32912546588,29.225974966,29.93943259017,34.63,29.76751509037,4.0,40,ORCL
03-04-2013,37.55,44.0,30,2.90431,38.0,29.68155634047,29.5698959243499,30.15432946492,35.05,30.12854183995,4.0,40,ORCL
03-05-2013,37.55,44.0,30,2.90431,38.0,30.27467171478,30.26607583979,30.67008196432,35.46,30.48097271454,4.0,40,ORCL
03-06-2013,37.55,44.0,30,2.90431,38.0,30.5153562145,30.498164464519995,30.88497883907,35.86,30.82480771414,4.0,40,ORCL
03-07-2013,37.55,44.0,30,2.90431,38.0,30.89357471406,30.73884896424,31.05689633887,35.94,30.89357471406,4.0,40,ORCL
03-08-2013,37.55,44.0,30,2.90431,38.0,30.89357471406,30.66148608933,31.022512838910004,35.71,30.69586958929,4.0,40,ORCL
03-11-2013,37.625,44.0,30,2.90205,38.0,30.6872737143,30.63569846436,30.927958214019995,35.88,30.84199946412,4.0,40,ORCL
03-12-2013,37.625,44.0,30,2.90205,38.0,30.81621183915,30.22309646484,30.81621183915,35.43,30.45518508957,4.0,40,ORCL
03-13-2013,37.8,44.0,30,2.94915,38.0,30.79042421418,30.38641808965,30.81621183915,35.575,30.579825276925,4.04348,40,ORCL
03-14-2013,37.875,44.0,30,2.91494,38.0,30.7732324642,30.61850671438,31.224515901175003,36.3,31.2030262137,4.04348,40,ORCL
03-15-2013,37.875,44.0,30,2.91494,38.0,31.03970458889,31.0311087139,31.31477258857,36.34,31.237409713660004,4.04348,40,ORCL
03-18-2013,38.0,44.0,30,2.89612,38.0,31.0311087139,30.945149964,31.301878776085,36.04,30.97953346396,4.04348,40,ORCL
03-19-2013,38.05,44.0,30,2.89569,38.0,31.09987571382,30.43799333959,31.142855088769995,35.69,30.67867783931,4.04348,40,ORCL
03-20-2013,38.23077,44.0,30,2.70054,38.0,30.927958214019995,30.4293974646,31.00532108893,35.765,30.743146901735,4.06667,39,ORCL
03-21-2013,37.86842,44.0,29,2.82769,38.0,28.17727821722,27.66152571782,28.31481221706,32.3,27.7646762177,3.97727,38,ORCL
03-22-2013,37.86842,44.0,29,2.82769,38.0,27.8506349676,27.19734846836,27.9365937175,31.98,27.48960821802,3.97727,38,ORCL
03-25-2013,37.73684,44.0,29,2.86939,38.0,27.54977934295,26.78474646884,27.6787174678,31.25,26.86210934375,4.0,38,ORCL
03-26-2013,37.68421,44.0,29,2.91868,38.0,26.99964334359,26.99964334359,27.32628659321,31.535,27.107091780965,4.0,38,ORCL
03-27-2013,37.57895,44.0,29,2.97694,38.0,26.99964334359,26.89649284371,27.597056655395,31.95,27.46382059305,3.97727,38,ORCL
03-28-2013,37.57895,44.0,29,2.97694,38.0,27.41224534311,27.32628659321,27.84203909261,32.33,27.79046384267,3.97727,38,ORCL
04-01-2013,37.57895,44.0,29,2.97694,38.0,27.81625146764,27.54118346796,27.90221021754,32.41,27.85923084259,3.97727,38,ORCL
04-02-2013,37.57895,44.0,29,2.97694,38.0,28.06553184235,27.96238134247,28.31481221706,32.745,28.147192654755,3.97727,38,ORCL
04-03-2013,37.57895,44.0,29,2.97694,38.0,28.30621634207,27.6787174678,28.31481221706,32.4,27.8506349676,3.97727,38,ORCL
04-04-2013,37.57895,44.0,29,2.97694,38.0,27.81625146764,27.704505092769995,27.94518959249,32.365,27.820549405135,3.97727,38,ORCL
04-05-2013,37.57895,44.0,29,2.97694,38.0,27.30909484323,27.22313609333,27.60995046788,32.03,27.53258759297,3.97727,38,ORCL
04-08-2013,37.57895,44.0,29,2.97694,38.0,27.56697109293,27.4208412181,27.81625146764,32.36,27.81625146764,3.97727,38,ORCL
04-09-2013,37.57895,44.0,29,2.97694,38.0,27.9365937175,27.90221021754,28.43515446692,33.04,28.40077096696,3.97727,38,ORCL
04-10-2013,37.57895,44.0,29,2.97694,38.0,28.49532559185,28.49532559185,29.18299559105,33.73,28.993886341269995,3.97727,38,ORCL
04-11-2013,37.57895,44.0,29,2.97694,38.0,28.89933171638,28.84775646644,29.152910028585,33.615,28.895033778885,3.97727,38,ORCL
04-12-2013,37.57895,44.0,29,2.97694,38.0,28.91652346636,28.383579216980003,28.942397050079897,33.46,28.76179771654,3.97727,38,ORCL
04-15-2013,37.57895,44.0,29,2.97694,38.0,28.70162659161,28.1944699672,28.7961812165,32.8,28.1944699672,3.97727,38,ORCL
04-16-2013,37.56757,44.0,29,3.01609,38.0,28.32340809205,28.28902459209,28.78758534151,33.415,28.723116279085,3.95349,37,ORCL
04-17-2013,37.56757,44.0,29,3.01609,38.0,28.4523462169,27.89361434255,28.47813384187,32.485,27.923699905015,3.95349,37,ORCL
04-18-2013,37.56757,44.0,29,3.01609,38.0,28.06553184235,27.4208412181,28.1944699672,32.12,27.60995046788,3.95349,37,ORCL
04-19-2013,37.56757,44.0,29,3.01609,38.0,27.29190309325,27.22313609333,27.90221021754,32.37,27.82484734263,3.95349,37,ORCL
04-22-2013,37.56757,44.0,29,3.01609,38.0,27.926278667512,27.64433396784,28.07412771734,32.515,27.949487529985,3.95349,37,ORCL
04-23-2013,37.56757,44.0,29,3.01609,38.0,28.12570296728,27.82484734263,28.366387467,32.46,27.90221021754,3.95349,37,ORCL
04-24-2013,37.56757,44.0,29,3.01609,38.0,27.927997842510003,27.88501846756,28.2230942309167,32.51,27.94518959249,3.95349,37,ORCL
04-25-2013,37.56757,44.0,29,3.01609,38.0,27.98816896744,27.68731334279,28.001062779925,32.27,27.738888592730003,3.95349,37,ORCL
04-26-2013,37.56757,44.0,29,3.01609,38.0,27.6787174678,27.65292984283,27.96238134247,32.359,27.815391880141,3.95349,37,ORCL
04-29-2013,37.56757,44.0,29,3.01609,38.0,27.84203909261,27.62714221786,27.9365937175,32.24,27.713100967760003,3.95349,37,ORCL
04-30-2013,37.56757,44.0,29,3.01609,38.0,27.6959951765299,27.6959951765299,28.25464109213,32.78,28.17727821722,3.95349,37,ORCL
05-01-2013,37.56757,44.0,29,3.01609,38.0,28.15149059225,28.12570296728,28.89933171638,33.16,28.50392146684,3.95349,37,ORCL
05-02-2013,37.56757,44.0,29,3.01609,38.0,28.46094209189,28.349195717019995,29.03686571622,33.69,28.95950284131,3.95349,37,ORCL
05-03-2013,37.55405,44.0,29,3.01524,37.5,29.16580384107,28.60707196672,29.18299559105,33.38,28.69303071662,3.95349,37,ORCL
05-06-2013,37.55405,44.0,29,3.01524,37.5,28.74460596656,28.43515446692,28.80477709149,33.51,28.80477709149,3.95349,37,ORCL
05-07-2013,37.55405,44.0,29,3.01524,37.5,28.82196884147,28.52970909181,29.041163653715,33.26,28.58988021674,3.95349,37,ORCL
05-08-2013,37.55405,44.0,29,3.01524,37.5,28.44375034191,28.44375034191,28.85635234143,33.46,28.76179771654,3.95349,37,ORCL
05-09-2013,37.55405,44.0,29,3.01524,37.5,28.6242637167,28.60707196672,29.225974966,33.7,28.9680987163,3.95349,37,ORCL
05-10-2013,37.55405,44.0,29,3.01524,37.5,29.07984509117,28.92511934135,29.25176259097,34.02,29.243166715980003,3.95349,37,ORCL
05-13-2013,37.55405,44.0,29,3.01524,37.5,29.18299559105,28.929417278845,29.225974966,33.78,29.03686571622,3.95349,37,ORCL
05-14-2013,37.55405,44.0,29,3.01524,37.5,28.92511934135,28.83916059145,29.44087184075,33.67,28.94231109133,3.95349,37,ORCL
05-15-2013,37.55405,44.0,29,3.01524,37.5,29.00248221626,28.97669459129,29.307635778405,33.985,29.213081153515,3.95349,37,ORCL
05-16-2013,37.55405,44.0,29,3.01524,37.5,29.303337840910004,29.303337840910004,29.75032334039,34.37,29.54402234063,3.95349,37,ORCL
05-17-2013,37.55405,44.0,29,3.01524,37.5,29.733131590410004,29.60419346556,30.11135008997,35.03,30.11135008997,3.95349,37,ORCL
05-20-2013,37.55405,44.0,29,3.01524,37.5,29.92224084019,29.70734396544,30.11135008997,34.9,29.9996037151,3.95349,37,ORCL
05-21-2013,37.55405,44.0,29,3.01524,37.5,29.9996037151,29.9996037151,30.36063046468,35.1,30.1715212149,3.95349,37,ORCL
05-22-2013,37.55405,44.0,29,3.01524,37.5,30.14573358993,29.15720796608,30.21450058985,34.12,29.32912546588,3.95349,37,ORCL
05-23-2013,37.55405,44.0,29,3.01524,37.5,29.18299559105,29.10563271614,29.57840584059,34.23,29.423680090769995,3.95349,37,ORCL
05-24-2013,37.55405,44.0,29,3.01524,37.5,28.95950284131,28.72741421658,29.34631721586,34.05,29.26895434095,3.95349,37,ORCL
05-28-2013,37.55405,44.0,29,3.01524,37.5,29.80189859033,29.445169778245003,29.89645321522,34.53,29.68155634047,3.95349,37,ORCL
05-29-2013,37.55405,44.0,29,3.01524,37.5,29.5698099656,29.32912546588,29.70734396544,34.4,29.5698099656,3.95349,37,ORCL
05-30-2013,37.55405,44.0,29,3.01524,37.5,29.64717284051,29.518234715660004,29.90504909021,34.34,29.518234715660004,3.95349,37,ORCL
05-31-2013,37.55405,44.0,29,3.01524,37.5,29.32912546588,29.01107809125,29.62138521554,33.78,29.03686571622,3.95349,37,ORCL
06-03-2013,37.55405,44.0,29,3.01524,37.5,29.09703684115,28.993886341269995,29.5698099656,34.39,29.56121409061,3.95349,37,ORCL
06-04-2013,37.55405,44.0,29,3.01524,37.5,29.518234715660004,29.187293528545,29.87066559025,34.16,29.36350896584,3.95349,37,ORCL
06-05-2013,37.63514,44.0,29,3.09238,37.5,29.307635778405,29.225974966,29.746025402895,34.12,29.32912546588,3.95349,37,ORCL
06-06-2013,37.60811,44.0,28,3.1711,37.5,29.208783216019995,28.47813384187,29.208783216019995,33.35,28.66724309165,3.86047,37,ORCL
06-07-2013,37.60811,44.0,28,3.1711,37.5,28.873544091410004,28.64145546668,29.25176259097,33.815,29.066951278685,3.86047,37,ORCL
06-10-2013,37.60811,44.0,28,3.1711,37.5,29.208783216019995,29.0670372374349,29.303337840910004,34.05,29.26895434095,3.86047,37,ORCL
06-11-2013,37.67105,44.0,28,3.15243,37.75,28.93371521634,28.791883279004995,29.35491309085,33.57,28.85635234143,3.88636,38,ORCL
06-12-2013,37.67105,44.0,28,3.15243,37.75,29.07984509117,28.7961812165,29.11422859113,33.52,28.813372966480003,3.88636,38,ORCL
06-13-2013,37.67105,44.0,28,3.15243,37.75,28.77039359153,28.71881834159,29.50104296568,34.25,29.44087184075,3.88636,38,ORCL
06-14-2013,37.55128,44.0,28,3.19815,37.5,29.35491309085,28.9680987163,29.50104296568,33.77,29.028269841230003,3.88636,39,ORCL
06-17-2013,37.55128,44.0,28,3.19815,37.5,29.25176259097,29.225974966,29.76751509037,34.27,29.458063590730003,3.88636,39,ORCL
06-18-2013,37.64474,44.0,28,3.18696,37.75,29.44946771574,29.40648834079,29.733131590410004,34.4,29.5698099656,3.88636,38,ORCL
06-19-2013,37.64474,44.0,28,3.18696,37.75,29.59559759057,29.29474196592,29.733131590410004,34.09,29.303337840910004,3.88636,38,ORCL
06-20-2013,37.40789,43.0,28,3.03674,37.25,29.12282446612,28.39217509197,29.238868778485,33.21,28.54690084179,3.88636,38,ORCL
06-21-2013,36.28947,43.0,28,2.85305,36.5,26.39793209429,25.77043322002,26.50967846916,30.135,25.903669282365,3.88636,38,ORCL
06-24-2013,36.28947,43.0,28,2.85305,36.5,25.89077546988,25.81341259497,26.16584346956,30.17,25.93375484483,3.90909,38,ORCL
06-25-2013,36.28947,43.0,28,2.85305,36.5,26.2174187195,25.69307034511,26.24320634447,29.96,25.75324147004,3.90909,38,ORCL
06-26-2013,36.23684,43.0,28,2.87626,36.5,25.95094659481,25.66728272014,25.98533009477,30.14,25.90796721986,3.90909,38,ORCL
06-27-2013,36.15789,43.0,28,2.8771,36.5,26.05409709469,26.037764932209,26.76755471886,30.45,26.17443934455,3.90909,38,ORCL
06-28-2013,36.15789,43.0,28,2.8771,36.5,26.02830946972,26.00252184475,26.48389084419,30.71,26.39793209429,3.90909,38,ORCL
07-01-2013,36.15789,43.0,28,2.8771,36.5,26.55265784411,25.84779609493,26.63002071902,30.11,25.88217959489,3.90909,38,ORCL
07-02-2013,36.15789,43.0,28,2.8771,36.5,25.86498784491,25.74464559505,26.08848059465,30.1,25.8735837199,3.90909,38,ORCL
07-03-2013,36.15789,43.0,28,2.8771,36.5,25.83060434495,25.82200846996,26.4752949692,30.7,26.3893362193,3.90909,38,ORCL
07-05-2013,36.17949,43.0,28,2.84309,36.5,26.63861659401,26.25180221946,26.8191299688,31.19,26.81053409381,3.90909,39,ORCL
07-08-2013,36.17949,43.0,28,2.84309,36.5,26.94806809365,26.86210934375,27.20594434335,31.645,27.201646405855,3.90909,39,ORCL
07-09-2013,36.17949,43.0,28,2.84309,36.5,27.0770062185,26.84491759377,27.1629649684,31.515,27.089900030985,3.90909,39,ORCL
07-10-2013,36.17949,43.0,28,2.84309,36.5,27.0596994752,26.7922088235,27.1287293208,31.23,26.9475259761,3.90909,39,ORCL
07-11-2013,36.17949,43.0,28,2.84309,36.5,27.2409028199,27.2409028199,27.61193824,31.86,27.4911360102,3.90909,39,ORCL
07-12-2013,36.17949,43.0,28,2.84309,36.5,27.525650933,26.9561547068,27.61193824,31.25,26.9647834375,3.90909,39,ORCL
07-15-2013,36.15,43.0,28,2.81336,36.5,27.1632442436,27.025184552400003,27.6550818935,32.01,27.6205669707,3.86667,40,ORCL
07-16-2013,36.15,43.0,28,2.81336,36.5,27.6033095093,27.4911360102,27.7413692005,32.0,27.61193824,3.86667,40,ORCL
07-17-2013,36.15,43.0,28,2.81336,36.5,27.6723393549,27.6550818935,27.9916023908,32.16,27.7499979312,3.86667,40,ORCL
07-18-2013,36.15,43.0,28,2.81336,36.5,27.5774233172,27.4479923567,28.0088598522,32.01,27.6205669707,3.86667,40,ORCL
07-19-2013,36.15,43.0,28,2.81336,36.5,27.6378244321,27.1891304357,27.6378244321,31.86,27.4911360102,3.86667,40,ORCL
07-22-2013,36.17949,43.0,28,2.84309,36.5,27.4307348953,27.353076319,27.525650933,31.87,27.4997647409,3.90909,39,ORCL
07-23-2013,36.17949,43.0,28,2.84309,36.5,27.4997647409,27.4479923567,27.7758841233,32.07,27.6723393549,3.90909,39,ORCL
07-24-2013,36.17949,43.0,28,2.84309,36.5,27.9398300066,27.870800161,28.095147159200003,32.39,27.9484587373,3.90909,39,ORCL
07-25-2013,36.17949,43.0,28,2.84309,36.5,27.9657161987,27.5860520479,27.9657161987,32.37,27.9312012759,3.90909,39,ORCL
07-26-2013,36.17949,43.0,28,2.84309,36.5,27.9225725452,27.7499979312,28.129662082000003,32.54,28.0778896978,3.90909,39,ORCL
07-29-2013,36.17949,43.0,28,2.84309,36.5,27.9484587373,27.758626661900003,28.095147159200003,32.48,28.0261173136,3.90909,39,ORCL
07-30-2013,36.17949,43.0,28,2.84309,36.5,28.129662082000003,28.034746044300004,28.2245781197,32.55,28.0865184285,3.90909,39,ORCL
07-31-2013,36.17949,43.0,28,2.84309,36.5,28.1124046206,27.5687945865,28.2590930425,32.35,27.9139438145,3.90909,39,ORCL
08-01-2013,36.17949,43.0,28,2.84309,36.5,28.1469195434,27.957087468,28.3281228881,32.75,28.2590930425,3.90909,39,ORCL
08-02-2013,36.17949,43.0,28,2.84309,36.5,28.1469195434,28.02180294825,28.215949389,32.57,28.1037758899,3.90909,39,ORCL
08-05-2013,36.17949,43.0,28,2.84309,36.5,28.121033351300003,28.0865184285,28.388524003,32.78,28.2849792346,3.90909,39,ORCL
08-06-2013,36.17949,43.0,28,2.84309,36.5,28.2590930425,28.215949389,28.660329020050003,33.0,28.47481131,3.90909,39,ORCL
08-07-2013,36.17949,43.0,28,2.84309,36.5,28.2763505039,28.1986919276,28.47481131,32.82,28.3194941574,3.90909,39,ORCL
08-08-2013,36.17949,43.0,28,2.84309,36.5,28.3971527337,28.263407407850003,28.561098617000003,33.02,28.492068771400003,3.90909,39,ORCL
08-09-2013,36.17949,43.0,28,2.84309,36.5,28.3971527337,28.215949389,28.5697273477,32.92,28.4057814644,3.90909,39,ORCL
08-12-2013,36.17949,43.0,28,2.84309,36.5,28.3108654267,28.2590930425,28.768188153800004,33.25,28.6905295775,3.90909,39,ORCL
08-13-2013,36.17949,43.0,28,2.84309,36.5,28.8113318073,28.5697273477,28.8717329222,33.25,28.6905295775,3.90909,39,ORCL
08-14-2013,36.17949,43.0,28,2.84309,36.5,28.6991583082,28.6732721161,29.0356788055,33.57,28.9666489599,3.90909,39,ORCL
08-15-2013,36.21053,43.0,28,2.87373,36.75,28.6819008468,28.0778896978,28.6819008468,32.73,28.2418355811,3.93023,38,ORCL
08-16-2013,36.21053,43.0,28,2.87373,36.75,28.129662082000003,27.870800161,28.3453803495,32.41,27.9657161987,3.93023,38,ORCL
08-19-2013,36.21053,43.0,28,2.87373,36.75,27.957087468,27.6205669707,28.215949389,32.06,27.663710624200004,3.93023,38,ORCL
08-20-2013,36.21053,43.0,28,2.87373,36.75,27.663710624200004,27.61193824,27.97865929475,32.2,27.784512854000003,3.93023,38,ORCL
08-21-2013,36.21053,43.0,28,2.87373,36.75,27.7758841233,27.698225547000003,28.1469195434,32.3,27.870800161,3.93023,38,ORCL
08-22-2013,36.21053,43.0,28,2.87373,36.75,27.9743449294,27.724111739100003,28.0692609671,32.4,27.957087468,3.93023,38,ORCL
08-23-2013,36.21053,43.0,28,2.87373,36.75,27.9398300066,27.4134774339,28.1814344662,31.77,27.4134774339,3.93023,38,ORCL
08-26-2013,36.21053,43.0,28,2.87373,36.75,27.404848703200003,27.404848703200003,28.129662082000003,32.34,27.905315083800005,3.93023,38,ORCL
08-27-2013,36.21053,43.0,28,2.87373,36.75,27.3099326655,27.266789012,27.784512854000003,31.78,27.4221061646,3.93023,38,ORCL
08-28-2013,36.21053,43.0,28,2.87373,36.75,27.4307348953,27.3185613962,27.5342796637,31.66,27.3185613962,3.93023,38,ORCL
08-29-2013,36.21053,43.0,28,2.87373,36.75,27.2409028199,27.2322740892,27.590366413250003,31.7,27.353076319,3.93023,38,ORCL
08-30-2013,36.21053,43.0,28,2.87373,36.75,27.3875912418,27.361705049700003,27.70253991235,31.86,27.4911360102,3.93023,38,ORCL
09-03-2013,36.21053,43.0,28,2.87373,36.75,27.758626661900003,27.456707374707,27.926886910550003,32.02,27.629195701400004,3.93023,38,ORCL
09-04-2013,36.21053,43.0,28,2.87373,36.75,27.6205669707,27.5774233172,28.034746044300004,32.32,27.8880576224,3.93023,38,ORCL
09-05-2013,36.21053,43.0,28,2.87373,36.75,27.9398300066,27.7499979312,28.06494660175,32.26,27.8362852382,3.93023,38,ORCL
09-06-2013,36.21053,43.0,28,2.87373,36.75,27.870800161,27.4825072795,28.0088598522,32.2,27.784512854000003,3.93023,38,ORCL
09-09-2013,36.21053,43.0,28,2.87373,36.75,27.8794288917,27.8276565075,28.3798952723,32.75,28.2590930425,3.93023,38,ORCL
09-10-2013,36.21053,43.0,28,2.87373,36.75,28.302236696,28.2590930425,28.466182579300003,32.86,28.3540090802,3.93023,38,ORCL
09-11-2013,36.21053,43.0,28,2.87373,36.75,28.3626378109,28.2504643118,28.668957750750003,33.02,28.492068771400003,3.93023,38,ORCL
09-12-2013,36.21053,43.0,28,2.87373,36.75,28.4834400407,28.25477867715,28.5697273477,32.79,28.2936079653,3.93023,38,ORCL
09-13-2013,36.21053,43.0,28,2.87373,36.75,28.336751618800005,27.9139438145,28.3626378109,32.46,28.0088598522,3.93023,38,ORCL
09-16-2013,36.21053,43.0,28,2.87373,36.75,28.336751618800005,28.2849792346,28.6042422705,32.97,28.4489251179,3.93023,38,ORCL
09-17-2013,36.21053,43.0,28,2.87373,36.75,28.466182579300003,28.4144101951,28.8458467301,33.26,28.6991583082,3.93023,38,ORCL
09-18-2013,36.13514,43.0,28,2.87498,36.5,28.6560146547,28.5869848091,29.2600258037,33.87,29.2255108809,3.85714,37,ORCL
09-19-2013,36.2973,43.0,28,2.93962,36.0,29.0270500748,28.6905295775,29.33768438,33.89,29.2427683423,3.85714,37,ORCL
09-20-2013,36.2973,43.0,28,2.93962,36.0,29.2859119958,29.0529362669,29.4498578791,34.05,29.3808280335,3.85714,37,ORCL
09-23-2013,36.2973,43.0,28,2.93962,36.0,29.165109766,29.1219661125,29.631061223800003,33.94,29.2859119958,3.85714,37,ORCL
09-24-2013,36.2973,43.0,28,2.93962,36.0,29.1909959581,28.9839064213,29.2427683423,33.64,29.0270500748,3.85714,37,ORCL
09-25-2013,36.2973,43.0,28,2.93962,36.0,29.1305948432,29.078822459000005,29.415342956300005,33.87,29.2255108809,3.85714,37,ORCL
09-26-2013,36.2973,43.0,28,2.93962,36.0,29.3204269186,29.0701937283,29.5620313782,33.81,29.173738496700004,3.85714,37,ORCL
09-27-2013,36.2973,43.0,28,2.93962,36.0,29.0184213441,28.914962863007,29.294540726500003,33.78,29.1478523046,3.85714,37,ORCL
09-30-2013,36.2973,43.0,28,2.93962,36.0,28.897619114300003,28.5093262328,28.932134037100003,33.17,28.6214997319,3.85714,37,ORCL
10-01-2013,36.2973,43.0,28,2.93962,36.0,28.647385924,28.526583694200003,28.9493914985,33.5,28.906247845,3.85714,37,ORCL
10-02-2013,36.2973,43.0,28,2.93962,36.0,28.7423019617,28.6991583082,29.100394285750003,33.68,29.0615649976,3.85714,37,ORCL
10-03-2013,36.2973,43.0,28,2.93962,36.0,28.932134037100003,28.5438411556,29.05725063225,33.24,28.6819008468,3.85714,37,ORCL
10-04-2013,36.2973,43.0,28,2.93962,36.0,28.733860812006,28.629940881402003,29.0066506298415,33.21,28.759840794657,3.85714,37,ORCL
10-07-2013,36.2973,43.0,28,2.93962,36.0,28.456740997062,28.396121037543,28.785820777308,32.84,28.439421008628003,3.85714,37,ORCL
10-08-2013,36.2973,43.0,28,2.93962,36.0,28.430761014411,27.945801338259,28.508700962364003,32.37,28.032401280429,3.85714,37,ORCL
10-09-2013,36.2973,43.0,28,2.93962,36.0,28.101681234165003,27.7119814944,28.1060112312735,32.19,27.876521384523,3.85714,37,ORCL
10-10-2013,36.2973,43.0,28,2.93962,36.0,28.127661216816,28.006421297778004,28.5779809161,32.99,28.569320921883,3.85714,37,ORCL
10-11-2013,36.2973,43.0,28,2.93962,36.0,28.647260869836,28.526020950798,28.907060696346,33.26,28.803140765742,3.85714,37,ORCL
10-14-2013,36.2973,43.0,28,2.93962,36.0,28.586640910317,28.482720979713,28.881080713695003,33.28,28.820460754176,3.85714,37,ORCL
10-15-2013,36.35135,43.0,28,2.89656,36.0,28.699220835138,28.31818108959,28.803140765742,32.75,28.361481060675,3.85714,37,ORCL
10-16-2013,36.39459,43.0,28,2.87298,36.0,28.500040968147,28.482720979713,28.751180800440004,33.02,28.595300904534003,3.85714,37,ORCL
10-17-2013,36.39459,43.0,28,2.87298,36.0,28.248901135854,28.1579711965755,28.621280887185,32.87,28.465400991279,3.85714,37,ORCL
10-18-2013,36.39459,43.0,28,2.87298,36.0,28.361481060675,28.188281176335,28.573650918991497,32.9,28.49138097393,3.85714,37,ORCL
10-21-2013,36.39459,43.0,28,2.87298,36.0,28.777160783091,28.430761014411,28.92438068478,32.95,28.534680945015,3.85714,37,ORCL
10-22-2013,36.39459,43.0,28,2.87298,36.0,28.655920864053,28.448081002845,28.699220835138,32.9,28.49138097393,3.85714,37,ORCL
10-23-2013,36.39459,43.0,28,2.87298,36.0,28.456740997062,28.088691242839506,28.482720979713,32.7,28.31818108959,3.85714,37,ORCL
10-24-2013,36.39459,43.0,28,2.87298,36.0,28.352821066458,28.344161072241,28.794480771525,33.07,28.638600875619,3.85714,37,ORCL
10-25-2013,36.39459,43.0,28,2.87298,36.0,28.759840794657,28.586640910317,29.002320632733003,33.15,28.707880829355,3.85714,37,ORCL
10-28-2013,36.39459,43.0,28,2.87298,36.0,28.785820777308,28.655920864053,28.976340650082,33.14,28.699220835138,3.85714,37,ORCL
10-29-2013,36.39459,43.0,28,2.87298,36.0,28.785820777308,28.785820777308,29.210160493941,33.71,29.192840505507,3.85714,37,ORCL
10-30-2013,36.39459,43.0,28,2.87298,36.0,29.288100441894,28.946030670322497,29.400680366715,33.53,29.036960609601,3.85714,37,ORCL
10-31-2013,36.39459,43.0,28,2.87298,36.0,29.01098062695,28.959020661648,29.366040389847,33.5,29.01098062695,3.85714,37,ORCL
11-01-2013,36.39459,43.0,28,2.87298,36.0,29.18418051129,28.950360667431,29.288100441894,33.53,29.036960609601,3.85714,37,ORCL
11-04-2013,36.39459,43.0,28,2.87298,36.0,29.18418051129,28.976340650082,29.236140476592,33.71,29.192840505507,3.85714,37,ORCL
11-05-2013,36.39459,43.0,28,2.87298,36.0,29.054280598035,28.933040678997,29.175520517073,33.5,29.01098062695,3.85714,37,ORCL
11-06-2013,36.35,43.0,28,2.89995,36.0,29.149540534422,29.114900557554,29.738420141178004,34.07,29.504600297319,3.85366,36,ORCL
11-07-2013,36.40556,43.0,28,2.89271,36.5,29.599860233706,29.392020372498,29.842340071782,34.0,29.4439803378,3.85366,36,ORCL
