 Date,SO Price Target,SO Price Target - High,SO Price Target - Low,SO Price Target - StdDev,SO Price Target - Median,SO Open,SO Low,SO High,SO Close,SO Adj. Close,SO Rating,SO Price Target - #,Ticker
02-05-2013,45.46667,50.0,41.0,2.46622,45.0,28.336905284712,28.104952444728,28.407715332251563,43.63,28.111395579172004,2.90909,15,SO
02-06-2013,45.46667,50.0,41.0,2.46622,45.0,28.053407369176,27.943874083628,28.259587671384,43.83,28.240258268052003,2.90909,15,SO
02-07-2013,45.46667,50.0,41.0,2.46622,45.0,28.266030805828,28.169383789168,28.401336629152,43.83,28.240258268052003,2.90909,15,SO
02-08-2013,45.46667,50.0,41.0,2.46622,45.0,28.278917074716,28.111395579172004,28.278917074716,43.85,28.25314453694,2.90909,15,SO
02-11-2013,45.46667,50.0,41.0,2.46622,45.0,28.25314453694,28.214485730276003,28.504426780256004,44.06,28.388450360264,2.90909,15,SO
02-12-2013,45.46667,50.0,41.0,2.46622,45.0,28.394893494708,28.291803343604,28.459324839148003,44.16,28.452881704704,2.90909,15,SO
02-13-2013,45.53571,50.0,41.0,2.53873,45.0,28.427109166928,28.388450360264,28.536642452476,44.17,28.459324839148003,2.90476,14,SO
02-14-2013,45.53571,50.0,41.0,2.53873,45.0,28.420666032484,28.22092886472,28.491540511368,43.91,28.291803343604,2.90476,14,SO
02-15-2013,45.53571,50.0,41.0,2.53873,45.0,28.375564091376003,28.298246478048004,28.420666032484,44.11,28.420666032484,2.90476,14,SO
02-19-2013,45.53571,50.0,41.0,2.53873,45.0,28.478654242480005,28.44643857026,28.755709023572003,44.48,28.659062006912,2.90476,14,SO
02-20-2013,45.43333,50.0,41.0,2.48238,45.0,28.633289469136,28.607516931360003,28.845912905788005,44.55,28.70416394802,2.90909,15,SO
02-21-2013,45.43333,50.0,41.0,2.48238,45.0,28.691277679132003,28.607516931360003,28.813697233568,44.43,28.626846334692,2.90909,15,SO
02-22-2013,45.43333,50.0,41.0,2.48238,45.0,28.729936485796003,28.678391410244,28.910344250228,44.74,28.826583502456003,2.90909,15,SO
02-25-2013,45.43333,50.0,41.0,2.48238,45.0,28.89101484689601,28.691277679132003,29.148740224656,44.54,28.697720813576,2.90909,15,SO
02-26-2013,45.43333,50.0,41.0,2.48238,45.0,28.787924695792,28.70416394802,29.039206939108,44.71,28.807254099124,2.90909,15,SO
02-27-2013,45.43333,50.0,41.0,2.48238,45.0,28.807254099124,28.755709023572003,29.116524552436,45.07,29.039206939108,2.90909,15,SO
02-28-2013,45.43333,50.0,41.0,2.48238,45.0,29.084308880216003,28.910344250228,29.1551833591,45.01,29.000548132444,2.90909,15,SO
03-01-2013,45.43333,50.0,41.0,2.48238,45.0,28.916787384672,28.787924695792,28.994104998,44.83,28.884571712452,2.90909,15,SO
03-04-2013,45.43333,50.0,41.0,2.48238,45.0,28.794367830236,28.70416394802,29.02632067022,45.03,29.013434401332,2.90909,15,SO
03-05-2013,45.3,50.0,41.0,2.39305,45.0,29.032763804664004,28.968332460224,29.277602913536,45.36,29.226057837984,2.81818,15,SO
03-06-2013,45.3,50.0,41.0,2.39305,45.0,29.342034257976003,29.168069627988004,29.406465602416,45.48,29.303375451312,2.81818,15,SO
03-07-2013,45.3,50.0,41.0,2.39305,45.0,29.296932316868,29.213171569096005,29.422573438526,45.39,29.245387241316003,2.81818,15,SO
03-08-2013,45.3,50.0,41.0,2.39305,45.0,29.25183037576,28.955446191336,29.271159779092,45.32,29.200285300208,2.81818,15,SO
03-11-2013,45.3,50.0,41.0,2.39305,45.0,29.135853955768003,29.077865745772005,29.193842165764003,45.31,29.193842165764003,2.81818,15,SO
03-12-2013,45.3,50.0,41.0,2.39305,45.0,29.193842165764003,29.013434401332,29.200285300208,45.2,29.122967686880003,2.81818,15,SO
03-13-2013,45.34375,50.0,41.0,2.32324,45.0,29.135853955768003,29.045650073552,29.193842165764003,45.29,29.180955896876,2.82609,16,SO
03-14-2013,45.34375,50.0,41.0,2.32324,45.0,29.161626493544,29.077865745772005,29.258273510204,45.37,29.232500972428,2.82609,16,SO
03-15-2013,45.34375,50.0,41.0,2.32324,45.0,29.116524552436,28.936116788004,29.34847739242,45.52,29.329147989088003,2.82609,16,SO
03-18-2013,45.34375,50.0,41.0,2.32324,45.0,29.232500972428,29.129410821324004,29.329147989088003,45.31,29.193842165764003,2.82609,16,SO
03-19-2013,45.34375,50.0,41.0,2.32324,45.0,29.264716644648004,29.1313437616572,29.342034257976003,45.47,29.296932316868,2.82609,16,SO
03-20-2013,45.34375,50.0,41.0,2.32324,45.0,29.380693064640003,29.264716644648004,29.522442022408,45.79,29.503112619076003,2.82609,16,SO
03-21-2013,45.34375,50.0,41.0,2.32324,45.0,29.470896946856005,29.271159779092,29.515998887964003,45.43,29.271159779092,2.82609,16,SO
03-22-2013,45.34375,50.0,41.0,2.32324,45.0,29.25183037576,29.18739903132,29.464453812412,45.66,29.419351871304,2.82609,16,SO
03-25-2013,45.34375,50.0,41.0,2.32324,45.0,29.477340081300003,29.329147989088003,29.593316501292,45.63,29.400022467972004,2.82609,16,SO
03-26-2013,45.34375,50.0,41.0,2.32324,45.0,29.464453812412,29.438681274636,29.754394862392,46.14,29.728622324616,2.82609,16,SO
03-27-2013,45.34375,50.0,41.0,2.32324,45.0,29.625532173512,29.567543963516,29.921916357936,46.36,29.870371282384003,2.82609,16,SO
03-28-2013,45.34375,50.0,41.0,2.32324,45.0,29.89614382016,29.860706580718,30.250516214580003,46.92,30.231186811248005,2.82609,16,SO
04-01-2013,45.23333,50.0,41.0,2.35844,45.0,30.17964173569601,30.005677105708003,30.17964173569601,46.74,30.115210391256003,2.81818,15,SO
04-02-2013,45.16667,50.0,41.0,2.43356,45.0,30.147426063476,30.076551584592004,30.224743676804,46.82,30.166755466808,2.81818,15,SO
04-03-2013,45.16667,50.0,41.0,2.43356,45.0,30.166755466808,30.012120240152,30.21830054236,46.69,30.082994719036,2.81818,15,SO
04-04-2013,45.36667,50.0,41.0,2.45266,45.0,30.1216535257,30.102324122368003,30.47602592012,47.23,30.430923979012,2.81818,15,SO
04-05-2013,45.36667,50.0,41.0,2.45266,45.0,30.340720096796005,30.160312332364004,30.430923979012,47.19,30.405151441236,2.81818,15,SO
04-08-2013,45.36667,50.0,41.0,2.45266,45.0,30.321390693464004,30.17964173569601,30.598445474556005,47.49,30.598445474556005,2.81818,15,SO
04-09-2013,45.5,50.0,41.0,2.42899,46.0,30.604888609000003,30.37937890346,30.649990550108,47.31,30.482469054564003,2.81818,15,SO
04-10-2013,45.5,50.0,41.0,2.42899,46.0,30.559786667892,30.482469054564003,30.695092491216,47.45,30.572672936780005,2.81818,15,SO
04-11-2013,45.5,50.0,41.0,2.42899,46.0,30.611331743444,30.534014130116,30.733751297880005,47.62,30.682206222328,2.81818,15,SO
04-12-2013,45.5,50.0,41.0,2.42899,46.0,30.630661146776003,30.566165370991563,30.859392419538004,47.88,30.849727717872003,2.81818,15,SO
04-15-2013,45.5,50.0,41.0,2.42899,46.0,30.746637566768,30.514684726784,30.991476675640005,47.36,30.514684726784,2.81818,15,SO
04-16-2013,45.5,50.0,41.0,2.42899,46.0,30.656433684552,30.398708306792003,31.049464885636,48.13,31.010806078972003,2.90909,15,SO
04-17-2013,45.96667,50.0,41.0,2.64869,46.0,30.933488465644,30.74670199811244,31.055908020080004,47.96,30.901272793424003,2.90909,15,SO
04-18-2013,45.96667,50.0,41.0,2.64869,46.0,30.9270453312,30.707978760104,31.055908020080004,47.87,30.843284583428,2.90909,15,SO
04-19-2013,45.96667,50.0,41.0,2.64869,46.0,30.920602196756004,30.86261398676,31.255645187844,48.51,31.255645187844,2.90909,15,SO
04-22-2013,46.16667,50.0,41.0,2.44722,46.0,31.229872650068,31.068794288968,31.313633397840004,48.47,31.229872650068,2.90909,15,SO
04-23-2013,46.36667,50.0,41.0,2.54602,46.0,31.262088322288005,31.152555036740004,31.403837280056003,48.65,31.34584907006,2.90909,15,SO
04-24-2013,46.96667,51.0,41.0,2.80753,48.0,30.894829658980004,30.405151441236,31.084902125078,48.03,30.946374734532004,2.90909,15,SO
04-25-2013,47.43333,53.5,41.0,3.17735,48.0,30.933488465644,30.733751297880005,31.055908020080004,48.09,30.985033541196003,2.90909,15,SO
04-26-2013,47.43333,53.5,41.0,3.17735,48.0,30.991476675640005,30.849727717872003,31.152555036740004,47.95,30.894829658980004,2.90909,15,SO
04-29-2013,47.43333,53.5,41.0,3.17735,48.0,30.985033541196003,30.875500255648003,31.0881236923,48.14,31.017249213416,2.90909,15,SO
04-30-2013,47.43333,53.5,41.0,3.17735,48.0,30.991476675640005,30.901272793424003,31.0881236923,48.23,31.075237423412,2.90909,15,SO
05-01-2013,47.43333,53.5,41.0,3.17735,48.0,31.113896230076,30.778853238988003,31.12033936452,47.84,30.823955180096004,2.90909,15,SO
05-02-2013,47.43333,53.5,41.0,3.17735,48.0,30.965595919545,30.613936155159,31.024205880276,47.23,30.757204948057,2.90909,15,SO
05-03-2013,47.43333,53.5,41.0,3.17735,48.0,30.874424869519,30.731156076621,30.959083701686,47.26,30.776741601634,2.90909,15,SO
05-06-2013,47.43333,53.5,41.0,3.17735,48.0,30.776741601634,30.451130708684,30.835351562365,46.76,30.451130708684,2.90909,15,SO
05-07-2013,47.43333,53.5,41.0,3.17735,48.0,30.613936155159,30.490204015838,30.783253819493,47.27,30.783253819493,2.90909,15,SO
05-08-2013,47.43333,53.5,41.0,3.17735,48.0,30.783253819493,30.54230175871,30.796278255211,46.93,30.561838412287,2.90909,15,SO
05-09-2013,47.43333,53.5,41.0,3.17735,48.0,30.54230175871,29.988763240695,30.639985026595,46.22,30.099470944298,2.90909,15,SO
05-10-2013,47.76667,53.5,41.0,3.27041,48.0,30.112495380016004,29.832470012079003,30.158080905029003,46.1,30.02132432999,2.90909,15,SO
05-13-2013,47.76667,53.5,41.0,3.27041,48.0,29.930153279964003,29.715250090617,29.995275458554,45.84,29.852006665656003,2.90909,15,SO
