 Date,PFE Price Target,PFE Price Target - High,PFE Price Target - Low,PFE Price Target - StdDev,PFE Price Target - Median,PFE Open,PFE Low,PFE High,PFE Close,PFE Adj. Close,PFE Rating,PFE Price Target - #,Ticker
03-13-2013,29.72368,32.75,25.0,2.29544,31.0,18.48968385222,18.4036237412,18.58898398032,28.02,18.54926392908,4.0,19,PFE
03-14-2013,29.72368,32.75,25.0,2.29544,31.0,18.56250394616,18.45658380952,18.60884400594,28.11,18.60884400594,4.0,19,PFE
03-15-2013,29.72368,32.75,25.0,2.29544,31.0,18.43010377536,18.37383370277,18.57574396324,28.02,18.54926392908,4.0,19,PFE
03-18-2013,29.72368,32.75,25.0,2.29544,31.0,18.36390368996,18.36390368996,18.69490411696,28.04,18.56250394616,4.0,19,PFE
03-19-2013,29.72368,32.75,25.0,2.29544,31.0,18.6022239974,18.4698238266,18.68828410842,27.99,18.52940390346,4.0,19,PFE
03-20-2013,29.98611,32.75,25.0,2.2181,31.0,18.64856405718,18.60884400594,18.8008242536,28.29,18.72800415966,4.04167,18,PFE
03-21-2013,29.98611,32.75,25.0,2.2181,31.0,18.64856405718,18.55257393335,18.74786418528,28.11,18.60884400594,4.04167,18,PFE
03-22-2013,29.98611,32.75,25.0,2.2181,31.0,18.61546401448,18.60884400594,18.79420424506,28.38,18.78758423652,4.04167,18,PFE
03-25-2013,29.98611,32.75,25.0,2.2181,31.0,18.8339242963,18.52278389492,18.87364434754,28.16,18.64194404864,4.04167,18,PFE
03-26-2013,29.98611,32.75,25.0,2.2181,31.0,18.70814413404,18.68828410842,18.97294447564,28.6,18.9332244244,4.04167,18,PFE
03-27-2013,29.98611,32.75,25.0,2.2181,31.0,18.88026435608,18.8339242963,18.97294447564,28.64,18.95970445856,4.04167,18,PFE
03-28-2013,29.98611,32.75,25.0,2.2181,31.0,18.97294447564,18.94646444148,19.1318246806,28.86,19.10534464644,4.04167,18,PFE
04-01-2013,29.98611,32.75,25.0,2.2181,31.0,19.0325245525,18.98618449272,19.09210462936,28.84,19.09210462936,4.04167,18,PFE
04-02-2013,29.98611,32.75,25.0,2.2181,31.0,19.17816474038,19.15830471476,19.40986503928,29.23,19.35028496242,4.04167,18,PFE
04-03-2013,29.98611,32.75,25.0,2.2181,31.0,19.35028496242,19.11858466352,19.42310505636,29.03,19.21788479162,4.04167,18,PFE
04-04-2013,29.98611,32.75,25.0,2.2181,31.0,19.31718491972,19.22450480016,19.48930514176,29.16,19.30394490264,4.04167,18,PFE
04-05-2013,29.98611,32.75,25.0,2.2181,31.0,19.17154473184,19.14506469768,19.3304249368,29.1,19.2642248514,4.04167,18,PFE
04-08-2013,29.98611,32.75,25.0,2.2181,31.0,19.18478474892,18.95970445856,19.31056491118,29.16,19.30394490264,4.04167,18,PFE
04-09-2013,29.98611,32.75,25.0,2.2181,31.0,19.21788479162,19.1649247233,19.4297250649,29.11,19.27084485994,4.04167,18,PFE
04-10-2013,30.26389,33.0,25.0,2.38408,31.0,19.52240518446,19.4959251503,19.86002562,29.92,19.80706555168,4.04167,18,PFE
04-11-2013,30.31944,33.0,25.0,2.435,31.0,19.81368556022,19.80706555168,20.40286632028,30.64,20.28370616656,4.04167,18,PFE
04-12-2013,30.31944,33.0,25.0,2.435,31.0,20.1579260043,20.1579260043,20.44258637152,30.67,20.30356619218,4.04167,18,PFE
04-15-2013,30.70833,33.0,25.0,2.08874,31.5,20.26384614094,20.1579260043,20.51540646546,30.45,20.1579260043,4.04167,18,PFE
04-16-2013,30.70833,33.0,25.0,2.08874,31.5,20.21750608116,20.17778602992,20.51540646546,30.94,20.48230642276,4.04167,18,PFE
04-17-2013,30.81944,33.0,25.0,2.15349,32.0,20.3896263032,20.20757606835,20.48230642276,30.87,20.43596636298,4.04167,18,PFE
04-18-2013,30.81944,33.0,25.0,2.15349,32.0,20.4227263459,20.17778602992,20.48230642276,30.59,20.25060612386,4.04167,18,PFE
04-19-2013,30.81944,33.0,25.0,2.15349,32.0,20.34328624342,20.2604699365846,20.56174652524,31.06,20.56174652524,4.04167,18,PFE
04-22-2013,30.98611,33.0,25.0,2.19923,32.0,20.57498654232,20.36314626904,20.5882265594,30.93,20.47568641422,4.04167,18,PFE
04-23-2013,30.98611,33.0,25.0,2.19923,32.0,20.50878645692,20.27377615375,20.6213266021,31.08,20.57498654232,4.04167,18,PFE
04-24-2013,30.98611,33.0,25.0,2.19923,32.0,20.57498654232,20.23074609824,20.60808658502,30.6,20.2572261324,4.04167,18,PFE
04-25-2013,30.98611,33.0,25.0,2.19923,32.0,20.2903261751,19.80706555168,20.29694618364,30.26,20.03214584204,4.04167,18,PFE
04-26-2013,31.11111,35.0,25.0,2.3544,32.0,19.35028496242,19.05900458666,19.97256576518,30.09,19.91960569686,4.04167,18,PFE
04-29-2013,31.11111,35.0,25.0,2.3544,32.0,19.93946572248,19.81368556022,20.24398611532,30.43,20.14468598722,4.04167,18,PFE
04-30-2013,31.11111,35.0,25.0,2.3544,32.0,19.47606512468,19.21788479162,19.78720552606,29.07,19.24436482578,4.04167,18,PFE
05-01-2013,31.16667,34.5,26.5,2.10819,32.0,19.08548462082,19.0656245952,19.679961387712,28.9,19.1318246806,4.04167,18,PFE
05-02-2013,31.16667,34.5,26.5,2.10819,32.0,19.21788479162,19.19140475746,19.41648504782,29.27,19.37676499658,4.04167,18,PFE
05-03-2013,31.16667,34.5,26.5,2.10819,32.0,19.54888521862,18.9994245098,19.61508530402,28.96,19.17154473184,4.04167,18,PFE
05-06-2013,31.16667,34.5,26.5,2.10819,32.0,19.15168470622,18.9994245098,19.15168470622,28.72,19.01266452688,4.04167,18,PFE
05-07-2013,31.16667,34.5,26.5,2.10819,32.0,19.12520467206,19.08548462082,19.31718491972,29.03,19.21788479162,4.04167,18,PFE
05-08-2013,31.16667,34.5,26.5,2.10819,32.0,19.284636734271,19.077705706662,19.371414261978,28.73,19.177833623247,4.04167,18,PFE
05-09-2013,31.27778,34.5,26.5,1.98762,32.0,19.191184012125,18.970902595638,19.204534401003,28.6,19.09105609554,4.04167,18,PFE
05-10-2013,31.27778,34.5,26.5,1.98762,32.0,19.084380901101,19.071030512223,19.22455998432,28.72,19.171158428808,4.04167,18,PFE
05-13-2013,31.27778,34.5,26.5,1.98762,32.0,19.191184012125,19.137782456613,19.605046067343,29.37,19.605046067343,4.04167,18,PFE
05-14-2013,31.27778,34.5,26.5,1.98762,32.0,19.618396456221,19.544969317392,19.69182359505,29.4,19.62507165066,4.0,18,PFE
05-15-2013,31.27778,34.5,26.5,1.98762,32.0,19.62507165066,19.474879775782497,19.818652289391,29.56,19.731874761684,4.0,18,PFE
05-16-2013,31.27778,34.5,26.5,1.98762,32.0,19.671798011733,19.504918150758,19.745225150562,29.25,19.524943734075,4.0,18,PFE
05-17-2013,31.27778,34.5,26.5,1.98762,32.0,19.498242956319,19.244585567637,19.605046067343,28.96,19.331363095344,4.0,18,PFE
05-20-2013,31.27778,34.5,26.5,1.98762,32.0,19.338038289783,19.124432067735,19.371414261978,28.7,19.15780803993,4.0,18,PFE
05-21-2013,31.27778,34.5,26.5,1.98762,32.0,19.164483234369,18.897475456809,19.244585567637,28.78,19.211209595442,4.0,18,PFE
05-22-2013,31.06667,34.5,26.5,2.07257,32.0,19.725199567245,19.498242956319,20.052284094756,29.3,19.55831970627,3.95,15,PFE
05-23-2013,31.4,34.5,26.5,1.95107,32.0,19.411465428612,19.257935956515,19.578345289587,29.11,19.431491011929,3.95,15,PFE
05-24-2013,31.4,34.5,26.5,1.95107,32.0,19.264611150954,19.144457651052,19.431491011929,29.04,19.384764650856,3.95,15,PFE
05-28-2013,31.57143,34.5,26.5,1.90729,32.0,19.55831970627,19.318012706466,19.69182359505,29.01,19.364739067539,4.0,14,PFE
05-29-2013,31.26667,34.5,26.5,2.16692,32.0,19.264611150954,18.75729637359,19.29131192871,28.28,18.877449873492,3.85,15,PFE
05-30-2013,31.26667,34.5,26.5,2.16692,32.0,18.937526623443,18.763971568029,18.990928178955,28.25,18.857424290175,3.85,15,PFE
05-31-2013,31.26667,34.5,26.5,2.16692,32.0,18.870774679053,18.176554457397,18.870774679053,27.23,18.176554457397,3.85,15,PFE
06-03-2013,31.26667,34.5,26.5,2.16692,32.0,18.22328081847,18.103127318568,18.537014957103,27.75,18.523664568225,3.85,15,PFE
06-04-2013,31.26667,34.5,26.5,2.16692,32.0,18.577066123737,18.243306401787,18.723920401395,27.66,18.463587818274,3.85,15,PFE
06-05-2013,31.26667,34.5,26.5,2.16692,32.0,18.510314179347,18.2733447767625,18.670518845883,27.48,18.343434318372,3.85,15,PFE
06-06-2013,31.26667,34.5,26.5,2.16692,32.0,18.343434318372,18.283357568421,18.790672345785,28.11,18.763971568029,3.85,15,PFE
06-07-2013,31.2,34.5,26.5,2.1276,32.0,18.850749095736,18.710570012517,19.104406484418,28.26,18.864099484614,3.85,15,PFE
06-10-2013,31.2,34.5,26.5,2.1276,32.0,18.944201817882,18.870774679053,19.084380901101,28.37,18.937526623443,3.85,15,PFE
06-11-2013,31.2,34.5,26.5,2.1276,32.0,18.717245206956,18.657168457005,19.117756873296,28.42,18.970902595638,3.85,15,PFE
06-12-2013,31.2,34.5,26.5,2.1276,32.0,19.124432067735,18.95755220676,19.331363095344,28.43,18.977577790077,3.85,15,PFE
06-13-2013,31.2,34.5,26.5,2.1276,32.0,18.937526623443,18.924176234565,19.458191789685,29.08,19.411465428612,3.85,15,PFE
06-14-2013,31.2,34.5,26.5,2.1276,32.0,19.371414261978,19.318012706466,19.598370872904,29.09,19.418140623051,3.85,15,PFE
06-17-2013,31.2,34.5,26.5,2.1276,32.0,19.62507165066,19.29131192871,19.62507165066,29.16,19.464866984124,3.85,15,PFE
06-18-2013,31.2,34.5,26.5,2.1276,32.0,19.444841400807,19.378089456417,19.658447622855,29.4,19.62507165066,3.85,15,PFE
06-19-2013,31.2,34.5,26.5,2.1276,32.0,19.605046067343,19.29131192871,19.898754622659,29.1,19.42481581749,3.85,15,PFE
06-20-2013,31.2,34.5,26.5,2.1276,32.0,19.371414261978,18.990928178955,19.511593345197,28.635,19.1144192760765,3.85,15,PFE
06-21-2013,31.2,34.5,26.5,2.1276,32.0,19.264611150954,18.997603373394,19.431491011929,28.46,18.997603373394,3.85,15,PFE
06-24-2013,31.3125,34.5,26.5,2.10561,32.0,18.797347540224,18.370135096128,18.940864220662498,27.71,18.496963790469,3.85714,16,PFE
06-25-2013,31.3125,34.5,26.5,2.10561,32.0,18.743945984712,18.410186262762,18.790672345785,27.99,18.683869234761,3.85714,16,PFE
06-26-2013,31.3125,34.5,26.5,2.10561,32.0,18.743945984712,18.590416512615,18.930851429004,28.1,18.75729637359,3.85714,16,PFE
06-27-2013,31.41176,34.5,26.5,2.08097,32.0,18.950877012321,18.763971568029,19.131107262174,28.18,18.810697929102,3.85714,17,PFE
06-28-2013,31.41176,34.5,26.5,2.08097,32.0,19.051004928906,18.693882026419494,19.171158428808,28.01,18.697219623639,3.85714,17,PFE
07-01-2013,31.41176,34.5,26.5,2.08097,32.0,18.670518845883,18.496963790469,18.89080026237,27.78,18.543690151542,3.85714,17,PFE
07-02-2013,31.41176,34.5,26.5,2.08097,32.0,18.503638984908,18.303383151738,18.637142873688,27.7,18.49028859603,3.85714,17,PFE
07-03-2013,31.375,34.5,26.5,2.13966,32.0,18.336759123933,18.243306401787,18.49028859603,27.65,18.456912623835,3.8,16,PFE
07-05-2013,31.47059,34.5,26.5,2.11069,32.0,18.723920401395,18.543690151542,18.75729637359,27.97,18.670518845883,3.85714,17,PFE
07-08-2013,31.47059,34.5,26.5,2.11069,32.0,18.850749095736,18.743945984712,18.8874626651505,28.13,18.777321956907,3.85714,17,PFE
07-09-2013,31.44444,34.5,26.5,2.05405,32.0,18.897475456809,18.870774679053,19.004278567833,28.35,18.924176234565,3.86364,18,PFE
07-10-2013,31.44444,34.5,26.5,2.05405,32.0,19.004278567833,18.8941378595895,19.030979345589,28.44,18.984252984516,3.86364,18,PFE
07-11-2013,31.44444,34.5,26.5,2.05405,32.0,19.251260762076,19.097731289979,19.29131192871,28.77,19.204534401003,3.86364,18,PFE
07-12-2013,31.33333,34.5,26.5,2.07498,32.0,19.02430415115,18.997603373394,19.231235178759,28.81,19.231235178759,3.77273,18,PFE
07-15-2013,31.33333,34.5,26.5,2.07498,32.0,19.217884789881,19.040992137247496,19.284636734271,28.79,19.217884789881,3.77273,18,PFE
07-16-2013,31.36111,34.5,27.0,2.0125,32.0,19.251260762076,19.101068887198497,19.328025498124497,28.68,19.144457651052,3.77273,18,PFE
07-17-2013,31.36111,34.5,27.0,2.0125,32.0,19.217884789881,19.117756873296,19.318012706466,28.68,19.144457651052,3.77273,18,PFE
07-18-2013,31.36111,34.5,27.0,2.0125,32.0,19.137782456613,18.997603373394,19.217884789881,28.49,19.017628956711,3.77273,18,PFE
07-19-2013,31.36111,34.5,27.0,2.0125,32.0,19.030979345589,18.930851429004,19.518268539636,29.09,19.418140623051,3.77273,18,PFE
07-22-2013,31.36111,34.5,27.0,2.0125,32.0,19.3580638731,19.3580638731,19.631746845099,29.35,19.591695678465,3.77273,18,PFE
07-23-2013,31.36111,34.5,27.0,2.0125,32.0,19.611721261782,19.5683324979285,19.711849178367,29.42,19.638422039538,3.77273,18,PFE
07-24-2013,31.36111,34.5,27.0,2.0125,32.0,19.651772428416,19.478217373002,19.725199567245,29.28,19.544969317392,3.77273,18,PFE
07-25-2013,31.36111,34.5,27.0,2.0125,32.0,19.378089456417,19.144457651052,19.524943734075,29.19,19.484892567441,3.77273,18,PFE
07-26-2013,31.36111,34.5,27.0,2.0125,32.0,19.304662317588,19.297987123149,19.631746845099,29.37,19.605046067343,3.77273,18,PFE
07-29-2013,31.36111,34.5,27.0,2.0125,32.0,19.62507165066,19.55831970627,19.965506567049,29.54,19.718524372806,3.77273,18,PFE
07-30-2013,31.44118,34.5,27.0,2.1549,32.0,19.952156178171,19.785276317196,20.3112816389892,29.67,19.805301900513,3.7619,17,PFE
07-31-2013,31.44118,34.5,27.0,2.1549,32.0,19.812031532544,19.657250036196,20.027379701376,29.23,19.670709296748,3.7619,17,PFE
08-01-2013,31.44118,34.5,27.0,2.1549,32.0,19.805301902268003,19.502468539848003,19.81876116282,29.11,19.589953733436,3.7619,17,PFE
08-02-2013,31.44118,34.5,27.0,2.1549,32.0,19.48227964902,19.48227964902,19.791842641716,29.37,19.764924120612,3.7619,17,PFE
08-05-2013,31.61765,35.0,27.0,2.25916,32.0,19.71781670868,19.603412993988,19.75812719403324,29.19,19.643790775644003,3.85714,17,PFE
08-06-2013,31.61765,35.0,27.0,2.25916,32.0,19.677438927024,19.637061145368,19.798572271992004,29.34,19.744735229784,3.85714,17,PFE
08-07-2013,31.61765,35.0,27.0,2.25916,32.0,19.697627817852,19.643790775644003,19.81876116282,29.26,19.690898187576003,3.85714,17,PFE
08-08-2013,31.61765,35.0,27.0,2.25916,32.0,19.660614851334,19.529387060952,19.71781670868,29.13,19.603412993988,3.85714,17,PFE
08-09-2013,31.67647,35.0,27.0,2.28126,32.0,19.569764842608,19.522657430676,19.690898187576003,29.21,19.657250036196,3.85714,17,PFE
08-12-2013,31.67647,35.0,27.0,2.28126,32.0,19.563035212332,19.536116691228003,19.670709296748,29.19,19.643790775644003,3.85714,17,PFE
08-13-2013,31.67647,35.0,27.0,2.28126,32.0,19.6841685573,19.583224103160003,19.791842641716,29.27,19.697627817852,3.85714,17,PFE
08-14-2013,31.67647,35.0,27.0,2.28126,32.0,19.663979666472,19.5159278004,19.812031532544,29.03,19.536116691228003,3.85714,17,PFE
08-15-2013,31.67647,35.0,27.0,2.28126,32.0,19.475550018744,19.354416673776,19.576494472884,28.8,19.38133519488,3.85714,17,PFE
08-16-2013,31.70588,35.0,27.0,2.32036,32.0,19.287120371016,19.038124050804,19.300579631568,28.37,19.091961093012003,3.85714,17,PFE
08-19-2013,31.70588,35.0,27.0,2.32036,32.0,19.024664790252,18.997746269148003,19.172716656324,28.46,19.152527765496,3.85714,17,PFE
08-20-2013,31.70588,35.0,27.0,2.32036,32.0,19.219824068256,19.192905547152,19.3476870435,28.53,19.199635177428004,3.85714,17,PFE
08-21-2013,31.70588,35.0,27.0,2.32036,32.0,19.1794462866,18.991016638872,19.233283328808,28.24,19.004475899424,3.85714,17,PFE
08-22-2013,31.70588,35.0,27.0,2.32036,32.0,19.065042571908,18.916990705836,19.065042571908,28.16,18.950638857216003,3.85714,17,PFE
08-23-2013,31.70588,35.0,27.0,2.32036,32.0,18.937179596664,18.903531445284003,19.085231462736,28.34,19.071772202184,3.85714,17,PFE
08-26-2013,31.70588,35.0,27.0,2.32036,32.0,19.065042571908,18.856424033352003,19.091961093012003,28.02,18.856424033352003,3.85714,17,PFE
08-27-2013,31.70588,35.0,27.0,2.32036,32.0,18.789127730592003,18.681453646176003,19.031394420528,27.995,18.839599957662003,3.85714,17,PFE
08-28-2013,31.70588,35.0,27.0,2.32036,32.0,18.80931662142,18.715101797556,19.172716656324,28.21,18.984287008596,3.85714,17,PFE
08-29-2013,31.70588,35.0,27.0,2.32036,32.0,18.923720336112,18.890072184732,19.165987026048,28.1,18.91026107556,3.85714,17,PFE
08-30-2013,31.79412,35.0,27.0,2.16291,32.0,18.87661292418,18.849694403076,19.11214998384,28.21,18.984287008596,3.85714,17,PFE
09-03-2013,31.79412,35.0,27.0,2.16291,32.0,19.098690723288,18.748749948936,19.14579813522,28.01,18.849694403076,3.85714,17,PFE
09-04-2013,31.79412,35.0,27.0,2.16291,32.0,18.970827748044,18.890072184732,19.206364807704,28.37,19.091961093012003,3.85714,17,PFE
09-05-2013,31.79412,35.0,27.0,2.16291,32.0,19.19627036229,18.947274042078003,19.19627036229,28.27,19.024664790252,3.85714,17,PFE
09-06-2013,31.79412,35.0,27.0,2.16291,32.0,19.031394420528,18.890072184732,19.206364807704,28.28,19.031394420528,3.85714,17,PFE
09-09-2013,31.79412,35.0,27.0,2.16291,32.0,19.001111084286,18.91026107556,19.085231462736,28.3,19.044853681080003,3.85714,17,PFE
09-10-2013,31.55882,35.0,27.0,2.43674,32.0,19.098690723288,19.031394420528,19.192905547152,28.45,19.14579813522,3.85714,17,PFE
09-11-2013,31.55882,35.0,27.0,2.43674,32.0,19.199635177428004,19.165987026048,19.340957413224,28.67,19.293850001292004,3.85714,17,PFE
09-12-2013,31.55882,35.0,27.0,2.43674,32.0,19.273661110464,19.024664790252,19.3476870435,28.31,19.051583311356,3.85714,17,PFE
09-13-2013,31.55882,35.0,27.0,2.43674,32.0,19.105420353564,19.058312941632,19.28039074074,28.51,19.186175916876003,3.85714,17,PFE
09-16-2013,31.55882,35.0,27.0,2.43674,32.0,19.340957413224,19.246742589360004,19.41498334626,28.71,19.320768522396,3.85714,17,PFE
09-17-2013,31.61765,35.0,27.0,2.48246,32.0,19.287120371016,19.226553698532,19.408253715984,28.64,19.273661110464,3.85714,17,PFE
09-18-2013,31.61765,35.0,27.0,2.48246,32.0,19.334227782948,19.28039074074,19.697627817852,29.04,19.542846321504,3.85714,17,PFE
09-19-2013,31.61765,35.0,27.0,2.48246,32.0,19.539481506366,19.28039074074,19.61687225454,28.84,19.408253715984,3.85714,17,PFE
09-20-2013,31.61765,35.0,27.0,2.48246,32.0,19.495738909572,19.46545557333,19.603412993988,28.97,19.495738909572,3.85714,17,PFE
09-23-2013,31.61765,35.0,27.0,2.48246,32.0,19.361146304052,19.31403889212,19.542846321504,28.8,19.38133519488,3.85714,17,PFE
09-24-2013,31.61765,35.0,27.0,2.48246,32.0,19.334227782948,19.253472219636,19.475550018744,28.71,19.320768522396,3.85714,17,PFE
09-25-2013,31.61765,35.0,27.0,2.48246,32.0,19.307309261844,19.172716656324,19.435172237088,28.49,19.172716656324,3.85714,17,PFE
09-26-2013,31.61765,35.0,27.0,2.48246,32.0,19.266931480188,19.07850183246,19.31403889212,28.52,19.192905547152,3.85714,17,PFE
09-27-2013,31.67647,35.0,27.0,2.52599,32.0,19.165987026048,19.0859044257636,19.5159278004,28.88,19.435172237088,3.85714,17,PFE
09-30-2013,31.67647,35.0,27.0,2.52599,32.0,19.320768522396,19.253472219636,19.38133519488,28.725,19.330862967810003,3.85714,17,PFE
10-01-2013,31.67647,35.0,27.0,2.52599,32.0,19.233283328808,19.192905547152,19.480933722964803,28.89,19.441901867364,3.85714,17,PFE
10-02-2013,31.67647,35.0,27.0,2.52599,32.0,19.307309261844,19.273661110464,19.522657430676,29.01,19.522657430676,3.85714,17,PFE
10-03-2013,31.67647,35.0,27.0,2.52599,32.0,19.529387060952,19.307309261844,19.529387060952,28.77,19.361146304052,3.85714,17,PFE
10-04-2013,31.67647,35.0,27.0,2.52599,32.0,19.401524085708,19.246742589360004,19.542846321504,29.0,19.5159278004,3.85714,17,PFE
10-07-2013,31.67647,35.0,27.0,2.52599,32.0,19.334227782948,19.260201849912,19.401524085708,28.62,19.260201849912,3.85714,17,PFE
10-08-2013,31.67647,35.0,27.0,2.52599,32.0,19.246742589360004,18.997746269148003,19.307309261844,28.24,19.004475899424,3.85714,17,PFE
10-09-2013,31.80556,35.0,27.0,2.51185,32.5,19.0112055297,18.856424033352003,19.139068504944003,28.29,19.038124050804,3.86364,18,PFE
10-10-2013,31.80556,35.0,27.0,2.51185,32.5,19.260201849912,19.038124050804,19.361146304052,28.77,19.361146304052,3.86364,18,PFE
10-11-2013,31.86111,35.0,27.0,2.41411,32.5,19.462090758192,19.266931480188,19.468820388468,28.72,19.327498152672,3.86364,18,PFE
10-14-2013,31.86111,35.0,27.0,2.41411,32.5,19.219824068256,19.21309443798,19.758194490336003,29.35,19.75146486006,3.86364,18,PFE
10-15-2013,31.86111,35.0,27.0,2.41411,32.5,19.657250036196,19.522657430676,19.704357448128,29.16,19.623601884816,3.86364,18,PFE
10-16-2013,31.86111,35.0,27.0,2.41411,32.5,19.690898187576003,19.643790775644003,20.061027852756,29.8,20.05429822248,3.86364,18,PFE
10-17-2013,31.86111,35.0,27.0,2.41411,32.5,20.067757483032,19.980272289444,20.363861215176,30.26,20.363861215176,3.86364,18,PFE
10-18-2013,31.86111,35.0,27.0,2.41411,32.5,20.316753803244,20.242727870208,20.686883468424,30.51,20.532101972076003,3.86364,18,PFE
10-21-2013,31.86111,35.0,27.0,2.41411,32.5,20.505183450972,20.42442788766,20.619587165664,30.4,20.45807603904,3.86364,18,PFE
10-22-2013,31.86111,35.0,27.0,2.41411,32.5,20.444616778488,20.410968627108,20.821476073944,30.68,20.646505686768,3.86364,18,PFE
10-23-2013,31.86111,35.0,27.0,2.41411,32.5,20.62631679594,20.579209384008,20.767639031736,30.6,20.592668644560003,3.86364,18,PFE
10-24-2013,31.86111,35.0,27.0,2.41411,32.5,20.646505686768,20.565750123456,20.801287183116003,30.61,20.599398274836,3.86364,18,PFE
10-25-2013,31.86111,35.0,27.0,2.41411,32.5,20.511913081248,20.471535299592,20.649870501906,30.61,20.599398274836,3.86364,18,PFE
10-28-2013,31.86111,35.0,27.0,2.41411,32.5,20.49172419042,20.49172419042,20.733990880356,30.74,20.686883468424,3.86364,18,PFE
10-29-2013,32.08333,36.0,27.0,2.59406,33.0,20.754179771184003,20.740720510632,21.097390915260004,31.25,21.0300946125,3.86364,18,PFE
10-30-2013,32.41667,37.0,27.0,2.90713,33.5,21.0300946125,20.72726125008,21.050283503328004,30.93,20.814746443668,3.86364,18,PFE
10-31-2013,32.41667,37.0,27.0,2.90713,33.5,20.713801989528,20.622951980802,20.908961267532,30.685,20.649870501906,3.86364,18,PFE
11-01-2013,32.41667,37.0,27.0,2.90713,33.5,20.65996494732,20.653235317044,21.036824242776003,31.17,20.976257570292,3.86364,18,PFE
11-04-2013,32.52778,37.0,27.0,2.88902,33.5,20.969527940016,20.942609418912003,21.127674251502,31.26,21.036824242776003,3.86364,18,PFE
11-05-2013,32.52778,37.0,27.0,2.88902,33.5,20.989716830844003,20.875313116152,21.090661284984,31.24,21.023364982224,3.86364,18,PFE
