 Date,FDX Price Target,FDX Price Target - High,FDX Price Target - Low,FDX Price Target - StdDev,FDX Price Target - Median,FDX Open,FDX Low,FDX High,FDX Close,FDX Adj. Close,FDX Rating,FDX Price Target - #,Ticker
02-05-2013,107.24,125,84,10.70432,105.0,93.236863208103,92.787355623453,94.567405658667,105.07,94.459523838351,3.93103,25,FDX
02-06-2013,107.24,125,84,10.70432,105.0,94.072947315552,94.010016253701,95.538342041511,106.17,95.448440524581,3.89655,25,FDX
02-07-2013,107.24,125,84,10.70432,105.0,95.763095833836,95.187726125484,96.1946231151,106.98,96.176642811714,3.89655,25,FDX
02-08-2013,108.0,125,84,10.69579,108.0,96.01482008124,95.502381434739,96.64413069975,106.41,95.664204165213,3.89655,25,FDX
02-11-2013,108.0,125,84,10.69579,108.0,95.304598097493,94.828120057764,95.628243558441,106.01,95.304598097493,3.89655,25,FDX
02-12-2013,108.28,125,84,10.78339,110.0,95.376519311037,94.918021574694,95.727135227064,106.12,95.403489766116,3.89655,25,FDX
02-13-2013,108.28,125,84,10.78339,110.0,95.403489766116,94.900041271308,95.870977654152,106.16,95.439450372888,3.89655,25,FDX
02-14-2013,108.28,125,84,10.78339,110.0,95.160755670405,94.792159450992,96.068760991398,106.56,95.799056440608,3.89655,25,FDX
02-15-2013,108.28,125,84,10.78339,110.0,96.10472159817,95.466420827967,96.599179941285,106.42,95.673194316906,3.89655,25,FDX
02-19-2013,108.28,125,84,10.78339,110.0,95.844007199073,95.664204165213,96.545239031127,107.33,96.491298120969,3.89655,25,FDX
02-20-2013,108.28,125,84,10.78339,110.0,96.545239031127,94.927011726387,96.545239031127,105.69,95.016913243317,3.89655,25,FDX
02-21-2013,108.28,125,84,10.78339,110.0,94.711248085755,93.72242130104192,95.3642028032176,104.88,94.288710956184,3.89655,25,FDX
02-22-2013,108.84,125,84,10.70207,112.0,94.513464748509,94.288710956184,95.133785215326,105.82,95.133785215326,3.89655,25,FDX
02-25-2013,108.84,125,84,10.70207,112.0,95.592282951669,92.68846395483,96.1946231151,103.11,92.697454106523,3.89655,25,FDX
02-26-2013,108.84,125,84,10.70207,112.0,93.209892753024,92.346838190496,93.452626848735,103.16,92.742404864988,3.89655,25,FDX
02-27-2013,109.0,125,84,10.89342,112.0,92.32885788711,91.996222274469,95.403489766116,105.74,95.061864001782,3.82759,24,FDX
02-28-2013,109.0,125,84,10.89342,112.0,94.909031423001,94.243760197719,95.367529159344,105.43,94.783169299299,3.82759,24,FDX
03-01-2013,109.6,125,84,11.07068,112.0,94.495484445123,93.776272309683,95.349548855958,105.38,94.738218540834,3.86667,25,FDX
03-04-2013,109.6,125,84,11.07068,112.0,94.648317023904,94.03698670878,95.187726125484,105.8,95.11580491194,3.86667,25,FDX
03-05-2013,110.15385,125,84,11.20334,112.0,96.041790536319,95.969869322775,98.091545122323,107.91,97.012726919163,3.90323,26,FDX
03-06-2013,110.15385,125,84,11.20334,112.0,98.064574667244,96.886864795461,98.424180734964,108.04,97.129598891172,3.90323,26,FDX
03-07-2013,111.2,125,93,10.10346,112.0,97.048582543714,95.950360943646,97.2196170552,106.96,96.28342815022398,4.0,25,FDX
03-08-2013,111.2,125,93,10.10346,112.0,96.850542583046,96.337439048588,97.17460797323,107.8,97.03958072732,4.0,25,FDX
03-11-2013,111.48,125,93,10.2181,114.0,96.940560746986,95.662302819038,98.713918576604,107.41,96.688509887954,4.0,25,FDX
03-12-2013,111.68,130,93,10.52509,114.0,96.751522602712,95.4192537764,96.931558930592,106.43,95.806331881342,4.0,25,FDX
03-13-2013,112.08,130,93,10.06348,114.0,95.896350045282,95.851340963312,97.39965338308,107.87,97.102593442078,4.0,25,FDX
03-14-2013,112.08,130,93,10.06348,114.0,97.228618871594,97.075587992896,97.975769632296,108.84,97.975769632296,4.0,25,FDX
03-15-2013,112.08,130,93,10.06348,114.0,97.777729671628,97.260125228973,98.227820491328,109.07,98.182811409358,4.0,25,FDX
