 Date,V Price Target,V Price Target - High,V Price Target - Low,V Price Target - StdDev,V Price Target - Median,V Open,V Low,V High,V Close,V Adj. Close,V Rating,V Price Target - #,Ticker
07-21-2014,62.36207,72.25,53.75,3.97762,62.5,51.7749158742565,51.534378195123104,51.9164224998865,54.805,51.701804117681,4.30303,29,V
07-22-2014,62.36207,72.25,53.75,3.97762,62.5,52.102739556966,52.0296278003905,52.4965996649695,55.315,52.182926644823,4.30303,29,V
07-23-2014,62.36207,72.25,53.75,3.97762,62.5,52.2371708513145,52.046136906714,52.484807446167,55.3,52.16877598226,4.30303,29,V
07-24-2014,62.36207,72.25,53.75,3.97762,62.5,52.68527516580949,52.3173579391715,52.7937635787925,55.685,52.531976321377,4.30303,29,V
07-25-2014,61.35345,70.25,41.25,5.43596,62.5,50.494280912305,49.843350434407,51.107476290035,53.6925,50.6522966442585,4.30303,29,V
07-28-2014,61.35345,70.25,41.25,5.43596,62.5,50.56975111264099,50.263153423776,50.697107075708,53.555,50.522582237431,4.30303,29,V
07-29-2014,61.35345,70.25,41.25,5.43596,62.5,50.56503422512,50.3127043271841,50.8739903577455,53.375,50.352774286675,4.30303,29,V
07-30-2014,61.35345,70.25,41.25,5.43596,62.5,50.3504158429145,50.33985001486746,50.6570135317795,53.515,50.484847137263,4.30303,29,V
07-31-2014,61.35345,70.25,41.25,5.43596,62.5,50.298530080183504,49.765521790310494,50.319756074028,52.7525,49.765521790310494,4.30303,29,V
08-01-2014,61.35345,70.25,41.25,5.43596,62.5,49.496659201613504,49.475433207769,50.24897917677539,52.9525,49.9541972911505,4.30303,29,V
08-04-2014,61.35345,70.25,41.25,5.43596,62.5,50.1994754422425,49.885802422096,50.274945642578494,53.04,50.036742822768,4.30303,29,V
08-05-2014,61.35345,70.25,41.25,5.43596,62.5,49.881085534575,49.33156813837849,50.090987029259495,52.635,49.654674933566994,4.30303,29,V
08-06-2014,61.35345,70.25,41.25,5.43596,62.5,49.522602082979,49.4825085390505,49.852784209449,52.6725,49.6900515899745,4.30303,29,V
08-07-2014,61.35345,70.25,41.25,5.43596,62.5,49.805615334239,49.19713684403,49.8697650045246,52.26,49.300908369492,4.30303,29,V
08-08-2014,61.35345,70.25,41.25,5.43596,62.5,49.263173269324,49.1051575373705,49.6570333773275,52.615,49.635807383483,4.30303,29,V
08-11-2014,61.26667,70.25,41.25,5.36498,62.25,49.772597121592,49.5343943017815,49.8141057317768,52.645,49.664108708609,4.29412,30,V
08-12-2014,61.26667,70.25,41.25,5.36498,62.25,49.5485449643445,49.397604563672495,49.81033222176,52.575,49.598072283315005,4.29412,30,V
08-13-2014,61.52586,70.25,41.25,5.26879,62.5,49.84618079107749,49.730396820527,50.117918681145,52.8575,49.959601823453504,4.33333,29,V
08-14-2014,61.57759,70.25,41.25,5.25353,62.5,50.1155557429705,49.9312465653595,50.2337026516955,53.13,50.217162084474005,4.33333,29,V
08-15-2014,61.57759,70.25,41.25,5.25353,62.5,50.3045907969305,49.6051610972785,50.406197138434,52.5475,49.6665974898155,4.33333,29,V
08-18-2014,62.25,70.25,55.75,3.57696,62.5,49.9737794525005,49.9217948126615,50.6684832758035,53.58,50.642490955884,4.3125,28,V
08-19-2014,62.25,70.25,55.75,3.57696,62.5,50.7440972973875,50.59766601871374,50.9662134857905,53.75,50.80317075175,4.3125,28,V
08-20-2014,62.25,70.25,55.75,3.57696,62.5,50.70392734842101,50.6684832758035,51.14341021949625,54.05,51.08672333269,4.3125,28,V
08-21-2014,62.25,70.25,55.75,3.57696,62.5,51.157611477925,50.970939362139504,51.2686695721265,53.9375,50.9803911148375,4.3125,28,V
08-22-2014,62.25,70.25,55.75,3.57696,62.5,51.08672333269,50.874058896985005,51.2639436957775,54.0225,51.0607310127705,4.3125,28,V
08-25-2014,62.25,70.25,55.75,3.57696,62.5,51.32301715014,51.0040204965825,51.351372408234,54.005,51.044190445549,4.3125,28,V
08-26-2014,62.25,70.25,55.75,3.57696,62.5,51.1552485397505,51.081997456341,51.5120522041,54.1825,51.2119590559385,4.3125,28,V
08-27-2014,62.25,70.25,55.75,3.57696,62.5,51.304113644744,50.87186136448271,51.4009941098985,54.2825,51.3064765829185,4.3125,28,V
08-28-2014,62.37963,70.25,55.75,3.57743,62.5,50.80317075175,50.5125293562865,50.978028176663,53.65,50.70865322477,4.28125,27,V
08-29-2014,62.37963,70.25,55.75,3.57743,62.5,50.699201472072,50.117918681145,50.80317075175,53.13,50.217162084474005,4.28125,27,V
09-02-2014,62.37963,70.25,55.75,3.57743,62.5,50.4274635820045,50.26205790978951,50.7960819372265,53.6825,50.7393714210385,4.28125,27,V
09-03-2014,62.37963,70.25,55.75,3.57743,62.5,50.8197113189715,50.6401280177095,51.077271579992,53.725,50.779541370005,4.28125,27,V
09-04-2014,62.37963,70.25,55.75,3.57743,62.5,50.907140031428,50.5668769343,51.067819827294,53.565,50.628313326837,4.28125,27,V
09-05-2014,62.37963,70.25,55.75,3.57743,62.5,50.651942708582006,50.354212498595,50.6543056467565,53.5525,50.6164986359645,4.28125,27,V
09-08-2014,62.37963,70.25,55.75,3.57743,62.5,50.5692398724745,50.448730025575,51.091449209039,53.9425,50.9851169911865,4.28125,27,V
09-09-2014,62.37963,70.25,55.75,3.57743,62.5,50.8716959588105,50.5668769343,50.9142288459515,53.57,50.633039203186,4.28125,27,V
09-10-2014,62.37963,70.25,55.75,3.57743,62.5,50.583417501521495,50.576328686998,51.6656431854425,54.22,51.247403128556,4.28125,27,V
09-11-2014,62.37963,70.25,55.75,3.57743,62.5,51.204870241414994,50.673209152152495,51.2166849322875,53.7375,50.7913560608775,4.28125,27,V
09-12-2014,62.37963,70.25,55.75,3.57743,62.5,50.774815493656,50.2715096624875,50.9803911148375,53.51,50.576328686998,4.28125,27,V
09-15-2014,62.74167,70.25,55.75,3.56516,62.5,50.5314328616825,50.5314328616825,50.9473099803945,53.66,50.718104977468,4.31429,30,V
09-16-2014,62.74167,70.25,55.75,3.56516,62.5,50.7819043081795,50.4841740981925,51.460067564261,54.325,51.346646531885,4.31429,30,V
09-17-2014,62.74167,70.25,55.75,3.56516,62.5,51.27575838665,50.495988789065,51.3915423572005,53.8825,50.9284064749985,4.31429,30,V
09-18-2014,62.74167,70.25,55.75,3.56516,62.5,51.0229240019785,50.837433355280254,51.200144365066,54.11,51.143433848878,4.31429,30,V
09-19-2014,62.74167,70.25,55.75,3.56516,62.5,51.4388011206905,50.918954722300505,51.5474962767175,54.0625,51.0985380235625,4.31429,30,V
09-22-2014,62.69355,70.25,55.75,3.51707,62.5,51.271032510301,50.5078034799375,51.271032510301,53.47,50.538521676206,4.27778,31,V
09-23-2014,62.69355,70.25,55.75,3.51707,62.5,50.543247552555,50.202984455427,50.543247552555,53.115,50.202984455427,4.27778,31,V
09-24-2014,62.69355,70.25,55.75,3.51707,62.5,50.278598477011,50.1533627537625,50.80317075175,53.6025,50.6637573994545,4.27778,31,V
09-25-2014,62.69355,70.25,55.75,3.51707,62.5,50.576328686998,49.721063214737725,50.6306762650115,52.6775,49.7894702748895,4.27778,31,V
09-26-2014,62.69355,70.25,55.75,3.51707,62.5,49.964327699802496,49.754026202272,50.14577772222235,52.985,50.080111670353,4.27778,31,V
09-29-2014,62.69355,70.25,55.75,3.51707,62.5,49.6713233661645,49.413763105144,49.966690637977,52.7325,49.8414549147285,4.27778,31,V
09-30-2014,62.6371,70.25,55.75,3.4611,62.5,49.8981654309165,49.862721358299005,50.57224080395611,53.3425,50.4180118293065,4.27778,31,V
10-01-2014,62.6371,70.25,55.75,3.4611,62.5,50.2951390442325,49.5626282101375,50.5219811089845,52.5025,49.6240646026745,4.27778,31,V
10-02-2014,62.6371,70.25,55.75,3.4611,62.5,49.38540784705,49.10185526611,49.6217016645,52.43,49.555539395614,4.27778,31,V
10-03-2014,62.6371,70.25,55.75,3.4611,62.5,49.8650842964735,49.664234551641,50.165177444635,52.9975,50.091926361225504,4.27778,31,V
10-06-2014,62.6371,70.25,55.75,3.4611,62.5,50.2337026516955,50.013949401467,50.3660271894675,52.9475,50.0446675977355,4.27778,31,V
10-07-2014,62.6371,70.25,55.75,3.4611,62.5,49.8130996566345,49.1136699569825,49.8792619255205,52.0125,49.160928720472505,4.27778,31,V
10-08-2014,62.6371,70.25,55.75,3.4611,62.5,49.1562028441235,49.078225884365,50.221887960823,53.09,50.179355073682,4.27778,31,V
10-09-2014,62.6371,70.25,55.75,3.4611,62.5,50.1439110010645,49.049870626271,50.1439110010645,51.9275,49.080588822539504,4.27778,31,V
10-10-2014,62.6371,70.25,55.75,3.4611,62.5,49.1231217096805,48.435506700900994,49.5200953229965,51.245,48.435506700900994,4.27778,31,V
10-13-2014,62.6371,70.25,55.75,3.4611,62.5,48.322085668525,48.137776490914,49.0900405752375,51.07,48.270101028686,4.27778,31,V
10-14-2014,62.6371,70.25,55.75,3.4611,62.5,48.3008192249545,47.835320404578,48.652897012955,50.68,47.901482673464,4.27778,31,V
10-15-2014,62.6371,70.25,55.75,3.4611,62.5,47.461976173007,46.538067346777495,47.7242623103765,50.0625,47.3178369443625,4.27778,31,V
10-16-2014,62.6371,70.25,55.75,3.4611,62.5,46.5711484812205,46.1221902280655,48.017266644014505,50.75,47.96764494235,4.27778,31,V
10-17-2014,62.6371,70.25,55.75,3.4611,62.5,48.402425566458,48.1023324182965,48.8112138706465,51.5,48.6765263947,4.27778,31,V
10-20-2014,62.6371,70.25,55.75,3.4611,62.5,48.5654683004985,48.473313711693,49.19637279309,51.9625,49.1136699569825,4.27778,31,V
10-21-2014,62.6371,70.25,55.75,3.4611,62.5,49.569717024661,49.12548464785501,50.420374767481,53.3275,50.4038342002595,4.27778,31,V
10-22-2014,62.6371,70.25,55.75,3.4611,62.5,50.3991083239105,49.8036479039365,50.5550622434275,52.73,49.839091976554,4.27778,31,V
10-23-2014,62.6371,70.25,55.75,3.4611,62.5,50.5361587380315,50.254969095266,51.01583518745501,53.57,50.633039203186,4.27778,31,V
10-24-2014,62.47581,70.25,55.75,3.34529,62.5,50.4794482218435,50.061208164957,50.6023210069175,53.37,50.444004149226,4.27778,31,V
10-27-2014,62.47581,70.25,55.75,3.34529,62.5,50.344760745897,50.1439110010645,50.7393714210385,53.3525,50.4274635820045,4.27778,31,V
10-28-2014,62.66129,70.25,55.75,3.19245,62.5,50.7110161629445,50.581054563347,51.242677252207,54.1775,51.2072331795895,4.27778,31,V
10-29-2014,62.66129,70.25,55.75,3.19245,62.5,51.1127156526095,50.5078034799375,51.60656973108,53.665,50.722830853817,4.27778,31,V
10-30-2014,63.35484,70.0,55.75,3.41532,63.75,54.0002261018485,53.879716254949,56.540384639436,59.1625,55.9189318995425,4.33333,31,V
10-31-2014,63.35484,70.0,55.75,3.41532,63.75,56.0701599427105,56.0701599427105,57.301250731625,60.3575,57.0484163469535,4.38889,31,V
11-03-2014,63.35484,70.0,55.75,3.41532,63.75,56.942084129101,56.47422237055,57.46665640384,60.385,57.074408666873,4.38889,31,V
11-04-2014,63.35484,70.0,55.75,3.41532,63.75,56.6278133518925,56.497851752295,57.4217605785245,60.7425,57.4123088258265,4.38889,31,V
11-05-2014,63.35484,70.0,55.75,3.41532,63.75,57.693498468592,57.6556914578,59.626381895333,62.3825,58.9623962682985,4.38889,31,V
11-06-2014,63.55645,70.0,55.75,3.46917,63.75,58.9576703919495,58.492171571573,59.286118798205,62.5225,59.0947208060705,4.38889,31,V
11-07-2014,63.55645,70.0,55.75,3.46917,63.75,59.101809620594,58.846612297748,59.6476483389035,63.1075,59.6476483389035,4.38889,31,V
11-10-2014,63.6371,70.0,55.75,3.55875,63.75,59.541316121051,58.7261024508485,59.64055952438,62.5525,59.1230760641645,4.38889,31,V
11-11-2014,64.15625,70.0,55.75,3.60379,65.0,58.87969343219101,58.638673738392,59.045099104406,62.4325,59.0096550317885,4.35135,32,V
11-12-2014,64.15625,70.0,55.75,3.60379,65.0,58.91495548451625,58.794213562486505,59.698594233376,62.9875,59.64887697136375,4.35135,32,V
11-13-2014,64.15625,70.0,55.75,3.60379,65.0,59.755413961390005,59.09014964589275,59.755413961390005,62.73,59.405025638637,4.35135,32,V
11-14-2014,64.65625,76.25,55.75,4.10257,65.125,59.4571103893165,58.88654562050925,59.461845366651,62.21,58.912587995849,4.35135,32,V
11-17-2014,64.65625,76.25,55.75,4.10257,65.125,58.8510332905005,58.751598766476,59.52576756066675,62.45,59.139866907905,4.32432,32,V
11-18-2014,64.8125,76.25,55.75,4.29844,65.125,59.13749941923775,58.96704023519575,59.59728939330437,62.4325,59.12329448723425,4.32432,32,V
11-19-2014,64.8125,76.25,55.75,4.29844,65.125,59.24166892059675,58.52195236575275,59.38371824063176,62.465,59.1540718399085,4.32432,32,V
11-20-2014,64.8125,76.25,55.75,4.29844,65.125,58.60244698043925,58.597712003104746,59.63467203936025,62.9175,59.58258728868075,4.32432,32,V
11-21-2014,65.125,76.25,55.75,4.47868,65.25,60.404105856216496,59.8548484854145,60.740289246966,63.555,60.186296898829504,4.32432,32,V
11-24-2014,65.125,76.25,55.75,4.47868,65.25,60.370961014875,60.03951260146,60.43014823155625,63.655,60.28099644551951,4.32432,32,V
11-25-2014,65.125,76.25,55.75,4.47868,65.25,60.45619060689601,60.3283462188645,61.081207615050005,64.315,60.9060134536735,4.32432,32,V
11-26-2014,65.28125,76.25,55.75,4.4277,65.375,60.95809820435301,60.51312870934337,61.30611903843875,64.315,60.9060134536735,4.32432,32,V
11-28-2014,65.28125,76.25,55.75,4.4277,65.375,61.21970570208412,61.057532728377495,61.4363309151375,64.5475,61.12618989972775,4.32432,32,V
12-01-2014,65.61719,76.25,55.75,4.80437,65.875,60.67163207561575,60.67163207561575,61.70859211187125,64.5375,61.11671994505875,4.32432,32,V
12-02-2014,65.89062,76.25,55.75,5.07404,65.875,61.35820378911826,61.13447611006313,61.61389256518125,65.0025,61.55707283716725,4.32432,32,V
12-03-2014,65.89062,76.25,55.75,5.07404,65.875,61.469475756479,61.24456433309025,61.999793217943,65.4,61.93350353526001,4.32432,32,V
12-04-2014,65.89062,76.25,55.75,5.07404,65.875,62.047142991288,61.56701628956971,62.08739029863125,65.285,61.8245990565665,4.32432,32,V
12-05-2014,65.89062,76.25,55.75,5.07404,65.875,61.942973489929,61.791454215225,62.380958893370256,65.8375,62.34781405202876,4.32432,32,V
12-08-2014,66.26562,76.25,55.75,5.2678,66.25,62.3833263820375,62.151312492646994,62.88760146816175,65.775,62.28862683534751,4.32432,32,V
12-09-2014,66.26562,76.25,55.75,5.2678,66.25,61.4363309151375,61.4363309151375,62.674527488109256,66.035,62.534845656741496,4.32432,32,V
12-10-2014,66.26562,76.25,55.75,5.2678,66.25,62.449616064720495,61.791454215225,62.70054618856233,65.43,61.96191339926701,4.32432,32,V
12-11-2014,66.26562,76.25,55.75,5.2678,66.25,62.25311450533875,62.14894500397975,62.8757640248255,65.78,62.293361812682,4.32432,32,V
12-12-2014,66.26562,76.25,55.75,5.2678,66.25,61.680182247864245,60.7923739976455,62.60823780542625,64.195,60.7923739976455,4.32432,32,V
12-15-2014,66.26562,76.25,55.75,5.2678,66.25,61.121454922393255,59.91877067943025,61.282444151766256,64.175,60.773434088307496,4.32432,32,V
12-16-2014,66.26562,76.25,55.75,5.2678,66.25,59.878523372087,59.74357651805375,61.18774460507625,63.3525,59.99453031678225,4.32432,32,V
12-17-2014,66.77344,78.75,55.75,5.64972,66.625,60.162622012157,60.0631874881325,61.450535847141005,64.77,61.336896391113,4.32432,32,V
12-18-2014,67.53125,78.75,55.75,5.7645,67.25,61.99032326327399,61.8245990565665,62.60823780542625,66.04,62.53958063407601,4.32432,32,V
12-19-2014,67.53125,78.75,55.75,5.7645,67.25,62.350181540696006,61.8814187845805,62.6390151581005,65.4175,61.95007595593076,4.32432,32,V
12-22-2014,67.53125,78.75,55.75,5.7645,67.25,62.127637605974506,62.035305547951744,62.57509296408475,66.0525,62.55141807741224,4.32432,32,V
12-23-2014,67.92188,78.75,55.75,5.48842,67.5,62.74081717079225,62.5159057474035,63.074633072874505,66.315,62.8000043874735,4.32432,32,V
12-24-2014,67.92188,78.75,55.75,5.48842,67.5,62.85445662682025,62.8284142514805,63.64993281901626,66.9075,63.36109920161175,4.32432,32,V
12-26-2014,67.92188,78.75,55.75,5.48842,67.5,63.36109920161175,63.1219828462195,63.761204786377,66.655,63.1219828462195,4.32432,32,V
12-29-2014,67.92188,78.75,55.75,5.48842,67.5,63.088838004878006,62.750287125461256,63.3776716222825,66.3575,62.84025169481675,4.32432,32,V
12-30-2014,67.92188,78.75,55.75,5.48842,67.5,62.76212456879751,62.28436535574645,62.8284142514805,66.1375,62.63191269209875,4.32432,32,V
12-31-2014,67.92188,78.75,55.75,5.48842,67.5,62.852089138153005,62.0708178779605,63.27113463225625,65.55,62.075552855295,4.32432,32,V
01-02-2015,68.11719,78.75,55.75,5.58037,67.5,62.3549165180305,62.14421002664525,63.15276019889375,66.255,62.74318465945949,4.32432,32,V
01-05-2015,68.11719,78.75,55.75,5.58037,67.5,62.380958893370256,61.28604273454047,62.38330270715083,64.7925,61.35820378911826,4.32432,32,V
01-06-2015,68.35156,78.75,55.75,5.70562,67.875,61.50498808648776,60.336632429199874,61.7393694645455,64.375,60.9628331816875,4.32432,32,V
01-07-2015,68.35156,78.75,55.75,5.70562,67.875,61.185377116409,60.950995738351246,61.8245990565665,65.2375,61.77961677188875,4.32432,32,V
01-08-2015,68.35156,78.75,55.75,5.70562,67.875,62.31230172202,62.17735486798675,62.766859546132,66.1125,62.60823780542625,4.32432,32,V
01-09-2015,68.59375,78.75,55.75,5.79829,68.125,62.40936875737726,61.50037148358662,62.612499285027305,65.1325,61.680182247864245,4.32432,32,V
01-12-2015,68.94531,78.75,55.75,5.83488,69.375,61.800924169894,61.351101323116495,62.02820308195,65.005,61.559440325834494,4.32432,32,V
01-13-2015,69.0625,78.75,55.75,5.84233,70.0,62.0329380592845,61.34399885711476,62.93021626417225,65.195,61.7393694645455,4.32432,32,V
01-14-2015,69.0625,78.75,55.75,5.84233,70.0,60.759229156304,60.162622012157,61.22325693508501,63.89,60.503540380241,4.32432,32,V
01-15-2015,69.22656,78.75,55.75,5.79647,70.375,60.77580157697475,59.74594400672101,60.95573071568576,63.2825,59.92824063409925,4.32432,32,V
01-16-2015,70.11719,80.5,55.75,6.22526,71.125,59.6370395280275,59.5423399813375,60.3946359015475,63.7375,60.359123571538746,4.32432,32,V
01-20-2015,70.2197,80.5,55.75,6.15758,71.25,60.65979463227951,60.1957668534985,61.48131319981525,64.21,60.80657892964899,4.32432,33,V
01-21-2015,70.46212,80.5,55.75,6.18347,72.5,60.645589700276005,60.2525865815125,61.46710826781175,64.32,60.910748431008,4.32432,33,V
01-22-2015,70.46212,80.5,55.75,6.18347,72.5,60.47749800490125,59.98506036211325,61.317956481775,64.4,60.98650806836001,4.32432,33,V
01-23-2015,71.12879,80.5,55.75,6.10704,72.5,61.204317025747,61.1238224110605,61.70859211187125,64.5725,61.14986478640026,4.32432,33,V
01-26-2015,71.68182,80.5,55.75,5.82779,73.5,60.8302538163215,60.086862374805,60.913115919675256,64.1325,60.733186780964246,4.32432,33,V
01-27-2015,71.68182,80.5,55.75,5.82779,73.5,60.08449488613775,58.8510332905005,60.08449488613775,62.7475,59.42159805930776,4.32432,33,V
01-28-2015,71.68182,80.5,55.75,5.82779,73.5,59.786191314064254,58.31124587436751,59.89983077009225,61.59,58.325450806371,4.32432,33,V
01-29-2015,71.68182,80.5,55.75,5.82779,73.5,58.60244698043925,58.04371965496825,58.90311804118,62.0,58.7137189478,4.32432,33,V
01-30-2015,72.4697,80.5,58.5,5.25514,73.75,61.64940489519,60.34965361686975,62.4113100980844,63.7275,60.34965361686975,4.32432,33,V
02-02-2015,72.4697,80.5,58.5,5.25514,73.75,60.68110203028476,59.1161920212325,60.68110203028476,63.835,60.4514556295615,4.32432,33,V
02-03-2015,72.4697,80.5,58.5,5.25514,73.75,60.77580157697475,60.3094063095265,61.66124233852625,64.9475,61.50498808648776,4.32432,33,V
02-04-2015,72.4697,80.5,58.5,5.25514,73.75,61.457638313142745,61.34163136844751,63.14802522155926,66.2225,62.71240730678525,4.32432,33,V
02-05-2015,72.4697,80.5,58.5,5.25514,73.75,63.27113463225625,62.95152366217749,64.348341975855,67.95,64.348341975855,4.32432,33,V
02-06-2015,72.4697,80.5,58.5,5.25514,73.75,64.33650453251875,62.984668503519,64.50222873922625,66.855,63.31138193959951,4.32432,33,V
02-09-2015,72.89844,80.5,58.5,4.73429,74.25,63.30901445093226,62.80473936480799,63.5291908969865,66.365,62.8473541608185,4.2973,32,V
02-10-2015,72.96212,80.5,58.5,4.67591,74.75,63.15276019889375,62.41334613833824,63.41791892962576,66.1375,62.63191269209875,4.28947,33,V
02-11-2015,72.96212,80.5,58.5,4.67591,74.75,62.84774576739801,62.674604947675,63.16082231813001,66.4975,63.087296764549,4.28947,33,V
02-12-2015,72.96212,80.5,58.5,4.67591,74.75,63.473898868862,63.34107851400601,64.25421845364102,67.7275,64.25421845364102,4.28947,33,V
02-13-2015,72.96212,80.5,58.5,4.67591,74.75,64.690628191025,63.749026746778,64.690628191025,67.4075,63.950629071113,4.28947,33,V
02-17-2015,72.96212,80.5,58.5,4.67591,74.75,64.389410600548,64.007552080337,64.510371995149,67.7175,64.244731285437,4.28947,33,V
02-18-2015,72.96212,80.5,58.5,4.67591,74.75,64.244731285437,63.599603847565,64.2755645821,67.28,63.829667676512,4.28947,33,V
02-19-2015,72.96212,80.5,58.5,4.67591,74.75,64.054987921357,63.5640269668,64.054987921357,67.275,63.82492409241001,4.28947,33,V
02-20-2015,72.96212,80.5,58.5,4.67591,74.75,63.81069334010401,63.34107851400601,64.7499229923,68.25,64.7499229923,4.28947,33,V
02-23-2015,72.96212,80.5,58.5,4.67591,74.75,64.740435824096,64.097680178275,64.825820337932,68.2525,64.75229478435101,4.28947,33,V
02-24-2015,72.96212,80.5,58.5,4.67591,74.75,64.94203814843101,64.31588504696701,64.94203814843101,68.1175,64.62421801359702,4.28947,33,V
02-25-2015,72.96212,80.5,58.5,4.67591,74.75,64.337231175426,64.337231175426,65.041653414573,68.2525,64.75229478435101,4.28947,33,V
02-26-2015,73.07576,80.5,58.5,4.7687,74.75,64.79735883332,64.517487371302,65.10569179995001,68.4375,64.927807396125,4.28947,33,V
02-27-2015,73.07576,80.5,58.5,4.7687,74.75,64.86139721869701,64.34909013568101,65.032166246369,67.8275,64.34909013568101,4.28947,33,V
03-02-2015,73.25758,80.75,58.5,4.94036,75.0,65.629857843221,65.091461047644,66.004600987279,69.5725,66.004600987279,4.28947,33,V
03-03-2015,73.33333,80.75,58.5,4.98546,75.0,66.089985501115,64.86851259485,66.089985501115,68.825,65.29543516403001,4.28947,33,V
03-04-2015,73.46212,80.75,58.5,4.97194,75.0,65.259858283265,64.57203858847501,65.259858283265,68.4375,64.927807396125,4.28947,33,V
03-05-2015,73.46212,80.75,58.5,4.97194,75.0,65.2242814025,64.927807396125,65.257486491214,68.5325,65.017935494063,4.28947,33,V
03-06-2015,73.46212,80.75,58.5,4.97194,75.0,64.84479467434,63.860500973175,65.100948215848,67.335,63.881847101634,4.28947,33,V
03-09-2015,73.46212,80.75,58.5,4.97194,75.0,64.161718563652,63.820180508308,64.56255142027099,67.855,64.37517984824201,4.28947,33,V
03-10-2015,73.46212,80.75,58.5,4.97194,75.0,63.953000863164,62.89992519252,64.00518028828601,66.3,62.89992519252,4.28947,33,V
03-11-2015,73.46212,80.75,58.5,4.97194,75.0,63.001912250713005,62.389989901555005,63.416975859638,66.1875,62.793194550225,4.28947,33,V
03-12-2015,73.46212,80.75,58.5,4.97194,75.0,63.18454023864,63.16082231813001,64.038385377,67.395,63.938770110858,4.28947,33,V
03-13-2015,73.46212,80.75,58.5,4.97194,75.0,63.763257499084,62.73389974895,63.763257499084,66.2575,62.859604727653,4.28947,33,V
03-16-2015,73.46212,80.75,58.5,4.97194,75.0,63.300758049139,63.239091455813,64.05024433725501,67.255,63.805949756002,4.28947,33,V
03-17-2015,73.46212,80.75,58.5,4.97194,75.0,63.578257719106006,62.648515235114,63.649411480636005,66.125,62.73389974895,4.28947,33,V
03-18-2015,73.46212,80.75,58.5,4.97194,75.0,62.636656274859,61.431785912951,63.559283382698005,66.9175,63.485757829117006,4.28947,33,V
03-19-2015,73.43182,80.75,58.5,4.92915,75.0,63.402745107332,62.3781309413,63.744283162676,66.81,63.383770770924,4.28947,33,V
03-20-2015,73.52273,80.75,58.5,4.98458,75.0,63.801206171900006,63.355309266312005,64.22812874108,67.41,63.953000863164,4.28947,33,V
03-23-2015,73.52273,80.75,58.5,4.98458,75.0,64.541205291812,63.630437144228,64.711974319484,67.08,63.639924312432,4.28947,33,V
03-24-2015,73.52273,80.75,58.5,4.98458,75.0,63.65889864884,63.412232275536006,64.218641572876,67.1,63.65889864884,4.28947,33,V
03-25-2015,73.55303,80.75,58.5,5.00861,75.0,63.65889864884,62.35915660489201,63.97197519957201,65.73,62.35915660489201,4.28947,33,V
03-26-2015,73.87121,80.75,65.0,4.32974,75.0,61.9037725311,61.685567662408,62.89992519252,65.59,62.226336250036006,4.31579,33,V
03-27-2015,73.85606,80.75,65.0,4.33539,75.0,62.159926072608,61.80890084906001,62.43505395052401,65.54,62.17890040901601,4.31579,33,V
03-30-2015,73.87121,80.75,65.0,4.33149,75.0,62.634284482808,62.1409517362,62.918899528928,65.66,62.292746427464,4.31579,33,V
03-31-2015,73.86719,80.75,65.0,4.39859,75.0,62.112490231588005,62.036592885956,62.809797094582,65.41,62.055567222364,4.2973,32,V
04-01-2015,73.86719,80.75,65.0,4.39859,75.0,62.093515895180005,61.14479907478,62.1594517141978,65.18,61.83736235367201,4.2973,32,V
04-02-2015,73.85938,80.75,65.0,4.39457,75.0,61.657106157796,61.48633713012401,62.25479775464801,65.29,61.94172120391601,4.2973,32,V
04-06-2015,73.82812,80.75,65.0,4.3899,75.0,61.410439784492006,61.107324760374205,62.273772091056,65.2,61.856336690080006,4.2973,32,V
04-07-2015,74.02344,80.75,65.0,4.38764,75.0,62.027105717752,61.960695540324,62.795566342276,65.8,62.42556678232,4.2973,32,V
04-08-2015,74.02344,80.75,65.0,4.38764,75.0,62.510951296156,62.42556678232,63.412232275536006,66.5,63.0896685566,4.2973,32,V
04-09-2015,74.02344,80.75,65.0,4.38764,75.0,63.156078734028,62.38761810950401,63.393257939128,66.44,63.032745547376,4.2973,32,V
04-10-2015,74.02344,80.75,65.0,4.38764,75.0,63.269924752476,62.54889996897201,63.269924752476,66.34,62.93787386533601,4.2973,32,V
04-13-2015,74.02344,80.75,65.0,4.38764,75.0,62.824027846888,62.150438904404005,63.37428360272,65.61,62.245310586444006,4.2973,32,V
04-14-2015,74.02344,80.75,65.0,4.38764,75.0,62.159926072608,61.552747307552,62.558387137176,65.53,62.169413240812005,4.2973,32,V
04-15-2015,74.02344,80.75,65.0,4.38764,75.0,62.23582341824,61.95120837212,62.529925632564,65.68,62.31172076387201,4.2973,32,V
04-16-2015,74.01562,80.75,65.0,4.38033,75.0,62.169413240812005,61.99864421314,62.62479731460401,65.65,62.28325925926001,4.2973,32,V
04-17-2015,74.01562,80.75,65.0,4.38033,75.0,61.76146500804,61.04992739274,62.1409517362,64.52,61.211209252208,4.2973,32,V
04-20-2015,74.01562,80.75,65.0,4.38033,75.0,61.666593326000005,61.268132261432,61.865823858284,64.72,61.400952616288,4.2973,32,V
04-21-2015,74.01562,80.75,65.0,4.38033,75.0,61.695054830612,61.657106157796,62.454028286932,65.35,61.99864421314,4.2973,32,V
04-22-2015,74.01562,80.75,65.0,4.40478,75.0,62.444541118728,62.41607961411601,66.391203091592,68.01,64.52223095540401,4.2973,32,V
