 Date,V Price Target,V Price Target - High,V Price Target - Low,V Price Target - StdDev,V Price Target - Median,V Open,V Low,V High,V Close,V Adj. Close,V Rating,V Price Target - #,Ticker
03-19-2013,43.07031,48.75,32.5,3.9391,43.875,36.91540628415,36.373357280484,37.23082273024875,39.0,36.4481226603,4.02703,32,V
03-20-2013,43.07031,48.75,32.5,3.9391,43.875,36.681764472225,36.616344764886,37.37568065364225,39.8325,37.226149894010256,4.02703,32,V
03-21-2013,43.07031,48.75,32.5,3.9391,43.875,37.02054509951625,36.868677921765006,37.31960661878025,39.45,36.868677921765006,4.02703,32,V
03-22-2013,43.07031,48.75,32.5,3.9391,43.875,36.964471064654255,36.849986576811,37.420072597908,40.0225,37.40371767107325,4.05263,32,V
03-25-2013,43.24194,48.75,32.5,3.88259,44.0,37.55792126694375,37.4995108139625,38.382676863039,41.0,38.3172571557,4.08108,31,V
03-26-2013,43.24194,48.75,32.5,3.88259,44.0,38.5275347864325,38.4434237341395,39.2004232047765,41.865,39.1256578249605,4.08108,31,V
03-27-2013,43.24194,48.75,32.5,3.88259,44.0,38.92706228482425,38.67005629170675,39.53920383206775,42.165,39.4060279992705,4.08108,31,V
03-28-2013,43.51613,49.0,32.5,3.97823,44.25,39.42705576234375,39.282197838950246,39.943404166698,42.46,39.681725337342,4.08108,31,V
04-01-2013,43.51613,49.0,32.5,3.97823,44.25,39.66069757426875,38.99505205209443,39.95041342105575,41.8375,39.09995722564875,4.08108,31,V
04-02-2013,43.51613,49.0,32.5,3.97823,44.25,39.3499539644085,39.09061155317175,39.4621020341325,41.9875,39.24014231280375,4.08108,31,V
04-03-2013,43.51613,49.0,32.5,3.97823,44.25,39.3499539644085,38.382676863039,39.375654563720246,41.1875,38.49248851464375,4.08108,31,V
04-04-2013,43.51613,49.0,32.5,3.97823,44.25,38.64902852863349,38.55323538574424,38.90837093987025,41.62,38.896688849274,4.08108,31,V
04-05-2013,43.51613,49.0,32.5,3.97823,44.25,38.36632193620425,38.22146401281075,38.64902852863349,41.29,38.588281657533,4.08108,31,V
04-08-2013,43.51613,49.0,32.5,3.97823,44.25,38.700429727257,38.429405225424,38.87098824996225,41.5725,38.852296905008245,4.08108,31,V
04-09-2013,43.51613,49.0,32.5,3.97823,44.25,38.97846348344776,38.31959357381925,38.9901222098628,41.1875,38.49248851464375,4.08108,31,V
04-10-2013,43.51613,49.0,32.5,3.97823,44.25,38.54388971326725,38.54388971326725,39.088275135052506,41.7475,39.01584617335576,4.08108,31,V
04-11-2013,43.51613,49.0,32.5,3.97823,44.25,39.018182591475,38.8359419781735,39.2284602222075,41.905,39.1630405148685,4.08108,31,V
04-12-2013,43.50833,49.0,32.5,4.04376,44.25,38.76351301647675,38.5742631488175,38.97846348344776,41.4375,38.72613032656875,4.02703,30,V
04-15-2013,43.50833,49.0,32.5,4.04376,44.25,38.4621150790935,37.684087845383246,38.522861950194,40.3225,37.684087845383246,4.02703,30,V
04-16-2013,43.50833,49.0,32.5,4.04376,44.25,38.00184070960125,37.9667944378125,38.50417060524,41.1775,38.48314284216675,4.02703,30,V
04-17-2013,43.50833,49.0,32.5,4.04376,44.25,38.2565102845995,37.8359550231345,38.32426641005775,40.5575,37.90371114859275,4.02703,30,V
04-18-2013,43.50833,49.0,32.5,4.04376,44.25,37.98782220088575,37.67941500914476,38.17473565042575,40.3525,37.71212486281425,4.02703,30,V
04-19-2013,43.50833,49.0,32.5,4.04376,44.25,37.868664876804,37.79156307886875,38.34295775501175,40.99,38.307911483223,4.02703,30,V
04-22-2013,43.50833,49.0,32.5,4.04376,44.25,38.21679117657225,37.96445801969325,38.39903178987375,40.8825,38.20744550409525,4.02703,30,V
04-23-2013,43.50833,49.0,32.5,4.04376,44.25,38.38034044491975,38.20744550409525,38.709775399734,41.415,38.7051025634955,4.02703,30,V
04-24-2013,43.50833,49.0,32.5,4.04376,44.25,38.7051025634955,38.69108405478,39.151358424272246,41.765,39.0322011001905,4.02703,30,V
04-25-2013,43.50833,49.0,32.5,4.04376,44.25,39.23079664032675,39.120984988722,39.831256096974,42.19,39.429392180463,4.02703,30,V
04-26-2013,43.50833,49.0,32.5,4.04376,44.25,39.429392180463,39.0508924451445,39.62448309342037,41.8075,39.07192020821775,4.02703,30,V
04-29-2013,43.50833,49.0,32.5,4.04376,44.25,39.188741114180246,39.055565281383,39.3686453093625,41.975,39.2284602222075,4.02703,30,V
04-30-2013,43.59167,50.0,32.5,4.14954,44.25,39.38967307243575,39.261170075877,39.6957438460575,42.115,39.3592996368855,4.02703,30,V
05-01-2013,43.75833,50.0,32.5,4.20738,45.0,39.01584617335576,38.22380043093,39.3125712745005,41.505,38.789213615788505,4.02703,30,V
05-02-2013,44.83333,51.25,32.5,4.21373,45.75,39.71910802725,39.71910802725,41.9760879304455,43.85,40.980773811645,4.02703,30,V
05-03-2013,44.83333,51.25,32.5,4.21373,45.75,41.345255038248,41.22142487792775,42.251785268517,44.885,41.9480509130145,4.02703,30,V
05-06-2013,44.83333,51.25,32.5,4.21373,45.75,41.9013225506295,41.617447749140624,42.23458923115932,44.7225,41.79618373526325,4.02703,30,V
05-07-2013,44.83333,51.25,32.5,4.21373,45.75,41.93636882241825,41.4060019093485,42.022816292830505,44.9475,42.00646136599575,4.02703,30,V
05-08-2013,44.83333,51.25,32.5,4.21373,45.75,41.9293595680605,41.51838362088442,41.9387052405375,44.815,41.88263120567549,4.02703,30,V
05-09-2013,44.83333,51.25,32.5,4.21373,45.75,41.87562195131775,41.64198013939275,42.027489129069,44.645,41.723754773566505,4.02703,30,V
05-10-2013,44.83333,51.25,32.5,4.21373,45.75,41.747118954759,41.48310370728375,41.8265571708135,44.6875,41.76347388159375,4.02703,30,V
05-13-2013,44.83333,51.25,32.5,4.21373,45.75,41.723754773566505,41.61861595820025,42.15830517956581,44.7325,41.80552940774025,4.02703,30,V
05-14-2013,44.99167,51.25,32.5,4.2776,46.125,41.8172114983365,41.737773282282,42.403652446268254,45.08,42.130291526316,4.02703,30,V
05-15-2013,44.99167,51.25,32.5,4.2776,46.125,42.1302915272095,42.055389069913495,42.554426691648096,45.44,42.544595744128,4.02703,30,V
05-16-2013,44.99167,51.25,32.5,4.2776,46.125,42.539914340547,42.081136789609,42.539914340547,44.95,42.08581819319,4.02703,30,V
05-17-2013,45.26667,55.0,32.5,4.63228,46.125,42.338613986564,42.254348722106,43.204673649049,46.1425,43.2023329472585,4.02703,30,V
05-20-2013,45.26667,55.0,32.5,4.63228,46.125,43.0478466290855,42.31988837224,43.279576106345,45.4025,42.5094852172705,4.02703,30,V
05-21-2013,45.26667,55.0,32.5,4.63228,46.125,42.493100304737,42.2239195988295,42.7622810106445,45.3875,42.4954410065275,4.02703,30,V
05-22-2013,45.84167,60.25,32.5,5.33287,46.25,42.619498201424,42.156039246905,43.167222420401,45.035,42.165402054067,4.02703,30,V
05-23-2013,45.84167,60.25,32.5,5.33287,46.25,41.753438538939,41.4561694115455,42.0179378412655,44.525,41.687898888805,4.02703,30,V
05-24-2013,45.84167,60.25,32.5,5.33287,46.25,41.636403449414,41.407014673945,42.390109425955,45.1125,42.2379638095725,4.02703,30,V
05-28-2013,45.84167,60.25,32.5,5.33287,46.25,42.703763465882,42.055389069913495,42.727170483787,45.0075,42.1396543343715,4.02703,30,V
05-29-2013,45.84167,60.25,32.5,5.33287,46.25,41.950057489341,41.6808767834335,42.17944626481,44.535,41.69726169596699,4.02703,30,V
05-30-2013,45.84167,60.25,32.5,5.33287,46.25,41.744075731777,41.744075731777,42.5984318853095,45.2575,42.3737245134215,4.02703,30,V
05-31-2013,45.84167,60.25,32.5,5.33287,46.25,42.266052231058495,41.687898888805,42.46033047967,44.535,41.69726169596699,4.02703,30,V
06-03-2013,46.04167,60.25,32.5,5.37242,46.375,41.8400445051875,41.5497974831655,42.291799950754,45.0475,42.177105563019495,4.02703,30,V
06-04-2013,46.23333,60.25,32.5,5.40753,47.0,41.99219012157,41.828340996235,42.5422550423375,45.05,42.17944626481,4.02703,30,V
06-05-2013,46.23333,60.25,32.5,5.40753,47.0,42.1022031057235,41.39788593696205,42.177105563019495,44.305,41.481917131241,4.02703,30,V
06-06-2013,46.54167,60.25,32.5,5.11211,47.5,41.3578599363445,41.28997958442,41.99687152515099,44.8375,41.9804866126175,4.02703,30,V
06-07-2013,47.1371,60.25,32.5,5.31653,47.5,42.2847778453825,42.0273006484275,42.36670240805,44.985,42.118588018257,4.02703,31,V
06-10-2013,47.60484,60.25,32.5,5.44873,49.0,42.259030125687,42.0460262627515,42.8675891841991,45.5825,42.6780157461865,4.02703,31,V
06-11-2013,47.67742,60.25,32.5,5.43517,49.0,42.2613708274775,42.029641350218,42.589069078147496,44.915,42.053048368123,4.02703,31,V
06-12-2013,47.82258,60.25,32.5,5.55406,49.0,42.282437143592,41.8306816980255,42.282437143592,44.7875,41.9336725768075,4.02703,31,V
06-13-2013,47.82258,60.25,32.5,5.55406,49.0,41.9336725768075,41.8306816980255,42.778665923178,45.5625,42.6592901318625,4.02703,31,V
06-14-2013,47.82258,60.25,32.5,5.55406,49.0,42.6124760960525,42.158379948695504,42.713126273044,45.2325,42.3503174955165,4.02703,31,V
06-17-2013,47.98387,60.25,32.5,5.61462,49.0,42.675675044396,42.483737497575,43.003373295066,45.5875,42.6826971497675,4.02703,31,V
06-18-2013,47.98387,60.25,32.5,5.61462,49.0,42.535232936966,42.535232936966,43.3568192654315,46.0025,43.0712536469905,4.02703,31,V
06-19-2013,48.16406,60.25,32.5,5.61652,49.5,43.1274304899625,42.7248297819965,43.333412247526496,45.6575,42.7482367999015,4.02632,32,V
06-20-2013,48.16406,60.25,32.5,5.61652,49.5,42.4907596029465,41.772164153263,42.713126273044,44.615,41.772164153263,4.02632,32,V
06-21-2013,48.16406,60.25,32.5,5.61652,49.5,42.132632229,41.8517714211579,42.483737497575,44.875,42.015597139475,4.02632,32,V
06-24-2013,48.16406,60.25,32.5,5.61652,49.5,41.6902395905955,41.121449055504,42.010915735894,44.5675,41.7276908192435,4.02632,32,V
06-25-2013,48.41406,60.25,32.5,5.29394,49.5,42.08581819319,41.781526960425,42.455649076089,45.1175,42.2426452131535,4.02632,32,V
06-26-2013,48.41406,60.25,32.5,5.29394,49.5,42.575024867404494,42.244985914944,42.867612591217,45.6625,42.7529182034825,4.02632,32,V
06-27-2013,48.92742,60.25,36.25,4.52733,50.0,42.937833644932,42.717807676625,43.30298312425,46.065,43.129771191752994,4.08108,31,V
06-28-2013,48.92742,60.25,36.25,4.52733,50.0,43.129771191752994,42.652268026491,43.237443474116,45.6875,42.7763252213875,4.08108,31,V
07-01-2013,48.92742,60.25,36.25,4.52733,50.0,43.045505927295,42.9823069789515,43.878795764713,46.305,43.354478563641,4.08108,31,V
07-02-2013,48.59375,60.25,36.25,4.8278,49.5,43.321708738574,43.13000526193205,43.780486289512,46.31,43.359159967222,4.02632,32,V
07-03-2013,48.59375,60.25,36.25,4.8278,49.5,43.111045577429,43.0525280326665,43.874114361132,46.76,43.780486289512,4.02632,32,V
07-05-2013,48.59375,60.25,36.25,4.8278,49.5,44.2088347171735,43.888158571875,44.674634373483,47.6975,44.6582494609495,4.02632,32,V
07-08-2013,48.84375,60.25,36.25,4.99521,49.5,44.84784630598,44.019237872143,45.1216850084506,47.025,44.028600679305,4.02632,32,V
07-09-2013,49.125,60.25,36.25,5.07983,50.0,44.22756033149749,43.67749541073,44.3633210353465,46.8,43.81793751816,4.02632,32,V
07-10-2013,49.125,60.25,36.25,5.07983,50.0,43.853048045017495,43.4925799692805,43.96095439755955,46.675,43.700902428635,4.02632,32,V
07-11-2013,49.125,60.25,36.25,5.07983,50.0,44.318847701327,43.892839975456,44.487378230243,47.49,44.463971212338,4.02632,32,V
07-12-2013,49.125,60.25,36.25,5.07983,50.0,44.449927001595,44.2743743673075,44.6442052502065,47.68,44.641864548416,4.07895,32,V
07-15-2013,49.85606,60.25,36.25,5.27861,51.25,44.824439288075,44.42651998369,44.9016824471615,47.5625,44.531851564262496,4.10256,33,V
07-16-2013,49.85606,60.25,36.25,5.27861,51.25,44.5178073535195,44.169042786735,44.6442052502065,47.345,44.328210508489,4.10256,33,V
07-17-2013,49.85606,60.25,36.25,5.27861,51.25,44.108184540182,44.03796348646699,44.46163051054749,47.41,44.389068755042,4.10256,33,V
07-18-2013,50.03788,60.25,36.25,5.34886,51.25,44.5224887571005,44.46163051054749,44.80079819999095,47.7525,44.709744900340496,4.10256,33,V
07-19-2013,50.03788,60.25,36.25,5.34886,51.25,44.726129812874,44.33406226296525,44.9391336758095,47.48,44.454608405176,4.10256,33,V
07-22-2013,49.89844,60.25,36.25,5.3724,51.25,44.5224887571005,44.297781385212495,44.7799659540555,47.805,44.758899637941,4.07895,32,V
07-23-2013,50.32258,60.25,36.25,5.15415,51.25,44.6442052502065,44.131591558087,44.8174171827035,47.145,44.140954365249,4.07895,31,V
07-24-2013,50.49219,60.25,36.25,5.07078,51.25,44.4241792818995,43.457469442423,44.4382234926425,46.6875,43.7126059375875,4.07895,32,V
07-25-2013,52.03906,60.25,38.25,4.54711,52.75,44.70740419855,44.70740419855,45.8777550938,48.6525,45.5523975449205,4.02632,32,V
07-26-2013,52.03906,60.25,38.25,4.54711,52.75,45.4096147357,44.9016824471615,45.55005684313,48.3,45.22235859246,4.02632,32,V
07-29-2013,52.03906,60.25,38.25,4.54711,52.75,45.142774731583,44.7659217433125,45.2902389443845,47.9925,44.9344522722285,4.02632,32,V
07-30-2013,52.03906,60.25,38.25,4.54711,52.75,45.10532350293499,44.7425147254075,45.22235859246,47.86,44.810395077332,4.02632,32,V
07-31-2013,52.03906,60.25,38.25,4.54711,52.75,45.3510971909375,40.0236599157595,45.620277896845,44.2525,41.432762393640495,4.02632,32,V
08-01-2013,52.03906,60.25,38.25,4.54711,52.75,42.544595744128,40.559680625784,42.544595744128,44.7925,41.9383539803885,4.02632,32,V
08-02-2013,52.03906,60.25,38.25,4.54711,52.75,42.511825919061,42.329251179402,43.0899792613145,46.0,43.0689129452,4.02632,32,V
08-05-2013,52.03906,60.25,38.25,4.54711,52.75,43.0689129452,42.7880521373579,43.335752949317,46.135,43.195310841887,4.02632,32,V
08-06-2013,52.03906,60.25,38.25,4.54711,52.75,43.1180676828005,42.3311237408344,43.1414747007055,45.7225,42.809095046454495,4.02632,32,V
08-07-2013,52.03906,60.25,38.25,4.54711,52.75,42.4626711814605,42.109225211095,42.6007725871,45.3475,42.4579897778795,4.02632,32,V
08-08-2013,52.03906,60.25,38.25,4.54711,52.75,42.6967413605105,42.1162473164665,42.73161781718895,45.195,42.315206968659,4.02632,32,V
08-09-2013,52.03906,60.25,38.25,4.54711,52.75,42.31988837224,42.029641350218,42.44792476018035,44.9525,42.0881588949805,4.02632,32,V
08-12-2013,52.03906,60.25,38.25,4.54711,52.75,41.99219012157,41.7581433495379,42.127950825419,44.94,42.076455386028,4.02632,32,V
08-13-2013,52.03906,60.25,38.25,4.54711,52.75,42.249667318525,41.823659592654,42.282437143592,44.8075,41.95239819113149,4.02632,32,V
08-14-2013,52.22656,60.25,38.25,4.5313,53.375,42.095444380313,41.823422122605,42.55975823398701,44.5875,41.823422122605,4.02632,32,V
08-15-2013,52.22656,60.25,38.25,4.5313,53.375,41.612370370935,40.674362585735,41.621750448787004,43.4825,40.78692351995901,4.02632,32,V
08-16-2013,52.22656,60.25,38.25,4.5313,53.375,40.737678111236,40.418755464268,40.974525076999,43.2825,40.599321962919,4.02632,32,V
08-19-2013,52.22656,60.25,38.25,4.5313,53.375,40.411720405879,40.38358017232301,41.481049281007,43.745,41.033150563574,4.02632,32,V
08-20-2013,52.22656,60.25,38.25,4.5313,53.375,40.946384843443006,40.54538651527,41.101156128001,43.305,40.620427138086,4.02632,32,V
08-21-2013,52.22656,60.25,38.25,4.5313,53.375,40.629807215938,40.456275775676005,42.562103253450005,44.5975,41.832802200457,4.02632,32,V
08-22-2013,52.22656,60.25,38.25,4.5313,53.375,42.125929633332,41.511534534026005,42.54568811720901,44.73,41.957088231996,4.02632,32,V
08-23-2013,52.30469,60.25,38.25,4.62066,53.375,42.30415111252,41.652235701806006,42.348706482317006,44.775,41.99929858233,4.02632,32,V
08-26-2013,52.30469,60.25,38.25,4.62066,53.375,42.083719282998,41.03080554411101,42.083719282998,43.75,41.037840602500005,4.02632,32,V
08-27-2013,52.30469,60.25,38.25,4.62066,53.375,40.564146670974,40.468000872991,41.056600758204006,43.5425,40.843203987071,4.02632,32,V
08-28-2013,52.30469,60.25,38.25,4.62066,53.375,40.655602430031,40.655602430031,41.223097140077,43.8025,41.08708601122301,4.02632,32,V
08-29-2013,52.30469,60.25,38.25,4.62066,53.375,41.063635816593006,40.988595193777,41.572505040064,43.8425,41.124606322631,4.02632,32,V
08-30-2013,52.30469,60.25,38.25,4.62066,53.375,41.133986400483,40.758783286403,41.155091575650005,43.605,40.901829473646,4.02632,32,V
09-03-2013,52.30469,60.25,38.25,4.62066,53.375,41.279377607189005,41.096466089075,41.83514721992,44.255,41.511534534026005,4.02632,32,V
09-04-2013,52.30469,60.25,38.25,4.62066,53.375,41.48339430047,41.096466089075,41.713206207844,44.0475,41.316897918597,4.02632,32,V
09-05-2013,52.30469,60.25,38.25,4.62066,53.375,41.302827801819,41.091776050149,41.43649391121,44.0525,41.32158795752301,4.02632,32,V
09-06-2013,52.30469,60.25,38.25,4.62066,53.375,41.347383171616,41.049565699815005,41.715551227307,44.1675,41.429458852821,4.02632,32,V
09-09-2013,52.30469,60.25,38.25,4.62066,53.375,41.572505040064,41.572505040064,41.89377270649501,44.6375,41.870322511865005,4.02632,32,V
09-10-2013,52.30469,60.25,38.25,4.62066,53.375,42.775500024583,42.522237922579,43.30078438429501,46.1475,43.286714267517006,4.02632,32,V
09-11-2013,52.30469,60.25,38.25,4.62066,53.375,43.382860065500005,42.89277444792764,43.741648043339005,46.5775,43.690057615153,4.02632,32,V
09-12-2013,52.30469,60.25,38.25,4.62066,53.375,43.718197848709,43.396930182278005,44.041810534603,46.265,43.396930182278005,4.02632,32,V
09-13-2013,52.30469,60.25,38.25,4.62066,53.375,43.49776601918701,43.42976045476,44.39121843459001,47.25,44.3208678507,4.02632,32,V
09-16-2013,52.30469,60.25,38.25,4.62066,53.375,44.780491665448,44.292727617144,44.808631899004006,47.345,44.409978590294,4.02632,32,V
09-17-2013,52.30469,60.25,38.25,4.62066,53.375,44.395908473516,44.2165144845965,45.00092349497,47.9,44.93057291108,4.02632,32,V
09-18-2013,52.30469,60.25,38.25,4.62066,53.375,44.653860614446,44.595235127871,45.4933775822,48.4125,45.41130190099501,4.02632,32,V
09-19-2013,52.30469,60.25,38.25,4.62066,53.375,45.617663613739005,45.495722601663,46.4313853674,48.6775,45.65987396407301,4.02632,32,V
09-20-2013,52.30469,60.25,38.25,4.62066,53.375,45.79823011239001,45.462892329181,46.62602198282901,49.7075,46.62602198282901,4.02632,32,V
09-23-2013,52.30469,60.25,38.25,4.62066,53.375,46.422005289548,45.9623814748,47.10206093381801,49.06,46.01866194191201,4.02632,32,V
09-24-2013,52.30469,60.25,38.25,4.62066,53.375,46.01866194191201,45.169764896306006,46.14998303184001,48.335,45.338606297642,4.02632,32,V
09-25-2013,52.46094,60.25,38.25,4.70833,53.75,45.32219116140101,44.71483112048401,45.4933775822,47.89,44.921192833228005,4.02632,32,V
09-26-2013,52.46094,60.25,38.25,4.70833,53.75,45.129899565435,44.944643027858,45.61062855535,48.39,45.390196725828005,4.02632,32,V
09-27-2013,52.46094,60.25,38.25,4.70833,53.75,45.02202867013701,44.979818319803,45.42537201777301,48.2625,45.270600733215005,4.02632,32,V
09-30-2013,52.46094,60.25,38.25,4.70833,53.75,44.74297135404001,44.613995283575,45.014993611748,47.775,44.81332193793,4.02632,32,V
10-01-2013,52.46094,60.25,38.25,4.70833,53.75,44.857877307727,44.571784933241,45.401921823143006,48.305,45.310466064086,4.02632,32,V
10-02-2013,52.41935,60.25,38.25,4.77788,53.75,45.00092349497,44.7898717433,45.2588756359,47.955,44.982163339266,4.02703,31,V
10-03-2013,52.41935,60.25,38.25,4.77788,53.75,45.02202867013701,44.02539539836201,45.050168903693006,47.1625,44.23879216949501,4.02703,31,V
10-04-2013,52.41935,60.25,38.25,4.77788,53.75,44.236447150032,44.08873437405763,44.82504703524501,47.62,44.667930731224,4.02703,31,V
10-07-2013,52.41935,60.25,38.25,4.77788,53.75,44.074640807085,43.692402634616,44.074640807085,46.5825,43.694747654079,4.02703,31,V
10-08-2013,52.48333,60.25,38.25,4.84378,54.0,43.67364247891201,42.798950219213,44.175476643994,45.6325,42.803640258139005,4.05556,30,V
10-09-2013,52.48333,60.25,38.25,4.84378,54.0,43.00765695142,42.236145548093006,43.31250948161,45.9625,43.113182827255,4.05556,30,V
10-10-2013,52.48333,60.25,38.25,4.84378,54.0,43.603291895022,43.511836135965005,44.349008084256006,47.2575,44.327902909089005,4.05556,30,V
10-11-2013,52.48333,60.25,38.25,4.84378,54.0,44.27396746144001,43.96911493125,45.07127407886,48.05,45.07127407886,4.05556,30,V
10-14-2013,52.48333,60.25,38.25,4.84378,54.0,44.642135517131,44.560059835926005,45.444132173477,48.36,45.362056492272,4.05556,30,V
10-15-2013,52.48333,60.25,38.25,4.84378,54.0,45.265910694289005,44.876637463431,45.5909303918608,47.8425,44.876637463431,4.05556,30,V
10-16-2013,52.48333,60.25,38.25,4.84378,54.0,45.122864507046,44.986853378192,45.917826105003,48.9075,45.875615754669,4.05556,30,V
10-17-2013,52.48333,60.25,38.25,4.84378,54.0,45.884995832521,45.83809544326101,46.607261827125,49.57,46.497045912364,4.05556,30,V
10-18-2013,52.48333,60.25,38.25,4.84378,54.0,46.600226768736,46.185158323785,47.13254618683701,50.1125,47.00591513583501,4.05556,30,V
10-21-2013,52.48333,60.25,38.25,4.84378,54.0,47.146616303615005,46.726857819738,47.29435252978401,50.01,46.909769337852,4.05556,30,V
10-22-2013,52.65,60.25,38.25,4.88433,54.25,46.912114357315005,46.785483306313,47.52885447608401,49.995,46.895699221074,4.05556,30,V
10-23-2013,52.775,60.25,38.25,4.98972,54.25,46.59084669088401,46.23909377143401,46.69109627292725,49.7225,46.640092099607,4.05556,30,V
10-24-2013,52.9,60.25,38.25,5.08986,54.25,46.869904006981,46.808933500943006,47.693005838494,50.7275,47.582789923733,4.05556,30,V
10-25-2013,53.125,60.25,38.25,4.91501,54.25,47.77742653916201,47.256832218376005,47.81494685057,50.765,47.617965215678005,4.05556,30,V
10-28-2013,53.975,61.0,38.25,5.23623,55.0,47.737561208291,47.47491902843501,47.95564801835,50.77,47.622655254604005,4.05556,30,V
10-29-2013,53.975,61.0,38.25,5.23623,55.0,47.716456033124,47.716456033124,48.131524478075,51.06,47.89467751231201,4.05556,30,V
10-30-2013,54.18333,61.0,38.25,5.24799,55.0,48.04006871901801,47.284972451932,48.04944879687,50.955,47.796186694866,4.05556,30,V
10-31-2013,55.23333,63.75,38.25,5.39055,56.25,46.2074360086835,45.554348088238,46.64243711907,49.1675,46.119497778821,4.05556,30,V
11-01-2013,55.23333,63.75,38.25,5.39055,56.25,46.65416221638501,46.553326379476005,47.12785614791101,49.79,46.703407625108,4.05556,30,V
11-04-2013,55.23333,63.75,38.25,5.39055,56.25,46.82534863718401,46.006936844597,46.90038926,49.105,46.060872292246,4.05556,30,V
