 Date,WBA Price Target,WBA Price Target - High,WBA Price Target - Low,WBA Price Target - StdDev,WBA Price Target - Median,WBA Open,WBA Low,WBA High,WBA Close,WBA Adj. Close,WBA Rating,WBA Price Target - #,Ticker
03-04-2013,42.36842,53.0,26,6.76843,45.0,31.357404416361,31.212689652234,31.829631541407,41.77,31.814398408341003,3.54167,19,WBA
03-05-2013,42.36842,53.0,26,6.76843,45.0,31.166990253036,30.54243179733,31.334554716762,40.72,31.014658922376,3.54167,19,WBA
03-06-2013,42.36842,53.0,26,6.76843,45.0,31.007042355843,30.367250767071,31.029892055442,39.96,30.435799865868,3.54167,19,WBA
03-07-2013,42.36842,53.0,26,6.76843,45.0,30.481499265066,30.268235402142,30.69476312799,40.13,30.565281496929,3.54167,19,WBA
03-08-2013,42.36842,53.0,26,6.76843,45.0,30.588131196528,30.580514629995,30.984192656244,40.64,30.953726390112,3.54167,19,WBA
03-11-2013,42.36842,53.0,26,6.76843,45.0,30.862327591716003,30.8120582525982,31.494502613955,41.28,31.441186648224,3.54167,19,WBA
03-12-2013,42.36842,53.0,26,6.76843,45.0,31.365020982894,31.060358321574,31.395487249026,41.04,31.258389051432,3.54167,19,WBA
03-13-2013,42.73684,53.0,26,6.87361,45.0,31.654450511148003,31.654450511148003,32.682686993103,42.78,32.583671628174,3.625,19,WBA
03-14-2013,42.73684,53.0,26,6.87361,45.0,32.629371027372,32.309475232986,32.713153259235,42.72,32.537972228975995,3.625,19,WBA
03-15-2013,42.73684,53.0,26,6.87361,45.0,32.378024331783,32.149527335793,32.530355662443,42.58,32.431340297514,3.625,19,WBA
03-18-2013,42.73684,53.0,26,6.87361,45.0,32.172377035392,32.088594803529,32.530355662443,42.43,32.317091799519,3.625,19,WBA
03-19-2013,43.31579,53.0,30,6.36646,46.0,32.835018323763,32.82740175723,34.88387472114,44.74,34.076518668642,3.625,19,WBA
03-20-2013,45.57895,56.0,30,7.51361,49.0,34.464963561825,34.396414463027995,35.287552747389,46.02,35.051439184866,3.66667,19,WBA
03-21-2013,47.42105,56.0,30,6.49952,50.0,34.899107854206,34.777242789678,35.226620215125,45.81,34.891491287673,3.91667,19,WBA
03-22-2013,47.42105,56.0,30,6.49952,50.0,35.013356352201,34.967656953002994,35.409417811917,46.49,35.409417811917,3.91667,19,WBA
03-25-2013,47.42105,56.0,30,6.49952,50.0,35.363718412719,35.105516807250304,35.980660301892,46.19,35.180920815927,3.91667,19,WBA
03-26-2013,47.42105,56.0,30,6.49952,50.0,35.409417811917,35.318019013520995,36.262473263613,47.57,36.232006997481,3.91667,19,WBA
03-27-2013,47.42105,56.0,30,6.49952,50.0,36.140608199085,35.8519403274843,36.209157297882,47.24,35.980660301892,3.91667,19,WBA
03-28-2013,47.42105,56.0,30,6.49952,50.0,36.049209400689,35.927344336161,36.376721761608,47.68,36.315789229344,3.91667,19,WBA
04-01-2013,47.78947,56.0,30,6.60605,50.0,36.10252536642,35.714080473237,36.315789229344,46.97,35.775013005501,3.91667,19,WBA
04-02-2013,47.94737,56.0,30,6.69229,50.0,36.193924164816,35.889261503495995,36.460503993471,47.32,36.041592834156,3.91667,19,WBA
04-03-2013,47.94737,56.0,30,6.69229,50.0,36.490970259603,35.1085634338635,36.696617555994,46.3,35.26470304779,3.91667,19,WBA
04-04-2013,48.15789,56.0,30,6.84615,50.0,35.196153948993,35.180920815927,35.573173992376496,46.59,35.485583477247005,3.91667,19,WBA
04-05-2013,48.15789,56.0,30,6.84615,50.0,35.043822618333,34.876258154607,35.881644936963,47.01,35.805479271633,3.91667,19,WBA
04-08-2013,48.15789,56.0,30,6.84615,50.0,35.630298241374,35.523666309912,36.300556096278,47.66,36.300556096278,3.91667,19,WBA
04-09-2013,48.15789,56.0,30,6.84615,50.0,36.346255495476,36.13306779821733,36.86418201972,48.31,36.795632920923,3.91667,19,WBA
04-10-2013,48.15789,56.0,30,6.84615,50.0,36.772783221324,36.445270860405,36.94034768505,48.11,36.643301590263,3.91667,19,WBA
04-11-2013,48.15789,56.0,30,6.84615,50.0,36.658534723329,36.658534723329,37.427807943162,48.67,37.069829316111,3.91667,19,WBA
04-12-2013,48.31579,56.0,30,6.921,50.0,36.902264852385,36.67384402206033,37.336409144766,48.77,37.145994981441,3.91667,19,WBA
04-15-2013,48.31579,56.0,30,6.921,50.0,37.054596183045,36.963197384649,37.70200433835,48.62,37.031746483446,3.91667,19,WBA
04-16-2013,48.31579,56.0,30,6.921,50.0,37.085062449177,37.062212749578,37.5077818917585,49.06,37.366875410898,3.91667,19,WBA
04-17-2013,48.31579,56.0,30,6.921,50.0,37.298326312101,36.757550088258,37.503973608492,48.55,36.978430517715,3.91667,19,WBA
04-18-2013,48.31579,56.0,30,6.921,50.0,37.024129916913,36.772783221324,37.176461247573,48.71,37.100295582243,3.91667,19,WBA
04-19-2013,48.31579,56.0,30,6.921,50.0,37.237393779837,37.199310947172,37.801019703279,49.35,37.587755840355,3.91667,19,WBA
04-22-2013,48.52632,56.0,30,6.90818,50.0,37.831485969411,37.382108543964,38.15899833033,49.72,37.869568802076,3.91667,19,WBA
04-23-2013,48.52632,56.0,30,6.90818,50.0,38.037133265802,37.511590175025,38.349412493655,49.62,37.793403136746,3.91667,19,WBA
04-24-2013,48.52632,56.0,30,6.90818,50.0,37.801019703279,37.305942878634,38.090449231533,49.05,37.359258844364994,3.91667,19,WBA
04-25-2013,48.52632,56.0,30,6.90818,50.0,37.481123908893,37.412574810096,38.052366398868,49.7,37.85433566901,3.91667,19,WBA
04-26-2013,48.52632,56.0,30,6.90818,50.0,37.77817000368,37.511590175025,37.85433566901,49.27,37.52682330809101,3.91667,19,WBA
04-29-2013,48.52632,56.0,30,6.90818,50.0,37.610605539954,37.366875410898,37.801019703279,49.42,37.641071806086,3.91667,19,WBA
04-30-2013,48.52632,56.0,30,6.90818,50.0,37.557289574223,37.290709745568,37.732470604482,49.51,37.709620904883,3.91667,19,WBA
05-01-2013,48.52632,56.0,30,6.90818,50.0,37.709620904883,37.2564351961695,37.9723924502715,48.94,37.275476612502,3.91667,19,WBA
05-02-2013,48.52632,56.0,30,6.90818,50.0,37.252626912903,37.031746483446,37.382108543964,48.88,37.229777213304,3.91667,19,WBA
05-03-2013,48.52632,56.0,30,6.90818,50.0,36.841332320121,36.422421160806,36.932731118517,48.02,36.574752491466,3.91667,19,WBA
05-06-2013,48.78947,56.0,30,7.05302,51.0,36.628068457197,36.376721761608,36.970813951182,47.84,36.437654293872,3.91667,19,WBA
05-07-2013,48.78947,56.0,30,7.05302,51.0,36.582369057999,36.5595193584,37.610605539954,49.19,37.465890775827,3.91667,19,WBA
05-08-2013,48.78947,56.0,30,7.05302,51.0,37.313559445167,37.153611547974,37.59727654852125,49.12,37.412574810096,3.91667,19,WBA
05-09-2013,48.78947,56.0,30,7.05302,51.0,37.412574810096,36.346255495476,37.47350734236,47.81,36.414804594273,3.91667,19,WBA
05-10-2013,48.78947,56.0,30,7.05302,51.0,36.605218757598,36.605218757598,37.16884468104,48.72,37.107912148776,3.91667,19,WBA
05-13-2013,49.15789,59.0,30,7.36466,52.0,36.925114551984,36.86418201972,37.511590175025,49.07,37.374491977431,3.91667,19,WBA
05-14-2013,49.15789,59.0,30,7.36466,52.0,37.298326312101,37.267860045969,38.021900132736,49.59,37.770553437147,3.91667,19,WBA
05-15-2013,49.15789,59.0,30,7.36466,52.0,37.488740475426,37.412574810096,38.46366099165,50.03,38.105682364599,3.91667,19,WBA
05-16-2013,49.57895,59.0,30,7.62486,53.0,38.014283566203,37.336409144766,38.021900132736,49.11,37.404958243563,3.91667,19,WBA
05-17-2013,49.57895,59.0,30,7.62486,53.0,37.470063624432,37.3398528555,38.02920398514,49.61,37.998566157156,3.91667,19,WBA
05-20-2013,49.57895,59.0,30,7.62486,53.0,37.95260941518,37.845377017236,38.228349867036,49.75,38.1057985551,3.875,19,WBA
05-21-2013,49.57895,59.0,30,7.62486,53.0,38.044522899132005,37.960268872176,38.419836291936,50.11,38.381539006956,3.875,19,WBA
05-22-2013,49.57895,59.0,30,7.62486,53.0,38.37387954996,38.293455251502,39.216419819520006,50.14,38.404517377944,3.875,19,WBA
05-23-2013,49.57895,59.0,30,7.62486,53.0,38.213030953044,38.121117469092006,38.871744254700005,50.4,38.60366325984,3.875,19,WBA
05-24-2013,49.57895,59.0,30,7.62486,53.0,38.442814662924,38.22069041004,39.02493339462001,50.77,38.887063168692,3.875,19,WBA
05-28-2013,49.57895,59.0,30,7.62486,53.0,39.10152796458,38.381615601525965,39.2547171045,50.23,38.473452490908,3.875,19,WBA
05-29-2013,49.57895,59.0,30,7.62486,53.0,38.213030953044,37.845377017236,38.236009324032,49.54,37.944949958184,3.875,19,WBA
05-30-2013,49.57895,59.0,30,7.62486,53.0,37.9143121302,37.508360909412,37.944949958184,49.01,37.538998737396,3.875,19,WBA
05-31-2013,49.57895,59.0,30,7.62486,53.0,37.523679823404,36.5739071559,37.799420275260005,47.76,36.581566612896,3.875,19,WBA
06-03-2013,49.57895,59.0,30,7.62486,53.0,36.550928784912,35.66243177337601,37.171344801588,48.5,37.1483664306,3.875,19,WBA
06-04-2013,49.57895,59.0,30,7.62486,53.0,36.972198919692005,36.72709629582,37.49304199542,48.03,36.788371951788,3.875,19,WBA
06-05-2013,49.68421,59.0,30,7.64373,53.0,37.286236656528,37.209642086568,37.768782447276,48.63,37.247939371548,3.875,19,WBA
06-06-2013,49.68421,59.0,30,7.64373,53.0,37.255598828544,36.489653128944,37.508360909412,48.24,36.949220548704005,3.875,19,WBA
06-07-2013,49.68421,59.0,30,7.64373,53.0,37.286236656528,37.18666371558,37.918141858698,49.42,37.853036474232006,3.875,19,WBA
06-10-2013,49.68421,59.0,30,7.64373,53.0,37.883674302216,37.799420275260005,38.281966066008,49.65,38.02920398514,3.875,19,WBA
06-11-2013,49.68421,59.0,30,7.64373,53.0,37.814739189252,37.64623113534,38.18239312506,49.54,37.944949958184,3.875,19,WBA
06-12-2013,49.68421,59.0,30,7.64373,53.0,38.1057985551,37.699847334312,38.29728498,49.34,37.791760818264,3.875,19,WBA
06-13-2013,49.68421,59.0,30,7.64373,53.0,37.822398646248,37.707506791308,38.423666020434,50.07,38.350901178972,3.875,19,WBA
06-14-2013,49.68421,59.0,30,7.64373,53.0,38.243668781028,38.121117469092006,38.902382082684,50.18,38.435155205928,3.875,19,WBA
06-17-2013,50.61111,59.0,30,7.07216,53.0,38.573025431856,38.25898769502,38.802809141736,50.38,38.588344345848,3.91304,18,WBA
06-18-2013,50.61111,59.0,30,7.07216,53.0,38.611322716836,38.419836291936,39.139825249560005,50.9,38.98663610964,3.91304,18,WBA
06-19-2013,50.61111,59.0,30,7.07216,53.0,38.940679367664,38.458133576916005,39.231738733512,50.23,38.473452490908,3.91304,18,WBA
06-20-2013,50.61111,59.0,30,7.07216,53.0,38.274306609012,36.933901634712,38.29728498,48.34,37.025815118664006,3.91304,18,WBA
06-21-2013,50.72222,59.0,30,7.12434,53.0,37.355171769492,36.941561091708,37.768782447276,48.71,37.309215027516,3.91304,18,WBA
06-24-2013,50.42105,59.0,30,7.05106,53.0,36.826669236768,36.386250459498,37.286236656528,48.05,36.80369086578,3.70833,19,WBA
06-25-2013,49.86842,59.0,30,7.13376,52.0,34.597767250932,33.732248610384,34.911804987768,45.22,34.636064535912,3.70833,19,WBA
06-26-2013,49.34211,59.0,30,6.9624,50.0,34.766275304844,34.436918654016004,35.149248154644,45.01,34.475215938996,3.70833,19,WBA
06-27-2013,49.34211,59.0,30,6.9624,50.0,34.58244833694,34.214794401132,34.597767250932,44.9,34.39096191204,3.70833,19,WBA
06-28-2013,49.34211,59.0,30,6.9624,50.0,34.54415105196,33.801183723348004,34.54415105196,44.2,33.854799922320005,3.70833,19,WBA
07-01-2013,49.34211,59.0,30,6.9624,50.0,34.444578111012,33.870118836312,34.547980780458,44.34,33.962032320264,3.70833,19,WBA
07-02-2013,48.97368,58.0,30,6.6183,50.0,33.946713406272,33.854799922320005,34.088413360698006,44.46,34.053945804216,3.70833,19,WBA
07-03-2013,48.76316,56.0,30,6.38742,50.0,33.594378384456,33.173108249676005,33.827991822834,44.12,33.793524266352,3.70833,19,WBA
07-05-2013,48.76316,56.0,30,6.38742,50.0,33.93139449228,33.448848701532,34.061605261212,44.25,33.8930972073,3.70833,19,WBA
07-08-2013,48.76316,56.0,30,6.38742,50.0,34.15351874516401,34.015648519235995,34.750956390852,45.33,34.720318562868,3.70833,19,WBA
07-09-2013,48.76316,56.0,30,6.38742,50.0,34.881167159784,34.666702363896,35.76966417132,46.45,35.57817774642,3.70833,19,WBA
07-10-2013,48.76316,56.0,30,6.38742,50.0,35.532221004444004,35.279458923576,36.949220548704005,47.85,36.65050172586,3.70833,19,WBA
07-11-2013,48.76316,56.0,30,6.38742,50.0,37.477723081428,37.03347457566,37.891333759212,48.7,37.30155557052,3.70833,19,WBA
07-12-2013,48.76316,56.0,30,6.38742,50.0,37.286236656528,36.949220548704005,37.4570425475388,48.76,37.347512312496,3.70833,19,WBA
07-15-2013,48.76316,56.0,30,6.38742,50.0,37.439425796448006,37.270917742536,37.76112299028,49.27,37.738144619292,3.70833,19,WBA
07-16-2013,48.76316,56.0,30,6.38742,50.0,37.538998737396,37.347512312496,37.95260941518,49.26,37.730485162296,3.70833,19,WBA
07-17-2013,48.76316,56.0,30,6.38742,50.0,37.937290501188,37.753463533284,38.25898769502,49.73,38.090479641108,3.70833,19,WBA
07-18-2013,48.76316,56.0,30,6.38742,50.0,38.059841813124,38.006225614152,39.407906244420005,50.54,38.710895657784,3.70833,19,WBA
07-19-2013,48.76316,56.0,30,6.38742,50.0,38.75685239976,38.320263350988,38.875573983198,50.61,38.764511856756,3.70833,19,WBA
07-22-2013,48.76316,56.0,30,6.38742,50.0,38.948338824660006,38.6802578298,39.538117013352,51.26,39.262376561496,3.70833,19,WBA
07-23-2013,48.76316,56.0,30,6.38742,50.0,39.239398190508,38.98663610964,39.33131167446,51.01,39.070890136596,3.70833,19,WBA
07-24-2013,48.76316,56.0,30,6.38742,50.0,39.208760362524,38.871744254700005,39.2547171045,51.08,39.124506335568,3.70833,19,WBA
07-25-2013,48.76316,56.0,30,6.38742,50.0,38.978976652644,38.60366325984,39.17812253454,51.01,39.070890136596,3.70833,19,WBA
07-26-2013,48.76316,56.0,30,6.38742,50.0,38.917700996676,38.618982173832,39.231738733512,50.82,38.925360453672,3.70833,19,WBA
07-29-2013,48.76316,56.0,30,6.38742,50.0,38.902382082684,38.749192942764,39.0632306796,50.62,38.772171313752,3.70833,19,WBA
07-30-2013,48.76316,56.0,30,6.38742,50.0,38.994295566636,38.193882310554,39.2547171045,50.01,38.304944436996,3.70833,19,WBA
07-31-2013,48.76316,56.0,30,6.38742,50.0,38.320263350988,37.960268872176,38.664938915808,50.25,38.4887714049,3.70833,19,WBA
08-01-2013,48.76316,56.0,30,6.38742,50.0,38.634301087824,38.60366325984,39.262376561496,51.13,39.162803620548,3.70833,19,WBA
08-02-2013,48.76316,56.0,30,6.38742,50.0,39.116846878572005,38.772171313752,39.208760362524,50.98,39.047911765608,3.70833,19,WBA
08-05-2013,49.92105,67.0,30,7.63004,52.0,39.185781991536,38.810468598732,39.216419819520006,50.96,39.032592851616,3.70833,19,WBA
08-06-2013,49.92105,67.0,30,7.63004,52.0,38.917700996676,38.36622009296401,39.051741494106,50.24,38.481111947904,3.70833,19,WBA
08-07-2013,49.92105,67.0,30,7.63004,52.0,38.381539006956,37.76112299028,38.396857920948,49.69,38.059841813124,3.70833,19,WBA
08-08-2013,50.23684,67.0,30,7.87128,52.0,38.25898769502,38.044522899132005,38.458133576916005,49.89,38.213030953044,3.70833,19,WBA
08-09-2013,50.23684,67.0,30,7.87128,52.0,38.228349867036,37.960268872176,38.228349867036,49.61,37.998566157156,3.70833,19,WBA
08-12-2013,50.23684,67.0,30,7.87128,52.0,37.83771756024,37.738144619292,38.4887714049,50.19,38.442814662924,3.70833,19,WBA
08-13-2013,50.5,67.0,30,7.68971,52.0,38.419836291936,38.197712039052,38.726214571776005,50.54,38.710895657784,3.70833,19,WBA
08-14-2013,50.5,67.0,30,7.68971,52.0,38.618982173832,38.20583106346776,39.017273937624,50.46,38.649620001816,3.70833,19,WBA
08-15-2013,50.5,67.0,30,7.68971,52.0,38.37387954996,37.799420275260005,38.45047411992,49.36,37.807079732256,3.70833,19,WBA
08-16-2013,50.5,67.0,30,7.68971,52.0,37.66446968991,37.471753410285,37.98823303968,48.84,37.64905238754,3.70833,19,WBA
08-19-2013,50.5,67.0,30,7.68971,52.0,37.548839922135,37.394666898435,37.98823303968,48.52,37.40237554962,3.70833,19,WBA
08-20-2013,50.5,67.0,30,7.68971,52.0,37.487170712655,37.25012968871624,37.7723908065,48.76,37.58738317806,3.70833,19,WBA
08-21-2013,50.5,67.0,30,7.68971,52.0,37.52571396858,37.1518443861075,37.70301294583499,48.42,37.32528903777,3.70833,19,WBA
08-22-2013,50.5,67.0,30,7.68971,52.0,37.38695824725,37.198096293217496,37.69530429464999,48.59,37.456336107915,3.70833,19,WBA
08-23-2013,50.5,67.0,30,7.68971,52.0,37.471753410285,37.2828914562525,37.66446968991,48.79,37.610509131615,3.70833,19,WBA
08-26-2013,50.5,67.0,30,7.68971,52.0,37.579674526875,37.42550150317499,38.00365034205,48.82,37.63363508517,3.70833,19,WBA
08-27-2013,50.5,67.0,30,7.68971,52.0,37.379249596065,36.423376849125,37.44862745673,47.25,36.423376849125,3.70833,19,WBA
08-28-2013,50.92105,67.0,30,7.86776,52.0,36.392542244385,36.037944289875,36.63151043112,47.07,36.284621127795,3.70833,19,WBA
08-29-2013,50.92105,67.0,30,7.86776,52.0,36.15357405765,36.115030801725,36.93985647852,47.58,36.67776233823,3.70833,19,WBA
08-30-2013,50.92105,67.0,30,7.86776,52.0,36.77026615245,36.60067582638,37.132572758145,48.07,37.055486246295,3.70833,19,WBA
09-03-2013,50.92105,67.0,30,7.86776,52.0,37.17111601407,37.14028140933,37.70301294583499,48.74,37.57196587569,3.70833,19,WBA
09-04-2013,50.92105,67.0,30,7.86776,52.0,37.579674526875,37.42550150317499,38.2541815055625,49.49,38.150114714565,3.70833,19,WBA
09-05-2013,51.34211,67.0,30,8.1629,52.0,38.520129971445,38.40450020367,39.0057749961,50.19,38.689720297515,3.70833,19,WBA
09-06-2013,51.60526,67.0,30,8.25989,55.0,38.689720297515,37.78780810887,38.751389506995,49.46,38.12698876101,3.70833,19,WBA
09-09-2013,51.60526,67.0,30,8.25989,55.0,38.18865797049,38.18865797049,38.85352913519625,50.22,38.71284625107,3.70833,19,WBA
09-10-2013,51.60526,67.0,30,8.25989,55.0,38.82076736766,38.68201164633,39.059735554395,50.67,39.059735554395,3.70833,19,WBA
09-11-2013,51.60526,67.0,30,8.25989,55.0,39.075152856764994,38.797641414104994,39.14453071743,50.75,39.121404763875,3.70833,19,WBA
09-12-2013,51.86842,67.0,30,8.4415,55.0,39.34495564824,39.22161722928,41.2297208629725,53.29,41.079402164865,3.70833,19,WBA
09-13-2013,52.375,67.0,30,8.51891,55.0,40.96377239709,40.493544674805,41.22586653737999,53.46,41.21044923501,3.76,20,WBA
09-16-2013,52.375,67.0,30,8.51891,55.0,41.626716399,41.56504718952,42.57488049475499,54.78,42.22799119143,3.76,20,WBA
09-17-2013,52.375,67.0,30,8.51891,55.0,42.081526818915,41.9350624464,42.52091993646,54.92,42.33591230802,3.76,20,WBA
09-18-2013,52.425,67.0,30,8.49305,55.0,42.30507770328,42.26653444735499,42.96031305400499,55.63,42.883226542155,3.76,20,WBA
09-19-2013,53.025,67.0,30,9.0588,55.0,42.98343900756,42.76065898831349,43.36887156680999,55.99,43.160737984815,3.76,20,WBA
09-20-2013,53.025,67.0,30,9.0588,55.0,43.206989891925,42.6943645881225,43.284076403775,55.52,42.79843137912,3.76,20,WBA
09-23-2013,53.83333,70.0,30,9.55103,55.0,43.268659101405,42.95260440281999,43.81597333554,56.23,43.345745613255,3.8,21,WBA
09-24-2013,53.83333,70.0,30,9.55103,55.0,43.10677742652,42.61342375068,43.12219472889,55.39,42.698218913715,3.8,21,WBA
09-25-2013,54.02381,70.0,30,9.67136,55.0,42.667384308975,42.14327311490685,42.87551789097,54.85,42.281951749725,3.8,21,WBA
09-26-2013,54.02381,70.0,30,9.67136,55.0,42.281951749725,42.050692214174994,42.57488049475499,54.73,42.189447935504994,3.8,21,WBA
09-27-2013,54.02381,70.0,30,9.67136,55.0,41.973605702325,41.838704306587495,42.29736905209499,54.51,42.01985760943499,3.8,21,WBA
09-30-2013,54.02381,70.0,30,9.67136,55.0,41.834849980995,41.44170877056,41.927353795215,53.8,41.47254337529999,3.8,21,WBA
10-01-2013,55.40476,70.0,30,10.33904,57.0,41.711511562035,41.711511562035,43.700343567765,56.24,43.35345426444,3.8,21,WBA
10-02-2013,58.11905,70.0,30,9.75644,62.0,43.037399565855,42.482376680535,43.58471379999,56.53,43.577005148805,3.8,21,WBA
10-03-2013,59.11905,70.0,30,9.42123,62.0,43.73888682369,43.10677742652,44.255289366573145,55.96,43.13761203126,3.84,21,WBA
10-04-2013,59.11905,70.0,30,9.42123,62.0,42.90635249571,42.43111415015475,43.176155287185,55.79,43.006564961115,3.84,21,WBA
10-07-2013,60.02381,70.0,30,8.71572,62.0,42.64425835542,42.52091993646,43.068234170595,55.19,42.54404589001499,3.88462,21,WBA
10-08-2013,60.02381,70.0,30,8.71572,62.0,42.61342375068,42.26653444735499,42.73676216964,54.86,42.28966040091,3.88462,21,WBA
10-09-2013,60.02381,70.0,30,8.71572,62.0,42.3975815175,42.04298356299,42.62884105305,55.01,42.40529016868499,3.88462,21,WBA
10-10-2013,60.02381,70.0,30,8.71572,62.0,42.78301407675,42.62884105305,43.18386393837,56.0,43.168446636,3.88462,21,WBA
10-11-2013,60.02381,70.0,30,8.71572,62.0,42.96031305400499,42.76759677438,43.268659101405,55.96,43.13761203126,3.88462,21,WBA
10-14-2013,60.04762,70.0,30,8.69853,62.0,42.92176979808,42.82155733267499,43.75430412605999,56.7,43.70805221895,3.88462,21,WBA
10-15-2013,60.04762,70.0,30,8.69853,62.0,43.73888682369,43.27636775259,43.89305984738999,56.3,43.39970617155,3.92,21,WBA
10-16-2013,60.04762,70.0,30,8.69853,62.0,43.73888682369,43.669508963025,44.50975194219,57.59,44.394122174415,3.92,21,WBA
10-17-2013,60.04762,70.0,30,8.69853,62.0,44.43266543034,44.37099622086,45.303743014245,58.76,45.29603436306,3.92,21,WBA
10-18-2013,60.04762,70.0,30,8.69853,62.0,45.349994921355,45.0185229204,45.89730915549,58.59,45.164987292915,3.92,21,WBA
10-21-2013,60.04762,70.0,30,8.69853,62.0,45.1726959441,44.625381709965,45.180404595285,58.38,45.00310561803,3.92,21,WBA
10-22-2013,60.04762,70.0,30,8.69853,62.0,45.09560943225,44.91060180381,45.46562468913,58.69,45.24207380476499,3.92,21,WBA
10-23-2013,60.13636,70.0,30,8.50826,62.0,45.257491107135,44.979979664475,45.473333340315,58.79,45.319160316615,3.88462,22,WBA
10-24-2013,60.13636,70.0,30,8.50826,62.0,45.38082952609499,45.28061706069,45.74313613179,59.25,45.673758271125,3.88462,22,WBA
10-25-2013,60.13636,70.0,30,8.50826,62.0,45.66604961994,45.35770357254,45.66604961994,59.19,45.627506364015,3.88462,22,WBA
10-28-2013,60.13636,70.0,30,8.50826,62.0,45.89730915549,45.71230152705,46.88401650717,59.41,45.79709669008499,3.88462,22,WBA
10-29-2013,59.95238,70.0,30,8.66562,62.0,45.750844782975,45.673758271125,46.090025435115,59.76,46.06689948155999,3.84,21,WBA
10-30-2013,59.95238,70.0,30,8.66562,62.0,46.090025435115,45.26519975832,46.151694644595,59.12,45.57354580572,3.84,21,WBA
10-31-2013,59.95238,70.0,30,8.66562,62.0,45.57354580572,45.303743014245,45.97439566734,59.24,45.66604961994,3.84,21,WBA
11-01-2013,60.19048,70.0,30,8.78646,62.0,45.9435610626,45.9435610626,46.752969437024994,60.52,46.65275697162,3.84,21,WBA
11-04-2013,60.42857,70.0,30,8.89929,62.0,46.79151269295,46.228781156445,46.922559763095,60.15,46.367536877775,3.84,21,WBA
11-05-2013,60.61905,70.0,30,9.05789,62.0,46.336702273034994,45.74321321830185,46.845473251245,60.3,46.48316664554999,3.84,21,WBA
11-06-2013,60.61905,70.0,30,9.05789,62.0,46.66817427399,45.9435610626,46.752969437024994,59.84,46.12856869104,3.84,21,WBA
11-07-2013,60.61905,70.0,30,9.05789,62.0,46.31357631947999,45.488750642685,46.63733966925,59.2,45.6352150152,3.84,21,WBA
11-08-2013,60.61905,70.0,30,9.05789,62.0,45.57354580572,45.40395547965,46.059190830375,59.7,46.02064757445,3.84,21,WBA
11-11-2013,60.61905,70.0,30,9.05789,62.0,46.074608132745,45.82022264364,46.42149743607,59.45,45.827931294825,3.84,21,WBA
11-12-2013,60.61905,70.0,30,9.05789,62.0,45.75855343416,45.58896310809,45.97439566734,59.48,45.85105724838,3.84,21,WBA
