 Date,AVGO Price Target,AVGO Price Target - High,AVGO Price Target - Low,AVGO Price Target - StdDev,AVGO Price Target - Median,AVGO Open,AVGO Low,AVGO High,AVGO Close,AVGO Adj. Close,AVGO Rating,AVGO Price Target - #,Ticker
03-04-2013,40.8,45,32,3.00998,41.5,25.901619672168,25.477129480878,26.00967172086,33.54,25.886183665212,4.3,20,AVGO
03-05-2013,40.8,45,32,3.00998,41.5,26.00967172086,25.994235713904,26.519059950408,34.33,26.495905939974,4.3,20,AVGO
03-06-2013,40.8,45,32,3.00998,41.5,26.480469933018,26.403289898238,26.835498093006,34.71,26.789190072138,4.3,20,AVGO
03-07-2013,40.8,45,32,3.00998,41.5,26.773754065182,26.54993196432,27.113346218214,34.97,26.989858162566,4.3,20,AVGO
03-08-2013,40.8,45,32,3.00998,41.5,27.05160219039,26.997576166043995,27.329450315597995,35.27,27.221398266906,4.3,20,AVGO
03-11-2013,40.8,45,32,3.00998,41.5,27.074756200824,26.989858162566,27.522400402547994,35.26,27.213680263428,4.3,20,AVGO
03-12-2013,40.8,45,32,3.00998,41.5,27.182808249516,27.013012173,27.425925359072995,35.45,27.36032232951,4.3,20,AVGO
03-13-2013,40.8,45,32,3.00998,41.5,27.3989123469,27.213680263428,27.865851557319,35.99,27.777094517322,4.3,20,AVGO
03-14-2013,40.8,45,32,3.00998,41.5,27.823402538189995,27.807966531234,28.541176861644,36.66,28.294200750348,4.3,20,AVGO
03-15-2013,40.8,45,32,3.00998,41.5,28.32507276426,27.638170454718,28.386816792084,36.0,27.7848125208,4.3,20,AVGO
03-18-2013,40.8,45,32,3.00998,41.5,27.460656374724,27.05160219039,27.70824992629824,35.26,27.213680263428,4.3,20,AVGO
03-19-2013,40.8,45,32,3.00998,41.5,27.314014308642,27.043884186912,27.645888458196,35.3,27.244552277339995,4.3,20,AVGO
03-20-2013,40.8,45,32,3.00998,41.5,27.537836409504,27.28314229473,27.846556548624,35.93,27.730786496454,4.3,20,AVGO
03-21-2013,40.8,45,32,3.00998,41.5,27.474738384815,27.257485440795,27.7424250479825,35.56,27.59112389054,4.3,20,AVGO
03-22-2013,40.8,45,32,3.00998,41.5,27.754063598555003,27.451461283670003,27.96355750886,35.8,27.7773406997,4.3,20,AVGO
03-25-2013,40.8,45,32,3.00998,41.5,27.831653935705,27.350593845375,27.847172003135,35.52,27.56008775568,4.3,20,AVGO
03-26-2013,40.8,45,32,3.00998,41.5,27.676473261405,27.59112389054,27.91700330657,35.79,27.769581665985,4.3,20,AVGO
03-27-2013,40.8,45,32,3.00998,41.5,27.521292587105,27.350593845375,27.723027463695,35.64,27.65319616026,4.3,20,AVGO
03-28-2013,40.95,45,32,3.04097,42.0,27.7773406997,27.52905162082,27.878208137995,35.9,27.85493103685,4.3,20,AVGO
04-01-2013,40.95,45,32,3.04097,42.0,27.79285876713,27.304039643085,27.932521374,35.34,27.420425148810004,4.3,20,AVGO
04-02-2013,40.95,45,32,3.04097,42.0,27.598882924255,26.978160227055003,27.629919059115,34.88,27.063509597920003,4.3,20,AVGO
04-03-2013,40.95,45,32,3.04097,42.0,27.063509597920003,26.45830496815,27.214810755362503,34.31,26.621244676165,4.3,20,AVGO
04-04-2013,41.05263,45,32,3.08602,42.0,26.56693144016,26.34967849614,26.90832892362,34.6,26.8462566539,4.31579,19,AVGO
04-05-2013,41.05263,45,32,3.08602,42.0,26.388473664715,25.860859372095,26.70659404703,34.33,26.636762743595,4.31579,19,AVGO
04-08-2013,41.05263,45,32,3.08602,42.0,26.574690473875,26.357437529855,26.900569889905,34.66,26.89281085619,4.31579,19,AVGO
04-09-2013,41.05263,45,32,3.08602,42.0,26.931606024765,26.55141337273,27.257485440795,34.78,26.98591926077,4.31579,19,AVGO
04-10-2013,41.05263,45,32,3.08602,42.0,27.009196361915,26.993678294485,27.54456968825,35.38,27.451461283670003,4.31579,19,AVGO
04-11-2013,41.05263,45,32,3.08602,42.0,27.34283481166,27.164377036215,27.87044910428,35.63,27.645437126545,4.31579,19,AVGO
04-12-2013,41.05263,45,32,3.08602,42.0,27.54456968825,26.8191000358975,27.567846789395,34.91,27.086786699065,4.31579,19,AVGO
04-15-2013,41.05263,45,32,3.08602,42.0,26.90832892362,26.167341203837506,26.947124092195,33.78,26.21001588927,4.31579,19,AVGO
04-16-2013,41.05263,45,32,3.08602,42.0,26.44278690072,26.268984545504,26.8462566539,34.58,26.83073858647,4.31579,19,AVGO
04-17-2013,40.94444,45,32,3.13532,42.0,26.186738788125,25.04616083202,26.202256855555003,32.405,25.1431487534575,4.27778,18,AVGO
04-18-2013,41.10526,45,32,3.12704,42.0,25.68240159665,24.2431008425175,25.82206420352,31.37,24.340088763955,4.31579,19,AVGO
04-19-2013,41.10526,45,32,3.12704,42.0,24.246980359375,23.921100943345,24.73579948342,31.26,24.25473939309,4.31579,19,AVGO
04-22-2013,41.10526,45,32,3.12704,42.0,24.33232973024,23.719366066755,24.70476334856,31.58,24.50302847197,4.31579,19,AVGO
04-23-2013,41.10526,45,32,3.12704,42.0,24.72028141599,24.61165494398,25.15478730403,32.37,25.115992135455,4.31579,19,AVGO
04-24-2013,41.10526,45,32,3.12704,42.0,25.115992135455,24.8638235397175,25.480666720060004,32.62,25.30996797833,4.31579,19,AVGO
04-25-2013,41.10526,45,32,3.12704,42.0,25.457389618915,25.240136674895,25.752232900085,32.63,25.317727012045,4.31579,19,AVGO
04-26-2013,41.10526,45,32,3.12704,42.0,25.286690877185,24.79787175314,25.286690877185,32.11,24.914257258865,4.31579,19,AVGO
04-29-2013,41.10526,45,32,3.12704,42.0,25.100474068025,24.9840885623,25.441871551485,32.53,25.240136674895,4.31579,19,AVGO
04-30-2013,41.10526,45,32,3.12704,42.0,25.193582472605,24.479751370825,25.193582472605,31.96,24.79787175314,4.31579,19,AVGO
05-01-2013,41.10526,45,32,3.12704,42.0,24.87546209029,24.246980359375,24.8857040147938,31.32,24.30129359538,4.31579,19,AVGO
05-02-2013,41.10526,45,32,3.12704,42.0,24.479751370825,24.293534561665,25.007365663445,32.09,24.898739191435,4.31579,19,AVGO
05-03-2013,41.10526,45,32,3.12704,42.0,24.95305242744,24.7132982856465,25.131510202885,31.88,24.73579948342,4.31579,19,AVGO
05-06-2013,41.05263,45,32,3.10303,42.0,24.867703056575,24.79787175314,25.52722092235,32.8,25.4496305852,4.31579,19,AVGO
05-07-2013,41.05263,45,32,3.10303,42.0,25.54273898978,25.193582472605,25.566016090925,32.54,25.24789570861,4.31579,19,AVGO
05-08-2013,41.05263,45,32,3.10303,42.0,25.317727012045,25.275052326612503,26.00828101268,33.5,25.99276294525,4.31579,19,AVGO
05-09-2013,41.05263,45,32,3.10303,42.0,25.97724487782,25.9157933307972,26.44278690072,33.87,26.279847192705,4.31579,19,AVGO
05-10-2013,41.05263,45,32,3.10303,42.0,26.34967849614,26.2449315409875,26.48934110301,34.06,26.42726883329,4.31579,19,AVGO
05-13-2013,41.05263,45,32,3.10303,42.0,26.248811057845,26.062594248685,26.481582069295,33.62,26.08587134983,4.31579,19,AVGO
05-14-2013,41.05263,45,32,3.10303,42.0,26.05483521497,25.860859372095,26.24105202413,33.7,26.14794361955,4.31579,19,AVGO
05-15-2013,41.05263,45,32,3.10303,42.0,26.11690748469,26.02379908011,26.528136271585,34.18,26.52037723787,4.31579,19,AVGO
05-16-2013,41.05263,45,32,3.10303,42.0,26.512618204155,26.30312429385,26.78418438418,34.205,26.539774822157497,4.31579,19,AVGO
05-17-2013,41.05263,45,32,3.10303,42.0,26.760907283035003,26.66003984474,26.98591926077,34.43,26.714353080745,4.31579,19,AVGO
05-20-2013,41.05263,45,32,3.10303,42.0,26.56693144016,26.56693144016,26.809246063079453,34.44,26.72211211446,4.31579,19,AVGO
05-21-2013,41.05263,45,32,3.10303,42.0,26.854015687615,26.72211211446,27.2536059239375,35.09,27.226449305935,4.31579,19,AVGO
05-22-2013,41.05263,45,32,3.10303,42.0,27.14109993507,26.559172406445,27.34283481166,34.56,26.81522051904,4.31579,19,AVGO
05-23-2013,41.05263,45,32,3.10303,42.0,26.56693144016,26.256570091560004,26.652280811025,33.97,26.357437529855,4.31579,19,AVGO
05-24-2013,41.33333,45,32,2.94392,42.0,26.27208815899,26.1285460352625,26.45830496815,34.1,26.45830496815,4.38889,18,AVGO
05-28-2013,41.33333,45,32,2.94392,42.0,26.791943417895,26.388473664715,26.854015687615,34.44,26.72211211446,4.38889,18,AVGO
05-29-2013,41.33333,45,32,2.94392,42.0,26.667798878455,26.497100136725,26.92384699105,34.43,26.714353080745,4.38889,18,AVGO
05-30-2013,41.94444,45,32,3.2227,42.0,28.0877020483,28.01011171115,29.662785892445,37.82,29.34466551013,4.38889,18,AVGO
05-31-2013,41.94444,45,32,3.2227,42.0,28.964472858095,28.793774116365,29.690718413819,37.73,29.274834206695,4.38889,18,AVGO
06-03-2013,41.94444,45,32,3.2227,42.0,29.23603903812,28.390304363185003,29.274834206695,37.3,28.94119575695,4.38889,18,AVGO
06-04-2013,41.94444,45,32,3.2227,42.0,29.0187860941,29.011027060385,29.631749757585,37.8,29.3291474427,4.38889,18,AVGO
06-05-2013,41.94444,45,32,3.2227,42.0,29.28259324041,28.56876213863,29.305870341555003,37.0,28.7084247455,4.38889,18,AVGO
06-06-2013,41.94444,45,32,3.2227,42.0,28.855846386085,28.27554825454015,28.87912348723,36.75,28.514448902625,4.38889,18,AVGO
06-07-2013,41.94444,45,32,3.2227,42.0,28.52220793634,28.048906879725,28.9605933412375,37.29,28.933436723235,4.38889,18,AVGO
06-10-2013,41.94444,45,32,3.2227,42.0,29.09637643125,28.545485037485,29.10405787462785,36.83,28.576521172345,4.38889,18,AVGO
06-11-2013,41.94444,45,32,3.2227,42.0,28.266159823745,28.13425625059,28.52220793634,36.29,28.157533351735,4.38889,18,AVGO
06-12-2013,41.94444,45,32,3.2227,42.0,28.44461759919,27.71526842998,28.46013566662,35.98,27.91700330657,4.38889,18,AVGO
06-13-2013,41.94444,45,32,3.2227,42.0,27.893589549128,27.799934519864,29.001840728752,37.11,28.962817799892,4.38889,18,AVGO
06-14-2013,41.94444,45,32,3.2227,42.0,28.986231557208,28.91599028526,29.50133421816,37.59,29.337437916948,4.38889,18,AVGO
06-17-2013,41.94444,45,32,3.2227,42.0,29.50133421816,29.446702117756,29.922781849848004,38.09,29.727667205548,4.38889,18,AVGO
06-18-2013,41.94444,45,32,3.2227,42.0,29.688644276688,29.643767908499,30.28179279536,38.75,30.2427698665,4.38889,18,AVGO
06-19-2013,41.94444,45,32,3.2227,42.0,30.195942351868,29.712058034004,30.336424895764,38.07,29.712058034004,4.38889,18,AVGO
06-20-2013,41.94444,45,32,3.2227,42.0,29.431092946212,28.814530670224,29.610598418968,37.06,28.923794871032,4.38889,18,AVGO
06-21-2013,41.94444,45,32,3.2227,42.0,28.908185699488,28.576490804178,29.251587473456,37.38,29.173541615736003,4.38889,18,AVGO
06-24-2013,41.94444,45,32,3.2227,42.0,28.861358184856,28.17455463692,28.869162770628,36.69,28.635025197468,4.38889,18,AVGO
06-25-2013,41.94444,45,32,3.2227,42.0,28.978426971436,28.728680226732003,29.337437916948,37.1,28.95501321412,4.38889,18,AVGO
06-26-2013,41.94444,45,32,3.2227,42.0,29.181346201508,28.869162770628,29.438897531984,37.25,29.0720820007,4.38889,18,AVGO
06-27-2013,41.94444,45,32,3.2227,42.0,29.251587473456,29.103300343788,29.532552561248004,37.32,29.126714101104,4.38889,18,AVGO
06-28-2013,41.94444,45,32,3.2227,42.0,28.8769673564,28.689657297872,29.360851674264,37.38,29.173541615736003,4.38889,18,AVGO
07-01-2013,41.94444,45,32,3.2227,42.0,29.54035714702,29.142323272648003,29.555966318564,37.61,29.353047088492,4.38889,18,AVGO
07-02-2013,42.15789,46,32,3.26486,42.0,29.618403004740003,29.516943389704,30.422275339256,38.48,30.032046050656,4.36842,19,AVGO
07-03-2013,42.15789,46,32,3.26486,42.0,29.961804778708,29.758885548636,30.336424895764,38.59,30.117896494148003,4.36842,19,AVGO
07-05-2013,42.15789,46,32,3.26486,42.0,30.141310251464,29.782299305952,30.578367054696,38.81,30.289597381132,4.36842,19,AVGO
07-08-2013,42.26316,46,32,3.12616,42.0,30.383252410396,29.025254486068,30.461298268116,37.27,29.087691172244003,4.36842,19,AVGO
07-09-2013,42.36842,47,32,3.24784,42.0,29.438897531984,29.173541615736003,29.633934130426283,37.58,29.329633331176,4.36842,19,AVGO
07-10-2013,42.36842,47,32,3.24784,42.0,29.329633331176,29.220369130368,29.926684142734,38.33,29.914977264076,4.36842,19,AVGO
07-11-2013,42.36842,47,32,3.24784,42.0,29.290610402316,29.251587473456,30.12570107992,38.59,30.117896494148003,4.26316,19,AVGO
07-12-2013,42.36842,47,32,3.24784,42.0,30.195942351868,30.188137766096,30.422275339256,38.95,30.398861581940004,4.26316,19,AVGO
07-15-2013,42.63158,47,32,3.4673,42.0,30.422275339256,29.626207590512,30.500321196976,38.01,29.665230519372,4.26316,19,AVGO
07-16-2013,42.73684,47,32,3.44646,43.0,29.782299305952,29.782299305952,30.547148711608,38.87,30.336424895764,4.26316,19,AVGO
07-17-2013,42.78947,47,32,3.48801,43.0,30.445689096572,30.328620309992,31.015423857928003,38.92,30.375447824624,4.26316,19,AVGO
07-18-2013,42.78947,47,32,3.48801,43.0,30.2427698665,29.22817371614,30.344229481536,37.6,29.34524250272,4.26316,19,AVGO
07-19-2013,42.78947,47,32,3.48801,43.0,29.4623112893,29.271098937886,29.77449472018,37.85,29.54035714702,4.26316,19,AVGO
07-22-2013,42.78947,47,32,3.48801,43.0,29.836931406356,29.298414988088,29.836931406356,37.79,29.493529632388,4.26316,19,AVGO
07-23-2013,42.78947,47,32,3.48801,43.0,29.719862619776,29.275001230772,29.782299305952,37.61,29.353047088492,4.26316,19,AVGO
07-24-2013,42.78947,47,32,3.48801,43.0,29.087691172244003,28.767703155592,29.649621347828003,36.89,28.791116912908,4.26316,19,AVGO
07-25-2013,42.78947,47,32,3.48801,43.0,28.4867380678,28.33064635236,28.861358184856,36.9,28.79892149868,4.26316,19,AVGO
07-26-2013,42.47368,47,32,3.45449,42.0,28.510151825116,28.36966928122,28.75989856982,36.78,28.705266469416,4.15789,19,AVGO
07-29-2013,42.47368,47,32,3.45449,42.0,28.580393097064,28.393083038536,28.79892149868,36.59,28.556979339748004,4.15789,19,AVGO
07-30-2013,42.47368,47,32,3.45449,42.0,28.6818527121,28.361864695448,28.8769673564,36.85,28.75989856982,4.15789,19,AVGO
07-31-2013,42.47368,47,32,3.45449,42.0,28.884771942172,28.533565582432,28.923794871032,36.68,28.627220611696,4.15789,19,AVGO
08-01-2013,42.52632,47,32,3.45449,43.0,28.900381113716,28.744289398276,29.282805816544,37.4,29.18915078728,4.15789,19,AVGO
08-02-2013,42.52632,47,32,3.45449,43.0,29.103300343788,28.822335255996,29.259392059228,37.49,29.259392059228,4.15789,19,AVGO
08-05-2013,42.52632,47,32,3.45449,43.0,29.048668243384,28.845749013312,29.18915078728,37.02,28.892576527944,4.15789,19,AVGO
08-06-2013,42.52632,47,32,3.45449,43.0,28.822335255996,28.642829783240003,28.83794442754,36.86,28.767703155592,4.15789,19,AVGO
08-07-2013,42.52632,47,32,3.45449,43.0,28.853553599084,28.627220611696,29.118909515332003,37.29,29.103300343788,4.15789,19,AVGO
08-08-2013,42.52632,47,32,3.45449,43.0,29.34524250272,29.095495758016,29.34524250272,37.32,29.126714101104,4.15789,19,AVGO
08-09-2013,42.52632,47,32,3.45449,43.0,29.017449900296,28.674048126328003,29.064277414928,36.83,28.744289398276,4.15789,19,AVGO
08-12-2013,42.52632,47,32,3.45449,43.0,28.752093984048003,28.677950419214,29.50133421816,37.7,29.42328836044,4.15789,19,AVGO
08-13-2013,42.52632,47,32,3.45449,43.0,29.532552561248004,29.126714101104,29.751080962864,38.02,29.673035105144,4.15789,19,AVGO
08-14-2013,42.52632,47,32,3.45449,43.0,29.57938007588,28.99403614298,29.610598418968,37.22,29.048668243384,4.15789,19,AVGO
08-15-2013,42.5,47,32,3.5473,42.5,28.205772980008,27.9013941349,28.830139841768,36.02,28.112117950744004,4.05263,18,AVGO
08-16-2013,42.5,47,32,3.5473,42.5,28.073095021884,28.010658335708,28.373571574106,36.25,28.2916234235,4.05263,18,AVGO
08-19-2013,42.5,47,32,3.5473,42.5,28.346255523904,28.158945465376,28.416496795852,36.25,28.2916234235,4.05263,18,AVGO
08-20-2013,42.5,47,32,3.5473,42.5,28.361864695448,28.315037180816,28.95501321412,36.79,28.713071055188,4.05263,18,AVGO
08-21-2013,42.5,47,32,3.5473,42.5,28.596002268608,28.39300499267828,28.869162770628,36.59,28.556979339748004,4.05263,18,AVGO
08-22-2013,42.5,47,32,3.5473,42.5,28.268209666184,28.158945465376,28.978426971436,36.61,28.572588511292,4.05263,18,AVGO
08-23-2013,42.5,47,32,3.5473,42.5,28.713071055188,28.475031189142,28.912087992374,36.74,28.674048126328003,4.05263,18,AVGO
08-26-2013,42.5,47,32,3.5473,42.5,28.83794442754,28.75989856982,29.434995239098004,37.48,29.251587473456,4.05263,18,AVGO
08-27-2013,42.5,47,32,3.5473,42.5,29.532552561248004,28.373571574106,29.532552561248004,36.555,28.529663289546,4.0,18,AVGO
08-28-2013,44.0,50,32,4.14997,44.5,30.383252410396,29.57938007588,30.78909087054,38.28,29.875954335216,4.0,18,AVGO
08-29-2013,44.0,50,32,4.14997,44.5,29.96960936448,29.758885548636,30.4378845108,38.95,30.398861581940004,4.0,18,AVGO
08-30-2013,44.0,50,32,4.14997,44.5,30.406666167712,29.883758920988,30.430079925028,38.51,30.055459807972,4.0,18,AVGO
09-03-2013,44.0,50,32,4.14997,44.5,30.297401966904,29.688644276688,30.543246418722,38.35,29.93058643562,4.0,18,AVGO
09-04-2013,44.0,50,32,4.14997,44.5,30.110091908376,29.782299305952,30.539344125836003,38.98,30.422275339256,4.0,18,AVGO
09-05-2013,44.0,50,32,4.14997,44.5,30.55495329738,30.215453816298,30.59397622624,38.79,30.273988209588,4.0,18,AVGO
09-06-2013,44.0,50,32,4.14997,44.5,30.578367054696,29.836931406356,30.578367054696,38.56,30.094482736832003,4.0,18,AVGO
09-09-2013,44.0,50,32,4.14997,44.5,30.336424895764,30.149114837236,30.4378845108,38.77,30.258379038044,4.0,18,AVGO
09-10-2013,44.0,50,32,4.14997,44.5,30.4378845108,30.398861581940004,30.960791757524003,39.66,30.952987171752,4.0,18,AVGO
09-11-2013,44.0,50,32,4.14997,44.5,30.617389983556,30.188137766096,30.800797749198004,39.25,30.6329991551,4.0,18,AVGO
09-12-2013,44.0,50,32,4.14997,44.5,30.695435841276,30.133505665692,30.792993163426,39.03,30.461298268116,4.0,18,AVGO
09-13-2013,44.0,50,32,4.14997,44.5,30.562757883152,30.20374693764,30.656412912416,38.99,30.430079925028,4.0,18,AVGO
09-16-2013,44.0,50,32,4.14997,44.5,30.726654184364,30.469102853888,30.968596343296,39.28,30.656412912416,4.0,18,AVGO
09-17-2013,44.57895,55,32,4.72748,45.0,31.20595168095,31.0096878339,31.684835467752,40.12,31.496422174584,4.05,19,AVGO
09-18-2013,44.57895,55,32,4.72748,45.0,31.574927713404,31.276606665888004,31.936053191976,40.67,31.928202638094,4.05,19,AVGO
09-19-2013,44.57895,55,32,4.72748,45.0,31.99100706915,31.51997383623,32.03025983856,40.75,31.99100706915,4.05,19,AVGO
09-20-2013,44.57895,55,32,4.72748,45.0,32.308954501371,32.053811500205995,33.427658429556,41.62,32.674005256883994,4.05,19,AVGO
09-23-2013,45.0,55,32,5.08869,45.0,33.427658429556,32.5699854179475,33.514014522257995,41.87,32.870269103934,4.05,19,AVGO
09-24-2013,45.0,55,32,5.08869,45.0,32.85456799617,32.689706364648,33.431583706497,42.41,33.29419901356199,4.05,19,AVGO
09-25-2013,45.0,55,32,5.08869,45.0,33.380555106264005,32.516994179244,33.44335953732,42.21,33.137187935922,4.05,19,AVGO
09-26-2013,45.0,55,32,5.08869,45.0,33.341302336854,33.003728519928,33.490462860612,42.27,33.184291259214,4.05,19,AVGO
09-27-2013,45.22222,55,32,5.13761,45.0,33.058682397102,32.850642719229,33.576818953314,42.7,33.52186507614,4.05263,18,AVGO
09-30-2013,45.22222,55,32,5.13761,45.0,33.05083184322,32.948774642754,33.985047755178,43.08,33.820186123656,4.05263,18,AVGO
10-01-2013,45.22222,55,32,5.13761,45.0,33.867289446948,33.737755307895,34.255891864107,43.42,34.087104955644,4.05263,18,AVGO
10-02-2013,45.22222,55,32,5.13761,45.0,33.812335569774,33.710278369308,34.110656617290005,43.41,34.07925440176199,4.05263,18,AVGO
10-03-2013,45.22222,55,32,5.13761,45.0,34.063553293998,33.6207820550532,34.220564371638005,43.3,33.99289830906,4.05263,18,AVGO
10-04-2013,45.22222,55,32,5.13761,45.0,34.087104955644,33.985047755178,34.326546849045,43.5,34.1499093867,4.05263,18,AVGO
10-07-2013,45.22222,55,32,5.13761,45.0,34.1499093867,33.663175046016,34.1499093867,43.0,33.7573816926,4.05263,18,AVGO
10-08-2013,45.22222,55,32,5.13761,45.0,33.843737785302,33.254946244152,34.126357725054,42.6,33.44335953732,4.05263,18,AVGO
10-09-2013,45.22222,55,32,5.13761,45.0,33.733830030954,32.838866888405995,33.804485015892,42.2,33.12933738204,4.05263,18,AVGO
10-10-2013,45.44444,55,32,5.07961,45.5,34.000748862942004,33.423733152615,34.283368802694,43.51,34.157759940582,4.05263,18,AVGO
10-11-2013,45.44444,55,32,5.07961,45.5,33.95364553965,33.580744230255,34.1499093867,43.29,33.985047755178,4.05263,18,AVGO
10-14-2013,45.44444,55,32,5.07961,45.5,33.859438893066,33.765232246482,34.785804251142004,44.23,34.722999820085995,4.05263,18,AVGO
10-15-2013,45.44444,55,32,5.07961,45.5,34.754402035614,34.212713817756,34.887861451608,43.74,34.338322679868,4.05263,18,AVGO
10-16-2013,45.44444,55,32,5.07961,45.5,34.605241511856,34.440379880334,35.01347031372,44.5,34.9349647749,4.05263,18,AVGO
10-17-2013,45.77778,55,32,5.42172,45.5,34.613092065738,34.5424370808,35.429549669466,45.1,35.40599800782,4.05263,18,AVGO
10-18-2013,45.77778,55,32,5.42172,45.5,36.332363365896,35.36674523841,36.332363365896,46.06,36.159651180492,4.05263,18,AVGO
10-21-2013,45.77778,55,32,5.42172,45.5,36.23030616543,36.15180062661,37.062464876922,47.05,36.93685601481,4.05263,18,AVGO
10-22-2013,46.11111,55,32,5.60643,45.5,36.944706568692,36.47383034684964,36.944706568692,46.87,36.795546044934,4.05263,18,AVGO
10-23-2013,46.11111,55,32,5.60643,45.5,36.512926105182,35.099826406422,36.5619920669445,45.39,35.633664070398,4.05263,18,AVGO
10-24-2013,46.11111,55,32,5.60643,45.5,35.547307977696,35.296090253472,35.87703124074,45.49,35.712169609218,4.05263,18,AVGO
10-25-2013,46.11111,55,32,5.60643,45.5,35.468802438876,35.464877161935,36.03404231838,45.63,35.822077363566,4.05263,18,AVGO
10-28-2013,46.11111,55,32,5.60643,45.5,35.60226185487,35.500204654404,35.91628401015,45.51,35.727870716982,4.05263,18,AVGO
10-29-2013,46.11111,55,32,5.60643,45.5,36.010490656734,35.782824594156,36.332363365896,45.8,35.95553677956,4.05263,18,AVGO
10-30-2013,46.11111,55,32,5.60643,45.5,36.159651180492,34.85645923608,36.159651180492,44.85,35.20973416077,4.05263,18,AVGO
10-31-2013,46.11111,55,32,5.60643,45.5,35.327492469,35.325529830529504,35.806376255802,45.43,35.665066285926,4.05263,18,AVGO
11-01-2013,46.11111,55,32,5.60643,45.5,35.947686225678,34.989918652074,36.022266487557,44.72,35.107676960304,4.05263,18,AVGO
11-04-2013,46.11111,55,32,5.60643,45.5,35.398147453938,35.01347031372,35.56300908546,45.04,35.358894684528,4.05263,18,AVGO
11-05-2013,45.88235,55,32,5.68675,45.0,35.358894684528,35.005619759838005,35.48450354664,45.03,35.351044130646,4.05556,17,AVGO
11-06-2013,45.88235,55,32,5.68675,45.0,35.468802438876,35.303940807354,35.711384553829795,45.37,35.617962962634,4.05556,17,AVGO
11-07-2013,45.88235,55,32,5.68675,45.0,35.610112408752,34.212713817756,35.7200201631,43.66,34.275518248812,4.05556,17,AVGO
11-08-2013,45.88235,55,32,5.68675,45.0,34.330472125986,33.83588723142,34.848608682198,44.35,34.81720646667,4.05556,17,AVGO
11-11-2013,45.88235,55,32,5.68675,45.0,34.887861451608,34.456080988098,34.993843929015,44.21,34.707298712322,4.05556,17,AVGO
11-12-2013,46.27778,55,32,5.762,45.5,34.982068098192,34.785804251142004,35.468802438876,45.13,35.429549669466,4.10526,18,AVGO
11-13-2013,46.27778,55,32,5.762,45.5,34.81720646667,34.81720646667,35.625813516516004,45.38,35.625813516516004,4.10526,18,AVGO
11-14-2013,46.27778,55,32,5.762,45.5,35.24898693018,33.427658429556,35.398147453938,42.95,33.71812892319,4.10526,18,AVGO
11-15-2013,46.27778,55,32,5.762,45.5,33.741680584836,33.671025599898,35.178331945242,44.61,35.021320867602,4.10526,18,AVGO
