 Date,GILD Price Target,GILD Price Target - High,GILD Price Target - Low,GILD Price Target - StdDev,GILD Price Target - Median,GILD Open,GILD Low,GILD High,GILD Close,GILD Adj. Close,GILD Rating,GILD Price Target - #,Ticker
02-05-2013,45.76,66.0,36.0,5.54458,45.0,30.998724674555,30.998724674555,31.917491358558,40.54,31.299833083598,4.2333300000000005,25,GILD
02-06-2013,45.76,66.0,36.0,5.54458,45.0,31.353878182657,30.535480968335,31.361598911094,39.91,30.813427192067,4.2333300000000005,25,GILD
02-07-2013,45.76,66.0,36.0,5.54458,45.0,30.713057722386,30.48151307656037,31.238067256102,40.36,31.160859971732,4.2333300000000005,25,GILD
02-08-2013,45.76,66.0,36.0,5.54458,45.0,31.129977057984,30.998724674555,31.863446259499,40.9,31.57777930733,4.2333300000000005,25,GILD
02-11-2013,45.76,66.0,36.0,5.54458,45.0,31.57777930733,31.006445402992,31.662707320136995,40.4,31.19174288548,4.2333300000000005,25,GILD
02-12-2013,45.96,66.0,36.0,5.60343,46.0,31.238067256102,31.11453560111,31.616382949515,40.83,31.523734208271,4.2333300000000005,25,GILD
02-13-2013,45.96,66.0,36.0,5.60343,46.0,31.624103677952,31.526050426802097,32.048743741987,41.4,31.96381572918,4.2333300000000005,25,GILD
02-14-2013,45.96,66.0,36.0,5.60343,46.0,31.793959703566,31.739914604507,32.234041224475,41.6,32.11823029792,4.2333300000000005,25,GILD
02-15-2013,45.96,66.0,36.0,5.60343,46.0,32.002419371365,31.88660844481,32.203158310727,41.6,32.11823029792,4.2333300000000005,25,GILD
02-19-2013,46.56,66.0,36.0,5.73467,46.0,32.620077646325,32.473383806022,33.230015192848,42.28,32.643239831636,4.25806,25,GILD
02-20-2013,46.56,66.0,36.0,5.73467,46.0,32.820816585687,32.330550329937495,33.075600624108,41.88,32.334410694156,4.25806,25,GILD
02-21-2013,46.56,66.0,36.0,5.73467,46.0,32.288086323534,31.793959703566,32.30931832673575,41.54,32.071905927298,4.25806,25,GILD
02-22-2013,46.56,66.0,36.0,5.73467,46.0,32.164554668542,32.11830750520436,32.805375128813,42.45,32.774492215065,4.25806,25,GILD
02-25-2013,46.56,66.0,36.0,5.73467,46.0,33.021555525049,32.473383806022,33.469357774395,42.09,32.496545991333,4.25806,25,GILD
02-26-2013,46.56,66.0,36.0,5.73467,46.0,32.535149633518,32.18779406113737,32.751330029754,42.25,32.620077646325,4.25806,25,GILD
02-27-2013,46.56,66.0,36.0,5.73467,46.0,32.728167844443,32.4903694085834,33.423033403773,42.89,33.114204266293,4.25806,25,GILD
02-28-2013,46.8,66.0,36.0,5.74804,46.0,33.222294464411,32.975231154427,33.338105390966,42.72,32.982951882864,4.25806,25,GILD
03-01-2013,46.8,66.0,36.0,5.74804,46.0,32.913465326931004,32.720447116006,33.58516870095,43.45,33.546565058765,4.25806,25,GILD
03-04-2013,46.8,66.0,36.0,5.74804,46.0,33.608330886261,33.338105390966,33.878556381556,43.87,33.870835653118995,4.25806,25,GILD
03-05-2013,46.96,66.0,36.0,5.77913,46.0,34.241430618095,34.241430618095,35.191080215846,45.02,34.758719423374004,4.25806,25,GILD
03-06-2013,47.28,66.0,36.0,6.1483,46.0,34.920854720551,34.465331742768,35.0883945276339,45.4,35.05210710398,4.25806,25,GILD
03-07-2013,47.75,66.0,40.0,5.81843,47.0,34.82048525087,34.364962273086995,34.89769253524,44.95,34.704674324315,4.3,24,GILD
03-08-2013,47.75,66.0,40.0,5.81843,47.0,34.928575448988,34.36164235985908,35.167918030535,45.43,35.075269289291,4.3,24,GILD
03-11-2013,47.91667,66.0,40.0,5.82321,48.0,35.12545402413149,34.882251078366,35.476747168015,45.94,35.469026439577995,4.3,24,GILD
03-12-2013,47.91667,66.0,40.0,5.82321,48.0,35.492188624889,35.152476573661,35.80101776236899,46.18,35.654323922066,4.3,24,GILD
03-13-2013,47.91667,66.0,40.0,5.82321,48.0,35.631161736755,35.2103820369385,35.631161736755,45.87,35.414981340519,4.3,24,GILD
03-14-2013,48.125,66.0,40.0,5.80454,48.0,35.43814352583,35.268287500216,35.623441008318,45.88,35.422702068956,4.3,24,GILD
03-15-2013,48.125,66.0,40.0,5.80454,48.0,35.368656969897,34.712395052752,35.5153508102,45.17,34.874530349929,4.3,24,GILD
03-18-2013,48.70833,66.0,40.0,6.24819,48.5,34.542539027138,34.04841240717,34.750998694937,44.8,34.588863397759994,4.3,24,GILD
03-19-2013,48.70833,66.0,40.0,6.24819,48.5,34.596584126197,33.801349097186,34.7432779665,44.38,34.264592803406,4.3,24,GILD
03-20-2013,48.70833,66.0,40.0,6.24819,48.5,34.596584126197,34.191245883254496,34.604304854634,44.52,34.372683001524,4.3,24,GILD
03-21-2013,48.70833,66.0,40.0,6.24819,48.5,34.318637902465,34.171944062162,34.542539027138,44.54,34.388124458398,4.3,24,GILD
03-22-2013,48.70833,66.0,40.0,6.24819,48.5,34.843647436181,34.619746311508,35.175638758972,45.51,35.137035116787,4.32258,24,GILD
03-25-2013,48.91667,66.0,40.0,6.13675,48.5,35.523071538637,34.5541201197935,35.615720279881,44.98,34.727836509625995,4.32258,24,GILD
03-26-2013,48.91667,66.0,40.0,6.13675,48.5,34.859088893054995,34.828205979307,35.430422797393,45.76,35.330053327711994,4.32258,24,GILD
03-27-2013,48.91667,66.0,40.0,6.13675,48.5,35.66976537894,35.453584982704,36.928244114170994,47.72,36.843316101364,4.32258,24,GILD
03-28-2013,48.91667,66.0,40.0,6.13675,48.5,36.951406299482,36.943685571045,38.202164306276,48.94,37.785244970678,4.32258,24,GILD
04-01-2013,49.25,66.0,40.0,6.34593,48.5,37.839290069737,36.990009941667,37.962821724729,47.98,37.04405504072599,4.32258,24,GILD
04-02-2013,49.25,66.0,40.0,6.34593,48.5,37.314280536021,37.036334312289,37.352884178206,48.2,37.21391106634,4.32258,24,GILD
04-03-2013,49.25,66.0,40.0,6.34593,48.5,37.252514708525,36.526766235447,37.345163449769,47.63,36.773829545431,4.32258,24,GILD
04-04-2013,49.45833,66.0,40.0,6.60794,48.5,36.990009941667,36.719784446372,37.329721992895,47.74,36.858757558238,4.32258,24,GILD
04-05-2013,49.45833,66.0,40.0,6.60794,48.5,36.21021636953,35.920689053142496,36.634856433565,47.37,36.573090606069,4.32258,24,GILD
04-08-2013,49.45833,66.0,40.0,6.60794,48.5,36.480441864825,36.171612727345,36.758388088557,47.2,36.44183822264,4.32258,24,GILD
04-09-2013,50.08333,66.0,40.0,6.70769,49.5,37.128983053533,37.051775769163,37.684875500997,48.3,37.29111835070999,4.32258,24,GILD
04-10-2013,50.08333,66.0,40.0,6.70769,49.5,37.460974376324,37.44553291945,38.487831258445,49.73,38.39518251720099,4.32258,24,GILD
04-11-2013,51.16667,66.0,40.0,7.32954,50.0,38.75805675374,38.742615296866,40.1284860513075,51.65,39.877562377104994,4.32258,24,GILD
04-12-2013,51.58333,76.0,40.0,8.37116,50.0,39.885283105542,39.676823437743,40.479779195191,51.93,40.093742773341,4.32258,24,GILD
04-15-2013,53.41667,76.0,40.0,9.1784,51.5,40.340806083325,39.082327348094,40.425579681563256,50.68,39.128651718716,4.32258,24,GILD
