 Date,TSLA Price Target,TSLA Price Target - High,TSLA Price Target - Low,TSLA Price Target - StdDev,TSLA Price Target - Median,TSLA Open,TSLA Low,TSLA High,TSLA Close,TSLA Adj. Close,TSLA Rating,TSLA Price Target - #,Ticker
04-11-2013,2.81666,3.33333,2.03333,0.40566,3.0,2.804,2.783333,2.97,2.906,2.906,3.73333,14,TSLA
04-12-2013,2.81666,3.33333,2.03333,0.40566,3.0,2.883333,2.87,3.009266,2.916666,2.916666,3.73333,14,TSLA
04-15-2013,2.81666,3.33333,2.03333,0.40566,3.0,2.9,2.834,2.92,2.886666,2.886666,3.73333,14,TSLA
04-16-2013,2.81666,3.33333,2.03333,0.40566,3.0,2.946,2.927333,3.076,3.039333,3.039333,3.73333,14,TSLA
04-17-2013,2.81666,3.33333,2.03333,0.40566,3.0,3.033333,2.969333,3.063333,3.03,3.03,3.73333,14,TSLA
04-18-2013,2.83846,3.33333,2.03333,0.413,3.0,3.065333,3.026006,3.173266,3.131333,3.131333,3.71429,13,TSLA
04-19-2013,2.83846,3.33333,2.03333,0.413,3.0,3.164,3.138,3.325333,3.188666,3.188666,3.71429,13,TSLA
04-22-2013,2.83846,3.33333,2.03333,0.413,3.0,3.24,3.183333,3.346666,3.346,3.346,3.71429,13,TSLA
04-23-2013,2.83846,3.33333,2.03333,0.413,3.0,3.4,3.377333,3.528,3.400666,3.400666,3.71429,13,TSLA
04-24-2013,2.83846,3.33333,2.03333,0.413,3.0,3.393333,3.265333,3.403333,3.362,3.362,3.71429,13,TSLA
04-25-2013,2.83846,3.33333,2.03333,0.413,3.0,3.366666,3.366666,3.493333,3.466666,3.466666,3.71429,13,TSLA
04-26-2013,2.79722,3.33333,2.03333,0.40333,3.0,3.542,3.374666,3.582666,3.413333,3.413333,3.69231,12,TSLA
04-29-2013,2.79722,3.33333,2.03333,0.40333,3.0,3.450666,3.413333,3.666,3.662666,3.662666,3.69231,12,TSLA
04-30-2013,2.79722,3.33333,2.03333,0.40333,3.0,3.733333,3.584,3.878666,3.599333,3.599333,3.69231,12,TSLA
05-01-2013,2.89166,4.13333,2.03333,0.5469,3.0,3.732666,3.533333,3.732666,3.552,3.552,3.69231,12,TSLA
05-02-2013,2.89166,4.13333,2.03333,0.5469,3.0,3.59,3.58,3.684666,3.607333,3.607333,3.69231,12,TSLA
05-03-2013,2.89166,4.13333,2.03333,0.5469,3.0,3.764666,3.633333,3.764666,3.636666,3.636666,3.69231,12,TSLA
05-06-2013,3.04166,4.33333,2.03333,0.66264,3.0,3.759333,3.7,3.977333,3.966666,3.966666,3.69231,12,TSLA
05-07-2013,3.16944,4.53333,2.03333,0.77977,3.06666,4.133333,3.674666,4.158,3.700666,3.700666,3.69231,12,TSLA
05-08-2013,3.16944,4.53333,2.03333,0.77977,3.06666,3.833333,3.714,3.88,3.7191,3.7191,3.69231,12,TSLA
05-09-2013,4.09722,6.33333,2.03333,1.34546,4.36667,4.674666,4.246,5.051333,4.626666,4.626666,3.61538,12,TSLA
05-10-2013,4.12222,6.33333,2.33333,1.30918,4.36667,4.643333,4.616666,5.4,5.1176,5.1176,3.53846,12,TSLA
05-13-2013,4.12222,6.33333,2.33333,1.30918,4.36667,5.399333,5.276733,5.866666,5.853333,5.853333,3.53846,12,TSLA
05-14-2013,4.51667,6.86667,2.33333,1.37467,4.66667,6.281333,5.41,6.474666,5.549333,5.549333,3.53846,12,TSLA
05-15-2013,4.51667,6.86667,2.33333,1.37467,4.66667,5.453333,5.207333,5.792,5.656133,5.656133,3.53846,12,TSLA
05-16-2013,4.61667,6.86667,2.33333,1.43401,4.66667,6.313333,5.910666,6.333333,6.149866,6.149866,3.53846,12,TSLA
05-17-2013,4.65,7.26667,2.33333,1.4895,4.66667,6.166666,5.833333,6.295993,6.1,6.1,3.53846,12,TSLA
05-20-2013,4.66111,7.26667,2.33333,1.47358,4.66667,6.074666,5.908666,6.166666,5.996,5.996,3.53846,12,TSLA
05-21-2013,4.66111,7.26667,2.33333,1.47358,4.66667,5.9,5.68534,5.999333,5.839333,5.839333,3.53846,12,TSLA
05-22-2013,4.66111,7.26667,2.33333,1.47358,4.66667,5.758,5.7,6.064,5.816,5.816,3.53846,12,TSLA
