 Date,TSLA Price Target,TSLA Price Target - High,TSLA Price Target - Low,TSLA Price Target - StdDev,TSLA Price Target - Median,TSLA Open,TSLA Low,TSLA High,TSLA Close,TSLA Adj. Close,TSLA Rating,TSLA Price Target - #,Ticker
07-06-2015,18.17,26.66667,10.0,4.63841,19.1,18.592,18.42,18.779333,18.648,18.648,3.80952,20,TSLA
07-07-2015,18.28667,26.66667,10.0,4.62006,19.1,18.333333,17.384666,18.346666,17.858666,17.858666,3.71429,20,TSLA
07-08-2015,18.22105,26.66667,10.0,4.73099,18.66667,17.288,16.954,17.386666,16.997333,16.997333,3.61905,19,TSLA
07-09-2015,18.22105,26.66667,10.0,4.73099,18.66667,17.272,17.119333,17.53,17.194666,17.194666,3.61905,19,TSLA
07-10-2015,18.22105,26.66667,10.0,4.73099,18.66667,17.481333,17.188,17.533333,17.276666,17.276666,3.61905,19,TSLA
07-13-2015,18.22105,26.66667,10.0,4.73099,18.66667,17.483333,17.07,17.503333,17.477333,17.477333,3.61905,19,TSLA
07-14-2015,18.23158,26.66667,10.0,4.72522,18.66667,17.473333,17.367333,17.73266,17.71,17.71,3.61905,19,TSLA
07-15-2015,18.23158,26.66667,10.0,4.72522,18.66667,17.782666,17.472,17.832666,17.542666,17.542666,3.61905,19,TSLA
07-16-2015,18.23158,26.66667,10.0,4.72522,18.66667,17.614666,17.544,17.813333,17.778666,17.778666,3.61905,19,TSLA
07-17-2015,18.23158,26.66667,10.0,4.72522,18.66667,18.166666,17.883333,18.369333,18.310666,18.310666,3.61905,19,TSLA
07-20-2015,18.23158,26.66667,10.0,4.72522,18.66667,18.333333,18.169333,19.11,18.817333,18.817333,3.61905,19,TSLA
07-21-2015,18.19649,26.66667,10.0,4.75394,18.66667,18.003333,17.77,18.233333,17.784666,17.784666,3.52381,19,TSLA
07-22-2015,18.19649,26.66667,10.0,4.75394,18.66667,17.418,17.390666,17.962666,17.858,17.858,3.52381,19,TSLA
07-23-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.976666,17.684666,17.993333,17.813333,17.813333,3.55,18,TSLA
07-24-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.825333,17.594666,18.072666,17.694,17.694,3.55,18,TSLA
07-27-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.495333,16.719333,17.628806,16.867333,16.867333,3.55,18,TSLA
07-28-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.05,16.789153,17.693333,17.654666,17.654666,3.55,18,TSLA
07-29-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.618,17.466666,17.859333,17.588,17.588,3.55,18,TSLA
07-30-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.512666,17.474,17.796,17.786,17.786,3.55,18,TSLA
07-31-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.84,17.674866,17.957326,17.743333,17.743333,3.55,18,TSLA
08-03-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.752666,17.138,17.78066,17.332666,17.332666,3.55,18,TSLA
08-04-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.334,17.222666,17.781333,17.752,17.752,3.55,18,TSLA
08-05-2015,18.65185,26.66667,11.86667,4.46272,19.26667,17.572,17.36,18.066666,18.008666,18.008666,3.55,18,TSLA
08-06-2015,18.53333,26.66667,11.86667,4.42964,19.26667,16.636,15.741333,17.0,16.408666,16.408666,3.55,18,TSLA
08-07-2015,18.53333,26.66667,11.86667,4.42964,19.26667,16.238666,15.892666,16.248666,16.167333,16.167333,3.55,18,TSLA
08-10-2015,18.53333,26.66667,11.86667,4.42964,19.26667,15.876666,15.736666,16.198,16.076,16.076,3.55,18,TSLA
08-11-2015,18.53333,26.66667,11.86667,4.42964,19.26667,15.81,15.629333,15.953333,15.824666,15.824666,3.6,18,TSLA
08-12-2015,18.53333,26.66667,11.86667,4.42964,19.26667,15.666666,15.516,15.984666,15.878,15.878,3.6,18,TSLA
08-13-2015,18.92941,26.66667,11.86667,4.24014,19.86667,15.990666,15.941333,16.432,16.167333,16.167333,3.68421,17,TSLA
08-14-2015,18.54444,26.66667,11.86667,4.41581,19.26667,16.482666,16.118,16.528666,16.21,16.21,3.6,18,TSLA
08-17-2015,19.22963,31.0,11.86667,5.25814,19.93334,17.037333,16.700666,17.106,16.999333,16.999333,3.6,18,TSLA
08-18-2015,19.22963,31.0,11.86667,5.25814,19.93334,17.025333,16.904006,17.396666,17.381333,17.381333,3.55,18,TSLA
08-19-2015,19.22963,31.0,11.86667,5.25814,19.93334,17.355333,17.001333,17.376666,17.016666,17.016666,3.55,18,TSLA
08-20-2015,19.19216,31.0,11.86667,5.40824,20.0,16.804,16.126666,16.970666,16.145333,16.145333,3.47368,17,TSLA
08-21-2015,19.19216,31.0,11.86667,5.40824,20.0,15.733333,15.367333,16.253326,15.384666,15.384666,3.47368,17,TSLA
08-24-2015,19.19216,31.0,11.86667,5.40824,20.0,13.519333,13.0,15.426666,14.591333,14.591333,3.47368,17,TSLA
08-25-2015,19.19216,31.0,11.86667,5.40824,20.0,15.368,14.608,15.393333,14.668666,14.668666,3.47368,17,TSLA
08-26-2015,19.19216,31.0,11.86667,5.40824,20.0,15.195333,14.367333,15.2,14.989333,14.989333,3.47368,17,TSLA
08-27-2015,19.19216,31.0,11.86667,5.40824,20.0,15.4,15.387333,16.316666,16.199333,16.199333,3.47368,17,TSLA
08-28-2015,19.19216,31.0,11.86667,5.40824,20.0,16.124,16.104666,16.763333,16.565333,16.565333,3.47368,17,TSLA
08-31-2015,19.19216,31.0,11.86667,5.40824,20.0,16.374666,16.367333,16.996666,16.604,16.604,3.47368,17,TSLA
09-01-2015,19.19216,31.0,11.86667,5.40824,20.0,16.022666,15.798,16.4,15.908666,15.908666,3.47368,17,TSLA
09-02-2015,19.19216,31.0,11.86667,5.40824,20.0,16.353333,15.985333,16.525333,16.512666,16.512666,3.47368,17,TSLA
09-03-2015,19.19216,31.0,11.86667,5.40824,20.0,16.804,16.333333,16.805333,16.371333,16.371333,3.47368,17,TSLA
09-04-2015,19.19216,31.0,11.86667,5.40824,20.0,16.059333,15.88,16.272666,16.128666,16.128666,3.47368,17,TSLA
09-08-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.336666,16.27,16.610666,16.544666,16.544666,3.55,18,TSLA
09-09-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.803333,16.553533,16.95,16.594,16.594,3.55,18,TSLA
09-10-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.482,16.355333,16.714873,16.565333,16.565333,3.55,18,TSLA
09-11-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.509333,16.315333,16.682666,16.682666,16.682666,3.55,18,TSLA
09-14-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.74,16.644666,16.95,16.879333,16.879333,3.55,18,TSLA
09-15-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.85,16.633333,16.973333,16.904666,16.904666,3.55,18,TSLA
09-16-2015,19.38519,31.0,11.86667,5.31578,20.66666,16.869333,16.858666,17.525333,17.483333,17.483333,3.55,18,TSLA
09-17-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.597333,17.379333,17.7,17.471333,17.471333,3.55,18,TSLA
09-18-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.197333,17.166666,17.588,17.374666,17.374666,3.55,18,TSLA
09-21-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.598666,17.053333,18.104666,17.613333,17.613333,3.55,18,TSLA
09-22-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.268666,17.058,17.51,17.396,17.396,3.55,18,TSLA
09-23-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.463333,17.172253,17.472,17.404,17.404,3.55,18,TSLA
09-24-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.302,17.080666,17.563333,17.541333,17.541333,3.55,18,TSLA
09-25-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.774,17.076666,17.794,17.127333,17.127333,3.55,18,TSLA
09-28-2015,19.4037,31.0,11.86667,5.33238,20.66666,17.156666,16.440666,17.319333,16.562,16.562,3.55,18,TSLA
09-29-2015,19.4037,31.0,11.86667,5.33238,20.66666,16.697333,16.364,16.982,16.443333,16.443333,3.55,18,TSLA
09-30-2015,19.4037,31.0,11.86667,5.33238,20.66666,16.8,16.156,16.826666,16.56,16.56,3.55,18,TSLA
10-01-2015,19.4037,31.0,11.86667,5.33238,20.66666,16.500666,15.808666,16.566666,15.992,15.992,3.55,18,TSLA
10-02-2015,19.4037,31.0,11.86667,5.33238,20.66666,15.706666,15.662,16.513333,16.504666,16.504666,3.55,18,TSLA
10-05-2015,19.4037,31.0,11.86667,5.33238,20.66666,16.589333,16.275333,16.656,16.41,16.41,3.55,18,TSLA
10-06-2015,19.31228,30.0,11.86667,5.07838,20.0,16.0,15.705333,16.202,16.097333,16.097333,3.52381,19,TSLA
10-07-2015,19.12632,30.0,11.86667,5.0288,18.8,15.775333,15.274666,15.846666,15.464,15.464,3.42857,19,TSLA
10-08-2015,19.12632,30.0,11.86667,5.0288,18.8,15.338666,14.754,15.381333,15.114666,15.114666,3.42857,19,TSLA
10-09-2015,19.09123,30.0,11.86667,5.07586,18.8,14.728666,14.557333,14.958,14.712666,14.712666,3.38095,19,TSLA
10-12-2015,19.09123,30.0,11.86667,5.07586,18.8,14.866,14.351333,14.866666,14.372,14.372,3.38095,19,TSLA
10-13-2015,19.09123,30.0,11.86667,5.07586,18.8,14.218666,14.075333,14.8348,14.616666,14.616666,3.38095,19,TSLA
10-14-2015,19.09123,30.0,11.86667,5.07586,18.8,14.711333,14.362,14.73,14.458666,14.458666,3.38095,19,TSLA
10-15-2015,19.09123,30.0,11.86667,5.07586,18.8,14.428666,14.246666,14.782,14.754,14.754,3.38095,19,TSLA
10-16-2015,18.8,30.0,11.86667,5.05808,18.73334,14.869333,14.858,15.365366,15.134,15.134,3.3,18,TSLA
10-19-2015,18.8,30.0,11.86667,5.05808,18.73334,15.1,14.996,15.41,15.206666,15.206666,3.3,18,TSLA
10-20-2015,18.80741,30.0,12.0,5.04801,18.73334,15.181333,13.466666,15.24,14.202,14.202,3.3,18,TSLA
10-21-2015,18.80741,30.0,12.0,5.04801,18.73334,14.132666,13.92,14.320666,14.006,14.006,3.3,18,TSLA
10-22-2015,18.80741,30.0,12.0,5.04801,18.73334,14.104,13.96,14.383333,14.114666,14.114666,3.3,18,TSLA
10-23-2015,18.80741,30.0,12.0,5.04801,18.73334,14.333333,13.846,14.356666,13.939333,13.939333,3.3,18,TSLA
10-26-2015,18.80741,30.0,12.0,5.04801,18.73334,14.092,14.0,14.392,14.350666,14.350666,3.3,18,TSLA
10-27-2015,18.80741,30.0,12.0,5.04801,18.73334,14.322666,13.834,14.473333,14.023333,14.023333,3.3,18,TSLA
10-28-2015,18.80741,30.0,12.0,5.04801,18.73334,14.087333,13.886666,14.23,14.197333,14.197333,3.3,18,TSLA
10-29-2015,18.73333,30.0,12.0,5.12717,18.73334,14.116666,14.042666,14.249873,14.108666,14.108666,3.3,18,TSLA
10-30-2015,18.73333,30.0,12.0,5.12717,18.73334,14.026666,13.592666,14.108666,13.795333,13.795333,3.3,18,TSLA
11-02-2015,18.73333,30.0,12.0,5.12717,18.73334,13.928,13.814666,14.386666,14.252666,14.252666,3.3,18,TSLA
11-03-2015,18.58039,30.0,12.0,5.23576,18.66667,14.256666,13.85,14.296,13.89,13.89,3.21053,17,TSLA
11-04-2015,18.52549,30.0,12.0,5.22667,18.66667,15.133333,15.013333,15.516,15.442,15.442,3.26316,17,TSLA
11-05-2015,18.52549,30.0,12.0,5.22667,18.66667,15.372,15.279333,15.638953,15.451333,15.451333,3.26316,17,TSLA
11-06-2015,18.52549,30.0,12.0,5.22667,18.66667,15.38,15.3,15.557266,15.490666,15.490666,3.26316,17,TSLA
11-09-2015,18.52549,30.0,12.0,5.22667,18.66667,15.532666,14.954,15.532666,15.022,15.022,3.26316,17,TSLA
11-10-2015,18.52549,30.0,12.0,5.22667,18.66667,14.898666,14.405333,14.913333,14.433333,14.433333,3.26316,17,TSLA
11-11-2015,18.52549,30.0,12.0,5.22667,18.66667,14.518,14.242,14.632,14.605333,14.605333,3.26316,17,TSLA
11-12-2015,18.52549,30.0,12.0,5.22667,18.66667,14.523333,14.177333,14.6,14.196,14.196,3.26316,17,TSLA
11-13-2015,18.52549,30.0,12.0,5.22667,18.66667,14.196666,13.768,14.199333,13.812666,13.812666,3.26316,17,TSLA
11-16-2015,18.52549,30.0,12.0,5.22667,18.66667,13.739333,13.72,14.332,14.287333,14.287333,3.26316,17,TSLA
11-17-2015,18.52549,30.0,12.0,5.22667,18.66667,14.346666,14.093333,14.4,14.266666,14.266666,3.26316,17,TSLA
11-18-2015,18.52549,30.0,12.0,5.22667,18.66667,14.3,14.168,14.758666,14.738,14.738,3.26316,17,TSLA
11-19-2015,18.52549,30.0,12.0,5.22667,18.66667,14.702666,14.686666,15.079333,14.786666,14.786666,3.26316,17,TSLA
11-20-2015,18.52549,30.0,12.0,5.22667,18.66667,14.899333,14.238666,15.0,14.667333,14.667333,3.26316,17,TSLA
11-23-2015,18.52549,30.0,12.0,5.22667,18.66667,14.49,14.311986,14.612,14.516666,14.516666,3.26316,17,TSLA
11-24-2015,18.52549,30.0,12.0,5.22667,18.66667,14.358,14.333333,14.733333,14.55,14.55,3.26316,17,TSLA
11-25-2015,18.52549,30.0,12.0,5.22667,18.66667,14.756,14.691666,15.388333,15.309333,15.309333,3.26316,17,TSLA
11-27-2015,18.52549,30.0,12.0,5.22667,18.66667,15.404,15.134,15.483333,15.440666,15.440666,3.26316,17,TSLA
11-30-2015,18.52549,30.0,12.0,5.22667,18.66667,15.452666,15.272,15.618666,15.350666,15.350666,3.26316,17,TSLA
