 Date,MSFT Price Target,MSFT Price Target - High,MSFT Price Target - Low,MSFT Price Target - StdDev,MSFT Price Target - Median,MSFT Open,MSFT Low,MSFT High,MSFT Close,MSFT Adj. Close,MSFT Rating,MSFT Price Target - #,Ticker
03-26-2013,32.87576,38.0,27.0,2.80206,33.0,23.478699211752,23.370617381103,23.561839081482,28.155,23.4080303224815,3.9,33,MSFT
03-27-2013,32.87576,38.0,27.0,2.80206,33.0,23.395559342022,23.345675420184,23.6491359446985,28.37,23.586781042401004,3.9,33,MSFT
03-28-2013,32.87576,38.0,27.0,2.80206,33.0,23.545211107536,23.495327185698,23.827886664618003,28.605,23.7821597362665,3.9,33,MSFT
04-01-2013,32.87576,38.0,27.0,2.80206,33.0,23.811258690672,23.578467055428,23.827886664618003,28.61,23.786316729753,3.9,33,MSFT
04-02-2013,32.87576,38.0,27.0,2.80206,33.0,23.769688755807,23.711490846996,23.985852417105,28.8,23.94428248224,3.9,33,MSFT
04-03-2013,32.87576,38.0,27.0,2.80206,33.0,23.902712547375,23.728118820942,24.068992286835,28.56,23.744746794888,3.9,33,MSFT
04-04-2013,32.81515,38.0,27.0,2.77697,33.0,23.603409016347,23.503641172671,23.786316729753,28.595,23.7738457492935,3.85,33,MSFT
04-05-2013,32.81515,38.0,27.0,2.77697,33.0,23.462071237806,23.370617381103,23.927654508294,28.7,23.86114261251,3.85,33,MSFT
04-08-2013,32.81515,38.0,27.0,2.77697,33.0,23.886084573429,23.669920912131,23.886084573429,28.59,23.769688755807,3.85,33,MSFT
04-09-2013,32.81515,38.0,27.0,2.77697,33.0,23.886084573429,23.844514638564,24.788152159999505,29.61,24.617715427053,3.85,33,MSFT
04-10-2013,32.81515,38.0,27.0,2.77697,33.0,24.584459479161,24.542889544296003,25.208008502136,30.28,25.174752554244,3.85,33,MSFT
04-11-2013,32.72424,38.0,27.0,2.9134,33.0,24.19370209143,23.886084573429,24.27684196116,28.935,24.0565213063755,3.8,33,MSFT
04-12-2013,32.66364,38.0,27.0,2.86503,33.0,23.985852417105,23.827886664618003,24.127190195646,28.79,23.935968495267,3.775,33,MSFT
04-15-2013,32.66364,38.0,27.0,2.86503,33.0,23.819572677645,23.703176860023003,24.093934247754003,28.69,23.852828625537004,3.725,33,MSFT
04-16-2013,32.72424,38.0,27.0,2.92378,32.5,24.02742235197,23.8569856190235,24.226958039322003,28.97,24.085620260781,3.71795,33,MSFT
04-17-2013,32.57812,38.0,27.0,3.10521,32.5,23.985852417105,23.778002742780004,24.143818169592,28.825,23.9650674496725,3.71053,32,MSFT
04-18-2013,32.57812,38.0,27.0,3.10521,32.5,24.068992286835,23.694862873050003,24.093934247754003,28.79,23.935968495267,3.71053,32,MSFT
04-19-2013,32.64062,39.0,27.0,3.13308,32.5,24.626029414026004,24.617715427053,25.141496606352,29.765,24.746582225134503,3.71053,32,MSFT
04-22-2013,32.64062,39.0,27.0,3.13308,32.5,25.191380528190003,25.166438567271,25.923011381814,30.83,25.632021837759,3.71053,32,MSFT
04-23-2013,32.64062,39.0,27.0,3.13308,32.5,25.52394000711,25.257892423974,25.69021974657,30.6,25.44080013738,3.71053,32,MSFT
04-24-2013,32.64062,39.0,27.0,3.13308,32.5,25.457428111326003,25.44080013738,26.538246417816,31.76,26.405222626248,3.71053,32,MSFT
04-25-2013,32.64062,39.0,27.0,3.13308,32.5,26.363652691383,26.222314912842,27.303133219332004,31.94,26.554874391762,3.65789,32,MSFT
04-26-2013,32.74242,39.0,27.0,3.13852,33.0,26.52161844387,26.147489030085,26.588130339654,31.79,26.430164587167,3.69231,33,MSFT
04-29-2013,32.74242,39.0,27.0,3.13852,33.0,26.438478574140003,26.413536613221,27.170109427764,32.61,27.111911518953,3.69231,33,MSFT
04-30-2013,32.77273,40.0,27.0,3.20296,33.0,27.070341584088,26.837549948844003,27.527610867603,33.1,27.51929688063,3.69231,33,MSFT
05-01-2013,32.77273,40.0,27.0,3.20296,33.0,27.377959102089,27.103597531980004,27.502668906684,32.72,27.203365375656,3.69231,33,MSFT
05-02-2013,32.89394,40.0,27.0,3.17127,33.0,27.128539492899005,26.929003805547,27.577494789441,33.16,27.569180802468,3.69231,33,MSFT
05-03-2013,32.89394,40.0,27.0,3.17127,33.0,27.627378711279,27.502668906684,27.868484333496003,33.49,27.843542372577,3.69231,33,MSFT
05-06-2013,32.89394,40.0,27.0,3.17127,33.0,27.785344463766,27.644006685225,28.192729825443,33.75,28.059706033875003,3.69231,33,MSFT
05-07-2013,32.89394,40.0,27.0,3.17127,33.0,27.976566164145,27.635692698252004,28.092961981767,33.31,27.693890607063004,3.69231,33,MSFT
05-08-2013,32.89394,40.0,27.0,3.17127,33.0,27.4918607236191,27.145167466845,27.635692698252004,32.99,27.427843023927004,3.69231,33,MSFT
05-09-2013,32.89394,40.0,27.0,3.17127,33.0,27.311447206305,27.095283545007003,27.4361570109,32.66,27.153481453818,3.69231,33,MSFT
05-10-2013,32.89394,40.0,27.0,3.17127,33.0,27.161795440791003,26.870805896736,27.203365375656,32.69,27.178423414737,3.69231,33,MSFT
05-13-2013,32.89394,40.0,27.0,3.17127,33.0,27.111911518953,27.062027597115,27.494354919711,33.03,27.461098971819,3.69231,33,MSFT
05-14-2013,32.95455,42.0,27.0,3.32202,33.0,27.511332689792,27.46109897216,28.072275870016,33.53,28.072275870016,3.69231,33,MSFT
05-15-2013,33.01515,42.0,27.0,3.39448,33.0,28.005297579840004,27.988553007296,28.38205046208,33.845,28.336002887584,3.69231,33,MSFT
05-16-2013,33.01515,42.0,27.0,3.39448,33.0,28.164371019008,28.08902044256,28.59135761888,34.08,28.532751614976,3.69231,33,MSFT
05-17-2013,33.01515,42.0,27.0,3.39448,33.0,28.574613046336,28.549496187520003,29.194162230464,34.87,29.194162230464,3.69231,33,MSFT
05-20-2013,33.01515,42.0,27.0,3.39448,33.0,29.076950222656,29.035088791296,29.382538671584,35.08,29.369980242176,3.69231,33,MSFT
05-21-2013,33.5,42.0,27.0,3.34845,34.0,29.38672481472,29.068577936384,29.531146752912,34.85,29.177417657920003,3.69231,33,MSFT
05-22-2013,33.68182,42.0,27.0,3.26092,34.0,29.127183940288,28.767175630592,29.169045371648004,34.61,28.976482787392,3.69231,33,MSFT
05-23-2013,33.68182,42.0,27.0,3.26092,34.0,28.658335909056,28.38205046208,28.92624906976,34.15,28.59135761888,3.69231,33,MSFT
05-24-2013,33.68182,42.0,27.0,3.26092,34.0,28.398795034624,28.38205046208,28.700197340416,34.269,28.6909878255168,3.69231,33,MSFT
05-28-2013,34.04688,42.0,27.0,3.43775,34.0,28.817409348224,28.809037061952,29.453703104896,35.02,29.319746524544005,3.66667,32,MSFT
05-29-2013,34.04688,42.0,27.0,3.43775,34.0,29.085322508928,28.942993642304,29.319746524544005,34.88,29.202534516736,3.61538,32,MSFT
05-30-2013,34.04688,42.0,27.0,3.43775,34.0,29.177417657920003,29.1464401987136,29.5123091088,35.03,29.328118810816,3.61538,32,MSFT
05-31-2013,34.04688,42.0,27.0,3.43775,34.0,29.152300799104,29.127183940288,29.537425967616,34.9,29.21927908928,3.61538,32,MSFT
06-03-2013,34.04688,42.0,27.0,3.43775,34.0,29.236023661824003,29.160673085376,29.830455987136,35.59,29.796966842048004,3.61538,32,MSFT
06-04-2013,34.04688,42.0,27.0,3.43775,34.0,29.822083700864,29.1112765963712,29.922551136128003,34.99,29.294629665728003,3.61538,32,MSFT
06-05-2013,34.17188,42.0,27.0,3.39717,34.5,28.96811050112,28.825781634496,29.210906803008,34.78,29.118811654016003,3.5641,32,MSFT
06-06-2013,34.17188,42.0,27.0,3.39717,34.5,29.169045371648004,28.876015352128004,29.395097100992,34.96,29.269512806912,3.5641,32,MSFT
06-07-2013,34.45312,42.0,27.0,3.52083,35.0,29.5123091088,29.353235669632003,29.956040281216,35.67,29.863945132224003,3.5641,32,MSFT
06-10-2013,34.45312,42.0,27.0,3.52083,35.0,29.729988551872,29.420213959808,29.84720055968,35.47,29.696499406784,3.5641,32,MSFT
06-11-2013,34.65152,42.0,27.0,3.64418,35.0,29.34486338336,29.035088791296,29.453703104896,34.84,29.169045371648004,3.5641,33,MSFT
06-12-2013,34.65152,42.0,27.0,3.64418,35.0,29.420213959808,29.177417657920003,29.529053681344003,35.0,29.303001952,3.5641,33,MSFT
06-13-2013,34.65152,42.0,27.0,3.64418,35.0,29.294629665728003,28.959738214848,29.319746524544005,34.715,29.064391793248003,3.5641,33,MSFT
06-14-2013,34.8,42.0,27.0,3.4441,35.0,28.92624906976,28.6750804816,29.043544800430723,34.4,28.80066477568,3.58974,33,MSFT
06-17-2013,34.92121,42.0,27.0,3.41368,35.0,29.043461077568,28.993227359936004,29.436958532352,35.0,29.303001952,3.58974,33,MSFT
06-18-2013,34.92121,42.0,27.0,3.41368,35.0,29.277885093184,29.215092946144004,29.445330818624,34.98,29.286257379456,3.58974,33,MSFT
06-19-2013,34.92121,42.0,27.0,3.41368,35.0,29.269512806912,28.959738214848,29.378352528448005,34.59,28.959738214848,3.58974,33,MSFT
06-20-2013,34.92121,42.0,27.0,3.41368,35.0,28.683452767872,27.938319289664,28.742058771776,33.49,28.038786724928,3.58974,33,MSFT
06-21-2013,34.92121,42.0,27.0,3.41368,35.0,28.181115591552,27.67040612896,28.239721595456,33.265,27.850410283808,3.58974,33,MSFT
06-24-2013,35.01212,42.0,27.0,3.53234,35.0,27.578310979968,27.268536387904,28.633219050240005,33.715,28.227163166048005,3.58974,33,MSFT
06-25-2013,35.01212,42.0,27.0,3.53234,35.0,28.532751614976,28.013669866112,28.783920203136,33.67,28.189487877824003,3.58974,33,MSFT
06-26-2013,35.13333,42.0,27.0,3.6314,35.0,28.566240760064,28.371585104240005,28.867643065856,34.35,28.75880334432,3.58974,33,MSFT
06-27-2013,35.13333,42.0,27.0,3.6314,35.0,28.901132210944,28.8843876384,29.118811654016003,34.62,28.984855073664,3.58974,33,MSFT
06-28-2013,35.13333,42.0,27.0,3.6314,35.0,28.783920203136,28.750431058048004,29.127183940288,34.545,28.922062926624,3.58974,33,MSFT
07-01-2013,35.13333,42.0,27.0,3.6314,35.0,29.0936947952,28.742058771776,29.294629665728003,34.36,28.767175630592,3.58974,33,MSFT
07-02-2013,35.13333,42.0,27.0,3.6314,35.0,28.809037061952,28.155998732736,28.83323296927808,33.94,28.415539607168,3.58974,33,MSFT
07-03-2013,35.13333,42.0,27.0,3.6314,35.0,28.181115591552,28.130881873920003,28.775547916864,34.01,28.474145611072,3.58974,33,MSFT
07-05-2013,35.13333,42.0,27.0,3.6314,35.0,28.541123901248003,28.1149745300032,28.666708195328003,34.21,28.641591336512,3.58974,33,MSFT
07-08-2013,35.13333,42.0,27.0,3.6314,35.0,28.75880334432,28.449028752256,28.959738214848,34.325,28.73787262864,3.58974,33,MSFT
07-09-2013,35.13333,42.0,27.0,3.6314,35.0,28.951365928576,28.582985332608,28.96811050112,34.35,28.75880334432,3.58974,33,MSFT
07-10-2013,35.13333,42.0,27.0,3.6314,35.0,28.750431058048004,28.733686485504,29.143928512832,34.7,29.051833363840004,3.58974,33,MSFT
07-11-2013,35.13333,42.0,27.0,3.6314,35.0,29.303001952,29.21927908928,29.947667994944,35.685,29.876503561632003,3.58974,33,MSFT
07-12-2013,35.04242,42.0,27.0,3.51921,35.0,29.788594555776,29.537425967616,29.914178849856,35.67,29.863945132224003,3.5641,33,MSFT
07-15-2013,35.29714,42.0,27.0,3.50783,35.0,29.855572845952,29.788594555776,30.324420877184,36.17,30.282559445824003,3.56098,35,MSFT
07-16-2013,35.29714,42.0,27.0,3.50783,35.0,30.148602865472,30.106741434112003,30.500155166033284,36.27,30.366282308544005,3.56098,35,MSFT
07-17-2013,35.49714,42.0,27.0,3.41471,35.0,30.424888312448005,29.713243979328,30.466749743808,35.74,29.922551136128003,3.56098,35,MSFT
07-18-2013,35.49714,42.0,27.0,3.41471,35.0,29.905806563584,29.487192249984,30.048135430208003,35.44,29.671382547968,3.56098,35,MSFT
07-19-2013,34.80588,41.0,28.0,3.17841,35.0,27.12620752128,25.970832015744,27.352259250624,31.4,26.28897889408,3.4878,34,MSFT
07-22-2013,34.70909,41.0,28.0,3.17646,35.0,26.54014748224,26.456424619520003,26.799688356672,32.01,26.799688356672,3.475,33,MSFT
07-23-2013,34.70909,41.0,28.0,3.17646,35.0,26.715965493952,26.548519768512,26.824805215488,31.82,26.640614917504,3.5,33,MSFT
07-24-2013,34.70909,41.0,28.0,3.17646,35.0,26.820619072352,26.699220921408003,26.950389509568,31.96,26.757826925312003,3.5,33,MSFT
07-25-2013,34.70909,41.0,28.0,3.17646,35.0,26.473169192064,26.1633946,26.49828605088,31.39,26.280606607808,3.5,33,MSFT
07-26-2013,34.70909,41.0,28.0,3.17646,35.0,26.171766886272003,26.125719311776,26.473169192064,31.62,26.473169192064,3.5,33,MSFT
07-29-2013,34.64848,41.0,28.0,3.18939,35.0,26.347584897984,26.28897889408,26.456424619520003,31.54,26.406190901888,3.45,33,MSFT
07-30-2013,34.64848,41.0,28.0,3.18939,35.0,26.607125772416,26.41456318816,26.891783505664,31.85,26.66573177632,3.45,33,MSFT
07-31-2013,34.64848,41.0,28.0,3.18939,35.0,26.766199211584,26.548519768512,26.83317750176,31.84,26.657359490048,3.45,33,MSFT
08-01-2013,34.6375,41.0,28.0,3.23822,35.0,26.841549788032,26.456424619520003,26.866666646848003,31.67,26.515030623424003,3.4359,32,MSFT
08-02-2013,34.6375,41.0,28.0,3.23822,35.0,26.531775195968,26.427121617568,26.70759320768,31.89,26.699220921408003,3.4359,32,MSFT
08-05-2013,34.6375,41.0,28.0,3.23822,35.0,26.70759320768,26.489913764608,26.7913160704,31.7,26.54014748224,3.4359,32,MSFT
08-06-2013,34.6375,41.0,28.0,3.23822,35.0,26.41456318816,26.272234321536,26.515030623424003,31.58,26.439680046976,3.4359,32,MSFT
08-07-2013,34.6375,41.0,28.0,3.23822,35.0,26.406190901888,26.1633946,26.875038933120003,32.063,26.8440614739136,3.4359,32,MSFT
08-08-2013,34.73125,41.0,28.0,3.29037,35.0,26.992250940928,26.83317750176,27.687150701504,32.89,27.536449548608,3.48718,32,MSFT
08-09-2013,34.73125,41.0,28.0,3.29037,35.0,27.435982113344004,27.184813525184,27.54482183488,32.7,27.377376109440004,3.48718,32,MSFT
08-12-2013,34.73125,41.0,28.0,3.29037,35.0,27.176441238912,27.176441238912,27.603427838784,32.87,27.519704976064,3.48718,32,MSFT
08-13-2013,34.69032,41.0,28.0,3.33499,35.0,27.410098305411,27.157159840581,27.443823434055,32.23,27.174022404902995,3.4359,31,MSFT
08-14-2013,34.69032,41.0,28.0,3.33499,35.0,27.098140865454,26.72716445037,28.126757289096,32.35,27.275197790835,3.4359,31,MSFT
08-15-2013,34.69032,41.0,28.0,3.33499,35.0,26.9801029152,26.002074184524,27.131865994098,31.79,26.803045989819,3.4359,31,MSFT
08-16-2013,34.69032,41.0,28.0,3.33499,35.0,26.803045989819,26.693439321726,26.971671633039,31.8,26.81147727198,3.4359,31,MSFT
08-19-2013,34.69032,41.0,28.0,3.33499,35.0,26.777752143336,26.457363421218,26.954809068717,31.393,26.468324088027305,3.53846,31,MSFT
08-20-2013,34.7,41.0,28.0,3.28291,35.0,26.507951114184,26.448932139057,26.89579009359,31.62,26.659714193082,3.53846,32,MSFT
08-21-2013,34.7,41.0,28.0,3.28291,35.0,26.651282910921,26.592263935794,26.988534197361,31.61,26.651282910921,3.53846,32,MSFT
08-22-2013,34.7,41.0,28.0,3.28291,35.0,27.136081635178503,27.06441573681,27.393235741089,32.39,27.308922919479,3.5641,32,MSFT
08-23-2013,34.79375,41.0,28.0,3.27585,35.0,29.652819360237,28.6663593474,29.678113206720003,34.75,29.298705509475,3.5641,32,MSFT
08-26-2013,34.8875,41.0,28.0,3.29467,35.0,29.00361063384,28.691653193883,29.231255252187,34.15,28.792828579815,3.5641,32,MSFT
08-27-2013,34.8875,41.0,28.0,3.29467,35.0,28.2574421625915,27.949700363715,28.75067216901,33.26,28.042444467486,3.5641,32,MSFT
08-28-2013,34.8875,41.0,28.0,3.29467,35.0,28.152051135579,27.8232311313,28.32910806096,33.02,27.840093695622,3.5641,32,MSFT
08-29-2013,34.8875,41.0,28.0,3.29467,35.0,27.764212156173,27.65460548808,28.32910806096,33.55,28.286951650155,3.5641,32,MSFT
08-30-2013,34.85161,41.0,28.0,3.34123,35.0,28.135188571257,27.899112670749,28.227932675028,33.4,28.16048241774,3.52632,31,MSFT
09-03-2013,34.88,41.0,28.0,3.35325,35.0,26.769320861175,26.381481881769,27.039121890327,31.88,26.878927529268,3.51351,30,MSFT
09-04-2013,34.73793,41.0,28.0,3.3619,35.0,26.465794703379,26.229718802871,26.533244960667,31.195,26.3013847012395,3.48649,29,MSFT
09-05-2013,34.73793,41.0,28.0,3.3619,35.0,26.22128752071,26.094818288295,26.507951114184,31.235,26.3351098298835,3.48649,29,MSFT
09-06-2013,34.3931,41.0,25.0,3.80145,35.0,26.398344446091,26.246581367193,26.465794703379,31.152,26.2651301879472,3.43243,29,MSFT
09-09-2013,34.3931,41.0,25.0,3.80145,35.0,26.3233060348581,26.30560034232,26.803045989819,31.655,26.6892236806455,3.43243,29,MSFT
09-10-2013,34.3931,41.0,25.0,3.80145,35.0,26.89579009359,26.803045989819,27.31735420164,32.39,27.308922919479,3.43243,29,MSFT
09-11-2013,34.3931,41.0,25.0,3.80145,35.0,27.460685998377,27.426960869733,27.764212156173,32.74,27.604017795114,3.43243,29,MSFT
09-12-2013,34.3931,41.0,25.0,3.80145,35.0,27.587155230792,27.477548562699003,27.637742923758,32.69,27.561861384309,3.43243,29,MSFT
09-13-2013,34.3931,41.0,25.0,3.80145,35.0,27.629311641597003,27.405882664330505,27.882250106427,33.03,27.848524977783,3.43243,29,MSFT
09-16-2013,34.3931,41.0,25.0,3.80145,35.0,28.143619853418,27.595586512953,28.24479523935,32.801,27.655448616296106,3.43243,29,MSFT
09-17-2013,34.3931,41.0,25.0,3.80145,35.0,28.177344982062003,27.73891830969,28.219501392867,32.93,27.764212156173,3.43243,29,MSFT
09-18-2013,34.37143,41.0,25.0,3.86697,35.0,27.814799849139,27.679899334563,28.16048241774,33.32,28.093032160452,3.44444,28,MSFT
09-19-2013,34.37143,41.0,25.0,3.86697,35.0,28.227932675028,28.093032160452,28.396558318248,33.64,28.362833189604,3.44444,28,MSFT
09-20-2013,34.44286,41.0,25.0,3.76577,35.0,28.168913699901,27.557645743228505,28.227932675028,32.791,27.647017334135096,3.44444,28,MSFT
09-23-2013,34.44286,41.0,25.0,3.76577,35.0,27.435392151894,27.40166702325,27.797094156600902,32.74,27.604017795114,3.44444,28,MSFT
09-24-2013,34.44286,41.0,25.0,3.76577,35.0,27.713624463207,27.106572147615,27.713624463207,32.455,27.3637262535255,3.44444,28,MSFT
09-25-2013,34.44286,41.0,25.0,3.76577,35.0,27.393235741089,27.31735420164,27.65460548808,32.505,27.405882664330505,3.44444,28,MSFT
09-26-2013,34.44286,41.0,25.0,3.76577,35.0,27.519704973504,27.477548562699003,27.8232311313,32.77,27.629311641597003,3.44444,28,MSFT
09-27-2013,34.44286,41.0,25.0,3.76577,35.0,27.722055745368003,27.713624463207,28.455577293375,33.27,28.050875749647,3.44444,28,MSFT
09-30-2013,34.44286,41.0,25.0,3.76577,35.0,27.8232311313,27.570292666470003,28.084600878291003,33.28,28.059307031808,3.44444,28,MSFT
10-01-2013,34.38571,41.0,25.0,3.62961,35.0,28.118326006935,28.07616959613,28.337539343121,33.58,28.312245496638,3.44444,28,MSFT
10-02-2013,34.38571,41.0,25.0,3.62961,35.0,28.126757289096,28.067738313969,28.691653193883,33.92,28.598909090112,3.44444,28,MSFT
10-03-2013,34.52857,41.0,25.0,3.5718,35.0,28.565183961468,28.177344982062003,28.6663593474,33.86,28.548321397146,3.38889,28,MSFT
10-04-2013,34.52857,41.0,25.0,3.5718,35.0,28.404989600409,28.345970625282,28.657928065239,33.88,28.565183961468,3.38889,28,MSFT
10-07-2013,34.52857,41.0,25.0,3.5718,35.0,28.32910806096,27.99185677452,28.421852164731,33.3,28.07616959613,3.38889,28,MSFT
10-08-2013,34.52857,41.0,25.0,3.5718,35.0,28.084600878291003,27.65460548808,28.101463442613,33.01,27.831662413461,3.38889,28,MSFT
10-09-2013,34.52857,41.0,25.0,3.5718,35.0,27.882250106427,27.789506002656,28.118241694113387,33.07,27.882250106427,3.38889,28,MSFT
10-10-2013,34.52857,41.0,25.0,3.5718,35.0,28.084600878291003,28.042444467486,28.573615243629,33.76,28.464008575536,3.38889,28,MSFT
10-11-2013,34.52857,41.0,25.0,3.5718,35.0,28.396558318248,28.396558318248,28.784397297654,34.13,28.775966015493,3.38889,28,MSFT
10-14-2013,34.52857,41.0,25.0,3.5718,35.0,28.58204652579,28.480871139858,29.08792345545,34.45,29.045767044645004,3.38889,28,MSFT
10-15-2013,34.85,42.0,25.0,3.81637,35.0,29.231255252187,29.062629608967,29.501056281339,34.49,29.079492173289,3.44444,28,MSFT
10-16-2013,34.85,42.0,25.0,3.81637,35.0,29.17223627706,29.138511148416,29.4209591008095,34.64,29.205961405704,3.44444,28,MSFT
10-17-2013,34.85,42.0,25.0,3.81637,35.0,29.045767044645004,28.978316787357,29.501056281339,34.92,29.442037306212,3.44444,28,MSFT
10-18-2013,34.85,42.0,25.0,3.81637,35.0,29.357724484602,28.944591658713,29.501056281339,34.96,29.475762434856,3.38889,28,MSFT
10-21-2013,35.1037,42.0,25.0,3.64717,35.0,29.492624999178,29.433606024051,29.678113206720003,34.99,29.501056281339,3.42857,27,MSFT
10-22-2013,35.1037,42.0,25.0,3.64717,35.0,29.526350127822003,29.104786019772003,29.59380038511,34.58,29.155373712738,3.42857,27,MSFT
10-23-2013,35.1037,42.0,25.0,3.64717,35.0,28.961454223035,28.3914995489514,29.079492173289,33.76,28.464008575536,3.42857,27,MSFT
10-24-2013,35.1037,42.0,25.0,3.64717,35.0,28.514596268502,28.303814214477,28.75067216901,33.72,28.430283446892,3.42857,27,MSFT
10-25-2013,35.52857,44.0,25.0,4.26622,35.0,30.251440393668,29.905757825067,30.597122962269,35.73,30.124971161253,3.38889,28,MSFT
10-28-2013,35.63571,44.0,25.0,4.28921,35.5,30.023795775321,29.737132181847,30.124971161253,35.57,29.990070646677,3.38889,28,MSFT
10-29-2013,35.63571,44.0,25.0,4.28921,35.5,30.040658339643,29.728700899686,30.116539879092,35.52,29.947914235872,3.38889,28,MSFT
