 Date,ABT Price Target,ABT Price Target - High,ABT Price Target - Low,ABT Price Target - StdDev,ABT Price Target - Median,ABT Open,ABT Low,ABT High,ABT Close,ABT Adj. Close,ABT Rating,ABT Price Target - #,Ticker
04-01-2013,35.37412,40,29.0,3.06009,35.0,29.100311814992,28.910059634280003,29.207845656264,35.31,29.207845656264,3.56,17,ABT
04-02-2013,35.37412,40,29.0,3.06009,35.0,29.32365133148,29.232661158096004,29.90267970756,36.12,29.877864205728,3.56,17,ABT
04-03-2013,35.43294,40,29.0,3.11904,35.0,29.886136039672003,29.69588385896,30.101203722216,36.32,30.043300884608,3.56,17,ABT
04-04-2013,35.43294,40,29.0,3.11904,35.0,30.208737563488004,30.150834725880003,30.514795419416,36.65,30.31627140476,3.56,17,ABT
04-05-2013,35.66824,40,29.0,3.29865,35.0,30.084660054328,29.935767043336,30.23355306532,36.31,30.035029050664,3.56,17,ABT
04-08-2013,35.66824,40,29.0,3.29865,35.0,30.035029050664,29.720699360792,30.23355306532,36.55,30.23355306532,3.56,17,ABT
04-09-2013,35.66824,40,29.0,3.29865,35.0,30.241824899264003,30.10955827449944,30.3989897442,36.66,30.324543238703995,3.56,17,ABT
04-10-2013,35.78588,42,29.0,3.48163,35.0,30.382446076312,30.324543238703995,30.721591268016,37.1,30.68850393224,3.56,17,ABT
04-11-2013,35.78588,42,29.0,3.48163,35.0,30.738322934598003,30.7217166013,31.178390766995,37.27,30.945902100823,3.56,17,ABT
04-12-2013,36.13111,42,29.0,3.45238,35.5,30.813051434439,30.663594434757,30.929295767525,37.13,30.829657767737004,3.53846,18,ABT
04-15-2013,36.13111,42,29.0,3.45238,35.5,30.588865934916004,29.982734769539,30.796445101141003,36.13,29.999341102837,3.53846,18,ABT
04-16-2013,36.24222,42,31.0,3.24717,35.5,30.123888602572,29.80836826991,30.289951935552,36.4,30.22352660236,3.53846,18,ABT
04-17-2013,36.57556,44,31.0,3.62772,36.0,30.588865934916004,30.273345602254,31.120268600452,37.28,30.954205267472,3.5,18,ABT
04-18-2013,37.46444,44,31.0,3.11133,37.18,31.095359100505004,30.397893101989,31.111965433803,36.88,30.622078601512,3.5,18,ABT
04-19-2013,37.68667,44,33.0,2.99669,37.68,30.763232434545,30.646988101459,30.97081160077,37.2,30.88777993428,3.5,18,ABT
04-22-2013,37.68667,44,33.0,2.99669,37.68,30.7217166013,30.3572075854089,30.904386267578,36.89,30.630381768161,3.5,18,ABT
04-23-2013,37.68667,44,33.0,2.99669,37.68,30.813051434439,30.605472268214,31.004024267366,37.21,30.896083100929,3.5,18,ABT
04-24-2013,37.68667,44,33.0,2.99669,37.68,30.945902100823,30.215223435711,31.012327434015003,36.52,30.323164602148,3.5,18,ABT
04-25-2013,37.68667,44,33.0,2.99669,37.68,30.406196268638,30.265042435605004,30.572259601618,36.49,30.298255102201,3.5,18,ABT
04-26-2013,37.68667,44,33.0,2.99669,37.68,30.190313935764,30.098979102625,30.472621601830003,36.46,30.273345602254,3.5,18,ABT
04-29-2013,37.68667,44,33.0,2.99669,37.68,30.298255102201,30.22352660236,30.547350101671,36.73,30.497531101777,3.5,18,ABT
04-30-2013,37.68667,44,33.0,2.99669,37.68,30.472621601830003,30.289951935552,30.705110268002,36.92,30.655291268108,3.5,18,ABT
05-01-2013,37.85333,44,33.0,2.9252,38.0,30.530743768373004,30.406196268638,30.88777993428,36.89,30.630381768161,3.5,18,ABT
05-02-2013,37.85333,44,33.0,2.9252,38.0,30.680200768055,30.580562768267,30.846264101035,37.06,30.771535601194003,3.5,18,ABT
05-03-2013,37.85333,44,33.0,2.9252,38.0,30.929295767525,30.397893101989,30.929295767525,36.8,30.55565326832,3.5,18,ABT
05-06-2013,37.85333,44,33.0,2.9252,38.0,30.514137435075,29.72533660342,30.539046935022,35.85,29.766852436665,3.5,18,ABT
05-07-2013,37.85333,44,33.0,2.9252,38.0,29.675517603526,29.542666937142,29.957825269592,36.06,29.941218936294003,3.5,18,ABT
05-08-2013,37.85333,44,33.0,2.9252,38.0,29.899703103049,29.791761936612,30.132191769221,36.29,30.132191769221,3.5,18,ABT
05-09-2013,37.85333,44,33.0,2.9252,38.0,30.049160102731,29.8913999364,30.187822985769294,36.18,30.040856936082,3.5,18,ABT
05-10-2013,37.85333,44,33.0,2.9252,38.0,30.098979102625,29.858187269804,30.231829769009,36.17,30.032553769433,3.5,18,ABT
05-13-2013,37.85333,44,33.0,2.9252,38.0,29.932915769645,29.924612602996,30.364680435393,36.35,30.182010769115003,3.5,18,ABT
05-14-2013,37.85333,44,33.0,2.9252,38.0,30.240132935658,30.074069602678,30.80474826779,37.05,30.763232434545,3.5,18,ABT
05-15-2013,37.85333,44,33.0,2.9252,38.0,30.829657767737004,30.796445101141003,31.302938266730003,37.66,31.269725600134,3.5,18,ABT
05-16-2013,37.85333,44,33.0,2.9252,38.0,31.095359100505004,30.572259601618,31.111965433803,36.83,30.580562768267,3.5,18,ABT
05-17-2013,37.85333,44,33.0,2.9252,38.0,30.572259601618,30.132191769221,30.671897601406,36.59,30.381286768691,3.5,18,ABT
05-20-2013,38.18667,44,33.0,3.24707,38.0,30.680200768055,30.613775434863,31.489759516332494,37.81,31.394273099869,3.59259,18,ABT
05-21-2013,38.18667,44,33.0,3.24707,38.0,31.427485766465,31.194997100293,31.5520332662,37.72,31.319544600028,3.59259,18,ABT
05-22-2013,38.18667,44,33.0,3.24707,38.0,31.352757266624,31.22347696189907,32.191377098173,37.72,31.319544600028,3.59259,18,ABT
05-23-2013,38.35333,44,33.0,3.35958,38.0,31.128571767101,30.97081160077,31.435788933114,37.48,31.120268600452,3.59259,18,ABT
05-24-2013,38.35333,44,33.0,3.35958,38.0,30.862870434333,30.813051434439,31.419182599816004,37.76,31.352757266624,3.59259,18,ABT
05-28-2013,38.74222,46,33.0,3.73046,39.0,31.535426932902,31.5113477496199,32.083435931736,38.56,32.017010598544005,3.59259,18,ABT
05-29-2013,38.74222,46,33.0,3.73046,39.0,31.767915599074,30.995721100717,31.933978932054,37.72,31.319544600028,3.59259,18,ABT
05-30-2013,38.74222,46,33.0,3.73046,39.0,31.319544600028,31.111965433803,31.427485766465,37.68,31.286331933432,3.59259,18,ABT
05-31-2013,38.74222,46,33.0,3.73046,39.0,31.128571767101,30.406196268638,31.261422433485,36.67,30.447712101883003,3.59259,18,ABT
06-03-2013,38.74222,46,33.0,3.73046,39.0,30.414499435287,29.999341102837,30.871173600982,37.16,30.854567267684,3.59259,18,ABT
06-04-2013,38.74222,46,33.0,3.73046,39.0,30.771535601194003,30.327316185472498,30.896083100929,36.8,30.55565326832,3.59259,18,ABT
06-05-2013,38.74222,46,33.0,3.73046,39.0,30.489227935128,30.110603535933603,30.854567267684,36.3,30.14049493587,3.59259,18,ABT
06-06-2013,38.74222,46,33.0,3.73046,39.0,30.090675935976,29.916309436347,30.422802601936,36.64,30.422802601936,3.59259,18,ABT
06-07-2013,38.63111,44,33.0,3.53742,39.0,30.680200768055,30.6345333514855,31.178390766995,37.51,31.145178100399,3.59259,18,ABT
06-10-2013,38.63111,44,33.0,3.53742,39.0,31.111965433803,30.796445101141003,31.203300266942,37.49,31.128571767101,3.59259,18,ABT
06-11-2013,38.63111,44,33.0,3.53742,39.0,30.837960934386,30.57234263328449,30.979114767419,36.83,30.580562768267,3.59259,18,ABT
06-12-2013,38.63111,44,33.0,3.53742,39.0,30.788141934492,30.240132935658,30.88777993428,36.44,30.256739268956,3.59259,18,ABT
06-13-2013,38.63111,44,33.0,3.53742,39.0,30.165404435817,29.991868252852903,30.55565326832,36.7,30.472621601830003,3.59259,18,ABT
06-14-2013,38.63111,44,33.0,3.53742,39.0,30.456015268532,30.381286768691,30.80474826779,36.81,30.563956434969,3.59259,18,ABT
06-17-2013,38.63111,44,33.0,3.53742,39.0,30.779838767843,30.491469790123237,30.995721100717,36.89,30.630381768161,3.59259,18,ABT
06-18-2013,38.63111,44,33.0,3.53742,39.0,30.705110268002,30.613775434863,31.253119266836,37.51,31.145178100399,3.59259,18,ABT
06-19-2013,38.63111,44,33.0,3.53742,39.0,30.945902100823,30.065766436029,30.945902100823,36.21,30.065766436029,3.59259,18,ABT
06-20-2013,38.63111,44,33.0,3.53742,39.0,29.949522102943,29.119205438043,29.966128436241004,35.17,29.202237104533,3.59259,18,ABT
06-21-2013,38.63111,44,33.0,3.53742,39.0,29.39320993746,29.318481437619003,29.775155603314,35.58,29.542666937142,3.59259,18,ABT
06-24-2013,38.63111,44,33.0,3.53742,39.0,29.301875104321,28.803685105381,29.376603604162003,34.97,29.036173771553,3.59259,18,ABT
06-25-2013,38.63111,44,33.0,3.53742,39.0,29.293571937672,28.953142105063,29.376603604162003,35.11,29.152418104639,3.59259,18,ABT
06-26-2013,38.52,44,33.0,3.46043,39.0,29.401513104109,29.177327604586,29.717033436771,35.6,29.55927327044,3.59259,18,ABT
06-27-2013,38.52,44,33.0,3.46043,39.0,29.700427103473004,29.2396013544535,29.708730270122,35.36,29.359997270864,3.59259,18,ABT
06-28-2013,38.52,44,33.0,3.46043,39.0,29.31017827097,28.953142105063,29.741942936718,34.88,28.961445271712,3.59259,18,ABT
07-01-2013,38.65053,44,33.0,3.41336,40.0,29.036173771553,28.97805160501,29.451332104003,35.03,29.085992771447,3.66667,19,ABT
07-02-2013,38.59789,44,33.0,3.33733,40.0,29.036173771553,28.770472438785,29.318481437619003,34.86,28.944838938414,3.66667,19,ABT
07-03-2013,38.59789,44,33.0,3.33733,40.0,28.828594605328,27.998277940428,28.828594605328,34.25,28.438345772825,3.66667,19,ABT
07-05-2013,38.59789,44,33.0,3.33733,40.0,28.712350272242,28.637621772401,29.002961104957,34.92,28.994657938308,3.66667,19,ABT
07-08-2013,38.59789,44,33.0,3.33733,40.0,29.019567438255,29.011264271606,29.451332104003,35.41,29.401513104109,3.66667,19,ABT
07-09-2013,38.59789,44,33.0,3.33733,40.0,29.443028937354,28.836897771977,29.526060603844,34.74,28.845200938626,3.66667,19,ABT
07-10-2013,38.59789,44,33.0,3.33733,40.0,28.89501993852,28.820291438679,29.235449771129,34.74,28.845200938626,3.66667,19,ABT
07-11-2013,38.59789,44,33.0,3.33733,40.0,29.195344996054004,28.986925914129003,29.628856686458,35.37,29.487131710749,3.66667,19,ABT
07-12-2013,38.59789,44,33.0,3.33733,40.0,29.553825816965,29.270375865547,29.653866976289,35.32,29.445447894364,3.66667,19,ABT
07-15-2013,38.458,44,33.0,3.30949,39.0,29.370417024871,29.303722918655,29.612183159904003,35.48,29.578836106796,3.66667,20,ABT
07-16-2013,38.258,44,33.0,3.27046,37.68,29.537152290411,29.453784657641,29.770581662167,35.7,29.762244898890003,3.59259,20,ABT
07-17-2013,38.558,44,33.0,3.13865,39.0,29.912306637876004,29.787255188721,30.412512434496,35.82,29.862286058214,3.71429,20,ABT
07-18-2013,38.58737,44,31.0,3.3142,38.0,29.945653690984003,29.67887726612,30.037358087031,35.7,29.762244898890003,3.74074,19,ABT
07-19-2013,38.58737,44,31.0,3.3142,38.0,29.787255188721,29.612183159904003,29.920643401153,35.87,29.903969874599,3.74074,19,ABT
07-22-2013,39.558,58,31.0,5.32307,39.0,29.812265478552,29.662203739566,29.962327217538,35.8,29.84561253166,3.74074,20,ABT
07-23-2013,39.558,58,31.0,5.32307,39.0,29.953990454261,29.92898016443,30.67928885936,36.68,30.579247700036,3.74074,20,ABT
07-24-2013,39.558,58,31.0,5.32307,39.0,30.59592122659,30.17908306274,30.59592122659,36.45,30.387502144665003,3.74074,20,ABT
07-25-2013,39.558,58,31.0,5.32307,39.0,30.362491854834,30.212430115848,30.51255359382,36.58,30.495880067266,3.74074,20,ABT
07-26-2013,39.558,58,31.0,5.32307,39.0,30.504216830543,30.137399246355,30.720972675745003,36.78,30.662615332806,3.74074,20,ABT
07-29-2013,39.558,58,31.0,5.32307,39.0,30.529227120374,30.42918596105,30.804340308515,36.74,30.629268279698003,3.74074,20,ABT
07-30-2013,39.558,58,31.0,5.32307,39.0,30.829350598346,30.562574173482,30.937728520947,36.88,30.745982965576,3.74074,20,ABT
07-31-2013,39.53474,58,31.0,5.46037,38.0,30.737646202299,30.495880067266,30.979412337332,36.63,30.537563883651003,3.73077,19,ABT
08-01-2013,39.53474,58,31.0,5.46037,38.0,30.754319728853,30.579247700036,30.904381467839,36.84,30.712635912468,3.73077,19,ABT
08-02-2013,39.53474,58,31.0,5.46037,38.0,30.670952096083,30.579247700036,30.821013835069,36.75,30.637605042975,3.73077,19,ABT
08-05-2013,39.64,58,31.0,5.56373,38.0,30.545900646928,30.379165381388,30.662615332806,36.45,30.387502144665003,3.73077,19,ABT
08-06-2013,39.64,58,31.0,5.56373,38.0,30.220766879125,30.020684560477,30.295797748618003,36.1,30.09571542997,3.73077,19,ABT
08-07-2013,39.64,58,31.0,5.56373,38.0,30.070705140139,29.870622821491,30.254113932233,35.93,29.953990454261,3.73077,19,ABT
08-08-2013,39.64,58,31.0,5.56373,38.0,30.17908306274,29.728897845782,30.304134511895,35.92,29.945653690984003,3.73077,19,ABT
08-09-2013,39.64,58,31.0,5.56373,38.0,29.84561253166,29.803928715275,30.045694850308,35.89,29.920643401153,3.73077,19,ABT
08-12-2013,39.64,58,31.0,5.56373,38.0,29.837275768383,29.778918425444,30.037358087031,35.9,29.92898016443,3.73077,19,ABT
08-13-2013,39.64,58,31.0,5.56373,38.0,29.953990454261,29.795591951998,30.037358087031,35.94,29.962327217538,3.73077,19,ABT
08-14-2013,39.64,58,31.0,5.56373,38.0,29.937316927707,29.612183159904003,29.962327217538,35.61,29.687214029397,3.73077,19,ABT
08-15-2013,39.64,58,31.0,5.56373,38.0,29.603846396627,29.136987653115003,29.653866976289,35.03,29.203681759331,3.73077,19,ABT
08-16-2013,39.64,58,31.0,5.56373,38.0,29.111977363284,28.803517122035,29.1786714695,34.97,29.153661179669,3.73077,19,ABT
08-19-2013,39.64,58,31.0,5.56373,38.0,29.053620020345,28.9327369528285,29.145324416392,34.88,29.078630310176003,3.73077,19,ABT
08-20-2013,39.64,58,31.0,5.56373,38.0,29.09530383673,28.920231807913,29.136987653115003,34.71,28.936905334467,3.73077,19,ABT
08-21-2013,39.64,58,31.0,5.56373,38.0,28.911895044636,28.711812725988,29.061956783622,34.64,28.878547991528,3.73077,19,ABT
08-22-2013,39.64,58,31.0,5.56373,38.0,28.903558281359,28.703475962711,28.970252387575,34.67,28.903558281359,3.73077,19,ABT
08-23-2013,39.64,58,31.0,5.56373,38.0,29.053620020345,28.703475962711,29.070293546899,34.84,29.045283257068004,3.73077,19,ABT
08-26-2013,39.64,58,31.0,5.56373,38.0,29.036946493791,28.778506832204,29.09530383673,34.52,28.778506832204,3.73077,19,ABT
08-27-2013,39.64,58,31.0,5.56373,38.0,28.611771566664,28.340826760161494,28.620108329941,34.01,28.353331905077,3.73077,19,ABT
08-28-2013,39.64,58,31.0,5.56373,38.0,28.319984851969,28.119902533321,28.374173813269497,33.75,28.136576059875,3.73077,19,ABT
08-29-2013,39.64,58,31.0,5.56373,38.0,28.036534900551,27.944830504504,28.453373064401003,33.73,28.119902533321,3.73077,19,ABT
08-30-2013,39.53474,58,31.0,5.5179,38.0,28.111565770044,27.703064369471,28.119902533321,33.33,27.786432002241,3.73077,19,ABT
09-03-2013,39.53474,58,31.0,5.5179,38.0,28.078218716936,27.261215915790004,28.161586349706003,32.93,27.452961471161,3.73077,19,ABT
09-04-2013,39.42947,58,31.0,5.41161,38.0,27.519655577377,27.461298234438,28.164837687384036,33.46,27.894809924842,3.73077,19,ABT
09-05-2013,39.42947,58,31.0,5.41161,38.0,27.92815697795,27.919820214673003,28.136576059875,33.74,28.128239296598,3.73077,19,ABT
09-06-2013,39.42947,58,31.0,5.41161,38.0,28.111565770044,27.719737896025,28.136576059875,33.5,27.92815697795,3.73077,19,ABT
09-09-2013,39.42947,58,31.0,5.41161,38.0,27.92815697795,27.894809924842,28.17825987626,33.8,28.17825987626,3.73077,19,ABT
09-10-2013,39.42947,58,31.0,5.41161,38.0,28.378342194908,28.3324899968845,28.503393644063,34.09,28.420026011293004,3.73077,19,ABT
09-11-2013,39.42947,58,31.0,5.41161,38.0,28.436699537847,28.42010937892577,29.136987653115003,34.75,28.970252387575,3.73077,19,ABT
09-12-2013,39.42947,58,31.0,5.41161,38.0,28.978589150852,28.836864175143003,29.103640600007,34.76,28.978589150852,3.73077,19,ABT
09-13-2013,39.42947,58,31.0,5.41161,38.0,29.09530383673,28.820190648589,29.09530383673,34.87,29.070293546899,3.73077,19,ABT
09-16-2013,39.42947,58,31.0,5.41161,38.0,29.26203910227,29.1411560347535,29.42877436781,35.01,29.187008232777,3.73077,19,ABT
09-17-2013,39.42947,58,31.0,5.41161,38.0,29.1786714695,29.028609730514,29.195344996054004,34.97,29.153661179669,3.73077,19,ABT
09-18-2013,39.42947,58,31.0,5.41161,38.0,29.1786714695,29.086967073453,29.741402990697495,35.65,29.720561082505,3.73077,19,ABT
09-19-2013,39.42947,58,31.0,5.41161,38.0,29.728897845782,29.420437604533,29.778918425444,35.34,29.462121420918,3.73077,19,ABT
09-20-2013,39.42947,58,31.0,5.41161,38.0,29.503805237303,29.353743498317,29.570499343519,35.29,29.420437604533,3.73077,19,ABT
09-23-2013,39.42947,58,31.0,5.41161,38.0,29.387090551425,29.237028812439,29.395427314702,35.12,29.278712628824,3.73077,19,ABT
09-24-2013,39.42947,58,31.0,5.41161,38.0,29.237028812439,28.611771566664,29.26203910227,34.36,28.645118619772,3.73077,19,ABT
09-25-2013,39.42947,58,31.0,5.41161,38.0,28.611771566664,27.803105528795,28.636781856495,33.67,28.069881953659003,3.73077,19,ABT
09-26-2013,39.42947,58,31.0,5.41161,38.0,28.136576059875,27.911483451396,28.236617219199,33.66,28.061545190382,3.73077,19,ABT
09-27-2013,39.42947,58,31.0,5.41161,38.0,27.886473161565004,27.553002630485,27.886473161565004,33.14,27.628033499978,3.73077,19,ABT
09-30-2013,39.42947,58,31.0,5.41161,38.0,27.553002630485,27.527992340654,27.861462871734,33.19,27.669717316363,3.73077,19,ABT
10-01-2013,39.42947,58,31.0,5.41161,38.0,27.653043789809,27.611359973424,28.17825987626,33.78,28.161586349706003,3.73077,19,ABT
10-02-2013,39.42947,58,31.0,5.41161,38.0,27.911483451396,27.903146688119,28.278301035584,33.9,28.26162750903,3.73077,19,ABT
10-03-2013,39.42947,58,31.0,5.41161,38.0,28.169923112983,27.736411422579003,28.17825987626,33.29,27.753084949133,3.73077,19,ABT
10-04-2013,39.42947,58,31.0,5.41161,38.0,27.769758475687,27.728074659302,28.103229006767,33.56,27.978177557612003,3.73077,19,ABT
10-07-2013,39.21895,58,31.0,5.30649,38.0,27.694727606194,27.611359973424,28.086555480213,33.5,27.92815697795,3.73077,19,ABT
10-08-2013,39.21895,58,31.0,5.30649,38.0,27.969840794335,27.502982050823,28.003187847443,33.01,27.519655577377,3.73077,19,ABT
10-09-2013,39.21895,58,31.0,5.30649,38.0,27.536329103931,27.302899732175,27.836452581903,33.17,27.653043789809,3.73077,19,ABT
10-10-2013,39.21895,58,31.0,5.30649,38.0,27.912578866160004,27.853974171480004,28.1930441907,33.64,28.16374184336,3.73077,19,ABT
10-11-2013,39.21895,58,31.0,5.30649,38.0,28.155369744120005,27.99629985856,28.377230373980005,33.76,28.26420703424,3.73077,19,ABT
10-14-2013,39.21895,58,31.0,5.30649,38.0,28.05490455324,27.946067263120003,28.49025371372,34.0,28.465137416,3.73077,19,ABT
10-15-2013,39.21895,58,31.0,5.30649,38.0,28.38978852284,28.13862554564,28.615835202320003,33.71,28.222346538040004,3.73077,19,ABT
10-16-2013,39.27158,58,31.0,5.28916,38.0,28.758160889400003,28.666067797760004,30.198161958680004,35.9,30.0558362716,3.73077,19,ABT
10-17-2013,39.64,58,31.0,5.17152,40.0,30.04746417236,30.04746417236,31.202813867480003,37.17,31.119092875080003,3.76923,19,ABT
10-18-2013,39.79789,58,34.0,4.9462,40.0,31.119092875080003,30.8930461956,31.21955806596,37.29,31.21955806596,3.76923,19,ABT
10-21-2013,39.95579,58,34.0,5.0397,40.0,31.119092875080003,30.79258100472,31.119092875080003,36.86,30.85955779864,3.76923,19,ABT
10-22-2013,39.95579,58,34.0,5.0397,40.0,30.92653459256,30.74234840928,31.119092875080003,37.02,30.993511386480005,3.76923,19,ABT
10-23-2013,39.95579,58,34.0,5.0397,40.0,30.90141829484,30.817697302440003,31.19444176824,37.23,31.16932547052,3.76923,19,ABT
10-24-2013,39.95579,58,34.0,5.0397,40.0,31.16095337128,31.144209172800004,31.49583734088,37.21,31.152581272040003,3.76923,19,ABT
10-25-2013,40.00842,58,34.0,5.05552,40.0,31.177697569760003,30.955836939900003,31.28653485988,37.25,31.186069669,3.76923,19,ABT
10-28-2013,40.06105,58,34.0,5.01859,40.0,31.25304646292,31.119092875080003,31.361883753040004,37.28,31.21118596672,3.76923,19,ABT
10-29-2013,40.06105,58,34.0,5.01859,40.0,31.27816276064,31.19444176824,31.361883753040004,37.28,31.21118596672,3.76923,19,ABT
10-30-2013,40.16632,60,34.0,5.40021,40.0,31.25304646292,30.8093252032,31.29490695912001,36.94,30.92653459256,3.76923,19,ABT
10-31-2013,40.16632,60,34.0,5.40021,40.0,30.98513928724,30.6000227222,31.093976577360003,36.55,30.6000227222,3.76923,19,ABT
11-01-2013,40.16632,60,34.0,5.40021,40.0,30.71723211156,30.650255317640003,31.01025558496,36.96,30.94327879104,3.76923,19,ABT
11-04-2013,40.32421,60,34.0,5.31934,40.0,30.96002298952,30.71723211156,30.993511386480005,36.98,30.96002298952,3.76923,19,ABT
11-05-2013,40.32421,60,34.0,5.31934,40.0,30.8511856994,30.700487913080003,31.33676745532,37.36,31.27816276064,3.76923,19,ABT
11-06-2013,40.32421,60,34.0,5.31934,40.0,31.353511653800005,31.01025558496,31.6465351272,37.56,31.445604745440004,3.76923,19,ABT
11-07-2013,40.32421,60,34.0,5.31934,40.0,31.48746524164,31.453976844680003,31.922814402120004,37.64,31.512581539360003,3.76923,19,ABT
11-08-2013,40.42947,60,34.0,5.44883,40.0,31.40374424924,31.163465001052,31.931186501360003,38.12,31.91444230288,3.76923,19,ABT
11-11-2013,40.42947,60,34.0,5.44883,40.0,31.956302799080003,31.54606993632,32.199093677040004,37.9,31.7302561196,3.76923,19,ABT
11-12-2013,40.42947,60,34.0,5.44883,40.0,31.67165142492,31.219641786952405,31.78886081428,37.47,31.37025585228,3.76923,19,ABT
