 Date,NEE Price Target,NEE Price Target - High,NEE Price Target - Low,NEE Price Target - StdDev,NEE Price Target - Median,NEE Open,NEE Low,NEE High,NEE Close,NEE Adj. Close,NEE Rating,NEE Price Target - #,Ticker
05-24-2013,20.64286,23.0,18.0,1.18415,21.0,15.1127536791725,14.914871666942,15.13215387645,19.325,14.9963524955075,3.88462,21,NEE
05-28-2013,20.64286,23.0,18.0,1.18415,21.0,15.0506730478845,14.859581104701125,15.05649310706775,19.255,14.9420319431305,3.88462,21,NEE
05-29-2013,20.64286,23.0,18.0,1.18415,21.0,14.8644311540205,14.5229876819365,14.88189133157025,18.93,14.689829378523,3.88462,21,NEE
05-30-2013,20.64286,23.0,18.0,1.18415,21.0,14.787683291002,14.701571847804004,15.0597171683775,18.9275,14.8170394648195,3.88462,21,NEE
05-31-2013,20.64286,23.0,18.0,1.18415,21.0,14.7583271171845,14.7426704911485,15.0949445769585,18.905,14.799425760529,3.88462,21,NEE
06-03-2013,20.64286,23.0,18.0,1.18415,21.0,14.807254073547,14.635031187151002,15.045039081468753,19.07,14.928592925326,3.88462,21,NEE
06-04-2013,20.64286,23.0,18.0,1.18415,21.0,14.901193829763,14.8718376559455,15.0127472902695,19.1225,14.9696915686705,3.88462,21,NEE
06-05-2013,20.64286,23.0,18.0,1.18415,21.0,14.9227216905625,14.803339917038,14.9434667200602,18.9975,14.8718376559455,3.88462,21,NEE
06-06-2013,20.64286,23.0,18.0,1.18415,21.0,14.8679234994365,14.8326960908555,15.1458286115755,19.3475,15.1458286115755,3.88462,21,NEE
06-07-2013,20.64286,23.0,18.0,1.18415,21.0,15.267167463354502,15.1732277071385,15.4276478802235,19.7,15.42177664546,3.88462,21,NEE
06-10-2013,20.64286,23.0,18.0,1.18415,21.0,15.408077097678502,15.344080638756353,15.539201340730004,19.67,15.398291706406004,3.88462,21,NEE
06-11-2013,20.64286,23.0,18.0,1.18415,21.0,15.284781167645,15.239768367791502,15.484403149604002,19.7175,15.435476193241502,3.88462,21,NEE
06-12-2013,20.64286,23.0,18.0,1.18415,21.0,15.5098451669125,15.190841411429002,15.547029653748,19.4375,15.2162834287375,3.88462,21,NEE
06-13-2013,20.64286,23.0,18.0,1.18415,21.0,15.237811289537,15.184970176665502,15.521587636439502,19.7825,15.4863602278585,3.88462,21,NEE
06-14-2013,20.64286,23.0,18.0,1.18415,21.0,15.496145619131005,15.490274384367504,15.7212096183985,19.9325,15.6037849231285,3.88462,21,NEE
06-17-2013,20.64286,23.0,18.0,1.18415,21.0,15.7329520879255,15.6977246793445,15.844505548432,20.165,15.785793200797,3.88462,21,NEE
06-18-2013,20.64286,23.0,18.0,1.18415,21.0,15.824934765887,15.797535670324,15.989329339265002,20.3975,15.967801478465502,3.88462,21,NEE
06-19-2013,20.64286,23.0,18.0,1.18415,21.0,15.930616991630002,15.6938105228355,16.004985965301,20.0475,15.6938105228355,3.88462,21,NEE
06-20-2013,20.64286,23.0,18.0,1.18415,21.0,15.5724716710565,15.10864412474,15.5763858275655,19.3325,15.1340861420485,3.88462,21,NEE
06-21-2013,20.64286,23.0,18.0,1.18415,21.0,15.255424993827502,15.0518888553595,15.413948332442002,19.5825,15.3297939674985,3.88462,21,NEE
06-24-2013,20.66667,23.0,18.0,1.20102,21.0,15.233897133028002,15.1106012029945,15.4746177583315,19.595,15.339579358771,3.88462,21,NEE
06-25-2013,20.66667,23.0,18.0,1.20102,21.0,15.451132819277502,15.288695324154002,15.533330105966504,19.75,15.46091821055,3.92308,21,NEE
06-26-2013,20.66667,23.0,18.0,1.20102,21.0,15.57834290582,15.56041606900878,15.7486087139615,19.96,15.625312783928,3.92308,21,NEE
06-27-2013,20.71591,23.0,18.0,1.19491,21.125,15.699681757599,15.640969409964,15.8425484701775,20.105,15.738823322689,3.96296,22,NEE
06-28-2013,20.71591,23.0,18.0,1.19491,21.125,15.942359461157,15.691853444581,16.0030288870465,20.37,15.946273617666002,3.96296,22,NEE
07-01-2013,20.71591,23.0,18.0,1.19491,21.125,16.024556747846,15.6468406447275,16.0382562956275,20.0575,15.7016388358535,3.96296,22,NEE
07-02-2013,20.71591,23.0,18.0,1.19491,21.125,15.7016388358535,15.660540192509,15.85233386145,20.085,15.723166696653,3.96296,22,NEE
07-03-2013,20.71591,23.0,18.0,1.19491,21.125,15.642926488218505,15.601827844874,15.738823322689,20.03,15.680110975054,3.96296,22,NEE
07-05-2013,20.71591,23.0,18.0,1.19491,21.125,15.6898963663265,15.468746523568004,15.7172954618895,19.9825,15.642926488218505,3.96296,22,NEE
07-08-2013,20.71591,23.0,18.0,1.19491,21.125,15.6585831142545,15.61748447091,15.871904643995,20.165,15.785793200797,3.96296,22,NEE
07-09-2013,20.71591,23.0,18.0,1.19491,21.125,15.856248017959,15.7838361225425,15.986393721883251,20.3375,15.9208316003575,3.96296,22,NEE
07-10-2013,20.71591,23.0,18.0,1.19491,21.125,15.887561270031002,15.824934765887,16.034342139118504,20.4075,15.9756297914835,3.96296,22,NEE
07-11-2013,20.71591,23.0,18.0,1.19491,21.125,16.102839878026,16.098925721517002,16.32203264253,20.8075,16.288762312203502,3.96296,22,NEE
07-12-2013,20.71591,23.0,18.0,1.19491,21.125,16.282891077440002,16.20460794726,16.466856433363002,21.0025,16.441414416054503,3.96296,22,NEE
07-15-2013,20.71591,23.0,18.0,1.19491,21.125,16.384659146674,16.372916677147,16.807388049646,21.36,16.721276606448,3.96296,22,NEE
07-16-2013,20.71591,23.0,18.0,1.19491,21.125,16.734976154229503,16.5314400157615,16.762375249792502,21.24,16.627336850232,3.92593,22,NEE
07-17-2013,20.76136,23.0,18.0,1.25108,21.125,16.723233684702503,16.558839111324502,16.762375249792502,21.2025,16.5979806764145,3.92593,22,NEE
07-18-2013,20.80682,23.0,18.0,1.2857,21.125,16.646907632777,16.601894832923502,16.7702035628105,21.3575,16.719319528193502,3.92593,22,NEE
07-19-2013,20.96591,23.0,18.0,1.30405,21.25,16.7388903107385,16.611680224196,16.795645580119,21.24,16.627336850232,3.92593,22,NEE
07-22-2013,20.96591,23.0,18.0,1.30405,21.25,16.6410363980135,16.596023598160002,16.7075770586665,21.22,16.611680224196,3.92593,22,NEE
07-23-2013,20.97727,23.0,18.0,1.30973,21.25,16.6410363980135,16.560796189579,16.7154053716845,21.2,16.596023598160002,3.92593,22,NEE
07-24-2013,20.98864,23.0,18.0,1.31313,21.375,16.588195285142003,16.369002520638002,16.6058089894325,20.94,16.392487459692003,3.92593,22,NEE
07-25-2013,20.98864,23.0,18.0,1.31313,21.375,16.363131285874502,16.357260051111002,16.482513059399,21.02,16.455113963836002,3.92593,22,NEE
07-26-2013,20.98864,23.0,18.0,1.31313,21.375,16.2926764687125,16.235940770114546,16.441414416054503,20.9875,16.429671946527503,3.92593,22,NEE
07-29-2013,21.11364,23.0,18.0,1.28082,21.5,16.459028120345,16.449242729072502,16.76922502368325,21.1975,16.594066519905503,3.92593,22,NEE
07-30-2013,21.28409,24.5,18.0,1.46996,21.5,17.153790900692503,16.637122241504503,17.153790900692503,21.62,16.924812744916,3.92593,22,NEE
07-31-2013,21.59091,24.5,18.0,1.59464,21.875,16.952211840479002,16.73712894030945,17.050065753204002,21.6525,16.9502547622245,3.92593,22,NEE
08-01-2013,22.08333,26.25,18.5,1.62263,22.0,17.030494970659,17.030494970659,17.2986146915255,22.0725,17.2790439089805,3.92308,21,NEE
08-02-2013,22.08333,26.25,18.5,1.62263,22.0,17.241859422145,17.120520570366,17.259473126435502,21.985,17.210546170073002,3.92308,21,NEE
08-05-2013,22.08333,26.25,18.5,1.62263,22.0,17.185104152764502,17.02658081415,17.185104152764502,21.77,17.042237440186,3.92308,21,NEE
08-06-2013,22.08333,26.25,18.5,1.62263,22.0,17.0676794574945,16.963954310006002,17.1263918051295,21.705,16.991353405569,3.92308,21,NEE
08-07-2013,22.08333,26.25,18.5,1.62263,22.0,17.055936987967502,16.9111131971345,17.0833360835305,21.69,16.979610936042,3.92308,21,NEE
08-08-2013,22.08333,26.25,18.5,1.62263,22.0,16.995267562078002,16.903284884116502,17.046151596695,21.6575,16.9541689187335,3.92308,21,NEE
08-09-2013,22.08333,26.25,18.5,1.62263,22.0,16.940469370952002,16.819326226998452,17.003095875096,21.565,16.881757023317,3.92308,21,NEE
08-12-2013,22.08333,26.25,18.5,1.62263,22.0,16.8308729887,16.6880062761215,16.858272084263,21.3975,16.7506327802655,3.92308,21,NEE
08-13-2013,22.08333,26.25,18.5,1.62263,22.0,16.779988954083,16.6292939284865,16.79466704099175,21.275,16.654735945795,3.92308,21,NEE
08-14-2013,22.08333,26.25,18.5,1.62263,22.0,16.6214656154685,16.443371494309,16.680177963103503,21.105,16.521654624489003,3.92308,21,NEE
08-15-2013,22.08333,26.25,18.5,1.62263,22.0,16.423800711764002,16.212436260278,16.423800711764002,20.75,16.24374951235,3.92308,21,NEE
08-16-2013,22.08333,26.25,18.5,1.62263,22.0,16.267234451404,15.938445304648,16.298547703476,20.5375,16.0773978607175,3.92308,21,NEE
08-19-2013,22.08333,26.25,18.5,1.62263,22.0,16.0480416869,15.914960365594,16.145895599625,20.385,15.958016087193002,3.92308,21,NEE
08-20-2013,22.08333,26.25,18.5,1.62263,22.0,15.973672713229002,15.9325740698845,16.245706590604502,20.5475,16.0852261737355,3.92308,21,NEE
08-21-2013,22.08333,26.25,18.5,1.62263,22.0,16.0225996695915,15.719252540144,16.0421704521365,20.195,15.809278139851,3.92308,21,NEE
08-22-2013,22.08333,26.25,18.5,1.62263,22.0,15.844505548432,15.73001647054375,15.8973466613035,20.2425,15.8464626266865,3.92308,21,NEE
08-23-2013,22.08333,26.25,18.5,1.62263,22.0,15.85233386145,15.781879044288,15.985415182756002,20.3525,15.9325740698845,3.92308,21,NEE
08-26-2013,22.08333,26.25,18.5,1.62263,22.0,15.926702835121,15.7603511834885,15.938445304648,20.14,15.766222418252,3.92308,21,NEE
08-27-2013,22.08333,26.25,18.5,1.62263,22.0,15.6664114272725,15.605742001383,15.947252156793253,20.2725,15.8699475657405,3.92308,21,NEE
08-28-2013,22.08333,26.25,18.5,1.62263,22.0,15.911383459104,15.73577419225625,16.07910017463275,20.27,15.998201523612998,3.92308,21,NEE
08-29-2013,22.04167,26.25,18.5,1.63542,22.0,15.990308972294,15.840350497233,16.00412093710225,20.14,15.895598356466,3.92308,21,NEE
08-30-2013,22.04167,26.25,18.5,1.63542,22.0,15.903490907785,15.77523694885125,15.980443283145249,20.09,15.856135599871,3.92308,21,NEE
09-03-2013,22.04167,26.25,18.5,1.63542,22.0,15.996228385783247,15.672633781704253,16.006094074932,19.9425,15.739720467915747,3.92308,21,NEE
09-04-2013,22.04167,26.25,18.5,1.63542,22.0,15.714069676129,15.611466508982,15.850216186381749,20.025,15.804834016297498,3.92308,21,NEE
09-05-2013,22.04167,26.25,18.5,1.63542,22.0,15.850216186381749,15.749586157064495,15.9390073887205,19.99,15.777210086681,3.92308,21,NEE
09-06-2013,22.04167,26.25,18.5,1.63542,22.0,15.824565394595,15.767344397532248,15.946899940039495,20.0025,15.78707577582975,3.92308,21,NEE
09-09-2013,22.04167,26.25,18.5,1.63542,22.0,15.804834016297498,15.755505570553748,15.844296772892498,20.0575,15.83048480808425,3.92308,21,NEE
09-10-2013,22.04167,26.25,18.5,1.63542,22.0,15.895598356466,15.814068301340727,15.91730287259325,20.1525,15.90546404561475,3.92308,21,NEE
09-11-2013,22.04167,26.25,18.5,1.63542,22.0,15.893625218636249,15.554245511919248,15.893625218636249,19.9025,15.70815026263975,3.92308,21,NEE
09-12-2013,22.04167,26.25,18.5,1.63542,22.0,15.7416936057455,15.572003752387,15.78707577582975,19.8175,15.641063576428248,3.92308,21,NEE
09-13-2013,22.04167,26.25,18.5,1.63542,22.0,15.700257711320749,15.603573957663,15.74366674357525,19.805,15.6311978872795,3.92308,21,NEE
09-16-2013,22.04167,26.25,18.5,1.63542,22.0,15.8364042215735,15.5680574767275,15.92914169957175,19.7925,15.62133219813075,3.92308,21,NEE
09-17-2013,22.04167,26.25,18.5,1.63542,22.0,15.62133219813075,15.554245511919248,15.690372290793704,19.75,15.587788855025,3.92308,21,NEE
09-18-2013,22.04167,26.25,18.5,1.63542,22.0,15.558191787578748,15.55029923625975,16.353366332967997,20.6375,16.28825278458625,3.92308,21,NEE
09-19-2013,22.04167,26.25,18.5,1.63542,22.0,16.298118473735,16.274440819778,16.55265325377275,20.675,16.3178498520325,3.92308,21,NEE
09-20-2013,22.04167,26.25,18.5,1.63542,22.0,16.150133136503747,15.8916520808065,16.179730203949998,20.1725,15.921249148252748,3.92308,21,NEE
09-23-2013,22.04167,26.25,18.5,1.63542,22.0,15.88573266731725,15.8056232714294,16.07120762331375,20.305,16.025825453229498,3.92308,21,NEE
09-24-2013,22.04167,26.25,18.5,1.63542,22.0,16.037664280208,15.933087975231247,16.10672410424925,20.305,16.025825453229498,3.92308,21,NEE
09-25-2013,22.04167,26.25,18.5,1.63542,22.0,16.006094074932,15.850216186381749,16.08699272595175,20.0825,15.850216186381749,3.92308,21,NEE
09-26-2013,22.04167,26.25,18.5,1.63542,22.0,15.887705805146998,15.808780291957,15.976497007485747,20.11,15.871920702509,3.92308,21,NEE
09-27-2013,22.04167,26.25,18.5,1.63542,22.0,15.8600818755305,15.74761301923475,15.90151776995525,20.0175,15.798914602808248,3.92308,21,NEE
09-30-2013,21.9375,26.25,18.5,1.6676,21.875,15.739720467915747,15.6864457465125,15.81864598110575,20.04,15.816672843276,3.88889,22,NEE
10-01-2013,21.96023,26.25,18.5,1.64429,21.875,15.838377359403248,15.769317535362,15.927168561742,20.0175,15.798914602808248,3.88889,22,NEE
10-02-2013,21.96023,26.25,18.5,1.64429,21.875,15.73577419225625,15.714069676129,15.889678942976747,20.1025,15.86600128901975,3.88889,22,NEE
10-03-2013,21.96023,26.25,18.5,1.64429,21.875,15.826538532424747,15.58186944153575,15.826538532424747,19.8625,15.67658005736375,3.88889,22,NEE
10-04-2013,21.96023,26.25,18.5,1.64429,21.875,15.680526333023248,15.619359060301,15.755505570553748,19.9125,15.716042813958753,3.88889,22,NEE
10-07-2013,21.96023,26.25,18.5,1.64429,21.875,15.635144162938998,15.61738592247125,15.763398121872749,19.8375,15.656848679066249,3.88889,22,NEE
10-08-2013,21.96023,26.25,18.5,1.64429,21.875,15.64895612774725,15.64895612774725,15.91730287259325,19.9225,15.723935365277748,3.88889,22,NEE
10-09-2013,21.96023,26.25,18.5,1.64429,21.875,15.77918322451075,15.71288579343115,16.035691142378248,20.0,15.785102638,3.88889,22,NEE
10-10-2013,21.96023,26.25,18.5,1.64429,21.875,15.875866978168498,15.69236516000175,16.08304645029225,20.35,16.061341934165,3.88889,22,NEE
10-11-2013,21.96023,26.25,18.5,1.64429,21.875,16.0416105558675,16.00017466144275,16.1678913769715,20.4375,16.13040175820625,3.88889,22,NEE
10-14-2013,21.92614,26.25,18.5,1.63009,21.875,16.0337180045485,15.794968327148748,16.04358369369725,20.265,15.9942552479535,3.88889,22,NEE
10-15-2013,21.92614,26.25,18.5,1.63009,21.875,15.958738767017998,15.8127265676165,16.01201348842125,20.0525,15.826538532424747,3.88889,22,NEE
10-16-2013,21.92614,26.25,18.5,1.63009,21.875,15.86994756467925,15.816672843276,16.08304645029225,20.3775,16.08304645029225,3.88889,22,NEE
10-17-2013,21.92614,26.25,18.5,1.63009,21.875,16.025825453229498,15.915329734763498,16.39480222739275,20.75,16.377043986925,3.88889,22,NEE
10-18-2013,21.88068,26.25,18.5,1.60631,21.875,16.471754602753,16.418479881349747,16.556599529432248,20.885,16.4835934297315,3.88889,22,NEE
10-21-2013,21.88068,26.25,18.5,1.60631,21.875,16.467808327093497,16.440184397476997,16.61184738866525,20.9475,16.53292187547525,3.88889,22,NEE
10-22-2013,21.88068,26.25,18.5,1.60631,21.875,16.548706978113252,16.534895013305,16.876247857851748,21.2525,16.77364469070475,3.88889,22,NEE
10-23-2013,21.88068,26.25,18.5,1.60631,21.875,16.6887997640255,16.676960937047,16.95911964670125,21.2725,16.789429793342748,3.88889,22,NEE
10-24-2013,21.88068,26.25,18.5,1.60631,21.875,16.8782209956815,16.67634926431978,16.8782209956815,21.2925,16.80521489598075,3.88889,22,NEE
