 Date,NEE Price Target,NEE Price Target - High,NEE Price Target - Low,NEE Price Target - StdDev,NEE Price Target - Median,NEE Open,NEE Low,NEE High,NEE Close,NEE Adj. Close,NEE Rating,NEE Price Target - #,Ticker
02-05-2013,18.73026,20.0,16.75,0.73478,18.75,13.898248177575,13.852132136941526,13.929005020015,18.04,13.87133594044,3.88,19,NEE
02-06-2013,18.73026,20.0,16.75,0.73478,18.75,13.840579098,13.7694538998575,13.842501400652502,18.0025,13.842501400652502,3.88,19,NEE
02-07-2013,18.73026,20.0,16.75,0.73478,18.75,13.8847920590075,13.8078999529075,13.9616841651075,18.0625,13.8886366643125,3.88,19,NEE
02-08-2013,18.73026,20.0,16.75,0.73478,18.75,13.890558966965,13.82520067678,13.896325874922502,18.025,13.859802124524998,3.88,19,NEE
02-11-2013,18.73026,20.0,16.75,0.73478,18.75,13.842501400652502,13.836734492695,13.882869756355,18.045,13.875180545745,3.88,19,NEE
02-12-2013,18.73026,20.0,16.75,0.73478,18.75,13.8655690324825,13.8463460059575,13.94822804654,18.1225,13.9347719279725,3.88,19,NEE
02-13-2013,18.73026,20.0,16.75,0.73478,18.75,13.952072651845,13.921296586378476,14.01743094203,18.1375,13.9463057438875,3.88,19,NEE
02-14-2013,18.73026,20.0,16.75,0.73478,18.75,13.905937388185,13.810648845700577,13.96360646776,18.05,13.87902515105,3.88,19,NEE
02-15-2013,18.73026,20.0,16.75,0.73478,18.75,13.913626598795,13.8840231379465,13.95591725715,18.125,13.936694230625,3.88,19,NEE
02-19-2013,18.73026,20.0,16.75,0.73478,18.75,13.9732179810225,13.9463057438875,14.03953742253375,18.225,14.013586336725002,3.88,19,NEE
02-20-2013,18.80625,20.25,16.75,0.78906,18.75,14.013586336725002,14.00205252081,14.1116237720025,18.235,14.021275547335,3.92308,20,NEE
02-21-2013,18.80625,20.25,16.75,0.78906,18.75,14.04049857386,13.94053883593,14.04818778447,18.1325,13.9424611385825,3.92308,20,NEE
02-22-2013,18.80625,20.25,16.75,0.78906,18.75,13.95591725715,13.95591725715,14.04049857386,18.1875,13.9847517969375,3.92308,20,NEE
02-25-2013,18.80625,20.25,16.75,0.78906,18.75,14.0039748234625,13.8771028483975,14.128905272848474,18.0475,13.8771028483975,3.92308,20,NEE
02-26-2013,18.80625,20.25,16.75,0.78906,18.75,13.9193935067525,13.827122979432502,13.9943633102,18.0675,13.8924812696175,3.92308,20,NEE
02-27-2013,18.80625,20.25,16.75,0.78906,18.75,13.859500935046,13.8556208955905,13.96232198061675,17.985,13.9565019214335,3.92308,20,NEE
02-28-2013,18.80625,20.25,16.75,0.78906,18.75,13.944861803067,13.923715588034526,14.03604273027125,17.9675,13.942921783339251,3.92308,20,NEE
03-01-2013,18.80625,20.25,16.75,0.78906,18.75,13.939041743883749,13.873081073140252,14.03992276972675,18.09,14.037982749999,3.92308,20,NEE
03-04-2013,18.80625,20.25,16.75,0.78906,18.75,14.01276249353825,14.00500241462725,14.309585511884002,18.3975,14.27660517651225,3.92308,20,NEE
03-05-2013,18.80625,20.25,16.75,0.78906,18.75,14.330925728889252,14.2901853146065,14.396886399632749,18.47,14.332865748617,3.92308,20,NEE
03-06-2013,18.80625,20.25,16.75,0.78906,18.75,14.346445886711251,14.325105669706002,14.400766439088253,18.5425,14.38912632072175,3.92308,20,NEE
03-07-2013,18.80625,20.25,16.75,0.78906,18.75,14.387186300994,14.322195640114376,14.439566833643251,18.485,14.3445058669835,3.92308,20,NEE
03-08-2013,18.80625,20.25,16.75,0.78906,18.75,14.385246281266252,14.280504616165029,14.412406557454752,18.54,14.387186300994,3.92308,20,NEE
03-11-2013,18.80625,20.25,16.75,0.78906,18.75,14.35614598535,14.3522659458945,14.43374677446,18.545,14.391066340449502,3.92308,20,NEE
03-12-2013,18.80625,20.25,16.75,0.78906,18.75,14.4065864982715,13.991422276533,14.43374677446,18.275,14.1815442098525,3.92308,20,NEE
03-13-2013,18.91071,20.25,16.75,0.83197,19.0,14.193184328219,14.098123361559251,14.32704568943375,18.4375,14.30764549215625,3.96296,21,NEE
03-14-2013,18.96429,20.25,16.75,0.83197,19.0,14.224224643863,14.21064450576875,14.36584608398875,18.5025,14.358086005077752,3.88889,21,NEE
03-15-2013,19.0119,20.25,16.75,0.84683,19.0,14.292125334334251,14.28436525542325,14.461877060512377,18.6175,14.44732691255425,3.88889,21,NEE
03-18-2013,19.0119,20.25,16.75,0.84683,19.0,14.38912632072175,14.348385906439,14.44344687309875,18.53,14.379426222083,3.88889,21,NEE
03-19-2013,19.05682,20.25,16.75,0.85258,19.125,14.50940754384225,14.4997074452035,14.621928688051751,18.78,14.573428194858002,3.92593,22,NEE
03-20-2013,19.05682,20.25,16.75,0.85258,19.125,14.618048648596249,14.524927701664252,14.70728955607275,18.925,14.6859493390675,3.92593,22,NEE
03-21-2013,19.05682,20.25,16.75,0.85258,19.125,14.6471489445125,14.61028856968525,14.733479822397374,18.8975,14.66460912206225,3.92593,22,NEE
03-22-2013,19.05682,20.25,16.75,0.85258,19.125,14.674309220701,14.635508826146,14.79265042409375,19.0425,14.777130266271753,3.92593,22,NEE
03-25-2013,19.10227,20.25,16.75,0.86162,19.375,14.8256307594655,14.7325098125335,14.92845180503625,19.045,14.779070285999502,3.92593,22,NEE
03-26-2013,19.10227,20.25,16.75,0.86162,19.375,14.812050621371249,14.798470483277,14.97695229823,19.2925,14.971132239046751,3.92593,22,NEE
03-27-2013,19.10227,20.25,16.75,0.86162,19.375,14.897411489392251,14.88965141048125,15.006052594146247,19.22,14.914871666942,3.92593,22,NEE
03-28-2013,19.10227,20.25,16.75,0.86162,19.375,14.94009192340275,14.9342718642195,15.091413462167251,19.42,15.070073245162002,3.92593,22,NEE
04-01-2013,19.14286,20.25,16.75,0.8611,19.5,15.05649310706775,14.984712377141,15.070073245162002,19.37,15.031272850607,3.96154,21,NEE
04-02-2013,19.32143,21.0,16.75,0.97022,19.5,15.0739532846175,15.070073245162002,15.1748343104605,19.54,15.163194192094,4.0,21,NEE
04-03-2013,19.32143,21.0,16.75,0.97022,19.5,15.33973598731925,15.1670742315495,15.374656342418753,19.58,15.194234507738,4.0,21,NEE
04-04-2013,19.32143,21.0,16.75,0.97022,19.5,15.231094882565252,15.21169468528775,15.40569665806275,19.8075,15.37077630296325,4.0,21,NEE
04-05-2013,19.32143,21.0,16.75,0.97022,19.5,15.233034902293,15.233034902293,15.44837709207325,19.885,15.430916914523502,4.0,21,NEE
04-08-2013,19.38095,21.0,16.75,1.01659,19.75,15.413456736973751,15.281535395486747,15.51433776281675,19.985,15.5085177036335,4.0,21,NEE
04-09-2013,19.45238,21.75,16.75,1.12234,19.75,15.479417407717252,15.35137610568575,15.51045772336125,19.7975,15.36301622405225,4.0,21,NEE
04-10-2013,19.45238,21.75,16.75,1.12234,19.75,15.3688362832355,15.3688362832355,15.532767950230374,19.965,15.4929975458115,4.0,21,NEE
04-11-2013,19.45238,21.75,16.75,1.12234,19.75,15.520157822,15.434796953979,15.56865831519375,19.96,15.489117506356,4.0,21,NEE
04-12-2013,19.45238,21.75,16.75,1.12234,19.75,15.4619572301675,15.35913618459675,15.53528997587645,19.8725,15.42121681588475,4.0,21,NEE
04-15-2013,19.45238,21.75,16.75,1.12234,19.75,15.401816618607253,15.3145157308585,15.5628382560105,19.7375,15.31645575058625,4.0,21,NEE
04-16-2013,19.45238,21.75,16.75,1.12234,19.75,15.35137610568575,15.2679552573925,15.48717748662825,19.9275,15.463897249895249,3.96154,21,NEE
04-17-2013,19.5,21.75,16.75,1.08012,19.75,15.4231568356125,15.23885496147625,15.42897689479575,19.755,15.3300358886805,3.96154,21,NEE
04-18-2013,19.55952,21.75,17.75,0.95402,19.75,15.372716322691,15.25049507984275,15.42121681588475,19.7125,15.297055553308748,3.92308,21,NEE
04-19-2013,19.55952,21.75,17.75,0.95402,19.75,15.34361602677475,15.32033579004175,15.543438058733,20.02,15.535677979822,3.92308,21,NEE
04-22-2013,19.55952,21.75,17.75,0.95402,19.75,15.520157822,15.409576697518252,15.574478374377,19.9775,15.50269764445025,3.92308,21,NEE
04-23-2013,19.66667,21.75,17.75,1.05597,19.75,15.5395580192775,15.45613717098425,15.605518690021,20.0275,15.54149803900525,3.92308,21,NEE
04-24-2013,19.75,21.75,17.75,1.06904,19.75,15.57253835464925,15.48329744717275,15.7102797553195,20.14,15.628798926754,3.92308,21,NEE
04-25-2013,19.7619,21.75,17.75,1.08143,19.75,15.628798926754,15.54149803900525,15.677299419947753,20.11,15.605518690021,3.92308,21,NEE
04-26-2013,19.7619,21.75,17.75,1.08143,19.75,15.59775861111,15.566718295466,15.690879558042,20.135,15.624918887298502,3.92308,21,NEE
04-29-2013,19.7619,21.75,17.75,1.08143,19.75,15.659839242398,15.56477827573825,15.782817092940071,20.315,15.7646003076965,3.92308,21,NEE
04-30-2013,20.05952,23.0,17.75,1.36474,19.75,15.91398182673325,15.8266809389845,16.034263049853752,20.5075,15.91398182673325,3.92308,21,NEE
05-01-2013,20.52381,23.0,17.75,1.33386,21.0,15.840261077078752,15.740350061099626,15.90816176755,20.3325,15.778180445790747,3.88462,21,NEE
05-02-2013,20.52381,23.0,17.75,1.33386,21.0,15.75490020905775,15.727739932869248,15.8810014913615,20.4325,15.855781234900752,3.88462,21,NEE
05-03-2013,20.52381,23.0,17.75,1.33386,21.0,15.91786186618875,15.817174842318526,15.946962162105,20.4375,15.85966127435625,3.88462,21,NEE
05-06-2013,20.52381,23.0,17.75,1.33386,21.0,15.83056097844,15.635588995801124,15.876578246382229,20.15,15.636559005665,3.88462,21,NEE
05-07-2013,20.52381,23.0,17.75,1.33386,21.0,15.6714793607645,15.65401918321475,15.853841215173,20.43,15.853841215173,3.88462,21,NEE
05-08-2013,20.52381,23.0,17.75,1.33386,21.0,15.8189208600735,15.634618985937252,15.884881530817,20.235,15.7025196764085,3.88462,21,NEE
05-09-2013,20.52381,23.0,17.75,1.33386,21.0,15.69669961722525,15.44255703289,15.732919785542345,19.96,15.489117506356,3.88462,21,NEE
05-10-2013,20.64286,23.0,18.0,1.18415,21.0,15.4929975458115,15.3688362832355,15.53373796009425,20.0,15.520157822,3.88462,21,NEE
05-13-2013,20.64286,23.0,18.0,1.18415,21.0,15.47165732880625,15.372716322691,15.5085177036335,19.905,15.446437072345502,3.88462,21,NEE
05-14-2013,20.64286,23.0,18.0,1.18415,21.0,15.465837269623,15.4076366777905,15.621038847843,20.0475,15.557018196827247,3.88462,21,NEE
05-15-2013,20.64286,23.0,18.0,1.18415,21.0,15.56865831519375,15.54537807846075,15.85190119544525,20.29,15.745200110419,3.88462,21,NEE
05-16-2013,20.64286,23.0,18.0,1.18415,21.0,15.694759597497502,15.582238453288,15.75296018933,20.1075,15.60357867029325,3.88462,21,NEE
05-17-2013,20.64286,23.0,18.0,1.18415,21.0,15.630738946481747,15.574478374377,15.737440031508,20.275,15.733559992052498,3.88462,21,NEE
05-20-2013,20.64286,23.0,18.0,1.18415,21.0,15.716099814502751,15.51433776281675,15.7413200709635,20.06,15.566718295466,3.88462,21,NEE
05-21-2013,20.64286,23.0,18.0,1.18415,21.0,15.5705983349215,15.463897249895249,15.6792394396755,20.1225,15.61521878865975,3.88462,21,NEE
05-22-2013,20.64286,23.0,18.0,1.18415,21.0,15.595818591382251,15.27765535603125,15.743260090691251,19.79,15.357196164869,3.88462,21,NEE
05-23-2013,20.64286,23.0,18.0,1.18415,21.0,15.2524350995705,14.8411509172875,15.2524350995705,19.555,15.1748343104605,3.88462,21,NEE
