 Date,BRKB Price Target,BRKB Price Target - High,BRKB Price Target - Low,BRKB Price Target - StdDev,BRKB Price Target - Median,BRKB Open,BRKB Low,BRKB High,BRKB Close,BRKB Adj. Close,BRKB Rating,BRKB Price Target - #,Ticker
04-25-2013,168166.66667,178500,151000,12222.47474,175000,107.02,106.82,108.04,107.47,107.47,3.66667,3,BRKB
04-26-2013,168166.66667,178500,151000,12222.47474,175000,107.54,106.5,107.9,107.1,107.1,3.66667,3,BRKB
04-29-2013,168166.66667,178500,151000,12222.47474,175000,107.19,106.41,107.4,106.61,106.61,3.66667,3,BRKB
04-30-2013,172125.0,184000,151000,12611.37879,176750,106.6,105.63,106.7,106.32,106.32,3.75,4,BRKB
05-01-2013,175250.0,187500,151000,14363.58242,181250,105.97,105.97,107.09,106.12,106.12,3.75,4,BRKB
05-02-2013,175250.0,187500,151000,14363.58242,181250,106.49,106.241,107.33,107.3,107.3,3.75,4,BRKB
05-03-2013,175250.0,187500,151000,14363.58242,181250,108.26,108.23,109.2,108.64,108.64,3.75,4,BRKB
05-06-2013,182500.0,189000,166500,9266.8765,187250,110.95,109.45,111.25,110.0,110.0,3.75,4,BRKB
05-07-2013,182500.0,189000,166500,9266.8765,187250,110.49,109.46,110.5,109.9,109.9,3.75,4,BRKB
05-08-2013,182500.0,189000,166500,9266.8765,187250,109.96,109.43,110.98,110.94,110.94,3.75,4,BRKB
05-09-2013,182500.0,189000,166500,9266.8765,187250,110.85,110.35,111.34,110.66,110.66,3.75,4,BRKB
05-10-2013,182500.0,189000,166500,9266.8765,187250,111.1,111.0,111.88,111.82,111.82,3.75,4,BRKB
05-13-2013,182500.0,189000,166500,9266.8765,187250,111.83,111.41,112.34,111.74,111.74,3.75,4,BRKB
05-14-2013,182500.0,189000,166500,9266.8765,187250,112.08,111.8,112.73,112.67,112.67,3.75,4,BRKB
05-15-2013,182500.0,189000,166500,9266.8765,187250,112.57,112.15,112.98,112.77,112.77,3.75,4,BRKB
05-16-2013,182500.0,189000,166500,9266.8765,187250,112.52,111.25,112.53,111.54,111.54,3.75,4,BRKB
05-17-2013,182500.0,189000,166500,9266.8765,187250,111.95,111.76,113.1,113.02,113.02,3.75,4,BRKB
05-20-2013,182500.0,189000,166500,9266.8765,187250,112.87,112.5792,113.55,113.0,113.0,3.75,4,BRKB
05-21-2013,182500.0,189000,166500,9266.8765,187250,113.07,112.45,113.34,112.7,112.7,3.75,4,BRKB
05-22-2013,182500.0,189000,166500,9266.8765,187250,112.82,111.11,113.45,111.85,111.85,3.75,4,BRKB
05-23-2013,182500.0,189000,166500,9266.8765,187250,110.46,109.11,111.72,111.29,111.29,3.75,4,BRKB
05-24-2013,182500.0,189000,166500,9266.8765,187250,110.5,109.92,110.83,110.83,110.83,3.75,4,BRKB
05-28-2013,182500.0,189000,166500,9266.8765,187250,112.17,111.76,112.5,112.28,112.28,3.75,4,BRKB
05-29-2013,182500.0,189000,166500,9266.8765,187250,111.66,111.41,113.46,113.03,113.03,3.75,4,BRKB
05-30-2013,182199.5,189000,165298,9785.80098,187250,113.37,113.31,115.0,114.84,114.84,3.75,4,BRKB
05-31-2013,184074.5,195000,165298,11233.23866,188000,114.82,113.88,115.0,114.07,114.07,3.75,4,BRKB
06-03-2013,184074.5,195000,165298,11233.23866,188000,114.76,113.03,114.76,114.07,114.07,3.75,4,BRKB
06-04-2013,184074.5,195000,165298,11233.23866,188000,113.95,112.901,114.0,113.42,113.42,3.75,4,BRKB
06-05-2013,184074.5,195000,165298,11233.23866,188000,112.9,111.05,113.16,111.51,111.51,3.75,4,BRKB
06-06-2013,184074.5,195000,165298,11233.23866,188000,111.34,111.15,113.17,113.1,113.1,3.75,4,BRKB
06-07-2013,184074.5,195000,165298,11233.23866,188000,113.89,113.53,115.55,115.31,115.31,3.75,4,BRKB
06-10-2013,184074.5,195000,165298,11233.23866,188000,115.56,114.8,115.98,115.15,115.15,3.75,4,BRKB
06-11-2013,184074.5,195000,165298,11233.23866,188000,114.41,113.26,114.43,113.51,113.51,3.75,4,BRKB
06-12-2013,184074.5,195000,165298,11233.23866,188000,114.01,112.66,114.35,112.95,112.95,3.75,4,BRKB
06-13-2013,184074.5,195000,165298,11233.23866,188000,112.89,112.27,115.14,114.99,114.99,3.75,4,BRKB
06-14-2013,184074.5,195000,165298,11233.23866,188000,114.94,113.94,115.08,114.16,114.16,3.75,4,BRKB
06-17-2013,184074.5,195000,165298,11233.23866,188000,114.75,113.83,115.57,114.92,114.92,3.75,4,BRKB
06-18-2013,184074.5,195000,165298,11233.23866,188000,115.01,114.84,115.59,115.17,115.17,3.75,4,BRKB
06-19-2013,184074.5,195000,165298,11233.23866,188000,115.14,113.81,115.66,113.84,113.84,3.75,4,BRKB
06-20-2013,184074.5,195000,165298,11233.23866,188000,113.2,110.86,113.91,111.41,111.41,3.75,4,BRKB
06-21-2013,184074.5,195000,165298,11233.23866,188000,112.63,111.25,113.13,112.38,112.38,3.75,4,BRKB
06-24-2013,184074.5,195000,165298,11233.23866,188000,111.75,109.53,112.74,110.71,110.71,3.75,4,BRKB
06-25-2013,187074.5,207000,165298,14789.81578,188000,111.81,110.88,112.31,112.07,112.07,3.75,4,BRKB
06-26-2013,187074.5,207000,165298,14789.81578,188000,112.98,112.27,113.5,112.91,112.91,3.75,4,BRKB
06-27-2013,187074.5,207000,165298,14789.81578,188000,113.63,112.95,113.7,113.0,113.0,3.75,4,BRKB
06-28-2013,187074.5,207000,165298,14789.81578,188000,112.66,111.66,112.86,111.92,111.92,3.75,4,BRKB
07-01-2013,188949.5,207000,165298,15378.75648,191750,112.51,112.51,113.77,113.04,113.04,3.75,4,BRKB
07-02-2013,188949.5,207000,165298,15378.75648,191750,112.84,112.08,113.36,112.52,112.52,3.75,4,BRKB
07-03-2013,188949.5,207000,165298,15378.75648,191750,112.03,111.58,112.71,112.63,112.63,3.75,4,BRKB
07-05-2013,188949.5,207000,165298,15378.75648,191750,113.34,113.21,115.0,114.96,114.96,3.75,4,BRKB
07-08-2013,188949.5,207000,165298,15378.75648,191750,115.5,114.8,115.869,115.01,115.01,3.75,4,BRKB
07-09-2013,188949.5,207000,165298,15378.75648,191750,115.62,115.11,115.95,115.8,115.8,3.75,4,BRKB
07-10-2013,188949.5,207000,165298,15378.75648,191750,115.5,114.56,115.78,114.88,114.88,3.75,4,BRKB
07-11-2013,188949.5,207000,165298,15378.75648,191750,115.99,115.43,117.37,116.98,116.98,3.75,4,BRKB
07-12-2013,188949.5,207000,165298,15378.75648,191750,116.81,116.55,117.199,117.12,117.12,3.75,4,BRKB
07-15-2013,188949.5,207000,165298,15378.75648,191750,117.34,116.86,117.47,117.21,117.21,3.75,4,BRKB
07-16-2013,188949.5,207000,165298,15378.75648,191750,117.46,117.03,117.98,117.2,117.2,3.75,4,BRKB
07-17-2013,188949.5,207000,165298,15378.75648,191750,117.83,117.44,118.13,117.63,117.63,3.75,4,BRKB
07-18-2013,188949.5,207000,165298,15378.75648,191750,117.89,117.83,118.56,118.56,118.56,3.75,4,BRKB
07-19-2013,188949.5,207000,165298,15378.75648,191750,118.68,118.11,119.08,118.9,118.9,3.75,4,BRKB
07-22-2013,188949.5,207000,165298,15378.75648,191750,119.16,118.55,119.3,118.94,118.94,3.75,4,BRKB
07-23-2013,188949.5,207000,165298,15378.75648,191750,119.07,118.1533,119.08,118.21,118.21,3.75,4,BRKB
07-24-2013,188949.5,207000,165298,15378.75648,191750,118.26,116.24,118.71,116.46,116.46,3.75,4,BRKB
07-25-2013,188949.5,207000,165298,15378.75648,191750,116.0,115.51,117.46,117.07,117.07,3.75,4,BRKB
07-26-2013,188949.5,207000,165298,15378.75648,191750,116.57,115.61,117.35,117.34,117.34,3.75,4,BRKB
07-29-2013,188949.5,207000,165298,15378.75648,191750,116.91,115.98,116.91,116.42,116.42,3.75,4,BRKB
07-30-2013,188949.5,207000,165298,15378.75648,191750,116.9,115.56,117.26,115.79,115.79,3.75,4,BRKB
07-31-2013,188949.5,207000,165298,15378.75648,191750,116.37,115.8,116.89,115.87,115.87,3.75,4,BRKB
08-01-2013,188949.5,207000,165298,15378.75648,191750,116.98,116.52,117.5,117.28,117.28,3.75,4,BRKB
08-02-2013,188949.5,207000,165298,15378.75648,191750,117.37,116.8501,117.855,117.82,117.82,3.75,4,BRKB
08-05-2013,193740.0,207000,170460,14655.29938,198750,119.1,117.88,119.14,118.23,118.23,3.75,4,BRKB
08-06-2013,193740.0,207000,170460,14655.29938,198750,118.23,117.26,118.45,117.91,117.91,3.75,4,BRKB
08-07-2013,193740.0,207000,170460,14655.29938,198750,117.4,116.47,117.4,116.8,116.8,3.75,4,BRKB
08-08-2013,193740.0,207000,170460,14655.29938,198750,117.4,116.6,117.86,117.64,117.64,3.75,4,BRKB
08-09-2013,193740.0,207000,170460,14655.29938,198750,117.5,116.51,117.74,116.71,116.71,3.75,4,BRKB
08-12-2013,193740.0,207000,170460,14655.29938,198750,116.24,116.1,117.33,117.13,117.13,3.75,4,BRKB
08-13-2013,193740.0,207000,170460,14655.29938,198750,117.35,116.43,117.61,117.28,117.28,3.75,4,BRKB
08-14-2013,193740.0,207000,170460,14655.29938,198750,117.04,116.46,117.33,116.57,116.57,3.75,4,BRKB
08-15-2013,193740.0,207000,170460,14655.29938,198750,116.0,114.59,116.22,114.8,114.8,3.75,4,BRKB
08-16-2013,193740.0,207000,170460,14655.29938,198750,114.53,114.3,115.69,115.24,115.24,3.75,4,BRKB
08-19-2013,193740.0,207000,170460,14655.29938,198750,115.14,114.19,115.49,114.3,114.3,3.75,4,BRKB
08-20-2013,193740.0,207000,170460,14655.29938,198750,114.21,114.15,115.35,115.01,115.01,3.75,4,BRKB
08-21-2013,193740.0,207000,170460,14655.29938,198750,114.8,113.521,115.0,113.98,113.98,3.75,4,BRKB
08-22-2013,193740.0,207000,170460,14655.29938,198750,114.18,113.97,115.33,114.75,114.75,3.75,4,BRKB
08-23-2013,193740.0,207000,170460,14655.29938,198750,115.0,114.08,115.09,114.27,114.27,3.75,4,BRKB
08-26-2013,193740.0,207000,170460,14655.29938,198750,114.34,113.84,114.95,113.85,113.85,3.75,4,BRKB
08-27-2013,193740.0,207000,170460,14655.29938,198750,113.2,111.21,113.47,111.54,111.54,3.75,4,BRKB
08-28-2013,193740.0,207000,170460,14655.29938,198750,111.16,111.11,112.83,112.2,112.2,3.75,4,BRKB
08-29-2013,193740.0,207000,170460,14655.29938,198750,111.88,111.7,112.689,111.99,111.99,3.75,4,BRKB
08-30-2013,193740.0,207000,170460,14655.29938,198750,112.25,110.72,112.48,111.22,111.22,3.75,4,BRKB
09-03-2013,193740.0,207000,170460,14655.29938,198750,112.32,111.35,112.95,112.08,112.08,3.75,4,BRKB
09-04-2013,193269.5,207000,168578,15406.11537,198750,111.75,111.35,112.446,112.08,112.08,3.75,4,BRKB
09-05-2013,193269.5,207000,168578,15406.11537,198750,112.0,111.86,112.65,112.27,112.27,3.75,4,BRKB
09-06-2013,193269.5,207000,168578,15406.11537,198750,112.44,110.72,112.54,111.86,111.86,3.75,4,BRKB
09-09-2013,193269.5,207000,168578,15406.11537,198750,112.13,111.455,112.67,112.67,112.67,3.75,4,BRKB
09-10-2013,193269.5,207000,168578,15406.11537,198750,113.31,112.819,113.8,113.59,113.59,3.75,4,BRKB
09-11-2013,193269.5,207000,168578,15406.11537,198750,113.56,113.42,114.28,114.28,114.28,3.75,4,BRKB
09-12-2013,193269.5,207000,168578,15406.11537,198750,114.25,113.09,114.25,113.38,113.38,3.75,4,BRKB
09-13-2013,193269.5,207000,168578,15406.11537,198750,113.29,112.94,113.709,113.54,113.54,3.75,4,BRKB
09-16-2013,193269.5,207000,168578,15406.11537,198750,114.37,114.22,115.1,114.84,114.84,3.75,4,BRKB
09-17-2013,193269.5,207000,168578,15406.11537,198750,115.16,115.02,115.92,115.39,115.39,3.75,4,BRKB
09-18-2013,193269.5,207000,168578,15406.11537,198750,115.39,114.95,117.07,116.7,116.7,3.75,4,BRKB
09-19-2013,193269.5,207000,168578,15406.11537,198750,117.1,116.62,117.77,117.17,117.17,3.75,4,BRKB
09-20-2013,195269.5,215000,168578,17443.34804,198750,117.77,116.85,117.97,117.9,117.9,3.75,4,BRKB
09-23-2013,195269.5,215000,168578,17443.34804,198750,117.06,115.21,117.1,115.64,115.64,3.75,4,BRKB
09-24-2013,195269.5,215000,168578,17443.34804,198750,115.77,114.85,115.877,115.05,115.05,3.75,4,BRKB
09-25-2013,195269.5,215000,168578,17443.34804,198750,115.0,114.863,116.0,115.51,115.51,3.75,4,BRKB
09-26-2013,195269.5,215000,168578,17443.34804,198750,115.42,115.0134,116.37,115.79,115.79,3.75,4,BRKB
09-27-2013,195269.5,215000,168578,17443.34804,198750,115.3,114.51,115.41,114.85,114.85,3.75,4,BRKB
09-30-2013,195269.5,215000,168578,17443.34804,198750,113.74,113.02,114.1123,113.51,113.51,3.75,4,BRKB
10-01-2013,195269.5,215000,168578,17443.34804,198750,113.74,113.343,114.43,114.14,114.14,3.75,4,BRKB
10-02-2013,195269.5,215000,168578,17443.34804,198750,113.55,113.16,114.41,114.41,114.41,3.75,4,BRKB
10-03-2013,195269.5,215000,168578,17443.34804,198750,114.05,112.82,114.05,113.37,113.37,3.75,4,BRKB
10-04-2013,195269.5,215000,168578,17443.34804,198750,113.41,113.3001,114.34,113.75,113.75,3.75,4,BRKB
10-07-2013,195269.5,215000,168578,17443.34804,198750,112.99,112.4,113.68,112.86,112.86,3.75,4,BRKB
10-08-2013,195269.5,215000,168578,17443.34804,198750,112.86,111.25,113.118,111.37,111.37,3.75,4,BRKB
10-09-2013,195269.5,215000,168578,17443.34804,198750,111.66,110.84,112.21,111.77,111.77,3.75,4,BRKB
10-10-2013,195269.5,215000,168578,17443.34804,198750,113.14,113.06,114.92,114.84,114.84,3.75,4,BRKB
10-11-2013,195269.5,215000,168578,17443.34804,198750,114.85,114.2,115.83,115.81,115.81,3.75,4,BRKB
10-14-2013,195269.5,215000,168578,17443.34804,198750,114.99,114.485,116.08,116.0,116.0,3.75,4,BRKB
10-15-2013,195269.5,215000,168578,17443.34804,198750,115.85,114.49,115.85,114.63,114.63,3.75,4,BRKB
10-16-2013,195269.5,215000,168578,17443.34804,198750,115.2,114.97,116.79,116.69,116.69,3.75,4,BRKB
10-17-2013,195269.5,215000,168578,17443.34804,198750,116.65,116.04,117.25,116.92,116.92,3.75,4,BRKB
10-18-2013,195269.5,215000,168578,17443.34804,198750,117.47,116.78,117.5,116.97,116.97,3.75,4,BRKB
10-21-2013,195269.5,215000,168578,17443.34804,198750,116.95,116.43,117.0,116.89,116.89,3.75,4,BRKB
10-22-2013,195269.5,215000,168578,17443.34804,198750,117.19,117.0,117.61,117.49,117.49,3.75,4,BRKB
10-23-2013,195269.5,215000,168578,17443.34804,198750,117.1,116.3,117.5,116.41,116.41,3.75,4,BRKB
10-24-2013,195269.5,215000,168578,17443.34804,198750,116.95,116.61,117.31,116.84,116.84,3.75,4,BRKB
10-25-2013,195269.5,215000,168578,17443.34804,198750,116.78,116.52,117.1,117.03,117.03,3.75,4,BRKB
10-28-2013,195269.5,215000,168578,17443.34804,198750,117.18,116.67,117.21,116.94,116.94,3.75,4,BRKB
10-29-2013,195269.5,215000,168578,17443.34804,198750,116.91,116.7599,117.44,117.41,117.41,3.75,4,BRKB
10-30-2013,195269.5,215000,168578,17443.34804,198750,117.56,116.31,117.7,116.34,116.34,3.75,4,BRKB
10-31-2013,195269.5,215000,168578,17443.34804,198750,116.32,115.05,116.41,115.09,115.09,3.75,4,BRKB
11-01-2013,195269.5,215000,168578,17443.34804,198750,115.28,114.94,116.0697,115.27,115.27,3.75,4,BRKB
11-04-2013,199390.0,215000,183060,12007.55179,199750,115.78,114.5,115.82,114.87,114.87,3.75,4,BRKB
11-05-2013,199390.0,215000,183060,12007.55179,199750,114.47,114.3,115.1,114.36,114.36,3.75,4,BRKB
11-06-2013,199390.0,215000,183060,12007.55179,199750,114.69,114.6,115.11,114.91,114.91,3.75,4,BRKB
11-07-2013,199390.0,215000,183060,12007.55179,199750,115.12,113.79,115.46,113.83,113.83,3.75,4,BRKB
11-08-2013,199390.0,215000,183060,12007.55179,199750,113.5,113.5,115.92,115.88,115.88,3.75,4,BRKB
11-11-2013,199390.0,215000,183060,12007.55179,199750,115.5,115.261,116.0,115.65,115.65,3.75,4,BRKB
11-12-2013,199390.0,215000,183060,12007.55179,199750,115.31,114.0,115.46,114.21,114.21,3.75,4,BRKB
11-13-2013,199390.0,215000,183060,12007.55179,199750,113.76,113.76,114.89,114.81,114.81,3.75,4,BRKB
11-14-2013,199390.0,215000,183060,12007.55179,199750,114.86,114.71,115.69,115.69,115.69,3.75,4,BRKB
11-15-2013,199390.0,215000,183060,12007.55179,199750,115.34,115.24,116.34,116.3,116.3,3.75,4,BRKB
11-18-2013,199390.0,215000,183060,12007.55179,199750,116.56,115.69,116.56,115.9,115.9,3.75,4,BRKB
11-19-2013,199390.0,215000,183060,12007.55179,199750,115.9,115.46,116.22,115.84,115.84,3.75,4,BRKB
11-20-2013,199390.0,215000,183060,12007.55179,199750,115.92,114.54,115.92,114.9,114.9,3.75,4,BRKB
11-21-2013,199390.0,215000,183060,12007.55179,199750,115.32,114.71,116.51,116.42,116.42,3.75,4,BRKB
11-22-2013,199390.0,215000,183060,12007.55179,199750,116.52,116.42,117.329,116.96,116.96,3.75,4,BRKB
11-25-2013,199390.0,215000,183060,12007.55179,199750,117.18,115.38,117.28,115.63,115.63,3.75,4,BRKB
11-26-2013,199390.0,215000,183060,12007.55179,199750,115.8,115.76,116.84,116.58,116.58,3.75,4,BRKB
11-27-2013,199390.0,215000,183060,12007.55179,199750,116.6,115.96,116.95,116.58,116.58,3.75,4,BRKB
11-29-2013,199390.0,215000,183060,12007.55179,199750,116.73,116.09,116.97,116.53,116.53,3.75,4,BRKB
12-02-2013,199390.0,215000,183060,12007.55179,199750,116.5,115.11,116.59,115.33,115.33,3.75,4,BRKB
12-03-2013,199390.0,215000,183060,12007.55179,199750,114.59,114.04,115.01,114.79,114.79,3.75,4,BRKB
12-04-2013,199390.0,215000,183060,12007.55179,199750,114.35,114.0,115.58,115.3,115.3,3.75,4,BRKB
12-05-2013,199390.0,215000,183060,12007.55179,199750,115.01,114.87,115.56,114.96,114.96,3.75,4,BRKB
12-06-2013,199390.0,215000,183060,12007.55179,199750,115.97,115.76,116.7,116.66,116.66,3.75,4,BRKB
12-09-2013,199390.0,215000,183060,12007.55179,199750,116.88,116.77,117.46,117.14,117.14,3.75,4,BRKB
12-10-2013,199390.0,215000,183060,12007.55179,199750,117.03,115.6,117.15,115.61,115.61,3.75,4,BRKB
12-11-2013,199390.0,215000,183060,12007.55179,199750,115.6,114.28,115.8,114.51,114.51,3.75,4,BRKB
12-12-2013,199390.0,215000,183060,12007.55179,199750,114.49,114.04,115.06,114.38,114.38,3.75,4,BRKB
12-13-2013,199390.0,215000,183060,12007.55179,199750,114.38,113.99,115.03,114.06,114.06,3.75,4,BRKB
12-16-2013,199390.0,215000,183060,12007.55179,199750,114.4,113.67,114.71,113.96,113.96,3.75,4,BRKB
12-17-2013,199390.0,215000,183060,12007.55179,199750,114.15,113.58,114.18,113.63,113.63,3.75,4,BRKB
12-18-2013,199390.0,215000,183060,12007.55179,199750,113.93,113.5,116.27,116.14,116.14,3.75,4,BRKB
12-19-2013,199390.0,215000,183060,12007.55179,199750,115.84,115.66,116.61,116.36,116.36,3.75,4,BRKB
12-20-2013,199390.0,215000,183060,12007.55179,199750,116.24,115.6,116.7,115.6,115.6,3.75,4,BRKB
12-23-2013,199390.0,215000,183060,12007.55179,199750,116.4,116.22,117.17,117.04,117.04,3.75,4,BRKB
12-24-2013,199390.0,215000,183060,12007.55179,199750,117.27,117.0,117.43,117.43,117.43,3.75,4,BRKB
12-26-2013,199390.0,215000,183060,12007.55179,199750,117.43,117.0301,117.99,117.99,117.99,3.75,4,BRKB
12-27-2013,199390.0,215000,183060,12007.55179,199750,117.99,117.72,118.21,118.0,118.0,3.75,4,BRKB
12-30-2013,199390.0,215000,183060,12007.55179,199750,118.33,117.753,118.56,118.04,118.04,3.75,4,BRKB
12-31-2013,199390.0,215000,183060,12007.55179,199750,118.05,117.81,118.66,118.56,118.56,3.75,4,BRKB
01-02-2014,199390.0,215000,183060,12007.55179,199750,118.34,117.36,118.5,117.5,117.5,3.75,4,BRKB
01-03-2014,199390.0,215000,183060,12007.55179,199750,117.5,117.38,118.0,117.57,117.57,3.75,4,BRKB
01-06-2014,199390.0,215000,183060,12007.55179,199750,118.2,116.26,118.2,116.28,116.28,3.75,4,BRKB
01-07-2014,199390.0,215000,183060,12007.55179,199750,116.61,115.96,116.95,116.19,116.19,3.75,4,BRKB
01-08-2014,199390.0,215000,183060,12007.55179,199750,116.0,115.25,116.37,115.34,115.34,3.75,4,BRKB
01-09-2014,199390.0,215000,183060,12007.55179,199750,115.77,115.03,115.93,115.32,115.32,3.75,4,BRKB
