 Date,BRKB Price Target,BRKB Price Target - High,BRKB Price Target - Low,BRKB Price Target - StdDev,BRKB Price Target - Median,BRKB Open,BRKB Low,BRKB High,BRKB Close,BRKB Adj. Close,BRKB Rating,BRKB Price Target - #,Ticker
06-09-2015,244250.0,259500,221000,14502.15501,248250,139.21,139.14,140.39,139.63,139.63,3.75,4,BRKB
06-10-2015,244250.0,259500,221000,14502.15501,248250,140.0,139.68,141.5,140.86,140.86,3.75,4,BRKB
06-11-2015,244250.0,259500,221000,14502.15501,248250,141.43,140.6,141.61,141.36,141.36,3.75,4,BRKB
06-12-2015,244250.0,259500,221000,14502.15501,248250,141.12,139.78,141.15,140.29,140.29,3.75,4,BRKB
06-15-2015,244250.0,259500,221000,14502.15501,248250,139.72,138.78,139.96,139.4,139.4,3.75,4,BRKB
06-16-2015,244250.0,259500,221000,14502.15501,248250,139.47,138.92,139.73,139.71,139.71,3.75,4,BRKB
06-17-2015,244250.0,259500,221000,14502.15501,248250,139.85,139.16,140.56,139.97,139.97,3.75,4,BRKB
06-18-2015,244250.0,259500,221000,14502.15501,248250,140.25,140.2,142.81,142.67,142.67,3.75,4,BRKB
06-19-2015,244250.0,259500,221000,14502.15501,248250,142.18,140.96,142.96,140.96,140.96,3.75,4,BRKB
06-22-2015,244250.0,259500,221000,14502.15501,248250,142.0,141.11,142.5399,141.53,141.53,3.75,4,BRKB
06-23-2015,244250.0,259500,221000,14502.15501,248250,141.62,140.95,142.15,141.33,141.33,3.75,4,BRKB
06-24-2015,244250.0,259500,221000,14502.15501,248250,140.75,140.09,141.41,140.09,140.09,3.75,4,BRKB
06-25-2015,244250.0,259500,221000,14502.15501,248250,140.06,139.45,140.65,139.45,139.45,3.75,4,BRKB
06-26-2015,244250.0,259500,221000,14502.15501,248250,139.92,139.12,140.16,139.78,139.78,3.75,4,BRKB
06-29-2015,244250.0,259500,221000,14502.15501,248250,139.0,136.42,139.24,136.51,136.51,3.75,4,BRKB
06-30-2015,244250.0,259500,221000,14502.15501,248250,137.52,136.08,137.8,136.11,136.11,3.75,4,BRKB
07-01-2015,244250.0,259500,221000,14502.15501,248250,137.7,136.74,138.3,137.52,137.52,3.75,4,BRKB
07-02-2015,244250.0,259500,221000,14502.15501,248250,137.9,137.06,138.16,137.39,137.39,3.75,4,BRKB
07-06-2015,244250.0,259500,221000,14502.15501,248250,136.13,136.04,137.42,136.89,136.89,3.75,4,BRKB
07-07-2015,244250.0,259500,221000,14502.15501,248250,137.3,136.04,138.65,138.44,138.44,3.75,4,BRKB
07-08-2015,244250.0,259500,221000,14502.15501,248250,137.55,136.75,137.96,136.9,136.9,3.75,4,BRKB
07-09-2015,244250.0,259500,221000,14502.15501,248250,138.01,137.94,138.84,138.25,138.25,3.75,4,BRKB
07-10-2015,244250.0,259500,221000,14502.15501,248250,139.51,138.96,140.3,139.73,139.73,3.75,4,BRKB
07-13-2015,243742.5,259500,218970,15319.39681,248250,140.8,140.45,141.49,141.39,141.39,3.75,4,BRKB
07-14-2015,243742.5,259500,218970,15319.39681,248250,141.14,140.92,141.64,141.12,141.12,3.75,4,BRKB
07-15-2015,243742.5,259500,218970,15319.39681,248250,141.37,141.2,142.64,142.61,142.61,3.75,4,BRKB
07-16-2015,243742.5,259500,218970,15319.39681,248250,143.15,143.0,143.92,143.92,143.92,3.75,4,BRKB
07-17-2015,243742.5,259500,218970,15319.39681,248250,143.72,143.44,144.0,143.88,143.88,3.75,4,BRKB
07-20-2015,243742.5,259500,218970,15319.39681,248250,143.96,143.71,144.69,144.51,144.51,3.75,4,BRKB
07-21-2015,243742.5,259500,218970,15319.39681,248250,144.23,143.08,144.6,143.6,143.6,3.75,4,BRKB
07-22-2015,243742.5,259500,218970,15319.39681,248250,143.55,143.06,144.0,143.52,143.52,3.75,4,BRKB
07-23-2015,243742.5,259500,218970,15319.39681,248250,143.27,142.06,143.41,142.18,142.18,3.75,4,BRKB
07-24-2015,243742.5,259500,218970,15319.39681,248250,142.0,141.1945,142.36,141.25,141.25,3.75,4,BRKB
07-27-2015,243742.5,259500,218970,15319.39681,248250,141.14,140.42,141.37,140.72,140.72,3.75,4,BRKB
07-28-2015,243742.5,259500,218970,15319.39681,248250,141.59,141.13,143.585,143.22,143.22,3.75,4,BRKB
07-29-2015,243742.5,259500,218970,15319.39681,248250,143.25,142.61,143.69,142.92,142.92,3.75,4,BRKB
07-30-2015,243742.5,259500,218970,15319.39681,248250,142.81,142.11,143.06,142.85,142.85,3.75,4,BRKB
07-31-2015,243742.5,259500,218970,15319.39681,248250,143.31,142.6001,143.75,142.74,142.74,3.75,4,BRKB
08-03-2015,243742.5,259500,218970,15319.39681,248250,143.11,140.92,143.32,142.33,142.33,3.75,4,BRKB
08-04-2015,243742.5,259500,218970,15319.39681,248250,142.22,142.0124,143.06,142.68,142.68,3.75,4,BRKB
08-05-2015,243742.5,259500,218970,15319.39681,248250,143.32,143.22,143.99,143.5,143.5,3.75,4,BRKB
08-06-2015,243742.5,259500,218970,15319.39681,248250,143.5,143.0,143.84,143.35,143.35,3.75,4,BRKB
08-07-2015,243742.5,259500,218970,15319.39681,248250,142.86,142.3,143.7,143.55,143.55,3.75,4,BRKB
08-10-2015,238500.0,253500,209000,17968.72283,245750,141.37,141.31,143.58,143.42,143.42,3.75,4,BRKB
08-11-2015,238500.0,253500,209000,17968.72283,245750,141.83,141.61,143.07,142.8,142.8,3.75,4,BRKB
08-12-2015,238500.0,253500,209000,17968.72283,245750,141.91,140.46,142.15,141.6,141.6,3.75,4,BRKB
08-13-2015,238500.0,253500,209000,17968.72283,245750,141.31,140.99,142.61,141.95,141.95,3.75,4,BRKB
08-14-2015,238500.0,253500,209000,17968.72283,245750,142.05,141.99,142.75,142.57,142.57,3.75,4,BRKB
08-17-2015,238500.0,253500,209000,17968.72283,245750,142.0,141.305,142.46,142.32,142.32,3.75,4,BRKB
08-18-2015,238500.0,253500,209000,17968.72283,245750,142.29,141.02,142.3,141.36,141.36,3.75,4,BRKB
08-19-2015,238500.0,253500,209000,17968.72283,245750,141.0,139.75,141.71,140.47,140.47,3.75,4,BRKB
08-20-2015,238500.0,253500,209000,17968.72283,245750,139.2,138.35,140.0,138.39,138.39,3.75,4,BRKB
08-21-2015,238500.0,253500,209000,17968.72283,245750,137.23,134.16,138.0,134.22,134.22,3.75,4,BRKB
08-24-2015,238500.0,253500,209000,17968.72283,245750,127.55,125.5,133.97,129.57,129.57,3.75,4,BRKB
08-25-2015,238500.0,253500,209000,17968.72283,245750,134.48,127.46,134.55,127.74,127.74,3.75,4,BRKB
08-26-2015,238500.0,253500,209000,17968.72283,245750,130.89,128.69,132.88,132.61,132.61,3.75,4,BRKB
08-27-2015,238500.0,253500,209000,17968.72283,245750,134.4,133.22,136.31,136.23,136.23,3.75,4,BRKB
08-28-2015,238500.0,253500,209000,17968.72283,245750,135.53,134.73,135.9999,135.74,135.74,3.75,4,BRKB
08-31-2015,238500.0,253500,209000,17968.72283,245750,135.09,133.42,135.5,134.04,134.04,3.75,4,BRKB
09-01-2015,238500.0,253500,209000,17968.72283,245750,131.79,129.83,132.27,130.41,130.41,3.75,4,BRKB
09-02-2015,238500.0,253500,209000,17968.72283,245750,131.41,130.76,132.22,132.22,132.22,3.75,4,BRKB
09-03-2015,238500.0,253500,209000,17968.72283,245750,132.71,131.69,133.62,132.15,132.15,3.75,4,BRKB
09-04-2015,238500.0,253500,209000,17968.72283,245750,130.82,128.91,131.08,129.64,129.64,3.75,4,BRKB
09-08-2015,238500.0,253500,209000,17968.72283,245750,132.02,131.17,133.07,132.9,132.9,3.75,4,BRKB
09-09-2015,238500.0,253500,209000,17968.72283,245750,134.5,130.3,134.66,130.59,130.59,3.75,4,BRKB
09-10-2015,238500.0,253500,209000,17968.72283,245750,130.23,130.2,131.79,130.66,130.66,3.75,4,BRKB
09-11-2015,238500.0,253500,209000,17968.72283,245750,130.88,130.25,131.55,131.37,131.37,3.75,4,BRKB
09-14-2015,238500.0,253500,209000,17968.72283,245750,131.15,130.54,131.69,130.9,130.9,3.75,4,BRKB
09-15-2015,238500.0,253500,209000,17968.72283,245750,131.0,130.76,132.65,132.26,132.26,3.75,4,BRKB
09-16-2015,238500.0,253500,209000,17968.72283,245750,132.26,132.02,132.85,132.58,132.58,3.75,4,BRKB
09-17-2015,238500.0,253500,209000,17968.72283,245750,132.29,131.27,133.6,131.47,131.47,3.75,4,BRKB
09-18-2015,238500.0,253500,209000,17968.72283,245750,130.07,128.94,130.96,129.1,129.1,3.75,4,BRKB
09-21-2015,241625.0,265000,209000,20968.35413,246250,130.0,129.72,131.31,130.98,130.98,3.75,4,BRKB
09-22-2015,241625.0,265000,209000,20968.35413,246250,129.56,128.36,129.69,129.3,129.3,3.75,4,BRKB
09-23-2015,241625.0,265000,209000,20968.35413,246250,129.31,128.31,129.49,129.16,129.16,3.75,4,BRKB
09-24-2015,241625.0,265000,209000,20968.35413,246250,128.25,127.75,129.22,128.83,128.83,3.75,4,BRKB
09-25-2015,241625.0,265000,209000,20968.35413,246250,130.03,129.0,130.58,129.64,129.64,3.75,4,BRKB
09-28-2015,241625.0,265000,209000,20968.35413,246250,128.59,128.4,129.255,128.62,128.62,3.75,4,BRKB
09-29-2015,241625.0,265000,209000,20968.35413,246250,128.44,127.67,128.96,128.81,128.81,3.75,4,BRKB
09-30-2015,241625.0,265000,209000,20968.35413,246250,129.86,128.67,130.4,130.4,130.4,3.75,4,BRKB
10-01-2015,241625.0,265000,209000,20968.35413,246250,130.55,129.28,131.4,129.88,129.88,3.75,4,BRKB
10-02-2015,241625.0,265000,209000,20968.35413,246250,128.5,127.46,129.94,129.83,129.83,3.75,4,BRKB
10-05-2015,241625.0,265000,209000,20968.35413,246250,130.5,130.38,132.439,132.38,132.38,3.75,4,BRKB
10-06-2015,241625.0,265000,209000,20968.35413,246250,132.29,130.94,132.41,131.19,131.19,3.75,4,BRKB
10-07-2015,241625.0,265000,209000,20968.35413,246250,132.05,131.76,133.32,132.68,132.68,3.75,4,BRKB
10-08-2015,241625.0,265000,209000,20968.35413,246250,132.28,132.24,134.0,133.75,133.75,3.75,4,BRKB
10-09-2015,241625.0,265000,209000,20968.35413,246250,133.72,132.18,134.38,133.03,133.03,3.75,4,BRKB
10-12-2015,241625.0,265000,209000,20968.35413,246250,133.4,132.86,134.05,133.4,133.4,3.75,4,BRKB
10-13-2015,241625.0,265000,209000,20968.35413,246250,133.0,131.91,133.27,132.19,132.19,3.75,4,BRKB
10-14-2015,241625.0,265000,209000,20968.35413,246250,132.0,131.05,132.45,131.18,131.18,3.75,4,BRKB
10-15-2015,241625.0,265000,209000,20968.35413,246250,131.98,131.55,133.83,133.8,133.8,3.75,4,BRKB
10-16-2015,241625.0,265000,209000,20968.35413,246250,134.73,132.96,135.0,133.81,133.81,3.75,4,BRKB
10-19-2015,241625.0,265000,209000,20968.35413,246250,133.5,133.11,133.89,133.62,133.62,3.75,4,BRKB
10-20-2015,241625.0,265000,209000,20968.35413,246250,133.27,133.1,134.4,134.16,134.16,3.75,4,BRKB
10-21-2015,241625.0,265000,209000,20968.35413,246250,134.71,133.11,135.41,133.22,133.22,3.75,4,BRKB
10-22-2015,241625.0,265000,209000,20968.35413,246250,133.6,133.6,137.7,137.29,137.29,3.75,4,BRKB
10-23-2015,241625.0,265000,209000,20968.35413,246250,138.0,136.76,138.0,137.78,137.78,3.75,4,BRKB
10-26-2015,241625.0,265000,209000,20968.35413,246250,137.86,136.64,137.94,137.0,137.0,3.75,4,BRKB
10-27-2015,241625.0,265000,209000,20968.35413,246250,136.4,135.07,136.67,135.63,135.63,3.75,4,BRKB
10-28-2015,241625.0,265000,209000,20968.35413,246250,135.8,135.4837,138.41,138.16,138.16,3.75,4,BRKB
10-29-2015,241625.0,265000,209000,20968.35413,246250,138.1,137.23,138.5,137.89,137.89,3.75,4,BRKB
10-30-2015,241625.0,265000,209000,20968.35413,246250,137.56,136.02,137.87,136.02,136.02,3.75,4,BRKB
11-02-2015,241625.0,265000,209000,20968.35413,246250,136.77,136.33,138.62,138.4,138.4,3.75,4,BRKB
11-03-2015,241625.0,265000,209000,20968.35413,246250,138.3,137.71,138.4799,137.94,137.94,3.75,4,BRKB
11-04-2015,241625.0,265000,209000,20968.35413,246250,138.0,137.06,138.08,137.43,137.43,3.75,4,BRKB
11-05-2015,241625.0,265000,209000,20968.35413,246250,137.48,136.32,138.03,136.57,136.57,3.75,4,BRKB
11-06-2015,241625.0,265000,209000,20968.35413,246250,136.44,135.1401,137.19,136.33,136.33,3.75,4,BRKB
11-09-2015,245702.5,265000,225310,14949.6829,246250,136.0,133.4,136.19,134.0,134.0,3.75,4,BRKB
11-10-2015,245702.5,265000,225310,14949.6829,246250,134.0,133.64,134.73,134.73,134.73,3.75,4,BRKB
11-11-2015,245702.5,265000,225310,14949.6829,246250,134.94,134.12,135.2,134.96,134.96,3.75,4,BRKB
11-12-2015,245702.5,265000,225310,14949.6829,246250,134.46,132.77,134.63,132.78,132.78,3.75,4,BRKB
11-13-2015,245702.5,265000,225310,14949.6829,246250,132.61,131.74,133.565,131.96,131.96,3.75,4,BRKB
11-16-2015,245702.5,265000,225310,14949.6829,246250,131.82,131.47,133.31,133.3,133.3,3.75,4,BRKB
11-17-2015,245702.5,265000,225310,14949.6829,246250,133.85,132.68,133.93,133.09,133.09,3.75,4,BRKB
11-18-2015,245702.5,265000,225310,14949.6829,246250,133.47,133.27,136.38,136.22,136.22,3.75,4,BRKB
11-19-2015,245702.5,265000,225310,14949.6829,246250,136.19,135.83,136.87,136.63,136.63,3.75,4,BRKB
11-20-2015,245702.5,265000,225310,14949.6829,246250,137.34,135.96,137.42,136.63,136.63,3.75,4,BRKB
11-23-2015,245702.5,265000,225310,14949.6829,246250,136.29,135.84,136.78,135.99,135.99,3.75,4,BRKB
11-24-2015,245702.5,265000,225310,14949.6829,246250,135.09,134.115,135.88,135.54,135.54,3.75,4,BRKB
11-25-2015,245702.5,265000,225310,14949.6829,246250,135.48,134.84,136.0,135.13,135.13,3.75,4,BRKB
11-27-2015,245702.5,265000,225310,14949.6829,246250,135.3,134.45,135.58,134.63,134.63,3.75,4,BRKB
11-30-2015,245702.5,265000,225310,14949.6829,246250,134.82,133.82,135.09,134.09,134.09,3.75,4,BRKB
12-01-2015,245702.5,265000,225310,14949.6829,246250,134.86,134.36,136.57,136.43,136.43,3.75,4,BRKB
12-02-2015,245702.5,265000,225310,14949.6829,246250,136.5,135.1,136.74,135.27,135.27,3.75,4,BRKB
12-03-2015,245702.5,265000,225310,14949.6829,246250,135.33,132.29,135.54,132.66,132.66,3.75,4,BRKB
12-04-2015,245702.5,265000,225310,14949.6829,246250,133.09,133.0,136.52,136.48,136.48,3.75,4,BRKB
12-07-2015,245702.5,265000,225310,14949.6829,246250,136.2,134.68,136.45,135.6,135.6,3.75,4,BRKB
12-08-2015,245702.5,265000,225310,14949.6829,246250,134.9,133.17,134.99,133.36,133.36,3.75,4,BRKB
12-09-2015,245702.5,265000,225310,14949.6829,246250,133.18,131.2,134.15,131.71,131.71,3.75,4,BRKB
12-10-2015,245702.5,265000,225310,14949.6829,246250,131.72,131.19,132.62,131.71,131.71,3.75,4,BRKB
12-11-2015,245702.5,265000,225310,14949.6829,246250,130.31,129.56,130.91,130.31,130.31,3.75,4,BRKB
12-14-2015,242873.75,265000,213995,19049.12248,246250,130.5,130.11,132.23,132.02,132.02,3.75,4,BRKB
12-15-2015,242873.75,265000,213995,19049.12248,246250,133.25,132.76,135.64,134.88,134.88,3.75,4,BRKB
12-16-2015,242873.75,265000,213995,19049.12248,246250,135.49,133.1,136.1225,135.88,135.88,3.75,4,BRKB
12-17-2015,242873.75,265000,213995,19049.12248,246250,135.71,133.9,136.16,133.97,133.97,3.75,4,BRKB
12-18-2015,242873.75,265000,213995,19049.12248,246250,133.04,129.53,133.17,129.53,129.53,3.75,4,BRKB
12-21-2015,242873.75,265000,213995,19049.12248,246250,131.16,129.65,131.69,131.19,131.19,3.75,4,BRKB
12-22-2015,242873.75,265000,213995,19049.12248,246250,131.55,131.04,133.33,133.14,133.14,3.75,4,BRKB
12-23-2015,242873.75,265000,213995,19049.12248,246250,133.35,133.2,134.43,134.15,134.15,3.75,4,BRKB
12-24-2015,242873.75,265000,213995,19049.12248,246250,134.12,133.48,134.55,133.89,133.89,3.75,4,BRKB
12-28-2015,242873.75,265000,213995,19049.12248,246250,133.48,132.52,133.54,133.12,133.12,3.75,4,BRKB
12-29-2015,242873.75,265000,213995,19049.12248,246250,134.0,133.0,134.55,134.14,134.14,3.75,4,BRKB
12-30-2015,242873.75,265000,213995,19049.12248,246250,133.92,133.06,134.12,133.26,133.26,3.75,4,BRKB
12-31-2015,242873.75,265000,213995,19049.12248,246250,133.0,131.95,133.37,132.04,132.04,3.75,4,BRKB
01-04-2016,242873.75,265000,213995,19049.12248,246250,130.16,128.76,131.03,130.75,130.75,3.75,4,BRKB
01-05-2016,242873.75,265000,213995,19049.12248,246250,130.75,129.81,131.53,131.25,131.25,3.75,4,BRKB
01-06-2016,242873.75,265000,213995,19049.12248,246250,129.99,129.725,131.76,131.33,131.33,3.75,4,BRKB
01-07-2016,241748.75,265000,213995,18513.69438,244000,129.25,129.0,130.54,129.48,129.48,3.75,4,BRKB
01-08-2016,241748.75,265000,213995,18513.69438,244000,130.11,128.205,130.4,128.33,128.33,3.75,4,BRKB
01-11-2016,241748.75,265000,213995,18513.69438,244000,128.92,127.04,129.23,128.36,128.36,3.75,4,BRKB
01-12-2016,241748.75,265000,213995,18513.69438,244000,129.11,127.52,129.43,128.8,128.8,3.75,4,BRKB
01-13-2016,241748.75,265000,213995,18513.69438,244000,128.97,125.71,129.3801,126.25,126.25,3.75,4,BRKB
01-14-2016,241748.75,265000,213995,18513.69438,244000,126.41,126.01,128.99,128.07,128.07,3.75,4,BRKB
01-15-2016,241748.75,265000,213995,18513.69438,244000,125.34,124.51,126.81,126.14,126.14,3.75,4,BRKB
01-19-2016,241748.75,265000,213995,18513.69438,244000,126.86,126.77,128.27,127.76,127.76,3.75,4,BRKB
01-20-2016,241748.75,265000,213995,18513.69438,244000,125.6,124.04,126.12,124.83,124.83,3.75,4,BRKB
01-21-2016,241748.75,265000,213995,18513.69438,244000,125.52,124.37,126.75,125.62,125.62,3.75,4,BRKB
01-22-2016,241748.75,265000,213995,18513.69438,244000,127.5,125.92,127.93,127.04,127.04,3.75,4,BRKB
01-25-2016,241748.75,265000,213995,18513.69438,244000,126.55,123.9,126.9,124.13,124.13,3.75,4,BRKB
01-26-2016,241748.75,265000,213995,18513.69438,244000,124.57,124.57,126.52,125.89,125.89,3.75,4,BRKB
01-27-2016,241748.75,265000,213995,18513.69438,244000,125.26,124.61,127.22,125.19,125.19,3.75,4,BRKB
01-28-2016,241748.75,265000,213995,18513.69438,244000,126.0,124.37,126.72,126.01,126.01,3.75,4,BRKB
01-29-2016,241748.75,265000,213995,18513.69438,244000,126.66,126.11,129.77,129.77,129.77,3.75,4,BRKB
02-01-2016,241748.75,265000,213995,18513.69438,244000,128.94,127.54,129.64,128.66,128.66,3.75,4,BRKB
02-02-2016,241748.75,265000,213995,18513.69438,244000,127.52,125.51,127.83,125.7,125.7,3.75,4,BRKB
02-03-2016,241748.75,265000,213995,18513.69438,244000,126.34,123.55,126.629,126.24,126.24,3.75,4,BRKB
02-04-2016,241748.75,265000,213995,18513.69438,244000,126.09,125.75,127.7,127.44,127.44,3.75,4,BRKB
02-05-2016,241748.75,265000,213995,18513.69438,244000,127.28,125.75,127.39,126.56,126.56,3.75,4,BRKB
02-08-2016,241748.75,265000,213995,18513.69438,244000,125.7,124.93,127.84,126.78,126.78,3.75,4,BRKB
02-09-2016,241748.75,265000,213995,18513.69438,244000,125.15,125.15,128.08,127.72,127.72,3.75,4,BRKB
02-10-2016,241748.75,265000,213995,18513.69438,244000,128.44,126.29,129.18,126.58,126.58,3.75,4,BRKB
02-11-2016,241748.75,265000,213995,18513.69438,244000,124.11,124.04,125.84,125.09,125.09,3.75,4,BRKB
02-12-2016,239248.75,255000,213995,15660.47987,244000,126.76,126.05,128.21,128.07,128.07,3.75,4,BRKB
02-16-2016,239248.75,255000,213995,15660.47987,244000,129.44,128.07,129.6,128.56,128.56,3.75,4,BRKB
02-17-2016,239248.75,255000,213995,15660.47987,244000,129.17,128.91,130.44,130.26,130.26,3.75,4,BRKB
02-18-2016,239248.75,255000,213995,15660.47987,244000,130.6,130.59,132.35,130.86,130.86,3.75,4,BRKB
02-19-2016,239248.75,255000,213995,15660.47987,244000,130.35,130.01,131.6,131.05,131.05,3.75,4,BRKB
02-22-2016,239248.75,255000,213995,15660.47987,244000,132.19,131.33,132.87,131.99,131.99,3.75,4,BRKB
02-23-2016,239248.75,255000,213995,15660.47987,244000,131.12,130.65,131.91,130.74,130.74,3.75,4,BRKB
02-24-2016,239248.75,255000,213995,15660.47987,244000,129.9,128.88,131.5,131.03,131.03,3.75,4,BRKB
02-25-2016,239248.75,255000,213995,15660.47987,244000,131.62,130.42,132.37,132.31,132.31,3.75,4,BRKB
02-26-2016,239248.75,255000,213995,15660.47987,244000,132.82,131.77,133.29,131.92,131.92,3.75,4,BRKB
02-29-2016,238280.0,255000,214120,15723.71457,242000,133.36,132.94,135.11,134.17,134.17,3.75,4,BRKB
03-01-2016,238280.0,255000,214120,15723.71457,242000,135.11,134.32,136.94,136.94,136.94,3.75,4,BRKB
03-02-2016,238280.0,255000,214120,15723.71457,242000,136.95,135.81,137.15,136.73,136.73,3.75,4,BRKB
03-03-2016,238280.0,255000,214120,15723.71457,242000,136.8,136.13,137.24,136.84,136.84,3.75,4,BRKB
03-04-2016,238280.0,255000,214120,15723.71457,242000,136.99,136.52,138.06,137.97,137.97,3.75,4,BRKB
03-07-2016,238280.0,255000,214120,15723.71457,242000,137.7,137.43,138.79,138.72,138.72,3.75,4,BRKB
03-08-2016,238280.0,255000,214120,15723.71457,242000,138.25,137.49,138.695,137.8,137.8,3.75,4,BRKB
03-09-2016,238280.0,255000,214120,15723.71457,242000,138.55,138.07,139.15,139.13,139.13,3.75,4,BRKB
03-10-2016,238280.0,255000,214120,15723.71457,242000,139.75,137.81,139.75,138.62,138.62,3.75,4,BRKB
03-11-2016,238280.0,255000,214120,15723.71457,242000,139.34,139.11,140.76,140.65,140.65,3.75,4,BRKB
03-14-2016,238280.0,255000,214120,15723.71457,242000,140.8,139.48,141.22,139.72,139.72,3.75,4,BRKB
03-15-2016,238280.0,255000,214120,15723.71457,242000,139.12,139.01,140.41,140.4,140.4,3.75,4,BRKB
03-16-2016,238280.0,255000,214120,15723.71457,242000,139.84,139.51,140.44,139.83,139.83,3.75,4,BRKB
03-17-2016,238280.0,255000,214120,15723.71457,242000,140.0,139.68,142.58,142.4,142.4,3.75,4,BRKB
03-18-2016,238280.0,255000,214120,15723.71457,242000,142.83,141.44,142.96,142.16,142.16,3.75,4,BRKB
03-21-2016,238280.0,255000,214120,15723.71457,242000,142.16,141.71,142.61,142.13,142.13,3.75,4,BRKB
03-22-2016,238280.0,255000,214120,15723.71457,242000,141.98,141.66,142.99,142.18,142.18,3.75,4,BRKB
03-23-2016,238280.0,255000,214120,15723.71457,242000,142.17,140.9,142.17,140.96,140.96,3.75,4,BRKB
03-24-2016,238280.0,255000,214120,15723.71457,242000,140.22,139.56,140.6,140.11,140.11,3.75,4,BRKB
03-28-2016,239524.0,255000,214120,14282.09732,244500,140.95,140.33,141.62,141.29,141.29,4.0,5,BRKB
03-29-2016,239524.0,255000,214120,14282.09732,244500,141.29,140.5,142.04,141.9,141.9,4.0,5,BRKB
03-30-2016,239524.0,255000,214120,14282.09732,244500,142.91,142.29,143.4,142.46,142.46,4.0,5,BRKB
03-31-2016,239524.0,255000,214120,14282.09732,244500,142.56,141.48,143.05,141.88,141.88,4.0,5,BRKB
04-01-2016,239524.0,255000,214120,14282.09732,244500,141.21,141.11,144.05,143.79,143.79,4.0,5,BRKB
04-04-2016,239524.0,255000,214120,14282.09732,244500,143.99,142.77,143.99,143.22,143.22,4.0,5,BRKB
04-05-2016,239524.0,255000,214120,14282.09732,244500,142.42,140.93,142.48,141.2,141.2,4.0,5,BRKB
04-06-2016,239524.0,255000,214120,14282.09732,244500,141.31,140.42,141.82,141.7,141.7,4.0,5,BRKB
04-07-2016,239524.0,255000,214120,14282.09732,244500,140.93,140.27,141.2,140.81,140.81,4.0,5,BRKB
04-08-2016,239524.0,255000,214120,14282.09732,244500,141.53,140.68,141.99,141.06,141.06,4.0,5,BRKB
04-11-2016,239524.0,255000,214120,14282.09732,244500,141.79,140.96,142.0939,140.99,140.99,4.0,5,BRKB
04-12-2016,239524.0,255000,214120,14282.09732,244500,141.25,140.98,142.49,142.4,142.4,4.0,5,BRKB
04-13-2016,239524.0,255000,214120,14282.09732,244500,142.95,142.89,144.14,144.04,144.04,4.0,5,BRKB
04-14-2016,239524.0,255000,214120,14282.09732,244500,144.1,143.47,144.35,143.72,143.72,4.0,5,BRKB
04-15-2016,239524.0,255000,214120,14282.09732,244500,144.14,142.94,144.16,143.45,143.45,4.0,5,BRKB
04-18-2016,239524.0,255000,214120,14282.09732,244500,143.0,142.95,144.479,144.38,144.38,4.0,5,BRKB
04-19-2016,239524.0,255000,214120,14282.09732,244500,144.78,144.515,146.38,145.95,145.95,4.0,5,BRKB
04-20-2016,239524.0,255000,214120,14282.09732,244500,145.98,145.375,146.44,146.09,146.09,4.0,5,BRKB
04-21-2016,239524.0,255000,214120,14282.09732,244500,146.09,144.67,146.42,144.86,144.86,4.0,5,BRKB
04-22-2016,239524.0,255000,214120,14282.09732,244500,145.32,144.97,146.39,146.11,146.11,4.0,5,BRKB
04-25-2016,240655.0,255000,214120,15766.32725,246750,145.65,145.5,146.3678,146.18,146.18,4.0,4,BRKB
04-26-2016,240655.0,255000,214120,15766.32725,246750,146.59,146.3,147.16,147.02,147.02,4.0,4,BRKB
04-27-2016,240655.0,255000,214120,15766.32725,246750,146.9,146.5,148.03,147.6,147.6,4.0,4,BRKB
04-28-2016,240655.0,255000,214120,15766.32725,246750,146.64,145.76,147.46,146.07,146.07,4.0,4,BRKB
04-29-2016,240655.0,255000,214120,15766.32725,246750,145.4,144.52,146.22,145.48,145.48,4.0,4,BRKB
05-02-2016,244612.5,255000,229950,9248.67389,246750,145.77,145.69,147.1399,146.89,146.89,4.0,4,BRKB
05-03-2016,244612.5,255000,229950,9248.67389,246750,145.91,144.08,146.09,144.83,144.83,4.0,4,BRKB
05-04-2016,244612.5,255000,229950,9248.67389,246750,144.16,143.33,144.4,144.24,144.24,4.0,4,BRKB
05-05-2016,244612.5,255000,229950,9248.67389,246750,144.22,143.48,144.82,143.88,143.88,4.0,4,BRKB
05-06-2016,244612.5,255000,229950,9248.67389,246750,143.82,143.33,144.84,144.62,144.62,4.0,4,BRKB
05-09-2016,244566.25,255000,229765,9322.05273,246750,144.54,141.92,144.54,142.91,142.91,4.0,4,BRKB
05-10-2016,244566.25,255000,229765,9322.05273,246750,143.31,143.25,144.9,144.78,144.78,4.0,4,BRKB
05-11-2016,244566.25,255000,229765,9322.05273,246750,144.88,142.75,144.9799,142.87,142.87,4.0,4,BRKB
05-12-2016,244566.25,255000,229765,9322.05273,246750,143.46,142.305,143.72,143.31,143.31,4.0,4,BRKB
05-13-2016,244566.25,255000,229765,9322.05273,246750,143.21,141.13,143.7,141.4,141.4,4.0,4,BRKB
05-16-2016,244566.25,255000,229765,9322.05273,246750,141.4,141.21,142.15,141.85,141.85,4.0,4,BRKB
05-17-2016,244566.25,255000,229765,9322.05273,246750,141.97,139.901,141.99,140.34,140.34,4.0,4,BRKB
05-18-2016,244566.25,255000,229765,9322.05273,246750,140.18,139.95,141.85,141.47,141.47,4.0,4,BRKB
