 Date,CVX Price Target,CVX Price Target - High,CVX Price Target - Low,CVX Price Target - StdDev,CVX Price Target - Median,CVX Open,CVX Low,CVX High,CVX Close,CVX Adj. Close,CVX Rating,CVX Price Target - #,Ticker
03-18-2013,128.54545,148.0,120.0,6.99823,129.0,79.159621711816,79.10630659364,79.90603336628,119.13,79.392875353836,4.08,22,CVX
03-19-2013,128.54545,148.0,120.0,6.99823,129.0,79.566149487908,79.07298464478,79.846053858332,119.46,79.612800216312,4.08,22,CVX
03-20-2013,128.54545,148.0,120.0,6.99823,129.0,79.959348484456,79.879375807192,80.559143563936,120.35,80.20593090602,4.08,22,CVX
03-21-2013,128.54545,148.0,120.0,6.99823,129.0,79.972677264,79.847719955775,80.63178541245081,120.34,80.199266516248,4.08,22,CVX
03-22-2013,128.54545,148.0,120.0,6.99823,129.0,80.412526988952,80.29256797305601,80.90569183208001,121.18,80.759075257096,4.08,22,CVX
03-25-2013,128.54545,148.0,120.0,6.99823,129.0,80.9723357298,79.67944411403201,81.012322068432,120.18,80.092636279896,4.08,22,CVX
03-26-2013,128.54545,148.0,120.0,6.99823,129.0,80.465842107128,80.18593773670399,80.725753308236,120.98,80.625787461656,4.08,22,CVX
03-27-2013,128.54545,148.0,120.0,6.99823,129.0,80.3058967526,79.77274557084,80.449181132698,120.19,80.099300669668,4.08,22,CVX
03-28-2013,128.54545,148.0,120.0,6.99823,129.0,80.265910413968,79.146292932272,80.459177717356,118.82,79.186279270904,4.08,22,CVX
04-01-2013,128.90476,148.0,120.0,6.96183,130.0,79.299573897028,79.146292932272,79.879375807192,119.61,79.712766062892,4.08333,21,CVX
04-02-2013,128.90476,148.0,120.0,6.96183,130.0,79.86604702764801,79.07971567844972,79.93935531514,119.0,79.3062382868,4.08333,21,CVX
04-03-2013,128.90476,148.0,120.0,6.96183,130.0,79.42619730269601,78.20661397442,79.4728480311,117.78,78.493182734616,4.08333,21,CVX
04-04-2013,128.90476,148.0,120.0,6.96183,130.0,78.593148581196,78.08665495852401,79.09224473122109,118.07,78.686450038004,4.08333,21,CVX
04-05-2013,128.90476,148.0,120.0,6.96183,130.0,77.733442300608,77.420215981324,78.40321347269399,117.52,78.319908600544,4.08333,21,CVX
04-08-2013,128.6,148.0,120.0,6.99571,129.0,78.27325787214001,77.7424392268002,78.553162242564,117.81,78.51317590393201,4.08333,20,CVX
04-09-2013,128.6,148.0,120.0,6.99571,129.0,78.633134919828,78.393216888036,79.219601219764,118.64,79.066320255008,4.08333,20,CVX
04-10-2013,128.85,148.0,120.0,7.12934,129.0,79.232929999308,78.979683187972,79.859382637876,119.64,79.732759232208,4.08333,20,CVX
04-11-2013,128.85,148.0,120.0,7.12934,129.0,79.94601970491199,79.652786554944,80.73908208778,120.95,80.60579429234001,4.08333,20,CVX
04-12-2013,129.1,148.0,120.0,7.2519,129.0,80.279239193512,79.6394577754,80.57247234348,119.94,79.932690925368,4.08333,20,CVX
04-15-2013,129.25,148.0,120.0,7.13355,129.0,79.179614881132,77.6401408438,79.23959438908001,116.57,77.686791572204,4.08333,20,CVX
04-16-2013,129.25,148.0,120.0,7.13355,129.0,78.199949584648,77.446873540412,78.306579821,117.01,77.980024722172,4.08333,20,CVX
04-17-2013,129.25,148.0,120.0,7.13355,129.0,77.57349694608,76.05401607806401,77.57349694608,114.81,76.513858972332,4.08333,20,CVX
04-18-2013,129.75,148.0,120.0,7.16851,130.0,76.56050970073599,76.37390678711999,77.386894032464,115.59,77.033681374548,4.08333,20,CVX
04-19-2013,129.75,148.0,120.0,7.16851,130.0,77.546839386992,77.193626729076,77.94003838354,115.9,77.24027745748,4.08333,20,CVX
04-22-2013,129.75,148.0,120.0,7.16851,130.0,77.566832556308,77.233613067708,78.04000423011999,116.57,77.686791572204,4.08333,20,CVX
04-23-2013,129.75,148.0,120.0,7.16851,130.0,77.966695942628,77.24027745748,78.69977881754801,117.48,78.293251041456,4.08333,20,CVX
04-24-2013,129.75,148.0,120.0,7.16851,130.0,78.666456868688,78.626470530056,79.092977814096,118.28,78.82640222321601,4.08333,20,CVX
04-25-2013,129.75,148.0,120.0,7.16851,130.0,79.352889015204,78.83973100276,79.972677264,118.51,78.979683187972,4.08333,20,CVX
04-26-2013,129.75,148.0,120.0,7.16851,130.0,79.3062382868,79.092977814096,80.24591724465199,120.04,79.999334823088,4.125,20,CVX
04-29-2013,129.75,148.0,120.0,7.16851,130.0,80.265910413968,79.999334823088,81.03897962751999,121.32,80.852376713904,4.08333,20,CVX
04-30-2013,129.75,148.0,120.0,7.16851,130.0,80.67243819005999,80.05264994126401,81.312219608172,122.01,81.312219608172,4.08333,20,CVX
05-01-2013,129.75,148.0,120.0,7.16851,130.0,80.8057259855,80.00599921286,81.02231865309,120.27,80.152615787844,4.08333,20,CVX
05-02-2013,129.75,148.0,120.0,7.16851,130.0,80.6391162412,80.39260046353373,81.525480080876,122.04,81.33221277748801,4.08333,20,CVX
05-03-2013,129.75,148.0,120.0,7.16851,130.0,81.765398112668,81.612117147912,82.57845366485199,123.49,82.298549294428,4.08333,20,CVX
05-06-2013,129.75,148.0,120.0,7.16851,130.0,82.185254668304,81.77872689221199,82.491816597816,123.25,82.1386039399,4.08333,20,CVX
05-07-2013,129.75,148.0,120.0,7.16851,130.0,82.20524783761999,81.665432266088,82.451830259184,123.04,81.998651754688,4.08333,20,CVX
05-08-2013,130.0,148.0,120.0,6.90652,130.0,81.95866541605601,81.87202834902,82.37185758192,123.36,82.211912227392,4.08333,20,CVX
05-09-2013,130.0,148.0,120.0,6.90652,130.0,82.27855612511199,81.945336636512,82.60511122394,123.64,82.398515141008,4.08333,20,CVX
05-10-2013,130.5,148.0,120.0,7.24224,130.0,82.225241006936,81.382195700778,82.445165869412,123.23,82.125275160356,4.08333,20,CVX
05-13-2013,130.5,148.0,120.0,7.24224,130.0,81.90535029788,81.418849844524,82.03863809332,122.85,81.87202834902,4.08333,20,CVX
05-14-2013,130.5,148.0,120.0,7.24224,130.0,81.918679077424,81.912014687652,83.30487215,125.0,83.30487215,4.08333,20,CVX
05-15-2013,130.5,148.0,120.0,7.24224,130.0,83.123482511423,82.36097420583451,83.123482511423,123.01,82.639776802151,4.08333,20,CVX
05-16-2013,130.5,148.0,120.0,7.24224,130.0,82.458387161174,82.29715192475001,82.88162965678701,122.76,82.47182343087601,4.08333,20,CVX
05-17-2013,130.5,148.0,120.0,7.24224,130.0,82.458387161174,82.142634823177,82.91522033104201,123.42,82.91522033104201,4.08333,20,CVX
05-20-2013,130.5,148.0,120.0,7.24224,130.0,82.921938465893,82.75398509461802,83.86919547988401,124.78,83.828886670778,4.08333,20,CVX
05-21-2013,130.5,148.0,120.0,7.24224,130.0,83.86919547988401,83.80900099161904,84.78286181962001,125.94,84.608190313494,4.08333,20,CVX
05-22-2013,130.5,148.0,120.0,7.24224,130.0,84.58803590894101,83.70796024346001,85.306876337998,124.93,83.929658693543,4.08333,20,CVX
05-23-2013,130.5,148.0,120.0,7.24224,130.0,83.445952984271,83.445952984271,84.534290830133,125.4,84.24541103154002,4.08333,20,CVX
05-24-2013,130.5,148.0,120.0,7.24224,130.0,83.64077889495,83.526570602483,84.35290118915601,125.45,84.27900170579501,4.08333,20,CVX
05-28-2013,130.5,148.0,120.0,7.24224,130.0,84.910506381789,84.554445234686,85.58903800174001,126.43,84.93737892119302,4.08333,20,CVX
05-29-2013,130.5,148.0,120.0,7.24224,130.0,84.69552606655701,83.849041075331,85.13892296672302,125.49,84.305874245199,4.08333,20,CVX
05-30-2013,130.5,148.0,120.0,7.24224,130.0,84.131202739073,83.64749702980102,84.628344718047,125.11,84.050585120861,4.08333,20,CVX
05-31-2013,130.5,148.0,120.0,7.24224,130.0,83.734832782864,82.465105296025,84.17822968303001,122.75,82.465105296025,4.08333,20,CVX
06-03-2013,130.5,148.0,120.0,7.24224,130.0,82.196379901985,82.196379901985,83.38548977061201,124.09,83.36533536605901,4.08333,20,CVX
06-04-2013,130.5,148.0,120.0,7.24224,130.0,82.51213223998201,82.055299070114,83.06973743261501,122.96,82.606186127896,4.08333,20,CVX
06-05-2013,131.1,148.0,120.0,7.8924,130.0,82.18966176713401,81.49769387748101,82.70024001581,121.57,81.672365383607,4.04167,20,CVX
06-06-2013,131.1,148.0,120.0,7.8924,130.0,81.470821338077,79.717388141966,81.61862030479901,120.59,81.01398816820901,4.04167,20,CVX
06-07-2013,131.1,148.0,120.0,7.8924,130.0,81.437230663822,80.71167209991401,81.941090777647,121.7,81.75970113667,4.04167,20,CVX
06-10-2013,131.1,148.0,120.0,7.8924,130.0,82.59274985819401,81.82688248518001,82.61962239759801,122.69,82.424796486919,4.04167,20,CVX
06-11-2013,131.1,148.0,120.0,7.8924,130.0,81.87390942913702,81.464103203226,82.47182343087601,121.45,81.59174776539501,4.04167,20,CVX
06-12-2013,131.1,148.0,120.0,7.8924,130.0,82.176225497432,80.355610952811,82.451669026323,119.97,80.597463807447,4.04167,20,CVX
06-13-2013,131.1,148.0,120.0,7.8924,130.0,80.55043686349,80.48997364983101,81.847036889733,121.66,81.732828597266,4.04167,20,CVX
06-14-2013,131.1,148.0,120.0,7.8924,130.0,81.376767450163,80.68479956051,81.746264866968,120.28,80.80572598782801,4.04167,20,CVX
06-17-2013,131.1,148.0,120.0,7.8924,130.0,80.91993428029501,80.80572598782801,81.81344621547801,121.22,81.437230663822,3.95833,20,CVX
06-18-2013,131.1,148.0,120.0,7.8924,130.0,81.30958610165301,81.195377809186,81.773137406372,121.52,81.638774709352,3.95833,20,CVX
06-19-2013,131.1,148.0,120.0,7.8924,130.0,81.82688248518001,80.893061740891,82.21653430653801,120.5,80.95352495455,3.95833,20,CVX
06-20-2013,131.1,148.0,120.0,7.8924,130.0,80.30858400885401,78.985111443207,80.389201627066,117.95,79.24040056754501,4.0,20,CVX
06-21-2013,131.1,148.0,120.0,7.8924,130.0,80.107039963324,78.776849262826,80.30858400885401,118.93,79.89877778294301,4.0,20,CVX
06-24-2013,131.1,148.0,120.0,7.8924,130.0,79.079165331121,77.943800541302,79.294145646353,116.82,78.481251329382,4.04,20,CVX
06-25-2013,131.1,148.0,120.0,7.8924,130.0,79.106037870525,78.5457454239516,79.18497595502426,117.45,78.90449382499501,4.04,20,CVX
06-26-2013,131.1,148.0,120.0,7.8924,130.0,79.50240782673401,78.6021777567,79.63677052375401,118.15,79.374763264565,4.04,20,CVX
06-27-2013,131.1,148.0,120.0,7.8924,130.0,79.623334254052,79.603179849499,80.30858400885401,118.71,79.75097881622101,4.04,20,CVX
06-28-2013,131.1,148.0,120.0,7.8924,130.0,79.80472389502901,79.368045129714,80.32202027855601,118.34,79.50240782673401,4.04,20,CVX
07-01-2013,131.1,148.0,120.0,7.8924,130.0,79.509125961585,79.2739912418,80.62433634685101,119.08,79.999549805708,4.04,20,CVX
07-02-2013,131.1,148.0,120.0,7.8924,130.0,80.00626794055901,79.670361198009,80.83931666208301,119.15,80.04657674966501,4.04,20,CVX
07-03-2013,131.1,148.0,120.0,7.8924,130.0,80.107039963324,79.683797467711,80.14734877243,119.08,79.999549805708,4.04,20,CVX
07-05-2013,131.1,148.0,120.0,7.8924,130.0,80.409356031619,80.01298607541,81.195377809186,120.51,80.960243089401,4.04,20,CVX
07-08-2013,131.1,148.0,120.0,7.8924,130.0,81.48425760777901,81.27599542739802,82.17172434708183,121.24,81.450666933524,4.04,20,CVX
07-09-2013,131.1,148.0,120.0,7.8924,130.0,82.22325244138901,81.994835856455,83.130200646274,123.27,82.81444830827701,4.04,20,CVX
07-10-2013,131.1,148.0,120.0,7.8924,130.0,82.935374735595,82.438232756621,83.66765143435401,122.9,82.56587731879002,4.04,20,CVX
07-11-2013,131.1,148.0,120.0,7.8924,130.0,83.27128147814501,82.30387005960101,83.37877163576101,123.77,83.150355050827,4.04,20,CVX
07-12-2013,131.38095,148.0,120.0,7.80401,130.0,82.982401679552,82.65993120670402,83.40564417516501,124.06,83.345180961506,4.04,21,CVX
07-15-2013,131.38095,148.0,120.0,7.80401,130.0,83.37877163576101,83.345180961506,84.0740985928395,124.68,83.76170532226801,4.04,21,CVX
07-16-2013,131.38095,148.0,120.0,7.80401,130.0,83.781859726821,83.00255608410501,84.137920873924,124.12,83.38548977061201,4.04,21,CVX
07-17-2013,131.61905,148.0,120.0,7.681,130.0,83.74155091771502,83.49969806307901,83.97923852874338,124.35,83.540006872185,4.04,21,CVX
07-18-2013,131.61905,148.0,120.0,7.681,130.0,83.76170532226801,83.73752003680441,84.413364402815,125.47,84.29243797549701,4.04,21,CVX
07-19-2013,131.61905,148.0,120.0,7.681,130.0,84.507418290729,84.09089392996701,85.259849394041,126.91,85.259849394041,4.04,21,CVX
07-22-2013,131.61905,148.0,120.0,7.681,130.0,85.125486697021,85.08517788791501,85.730118833611,127.03,85.340467012253,4.04,21,CVX
07-23-2013,131.61905,148.0,120.0,7.681,130.0,85.367339551657,85.11876856217,85.75699137301501,127.26,85.494984113826,4.04,21,CVX
07-24-2013,131.61905,148.0,120.0,7.681,130.0,85.48826597897501,84.58131777409001,85.743555103313,126.37,84.89707011208701,4.04,21,CVX
07-25-2013,131.61905,148.0,120.0,7.681,130.0,84.742553010514,84.507418290729,85.87791780033301,127.76,85.83089085637602,4.04,21,CVX
07-26-2013,131.61905,148.0,120.0,7.681,130.0,85.340467012253,84.708962336259,85.73683696846201,127.56,85.696528159356,4.04,21,CVX
07-29-2013,131.61905,148.0,120.0,7.681,130.0,85.56888359718701,84.57459963923901,85.56888359718701,126.17,84.76270741506701,4.04,21,CVX
07-30-2013,131.61905,148.0,120.0,7.681,130.0,84.78286181962001,84.10433019966901,85.29344006829601,125.78,84.50070015587801,4.04,21,CVX
07-31-2013,131.61905,148.0,120.0,7.681,130.0,84.661935392302,84.285719840646,85.259849394041,125.89,84.57459963923901,4.04,21,CVX
08-01-2013,131.61905,148.0,120.0,7.681,130.0,84.97768773029901,84.406646267964,85.09189602276601,126.44,84.944097056044,4.04,21,CVX
08-02-2013,131.95238,148.0,120.0,7.88293,130.0,83.88934988443701,82.83460271283,84.04386698601,124.95,83.943094963245,4.04,21,CVX
08-05-2013,132.19048,148.0,120.0,7.89586,135.0,83.78857786167201,83.143636915976,83.80873226622501,123.99,83.29815401754901,4.04,21,CVX
08-06-2013,132.2381,148.0,120.0,7.83098,135.0,83.28471774784701,82.639776802151,83.41236231001601,123.14,82.727112555214,4.04,21,CVX
08-07-2013,132.2381,148.0,120.0,7.83098,135.0,82.653213071853,82.49869597028001,83.251127073592,123.33,82.854757117383,4.04,21,CVX
08-08-2013,132.2381,148.0,120.0,7.83098,135.0,83.224254534188,81.900781968541,83.445952984271,123.07,82.680085611257,4.04,21,CVX
08-09-2013,132.2381,148.0,120.0,7.83098,135.0,82.71367628551201,81.746264866968,82.71367628551201,122.5,82.29715192475001,4.04,21,CVX
08-12-2013,132.2381,148.0,120.0,7.83098,135.0,81.9612451822,81.22896848344101,82.008272126157,121.8,81.82688248518001,4.04,21,CVX
08-13-2013,132.2381,148.0,120.0,7.83098,135.0,81.91421823824301,81.55815709114,82.78757576887301,122.5,82.29715192475001,4.04,21,CVX
08-14-2013,132.2381,148.0,120.0,7.83098,135.0,82.47182343087601,81.6535546060242,82.606186127896,122.05,81.994835856455,4.04,21,CVX
08-15-2013,132.2381,148.0,120.0,7.83098,135.0,81.744211407124,81.283604316,81.96435450214649,120.25,81.452945158325,4.04,21,CVX
08-16-2013,132.2381,148.0,120.0,7.83098,135.0,81.209094345377,80.64010911516499,81.41230335616699,119.88,81.202320711684,4.04,21,CVX
08-19-2013,132.2381,148.0,120.0,7.83098,135.0,81.07362167151699,80.28110652943599,81.28353657966306,118.66,80.37593740113799,4.04,21,CVX
08-20-2013,132.2381,148.0,120.0,7.83098,135.0,80.328521965287,80.125312954497,80.80944995748999,118.29,80.125312954497,4.04,21,CVX
08-21-2013,132.2381,148.0,120.0,7.83098,135.0,80.18627565773399,79.400534149346,80.26755926205,117.7,79.72566856661,4.04,21,CVX
08-22-2013,132.2381,148.0,120.0,7.83098,135.0,79.888235775242,79.542780456899,80.73493998686699,118.29,80.125312954497,4.04,21,CVX
08-23-2013,132.85,148.0,120.0,7.51848,135.0,80.39625830221699,80.010161181716,81.100716206289,119.53,80.965243532429,4.04167,20,CVX
08-26-2013,132.85,148.0,120.0,7.51848,135.0,81.107489839982,80.28110652943599,81.229415246456,118.84,80.497862807612,4.04167,20,CVX
08-27-2013,132.85,148.0,120.0,7.51848,135.0,80.09144478603199,79.976293013251,81.05865194105547,118.81,80.47754190653299,4.04167,20,CVX
08-28-2013,132.85,148.0,120.0,7.51848,135.0,80.91782809657799,80.91782809657799,82.882181867548,121.81,82.509632014433,4.04167,20,CVX
08-29-2013,132.85,148.0,120.0,7.51848,135.0,82.062572190695,81.324246118158,82.3411717444881,120.37,81.53422876264099,4.04167,20,CVX
08-30-2013,132.85,148.0,120.0,7.51848,135.0,81.635833268036,81.33101975185099,81.88246127079813,120.43,81.574870564799,4.04167,20,CVX
09-03-2013,132.85,148.0,120.0,7.51848,135.0,82.191271230862,81.283604316,82.286102102564,120.55,81.656154169115,4.04167,20,CVX
09-04-2013,132.85,148.0,120.0,7.51848,135.0,81.52068149525499,81.24296251384199,82.14385579501099,120.86,81.86613681359799,4.04167,20,CVX
09-05-2013,132.85,148.0,120.0,7.51848,135.0,82.015156754844,81.900004982063,82.4114143258845,121.37,82.211592131941,4.04167,20,CVX
09-06-2013,132.85,148.0,120.0,7.51848,135.0,82.31997027102899,80.613014580393,83.146353581575,121.21,82.10321399285299,4.04167,20,CVX
09-09-2013,132.85,148.0,120.0,7.51848,135.0,82.10321399285299,82.10321399285299,82.956691838171,122.22,82.787350995846,4.04167,20,CVX
09-10-2013,132.85,148.0,120.0,7.51848,135.0,83.19376901742599,82.10321399285299,83.322468057593,123.01,83.322468057593,4.04167,20,CVX
09-11-2013,132.85,148.0,120.0,7.51848,135.0,83.34956259236499,83.173448116347,83.9930577932,123.92,83.938868723656,4.04167,20,CVX
09-12-2013,133.0,148.0,120.0,7.38918,135.0,84.026925961665,83.749206980252,84.41302308216599,123.89,83.918547822577,4.04167,20,CVX
09-13-2013,133.0,148.0,120.0,7.38918,135.0,83.97951052581399,83.864358753033,84.55865620656549,124.14,84.087888664902,4.04167,20,CVX
09-16-2013,133.0,148.0,120.0,7.38918,135.0,84.656873895114,83.97951052581399,84.799120202667,124.08,84.04724686274399,4.04167,20,CVX
09-17-2013,133.0,148.0,120.0,7.38918,135.0,84.06079413012999,84.04724686274399,84.799120202667,124.34,84.223361338762,4.04167,20,CVX
09-18-2013,133.0,148.0,120.0,7.38918,135.0,84.23690860614799,83.87113238672599,85.639050780599,125.82,85.225859125326,4.04167,20,CVX
09-19-2013,133.0,148.0,120.0,7.38918,135.0,85.252953660098,84.83976200482499,85.429068136116,125.44,84.968461044992,4.04167,20,CVX
09-20-2013,133.0,148.0,120.0,7.38918,135.0,85.117480986238,84.49430668648199,85.503578106739,124.92,84.616232092956,4.04167,20,CVX
09-23-2013,133.0,148.0,120.0,7.38918,135.0,84.41302308216599,84.37915491370099,85.090386451466,125.52,85.02265011453599,4.04167,20,CVX
09-24-2013,133.0,148.0,120.0,7.38918,135.0,84.900724708062,84.270776774613,85.23669693923479,124.49,84.32496584415699,4.04167,20,CVX
09-25-2013,133.0,148.0,120.0,7.38918,135.0,84.514627587561,84.04047322905099,84.690742063579,124.07,84.04047322905099,4.04167,20,CVX
09-26-2013,133.0,148.0,120.0,7.38918,135.0,84.06079413012999,83.32924169128599,84.291097675692,123.49,83.647602474857,4.04167,20,CVX
09-27-2013,133.0,148.0,120.0,7.38918,135.0,83.471487998839,82.983786372943,83.491808899918,122.64,83.071843610952,4.04167,20,CVX
09-30-2013,133.0,148.0,120.0,7.38918,135.0,82.36731797054307,81.62228600064999,82.65181058564907,121.5,82.29964936994999,4.04167,20,CVX
10-01-2013,133.0,148.0,120.0,7.38918,135.0,82.14385579501099,81.852589546212,82.46221657858199,121.32,82.17772396347598,4.04167,20,CVX
10-02-2013,133.0,148.0,120.0,7.38918,135.0,81.988062220072,81.121037107368,82.082893091774,120.83,81.845815912519,4.04167,20,CVX
10-03-2013,133.0,148.0,120.0,7.38918,135.0,81.70356960496599,79.88369744066769,81.72897073131475,118.25,80.098218419725,4.04167,20,CVX
10-04-2013,133.0,148.0,120.0,7.38918,135.0,80.26755926205,79.60374316013599,80.294653796822,118.13,80.01693481540899,4.04167,20,CVX
10-07-2013,133.0,148.0,120.0,7.38918,135.0,79.542780456899,79.39376051565299,80.26755926205,117.87,79.840820339391,4.04167,20,CVX
10-08-2013,133.0,148.0,120.0,7.38918,135.0,79.85436760677699,79.05507883100299,79.989840280637,116.73,79.068626098389,4.04167,20,CVX
10-09-2013,133.2,148.0,120.0,7.30479,135.0,78.946700691915,78.1121890209374,79.11604153424,116.13,78.662208076809,4.04167,20,CVX
10-10-2013,133.2,148.0,120.0,7.30479,135.0,78.059354678132,77.517463982692,78.831548919134,116.38,78.831548919134,4.04167,20,CVX
10-11-2013,133.2,148.0,120.0,7.30479,135.0,78.96024795930099,78.526735402949,79.732442200303,117.67,79.705347665531,3.95833,20,CVX
10-14-2013,133.0,148.0,118.0,7.65506,135.0,79.475044119969,78.79090711697599,80.436900104375,118.58,80.321748331594,3.95833,20,CVX
10-15-2013,133.0,148.0,118.0,7.65506,135.0,80.30820106420799,79.77308400246099,80.65365638255099,118.15,80.030482082795,3.95833,20,CVX
10-16-2013,133.0,148.0,118.0,7.65506,135.0,80.890733561806,80.159181122962,81.09394257259599,119.16,80.71461908578799,3.95833,20,CVX
10-17-2013,133.0,148.0,118.0,7.65506,135.0,80.67397728363,80.38271103483099,81.019432601973,119.521,80.95914726210529,3.95833,20,CVX
10-18-2013,132.95,148.0,118.0,7.69074,135.0,81.019432601973,80.694298184709,81.18199981060499,119.65,81.046527136745,3.95833,20,CVX
10-21-2013,132.95,148.0,118.0,7.69074,135.0,81.032979869359,80.816223591183,81.41230335616699,119.82,81.16167890952599,3.95833,20,CVX
10-22-2013,132.95,148.0,118.0,7.69074,135.0,81.378435187702,81.08716893890299,81.818721377747,120.64,81.717116872352,3.95833,20,CVX
10-23-2013,132.95,148.0,118.0,7.69074,135.0,81.480039693097,81.17183936006549,81.717116872352,120.13,81.371661554009,3.95833,20,CVX
10-24-2013,132.95,148.0,118.0,7.69074,135.0,81.737437773431,81.22386086682774,81.96096768529999,120.56,81.662927802808,3.95833,20,CVX
10-25-2013,132.84211,148.0,118.0,7.87577,135.0,81.683248703887,81.466492425711,82.109987626546,120.59,81.683248703887,4.0,19,CVX
10-28-2013,132.84211,148.0,118.0,7.87577,135.0,81.662927802808,81.344567019237,82.062572190695,120.91,81.900004982063,4.0,19,CVX
10-29-2013,132.84211,148.0,118.0,7.87577,135.0,82.184497597169,82.069345824388,82.645104688293,121.5,82.29964936994999,4.0,19,CVX
10-30-2013,132.84211,148.0,118.0,7.87577,135.0,82.326743904722,81.222641612763,82.611236519828,120.3,81.48681332679,4.0,19,CVX
10-31-2013,132.66667,148.0,118.0,8.05536,133.5,81.385208821395,81.16845254321899,82.184497597169,119.96,81.25650978122799,3.95455,18,CVX
11-01-2013,132.66667,148.0,118.0,8.05536,133.5,80.633335481472,79.25151420809999,80.90428082919199,118.01,79.935651211093,3.95455,18,CVX
11-04-2013,132.61111,148.0,116.0,8.28747,133.5,80.328521965287,79.468270486276,80.33529559898,118.1,79.99661391433,3.95455,18,CVX
