 Date,EMR Price Target,EMR Price Target - High,EMR Price Target - Low,EMR Price Target - StdDev,EMR Price Target - Median,EMR Open,EMR Low,EMR High,EMR Close,EMR Adj. Close,EMR Rating,EMR Price Target - #,Ticker
04-01-2013,61.34783,70,51,5.13817,60.0,41.8320748161,41.2526415078,41.9825769741,55.01,41.3956185579,3.53571,23,EMR
04-02-2013,61.34783,70,51,5.13817,60.0,41.6589973344,41.1849155367,41.7718739529,54.89,41.3053172631,3.53571,23,EMR
04-03-2013,61.34783,70,51,5.13817,60.0,41.4257189895,41.162340213,41.716865414151,54.93,41.3354176947,3.53571,23,EMR
04-04-2013,61.34783,70,51,5.13817,60.0,41.4934449606,41.3805683421,42.2309055348,56.08,42.2008051032,3.53571,23,EMR
04-05-2013,61.34783,70,51,5.13817,60.0,41.7267233055,41.4106687737,42.0352527294,55.73,41.9374263267,3.53571,23,EMR
04-08-2013,61.26087,70,51,5.14331,60.0,41.8922756793,41.5235453922,42.1330791321,55.99,42.1330791321,3.53571,23,EMR
04-09-2013,61.26087,70,51,5.14331,60.0,42.14060424,41.9976271899,42.8103388431,56.53,42.5394349587,3.53571,23,EMR
04-10-2013,61.26087,70,51,5.14331,60.0,42.7952886273,42.5469600666,43.043617188,57.08,42.9533158932,3.53571,23,EMR
04-11-2013,61.26087,70,51,5.14331,60.0,43.0059916485,42.4190332323,43.1715440223,56.65,42.6297362535,3.53571,23,EMR
04-12-2013,61.26087,70,51,5.14331,60.0,42.4491336639,41.8847505714,42.6146860377,55.83,42.0126774057,3.53571,23,EMR
04-15-2013,61.26087,70,51,5.14331,60.0,41.7793990608,40.3270532361,41.8320748161,53.59,40.3270532361,3.53571,23,EMR
04-16-2013,61.26087,70,51,5.14331,60.0,40.6732081995,40.2894276966,40.9441120839,54.37,40.9140116523,3.53571,23,EMR
04-17-2013,61.26087,70,51,5.14331,60.0,40.6431077679,40.0410991359,40.688183164221,53.58,40.3195281282,3.53571,23,EMR
04-18-2013,61.26087,70,51,5.14331,60.0,40.4549800704,39.94703528715,40.6280575521,53.32,40.1238753228,3.53571,23,EMR
04-19-2013,61.26087,70,51,5.14331,60.0,40.3044779124,39.958322949,40.4324047467,53.48,40.2442770492,3.53571,23,EMR
04-22-2013,61.26087,70,51,5.14331,60.0,40.3195281282,39.9658480569,40.7033086311,53.79,40.4775553941,3.53571,23,EMR
04-23-2013,61.26087,70,51,5.14331,60.0,40.0937748912,40.086249783300005,41.1397648893,54.64,41.1171895656,3.53571,23,EMR
04-24-2013,61.13043,70,51,5.14405,60.0,41.1999657525,41.1999657525,41.8170246003,55.28,41.5987964712,3.53571,23,EMR
04-25-2013,61.13043,70,51,5.14405,60.0,41.7267233055,41.4558194211,41.9825769741,55.39,41.6815726581,3.53571,23,EMR
04-26-2013,61.13043,70,51,5.14405,60.0,41.5762211475,40.9215367602,41.7041479818,54.44,40.9666874076,3.53571,23,EMR
04-29-2013,61.13043,70,51,5.14405,60.0,41.1247146735,40.936586976,41.7417735213,55.31,41.6213717949,3.53571,23,EMR
04-30-2013,61.13043,70,51,5.14405,60.0,41.5611709317,41.3579930184,42.0503029452,55.51,41.7718739529,3.53571,23,EMR
05-01-2013,61.08696,70,51,5.15763,60.0,41.538595608,40.8387605733,41.564481979176,54.3,40.861335897,3.53571,23,EMR
05-02-2013,61.08696,70,51,5.15763,60.0,41.1999657525,41.0193631629,42.09169103865,55.8,41.990102082,3.53571,23,EMR
05-03-2013,61.08696,70,51,5.15763,60.0,42.3738825849,42.3738825849,42.9608410011,56.82,42.7576630878,3.53571,23,EMR
05-06-2013,61.08696,70,51,5.15763,60.0,42.7727133036,42.6447864693,43.40105981325,57.3,43.118868267,3.53571,23,EMR
05-07-2013,60.91304,70,51,4.98618,60.0,41.9675267583,41.8621752477,42.63726136139999,56.56,42.5620102824,3.46429,23,EMR
05-08-2013,60.43478,69,50,4.54758,60.0,42.3513072612,41.99160710358,43.0360920801,57.17,43.0210418643,3.46429,23,EMR
05-09-2013,60.43478,69,50,4.54758,60.0,42.9909414327,42.9307405695,43.9842556755,57.71,43.4273976909,3.46429,23,EMR
05-10-2013,60.43478,69,50,4.54758,60.0,43.5176989857,43.2543202092,43.7284020069,57.96,43.6155253884,3.46429,23,EMR
05-13-2013,60.43478,69,50,4.54758,60.0,43.570374741,43.2317448855,43.7058266832,57.82,43.5101738778,3.46429,23,EMR
05-14-2013,60.43478,69,50,4.54758,60.0,43.5026487699,43.5026487699,44.39813661,59.0,44.39813661,3.46429,23,EMR
05-15-2013,60.6087,69,50,4.60377,60.0,44.25415904056,44.20876821647559,44.511803117166,58.5,44.32993671015,3.46429,23,EMR
05-16-2013,60.6087,69,50,4.60377,60.0,44.185959137929,43.79949302302,44.587580786756,58.03,43.973781663077,3.46429,23,EMR
05-17-2013,60.6087,69,50,4.60377,60.0,44.10260370138,44.079870400503,45.125602240845,59.36,44.981624668624,3.46429,23,EMR
05-20-2013,60.65217,69,50,4.63079,60.0,44.769447193772,44.746713892895,45.527223889672,59.3,44.93615806686999,3.46429,23,EMR
05-21-2013,60.65217,69,50,4.63079,60.0,45.042246804296,44.466336515412,45.16349107564,58.78,44.542114185002,3.46429,23,EMR
05-22-2013,60.65217,69,50,4.63079,60.0,44.526958651084,43.670670984717,44.670936223305,57.89,43.867692925651,3.46429,23,EMR
05-23-2013,60.65217,69,50,4.63079,60.0,43.329671471562,43.155382831505,43.59110443164749,57.14,43.299360403726,3.46429,23,EMR
05-24-2013,60.65217,69,50,4.63079,60.0,43.003827492325,42.837116619227,43.291782636767,56.94,43.147805064546,3.46429,23,EMR
05-28-2013,60.65217,69,50,4.63079,60.0,43.700982052553,43.503960111618994,44.10260370138,57.66,43.69340428559399,3.46429,23,EMR
05-29-2013,60.65217,69,50,4.63079,60.0,43.503960111618994,43.314515937644,43.776759722143,57.27,43.397871374193,3.46429,23,EMR
05-30-2013,60.65217,69,50,4.63079,60.0,43.450915742906,43.450915742906,44.099724149935575,57.81,43.807070789979,3.46429,23,EMR
05-31-2013,60.65217,69,50,4.63079,60.0,43.663093217758,43.382715840275,44.3413033605885,57.46,43.541848946414,3.46429,23,EMR
06-03-2013,60.65217,69,50,4.63079,60.0,43.663093217758,43.102338462792,43.844959624774,57.75,43.761604188225,3.46429,23,EMR
06-04-2013,60.65217,69,50,4.63079,60.0,43.69340428559399,42.996249725366,44.049559332667,57.15,43.306938170684994,3.46429,23,EMR
06-05-2013,60.65217,69,50,4.63079,60.0,43.162960598464,42.17391045497532,43.231160501095,55.95,42.397606135605,3.46429,23,EMR
06-06-2013,60.65217,69,50,4.63079,60.0,42.458228271277,42.238473029466,42.731027881801,56.32,42.677983513088,3.46429,23,EMR
06-07-2013,60.65217,69,50,4.63079,60.0,43.094760695833,42.844694386186,43.708559819512,57.63,43.670670984717,3.46429,23,EMR
06-10-2013,60.65217,69,50,4.63079,60.0,43.913159527405,43.314515937644,43.920737294364,57.49,43.564582247291,3.46429,23,EMR
06-11-2013,60.65217,69,50,4.63079,60.0,42.943205356653,42.66282797917,43.1440161810665,56.43,42.761338949637,3.46429,23,EMR
06-12-2013,60.65217,69,50,4.63079,60.0,43.04171632711999,42.306672932096994,43.162960598464,55.89,42.352139533851,3.46429,23,EMR
06-13-2013,60.65217,69,50,4.63079,60.0,42.344561766892,42.05660662245,43.1296184238444,56.75,43.003827492325,3.46429,23,EMR
06-14-2013,60.65217,69,50,4.63079,60.0,42.920472055776,42.484750455633495,43.140227297587,56.14,42.541583707826,3.46429,23,EMR
06-17-2013,60.65217,69,50,4.63079,60.0,42.950783123612,42.624939144375,43.026560793202,56.56,42.859849920104,3.46429,23,EMR
06-18-2013,60.65217,69,50,4.63079,60.0,42.905316521858,42.897738754899,43.632782149922,57.34,43.450915742906,3.46429,23,EMR
06-19-2013,60.65217,69,50,4.63079,60.0,43.36756030635699,42.731027881801,43.549426713373,56.41,42.746183415719,3.46429,23,EMR
06-20-2013,60.65217,69,50,4.63079,60.0,42.28393963122,41.124541286493,42.336983999933,54.38,41.207896723042,3.46429,23,EMR
06-21-2013,60.65217,69,50,4.63079,60.0,41.511007401402,41.018452549067,41.708029342336,54.76,41.495851867484,3.46429,23,EMR
06-24-2013,60.65217,69,50,4.63079,60.0,41.018452549067,40.480431094978,41.260941091755,54.0,40.9199415786,3.46429,23,EMR
06-25-2013,60.65217,69,50,4.63079,60.0,41.321563227427,41.241996674357495,41.723184876254,54.83,41.548896236197,3.46429,23,EMR
06-26-2013,60.65217,69,50,4.63079,60.0,41.988406719819,41.457963032689,42.170273126835,55.31,41.912629050229,3.46429,23,EMR
06-27-2013,60.65217,69,50,4.63079,60.0,42.261206330343,41.882317982393,42.397606135605,55.39,41.973251185901,3.46429,23,EMR
06-28-2013,60.65217,69,50,4.63079,60.0,41.844429147598,41.260941091755,41.958095651982994,54.54,41.329140994386,3.46429,23,EMR
07-01-2013,60.65217,69,50,4.63079,60.0,41.359452062222,41.336718761345,42.193006427712,55.35,41.942940118065,3.46429,23,EMR
07-02-2013,60.65217,69,50,4.63079,60.0,41.973251185901,41.859584681516,42.5453725913055,55.41,41.988406719819,3.46429,23,EMR
07-03-2013,60.65217,69,50,4.63079,60.0,41.723184876254,41.466298576343895,41.912629050229,55.19,41.821695846721,3.46429,23,EMR
07-05-2013,60.65217,69,50,4.63079,60.0,42.147539825958,41.71560710929499,42.837116619227,56.43,42.761338949637,3.46429,23,EMR
07-08-2013,60.88,69,50,4.51061,60.0,43.109916229751,42.89016098794,43.503960111618994,56.72,42.981094191448,3.5,25,EMR
07-09-2013,60.88,69,50,4.51061,60.0,43.466071276824,43.34482700548,43.79577991721008,57.61,43.655515450798994,3.5,25,EMR
07-10-2013,60.88,69,50,4.51061,60.0,43.655515450798994,43.132649530628,43.761604188225,57.1,43.26904933589,3.5,25,EMR
07-11-2013,60.88,69,50,4.51061,60.0,43.913159527405,43.663093217758,43.95862612915899,57.87,43.852537391732994,3.5,25,EMR
07-12-2013,60.76,67,50,4.32925,60.0,43.700982052553,43.034138560161,43.822226323897,57.22,43.359982539398,3.5,25,EMR
07-15-2013,60.80769,67,50,4.21553,60.0,43.375138073316,43.359982539398,43.769181955184,57.37,43.473649043783,3.5,26,EMR
07-16-2013,60.80769,67,50,4.21553,60.0,43.564582247291,43.162960598464,43.625204382963,57.21,43.352404772439,3.5,26,EMR
07-17-2013,60.80769,67,50,4.21553,60.0,43.617626616004,43.299360403726,43.617626616004,57.33,43.443337975947,3.5,26,EMR
07-18-2013,60.80769,67,50,4.21553,60.0,43.450915742906,43.299360403726,43.928315061323,57.74,43.754026421266,3.5,26,EMR
07-19-2013,60.80769,67,50,4.21553,60.0,43.738870887348,43.617626616004,44.55726971892,58.8,44.55726971892,3.5,26,EMR
07-22-2013,60.68,67,50,4.24942,60.0,45.352935249615,45.148335541722,46.186489615105,60.26,45.663623694934,3.48276,25,EMR
07-23-2013,60.96,67,50,4.294,60.0,45.678779228852,45.54237942359,45.84549010195,60.23,45.640890394057,3.48276,25,EMR
07-24-2013,60.96,67,50,4.294,60.0,45.883378936745,45.201379910434994,45.883378936745,60.0,45.466601754,3.48276,25,EMR
07-25-2013,60.96,67,50,4.294,60.0,45.277157580025,44.898269232075,45.292313113943,59.75,45.277157580025,3.48276,25,EMR
07-26-2013,60.96,67,50,4.294,60.0,44.974046901665,44.898269232075,45.337779715697,59.8,45.31504641482,3.48276,25,EMR
07-29-2013,60.96,67,50,4.294,60.0,45.171068842599,45.16349107564,45.565112724467,59.78,45.299890880902,3.48276,25,EMR
07-30-2013,60.96,67,50,4.294,60.0,45.565112724467,45.504490588794994,45.883378936745,60.49,45.837912334991,3.48276,25,EMR
07-31-2013,60.96,67,50,4.294,60.0,45.944001072417,45.853067868908994,46.838177573579,61.37,46.50475582738299,3.48276,25,EMR
08-01-2013,61.04,67,50,4.294,62.0,46.966999611882,46.815444272702,47.51259883293,62.55,47.398932328544994,3.48276,25,EMR
08-02-2013,61.04,67,50,4.294,62.0,47.103399417144,46.83059980661999,47.398932328544994,62.55,47.398932328544994,3.48276,25,EMR
08-05-2013,61.04,67,50,4.294,62.0,47.224643688488,47.118554951062,47.49388174854127,62.34,47.239799222406,3.48276,25,EMR
08-06-2013,61.72,68,50,4.16192,62.0,46.785133204866,46.45171145867,47.383776794627,62.39,47.277688057201,3.48276,25,EMR
08-07-2013,63.28,72,50,4.91951,65.0,47.186754853693,46.37593378908,47.277688057201,61.64,46.709355535276,3.48276,25,EMR
08-08-2013,63.28,72,50,4.91951,65.0,46.974577378841,46.936688544046,47.406510095504,62.31,47.217065921529,3.51724,25,EMR
08-09-2013,63.28,72,50,4.91951,65.0,47.17917708673399,46.671466700481,47.345887959832,61.9,46.90637747621,3.51724,25,EMR
08-12-2013,63.52,72,50,4.99696,65.0,46.641155632645,46.641155632645,47.48228776509399,62.5,47.36104349375,3.51724,25,EMR
08-13-2013,63.52,72,50,4.99696,65.0,47.391354561586,47.073088349308,47.671731939069,62.41,47.292843591119,3.51724,25,EMR
08-14-2013,63.52,72,50,4.99696,65.0,47.231820569808,47.231820569808,47.582702957762,62.07,47.346238739793,3.51724,25,EMR
08-15-2013,63.52,72,50,4.99696,65.0,46.880938181854,46.217312795941005,46.995356351839,60.88,46.438521257912,3.51724,25,EMR
08-16-2013,63.52,72,50,4.99696,65.0,46.278335819933005,46.255452185936,46.919077571849,61.27,46.736008499873,3.51724,25,EMR
08-19-2013,63.52,72,50,4.99696,65.0,46.690241231879,46.522427915901005,46.865682425856,61.12,46.621590329888,3.51724,25,EMR
08-20-2013,63.52,72,50,4.99696,65.0,46.659729719883,46.385126111919,47.147913911819,61.56,46.957216961844,3.51724,25,EMR
08-21-2013,63.84,72,50,4.95322,65.0,46.613962451889,46.385126111919,47.056379375831,60.88,46.438521257912,3.51724,25,EMR
08-22-2013,63.84,72,50,4.95322,65.0,46.667357597882,46.560567305896,47.536935689768,62.03,47.315727227797,3.51724,25,EMR
08-23-2013,63.84,72,50,4.95322,65.0,47.399633885786,47.033495741834,47.44540115378,61.96,47.262332081804,3.51724,25,EMR
08-26-2013,63.84,72,50,4.95322,65.0,47.338610861794,47.010612107837005,47.590330835761,61.75,47.102146643825,3.51724,25,EMR
08-27-2013,63.84,72,50,4.95322,65.0,46.568195183895,46.14866189395,46.674985475881,60.58,46.209684917942,3.51724,25,EMR
08-28-2013,64.0,72,50,5.11468,65.0,46.194429161944,46.110522503955,46.61007223410951,60.49,46.141034015951,3.51724,25,EMR
08-29-2013,63.92,72,50,5.19169,65.0,46.018987967967,45.896941919983,46.591078817892,60.61,46.232568551939,3.51724,25,EMR
08-30-2013,63.92,72,50,5.19169,65.0,46.469032769908,45.874058285986,46.469032769908,60.37,46.049499479963,3.51724,25,EMR
09-03-2013,63.92,72,50,5.19169,65.0,46.575823061894,46.133406137952,47.010612107837005,60.7,46.30121945393,3.51724,25,EMR
09-04-2013,63.92,72,50,5.19169,65.0,46.270707941934,46.194429161944,46.98772847384,61.33,46.781775767867,3.51724,25,EMR
09-05-2013,63.92,72,50,5.19169,65.0,46.751264255871,46.583450939893,47.3286946203953,61.67,47.041123619833,3.51724,25,EMR
09-06-2013,63.92,72,50,5.19169,65.0,47.254704203805005,46.591078817892,47.4827777559751,61.47,46.888566059853,3.51724,25,EMR
09-09-2013,63.92,72,50,5.19169,65.0,47.033495741834,47.025867863835,47.880190199723,62.5,47.67423749375,3.51724,25,EMR
09-10-2013,63.92,72,50,5.19169,65.0,48.13191017369,48.070887149698,48.688745267617,63.66,48.559071341634,3.51724,25,EMR
09-11-2013,64.52,72,56,4.34622,65.0,48.543815585636,48.185305319683,48.74214041361,63.59,48.505676195641,3.51724,25,EMR
09-12-2013,64.52,72,56,4.34622,65.0,48.429397415651,48.36074651366,48.917581607587,63.61,48.520931951639,3.51724,25,EMR
09-13-2013,64.52,72,56,4.34622,65.0,48.574327097632,48.490420439643,49.0129300825745,64.04,48.848930705596,3.51724,25,EMR
09-16-2013,64.52,72,56,4.34622,65.0,49.42864943352,49.131162191559,49.5812069935,64.53,49.222696727547,3.51724,25,EMR
09-17-2013,64.52,72,56,4.34622,65.0,49.237952483545,49.04725553357,49.558323359503,64.89,49.497300335511,3.51724,25,EMR
09-18-2013,64.52,72,56,4.34622,65.0,49.35237065353,49.2722779345405,50.29059964740701,65.69,50.107530575431,3.51724,25,EMR
09-19-2013,64.52,72,56,4.34622,65.0,50.252460257412,50.252460257412,50.94659715532101,66.5,50.72538869335,3.51724,25,EMR
09-20-2013,64.64,72,56,4.45313,65.0,50.694877181354,49.520183969508,50.72538869335,64.92,49.520183969508,3.51724,25,EMR
09-23-2013,64.64,72,56,4.45313,65.0,49.413393677522,49.413393677522,50.008368161444,64.96,49.55069548150399,3.51724,25,EMR
09-24-2013,64.64,72,56,4.45313,65.0,49.5812069935,49.504928213510006,50.03887967343999,64.96,49.55069548150399,3.51724,25,EMR
09-25-2013,64.64,72,56,4.45313,65.0,49.749020309478,49.474416701514,49.8596245404635,64.86,49.474416701514,3.51724,25,EMR
09-26-2013,64.64,72,56,4.45313,65.0,49.535439725506,49.520183969508,49.932089381454,65.42,49.901577869458,3.51724,25,EMR
09-27-2013,64.64,72,56,4.45313,65.0,49.680369407487,49.382882165526,49.71850879748201,64.9,49.504928213510006,3.51724,25,EMR
09-30-2013,64.64,72,56,4.45313,65.0,49.024371899573,48.932837363585,49.573579115501,64.7,49.35237065353,3.51724,25,EMR
10-01-2013,64.64,72,56,4.45313,65.0,49.367626409528,49.19981309355,49.901577869458,65.07,49.634602139493,3.51724,25,EMR
10-02-2013,64.64,72,56,4.45313,65.0,49.329487019533005,48.940465241584,49.558323359503,64.43,49.146417947557005,3.51724,25,EMR
10-03-2013,64.64,72,56,4.45313,65.0,49.024371899573,48.170049563685,49.1685387937541,63.73,48.612466487627,3.51724,25,EMR
10-04-2013,64.64,72,56,4.45313,65.0,48.658233755621,48.452281049648,48.925209485586,63.97,48.795535559603,3.51724,25,EMR
10-07-2013,65.08,72,58,4.03901,65.0,48.299723489668,48.231072587677,49.016744021574006,63.72,48.604838609628,3.51724,25,EMR
10-08-2013,65.08,72,58,4.03901,65.0,48.589582853630006,48.002236247707,48.772651925606,62.98,48.040375637702,3.51724,25,EMR
10-09-2013,65.08,72,58,4.03901,65.0,48.040375637702,47.849678687727,48.459908927647,63.18,48.192933197682,3.51724,25,EMR
10-10-2013,65.08,72,58,4.03901,65.0,48.66586163362,48.612466487627,49.604090627497,64.98,49.565951237502006,3.51724,25,EMR
10-11-2013,65.08,72,58,4.03901,65.0,49.466788823515,49.398137921524,49.90920574745701,65.35,49.848182723464994,3.51724,25,EMR
10-14-2013,65.08,72,58,4.03901,65.0,49.55069548150399,49.512556091509,50.073205124435496,65.6,50.03887967343999,3.51724,25,EMR
10-15-2013,65.08,72,58,4.03901,65.0,49.74139243147899,49.382882165526,49.86343847946301,64.77,49.405765799523,3.51724,25,EMR
10-16-2013,65.08,72,58,4.03901,65.0,49.73376455348,49.337114897532,49.8924244158592,64.74,49.382882165526,3.51724,25,EMR
10-17-2013,65.08,72,58,4.03901,65.0,49.222696727547,49.222696727547,49.81004333347,65.21,49.74139243147899,3.51724,25,EMR
10-18-2013,65.08,72,58,4.03901,65.0,49.840554845466,49.626974261494006,50.16092572142401,65.64,50.069391185436,3.51724,25,EMR
10-21-2013,65.08,72,58,4.03901,65.0,50.077019063435,49.96260089345,50.488924475381,65.94,50.298227525406,3.51724,25,EMR
10-22-2013,65.32,72,58,4.20209,66.0,50.511808109378,50.443157207387,51.1067825933,66.4,50.64910991336001,3.51724,25,EMR
10-23-2013,65.32,72,58,4.20209,66.0,50.580459011369,50.298227525406,50.763528083345,66.47,50.702505059353,3.51724,25,EMR
10-24-2013,65.32,72,58,4.20209,66.0,50.679621425356,50.633854157362,50.95422503332,66.53,50.748272327347,3.51724,25,EMR
10-25-2013,65.32,72,58,4.20209,66.0,50.908457765326,50.641482035361,51.274595909278,67.22,51.274595909278,3.51724,25,EMR
10-28-2013,65.32,72,58,4.20209,66.0,51.25934015328,50.94659715532101,51.297479543275,67.12,51.19831712928801,3.51724,25,EMR
10-29-2013,65.32,72,58,4.20209,66.0,51.305107421274,50.885574131328994,51.404269835261,67.39,51.404269835261,3.51724,25,EMR
10-30-2013,65.32,72,58,4.20209,66.0,51.404269835261,50.938969277322,51.450037103255,66.9,51.030503813310006,3.51724,25,EMR
10-31-2013,65.32,72,58,4.20209,66.0,51.030503813310006,50.809295351339,51.480548615251,66.97,51.083898959303,3.51724,25,EMR
11-01-2013,65.32,72,58,4.20209,66.0,51.312735299272994,50.763528083345,51.389014079263006,67.03,51.129666227297,3.51724,25,EMR
11-04-2013,65.32,72,58,4.20209,66.0,51.457664981254,51.24408439728201,51.541571639243,67.37,51.389014079263006,3.51724,25,EMR
11-05-2013,65.76,72,58,3.88103,66.0,50.664365669358,50.389762061394,51.366130445266,66.85,50.992364423315,3.48276,25,EMR
11-06-2013,67.625,79,58,5.3136,67.5,51.289851665276,50.832178985336,51.48817649325,67.41,51.419525591259,3.48276,24,EMR
11-07-2013,68.16667,79,60,4.95536,68.0,51.266968031279,50.221948745416,51.450037103255,66.05,50.382134183395,3.48276,24,EMR
11-08-2013,68.16667,79,60,4.95536,68.0,50.35162267139901,50.336366915400994,51.13729410529601,66.97,51.083898959303,3.48276,24,EMR
11-11-2013,68.16667,79,60,4.95536,68.0,51.022875935311,50.893202009328,51.18306137329,66.95,51.068643203305,3.48276,24,EMR
11-12-2013,68.16667,79,60,4.95536,68.0,50.87794625333,50.49655235338,51.07627108130399,66.3,50.57283113337,3.48276,24,EMR
11-13-2013,68.52174,79,61,4.75367,68.0,50.26572421442,50.26572421442,51.33292074196,66.85,51.3252430691,3.5,23,EMR
11-14-2013,68.52174,79,61,4.75367,68.0,51.35595376054,51.30988772338,51.81661413214,67.21,51.60163929205999,3.5,23,EMR
11-15-2013,68.52174,79,61,4.75367,68.0,52.4001172695,51.7859034407,52.54599305384,67.97,52.18514242942,3.5,23,EMR
11-18-2013,68.52174,79,61,4.75367,68.0,52.29262984946,51.77822576784,52.41547261522,67.59,51.893390860740006,3.5,23,EMR
11-19-2013,68.52174,79,61,4.75367,68.0,51.893390860740006,51.60931696492,52.0929335783714,67.36,51.71680438496,3.5,23,EMR
11-20-2013,68.65217,79,61,4.77865,68.0,52.04694431794,51.352114924110005,52.14675406512,67.09,51.50950721774,3.5,23,EMR
11-21-2013,68.65217,79,61,4.77865,68.0,51.64002765636,51.58628394634,52.03926664508,67.72,51.99320060792,3.5,23,EMR
