 Date,BABA Price Target,BABA Price Target - High,BABA Price Target - Low,BABA Price Target - StdDev,BABA Price Target - Median,BABA Open,BABA Low,BABA High,BABA Close,BABA Adj. Close,BABA Rating,BABA Price Target - #,Ticker
10-21-2014,98.45302074824374,125.5922234928933,75.24881555301421,13.842994608724062,100.0653487992158,89.1,88.5,92.5,90.9,90.9,4.46154,13,BABA
10-22-2014,99.07770524750616,125.61171885850608,75.26049623777584,13.521237571588468,100.2075146444882,92.25,91.01,93.5,91.63,91.63,4.42857,14,BABA
10-23-2014,99.08661001715824,125.62300841572022,75.26726039709126,13.522452814772446,100.21652095759455,92.92,92.82,94.7,94.45,94.45,4.42857,14,BABA
10-24-2014,99.84422539355596,125.66818694522092,75.29432919752178,13.34561816487666,100.3792522845046,95.07,94.78,98.0,95.76,95.76,4.4,15,BABA
10-27-2014,100.9854524646448,125.68462355922505,75.30417722553749,13.655904520559144,102.98373252677185,97.0,96.3,98.85,97.79,97.79,4.4375,16,BABA
10-28-2014,101.03500776969004,125.74629917395929,75.34113028543388,13.662605708677518,103.034268422344,99.84,98.61,100.67,99.68,99.68,4.4375,16,BABA
10-29-2014,108.41106783405613,125.80803534898943,75.37811963014484,12.68496031421324,112.0,99.88,96.82,100.0,98.31,98.31,4.45455,32,BABA
10-30-2014,108.69569711341892,125.72573391119472,75.32880856979313,12.642688690816913,112.0,98.48,97.3,99.44,98.73,98.73,4.47059,33,BABA
10-31-2014,108.72347080668116,125.76275622883504,75.35099056063605,12.652685392706989,112.03298051597493,100.1,98.1356,100.22,98.6,98.6,4.47059,33,BABA
11-03-2014,108.86516516025696,125.000081722047,75.2820227841067,12.730085154372947,112.06413546246507,99.67,99.05,102.8,101.8,101.8,4.45455,32,BABA
11-04-2014,112.96767884882676,130.00000654075708,75.31649088381981,12.87983321069414,116.0,100.425,99.51,106.359,106.07,106.07,4.47059,33,BABA
11-05-2014,114.36231599607456,130.03190055610074,75.33496892378149,13.347481190709845,118.09994111874386,108.48,106.48,110.14,108.67,108.67,4.44118,33,BABA
11-06-2014,113.81288249243602,130.0212674789435,75.32880856979313,13.509111129282854,118.05479434131982,109.3,107.21,111.7,111.57,111.57,4.44118,34,BABA
11-07-2014,114.2607022127868,135.0000881848616,75.21809422715768,13.762106638360414,117.91672082959091,112.93,111.75,114.77,114.56,114.56,4.45714,35,BABA
11-10-2014,115.58958013396504,135.05522627021728,75.24881555301421,13.525020421499752,118.9138245384741,117.27,115.2,119.45,119.15,119.15,4.47222,36,BABA
11-11-2014,116.36563815553308,148.0000391606566,75.15550044055739,14.34120843259472,119.71412720686617,117.25,113.69,117.55,114.54,114.54,4.48649,37,BABA
11-12-2014,117.1724298912866,148.05801965329243,75.18494335803598,14.814970128301391,119.77082041069504,115.05,114.02,119.07,118.2,118.2,4.48649,37,BABA
11-13-2014,117.19921303552768,148.09186259143158,75.20212904911182,14.818356517763846,119.798197492163,119.3,114.55,120.0,114.84,114.84,4.48649,37,BABA
11-14-2014,117.10934660249612,147.97830818174404,75.14446529080676,14.806994045191288,119.70633820050575,115.06,113.35,115.39,115.1,115.1,4.48649,37,BABA
11-17-2014,117.21373128479765,148.09428053618953,75.20335689911343,14.821932502816464,119.800153476905,115.44,113.13,115.63,114.25,114.25,4.48649,37,BABA
11-18-2014,117.27883619492592,148.1765376635682,75.24512766895921,14.830165160995213,119.86669498309185,114.33,110.41,114.38,110.81,110.81,4.48649,37,BABA
11-19-2014,117.30738295612386,148.0,75.26726039709126,14.822170111937249,119.90195277391943,109.83,107.22,110.68,108.82,108.82,4.48649,37,BABA
11-20-2014,117.23075528700906,147.90332326283988,75.21809422715768,14.81248795623418,119.82363027680248,107.81,107.26,112.44,109.82,109.82,4.48649,37,BABA
11-21-2014,117.20634622606084,147.86951623699977,75.2009012392039,14.811490799849793,119.79624157129096,113.21,110.4354,113.5,110.73,110.73,4.48649,37,BABA
11-24-2014,116.88574010453132,147.46503411107673,74.99519676962404,14.77097546281974,119.46855105264014,112.0,111.55,113.93,113.92,113.92,4.48649,37,BABA
11-25-2014,116.9943204041721,147.60202086049543,75.0648631029987,14.784696870925686,119.57953063885267,114.94,112.33,115.17,113.47,113.47,4.48649,37,BABA
11-26-2014,116.94705326600422,147.52989086170385,75.02818048542107,14.759278384101645,119.52109464082098,113.33,112.33,113.74,112.67,112.67,4.48649,37,BABA
11-28-2014,116.86329394146564,147.4242276263958,74.97444411889182,14.74870755607644,119.43549174724096,113.14,111.11,113.23,111.64,111.64,4.48649,37,BABA
12-01-2014,116.71298602080624,147.21814044213264,74.86963589076723,14.736997724317291,119.26853055916774,110.02,103.8961,110.05,105.99,105.99,4.48649,37,BABA
12-02-2014,116.7748402309131,147.27799008049436,74.90007317668105,14.741001707455892,119.31701764371088,107.35,106.61,110.0,109.89,109.89,4.48649,37,BABA
12-03-2014,116.75965074874398,147.25883290246006,74.89033055298117,14.73908427231192,119.30149748792743,110.4,108.798,111.68,110.64,110.64,4.48649,37,BABA
12-04-2014,116.71600299060562,147.20378376621267,74.86233462276111,14.733574423820825,119.25689952215323,110.1,108.91,110.5,109.17,109.17,4.48649,37,BABA
12-05-2014,116.77747967479677,147.26601626016262,74.8939837398374,14.734043902439025,119.30731707317074,109.6,107.76,110.35,107.9,107.9,4.48649,37,BABA
12-08-2014,116.34237809816943,146.71731734974892,74.6149360116637,14.679146282196662,118.86278956747124,105.97,104.2101,107.4,105.07,105.07,4.48649,37,BABA
12-09-2014,116.09788231490462,146.40898803750403,74.45813126414484,14.648297769156155,118.61299709020368,102.27,101.2,107.95,107.48,107.48,4.48649,37,BABA
12-10-2014,116.4402878513146,146.62705608081856,74.5690325087424,14.791026097655743,118.78966455122394,107.09,103.51,107.38,103.88,103.88,4.48649,37,BABA
12-11-2014,116.22014543104146,146.3498424497051,74.42805203199484,14.763062131372708,118.56508039104791,104.44,104.29,106.84,104.97,104.97,4.48649,37,BABA
12-12-2014,116.26793224393477,146.38769011944595,74.44729994019623,14.758969758683673,118.59574261746594,104.7,104.179,107.45,105.11,105.11,4.48649,37,BABA
12-15-2014,115.30373152410952,146.30256037476778,74.40400613843792,15.54320975688555,118.52192876181246,106.39,103.7,107.77,104.7,104.7,4.48649,38,BABA
12-16-2014,115.32236044914774,146.32619759269733,74.41602714274174,15.54572097907747,118.54107763147266,103.75,103.7,107.68,105.77,105.77,4.48649,38,BABA
12-17-2014,115.1827900597063,146.14910440535743,74.3259641762143,15.526906567694049,118.39761174761982,107.11,106.28,109.19,109.02,109.02,4.48649,38,BABA
12-18-2014,114.85843591600288,145.73754927990987,74.11666264381688,15.483182878751307,118.06420468259716,110.58,108.26,111.2,109.25,109.25,4.48649,38,BABA
12-19-2014,114.77227813504824,145.60868167202574,74.05112540192927,15.464454983922831,117.959807073955,109.93,108.04,110.65,110.65,110.65,4.48649,38,BABA
12-22-2014,114.74091807705288,145.568895960911,74.0308918784255,15.460229519263224,117.9275760644197,110.63,108.53,110.98,108.77,108.77,4.48649,38,BABA
12-23-2014,114.66167202055894,145.46835849662705,73.97976228718278,15.449551879216193,117.84612913588178,108.3,103.88,108.47,105.52,105.52,4.48649,38,BABA
12-24-2014,114.85906874969832,145.71879072611137,74.10712274548291,15.476149180248742,118.04900809293196,105.68,105.6,107.21,105.95,105.95,4.48649,38,BABA
12-26-2014,114.85906874969832,145.71879072611137,74.10712274548291,15.476149180248742,118.04900809293196,105.99,105.5,106.94,105.95,105.95,4.48649,38,BABA
12-29-2014,114.73169779177783,145.5571984185658,74.02494294622481,15.4589871749542,117.91809970749895,105.95,105.64,107.66,105.98,105.98,4.48649,38,BABA
12-30-2014,115.05900072528004,145.9724393585301,74.23611894592635,15.503088081231365,118.25449270690628,105.64,105.13,106.71,105.75,105.75,4.48649,38,BABA
12-31-2014,115.13099484037409,146.03128023218318,74.26604321186714,15.508337633021606,118.302160593357,106.46,103.69,106.47,103.94,103.94,4.48649,38,BABA
01-02-2015,115.07693893990655,145.91364588367972,74.20621878524247,15.468914129208958,118.20686321894637,104.24,102.52,104.72,103.6,103.6,4.48649,38,BABA
01-05-2015,114.72369042835328,145.5735755042996,74.03327171903882,15.631235232660934,117.92654504540704,102.76,99.9,103.02,101.0,101.0,4.5,37,BABA
01-06-2015,114.88064381136329,145.7727345887655,74.13455657492355,15.652620312248512,118.08788025108645,101.25,100.11,103.85,103.32,103.32,4.5,37,BABA
01-07-2015,114.87694585720725,145.76804223266595,74.13217021824504,15.652116461726648,118.0840790574905,104.59,102.03,104.74,102.13,102.13,4.5,37,BABA
01-08-2015,114.895786001609,145.72582461786,74.11069991954948,15.704646822204346,118.0498793242156,102.95,102.68,105.3399,105.03,105.03,4.5,37,BABA
01-09-2015,115.39624416170076,145.86664519246256,74.18231599291352,15.69790465453374,118.16878724432276,105.24,102.89,105.3,103.02,103.02,4.51351,38,BABA
01-12-2015,115.64205087696674,146.00303069383546,74.25167655403664,15.743140637090534,118.34698220273408,103.2,101.21,103.36,101.62,101.62,4.51351,38,BABA
01-13-2015,115.8276111335216,146.13731343283584,74.31996772892296,15.794996369503831,118.45582896329164,102.59,100.01,102.85,100.77,100.77,4.51351,38,BABA
01-14-2015,115.85565203357004,146.17269205939317,74.3379599741769,15.798820206584892,118.48450613298904,99.28,98.06,100.18,99.58,99.58,4.51351,38,BABA
01-15-2015,116.02546262626264,146.37349494949495,74.44008080808082,15.620803232323237,118.58424242424245,99.67,96.02,100.14,96.31,96.31,4.52632,39,BABA
01-16-2015,115.65623439588936,145.88309198975563,74.19068021841727,15.565676594236749,118.18694328560152,96.09,95.52,97.8,96.89,96.89,4.52632,39,BABA
01-20-2015,115.49232253396576,145.62038749095586,74.05707854329127,15.590150333628106,117.97411367473268,98.3,97.59,100.21,100.04,100.04,4.52632,39,BABA
01-21-2015,115.63734565416874,145.8032422686221,74.15007163900381,15.60972680586635,118.12225316740988,100.75,100.32,103.86,103.29,103.29,4.52632,39,BABA
01-22-2015,115.7744000644226,145.86664519246256,74.18231599291352,15.669771299726204,118.17361894024803,104.6,103.1,104.92,104.0,104.0,4.52632,39,BABA
01-23-2015,115.47991907904245,145.41463962879118,73.95244288168522,15.647889472247645,117.80742738789075,104.02,103.02,105.2,103.11,103.11,4.52632,39,BABA
01-26-2015,115.2602414454749,144.81707707067477,73.648544931244,15.634881675727536,117.44803325871445,104.4,103.33,105.13,103.99,103.99,4.52632,39,BABA
01-27-2015,115.11202210298713,145.0606230479699,73.77240329943142,15.722389685272685,117.58308640986628,102.89,100.58,103.57,102.94,102.94,4.51351,38,BABA
01-28-2015,115.1073671574904,144.95614596670936,73.71927016645326,15.71266485275288,117.78040973111396,100.3,97.79,101.49,98.45,98.45,4.51351,38,BABA
01-29-2015,111.46932140170011,135.99997438647603,73.73461187507004,14.664539676949431,114.58858597339396,90.53,87.36,90.74,89.81,89.81,4.5,38,BABA
01-30-2015,110.29298683431716,135.90424725248357,73.68271184271569,12.668941466301932,110.36097966757852,89.6,88.11,92.0,89.08,89.08,4.44737,38,BABA
02-02-2015,109.28913630337205,135.70452534223597,73.57442934044694,12.12652269060588,109.8383527945945,91.13,88.61,91.66,90.13,90.13,4.43243,37,BABA
02-03-2015,109.27916080787422,135.74572414674677,72.00003834845967,12.259377796241852,109.8716988367634,91.65,89.9,91.65,90.61,90.61,4.43243,37,BABA
02-04-2015,109.46460617507245,135.97820637994784,72.12334779198746,12.279459641147945,110.05986843158284,90.99,89.48,91.88,90.0,90.0,4.43243,37,BABA
02-05-2015,109.38931861804222,135.88468330134356,72.07374280230326,12.27101407549584,109.98417146513115,89.58,86.1,89.84,87.0,87.0,4.43243,37,BABA
02-06-2015,109.52947149263294,136.05878283151824,72.16608584240872,12.28673606662396,110.12508648302372,87.11,85.42,87.4,85.68,85.68,4.43243,37,BABA
02-09-2015,109.46463215520552,135.9890895121014,71.99993597131514,12.295036176206938,110.06867716737096,85.83,85.47,86.75,86.0,86.0,4.43243,37,BABA
02-10-2015,109.57337766383591,136.1241852267265,72.0714629065855,12.307250440634515,110.178022752764,87.01,86.52,87.47,87.26,87.26,4.43243,37,BABA
02-11-2015,109.5379723517068,136.08711615166516,72.05183654508467,12.30843865635062,110.14801928652666,87.58,85.82,87.7,86.0,86.0,4.43243,37,BABA
02-12-2015,109.5063976299143,136.04788854191688,72.03106733925854,12.30489070381936,110.11626871647049,85.6,85.55,88.3,87.1,87.1,4.43243,37,BABA
02-13-2015,109.57479648740464,136.13727325171462,72.07839241074291,12.307071662072945,110.18861611435165,88.2,87.65,89.3,89.05,89.05,4.43243,37,BABA
02-17-2015,109.32240447641888,135.81951079136692,71.9101518784972,12.275769784172663,109.93142126298962,88.78,86.7,88.99,86.85,86.85,4.43243,37,BABA
02-18-2015,109.30842418235878,135.80214201221267,71.90095591291282,12.274199942453404,109.91736308705522,87.1,86.5,87.43,86.74,86.74,4.43243,37,BABA
02-19-2015,109.31421286527272,135.80648379052369,71.90325468380331,12.276208517168618,109.92087729394464,86.81,86.71,87.87,86.89,86.89,4.43243,37,BABA
02-20-2015,109.3059525902719,135.7956298652515,71.89750803216062,12.27486613065648,109.91209219801476,87.25,86.38,87.29,86.64,86.64,4.43243,37,BABA
02-23-2015,109.32469864108717,135.81951079136692,71.9101518784972,12.2773860911271,109.93142126298962,86.51,85.25,86.68,85.47,85.47,4.43243,37,BABA
02-24-2015,109.32666986410872,135.81951079136692,71.9101518784972,12.278610711430858,109.93142126298962,85.53,83.88,85.53,84.69,84.69,4.43243,37,BABA
02-25-2015,109.23062375209646,135.70019008066447,71.8469770785081,12.267823656257487,109.8348438623113,84.38,84.36,86.83,86.19,86.19,4.43243,37,BABA
02-26-2015,109.25331032719836,135.72837423312882,71.86189928425358,12.270371612985686,109.85765593047034,86.92,85.2,87.16,85.37,85.37,4.43243,37,BABA
02-27-2015,109.2619102398185,135.73487993097828,71.86534375049929,12.270876671619614,109.86292159964212,85.95,85.0,86.56,85.12,85.12,4.43243,37,BABA
03-02-2015,109.0088768433639,135.44058031088082,71.70952570745317,12.259700278995616,109.62471741729772,85.0,83.75,85.02,84.0,84.0,4.43243,37,BABA
03-03-2015,108.97413020957846,135.39740855845088,71.68666826041915,12.255792493425773,109.58977448402264,82.95,80.03,83.25,81.58,81.58,4.43243,37,BABA
03-04-2015,109.05146479547086,135.48377960290247,71.7323977354278,12.26858783191133,109.65968264093772,80.27,80.17,85.8265,85.49,85.49,4.43243,37,BABA
03-05-2015,109.1322901871918,135.57458787482244,71.78047651724303,12.28230853932943,109.7331822606642,85.75,84.01,86.27,86.1,86.1,4.43243,37,BABA
03-06-2015,109.2000638722555,135.65685269461076,71.82403193612774,12.288594011976048,109.79976686626746,85.74,84.05,86.0,84.4,84.4,4.43243,37,BABA
03-09-2015,109.15317848020436,135.62436781609196,71.80683269476373,12.28021551724138,109.77347381864624,84.35,81.48,84.35,82.53,82.53,4.43243,37,BABA
03-10-2015,109.1716735319475,135.6373599003736,71.8137114027525,12.268742216687423,109.78398952645529,81.09,80.65,83.15,82.97,82.97,4.43243,37,BABA
03-11-2015,109.0162272226392,135.67418432693995,71.8332082341856,12.387428334158455,109.8137949758053,83.0,81.19,83.38,81.99,81.99,4.43243,37,BABA
03-12-2015,109.0162272226392,135.67418432693995,71.8332082341856,12.387428334158455,109.8137949758053,82.1,81.53,82.9,81.92,81.92,4.43243,37,BABA
03-13-2015,108.89586355647866,135.7327112957341,71.8641955583959,12.31209618149864,109.86116632049848,81.8,80.77,81.92,81.86,81.86,4.43243,37,BABA
03-16-2015,108.18455568862277,135.65685269461076,71.82403193612774,12.350500598802396,109.79976686626746,82.01,81.94,85.2,84.0,84.0,4.48649,38,BABA
03-17-2015,108.30487480788932,136.00650614754096,72.00915727459015,12.44355628842213,110.08277407786883,84.01,83.51,85.1,84.5,84.5,4.48649,38,BABA
03-18-2015,108.58058115267298,136.38642478728525,72.21030663027773,12.472059720661422,110.35142719537646,83.87,83.3,85.95,84.59,84.59,4.48649,38,BABA
03-19-2015,109.15888315041964,137.11282117495156,72.59489993544223,12.53848612007747,110.93916074887024,85.11,85.0,87.04,85.74,85.74,4.48649,38,BABA
03-20-2015,108.75126208897484,136.9360154738878,72.50128949065119,12.445580270793036,110.60018052869115,86.33,85.09,86.8,85.2,85.2,4.48649,38,BABA
03-23-2015,108.55221918249114,136.71564853556484,72.38461538461537,12.447016414547791,110.42219504345026,85.25,84.21,85.53,84.25,84.25,4.48649,38,BABA
03-24-2015,108.70966800966964,136.913946817083,72.48960515713135,12.465070104754233,110.58235616438355,84.35,82.39,84.5,83.63,83.63,4.48649,38,BABA
03-25-2015,108.5539661082412,136.71784869405687,72.38578026682116,12.447216723796648,110.42397206263377,83.94,82.67,84.48,83.75,83.75,4.48649,38,BABA
03-26-2015,108.60989743507174,136.7882911749078,72.42307630379828,12.45363002560098,110.48086689101068,83.2,82.96,84.995,84.17,84.17,4.48649,38,BABA
03-27-2015,108.51205540273152,136.66506442739248,72.35783343789714,12.442411080546304,110.38133938194744,84.78,83.34,85.15,84.58,84.58,4.48649,38,BABA
03-30-2015,108.67063315611406,136.86983083615272,72.46624778475913,12.457109714838086,110.5467246657,85.03,83.75,85.15,83.9,83.9,4.48649,38,BABA
03-31-2015,108.21523671263812,137.0354125332688,72.55391563835794,12.140456488426484,110.1766271473506,83.64,83.2,84.45,83.24,83.24,4.45946,38,BABA
04-01-2015,108.0027879961278,137.06857696030977,72.57147466924815,12.122010325911583,109.4809616005163,83.37,82.18,83.72,82.36,82.36,4.45946,38,BABA
04-02-2015,107.9532278358498,137.04204413472706,72.55742676474384,12.085388437217707,109.45976900245194,82.88,81.25,83.0,82.28,82.28,4.45946,38,BABA
04-06-2015,109.13716680664388,138.54500444393707,73.35317476496057,12.217930674581496,110.6602304324073,82.05,81.6139,82.59,81.82,81.82,4.45946,38,BABA
04-07-2015,107.98109752162128,137.07742351878144,72.57615851297277,12.088508454885762,109.48802762359622,81.94,81.88,82.95,82.21,82.21,4.45946,38,BABA
04-08-2015,107.89579201934704,136.96913180169287,72.51882305521967,12.078958484482063,109.40153164046755,83.3,83.0655,85.54,85.39,85.39,4.45946,38,BABA
04-09-2015,107.81690435903634,136.90291515591008,72.48376440254613,12.056111513979534,109.3486423334139,87.03,85.2,87.69,86.14,86.14,4.45946,38,BABA
04-10-2015,107.76874929532092,136.83676250302003,72.44873963115084,12.04772006120641,109.29580413948618,86.68,84.15,86.69,84.58,84.58,4.45946,38,BABA
04-13-2015,107.64391460334316,136.67825667261934,72.36481812185274,12.03376449957366,109.16920057274322,85.16,83.82,85.71,84.28,84.28,4.45946,38,BABA
04-14-2015,107.69300330033002,136.77067375030182,72.41374869194236,12.020738951943974,109.24301698462529,84.63,83.53,85.13,85.0,85.0,4.45946,38,BABA
04-15-2015,107.01877205704618,136.90291515591008,72.48376440254613,11.797879300620416,108.71710579324792,85.08,84.16,85.36,84.67,84.67,4.5,39,BABA
04-16-2015,106.86546085552864,137.13495399515736,72.60661824051654,11.916761904761906,105.21872477804682,85.15,83.89,85.4,84.06,84.06,4.5,39,BABA
04-17-2015,106.82407622551392,137.08184722625614,72.57850066156774,11.912147029399426,105.17797786168391,83.08,81.61,83.25,81.9,81.9,4.5,39,BABA
04-20-2015,106.5999838735688,137.0022641509434,72.53636510240285,11.722370585389456,105.11691662635062,82.25,81.52,82.69,82.2,82.2,4.525,41,BABA
04-21-2015,106.56917197452228,136.9912182536483,72.53051681044907,11.704481173909535,105.10844150608725,82.86,82.14,82.92,82.42,82.42,4.525,41,BABA
04-22-2015,106.08198094930576,137.1570939618986,72.61834032935099,11.765272844688408,105.07797868905392,82.78,81.52,82.84,82.05,82.05,4.53846,40,BABA
04-23-2015,106.03024689365822,137.0906954978215,72.58318541229627,11.759962885267065,105.02710989188316,81.88,81.62,82.75,82.28,82.28,4.53846,40,BABA
04-24-2015,106.06096068458868,136.0,72.62420279325099,11.690643416485026,105.08646161298137,82.88,82.8,84.99,84.57,84.57,4.53846,40,BABA
04-27-2015,105.62004566063216,135.42493327759735,72.31711630599054,11.637465834914304,104.64211067879997,85.53,84.65,86.27,84.9,84.9,4.53846,40,BABA
04-28-2015,105.83444387163291,135.69983245263563,72.46391287537053,11.661088735661812,104.85452377883746,85.54,83.82,85.57,85.08,85.08,4.53846,40,BABA
04-29-2015,105.96931266433307,135.8727598277225,72.55625635152356,11.675948897456166,104.98814382268964,84.06,81.64,84.4,82.45,82.45,4.53846,40,BABA
04-30-2015,105.91805620495622,135.8070393241217,72.52116150460313,11.67030133982555,104.93736194637472,82.22,80.4399,82.65,81.29,81.29,4.53846,40,BABA
05-01-2015,105.91775792851038,135.8070393241217,72.52116150460313,11.668887348241782,104.93736194637472,81.03,80.11,82.25,81.17,81.17,4.53846,40,BABA
05-04-2015,105.4992365920438,135.66049283298435,72.4429054598164,11.34231921404413,104.82412626832016,81.17,80.12,81.56,80.59,80.59,4.53846,40,BABA
05-05-2015,105.27702656977588,135.71951081965102,72.47442115269969,11.27546364178335,104.86972914619017,80.44,77.77,80.9,79.54,79.54,4.53846,40,BABA
05-06-2015,105.373468268688,135.84646399483913,72.54221433755342,11.28679300056447,104.96782517538908,79.65,79.51,80.85,80.0,80.0,4.5,40,BABA
05-07-2015,106.13663723657923,137.00006444544692,72.46858284462203,11.961037893922793,104.89769285299992,88.83,84.91,89.29,86.0,86.0,4.48718,38,BABA
05-08-2015,106.03454073990562,136.9537277134436,72.44407221891157,11.878087906070318,104.96448646298056,87.82,86.89,88.27,87.06,87.06,4.5,39,BABA
05-11-2015,106.21842325656304,136.95152198421647,72.4429054598164,11.900178772749236,104.999201159607,86.7,86.06,87.67,86.72,86.72,4.5122,40,BABA
05-12-2015,106.44876159494976,136.999974233445,72.43590569440866,11.853757085802629,104.98986086060292,87.05,86.14,87.5,86.77,86.77,4.5,41,BABA
05-13-2015,106.52736107529655,137.10595667870038,72.4919417225374,11.862419417225375,105.0710804538422,87.08,87.0,88.47,87.53,87.53,4.5,41,BABA
05-14-2015,106.57373631511906,137.16564389480982,72.5235001048032,11.867583560406958,105.11682172167492,87.74,87.53,88.48,88.4,88.4,4.5,41,BABA
05-15-2015,106.51383127870436,137.09049069373944,72.48376440254613,11.860633309161226,105.0592281041012,88.51,88.05,88.96,88.46,88.46,4.5,41,BABA
05-18-2015,106.53271549223132,137.11479595126042,72.49661530526724,11.862736122751596,105.0778544258913,87.61,86.61,87.93,87.11,87.11,4.5,41,BABA
05-19-2015,106.55058323129472,137.0617774054263,72.46858284462203,11.834557259779595,105.03722369014628,86.99,86.47,88.8,88.21,88.21,4.5,41,BABA
05-20-2015,106.59867182462928,137.12363636363636,72.50128949065119,11.839898452611218,105.08462927143778,88.14,87.3,90.8,90.7,90.7,4.5,41,BABA
05-21-2015,107.10278230556943,137.29403676387523,72.00006455465358,11.900566467085197,105.21521553184964,91.35,90.92,94.77,93.88,93.88,4.51163,42,BABA
05-22-2015,107.07529244719817,137.26302337964083,71.9838004420995,11.89704890523904,105.19144844055052,94.28,93.19,95.06,93.27,93.27,4.51163,42,BABA
05-26-2015,106.98272476664894,137.14353146007642,71.92113620609051,11.88739178797698,105.09987586851734,93.65,91.55,93.92,92.52,92.52,4.51163,42,BABA
05-27-2015,107.01032653390308,137.17891477868258,71.93969200999757,11.890458759977424,105.1269918568088,92.22,91.6,92.99,92.6,92.6,4.51163,42,BABA
05-28-2015,107.0269591162003,137.20103862591725,71.95129425046368,11.892328038061446,105.14394645593096,91.69,90.58,91.93,90.95,90.95,4.51163,42,BABA
05-29-2015,107.13898362507058,137.24530773574253,71.9745099620876,11.7725869161894,105.17787206582236,91.35,89.32,91.5,89.32,89.32,4.52273,43,BABA
06-01-2015,107.1257686723665,137.23423778028717,71.968704629779,11.768540087110823,105.1693886110663,90.09,89.49,90.99,90.78,90.78,4.52273,43,BABA
06-02-2015,107.1290989755586,137.24530773574253,71.9745099620876,11.774035653787204,105.17787206582236,90.55,90.19,91.54,90.51,90.51,4.52273,43,BABA
06-03-2015,107.13286544046468,137.25637947725073,71.98031623104228,11.7740496934495,105.18635688931911,90.73,89.9,91.04,90.79,90.79,4.52273,43,BABA
