 Date,KHC Price Target,KHC Price Target - High,KHC Price Target - Low,KHC Price Target - StdDev,KHC Price Target - Median,KHC Open,KHC Low,KHC High,KHC Close,KHC Adj. Close,KHC Rating,KHC Price Target - #,Ticker
08-20-2015,80.06667,94.0,68.0,7.65477,82.0,54.527491437508,54.350693302612,55.07586031924375,74.25,54.69692298345,3.625,15,KHC
08-21-2015,80.06667,94.0,68.0,7.65477,82.0,54.004463621774,53.230971781604,54.69692298345,72.27,53.238338370558,3.625,15,KHC
08-24-2015,80.06667,94.0,68.0,7.65477,82.0,50.26960302209599,45.245589355468,53.21623860369599,70.87,52.207015916998,3.625,15,KHC
08-25-2015,80.06667,94.0,68.0,7.65477,82.0,52.700577376916,51.566122678,53.33410402696,70.21,51.72082104603399,3.625,15,KHC
08-26-2015,80.06667,94.0,68.0,7.65477,82.0,52.83317597808799,51.219892997162,54.59379073809399,73.91,54.446458959014,3.625,15,KHC
08-27-2015,80.06667,94.0,68.0,7.65477,82.0,53.901331376418,53.864498431648,55.43358187885,75.18,55.382015756172,3.625,15,KHC
08-28-2015,80.06667,94.0,68.0,7.65477,82.0,54.80742181776,54.38015965842799,55.389382345126,74.69,55.021052897426,3.625,15,KHC
08-31-2015,80.06667,94.0,68.0,7.65477,82.0,54.66745662763399,53.45933603917799,54.829521584622,72.66,53.525635339764,3.625,15,KHC
09-01-2015,80.06667,94.0,68.0,7.65477,82.0,52.472213119342,51.300925475656,53.437236272316,70.12,51.654521745448,3.625,15,KHC
09-02-2015,80.06667,94.0,68.0,7.65477,82.0,52.184916150136,51.794486935574,53.09100659147799,72.07,53.09100659147799,3.625,15,KHC
09-03-2015,80.06667,94.0,68.0,7.65477,82.0,53.451969450224,52.884742100766005,54.431725781106,72.16,53.157305892064,3.625,15,KHC
09-04-2015,80.06667,94.0,68.0,7.65477,82.0,52.405913818756,51.6611516755066,52.811076211226,70.57,51.986018248378,3.625,15,KHC
09-08-2015,80.06667,94.0,68.0,7.65477,82.0,52.92894163449,52.162816383274,54.755855695082,74.07,54.564324382278,3.625,15,KHC
09-09-2015,80.0,94.0,68.0,7.63326,82.0,54.84425476253,53.024707290892,54.8810877073,72.17,53.164672481018,3.625,15,KHC
09-10-2015,80.0,94.0,68.0,7.63326,82.0,53.135206125202,52.877375511812,53.81293230897,72.16,53.157305892064,3.625,15,KHC
09-11-2015,80.0,94.0,68.0,7.63326,82.0,53.22360519265,52.74477691063999,54.461192136922,73.76,54.335960124704,3.625,15,KHC
09-14-2015,80.0,94.0,68.0,7.63326,82.0,54.1444288119,53.448286155747,55.035786075334,74.55,54.91792065207,3.625,15,KHC
09-15-2015,80.0,94.0,68.0,7.63326,82.0,55.20521762127599,54.332276830227,55.632479780608,75.39,55.536714124206,3.625,15,KHC
09-16-2015,80.26667,94.0,68.0,7.48747,82.0,55.39674893408,54.73375592821999,56.50910386613399,76.37,56.258639841698,3.625,15,KHC
09-17-2015,80.26667,94.0,68.0,7.48747,82.0,56.413338209732,55.9860760504,57.282522040414456,76.43,56.302839375422,3.625,15,KHC
09-18-2015,80.26667,94.0,68.0,7.48747,82.0,55.65457954746999,55.256783743954,56.3544054981,75.44,55.573547068976,3.625,15,KHC
09-21-2015,80.26667,94.0,68.0,7.48747,82.0,55.757711792826,55.21995079918399,56.12604124052599,75.2,55.39674893408,3.625,15,KHC
09-22-2015,80.26667,94.0,68.0,7.48747,82.0,54.62325709391,54.26229423516399,55.153651498598,74.31,54.741122517174,3.625,15,KHC
09-23-2015,80.26667,94.0,68.0,7.48747,82.0,54.637990271818,53.96402104841653,54.9532802790492,73.31,54.004463621774,3.625,15,KHC
09-24-2015,80.26667,94.0,68.0,7.48747,82.0,53.7760993642,52.81844280018,53.879231609556,72.92,53.717166652568,3.625,15,KHC
09-25-2015,80.26667,94.0,68.0,7.48747,82.0,54.36542648051999,53.614034407212,54.40225942528999,73.35,54.03392997758999,3.625,15,KHC
09-28-2015,80.26667,94.0,68.0,7.48747,82.0,53.636134174074,51.55875608904599,53.974997265958,69.99,51.55875608904599,3.625,15,KHC
09-29-2015,80.26667,94.0,68.0,7.48747,82.0,51.68398810126399,50.57163316921,52.288048395492,69.2,50.97679556168,3.625,15,KHC
09-30-2015,80.26667,94.0,68.0,7.48747,82.0,51.323025242518,51.168326874484,52.15544979431999,70.58,51.993384837332,3.625,15,KHC
10-01-2015,80.26667,94.0,68.0,7.48747,82.0,52.50167947515799,51.39676479794753,53.017340701938,70.83,52.177549561182,3.625,15,KHC
10-02-2015,80.26667,94.0,68.0,7.48747,82.0,51.706087868126,51.102027573898,52.64164466528399,71.41,52.60481172051399,3.625,15,KHC
10-05-2015,80.0,90.0,68.0,7.05219,82.0,53.0394404688,52.56031752323183,53.96026408805,72.24,53.21623860369599,3.625,15,KHC
10-06-2015,80.0,90.0,68.0,7.05219,82.0,53.253071548466,52.958407990306,53.81293230897,72.47,53.385670149638,3.625,15,KHC
10-07-2015,80.0,90.0,68.0,7.05219,82.0,53.58456805139599,53.39311040448153,54.321226946796,73.15,53.88659819851,3.625,15,KHC
10-08-2015,80.0,90.0,68.0,7.05219,82.0,53.89396478746399,53.58456805139599,54.858987940438,74.43,54.829521584622,3.625,15,KHC
10-09-2015,80.0,90.0,68.0,7.05219,82.0,54.814788406714,54.50539167064599,55.41148211198799,74.39,54.800055228806,3.625,15,KHC
10-12-2015,80.0,90.0,68.0,7.05219,82.0,54.814788406714,54.004463621774,54.814788406714,73.72,54.306493768888,3.625,15,KHC
10-13-2015,80.0,90.0,68.0,7.05219,82.0,54.225461290394,53.908697965372,54.461192136922,73.38,54.05602974445199,3.625,15,KHC
10-14-2015,80.0,90.0,68.0,7.05219,82.0,53.864498431648,53.7760993642,54.73375592821999,73.77,54.343326713658,3.625,15,KHC
10-15-2015,80.0,90.0,68.0,7.05219,82.0,54.62325709391,54.45529886575879,55.41148211198799,75.22,55.41148211198799,3.625,15,KHC
10-16-2015,80.0,90.0,68.0,7.05219,82.0,55.750345203872,55.153651498598,57.4593938412,77.39,57.010031915006,3.5625,15,KHC
10-19-2015,80.0,90.0,68.0,7.05219,82.0,56.641702467306,56.199707130066,56.86999305899046,76.8,56.57540316672,3.5625,15,KHC
10-20-2015,80.0,90.0,68.0,7.05219,82.0,56.13340782948,56.067108528894,56.84052670317445,76.87,56.626969289398,3.5625,15,KHC
10-21-2015,80.0,90.0,68.0,7.05219,82.0,56.7227349458,56.450171154502,57.267862528396,77.05,56.75956789057,3.5625,15,KHC
10-22-2015,80.0,90.0,68.0,7.05219,82.0,56.884799902788,56.884799902788,58.888512098276,79.94,58.888512098276,3.5625,15,KHC
10-23-2015,80.0,90.0,68.0,7.05219,82.0,58.30655157091,57.039498270822,58.851679153506,77.98,57.444660663292,3.5625,15,KHC
10-26-2015,79.875,90.0,68.0,6.84539,81.0,57.591992442372,56.339672320192,57.591992442372,76.81,56.582769755674,3.52941,16,KHC
10-27-2015,79.875,90.0,68.0,6.84539,81.0,56.14077441843399,56.14077441843399,57.07625754970245,77.17,56.847966958018,3.52941,16,KHC
10-28-2015,79.875,90.0,68.0,6.84539,81.0,56.83323378011,56.236540074836,58.34338451568,79.18,58.328651337772,3.52941,16,KHC
10-29-2015,79.875,90.0,68.0,6.84539,81.0,58.078187313336,57.3481583479946,58.1938427599138,78.65,57.93822212321,3.52941,16,KHC
10-30-2015,79.875,90.0,68.0,6.84539,81.0,57.731957632498,57.356261595844,58.188686147646,77.97,57.437294074338,3.52941,16,KHC
11-02-2015,79.875,90.0,68.0,6.84539,81.0,57.776157166222,57.253129350488,58.144486613922,78.27,57.65829174295799,3.52941,16,KHC
11-03-2015,79.875,90.0,68.0,6.84539,81.0,57.334161828982,55.89789798062062,57.45932017531045,76.43,56.302839375422,3.52941,16,KHC
11-04-2015,79.875,90.0,68.0,6.84539,81.0,56.221806896928,55.42621528989599,56.478385190195816,75.82,55.853477449228,3.52941,16,KHC
11-05-2015,79.875,90.0,68.0,6.84539,81.0,56.13340782948,55.06525243115,56.35359517331506,75.42,55.558813891068,3.52941,16,KHC
11-06-2015,80.3125,90.0,67.0,7.09506,82.0,54.32859353575,52.73004373273199,54.8810877073,72.01,53.046807057754,3.52941,16,KHC
11-09-2015,80.1875,88.0,67.0,6.89401,82.5,53.0394404688,52.19228273908999,53.540368517672,71.24,52.479579708296,3.58824,16,KHC
11-10-2015,80.1875,88.0,67.0,6.89401,82.5,52.85527574495,52.41372240304724,53.201505425788,72.08,53.098373180432,3.58824,16,KHC
11-11-2015,80.1875,88.0,67.0,6.89401,82.5,53.55510169558,52.567978775744,53.672967118844,72.11,53.120472947294,3.58824,16,KHC
11-12-2015,80.1875,88.0,67.0,6.89401,82.5,52.856856984624,52.1662574202,53.003516569542,70.9,52.648934535120006,3.58824,16,KHC
11-13-2015,80.1875,88.0,67.0,6.89401,82.5,52.441012085616,52.41138313656168,53.25042447832799,70.77,52.552399112136,3.58824,16,KHC
11-16-2015,80.1875,88.0,67.0,6.89401,82.5,52.738044156336,52.678637742192,53.547456549048,71.655,53.209582568604,3.58824,16,KHC
11-17-2015,80.1875,88.0,67.0,6.89401,82.5,53.54003074727999,52.455863689152,53.562308152584,71.45,53.05735363236,3.58824,16,KHC
11-18-2015,80.1875,88.0,67.0,6.89401,82.5,53.346959901312005,52.849431182856,54.234343212588,72.585,53.900182133028,3.58824,16,KHC
11-19-2015,80.1875,88.0,67.0,6.89401,82.5,54.3939979506,53.718249989712,54.750436435464,73.34,54.460830166512,3.58824,16,KHC
11-20-2015,80.1875,88.0,67.0,6.89401,82.5,55.077171713256,54.50538497712,56.116783960776,73.65,54.69103002132,3.58824,16,KHC
11-23-2015,80.1875,88.0,67.0,6.89401,82.5,54.973210488504,54.87296216463599,55.351926378672005,74.07,55.00291369557599,3.58824,16,KHC
11-24-2015,80.1875,88.0,67.0,6.89401,82.5,54.750436435464,54.713307426624006,55.329648973368,74.47,55.299945766296,3.58824,16,KHC
11-25-2015,80.1875,88.0,67.0,6.89401,82.5,55.28509416276,54.83954605667999,55.634106845856,74.64,55.426184396352,3.58824,16,KHC
11-27-2015,80.1875,88.0,67.0,6.89401,82.5,55.37420378397599,55.114300722096,55.69351326,74.61,55.403906991048,3.58824,16,KHC
11-30-2015,80.1875,88.0,67.0,6.89401,82.5,55.337074775136,54.5796429948,55.589552035248,73.69,54.720733228392,3.58824,16,KHC
12-01-2015,80.1875,88.0,67.0,6.89401,82.5,55.121726523864005,54.80241704784,55.69351326,74.47,55.299945766296,3.58824,16,KHC
12-02-2015,80.1875,88.0,67.0,6.89401,82.5,55.106874920328,54.149020750273685,55.41125853479832,73.04,54.238056113472005,3.58824,16,KHC
12-03-2015,80.1875,88.0,67.0,6.89401,82.5,54.43112695944,52.790024768712,54.713307426624006,71.46,53.06477943412799,3.58824,16,KHC
12-04-2015,80.1875,88.0,67.0,6.89401,82.5,53.02022462352,52.77517316517599,54.007856258664,72.22,53.629140368496,3.58824,16,KHC
12-07-2015,80.1875,88.0,67.0,6.89401,82.5,53.406366315456,52.61202830033304,53.6176303757556,71.43,53.042502028824,3.58824,16,KHC
12-08-2015,80.1875,88.0,67.0,6.89401,82.5,52.7231925528,52.4172495199584,53.20943405256863,71.53,53.116760046504,3.58824,16,KHC
12-09-2015,80.1875,88.0,67.0,6.89401,82.5,52.84200538108799,52.3519024644,53.592011359656,70.9,52.648934535120006,3.58824,16,KHC
12-10-2015,80.1875,88.0,67.0,6.89401,82.5,52.596953922744,52.359328266168006,52.97195691202799,70.84,52.604379724512,3.58824,16,KHC
12-11-2015,80.1875,88.0,67.0,6.89401,82.5,52.047444591912,51.527638468152,52.492992697992,69.69,51.750412521192,3.58824,16,KHC
12-14-2015,80.1875,88.0,67.0,6.89401,82.5,52.032592988376,51.809818935336,52.782598966944,70.975,52.70462804838,3.58824,16,KHC
12-15-2015,80.1875,88.0,67.0,6.89401,82.5,53.265276081864,53.20586966772,54.0227078622,72.01,53.473198531368006,3.58824,16,KHC
12-16-2015,80.1875,88.0,67.0,6.89401,82.5,53.918746637448,53.384088910152,54.35686894176,73.01,54.215778708168,3.58824,16,KHC
12-17-2015,80.1875,88.0,67.0,6.89401,82.5,54.17122389756,53.39151471192,54.43112695944,71.92,53.406366315456,3.58824,16,KHC
12-18-2015,80.1875,88.0,67.0,6.89401,82.5,53.035076227056,52.448437887384,53.421217918992,70.67,52.478141094456,3.58824,16,KHC
12-21-2015,80.1875,88.0,67.0,6.89401,82.5,52.79632655626,52.68402580493501,53.64981226633,71.38,53.44018419719,3.58824,16,KHC
12-22-2015,80.1875,88.0,67.0,6.89401,82.5,53.63483883282,53.3915205382825,54.795279929845,72.93,54.60062529421501,3.58824,16,KHC
12-23-2015,80.1875,88.0,67.0,6.89401,82.5,54.87763381415,54.645545594745,55.98566789389,74.51,55.783526541505005,3.58824,16,KHC
12-24-2015,80.1875,88.0,67.0,6.89401,82.5,56.008128044155,55.31186338594,56.008128044155,73.96,55.37175711998,3.58824,16,KHC
12-28-2015,80.1875,88.0,67.0,6.89401,82.5,55.184589201105,54.570678427195,55.24029037376221,73.42,54.967474415210006,3.58824,16,KHC
12-29-2015,80.1875,88.0,67.0,6.89401,82.5,55.139668900575,54.952500981700005,56.04556162793,74.69,55.918287443095,3.58824,16,KHC
12-30-2015,80.1875,88.0,67.0,6.89401,82.5,55.88834057607501,55.184589201105,56.12042879548,73.75,55.214536068125,3.58824,16,KHC
12-31-2015,80.1875,88.0,67.0,6.89401,82.5,54.93004083143501,54.376023791565,55.02736814925,72.76,54.473351109380005,3.58824,16,KHC
01-04-2016,80.1875,88.0,67.0,6.89401,82.5,53.44018419719,53.417724046925,54.540731560175,72.7,54.42843080885,3.58824,16,KHC
01-05-2016,80.1875,88.0,67.0,6.89401,82.5,54.45837767587,54.11398870514,55.08726188329,73.39,54.945014264945,3.58824,16,KHC
01-06-2016,80.1875,88.0,67.0,6.89401,82.5,54.05409497110001,53.92682078626501,55.16212905084001,73.53,55.049828299515,3.58824,16,KHC
01-07-2016,80.375,88.0,67.0,6.76272,82.5,53.91184735275501,53.792059884675,54.645545594745,71.9,53.82949346845,3.58824,16,KHC
01-08-2016,80.375,88.0,67.0,6.76272,82.5,54.046608254345,53.23055612805,54.256236323485,71.18,53.29044986209001,3.58824,16,KHC
01-11-2016,80.375,88.0,67.0,6.76272,82.5,53.417724046925,52.983494475135,54.301156624015,72.27,54.106501988385,3.58824,16,KHC
01-12-2016,80.375,88.0,67.0,6.76272,82.5,54.540731560175,54.002885828495806,54.915067397925,73.23,54.825226796865,3.58824,16,KHC
01-13-2016,80.4375,88.0,67.0,6.79125,83.0,54.795279929845,52.88616715732,54.98244784872,70.81,53.013441342155005,3.58824,16,KHC
01-14-2016,80.4375,88.0,67.0,6.79125,83.0,53.12574209348,52.634613474352,53.55076300366135,70.74,52.96103432487,3.58824,16,KHC
01-15-2016,80.5,88.0,67.0,6.85565,83.0,51.58347844195001,51.04443483559,52.51931803632501,69.2,51.8080799446,3.58824,16,KHC
01-19-2016,80.5,88.0,67.0,6.85565,83.0,52.414504001755006,52.070115031025,52.79632655626,70.17,52.53429146983501,3.58824,16,KHC
01-20-2016,80.5,88.0,67.0,6.85565,83.0,51.867973678640006,51.46369097387,53.58991853229,71.17,53.282963145335,3.58824,16,KHC
01-21-2016,81.25,98.0,67.0,7.98044,83.0,53.904360636,53.3999056610481,54.900093964415,73.05,54.690465895275,3.70588,16,KHC
01-22-2016,81.25,98.0,67.0,7.98044,83.0,55.1022353168,54.28618319050501,55.77603982475,74.39,55.693685940445,3.70588,16,KHC
01-25-2016,81.125,98.0,67.0,7.98338,82.0,55.17710248435,54.90765554833756,55.903314009585,74.03,55.424164137265,3.70588,16,KHC
01-26-2016,81.125,98.0,67.0,7.98338,82.0,54.93004083143501,54.93004083143501,56.899047338,75.98,56.88407390449,3.70588,16,KHC
01-27-2016,81.125,98.0,67.0,7.98338,82.0,56.801720020185,56.262676413825005,57.760019764825,75.97,56.876587187735,3.70588,16,KHC
01-28-2016,81.125,98.0,67.0,7.98338,82.0,57.101188690385,56.509738066740006,57.640232296745,76.16,57.01883480608,3.70588,16,KHC
01-29-2016,81.125,98.0,67.0,7.98338,82.0,57.572851845950005,57.19851600820001,58.56109845761,78.06,58.44131098953,3.70588,16,KHC
02-01-2016,81.125,98.0,67.0,7.98338,82.0,57.92472753343501,56.651985685085,58.00708141774,77.01,57.655205730255005,3.64706,16,KHC
02-02-2016,81.125,98.0,67.0,7.98338,82.0,56.876587187735,56.68941926886,57.4979846784,75.97,56.876587187735,3.64706,16,KHC
02-03-2016,81.125,98.0,67.0,7.98338,82.0,57.176055857935005,55.274429802165,57.176055857935005,74.89,56.068021778195,3.64706,16,KHC
02-04-2016,81.125,98.0,67.0,7.98338,82.0,56.180322529520005,54.59313857746,56.2999602632649,74.15,55.514004738325006,3.64706,16,KHC
02-05-2016,81.125,98.0,67.0,7.98338,82.0,55.61133205614,54.009174670570005,55.82096012528,72.78,54.488324542890005,3.64706,16,KHC
02-08-2016,81.125,98.0,67.0,7.98338,82.0,53.97174108679501,52.54177818659001,54.05409497110001,71.22,53.32039672911,3.64706,16,KHC
02-09-2016,81.125,98.0,67.0,7.98338,82.0,52.8562202903,52.414504001755006,53.87441376898,71.51,53.53751151500501,3.64706,16,KHC
02-10-2016,81.125,98.0,67.0,7.98338,82.0,53.956767653285,53.689342130796405,54.87763381415,72.11,53.986714520305,3.64706,16,KHC
02-11-2016,81.125,98.0,67.0,7.98338,82.0,53.080821792950005,52.53728615653701,53.87441376898,71.44,53.48510449772,3.64706,16,KHC
02-12-2016,81.125,98.0,67.0,7.98338,82.0,54.05409497110001,53.17066239401,54.241262889975005,71.92,53.84446690196,3.70588,16,KHC
02-16-2016,81.125,98.0,67.0,7.98338,82.0,54.57816514395,53.84446690196,54.69795261203,72.31,54.136448855405,3.70588,16,KHC
02-17-2016,81.125,98.0,67.0,7.98338,82.0,54.6530323115,54.27869647375,55.693685940445,74.24,55.58138518912,3.70588,16,KHC
02-18-2016,81.125,98.0,67.0,7.98338,82.0,55.46159772104,54.90758068117,55.61881877289501,73.45,54.98993456547501,3.70588,16,KHC
02-19-2016,81.125,98.0,67.0,7.98338,82.0,54.57816514395,54.525758126665,55.17201151695661,73.52,55.04234158276,3.70588,16,KHC
02-22-2016,81.125,98.0,67.0,7.98338,82.0,55.693685940445,54.061581687855,55.693685940445,73.33,54.900093964415,3.70588,16,KHC
02-23-2016,81.47059,98.0,67.0,7.86741,84.0,54.72789947905,54.323616774280005,55.019881432495,72.82,54.51827140991,3.77778,17,KHC
02-24-2016,81.47059,98.0,67.0,7.86741,84.0,54.151422288915,53.77334309278751,54.900093964415,72.99,54.645545594745,3.77778,17,KHC
02-25-2016,81.47059,98.0,67.0,7.86741,84.0,54.959987698455,54.900093964415,56.13540222899,74.96,56.12042879548,3.77778,17,KHC
02-26-2016,83.44444,104.0,67.0,8.24771,85.0,58.9953280294,57.38568392707501,59.07019519695,77.84,58.27660322092,3.89474,18,KHC
02-29-2016,83.44444,104.0,67.0,8.24771,85.0,57.85734708264,57.59531199621501,58.396390689,77.02,57.66269244701,3.84211,18,KHC
03-01-2016,83.44444,104.0,67.0,8.24771,85.0,58.14184231933,57.587825279460006,58.336496954960005,77.66,58.14184231933,3.84211,18,KHC
03-02-2016,83.44444,104.0,67.0,8.24771,85.0,58.104408735555005,56.98888793906001,58.2466563539,77.49,58.014568134495,3.84211,18,KHC
03-03-2016,83.44444,104.0,67.0,8.24771,85.0,57.87232051615,57.24343630873,58.059488435025,77.37,57.92472753343501,3.84211,18,KHC
03-04-2016,83.44444,104.0,67.0,8.24771,85.0,58.329010238205,57.09370197363,58.336496954960005,77.2,57.7974533486,3.84211,18,KHC
03-07-2016,82.83333,93.0,67.0,7.01783,85.0,57.655205730255005,57.00386137257,57.93970096694501,76.5,57.27338317575,3.84211,18,KHC
03-08-2016,82.83333,93.0,67.0,7.01783,85.0,56.90653405475501,56.85412703747,57.760019764825,76.29,57.11616212389501,3.84211,18,KHC
03-09-2016,82.83333,93.0,67.0,7.01783,85.0,57.400657360585,56.7493130029,57.6477190135,76.63,57.370710493565,3.84211,18,KHC
03-10-2016,82.83333,93.0,67.0,7.01783,85.0,57.63274557999001,56.562145084025,57.757025078123,76.22,57.06375510661,3.84211,18,KHC
03-11-2016,82.83333,93.0,67.0,7.01783,85.0,57.84237364913,57.206002724955,57.909754099925,76.95,57.610285429725,3.84211,18,KHC
03-14-2016,82.83333,93.0,67.0,7.01783,85.0,57.55787841244,56.97391450555,58.224121336467455,77.57,58.074461868535,3.84211,18,KHC
03-15-2016,82.83333,93.0,67.0,7.01783,85.0,57.99210798423,57.51295811191,58.26162978741,77.78,58.23168292039,3.84211,18,KHC
03-16-2016,82.83333,93.0,67.0,7.01783,85.0,58.816224783386005,58.039349795865,58.914276966277,78.03,58.853937161421,3.84211,18,KHC
03-17-2016,82.83333,93.0,67.0,7.01783,85.0,58.514525759106,57.880957808118,58.90673449067,78.01,58.838852210207,3.84211,18,KHC
03-18-2016,83.11111,95.0,67.0,7.38534,85.0,59.117923807666,57.903585234938994,59.125466283273,77.31,58.310878917717,3.84211,18,KHC
03-21-2016,83.11111,95.0,67.0,7.38534,85.0,58.054434747079,57.451036698519,58.45418595425,76.59,57.767820674013,3.84211,18,KHC
03-22-2016,83.11111,95.0,67.0,7.38534,85.0,58.06951969829299,57.345442040021,58.09576751340536,76.44,57.654683539908,3.84211,18,KHC
03-23-2016,83.11111,95.0,67.0,7.38534,85.0,57.752735722799,57.481206600947,58.122317027542,76.81,57.933755137367,3.84211,18,KHC
03-24-2016,83.11111,95.0,67.0,7.38534,85.0,57.903585234938994,57.21608858336096,58.280709015289,76.46,57.66976849112199,3.84211,18,KHC
03-28-2016,83.11111,95.0,67.0,7.38534,85.0,57.790448100834006,57.368069466842,58.778512405351,77.76,58.650290320032006,3.84211,18,KHC
03-29-2016,83.11111,95.0,67.0,7.38534,85.0,58.514525759106,58.099689600721,59.44225025876701,78.8,59.43470778315999,3.84211,18,KHC
03-30-2016,83.11111,95.0,67.0,7.38534,85.0,59.525217490444,59.03495657598899,59.623269673335,78.9,59.51013253923,3.84211,18,KHC
03-31-2016,83.11111,95.0,67.0,7.38534,85.0,59.547844917265,59.042499051596,59.547844917265,78.56,59.253688368592,3.84211,18,KHC
04-01-2016,83.11111,95.0,67.0,7.38534,85.0,59.231060941771,58.91804820408049,59.706236905012,79.08,59.645897100156,3.84211,18,KHC
04-04-2016,82.88235,95.0,67.0,7.53722,85.0,59.562929868479,59.117923807666,59.653439575763,78.85,59.472420161195,3.77778,17,KHC
04-05-2016,82.88235,95.0,67.0,7.53722,85.0,59.185806088129,58.748342502923,59.472420161195,78.01,58.838852210207,3.77778,17,KHC
