 Date,GD Price Target,GD Price Target - High,GD Price Target - Low,GD Price Target - StdDev,GD Price Target - Median,GD Open,GD Low,GD High,GD Close,GD Adj. Close,GD Rating,GD Price Target - #,Ticker
02-05-2013,75.5625,87,54,9.82324,80.0,51.895351833406,51.79957449997,52.69349627870599,65.14,51.991129166842,3.86957,16,GD
02-06-2013,75.5625,87,54,9.82324,80.0,51.87938894449999,51.87938894449999,52.93293961229599,66.27,52.893032390031,3.86957,16,GD
02-07-2013,75.5625,87,54,9.82324,80.0,52.908995278937,52.661570500894,53.571455168536,66.77,53.292104612680994,3.86957,16,GD
02-08-2013,75.5625,87,54,9.82324,80.0,53.26816027932199,53.052661279091,53.37990050166399,66.82,53.332011834946,3.86957,16,GD
02-11-2013,75.5625,87,54,9.82324,80.0,53.332011834946,52.91697672338999,53.547510835177,66.66,53.20430872369799,3.86957,16,GD
02-12-2013,75.5625,87,54,9.82324,80.0,53.41980772392901,53.0726148902235,53.46769639064699,66.68,53.220271612604,3.86957,16,GD
02-13-2013,75.5625,87,54,9.82324,80.0,53.24421594596299,52.454052945116,53.39586339057,66.11,52.765329278783,3.86957,16,GD
02-14-2013,75.5625,87,54,9.82324,80.0,52.525885945193,52.38221994503899,53.276141723775,66.22,52.853125167766,3.86957,16,GD
02-15-2013,75.5625,87,54,9.82324,80.0,52.821199389954,52.59771894527,53.068624167996994,66.4,52.99679116792,3.86957,16,GD
02-19-2013,75.5625,87,54,9.82324,80.0,53.09256850135599,52.845143723312994,53.499622168459,67.03,53.499622168459,3.86957,16,GD
02-20-2013,75.5625,87,54,9.82324,80.0,53.507603612912,53.14045716807399,53.563473724083,66.61,53.164401501433,3.86957,16,GD
02-21-2013,75.5625,87,54,9.82324,80.0,53.15642005697999,52.709459167612,53.276141723775,66.49,53.068624167996994,3.86957,16,GD
02-22-2013,75.5625,87,54,9.82324,80.0,53.24421594596299,53.24421594596299,54.09024905798099,67.32,53.73108405759599,3.86957,16,GD
02-25-2013,75.5625,87,54,9.82324,80.0,54.04236039126299,53.212290168151,54.186026391417,66.69,53.228253057057,3.86957,16,GD
02-26-2013,75.5625,87,54,9.82324,80.0,53.483659279553,53.08059633467649,53.627325279706994,66.91,53.403844835022994,3.86957,16,GD
02-27-2013,75.5625,87,54,9.82324,80.0,53.276141723775,53.15642005697999,54.86444916992199,68.55,54.712801725315,3.86957,16,GD
02-28-2013,75.5625,87,54,9.82324,80.0,54.632987280785,54.24189650258799,55.103892503512,67.97,54.24987794704099,3.86957,16,GD
03-01-2013,75.5625,87,54,9.82324,80.0,53.906675835562,53.403844835022994,54.385562502742,67.73,54.058323280169,3.86957,16,GD
03-04-2013,75.5625,87,54,9.82324,80.0,53.810898502126,53.052661279091,53.986490280092,67.04,53.507603612912,3.86957,16,GD
03-05-2013,75.5625,87,54,9.82324,80.0,53.71512116869,53.69796106311604,54.170063502511,67.67,54.010434613451,3.86957,16,GD
03-06-2013,75.3125,87,54,10.13483,80.0,54.17804494696399,53.79493561322,54.2738222804,67.68,54.018416057904005,3.86957,16,GD
03-07-2013,75.3125,87,54,10.13483,80.0,54.19400783587,53.93062016892099,54.52922850289599,67.74,54.06630472462199,3.86957,16,GD
03-08-2013,75.3125,87,54,10.13483,80.0,54.31372950266499,54.31372950266499,55.0440316701145,68.89,54.984170836717,3.86957,16,GD
03-11-2013,75.3125,87,54,10.13483,80.0,54.95224505890499,54.736746058674,55.31141005929,69.16,55.199669836948,3.86957,16,GD
03-12-2013,75.3125,87,54,10.13483,80.0,55.159762614683,54.57711716961399,55.343335837102,68.77,54.888393503280994,3.86957,16,GD
03-13-2013,75.3125,87,54,10.13483,80.0,54.99215228117,54.97618939226399,56.013777171154,70.11,55.95790705998299,3.86957,16,GD
03-14-2013,75.3125,87,54,10.13483,80.0,55.973869948889,55.55085339287999,56.17340606021399,69.65,55.590760615145,3.86957,16,GD
03-15-2013,75.3125,87,54,10.13483,80.0,55.32737294819599,55.167744059136,55.79827817092299,69.91,55.79827817092299,3.86957,16,GD
03-18-2013,75.3125,87,54,10.13483,80.0,55.23159561476,55.17572550358899,55.94992561552999,69.69,55.62268639295699,3.86957,16,GD
03-19-2013,75.3125,87,54,10.13483,80.0,55.870111171,55.614704948504,56.261201949197,69.92,55.806259615376,3.86957,16,GD
03-20-2013,75.3125,87,54,10.13483,80.0,56.037721504512994,55.614704948504,56.253220504744,69.74,55.662593615222,3.86957,16,GD
03-21-2013,75.3125,87,54,10.13483,80.0,55.367280170461,54.9562357811315,55.62268639295699,68.89,54.984170836717,3.86957,16,GD
03-22-2013,75.3125,87,54,10.13483,80.0,55.183706948042,55.0719667257,55.423150281632,69.29,55.303428614837,3.86957,16,GD
03-25-2013,75.3125,87,54,10.13483,80.0,55.494983281709,55.199669836948,55.806259615376,69.53,55.494983281709,3.86957,16,GD
03-26-2013,75.3125,87,54,10.13483,80.0,55.694519393034,55.654612170769,56.16143389353449,70.3,56.10955450459,3.86957,16,GD
03-27-2013,75.3125,87,54,10.13483,80.0,55.718463726393,55.6115123707228,56.356979282633,70.26,56.077628726778,3.86957,16,GD
03-28-2013,75.3125,87,54,10.13483,80.0,56.101573060137,56.013777171154,56.50854691279546,70.51,56.277164838103,3.86957,16,GD
04-01-2013,75.3125,87,54,10.13483,80.0,55.981851393342,54.369599613836,56.06166583787199,68.16,54.40152539164799,3.86957,16,GD
04-02-2013,75.1875,87,54,10.08848,79.0,54.704820280862,53.19632727924501,54.80059761429799,67.0,53.4756778351,3.86957,16,GD
04-03-2013,75.1875,87,54,10.08848,79.0,53.603380946348,53.371919057211,54.776653280938994,68.39,54.585098614067,3.86957,16,GD
04-04-2013,75.1875,87,54,10.08848,79.0,54.664913058596994,53.627325279706994,54.848486281016,67.69,54.02639750235699,3.86957,16,GD
04-05-2013,75.1875,87,54,10.08848,79.0,53.770991279861,53.611362390801,55.582779170692,69.56,55.518927615068,3.86957,16,GD
04-08-2013,75.0625,87,54,10.27417,79.0,55.51094617061499,54.776653280938994,55.518927615068,69.08,55.13581828132399,3.86957,16,GD
04-09-2013,75.0625,87,54,10.27417,79.0,55.367280170461,54.904356392187005,55.614704948504,69.33,55.335354392649,3.86957,16,GD
04-10-2013,75.0625,87,54,10.27417,79.0,55.399725898514994,55.311215080086,56.09171956986899,69.46,55.890558618894,3.86957,16,GD
04-11-2013,75.6875,87,54,9.29192,79.0,56.08367313183,56.00320875144,57.435474722382,71.33,57.395242532187,3.95652,16,GD
04-12-2013,75.6875,87,54,9.29192,79.0,56.952688440042,56.317019834961,57.057292134549,70.6,56.80785255534,3.95652,16,GD
04-15-2013,75.6875,87,54,9.29192,79.0,56.059533817713,54.79624304559,56.325066273,68.19,54.868660987941,3.95652,16,GD
04-16-2013,75.6875,87,54,9.29192,79.0,55.158332757345,54.691639351083,55.391679460476006,68.39,55.029589748721,3.95652,16,GD
04-17-2013,75.6875,87,54,9.29192,79.0,54.506571276186,52.921422982503,54.691639351083,66.43,53.452487893077006,3.95652,16,GD
04-18-2013,75.6875,87,54,9.29192,79.0,53.50881295935,52.59980685408417,53.637555967974,65.99,53.098444619361,3.95652,16,GD
04-19-2013,75.6875,87,54,9.29192,79.0,53.388116388765,53.323744884453,54.015738555807,67.0,53.9111348613,3.95652,16,GD
04-22-2013,75.75,87,54,9.27699,79.0,54.039877869924,53.146723247595,54.039877869924,66.37,53.40420926484301,3.95652,16,GD
04-23-2013,75.75,87,54,9.27699,79.0,53.862856233066,53.291559132297,54.055970746002,67.1,53.99159924169,3.95652,16,GD
04-24-2013,75.75,87,54,9.27699,79.0,55.134193443228,55.11810056715,58.07918976550201,71.73,57.71710005374701,3.95652,16,GD
04-25-2013,76.0,87,54,9.65013,79.5,57.580310607084,57.22626733336801,59.511455736444,73.53,59.165458900767,3.95652,16,GD
04-26-2013,76.0,87,54,9.65013,79.5,59.028669454104,58.747044122739005,59.4672003272295,73.3,58.98039082587,3.95652,16,GD
04-29-2013,76.0,87,54,9.65013,79.5,59.125226710572,58.714858370583,59.125226710572,73.28,58.964297949792,3.95652,16,GD
04-30-2013,76.0,87,54,9.65013,79.5,58.98039082587,58.481511667452,59.616059430951005,73.96,59.511455736444,3.95652,16,GD
05-01-2013,76.0,87,54,9.65013,79.5,59.286155471352,59.278109033313,59.97814914270601,73.78,59.366619851742,3.95652,16,GD
05-02-2013,76.0,87,54,9.65013,79.5,59.414898479976,59.294201909391,59.921824076433,74.46,59.913777638394,3.95652,16,GD
05-03-2013,76.0,87,54,9.65013,79.5,59.94596339055,59.92987051447201,60.654049937982,75.24,60.541399805436,3.95652,16,GD
05-06-2013,76.0625,87,54,9.69193,79.5,60.404610358773,60.26782091211,60.75060719445,75.25,60.549446243475,3.95652,16,GD
05-07-2013,76.0625,87,54,9.69193,79.5,60.58163199563101,60.259774474071,60.83107157484,75.2,60.50921405328,3.95652,16,GD
05-08-2013,76.375,87,54,9.40661,79.5,60.42874967289,60.139077903486,60.855210888957,75.42,60.686235690138005,3.95652,16,GD
05-09-2013,76.375,87,54,9.40661,79.5,60.702328566216,60.364378168578,61.048325401893,75.25,60.549446243475,3.95652,16,GD
05-10-2013,76.375,87,54,9.40661,79.5,60.549446243475,60.468981863085006,60.967861021503,75.7,60.91153595523,3.95652,16,GD
05-13-2013,76.375,87,54,9.40661,79.5,60.686235690138005,60.155170779564,60.91153595523,75.2,60.50921405328,3.95652,16,GD
05-14-2013,76.375,87,54,9.40661,79.5,60.60577130974799,60.60577130974799,61.9575729003,76.64,61.667901130896,3.95652,16,GD
05-15-2013,76.375,87,54,9.40661,79.5,61.418461551687,60.919582393269,61.732272635208,76.61,61.643761816779,3.95652,16,GD
05-16-2013,76.375,87,54,9.40661,79.5,61.595483188545,61.185114848556005,61.997805090495,76.14,61.265579228946,3.95652,16,GD
05-17-2013,76.375,87,54,9.40661,79.5,61.46674017992101,61.458693741882,62.995563407331005,78.29,62.995563407331005,3.95652,16,GD
05-20-2013,77.5,88,54,9.65013,81.5,62.88291327478501,62.673705885771,63.301328052813005,78.6,63.24500298654,4.04348,16,GD
05-21-2013,77.5,88,54,9.65013,81.5,63.140399292033,62.617380819498,63.317420928891,77.98,62.746123828122,4.04348,16,GD
