 Date,GD Price Target,GD Price Target - High,GD Price Target - Low,GD Price Target - StdDev,GD Price Target - Median,GD Open,GD Low,GD High,GD Close,GD Adj. Close,GD Rating,GD Price Target - #,Ticker
05-22-2013,77.5,88,54,9.65013,81.5,62.858773960668,62.070223032846,63.24500298654,77.42,62.295523297938,4.04348,16,GD
05-23-2013,77.6875,88,54,9.6871,81.5,61.506972370116,61.281672105024,62.174022083549104,76.94,61.909294272066,4.04348,16,GD
05-24-2013,77.6875,88,54,9.6871,81.5,61.67594756893501,61.450647303843006,62.5168003440105,77.34,62.231151793626005,4.04348,16,GD
05-28-2013,77.6875,88,54,9.6871,81.5,62.858773960668,62.351848364210994,63.180631482228,77.87,62.657613009693,4.04348,16,GD
05-29-2013,77.6875,88,54,9.6871,81.5,62.32770905009399,62.02741598247852,62.834634646551,77.53,62.384034116367005,4.04348,16,GD
05-30-2013,78.75,88,54,8.04285,81.5,62.59324150538101,62.577148629303,63.37374599516401,78.35,63.043842035565,4.04348,16,GD
05-31-2013,78.75,88,54,8.04285,81.5,62.7622167042,62.03803728069,63.067981349682,77.1,62.03803728069,4.04348,16,GD
06-03-2013,78.75,88,54,8.04285,81.5,62.14264097519701,61.804690577559,62.697845199888,77.57,62.416219868522994,4.04348,16,GD
06-04-2013,78.75,88,54,8.04285,81.5,62.287476859899,61.43455442776499,62.609334381459,77.21,62.126548099119,4.04348,16,GD
06-05-2013,78.75,88,54,8.04285,81.5,61.852969205793,61.523065246194,62.0855112651201,76.68,61.70008688305201,4.04348,16,GD
06-06-2013,78.75,88,54,8.04285,81.5,61.708133321091,61.458693741882,62.665659447732,77.85,62.641520133615,4.04348,16,GD
06-07-2013,78.75,88,54,8.04285,81.5,63.00360984537,62.826588208512,63.93699665789399,79.12,63.663417764568,4.04348,16,GD
06-10-2013,78.75,88,54,8.04285,81.5,63.582953384178,63.051888473604,63.768021459075,78.58,63.228910110462,4.04348,16,GD
06-11-2013,78.75,88,54,8.04285,81.5,62.721984514005,62.60128794342,63.65134810750951,78.17,62.899006150863,4.04348,16,GD
06-12-2013,79.625,88,54,8.23009,82.0,63.293281614774,62.689798761849,63.5668605081,78.3,63.00360984537,4.04348,16,GD
06-13-2013,79.625,88,54,8.23009,82.0,62.88291327478501,62.512777124991,63.2329333294815,78.07,62.818541770473,4.04348,16,GD
06-14-2013,79.625,88,54,8.23009,82.0,62.850727522629,62.68175232381,63.5668605081,78.0,62.7622167042,4.04348,16,GD
06-17-2013,79.625,88,54,8.23009,82.0,63.269142300657,62.730030952044,63.671464202607,78.38,63.067981349682,4.04348,16,GD
06-18-2013,79.625,88,54,8.23009,82.0,63.228910110462,63.18867792026701,63.953089533972005,78.85,63.446163937515,4.04348,16,GD
06-19-2013,79.625,88,54,8.23009,82.0,63.518581879866,62.343801926172006,63.534674755944,77.5,62.35989480225,4.04348,16,GD
06-20-2013,79.625,88,54,8.23009,82.0,61.941480024222,61.257532790907,62.464498496757,76.23,61.337997171297005,4.04348,16,GD
06-21-2013,79.625,88,54,8.23009,82.0,61.804690577559,61.31385785718,62.12968620995421,76.2,61.31385785718,4.04348,16,GD
06-24-2013,80.1875,88,54,8.20228,82.5,61.185114848556005,60.855210888957,62.03803728069,76.48,61.539158122272006,4.04348,16,GD
06-25-2013,80.1875,88,54,8.20228,82.5,61.933433586183,61.23339347679,62.054130156768,76.42,61.490879494038005,4.04348,16,GD
06-26-2013,80.1875,88,54,8.20228,82.5,62.11850166108,61.708133321091,62.738077390083,77.89,62.673705885771,4.04348,16,GD
06-27-2013,80.1875,88,54,8.20228,82.5,63.035795597526,62.786356018317,63.574906946139,78.67,63.301328052813005,4.04348,16,GD
06-28-2013,80.1875,88,54,8.20228,82.5,63.116259977916,62.979470531253,63.51045497744661,78.33,63.027749159487,4.04348,16,GD
07-01-2013,80.1875,88,54,8.20228,82.5,62.810495332434,62.730030952044,63.86457871554301,79.01,63.574906946139,4.04348,16,GD
07-02-2013,80.76471,90,54,8.28556,83.0,63.380413922265,62.8860774884,63.80181547244501,78.07,63.266959658755,4.04348,17,GD
07-03-2013,80.76471,90,54,8.28556,83.0,63.137297643315,62.72399996910001,63.68836120893501,78.34,63.48576430981001,4.04348,17,GD
07-05-2013,80.76471,90,54,8.28556,83.0,64.05303562736,63.71267283683001,64.4784891155225,79.42,64.36098291403,4.04348,17,GD
07-08-2013,80.76471,90,54,8.28556,83.0,64.758072836315,64.32856741017,64.952565859475,79.72,64.60409919298,4.04348,17,GD
07-09-2013,80.76471,90,54,8.28556,83.0,65.00118911526499,64.60409919298,65.26861702211,79.86,64.71755345649,4.04348,17,GD
07-10-2013,81.41176,90,54,8.47181,83.0,64.822903844035,64.76617671228,65.60897981264,80.6,65.3172402779,4.04348,17,GD
07-11-2013,82.05882,95,54,9.12315,83.0,65.908823223345,65.81968058773,67.03526198248,82.45,66.816457331425,4.04348,17,GD
07-12-2013,82.05882,95,54,9.12315,83.0,66.67869144002,66.64060322298451,67.31079376529,82.6,66.9380154709,4.04348,17,GD
07-15-2013,82.47059,95,54,9.53086,83.0,66.97853485072501,66.897496091075,67.73219531547,83.56,67.71598756354001,4.0,17,GD
07-16-2013,82.47059,95,54,9.53086,83.0,67.772714695295,67.22165112967501,67.97531159441999,83.01,67.270274385465,4.0,17,GD
07-17-2013,82.47059,95,54,9.53086,83.0,67.286482137395,66.95422322283001,67.61874105196,82.93,67.20544337774501,4.0,17,GD
07-18-2013,83.47059,100,54,10.38731,84.0,67.46476740862501,67.338346943571,68.194116245475,83.72,67.84564957898,4.0,17,GD
07-19-2013,83.47059,100,54,10.38731,84.0,67.91858446266501,67.69977981161001,68.61551779565501,84.4,68.39671314460001,4.0,17,GD
07-22-2013,83.47059,100,54,10.38731,84.0,68.20222012143999,68.015830974245,68.728972059165,84.23,68.258947253195,4.0,17,GD
07-23-2013,84.29412,100,54,10.78542,84.0,68.437232524425,67.89427283477,68.52637516004,84.03,68.096869733895,4.0,17,GD
07-24-2013,84.94118,100,54,11.14329,86.0,68.89915345442999,68.83432244671,70.1795658569,85.31,69.134165857415,4.0,17,GD
07-25-2013,87.58824,102,54,12.11736,89.0,69.2071007411,68.583102291795,69.62850229128,85.8,69.5312557797,4.0,17,GD
07-26-2013,89.52941,115,54,13.61711,90.0,69.14226973337999,68.923465082325,69.57987903549,85.86,69.57987903549,4.0,17,GD
07-29-2013,89.52941,115,54,13.61711,90.0,68.7208681832,68.064454230035,69.150373609345,85.02,68.89915345442999,4.0,17,GD
07-30-2013,89.52941,115,54,13.61711,90.0,69.020711593905,68.8829457025,69.70143717496501,85.65,69.409697640225,4.0,17,GD
07-31-2013,89.52941,115,54,13.61711,90.0,69.28813950075,68.93967283425499,69.831099190405,85.34,69.15847748531,4.0,17,GD
08-01-2013,89.52941,115,54,13.61711,90.0,69.5312557797,69.49884027584001,70.4834612055875,86.81,70.349747252165,4.0,17,GD
08-02-2013,89.52941,115,54,13.61711,90.0,70.24439686462001,70.04990384146,70.94133019761001,87.49,70.900810817785,4.0,17,GD
08-05-2013,90.35294,115,54,13.56007,95.0,70.53613639936,70.1398568646715,71.16823872463,87.69,71.062888337085,4.0,17,GD
08-06-2013,90.35294,115,54,13.56007,95.0,70.73062942252001,70.69011004269501,71.192550352525,87.34,70.77925267831,4.0,17,GD
08-07-2013,90.35294,115,54,13.56007,95.0,70.74683717445,70.333539500235,70.94133019761001,87.02,70.51992864742999,4.0,17,GD
08-08-2013,90.35294,115,54,13.56007,95.0,70.81166818217,70.39026663199,71.1520309727,87.02,70.51992864742999,4.0,17,GD
08-09-2013,90.35294,115,54,13.56007,95.0,70.528032523395,70.06611159338999,70.73062942252001,86.92,70.43888988778001,4.0,17,GD
08-12-2013,91.29412,115,54,13.55062,96.0,70.203877484795,69.48263252391,70.268708492515,85.77,69.506944151805,4.0,17,GD
08-13-2013,91.29412,115,54,13.55062,96.0,69.53935965566501,69.10985422952001,69.847306942335,86.0,69.693333299,4.0,17,GD
08-14-2013,91.29412,115,54,13.55062,96.0,69.717644926895,69.01260771794,69.72574880286001,85.29,69.117958105485,4.0,17,GD
08-15-2013,91.29412,115,54,13.55062,96.0,68.42912864846,67.84564957898,68.70466043127,83.81,67.91858446266501,4.0,17,GD
08-16-2013,91.29412,115,54,13.55062,96.0,67.65115655582001,67.594429424065,68.31567438495,83.75,67.869961206875,4.0,17,GD
08-19-2013,92.47059,115,54,13.68175,97.0,67.61063717599501,67.594429424065,68.518271284075,84.15,68.194116245475,4.0,17,GD
08-20-2013,92.47059,115,54,13.68175,97.0,68.18601236951001,68.12118136179001,68.70466043127,84.11,68.16170074161501,4.0,17,GD
08-21-2013,92.47059,115,54,13.68175,97.0,68.072558106,67.69775384261875,68.291362757055,83.71,67.837545703015,4.0,17,GD
08-22-2013,92.47059,115,54,13.68175,97.0,68.072558106,67.967207718455,68.631725547585,84.5,68.47775190425,4.0,17,GD
08-23-2013,92.47059,115,54,13.68175,97.0,68.453440276355,68.226531749335,68.647933299515,84.61,68.566894539865,4.0,17,GD
08-26-2013,93.0,115,54,12.95694,97.0,68.61551779565501,68.26705112916,69.04502322180001,84.24,68.26705112916,4.0,17,GD
08-27-2013,93.0,115,54,12.95694,97.0,67.86185733091,67.043365858445,68.356193764775,82.91,67.189235625815,4.0,17,GD
08-28-2013,93.0,115,54,12.95694,97.0,67.15682012195501,66.638172060195,67.55391004424,82.85,67.140612370025,4.0,17,GD
08-29-2013,93.0,115,54,12.95694,97.0,67.010950354585,66.82456120738999,67.886168958805,83.58,67.73219531547,4.0,17,GD
08-30-2013,93.0,115,54,12.95694,97.0,67.78081857126,67.270274385465,67.837545703015,83.25,67.46476740862501,4.0,17,GD
09-03-2013,93.0,115,54,12.95694,97.0,68.33188213688,68.048246478105,68.67224492740999,84.35,68.356193764775,4.0,17,GD
09-04-2013,93.0,115,54,12.95694,97.0,68.177908493545,68.08876585793,68.955880586185,84.99,68.874841826535,4.0,17,GD
09-05-2013,93.0,115,54,12.95694,97.0,68.75328368706,68.339986012845,68.923465082325,84.99,68.874841826535,4.0,17,GD
09-06-2013,93.0,115,54,12.95694,97.0,68.972088338115,67.87806508284001,69.020711593905,84.57,68.534479036005,4.0,17,GD
09-09-2013,93.0,115,54,12.95694,97.0,68.68845267934,68.68845267934,69.280035624785,85.28,69.10985422952001,4.0,17,GD
09-10-2013,93.0,115,54,12.95694,97.0,69.36917826039999,69.30434725268,70.30922787234,86.74,70.29302012040999,4.0,17,GD
09-11-2013,93.0,115,54,12.95694,97.0,69.93644957795,69.78247593461501,70.495617019535,86.9,70.42268213585001,4.0,17,GD
09-12-2013,93.0,115,54,12.95694,97.0,70.51992864742999,70.00938446163501,70.6050193450625,86.63,70.203877484795,4.0,17,GD
09-13-2013,93.0,115,54,12.95694,97.0,70.39026663199,69.944553453915,70.73062942252001,87.13,70.609071283045,4.0,17,GD
09-16-2013,93.0,115,54,12.95694,97.0,70.965641825505,70.85218756199501,71.58169847636431,88.07,71.370835623755,4.0,17,GD
09-17-2013,93.0,115,54,12.95694,97.0,70.22008523672501,70.22008523672501,72.28657360780001,89.14,72.23795035201,4.0,17,GD
09-18-2013,93.0,115,54,12.95694,97.0,72.1244960885,71.38704337568501,72.75489659981736,89.39,72.440547251135,4.0,17,GD
09-19-2013,93.0,115,54,12.95694,97.0,72.43244337517,72.04345732885001,72.88626042921,89.65,72.651248026225,4.0,17,GD
09-20-2013,93.0,115,54,12.95694,97.0,72.62693639833,71.39514725165,72.699871282015,88.15,71.435666631475,4.0,17,GD
09-23-2013,93.0,115,54,12.95694,97.0,71.36273174779001,70.998057329365,71.808444925865,87.91,71.241173608315,4.0,17,GD
09-24-2013,93.0,115,54,12.95694,97.0,71.192550352525,71.127719344805,71.581536398845,87.93,71.257381360245,4.0,17,GD
09-25-2013,93.0,115,54,12.95694,97.0,71.34652399586001,70.9777976394525,71.44377050744,87.74,71.10340771691,4.0,17,GD
09-26-2013,93.0,115,54,12.95694,97.0,71.05478446112001,70.965641825505,71.68688678638999,88.25,71.516705391125,4.0,17,GD
09-27-2013,93.0,115,54,12.95694,97.0,71.23306973235,71.09530384094501,71.62205577867,88.29,71.54912089498501,4.0,17,GD
09-30-2013,93.0,115,54,12.95694,97.0,69.895930198125,69.831099190405,71.241173608315,87.52,70.92512244568,4.0,17,GD
10-01-2013,93.0,115,54,12.95694,97.0,70.868395313925,70.86029143796,71.711198414285,88.48,71.70309453832,4.0,17,GD
10-02-2013,93.0,115,54,12.95694,97.0,71.34652399586001,70.23629298865501,71.34652399586001,87.51,70.91701856971501,4.0,17,GD
10-03-2013,93.0,115,54,12.95694,97.0,70.87649918989,69.036919345835,70.87649918989,85.98,69.67712554707,4.0,17,GD
10-04-2013,93.0,115,54,12.95694,97.0,69.587982911455,69.215204617065,69.92024182602,85.91,69.620398415315,4.0,17,GD
10-07-2013,93.0,115,54,12.95694,97.0,69.17468523724,69.08554260162501,70.349747252165,86.17,69.831099190405,4.0,17,GD
10-08-2013,93.0,115,54,12.95694,97.0,69.944553453915,68.81811469478001,70.090423221285,84.97,68.858634074605,4.0,17,GD
10-09-2013,92.88235,115,54,12.92914,96.0,68.948368107376,68.20602292306799,69.25835840412,84.28,68.752584762064,4.0,17,GD
10-10-2013,92.88235,115,54,12.92914,96.0,69.364407716164,69.29914660106,71.305925890508,87.41,71.305925890508,4.0,17,GD
10-11-2013,92.88235,115,54,12.92914,96.0,71.305925890508,71.085669627032,71.59960090847599,87.76,71.591443269088,4.0,17,GD
10-14-2013,92.88235,115,54,12.92914,96.0,71.07751198764399,70.80015224845201,71.738280778072,87.81,71.632231466028,4.0,17,GD
10-15-2013,92.88235,115,54,12.92914,96.0,71.697492581132,70.56969893574099,71.7872266144,86.85,70.84909808478,4.0,17,GD
10-16-2013,92.88235,115,54,12.92914,96.0,71.101984905808,70.92251683927199,71.485393957044,87.55,71.42013284193999,4.0,17,GD
10-17-2013,92.88235,115,54,12.92914,96.0,71.354871726836,71.1166686567064,72.191029764106,88.38,72.09721691114399,4.0,17,GD
10-18-2013,92.88235,115,54,12.92914,96.0,72.170635665636,71.721965499296,72.23589678073999,88.4,72.11353218992001,4.0,17,GD
10-21-2013,93.05882,115,54,12.89537,96.0,72.27668497767999,71.73012313868401,72.39089192911199,88.0,71.7872266144,4.0,17,GD
10-22-2013,93.05882,115,54,12.89537,96.0,72.15432038686001,71.779068975012,72.350103732172,88.16,71.917748844608,4.0,17,GD
10-23-2013,93.17647,115,54,12.87604,96.0,72.513256519932,70.017018867204,72.586675274424,86.23,70.343324442724,4.0,17,GD
10-24-2013,93.58824,114,54,12.5138,96.0,70.31885152456,69.98446988604587,71.09382726642,87.12,71.069354348256,4.0,17,GD
10-25-2013,93.58824,114,54,12.5138,96.0,70.906201560496,70.60436890314,72.03195579604,88.26,71.999325238488,4.0,17,GD
10-28-2013,93.58824,114,54,12.5138,96.0,71.876960647668,71.248822414792,71.917748844608,87.65,71.50170923582,4.0,17,GD
10-29-2013,93.58824,114,54,12.5138,96.0,71.64038910541599,71.05303906948,71.721965499296,87.88,71.689334941744,4.0,17,GD
10-30-2013,93.58824,114,54,12.5138,96.0,71.860645368892,70.44121611537999,72.15432038686001,86.49,70.555423066812,4.0,17,GD
10-31-2013,93.58824,114,54,12.5138,96.0,70.661472378856,70.261748048844,70.91028038019,86.63,70.66963001824399,4.0,17,GD
11-01-2013,93.58824,114,54,12.5138,96.0,70.84909808478,70.694102936408,71.566970350924,87.15,71.09382726642,4.0,17,GD
11-04-2013,93.58824,114,54,12.5138,96.0,71.34671408744799,70.938832118048,71.4356323567772,87.08,71.036723790704,4.0,17,GD
11-05-2013,93.58824,114,54,12.5138,96.0,71.01225087254,70.775679330288,71.411975202552,87.1,71.05303906948,4.0,17,GD
11-06-2013,93.82353,114,54,12.44392,96.0,71.452763399492,71.13461546336,71.66486202358,87.67,71.518024514596,4.0,17,GD
11-07-2013,93.82353,114,54,12.44392,96.0,71.55065507214799,70.759364051512,71.779068975012,86.8,70.80830988784,4.0,17,GD
11-08-2013,94.11765,114,54,12.1456,96.0,70.775679330288,70.636999460692,71.34671408744799,87.2,71.13461546336,4.0,17,GD
11-11-2013,94.11765,114,54,12.1456,96.0,71.150930742136,71.00735628890719,71.224349496628,87.17,71.110142545196,4.0,17,GD
11-12-2013,94.11765,114,54,12.1456,96.0,70.775679330288,70.677787657632,71.17540366029999,86.73,70.751206412124,4.0,17,GD
11-13-2013,94.11765,114,54,12.1456,96.0,70.571738345588,70.449373754768,71.09382726642,87.08,71.036723790704,4.0,17,GD
11-14-2013,94.11765,114,54,12.1456,96.0,71.379344645,71.142773102748,71.738280778072,87.94,71.738280778072,4.0,17,GD
11-15-2013,94.11765,114,54,12.1456,96.0,71.64038910541599,71.208034217852,72.423522486664,88.71,72.366419010948,4.0,17,GD
11-18-2013,94.11765,114,54,12.1456,96.0,72.6029905532,72.52957179870799,73.361651016284,89.3,72.84771973484,4.0,17,GD
11-19-2013,94.11765,114,54,12.1456,96.0,72.741670422796,72.64377875014,73.361651016284,89.81,73.263759343628,4.0,17,GD
11-20-2013,94.11765,114,54,12.1456,96.0,73.33717809812,72.843640915146,73.761375346296,89.62,73.108764195256,4.0,17,GD
11-21-2013,94.11765,114,54,12.1456,96.0,73.418754492,73.280074622404,74.365040661008,91.1,74.31609482468,4.0,17,GD
11-22-2013,94.11765,114,54,12.1456,96.0,74.18557259447199,74.006104527936,75.229750436136,92.15,75.17264696042,4.0,17,GD
