 Date,CAT Price Target,CAT Price Target - High,CAT Price Target - Low,CAT Price Target - StdDev,CAT Price Target - Median,CAT Open,CAT Low,CAT High,CAT Close,CAT Adj. Close,CAT Rating,CAT Price Target - #,Ticker
02-05-2013,108.31818,130,85.0,10.91865,110.5,74.360475972408,74.164353800032,74.75272031716,98.44,74.254871725744,3.78571,22,CAT
02-06-2013,108.31818,130,85.0,10.91865,110.5,73.824911578612,73.440210394336,74.48870970050001,97.7,73.69667785052,3.78571,22,CAT
02-07-2013,108.31818,130,85.0,10.91865,110.5,73.485469357192,71.8212972929769,74.043663232416,96.11,72.497315334836,3.78571,22,CAT
02-08-2013,108.72727,130,85.0,11.17701,111.0,72.48977217436,72.48977217436,73.545814641,96.85,73.05550921006,3.78571,22,CAT
02-11-2013,108.72727,130,85.0,11.17701,111.0,73.138483975296,72.64063538388,73.161113456724,96.6,72.86693019816,3.78571,22,CAT
02-12-2013,108.72727,130,85.0,11.17701,111.0,72.919732321492,72.919732321492,73.477926196716,97.22,73.334606147672,3.78571,22,CAT
02-13-2013,108.72727,130,85.0,11.17701,111.0,73.23654506148401,72.429426890552,73.545814641,96.38,72.700980667688,3.78571,22,CAT
02-14-2013,108.72727,130,85.0,11.17701,111.0,72.45959953245601,72.17295943436801,72.92727548196801,96.07,72.467142692932,3.78571,22,CAT
02-15-2013,108.72727,130,85.0,11.17701,111.0,72.61046274197601,71.875004595566,72.731153309592,95.61,72.12015731103601,3.78571,22,CAT
02-19-2013,108.72727,130,85.0,11.17701,111.0,72.218218397224,71.758085608188,72.69343750721201,95.6,72.11261415056,3.78571,22,CAT
02-20-2013,109.18182,130,86.0,10.37758,111.0,71.660024522,70.18910822918001,71.73545612676,93.22,70.317341957272,3.78571,22,CAT
02-21-2013,109.18182,130,86.0,10.37758,111.0,69.970356575376,68.318404431132,69.99298605680401,91.53,69.042547836828,3.78571,22,CAT
02-22-2013,109.18182,130,86.0,10.37758,111.0,69.389533218724,68.68047613398001,69.766691242524,91.54,69.05009099730401,3.82143,22,CAT
02-25-2013,109.18182,130,86.0,10.37758,111.0,69.25375633015601,67.194473520208,69.563025909672,89.16,67.254818804016,3.82143,22,CAT
02-26-2013,109.18182,130,86.0,10.37758,111.0,67.579174704484,66.75697021260001,68.03930749352,89.95,67.85072848162001,3.82143,22,CAT
02-27-2013,109.18182,130,86.0,10.37758,111.0,67.933703246856,67.933703246856,69.66863015633601,92.25,69.5856553911,3.82143,22,CAT
02-28-2013,109.18182,130,86.0,10.37758,111.0,69.766691242524,69.57056907014801,70.272082994416,92.37,69.67617331681201,3.82143,22,CAT
03-01-2013,109.18182,130,86.0,10.37758,111.0,69.05009099730401,67.986505370188,69.366903737296,91.36,68.91431410873601,3.82143,22,CAT
03-04-2013,109.18182,130,86.0,10.37758,111.0,68.348577073036,67.277448285444,68.4541813197,89.75,67.6998652721,3.82143,22,CAT
03-05-2013,109.18182,130,86.0,10.37758,111.0,68.258059147324,67.880901123524,68.85110242394713,90.21,68.046850653996,3.82143,22,CAT
03-06-2013,109.18182,130,86.0,10.37758,111.0,68.620130850172,67.443397815916,68.68047613398001,89.64,67.61689050686401,3.82143,22,CAT
03-07-2013,109.18182,130,86.0,10.37758,111.0,67.81301267924,67.337793569252,68.19017070304001,89.65,67.62443366734001,3.82143,22,CAT
03-08-2013,109.18182,130,86.0,10.37758,111.0,68.21280018446801,67.895987444476,68.431551838272,90.51,68.27314546827601,3.82143,22,CAT
03-11-2013,109.18182,130,86.0,10.37758,111.0,68.258059147324,67.96387588876,69.035004676352,91.18,68.778537220168,3.82143,22,CAT
03-12-2013,109.18182,130,86.0,10.37758,111.0,68.763450899216,67.43585465544001,68.763450899216,89.74,67.692322111624,3.82143,22,CAT
03-13-2013,109.18182,130,86.0,10.37758,111.0,67.73758107448,67.232189322588,67.82048040811124,89.28,67.345336729728,3.82143,22,CAT
03-14-2013,109.18182,130,86.0,10.37758,111.0,67.488656778772,66.508045916892,67.54900206258,88.7,66.90783342212,3.82143,22,CAT
03-15-2013,109.18182,130,86.0,10.37758,111.0,66.839944977836,66.462786954036,67.3227072483,88.83,67.005894508308,3.82143,22,CAT
03-18-2013,109.13636,130,86.0,10.33219,111.0,66.296837423564,66.13088789309201,67.903530604952,89.36,67.40568201353601,3.82143,22,CAT
03-19-2013,109.13636,130,86.0,10.33219,111.0,67.43585465544001,65.957395202144,67.43585465544001,88.27,66.583477521652,3.82143,22,CAT
03-20-2013,109.13636,130,86.0,10.33219,111.0,66.085628930236,65.187992833592,66.289294263088,86.94,65.580237178344,3.82143,22,CAT
03-21-2013,109.13636,130,86.0,10.33219,111.0,65.19553599406801,65.19553599406801,65.86687727643199,86.83,65.497262413108,3.82143,22,CAT
03-22-2013,109.13636,130,86.0,10.33219,111.0,65.633039301676,65.602866659772,66.100715251188,87.48,65.987567844048,3.89286,22,CAT
03-25-2013,109.13636,130,86.0,10.33219,111.0,66.327010065468,64.90889589598,66.349639546896,86.64,65.35394236406401,3.89286,22,CAT
03-26-2013,108.72727,130,86.0,10.14971,109.5,65.670755104056,65.369028685016,65.91967939976401,87.0,65.6254961412,3.89286,22,CAT
03-27-2013,108.72727,130,86.0,10.14971,109.5,65.19553599406801,64.72031688408,65.746186708816,86.9,65.55006453644,3.89286,22,CAT
03-28-2013,108.72727,130,86.0,10.14971,109.5,65.66321194358,65.36148552454,66.36472586784801,86.97,65.602866659772,3.89286,22,CAT
04-01-2013,108.72727,130,86.0,10.14971,109.5,65.519891894536,64.426133625516,65.580237178344,85.64,64.599626316464,3.89286,22,CAT
04-02-2013,109.80952,130,92.0,9.0639,110.0,64.886266414552,63.717076540772005,64.886266414552,84.88,64.026346120288,3.92593,21,CAT
04-03-2013,109.09524,130,92.0,9.13864,109.0,63.294659554116,63.06082157936,63.830223947912,84.12,63.453065924112,3.88889,21,CAT
04-04-2013,109.09524,130,92.0,9.13864,109.0,63.490781726492,63.24185743078401,63.913198713148006,84.63,63.837767108388,3.88889,21,CAT
04-05-2013,108.66667,130,92.0,9.56847,109.0,62.917501530316,62.64594775318,64.38841782313601,84.6,63.81513762696,3.88889,21,CAT
04-08-2013,108.2381,130,92.0,9.33965,109.0,63.883026071244,63.143796344596,64.38087466266,84.19,63.505868047444,3.81481,21,CAT
04-09-2013,108.2381,130,92.0,9.33965,109.0,63.649188096488,63.40026380078,65.35846826034961,85.9,64.79574848884,3.81481,21,CAT
04-10-2013,108.2381,130,92.0,9.33965,109.0,65.157820191688,64.79574848884,65.53505364709277,86.57,65.301140240732,3.81481,21,CAT
04-11-2013,108.2381,130,92.0,9.33965,109.0,65.542521375964,64.34315886028,65.6254961412,85.7,64.64488527932001,3.81481,21,CAT
04-12-2013,107.28571,130,92.0,9.1607,109.0,64.109320885524,63.58884281268,64.365788341708,85.05,64.15457984838,3.81481,21,CAT
04-15-2013,105.80952,119,92.0,7.84747,106.0,63.543583849824,61.78746065940645,63.611472294108005,82.27,62.057581236052,3.81481,21,CAT
04-16-2013,105.80952,119,92.0,7.84747,106.0,63.083451060788,61.944433828912,63.158882665548006,82.61,62.314048692236,3.81481,21,CAT
04-17-2013,103.71429,119,75.0,10.49328,105.0,61.50693052130401,60.812959757512,61.567275805112,81.47,61.454128397972,3.74074,21,CAT
04-18-2013,103.33333,119,75.0,10.54845,105.0,61.750201404276005,60.77088299007,61.750201404276005,80.46,61.082139230244,3.77778,21,CAT
