 Date,IBM Price Target,IBM Price Target - High,IBM Price Target - Low,IBM Price Target - StdDev,IBM Price Target - Median,IBM Open,IBM Low,IBM High,IBM Close,IBM Adj. Close,IBM Rating,IBM Price Target - #,Ticker
03-26-2013,223.61538,251,198,15.45484,225.0,137.461150068723,137.28589148384998,137.93759377722958,212.36,137.844122531964,3.64706,26,IBM
03-27-2013,223.61538,251,198,15.45484,225.0,136.935374314104,136.37714326599,137.714301357984,210.89,136.88993690321098,3.64706,26,IBM
03-28-2013,223.61538,251,198,15.45484,225.0,136.201884681117,136.1402196234765,138.545156871456,213.3,138.45428204967,3.64706,26,IBM
04-01-2013,223.61538,251,198,15.45484,225.0,138.12972911472,137.123615016375,138.58410322365,212.38,137.857104649362,3.64706,26,IBM
04-02-2013,223.61538,251,198,15.45484,225.0,138.20762181910797,137.331328894743,139.369521326229,214.36,139.142334271764,3.64706,26,IBM
04-03-2013,223.61538,251,198,15.45484,225.0,139.116370036968,138.01775835216225,139.48636038281097,212.66,138.038854292934,3.64706,26,IBM
04-04-2013,223.61538,251,198,15.45484,225.0,138.110255938623,136.338196913796,138.214112877807,211.31,137.162561368569,3.64706,26,IBM
04-05-2013,224.0,251,198,15.00513,225.0,135.72803739609,133.936505195166,136.208375739816,209.41,135.929260215759,3.64706,26,IBM
04-08-2013,224.0,251,198,15.00513,225.0,135.70856421999298,134.579120006367,135.870840687468,209.32,135.870840687468,3.64706,26,IBM
04-09-2013,224.0,251,198,15.00513,225.0,136.026626096244,135.409975519839,136.312232679,209.22,135.80593010047798,3.64706,26,IBM
04-10-2013,224.96154,251,198,14.87766,227.5,137.519569597014,136.617312437853,137.941488412449,212.0,137.6104444188,3.70588,26,IBM
04-11-2013,224.96154,251,198,14.87766,227.5,137.28589148384998,136.863972668415,138.317969816991,212.92,138.20762181910797,3.70588,26,IBM
04-12-2013,224.96154,251,198,14.87766,227.5,136.825026316221,136.169429387622,137.279400425151,211.38,137.207998779462,3.70588,26,IBM
04-15-2013,224.96154,251,198,14.87766,227.5,136.59783926175598,135.831894335274,137.409221599131,209.26,135.831894335274,3.70588,26,IBM
04-16-2013,224.96154,251,198,14.87766,227.5,136.857481609716,135.79294798307998,137.6104444188,212.0,137.6104444188,3.70588,26,IBM
04-17-2013,226.41667,251,198,14.40751,230.0,136.656258790047,135.98767974404998,137.019758077191,209.67,136.09802774193298,3.75,24,IBM
04-18-2013,226.41667,251,198,14.40751,230.0,136.383634324689,133.813175079885,136.474509146475,207.15,134.462280949785,3.75,24,IBM
04-19-2013,222.25,250,196,14.32437,225.0,127.055982974226,123.174329872224,127.54930343535,190.0,123.330115281,3.75,24,IBM
04-22-2013,221.56522,250,196,14.88748,225.0,124.076587031385,121.824189662832,124.225881381462,187.83,121.921555543317,3.70968,23,IBM
04-23-2013,221.56522,250,196,14.88748,225.0,122.856267995973,122.427858121839,124.9885807785945,191.61,124.375175731539,3.70968,23,IBM
04-24-2013,221.56522,250,196,14.88748,225.0,124.73218395998398,124.037640679191,124.95287995575,191.71,124.440086318529,3.70968,23,IBM
04-25-2013,221.56522,250,196,14.88748,225.0,125.076210071031,124.83604089916798,126.685992628383,193.95,125.894083467105,3.70968,23,IBM
04-26-2013,221.56522,250,196,14.88748,225.0,126.030395699784,125.439709358175,126.387403928229,194.31,126.127761580269,3.70968,23,IBM
04-29-2013,221.56522,250,196,14.88748,225.0,126.432841339122,126.348457576035,129.613460101632,199.15,129.269433990585,3.70968,23,IBM
04-30-2013,221.56522,250,196,14.88748,225.0,129.256451873187,128.10104342476498,131.502358183041,202.54,131.46990288954598,3.70968,23,IBM
05-01-2013,221.56522,250,196,14.88748,225.0,131.035001956713,129.30188928407998,131.229733717683,199.63,129.58100480813698,3.70968,23,IBM
05-02-2013,221.56522,250,196,14.88748,225.0,129.899066684388,129.658897512525,131.398501243857,202.39,131.37253700906098,3.70968,23,IBM
05-03-2013,221.56522,250,196,14.88748,225.0,132.378651107406,132.25532099212498,133.2737681019981,204.51,132.74864145324898,3.70968,23,IBM
05-06-2013,221.34783,250,196,15.0177,225.0,132.281285226921,130.807814902248,132.411106400901,202.78,131.625688298322,3.70968,23,IBM
05-07-2013,221.34783,250,196,15.0177,225.0,131.64516147441898,130.892198665335,132.24233887472698,203.63,132.177428287737,3.70968,23,IBM
05-08-2013,221.34783,250,196,15.0177,225.0,132.34698685928998,132.066563067285,133.592590214475,204.82,133.57302576387,3.70968,23,IBM
05-09-2013,221.34783,250,196,15.0177,225.0,133.488246477915,132.20351422152,133.6904124675,203.24,132.54263136534,3.70968,23,IBM
05-10-2013,221.34783,250,196,15.0177,225.0,132.627410651295,132.26872905687,133.383902741355,204.47,133.344773840145,3.70968,23,IBM
05-13-2013,221.34783,250,196,15.0177,225.0,133.15565081763,131.87744004477,133.344773840145,202.47,132.040477133145,3.70968,23,IBM
05-14-2013,221.34783,250,196,15.0177,225.0,131.792660758815,131.78613927528002,132.82305515734498,203.21,132.523066914735,3.70968,23,IBM
05-15-2013,221.34783,250,196,15.0177,225.0,131.897004495375,131.76005334114,132.82951142604466,203.32,132.59480323361998,3.70968,23,IBM
05-16-2013,221.34783,250,196,15.0177,225.0,133.038264114,133.038264114,134.727328349565,204.69,133.488246477915,3.70968,23,IBM
05-17-2013,221.34783,250,196,15.0177,225.0,133.853449555875,133.683890983965,136.62508005825,208.44,135.93380280354,3.70968,23,IBM
05-20-2013,221.34783,250,196,15.0177,225.0,135.65990049507002,135.26861148297,136.396828134525,207.6,135.3859981866,3.70968,23,IBM
05-21-2013,221.34783,250,196,15.0177,225.0,135.15122477934,134.9947091745,136.61203709118,208.65,136.070753957775,3.70968,23,IBM
05-22-2013,221.34783,250,196,15.0177,225.0,135.97293170475,134.4214707717735,137.048976488025,206.99,134.988187690965,3.70968,23,IBM
05-23-2013,221.34783,250,196,15.0177,225.0,134.00344367718,133.775191753455,136.044668023635,206.16,134.44690455756,3.70968,23,IBM
05-24-2013,221.34783,250,196,15.0177,225.0,133.488246477915,133.31216642247,134.622984613005,205.72,134.15995928202,3.70968,23,IBM
05-28-2013,221.34783,250,196,15.0177,225.0,135.28165445004,135.09905291106,136.031625056565,207.78,135.50338489023,3.70968,23,IBM
05-29-2013,221.34783,250,196,15.0177,225.0,134.48603345877,134.36864675514,135.92075983646998,207.92,135.59468565972,3.70968,23,IBM
05-30-2013,220.5,250,196,14.80709,222.5,134.975144723895,134.975144723895,137.596781104965,209.36,136.53377928876,3.70968,22,IBM
05-31-2013,220.5,250,196,14.80709,222.5,136.031625056565,135.65990049507002,138.24240797493,208.02,135.65990049507002,3.70968,22,IBM
06-03-2013,220.5,250,196,14.80709,222.5,135.809894616375,135.209918131155,136.983761652675,208.95,136.266398463825,3.70968,22,IBM
06-04-2013,220.5,250,196,14.80709,222.5,136.0381465401,133.74258433578,136.2990058815,206.19,134.466469008165,3.70968,22,IBM
06-05-2013,220.5,250,196,14.80709,222.5,133.79475620406,131.99482674840002,134.531683843515,202.74,132.21655718859,3.70968,22,IBM
06-06-2013,220.5,250,196,14.80709,222.5,132.3861157605,131.388328779645,133.1686937847,203.8,132.9078344433,3.70968,22,IBM
06-07-2013,220.5,250,196,14.80709,222.5,133.592590214475,133.11000043288502,134.570812744725,206.35,134.570812744725,3.70968,22,IBM
06-10-2013,220.5,250,196,14.80709,222.5,134.975144723895,133.62519763215,134.98166620742998,205.02,133.70345543457,3.70968,22,IBM
06-11-2013,220.5,250,196,14.80709,222.5,132.496980980595,132.066563067285,134.30995340332498,203.98,133.02522114693,3.70968,22,IBM
06-12-2013,220.5,250,196,14.80709,222.5,133.423031642565,130.762266360285,133.840406588805,201.2,131.21224872419998,3.70968,22,IBM
06-13-2013,220.5,250,196,14.80709,222.5,131.08834053703498,130.65140114019,133.2991234554,203.77,132.888269992695,3.70968,22,IBM
06-14-2013,220.5,250,196,14.80709,222.5,133.018699663395,131.610059219835,133.5241146373575,202.2,131.8643970777,3.70968,22,IBM
06-17-2013,220.5,250,196,14.80709,222.5,132.67306103604,132.092649001425,133.80212548045455,203.04,132.41220169464,3.70968,22,IBM
06-18-2013,220.95455,250,196,14.31616,222.5,132.39915872757,132.301336474545,134.40125417281502,204.87,133.60563318154502,3.70968,22,IBM
06-19-2013,220.95455,250,196,14.31616,222.5,133.32520938954,131.688317022255,133.709976918105,201.94,131.69483850579,3.70968,22,IBM
06-20-2013,220.95455,250,196,14.31616,222.5,130.866610096845,128.65582717848,131.53832290095,197.35,128.70147756322498,3.70968,22,IBM
06-21-2013,220.95455,250,196,14.31616,222.5,129.45144816975,126.21685755122536,129.46449113682002,195.46,127.46891717511,3.70968,22,IBM
06-24-2013,220.95455,250,196,14.31616,222.5,126.510259095465,124.78206595869,127.110235580685,193.54,126.21679233639,3.70968,22,IBM
06-25-2013,220.95455,250,196,14.31616,222.5,127.371094922085,125.962454478525,127.553696461065,194.98,127.15588596543,3.70968,22,IBM
06-26-2013,220.95455,250,196,14.31616,222.5,127.801512835395,126.84285475575,127.971071407305,194.86,127.07762816301,3.70968,22,IBM
06-27-2013,220.95455,250,196,14.31616,222.5,127.853684703675,127.358051955015,128.40801080415,195.65,127.592825362275,3.70968,22,IBM
06-28-2013,220.95455,250,196,14.31616,222.5,125.036403816555,122.871271282935,125.64290178531,191.11,124.632071837385,3.70968,22,IBM
07-01-2013,220.5,250,196,14.33923,220.0,125.310306125025,124.63859332092,126.3863509083,191.28,124.74293705748,3.70968,22,IBM
07-02-2013,220.5,250,196,14.33923,220.0,124.41686288073,124.07774573691,126.014626346805,191.5,124.88640969525,3.70968,22,IBM
07-03-2013,220.5,250,196,14.33923,220.0,124.54729255143,124.240782825285,126.66025321677,193.25,126.027669313875,3.70968,22,IBM
07-05-2013,220.5,250,196,14.33923,220.0,126.836333272215,125.440735795725,127.27327266906,194.93,127.123278547755,3.70968,22,IBM
07-08-2013,220.5,250,196,14.33923,220.0,127.5602179446,126.914591074635,127.67760464823,194.98,127.15588596543,3.70968,22,IBM
07-09-2013,220.21739,250,196,14.92578,220.0,125.13422606958,124.41686288073,125.7342025548,191.3,124.75598002455,3.67742,23,IBM
07-10-2013,220.43478,250,196,14.81135,220.0,124.892931178785,124.7373285816399,126.145056017505,192.25,125.375520960375,3.67742,23,IBM
07-11-2013,220.26087,250,196,15.03682,220.0,126.37330794123,125.610294367635,126.588516897885,192.8,125.7342025548,3.67742,23,IBM
07-12-2013,220.13043,250,196,14.87719,220.0,125.910282610245,124.94516826190036,126.32107085811464,192.07,125.258134256745,3.67742,23,IBM
07-15-2013,219.5,250,196,14.73375,215.0,125.48638618047,125.00379639888,127.097192613615,194.0,126.516780579,3.6875,24,IBM
07-16-2013,219.5,250,196,14.73375,215.0,126.54286651314,125.6592054941475,126.89502662403,193.85,126.418958325975,3.6875,24,IBM
07-17-2013,219.5,250,196,14.73375,215.0,126.98632739352,125.884196676105,127.097192613615,194.55,126.875462173425,3.6875,24,IBM
07-18-2013,219.91667,254,195,15.61494,217.5,129.301454048445,127.814555802465,131.04269015229,197.99,129.118852509465,3.6875,24,IBM
07-19-2013,219.91667,254,195,15.61494,217.5,129.066680641185,126.02114783034,129.118852509465,193.54,126.21679233639,3.6875,24,IBM
07-22-2013,219.69565,254,195,15.91399,215.0,126.1254915669,126.0474946238214,127.684126131765,194.09,126.575473930815,3.67742,23,IBM
07-23-2013,219.69565,254,195,15.91399,215.0,126.653731733235,126.58199541435,128.101501078005,194.98,127.15588596543,3.67742,23,IBM
07-24-2013,219.69565,254,195,15.91399,215.0,127.788469868325,127.7304286648635,128.66887014555002,196.61,128.218887781635,3.67742,23,IBM
07-25-2013,219.69565,254,195,15.91399,215.0,128.01672179205002,127.59934684581,129.014508772905,197.22,128.61669827727,3.67742,23,IBM
07-26-2013,219.69565,254,195,15.91399,215.0,128.205844814565,127.1689289325,128.714520530295,197.35,128.70147756322498,3.67742,23,IBM
07-29-2013,219.69565,254,195,15.91399,215.0,128.362360419405,127.514567559855,128.597133826665,196.21,127.958028440235,3.67742,23,IBM
07-30-2013,219.69565,254,195,15.91399,215.0,128.466704155965,127.697169098835,129.014508772905,196.01,127.827598769535,3.67742,23,IBM
07-31-2013,219.69565,254,195,15.91399,215.0,126.836333272215,126.836333272215,128.41446707284965,195.04,127.19501486664,3.67742,23,IBM
08-01-2013,219.69565,254,195,15.91399,215.0,128.24497371577502,127.436309757435,128.584090859595,195.81,127.697169098835,3.67742,23,IBM
08-02-2013,219.69565,254,195,15.91399,215.0,127.49500310925,126.00908308580024,127.49500310925,195.16,127.27327266906,3.67742,23,IBM
08-05-2013,218.13636,250,195,14.45147,215.0,127.27327266906,126.745032502725,127.74281948358,195.5,127.49500310925,3.63333,22,IBM
08-06-2013,217.0,250,175,16.64878,215.0,125.38204244391,124.084267220445,125.545079532285,190.99,124.553814034965,3.6,22,IBM
08-07-2013,217.0,250,175,16.64878,215.0,124.2654343464,123.24955131245,124.48171912137,188.56,123.58380960104,3.6,22,IBM
08-08-2013,217.0,250,175,16.64878,215.0,124.16712308505,122.42373671711,124.44239461683,187.93,123.17090230337,3.6,22,IBM
08-09-2013,217.0,250,175,16.64878,215.0,123.216780892,122.561372483,123.97705464644,187.82,123.09880737838,3.6,22,IBM
08-12-2013,217.0,250,175,16.64878,215.0,122.54171023073,122.48927755801,124.236596376404,189.09,123.93117605781,3.6,22,IBM
08-13-2013,217.0,250,175,16.64878,215.0,124.22610984186,122.92840119204,124.52104362591,188.42,123.49205242377998,3.6,22,IBM
08-14-2013,217.0,250,175,16.64878,215.0,123.59691776922,122.7579950057,123.823689078734,187.53,122.90873893977,3.6,22,IBM
08-15-2013,217.0,250,175,16.64878,215.0,122.05670800807,121.54548944904998,122.561372483,185.79,121.76832830811,3.6,22,IBM
08-16-2013,217.0,250,175,16.64878,215.0,121.60447620586,121.47339452406,122.20745194214,185.34,121.47339452406,3.6,22,IBM
08-19-2013,217.0,250,175,16.64878,215.0,121.4471781877,120.5811870568883,122.2336682785,184.23,120.74589119006998,3.6,22,IBM
08-20-2013,217.0,250,175,16.64878,215.0,120.83764836733,120.05017516391648,121.66346296267,184.56,120.96217596504,3.6,22,IBM
08-21-2013,217.0,250,175,16.64878,215.0,121.03427089003,120.77866161052,122.27954686713,184.86,121.15879848774,3.6,22,IBM
08-22-2013,217.0,250,175,16.64878,215.0,121.67657113085,120.75899935825,122.06981617625,185.19,121.37508326271,3.6,22,IBM
08-23-2013,217.0,250,175,16.64878,215.0,121.47339452406,120.96873004913,121.73555788766,185.42,121.52582719678,3.6,22,IBM
08-26-2013,217.0,250,175,16.64878,215.0,121.42751593543,121.04082497412,122.561372483,184.74,121.08014947866,3.6,22,IBM
08-27-2013,217.0,250,175,16.64878,215.0,120.35264614467,119.65797877197087,120.9228514605,182.74,119.76933266066,3.6,22,IBM
08-28-2013,217.0,250,175,16.64878,215.0,119.73000815612,118.6944628699,120.24778079923,182.16,119.38919578344,3.6,22,IBM
08-29-2013,217.0,250,175,16.64878,215.0,119.25811410164,118.91730172896,120.3985247333,182.64,119.70379181976,3.6,22,IBM
08-30-2013,217.0,250,175,16.64878,215.0,119.77588674475,118.96318031759,119.93318476291,182.27,119.46129070843,3.6,22,IBM
09-03-2013,217.0,250,175,16.64878,215.0,120.35264614467,119.61858872659,120.80487794687998,183.96,120.56893091964,3.6,22,IBM
09-04-2013,217.0,250,175,16.64878,215.0,120.31987572422,119.48750704479,120.71967485371,183.13,120.02494194017,3.6,22,IBM
09-05-2013,217.0,250,175,16.64878,215.0,120.16913179015,119.98561743563,121.250555665,184.15,120.69345851735,3.6,22,IBM
09-06-2013,217.0,250,175,16.64878,215.0,121.02116272185,119.71034590385,121.24400158091,183.03,119.95940109927,3.6,22,IBM
09-09-2013,217.0,250,175,16.64878,215.0,120.38541656512,120.14291545379,121.57170578541,184.98,121.23744749681998,3.6,22,IBM
09-10-2013,217.0,250,175,16.64878,215.0,122.69245416479998,122.14846518533,122.98738794885,186.6,122.2992091194,3.66667,22,IBM
09-11-2013,217.0,250,175,16.64878,215.0,122.44995305347,122.44339896937998,125.09780302583,190.7,124.9863835963,3.66667,22,IBM
09-12-2013,217.0,250,175,16.64878,215.0,125.15678978264,124.42928644865,125.39273680988,190.73,125.00604584856998,3.66667,22,IBM
09-13-2013,217.0,250,175,16.64878,215.0,125.32064188489,125.183006119,126.5593637779,192.17,125.94983395753,3.66667,22,IBM
09-16-2013,217.0,250,175,16.64878,215.0,126.95260882329998,126.23821365749,127.68011215729,193.15,126.59213419835,3.66667,22,IBM
09-17-2013,217.0,250,175,16.64878,215.0,126.76909446877998,125.72699509847,127.24754260735,192.16,125.94327987344,3.66667,22,IBM
09-18-2013,217.0,250,175,16.64878,215.0,126.2316595734,125.838414528,127.73254483001,194.42,127.42450287778,3.66667,22,IBM
09-19-2013,217.13043,250,175,16.29432,215.0,127.26720485962,126.63801278698,127.73254483001,193.39,126.74943221651,3.70968,23,IBM
09-20-2013,217.13043,250,175,16.29432,215.0,127.12301500964,124.54070587818,127.43099142102908,190.02,124.54070587818,3.70968,23,IBM
09-23-2013,217.13043,250,175,16.29432,215.0,124.56692221454,124.08853961681088,126.10713197569,190.99,125.17645203491,3.70968,23,IBM
09-24-2013,217.13043,250,175,16.29432,215.0,125.13712753037,124.30475885094,125.55003482804,189.97,124.50793545773,3.70968,23,IBM
09-25-2013,217.13043,250,175,16.29432,215.0,124.61935488726,123.5444850965,124.93395092358,189.47,124.18023125323,3.70968,23,IBM
09-26-2013,217.13043,250,175,16.29432,215.0,124.5931385509,124.170400127095,125.68111650983998,190.22,124.67178755998,3.70968,23,IBM
09-27-2013,217.13043,250,175,16.29432,215.0,123.78698620783,122.20089785804998,123.83286479646,186.92,122.50893981027998,3.70968,23,IBM
09-30-2013,217.13043,250,175,16.29432,215.0,121.61758437404,120.81798611506,122.39096629666,185.18,121.36852917862,3.70968,23,IBM
10-01-2013,217.13043,250,175,16.29432,215.0,121.47339452406,121.02116272185,122.33197953985,186.38,122.15501926942,3.70968,23,IBM
10-02-2013,217.13043,250,175,16.29432,215.0,121.60447620586,120.86386470369,122.1090751399491,184.96,121.22433932864,3.70968,23,IBM
10-03-2013,217.13043,250,175,16.29432,215.0,121.05393314229998,119.939738847,121.22433932864,183.86,120.50339007874,3.70968,23,IBM
10-04-2013,217.25,250,175,15.96154,217.5,120.70656668553,120.31987572422,121.33575875817,184.1,120.6606880969,3.75,24,IBM
10-07-2013,216.20833,250,175,16.86461,217.5,119.18601917665,119.18601917665,120.14291545379,182.01,119.29088452208998,3.71875,24,IBM
10-08-2013,216.0,250,175,16.97056,217.5,119.21223551301,117.12803677239,119.27777635391,178.72,117.13459085648,3.71875,24,IBM
10-09-2013,216.0,250,175,16.97056,217.5,117.56060632233,117.3836460519,119.06804566303,181.32,118.83865271988,3.71875,24,IBM
10-10-2013,216.0,250,175,16.97056,217.5,120.05115827653,119.518966648422,121.09981173093,184.77,121.09981173093,3.71875,24,IBM
10-11-2013,216.0,250,175,16.97056,217.5,121.41440776725,120.67379626508,122.05670800807,186.16,122.01082941944,3.78125,24,IBM
10-14-2013,215.70833,250,175,16.66453,217.5,121.51927311269,120.87041878777998,122.55481839891,186.97,122.54171023073,3.78125,24,IBM
10-15-2013,215.5,250,175,16.64081,215.0,121.73555788766,120.73933710598,121.86663956946,184.66,121.02771680594,3.78125,24,IBM
10-16-2013,215.5,250,175,16.64081,215.0,121.52582719678,121.246623214546,122.38441221256998,186.73,122.38441221256998,3.78125,24,IBM
10-17-2013,199.30435,235,160,18.66742,195.0,113.93619782056,113.10382914113,116.007288393,174.83,114.58505214547,3.71875,23,IBM
10-18-2013,199.30435,235,160,18.66742,195.0,114.5653898932,113.54950685925,114.696471575,173.78,113.89687331602,3.625,23,IBM
10-21-2013,199.30435,235,160,18.66742,195.0,114.31633469778,113.14321918651088,114.53261947275,172.86,113.29389757974,3.625,23,IBM
10-22-2013,199.30435,235,160,18.66742,195.0,113.61504770015,113.3536708266408,115.07005436813,174.97,114.67680932273,3.625,23,IBM
10-23-2013,199.30435,235,160,18.66742,195.0,114.75545833181,114.3032265296,115.34532589991,175.77,115.20113604993,3.625,23,IBM
10-24-2013,199.30435,235,160,18.66742,195.0,115.63370559987,115.51573208625,116.59060187701,177.8,116.5316151202,3.625,23,IBM
10-25-2013,199.30435,235,160,18.66742,195.0,116.94452241787,115.52228617034,117.3836460519,176.85,115.90897713165,3.625,23,IBM
10-28-2013,199.30435,235,160,18.66742,195.0,116.03350472936,115.4829616658,116.59060187701,177.35,116.23668133615,3.625,23,IBM
10-29-2013,199.30435,235,160,18.66742,195.0,116.41364160658,116.3349925975,119.49406112888,182.12,119.36297944708,3.625,23,IBM
10-30-2013,199.30435,235,160,18.66742,195.0,119.08115383121,117.88175644274,119.40230395162,180.15,118.07182488135,3.625,23,IBM
10-31-2013,199.30435,235,160,18.66742,195.0,117.74412067685,117.34432154736,119.06804566303,179.21,117.45574097689,3.625,23,IBM
11-01-2013,199.30435,235,160,18.66742,195.0,117.84898602229,117.23945620192,118.195697070651,179.23,117.46884914506998,3.625,23,IBM
11-04-2013,199.30435,235,160,18.66742,195.0,117.9079727791,117.54094407006,118.4978403472,180.27,118.15047389043,3.625,23,IBM
11-05-2013,199.30435,235,160,18.66742,195.0,117.67202575186,116.47262836339,117.8424319382,177.85,116.56438554065,3.625,23,IBM
11-06-2013,199.30435,235,160,18.66742,195.0,117.229902950033,117.144242293614,118.442330702425,179.19,118.073330951697,3.625,23,IBM
11-07-2013,199.30435,235,160,18.66742,195.0,118.34349148348,118.34349148348,119.522972829557,180.0,118.607062734,3.625,23,IBM
11-08-2013,199.30435,235,160,18.66742,195.0,117.836116826229,116.860903199305,118.659776984104,179.99,118.600473452737,3.625,23,IBM
11-11-2013,199.30435,235,160,18.66742,195.0,118.732259077997,118.63341985905198,120.840829082157,182.88,120.504775737744,3.625,23,IBM
11-12-2013,199.30435,235,160,18.66742,195.0,120.274150893539,120.096240299438,121.2748650389508,183.07,120.629972081741,3.625,23,IBM
11-13-2013,200.82609,235,160,19.26396,200.0,120.102829580701,119.654758454817,120.946257582365,183.55,120.946257582365,3.625,23,IBM
11-14-2013,200.82609,235,160,19.26396,200.0,118.923348234624,118.383027171058,120.71563273815998,182.21,120.063293893123,3.625,23,IBM
11-15-2013,199.30435,235,160,18.66742,195.0,120.17531167459398,119.371419360508,120.768346988264,183.19,120.709043456897,3.625,23,IBM
11-18-2013,199.30435,235,160,18.66742,195.0,120.926489738576,120.761757707001,121.895114084237,184.47,121.552471458561,3.625,23,IBM
11-19-2013,199.30435,235,160,18.66742,195.0,121.657899958769,121.341614458145,122.69241711706,185.25,122.066435397075,3.625,23,IBM
11-20-2013,199.30435,235,160,18.66742,195.0,122.046667553286,121.6677838806635,122.718774242112,185.19,122.026899709497,3.625,23,IBM
