 Date,IBM Price Target,IBM Price Target - High,IBM Price Target - Low,IBM Price Target - StdDev,IBM Price Target - Median,IBM Open,IBM Low,IBM High,IBM Close,IBM Adj. Close,IBM Rating,IBM Price Target - #,Ticker
10-29-2014,171.33333,198,125,17.96911,175.0,110.15680948043402,109.104377235048,110.347856098227,163.46,109.573614541908,3.07143,24,IBM
10-30-2014,171.33333,198,125,17.96911,175.0,109.6004281023,109.278665377596,110.35120779327602,164.35,110.17021626063,3.07143,24,IBM
10-31-2014,170.91667,198,125,17.99518,173.0,110.927699341704,109.6785225969417,111.00143663278202,164.4,110.20373321112,3.07143,24,IBM
11-03-2014,170.91667,198,125,17.99518,173.0,110.10318235965,109.516635726075,110.297580672492,164.36,110.17691965072802,3.07143,24,IBM
11-04-2014,170.91667,198,125,17.99518,173.0,110.16351287053202,108.75580094995202,110.17691965072802,162.65,109.03063994397002,3.07143,24,IBM
11-05-2014,170.91667,198,125,17.99518,173.0,109.352402668674,108.29997042328802,109.627241662692,161.82,108.474258565836,3.07143,24,IBM
11-06-2014,170.91667,198,125,17.99518,173.0,108.852217657344,108.02205751524,109.020949393544,161.46,108.97370450740802,3.07143,24,IBM
11-07-2014,170.91667,198,125,17.99518,173.0,108.946707429616,108.56199907108,109.47780744247912,162.07,109.385409943736,3.07143,24,IBM
11-10-2014,170.91667,198,125,17.99518,173.0,109.27067236312,109.07494354912802,111.005234611256,163.49,110.343806205352,3.07143,24,IBM
11-11-2014,170.91667,198,125,17.99518,173.0,110.48554086376,109.74312122448,110.62052625272,163.3,110.21557008584,3.07143,24,IBM
11-12-2014,170.91667,198,125,17.99518,173.0,109.527144602144,109.176182590848,110.0130920024,161.92,109.284170902016,3.07143,24,IBM
11-13-2014,170.91667,198,125,17.99518,173.0,109.3381650576,109.20317966864002,109.87810661344,162.79,109.871357343992,3.07143,24,IBM
11-14-2014,170.91667,198,125,17.99518,173.0,109.40565775208,109.128937704712,111.01873315015202,164.16,110.796007258368,3.07143,24,IBM
11-17-2014,170.91667,198,125,17.99518,173.0,110.796007258368,110.499039402656,111.342698083656,164.16,110.796007258368,3.07143,24,IBM
11-18-2014,170.91667,198,125,17.99518,173.0,111.180715616904,109.263923093672,111.1942141558,161.89,109.263923093672,3.07143,24,IBM
11-19-2014,170.91667,198,125,17.99518,173.0,109.37191140484002,108.636241035008,109.40565775208,161.43,108.953456699064,3.07143,24,IBM
11-20-2014,170.91667,198,125,17.99518,173.0,108.62949176556,107.85332577904002,109.0007015852,160.64,108.420264412672,3.07143,24,IBM
11-21-2014,170.91667,198,125,17.99518,173.0,109.223427476984,108.4945063766,109.30441871036,160.92,108.609243957216,3.07143,24,IBM
11-24-2014,170.91667,198,125,17.99518,173.0,109.027698662992,108.703733729488,110.59352917492802,162.15,109.43940409932002,3.07143,24,IBM
11-25-2014,170.91667,198,125,17.99518,173.0,109.77686757172,109.041197201888,110.3505554748,161.76,109.176182590848,3.0,24,IBM
11-26-2014,170.91667,198,125,17.99518,173.0,109.290920171464,108.669987382248,109.40565775208,161.95,109.30441871036,3.0,24,IBM
11-28-2014,170.91667,198,125,17.99518,173.0,109.8443602662,108.960205968512,110.262814971976,162.17,109.452902638216,3.0,24,IBM
12-01-2014,170.91667,198,125,17.99518,173.0,109.095191357472,108.89946254348,110.225693990012,161.54,109.027698662992,3.0,24,IBM
12-02-2014,170.91667,198,125,17.99518,173.0,109.655380721656,109.095191357472,109.830861727304,162.67,109.790366110616,3.0,24,IBM
12-03-2014,170.91667,198,125,17.99518,173.0,109.655380721656,109.3381650576,111.038980958496,164.52,111.038980958496,3.0,24,IBM
12-04-2014,170.70833,198,125,17.91759,173.0,110.694768216648,110.019841271848,111.0254824196,164.05,110.72176529444002,3.0,24,IBM
12-05-2014,170.70833,198,125,17.91759,173.0,110.42479743872802,109.952348577368,111.0254824196,163.27,110.19532227749602,3.0,24,IBM
12-08-2014,170.70833,198,125,17.91759,173.0,110.208820816392,109.027698662992,110.208820816392,161.86,109.243675285328,3.0,24,IBM
12-09-2014,170.70833,198,125,17.91759,173.0,108.555249801632,108.52825272384,110.02659054129602,162.99,110.006342732952,3.0,24,IBM
12-10-2014,170.70833,198,125,17.91759,173.0,110.019841271848,108.008558976344,110.235817894184,160.51,108.332523909848,3.0,24,IBM
12-11-2014,170.70833,198,125,17.91759,173.0,108.541751262736,108.339273179296,109.96584711626402,161.07,108.710482998936,3.0,24,IBM
12-12-2014,170.70833,198,125,17.91759,173.0,108.1570429042,104.83640233578402,108.3257746404,155.38,104.870148683024,3.0,24,IBM
12-15-2014,170.70833,198,125,17.91759,173.0,105.241358502664,103.155834243232,105.7873744010072,153.06,103.304318171088,3.0,24,IBM
12-16-2014,170.5,198,125,18.01157,173.0,102.609143417944,101.5765051924,104.539434480072,151.41,102.190688712168,3.0,24,IBM
12-17-2014,170.5,198,125,18.01157,173.0,102.264930676096,101.988210628728,103.4717000533984,151.93,102.54165072346402,3.0,24,IBM
12-18-2014,170.5,198,125,18.01157,173.0,103.65528018238402,103.46630063784,106.422480656064,157.68,106.422480656064,3.0,24,IBM
12-19-2014,170.5,198,125,18.01157,173.0,106.294244536552,106.294244536552,108.265031215368,158.51,106.982670020248,3.0,24,IBM
12-22-2014,170.5,198,125,18.01157,173.0,106.86118317018402,106.86118317018402,109.277421632568,161.44,108.960205968512,3.0,24,IBM
12-23-2014,170.5,198,125,18.01157,173.0,109.493398254904,109.07494354912802,109.94559930792,162.24,109.50014752435202,3.0,24,IBM
12-24-2014,170.72,198,125,17.68054,175.0,109.932100769024,109.07494354912802,110.006342732952,161.82,109.216678207536,3.0,25,IBM
12-26-2014,170.72,198,125,17.68054,175.0,109.520395332696,109.344914327048,110.073835427432,162.34,109.567640218832,3.0,25,IBM
12-29-2014,170.72,198,125,17.68054,175.0,109.3381650576,107.61710134836,109.567640218832,160.51,108.332523909848,3.0,25,IBM
12-30-2014,170.72,198,125,17.68054,175.0,108.001809706896,107.846576509592,108.541751262736,160.05,108.02205751524,3.0,25,IBM
12-31-2014,170.72,198,125,17.68054,175.0,108.265031215368,108.244783407024,109.0007015852,160.44,108.285279023712,3.0,25,IBM
01-02-2015,170.72,198,125,17.68054,175.0,108.872465465688,108.6632381128,110.222319355288,162.06,109.378660674288,3.0,25,IBM
01-05-2015,170.72,198,125,17.68054,175.0,108.84546838789602,107.441620342712,108.84546838789602,159.51,107.657596965048,3.0,25,IBM
01-06-2015,170.72,198,125,17.68054,175.0,107.765585276216,104.728414024616,107.961314090208,156.07,105.335848274936,3.0,25,IBM
01-07-2015,170.72,198,125,17.68054,175.0,106.09851572256,103.958997307544,106.09851572256,155.05,104.64742279124002,3.0,25,IBM
01-08-2015,170.72,198,125,17.68054,175.0,105.450585855552,104.98488626364,107.3430810087712,158.42,106.921926595216,3.0,25,IBM
01-09-2015,170.72,198,125,17.68054,175.0,106.921926595216,106.1322620698,108.217786329232,159.11,107.38762618712802,3.0,25,IBM
01-12-2015,169.56,198,125,18.62489,171.0,107.3133842232,105.126620922048,107.4821159594,156.44,105.585571244512,3.0,25,IBM
01-13-2015,168.56,198,125,18.43926,170.0,106.139011339248,105.072626766464,107.968063359656,156.81,105.835294214088,3.0,25,IBM
01-14-2015,168.36,198,125,18.55776,170.0,104.51918667172802,103.76326849355202,105.619317591752,155.8,105.15361799984,3.0,25,IBM
01-15-2015,167.96,198,125,18.34444,170.0,105.754302980712,104.046737810368,105.943282525256,154.57,104.323457857736,3.0,25,IBM
01-16-2015,167.16,198,125,18.34705,167.0,103.817262649136,103.817262649136,106.388734308824,157.14,106.058020105872,3.0,25,IBM
01-20-2015,166.76,198,125,17.83767,167.0,105.76105225016,103.958997307544,106.186256225384,156.95,105.92978398636,3.0,25,IBM
01-21-2015,163.36,198,125,16.93961,160.0,103.284070362744,101.961213550936,104.2762129716,152.09,102.649639034632,3.0,25,IBM
01-22-2015,162.96,198,125,16.65768,160.0,102.548399992912,102.426913142848,105.099623844256,155.39,104.876897952472,3.0,25,IBM
01-23-2015,162.96,198,125,16.65768,160.0,104.633924252344,104.539434480072,106.36848650048,155.87,105.200862885976,3.0,25,IBM
01-26-2015,162.56,198,125,16.60381,160.0,106.813938284048,105.133370191496,107.62385061780802,156.36,105.53157708892802,3.0,25,IBM
01-27-2015,162.56,198,125,16.60381,160.0,104.573180827312,102.987102507032,104.674419869032,153.67,103.716023607416,3.0,25,IBM
01-28-2015,162.56,198,125,16.60381,160.0,103.9387494992,102.28517848444,104.296460779944,151.55,102.28517848444,3.0,25,IBM
01-29-2015,162.56,198,125,16.60381,160.0,102.170440903824,100.91507678649602,105.00513407198402,155.48,104.937641377504,3.0,25,IBM
01-30-2015,162.56,198,125,16.60381,160.0,103.878006074168,103.290819632192,104.775658910752,153.31,103.473049907288,3.0,25,IBM
02-02-2015,162.56,198,125,16.60381,160.0,103.9387494992,102.258181406648,104.384201282768,154.66,104.384201282768,3.0,25,IBM
02-03-2015,162.56,198,125,16.60381,160.0,104.4449447078,104.4449447078,107.04341344528,158.47,106.955672942456,3.0,25,IBM
02-04-2015,162.56,198,125,16.60381,160.0,106.10526499200802,105.76105225016,107.117655409208,156.96,105.93653325580802,3.0,25,IBM
02-05-2015,162.56,198,125,16.60381,160.0,106.159259147592,106.0648368680145,107.036664175832,157.91,106.577713853368,3.0,25,IBM
02-06-2015,162.56,198,125,16.60381,160.0,106.937934415346,106.183510192637,107.440883897152,156.72,106.516544308968,3.0,25,IBM
02-09-2015,162.56,198,125,16.60381,160.0,106.0271880564,105.61939117926,107.04668024925,155.75,105.857272690925,3.0,25,IBM
02-10-2015,162.56,198,125,16.60381,160.0,106.530137538206,105.401899511452,107.767121398864,158.56,107.767121398864,3.0,25,IBM
02-11-2015,162.56,198,125,16.60381,160.0,107.223392229344,106.822391966823,108.127341973671,158.2,107.52244327258,3.0,25,IBM
02-12-2015,162.56,198,125,16.60381,160.0,107.875867232768,107.447680511771,108.40600317305,158.52,107.739934940388,3.0,25,IBM
02-13-2015,162.56,198,125,16.60381,160.0,107.916646920482,107.82149431581598,109.28956307352,160.4,109.01769848876,3.0,25,IBM
02-17-2015,162.56,198,125,16.60381,160.0,108.575918538525,108.562325309287,109.704156565279,160.96,109.398308907424,3.0,25,IBM
02-18-2015,162.56,198,125,16.60381,160.0,110.010004223134,109.180817239616,110.424597714893,162.19,110.234292505561,3.0,25,IBM
02-19-2015,162.56,198,125,16.60381,160.0,110.139139900895,109.724546409136,111.797513867931,163.89,111.389716990791,3.0,25,IBM
02-20-2015,162.56,198,125,16.60381,160.0,111.219801625316,110.166326359371,111.695564648646,163.65,111.226598239935,3.0,25,IBM
02-23-2015,162.56,198,125,16.60381,160.0,111.620801887837,110.44498755875,111.73634433636,162.91,110.723648758129,3.0,25,IBM
02-24-2015,162.56,198,125,16.60381,160.0,110.438190944131,109.772122711469,112.137344598881,164.83,112.028598764977,3.0,25,IBM
02-25-2015,162.56,198,125,16.60381,160.0,112.103361525786,110.499360475702,112.116954755024,162.81,110.655682611939,3.0,25,IBM
02-26-2015,162.56,198,125,16.60381,160.0,111.287767771506,108.589511767763,111.559632356266,160.87,109.337139375853,3.0,25,IBM
02-27-2015,161.84,198,125,15.49111,160.0,109.459478438995,108.854579737904,110.302258651751,161.94,110.064377140086,2.96429,25,IBM
03-02-2015,161.32,198,125,15.83848,160.0,109.887665159992,108.6167661923852,110.030394066991,160.48,109.072071405712,2.89286,25,IBM
03-03-2015,161.32,198,125,15.83848,160.0,108.929342498713,108.745833904,109.935241462325,161.03,109.445885209757,2.89286,25,IBM
03-04-2015,161.32,198,125,15.83848,160.0,109.112851093426,107.875867232768,109.126444322664,159.42,108.351630256098,2.89286,25,IBM
03-05-2015,161.32,198,125,15.83848,160.0,108.650681299334,108.54397444981568,109.76532609685,161.18,109.547834429042,2.89286,25,IBM
03-06-2015,161.32,198,125,15.83848,160.0,108.874969581761,107.427290667914,109.724546409136,158.5,107.72634171115,2.89286,25,IBM
03-09-2015,161.32,198,125,15.83848,160.0,107.52244327258,107.52244327258,109.527444585185,160.77,109.269173229663,2.89286,25,IBM
03-10-2015,161.32,198,125,15.83848,160.0,108.47396931924,107.257375302439,108.902156040237,157.81,107.257375302439,2.89286,25,IBM
03-11-2015,161.32,198,125,15.83848,160.0,107.773918013483,105.9830100613765,108.161325046766,156.8,106.57091722592,2.89286,25,IBM
03-12-2015,161.32,198,125,15.83848,160.0,106.210696651113,106.210696651113,107.875867232768,157.98,107.372917750962,2.89286,25,IBM
03-13-2015,161.32,198,125,15.83848,160.0,107.019493790774,104.26006825546,107.060273478488,154.28,104.858170341932,2.89286,25,IBM
03-16-2015,161.32,198,125,15.83848,160.0,105.381509667595,105.21159430212,106.768019049871,157.08,106.761222435252,2.89286,25,IBM
03-17-2015,161.32,198,125,15.83848,160.0,106.16312034877998,105.599001335403,106.903951342251,156.96,106.679663059824,2.89286,25,IBM
03-18-2015,161.32,198,125,15.83848,160.0,106.604900299015,105.89125576402,109.22159692732998,159.81,108.616698226239,2.89286,25,IBM
03-19-2015,161.32,198,125,15.83848,160.0,108.54193546543,107.937036764339,109.371122448948,159.81,108.616698226239,2.89286,25,IBM
03-20-2015,161.32,198,125,15.83848,160.0,109.391512292805,108.983715415665,110.7848182897,162.88,110.703258914272,2.89286,25,IBM
03-23-2015,161.32,198,125,15.83848,160.0,110.628496153463,110.601309694987,112.382022725165,164.63,111.892666472597,2.89286,25,IBM
03-24-2015,161.32,198,125,15.83848,160.0,112.001412306501,110.71685214351,112.06937845269098,163.0,110.7848182897,2.89286,25,IBM
03-25-2015,161.32,198,125,15.83848,160.0,110.839191206652,108.20210473448,110.839191206652,159.2,108.20210473448,2.89286,25,IBM
03-26-2015,161.32,198,125,15.83848,160.0,108.249681036813,108.005002910529,109.595410731375,160.59,109.146834166521,2.89286,25,IBM
03-27-2015,161.58333,198,125,16.11137,160.0,109.282766458901,108.222494578337,109.35752921971,160.4,109.01769848876,2.88889,24,IBM
03-30-2015,161.58333,198,125,16.11137,160.0,109.636190419089,109.595410731375,111.19261516684,162.67,110.560530007273,2.88889,24,IBM
03-31-2015,161.58333,198,125,16.11137,160.0,109.479868282852,109.01769848876,110.329445110227,160.5,109.08566463495,2.88889,24,IBM
04-01-2015,161.43478,198,125,16.4418,160.0,108.902156040237,107.651578950341,109.167224010378,159.18,108.188511505242,2.88462,23,IBM
04-02-2015,161.43478,198,125,16.4418,160.0,108.419596402288,107.991409681291,110.472174017226,160.45,109.051681561855,2.88462,23,IBM
04-06-2015,161.43478,198,125,16.4418,160.0,108.535138850811,107.8636333264538,110.64888599732,162.04,110.132343286276,2.88462,23,IBM
04-07-2015,161.43478,198,125,16.4418,160.0,109.880868545373,109.846885472278,111.355733917696,162.07,110.152733130133,2.88462,23,IBM
04-08-2015,161.43478,198,125,16.4418,160.0,109.914851618468,109.432291980519,111.158632093745,161.85,110.003207608515,2.88462,23,IBM
04-09-2015,161.34783,198,125,16.53878,160.0,109.90125838923,109.235190156568,110.424597714893,162.34,110.336241724846,2.88462,23,IBM
04-10-2015,161.34783,198,125,16.53878,160.0,110.336241724846,109.595410731375,111.009106572127,162.86,110.689665685034,2.88462,23,IBM
04-13-2015,161.34783,198,125,16.53878,160.0,110.356631568703,110.349834954084,111.4644797516,162.38,110.363428183322,2.88462,23,IBM
04-14-2015,161.34783,198,125,16.53878,160.0,110.390614641798,109.282766458901,110.60484393458889,162.3,110.30905526637,2.88462,23,IBM
04-15-2015,161.34783,198,125,16.53878,160.0,110.533343548797,110.44498755875,112.116954755024,164.13,111.552835741647,2.88462,23,IBM
04-16-2015,161.34783,198,125,16.53878,160.0,110.995513342889,110.472174017226,111.450886522362,163.13,110.873174279747,2.88462,23,IBM
04-17-2015,161.13043,198,125,16.71839,160.0,109.935241462325,108.766223747857,110.010004223134,160.67,109.201207083473,2.88462,23,IBM
04-20-2015,161.0,198,125,16.37834,160.0,110.17312297399,110.03719068161,113.258786011016,166.16,112.932548509304,2.88889,24,IBM
04-21-2015,162.75,198,125,17.00551,161.5,112.871378977733,111.498462824695,113.761735492822,164.26,111.641191731694,2.88889,24,IBM
04-22-2015,163.04167,198,125,17.01587,164.0,111.729547721741,110.710055528891,112.8238026754,165.36,112.388819339784,2.88889,24,IBM
04-23-2015,163.04167,198,125,17.01587,164.0,112.300463349737,112.239293818166,116.840601915229,170.24,115.705567273856,2.88889,24,IBM
04-24-2015,163.04167,198,125,17.01587,164.0,115.69877065923698,114.686075081006,116.120160765615,169.78,115.392923001382,2.88889,24,IBM
04-27-2015,163.04167,198,125,17.01587,164.0,116.147347224091,115.74634696157,116.555144101231,170.73,116.038601390187,2.88889,24,IBM
04-28-2015,163.04167,198,125,17.01587,164.0,116.106567536377,115.556041752238,118.730060779311,173.92,118.206721453648,2.88889,24,IBM
04-29-2015,163.04167,198,125,17.01587,164.0,117.85329749346,117.44550061632,119.02931572098557,174.4,118.53295895536,2.88889,24,IBM
04-30-2015,163.04167,198,125,17.01587,164.0,118.104772234363,115.74634696157,118.451399579932,171.29,116.419211808851,2.88889,24,IBM
05-01-2015,163.04167,198,125,17.01587,164.0,117.71736520108,117.187229260798,118.2610943706,173.67,118.036806088173,2.88889,24,IBM
05-04-2015,163.04167,198,125,17.01587,164.0,118.580535257693,118.05719593202998,119.82431573297,173.97,118.240704526743,2.88889,24,IBM
05-05-2015,163.04167,198,125,17.01587,164.0,117.92806025426898,116.874584988324,118.417416506837,173.08,117.635805825652,2.88889,24,IBM
05-06-2015,163.04167,198,125,17.01587,164.0,118.40278745659,115.636175187506,119.190313226255,170.05,116.451093157855,2.88889,24,IBM
05-07-2015,163.04167,198,125,17.01587,164.0,116.163475050673,115.759440090584,117.77276684085798,170.99,117.094809873929,2.88889,24,IBM
05-08-2015,163.04167,198,125,17.01587,164.0,118.430179657274,117.950816145304,118.697253613943,172.68,118.252130352828,2.88889,24,IBM
05-11-2015,163.04167,198,125,17.01587,164.0,118.231586202315,117.005785221706,118.464419908129,171.12,117.183834526152,2.88889,24,IBM
05-12-2015,163.04167,198,125,17.01587,164.0,116.793495666405,115.622479087164,117.4371439019773,170.55,116.793495666405,2.88889,24,IBM
05-13-2015,163.04167,198,125,17.01587,164.0,117.266011128204,116.930456669825,118.293218653854,172.28,117.978208345988,2.88889,24,IBM
05-14-2015,163.04167,198,125,17.01587,164.0,118.81367046685,118.621925062062,119.42999498224,174.05,119.190313226255,2.88889,24,IBM
05-15-2015,163.04167,198,125,17.01587,164.0,119.094440523861,118.19734595146,119.436843032411,173.26,118.64931726274598,2.88889,24,IBM
05-18-2015,163.04167,198,125,17.01587,164.0,118.772582165824,117.99190444633,118.806822416679,173.06,118.512356259326,2.88889,24,IBM
05-19-2015,163.04167,198,125,17.01587,164.0,118.450723807787,117.738526590003,118.984871721125,173.48,118.79997436650798,2.88889,24,IBM
05-20-2015,163.04167,198,125,17.01587,164.0,118.697253613943,118.101473249066,119.457387182924,173.76,118.991719771296,2.88889,24,IBM
05-21-2015,163.04167,198,125,17.01587,164.0,118.690405563772,118.49523613389847,119.25194567779398,173.34,118.704101664114,2.88889,24,IBM
05-22-2015,163.04167,198,125,17.01587,164.0,118.498660158984,117.916575894449,118.73834191496898,172.22,117.937120044962,2.88889,24,IBM
05-26-2015,163.04167,198,125,17.01587,164.0,117.861791493081,115.821072542123,117.868639543252,170.13,116.505877559223,2.88889,24,IBM
05-27-2015,163.04167,198,125,17.01587,164.0,117.211226726836,116.752407365379,118.115169349408,172.0,117.7864629412,2.88889,24,IBM
05-28-2015,163.04167,198,125,17.01587,164.0,117.40982018179498,116.868824218286,117.676894138464,171.71,117.587869486241,2.88889,24,IBM
05-29-2015,163.04167,198,125,17.01587,164.0,117.341339680085,116.177171151015,117.341339680085,169.65,116.177171151015,2.88889,24,IBM
06-01-2015,163.04167,198,125,17.01587,164.0,116.560661960591,115.752592040413,117.129050124784,170.18,116.540117810078,2.88889,24,IBM
06-02-2015,163.04167,198,125,17.01587,164.0,116.184019201186,115.341709030153,116.72501516469498,169.65,116.177171151015,2.88889,24,IBM
06-03-2015,163.04167,198,125,17.01587,164.0,116.75925541555,116.163475050673,117.48521721417772,169.92,116.36206850563198,2.88889,24,IBM
06-04-2015,163.04167,198,125,17.01587,164.0,116.094994548963,114.999306521603,116.82773591726,168.38,115.307468779298,2.88889,24,IBM
06-05-2015,163.04167,198,125,17.01587,164.0,115.218444127075,114.49939885912,115.67062087986614,167.4,114.63635986254,2.88889,24,IBM
06-08-2015,163.04167,198,125,17.01587,164.0,114.478854708607,113.006523921842,114.554183260488,165.34,113.225661527314,2.88889,24,IBM
06-09-2015,163.04167,198,125,17.01587,164.0,113.225661527314,111.876595643627,113.691328938942,165.68,113.458495233128,2.88889,24,IBM
06-10-2015,163.04167,198,125,17.01587,164.0,114.013187296979,113.718721139626,115.99912184656898,168.92,115.677263488532,2.88889,24,IBM
06-11-2015,163.04167,198,125,17.01587,164.0,115.910097194346,115.41703758203398,116.718167114524,168.78,115.581390786138,2.88889,24,IBM
06-12-2015,163.04167,198,125,17.01587,164.0,115.204748026733,114.150148300399,115.25268437793,166.99,114.355589805529,2.88889,24,IBM
06-15-2015,163.04167,198,125,17.01587,164.0,113.218813477143,112.479224058675,113.978947046124,166.26,113.85568214304598,2.88889,24,IBM
06-16-2015,163.04167,198,125,17.01587,164.0,113.903618494243,113.616000387061,114.63635986254,166.84,114.252869052964,2.88889,24,IBM
06-17-2015,163.04167,198,125,17.01587,164.0,114.3624378557,113.74611334031,114.94287858819396,167.17,114.478854708607,2.88889,24,IBM
06-18-2015,163.04167,198,125,17.01587,164.0,114.396678106555,114.396678106555,115.540302485112,168.25,115.218444127075,2.88889,24,IBM
06-19-2015,163.04167,198,125,17.01587,164.0,114.787016966302,114.204932701767,115.33486097998198,166.99,114.355589805529,2.88889,24,IBM
06-22-2015,163.04167,198,125,17.01587,164.0,114.807561116815,114.49939885912,115.280076578614,167.73,114.862345518183,2.88889,24,IBM
06-23-2015,162.47826,198,125,17.16131,163.0,115.307468779298,114.7548311304983,116.396308756487,168.62,115.471821983402,2.88889,23,IBM
06-24-2015,162.47826,198,125,17.16131,163.0,115.533454434941,114.2460894832947,115.622479087164,166.97,114.341893705187,2.88889,23,IBM
06-25-2015,162.47826,198,125,17.16131,163.0,114.91028186938,113.732417239968,115.136267525023,166.08,113.732417239968,2.88889,23,IBM
06-26-2015,162.47826,198,125,17.16131,163.0,113.835137992533,113.150332975433,114.23342059047836,165.46,113.307838129366,2.88889,23,IBM
06-29-2015,162.47826,198,125,17.16131,163.0,112.253238403032,111.547889235419,113.232509577485,162.97,111.602673636787,2.88889,23,IBM
06-30-2015,162.47826,198,125,17.16131,163.0,112.301174754229,111.020589372252,112.3080228044,162.66,111.390384081486,2.88889,23,IBM
07-01-2015,162.47826,198,125,17.16131,163.0,112.287478653887,112.03410079756,113.410558881931,164.49,112.643577262779,2.88889,23,IBM
07-02-2015,162.47826,198,125,17.16131,163.0,113.027068072355,112.59564091158198,113.211965426972,165.09,113.054460273039,2.88889,23,IBM
07-06-2015,162.47826,198,125,17.16131,163.0,112.191605951493,111.979316396192,113.150332975433,164.73,112.807930466883,2.88889,23,IBM
07-07-2015,162.47826,198,125,17.16131,163.0,112.951739520474,111.09708209266206,113.232509577485,165.0,112.9928278215,2.88889,23,IBM
07-08-2015,162.47826,198,125,17.16131,163.0,112.3080228044,111.404080181828,112.951739520474,163.16,111.732786590036,2.88889,23,IBM
07-09-2015,162.47826,198,125,17.16131,163.0,113.225661527314,112.10258129927,113.34207838022098,163.85,112.205302051835,2.88889,23,IBM
07-10-2015,162.47826,198,125,17.16131,163.0,113.444799132786,113.34550240530648,114.63635986254,166.95,114.328197604845,2.88889,23,IBM
07-13-2015,162.47826,198,125,17.16131,163.0,114.999306521603,114.718536464592,116.341524355119,169.38,115.992273796398,2.88889,23,IBM
07-14-2015,162.47826,198,125,17.16131,163.0,116.026514047253,115.211596076904,116.101842599134,168.61,115.464973933231,2.88889,23,IBM
07-15-2015,162.47826,198,125,17.16131,163.0,115.375949281008,115.0472428728,115.916945244517,168.53,115.410189531863,2.88889,23,IBM
07-16-2015,162.47826,198,125,17.16131,163.0,116.053906247937,115.841616692636,117.163290375639,171.0,117.1016579241,2.88889,23,IBM
07-17-2015,162.47826,198,125,17.16131,163.0,116.642838562643,116.48533340871,118.142561550092,172.51,118.13571349992098,2.88889,23,IBM
07-20-2015,162.47826,198,125,17.16131,163.0,118.327458904709,117.882335643594,119.005415871638,173.22,118.621925062062,2.88889,23,IBM
07-21-2015,162.68182,198,125,17.43139,166.0,112.540856510214,110.952108870542,113.917314594585,163.07,111.671154138497,2.88462,22,IBM
07-22-2015,162.68182,198,125,17.43139,166.0,111.438320432683,109.36336123086998,111.67081173598844,160.35,109.80848449198498,2.88462,22,IBM
07-23-2015,162.59091,198,125,17.41384,165.0,109.753700090617,109.452385883093,111.452016533025,161.73,110.75351541558298,2.88462,22,IBM
07-24-2015,162.59091,198,125,17.41384,165.0,110.452201208059,109.164767775911,110.890476419003,159.75,109.397601481725,2.88462,22,IBM
07-27-2015,162.59091,198,125,17.41384,165.0,108.8839977189,108.61007571206,109.692067639078,159.07,108.931934070097,2.88462,22,IBM
07-28-2015,162.59091,198,125,17.41384,165.0,109.507170284461,108.54159521035,109.698915689249,160.05,109.603042986855,2.88462,22,IBM
07-29-2015,162.59091,198,125,17.41384,165.0,109.568802736,109.151071675569,110.59601026165,161.09,110.315240204639,2.88462,22,IBM
07-30-2015,162.59091,198,125,17.41384,165.0,109.91120524455,109.397601481725,110.52752975994,160.96,110.226215552416,2.88462,22,IBM
07-31-2015,162.59091,198,125,17.41384,165.0,110.52752975994,110.000229896773,110.979501071226,161.99,110.931564720029,2.88462,22,IBM
08-03-2015,162.59091,198,125,17.41384,165.0,110.73297126507,108.13071220009,110.835692017635,158.71,108.685404263941,2.88462,22,IBM
08-04-2015,162.59091,198,125,17.41384,165.0,108.47311470864,107.425363032477,108.760732815822,157.6,107.92527069496,2.88462,22,IBM
08-05-2015,162.59091,198,125,17.41384,165.0,108.95247822061,107.843094092908,109.253792428134,157.9,108.13071220009,2.88462,22,IBM
08-06-2015,162.59091,198,125,17.41384,165.0,108.496671827504,107.840706459744,108.779772670432,156.32,107.937375040256,2.88462,22,IBM
08-07-2015,162.59091,198,125,17.41384,165.0,107.64046440011198,106.566752666568,107.88904075,155.12,107.108787207296,2.88462,22,IBM
08-10-2015,162.59091,198,125,17.41384,165.0,108.248095477616,107.799277068096,108.72812402884416,156.75,108.2342856804,2.88462,22,IBM
08-11-2015,162.59091,198,125,17.41384,165.0,107.688798690368,106.929259843488,107.709513386192,155.51,107.37807825300798,2.88462,22,IBM
08-12-2015,162.59091,198,125,17.41384,165.0,106.514965927008,106.30091407016,108.075473012416,156.16,107.826896662528,2.88462,22,IBM
08-13-2015,162.59091,198,125,17.41384,165.0,107.757847676448,106.55439289805967,107.778562372272,155.07,107.074262714256,2.88462,22,IBM
08-14-2015,162.5,198,125,17.36441,165.0,107.025928424,106.735922682464,107.861421155568,155.75,107.5437958196,2.88462,22,IBM
08-17-2015,162.5,198,125,17.36441,165.0,107.16402639615998,106.81878146575998,108.192856288752,156.31,107.930470141648,2.88462,22,IBM
08-18-2015,162.5,198,125,17.36441,165.0,107.37807825300798,107.1985508892,108.075473012416,156.01,107.72332318340798,2.88462,22,IBM
08-19-2015,162.5,198,125,17.36441,165.0,107.12950190312,105.928049545328,107.488556630736,153.94,106.294009171552,2.88462,22,IBM
08-20-2015,162.5,198,125,17.36441,165.0,105.465421338592,105.299703772,106.273294475728,152.66,105.410182149728,2.88462,22,IBM
