 Date,TXN Price Target,TXN Price Target - High,TXN Price Target - Low,TXN Price Target - StdDev,TXN Price Target - Median,TXN Open,TXN Low,TXN High,TXN Close,TXN Adj. Close,TXN Rating,TXN Price Target - #,Ticker
03-13-2013,34.23529,41,26.0,4.37573,35.0,26.95396724416,26.83910658829,27.091800031204,35.29,27.022883637682,3.23256,34,TXN
03-14-2013,34.23529,41,26.0,4.37573,35.0,27.1836885559,27.045855768856,27.359808228234,35.38,27.091800031204,3.23256,34,TXN
03-15-2013,34.23529,41,26.0,4.37573,35.0,26.95396724416,26.68595904713,27.10711478532,35.08,26.862078719464,3.23256,34,TXN
03-18-2013,34.23529,41,26.0,4.37573,35.0,26.195886915418,26.195886915418,26.785504948884,34.62,26.509839374796,3.23256,34,TXN
03-19-2013,34.23529,41,26.0,4.37573,35.0,26.563441014202,26.257145931882,26.731903309478,34.66,26.540468883028,3.23256,34,TXN
03-20-2013,34.23529,41,26.0,4.37573,35.0,26.739560686536,26.655329538898,26.91568035887,35.06,26.846763965348003,3.23256,34,TXN
03-21-2013,34.23529,41,26.0,4.37573,35.0,26.632357407724,26.215030358063,26.743389375065,34.29,26.257145931882,3.23256,34,TXN
03-22-2013,34.23529,41,26.0,4.37573,35.0,26.410293473042003,26.287775440114,26.586413145376,34.46,26.387321341868,3.23256,34,TXN
03-25-2013,34.23529,41,26.0,4.37573,35.0,26.463895112448,26.272460685998,26.708931178304,34.48,26.402636095984,3.23256,34,TXN
03-26-2013,34.23529,41,26.0,4.37573,35.0,26.601727899492,26.509839374796,26.885050850638,35.095,26.873564785051,3.23256,34,TXN
03-27-2013,34.23529,41,26.0,4.37573,35.0,26.662986915956,26.460066423919,26.892708227696,35.08,26.862078719464,3.23256,34,TXN
03-28-2013,34.23529,41,26.0,4.37573,35.0,26.808477080058,26.796991014471,27.1836885559,35.48,27.168373801784,3.23256,34,TXN
04-01-2013,34.23529,41,26.0,4.37573,35.0,26.999911506508,26.693616424188,27.229632818248003,35.01,26.808477080058,3.23256,34,TXN
04-02-2013,34.06061,41,26.0,4.32315,35.0,26.640014784782,26.471552489506,26.816134457116004,34.765,26.620871342137,3.18605,33,TXN
04-03-2013,34.06061,41,26.0,4.32315,35.0,26.601727899492,26.0350819972,26.716588555362,34.15,26.14994265307,3.2093,33,TXN
04-04-2013,34.06061,41,26.0,4.32315,35.0,26.234173800708,26.096341013664,26.517496751854,34.49,26.410293473042003,3.2093,33,TXN
04-05-2013,34.06061,41,26.0,4.32315,35.0,26.119313144838,25.889591833098,26.211201669534,34.2,26.18822953836,3.2093,33,TXN
04-08-2013,34.06061,41,26.0,4.32315,35.0,26.257145931882,26.234173800708,26.862078719464,35.07,26.854421342406,3.2093,33,TXN
04-09-2013,34.06061,41,26.0,4.32315,35.0,26.885050850638,26.64767216184,27.103286096791003,35.16,26.923337735928,3.2093,33,TXN
04-10-2013,34.06061,41,26.0,4.32315,35.0,27.06882790003,26.976939375334,27.390437736466,35.755,27.378951670879,3.2093,33,TXN
04-11-2013,34.06061,41,26.0,4.32315,35.0,27.145401670610003,27.084142654146,27.505298392336,35.69,27.329178720002,3.2093,33,TXN
04-12-2013,34.06061,41,26.0,4.32315,35.0,27.313863965886,26.976939375334,27.474668884104,35.85,27.45169675293,3.2093,33,TXN
04-15-2013,34.06061,41,26.0,4.32315,35.0,27.244947572364,27.007568883566,27.474668884104,35.27,27.007568883566,3.2093,33,TXN
04-16-2013,34.06061,41,26.0,4.32315,35.0,27.130086916494,26.923337735928,27.459354129988,35.735,27.363636916763,3.2093,33,TXN
04-17-2013,34.28125,41,26.0,4.20323,35.0,26.800819703,26.042739374258,26.823791834174,34.21,26.195886915418,3.2619,32,TXN
04-18-2013,34.28125,41,26.0,4.20323,35.0,26.53281150597,25.939364783975,26.655329538898,33.92,25.973822980736003,3.2619,32,TXN
04-19-2013,34.12903,41,26.0,4.18278,35.0,25.904906587214,25.698157406648,26.337548390991003,34.25,26.22651642365,3.2381,31,TXN
04-22-2013,34.12903,41,26.0,4.18278,35.0,26.272460685998,26.081026259548,27.26026232648,34.81,26.655329538898,3.2381,31,TXN
04-23-2013,34.75161,42,26.0,3.85352,35.0,27.045855768856,26.923337735928,27.742677081134,35.7,27.33683609706,3.2381,31,TXN
04-24-2013,34.81613,42,26.0,3.92347,35.0,27.206660687074,27.053513145914,27.673760687612,36.01,27.574214785858,3.2381,31,TXN
04-25-2013,34.81613,42,26.0,3.92347,35.0,27.689075441728,27.512955769394,27.765649212308,36.11,27.650788556438,3.2381,31,TXN
04-26-2013,34.81613,42,26.0,3.92347,35.0,27.457858128696,27.3961203926,27.697091856068003,35.74,27.581333600888005,3.2381,31,TXN
04-29-2013,34.81613,42,26.0,3.92347,35.0,27.766546809176,27.535030298816,27.85915341332,35.97,27.758829592164,3.2381,31,TXN
04-30-2013,34.81613,42,26.0,3.92347,35.0,27.743395158140004,27.592909426406003,27.967194451488,36.21,27.944042800452003,3.2381,31,TXN
05-01-2013,34.81613,42,26.0,3.92347,35.0,27.974911668500003,27.673940205032,28.39935860416,36.41,28.098387140692,3.2381,31,TXN
05-02-2013,34.81613,42,26.0,3.92347,35.0,28.229579829896,28.01349775356,28.47653077428,36.7,28.32218643404,3.21429,31,TXN
05-03-2013,34.85806,42,26.0,3.92361,35.0,28.507399642328,28.453379123244,28.708047284640003,37.01,28.561420161412,3.21429,31,TXN
05-06-2013,34.85806,42,26.0,3.92361,35.0,28.700330067628,28.407075821172004,28.746633369700003,37.04,28.584571812448,3.21429,31,TXN
05-07-2013,34.95625,42,26.0,3.90032,35.0,28.638592331532003,28.445661906232,28.66946119958,37.04,28.584571812448,3.23256,32,TXN
05-08-2013,34.95625,42,26.0,3.90032,35.0,28.491965208304,28.484247991292,28.731198935676,37.09,28.623157897508005,3.23256,32,TXN
05-09-2013,34.95625,42,26.0,3.90032,35.0,28.5537029444,28.507399642328,28.827664148326,37.01,28.561420161412,3.23256,32,TXN
05-10-2013,34.95625,42,26.0,3.90032,35.0,28.731198935676,28.445661906232,28.731198935676,37.04,28.584571812448,3.23256,32,TXN
05-13-2013,34.95625,42,26.0,3.90032,35.0,28.491965208304,28.198710961848,28.576854595436004,36.54,28.198710961848,3.23256,32,TXN
05-14-2013,34.95625,42,26.0,3.90032,35.0,28.190993744836003,28.152407659776,28.39935860416,36.51,28.175559310812,3.23256,32,TXN
05-15-2013,34.95625,42,26.0,3.90032,35.0,28.221862612884003,28.136973225752,28.461096340256,36.81,28.407075821172004,3.23256,32,TXN
05-16-2013,34.95625,42,26.0,3.90032,35.0,28.391641387148,28.225721221390003,28.538268510376,36.6,28.24501426392,3.23256,32,TXN
05-17-2013,34.95625,42,26.0,3.90032,35.0,28.306752000016,28.221862612884003,28.422510255196,36.77,28.376206953124004,3.23256,32,TXN
05-20-2013,34.95625,42,26.0,3.90032,35.0,28.360772519100003,28.229579829896,28.426368863702,36.63,28.268165914956004,3.23256,32,TXN
05-21-2013,34.95625,42,26.0,3.90032,35.0,28.32218643404,28.175559310812,28.39935860416,36.6,28.24501426392,3.23256,32,TXN
05-22-2013,34.95625,42,26.0,3.90032,35.0,28.152407659776,27.6361258416732,28.353055302088,36.01,27.789698460212,3.23256,32,TXN
05-23-2013,34.95625,42,26.0,3.90032,35.0,27.573616383876,27.419272043636003,27.905456715392,35.99,27.774264026188003,3.23256,32,TXN
05-24-2013,34.95625,42,26.0,3.90032,35.0,27.581333600888005,27.41541343513,27.789698460212,35.99,27.774264026188003,3.23256,32,TXN
05-28-2013,35.20625,42,26.0,3.95877,35.0,28.28360034898,27.878446455850003,28.337620868064,36.2,27.93632558344001,3.27907,32,TXN
05-29-2013,35.20625,42,26.0,3.95877,35.0,27.812850111248,27.681657422044,28.005780536548,36.09,27.851436196308004,3.27907,32,TXN
05-30-2013,35.20625,42,26.0,3.95877,35.0,27.720243507104005,27.720243507104005,28.268165914956004,36.47,28.144690442764,3.27907,32,TXN
05-31-2013,35.20625,42,26.0,3.95877,35.0,27.843718979296,27.689374639056005,28.098387140692,35.91,27.712526290092,3.27907,32,TXN
06-03-2013,35.20625,42,26.0,3.95877,35.0,27.735677941128,27.573616383876,27.928608366428,36.03,27.805132894236003,3.27907,32,TXN
06-04-2013,35.20625,42,26.0,3.95877,35.0,28.106104357704,28.106104357704,28.549844335894,36.64,28.275883131968,3.27907,32,TXN
06-05-2013,35.26875,42,26.0,3.8752,35.0,28.252731480932,27.635354119972003,28.252731480932,35.87,27.681657422044,3.27907,32,TXN
06-06-2013,35.26875,42,26.0,3.8752,35.0,27.650788553996,27.172321099252,27.836001762284003,35.67,27.527313081804003,3.27907,32,TXN
06-07-2013,35.26875,42,26.0,3.8752,35.0,27.766546809176,27.520367586493204,27.974911668500003,36.18,27.920891149416,3.27907,32,TXN
06-10-2013,35.26875,42,26.0,3.8752,35.0,27.974911668500003,27.874587847344,28.368489736112,36.62,28.260448697944,3.27907,32,TXN
06-11-2013,35.42727,44,26.0,3.98514,35.0,27.7819812432,27.141452231204003,27.79741567722401,35.26,27.210907184312,3.30233,33,TXN
06-12-2013,35.42727,44,26.0,3.98514,35.0,27.3961203926,26.744015555086,27.419272043636003,34.79,26.848197984748,3.30233,33,TXN
06-13-2013,35.42727,44,26.0,3.98514,35.0,26.89450128682,26.686136427496,27.457858128696,35.48,27.380685958576,3.30233,33,TXN
06-14-2013,35.42727,44,26.0,3.98514,35.0,27.288079354432,27.195472750288005,27.604485251924004,35.48,27.380685958576,3.30233,33,TXN
06-17-2013,35.42727,44,26.0,3.98514,35.0,27.62763690296,27.473292562720005,27.971053059994,35.78,27.612202468936,3.30233,33,TXN
06-18-2013,35.42727,44,26.0,3.98514,35.0,27.697091856068003,27.535030298816,28.04436662160801,36.12,27.874587847344,3.30233,33,TXN
06-19-2013,35.42727,44,26.0,3.98514,35.0,27.959477234476,27.481009779732,28.005780536548,35.71,27.558181949852003,3.30233,33,TXN
06-20-2013,35.42727,44,26.0,3.98514,35.0,27.326665439492,26.639833125424005,27.3961203926,34.625,26.72086390405,3.30233,33,TXN
06-21-2013,35.42727,44,26.0,3.98514,35.0,26.848197984748,26.54722652128,27.056562844072005,34.95,26.971673456940003,3.30233,33,TXN
06-24-2013,35.42727,44,26.0,3.98514,35.0,26.871349635784004,26.311851402414,26.979390673952004,34.19,26.385164964028,3.30233,33,TXN
06-25-2013,35.42727,44,26.0,3.98514,35.0,26.724722512556003,26.601247040364,27.133735014192,35.02,27.025693976024005,3.30233,33,TXN
06-26-2013,35.42727,44,26.0,3.98514,35.0,27.226341618336004,26.940804588892,27.326665439492,34.96,26.979390673952004,3.30233,33,TXN
06-27-2013,35.42727,44,26.0,3.98514,35.0,27.056562844072005,26.89450128682,27.156886665228,34.85,26.89450128682,3.30233,33,TXN
06-28-2013,35.42727,44,26.0,3.98514,35.0,26.693853644508003,26.632115908412,27.06813866959,34.85,26.89450128682,3.30233,33,TXN
07-01-2013,35.42727,44,26.0,3.98514,35.0,26.971673456940003,26.960097631422,27.303513788456005,35.045,27.044987018554004,3.30233,33,TXN
07-02-2013,35.42727,44,26.0,3.98514,35.0,26.925370154868,26.879066852796,27.519595864792,35.13,27.110583363156003,3.30233,33,TXN
07-03-2013,35.42727,44,26.0,3.98514,35.0,26.89450128682,26.863632418772003,27.60834386043,35.47,27.372968741564,3.30233,33,TXN
07-05-2013,35.42727,44,26.0,3.98514,35.0,27.596768034912,27.411554826624005,27.79741567722401,36.0,27.7819812432,3.30233,33,TXN
07-08-2013,35.42727,44,26.0,3.98514,35.0,27.882305064356004,27.326665439492,27.905456715392,35.69,27.542747515828,3.30233,33,TXN
07-09-2013,35.42727,44,26.0,3.98514,35.0,27.7819812432,27.751112375152,28.098387140692,36.24,27.967194451488,3.30233,33,TXN
07-10-2013,35.42727,44,26.0,3.98514,35.0,27.828284545272005,27.828284545272005,28.299034783004004,36.59,28.237297046908004,3.30233,33,TXN
07-11-2013,35.42727,44,26.0,3.98514,35.0,28.445661906232,28.430227472208006,28.792936671772004,37.17,28.684895633604004,3.30233,33,TXN
07-12-2013,35.42727,44,26.0,3.98514,35.0,28.708047284640003,28.561420161412,28.931846577988004,37.49,28.931846577988004,3.30233,33,TXN
07-15-2013,35.38529,44,26.0,3.9335,35.0,28.931846577988004,28.870108841892,29.194231956396,37.79,29.163363088348003,3.27273,34,TXN
07-16-2013,35.38529,44,26.0,3.9335,35.0,29.240535258468004,29.032170399144,29.286838560540005,37.82,29.186514739384,3.27273,34,TXN
07-17-2013,35.38529,44,26.0,3.9335,35.0,29.271404126516003,29.17108030536,29.4496718394932,37.9,29.24825247548,3.27273,34,TXN
07-18-2013,35.38529,44,26.0,3.9335,35.0,29.240535258468004,28.985867097072003,29.402596815720003,37.6,29.01673596512,3.27273,34,TXN
07-19-2013,35.44412,44,26.0,3.97197,35.0,28.962715446036004,28.654026765556004,29.01673596512,37.26,28.754350586712,3.27273,34,TXN
07-22-2013,35.48788,44,26.0,4.02362,35.0,28.97814988006,28.727340327170005,29.01673596512,37.42,28.877826058904,3.30233,33,TXN
07-23-2013,37.93636,48,26.0,4.39103,38.0,29.82704375138,29.773023232296,30.668220405688004,38.93,30.043125827716,3.34884,33,TXN
07-24-2013,38.02727,48,26.0,4.46327,38.0,30.073994695764,29.834760968392,30.259207904052,38.93,30.043125827716,3.34884,33,TXN
07-25-2013,38.3,48,31.0,3.96744,38.0,30.027691393692,29.888781487476,30.30551120612401,39.25,30.2900767721,3.34884,33,TXN
07-26-2013,38.3,48,31.0,3.96744,38.0,29.911933138512,29.9042159215,30.189752950944,39.11,30.182035733932,3.34884,33,TXN
07-29-2013,38.3,48,31.0,3.96744,38.0,30.018805564604,29.956622642668,30.306401578558003,38.59,29.995486968878,3.34884,33,TXN
07-30-2013,38.3,48,31.0,3.96744,38.0,30.104307082266,30.018805564604,30.35303877001,38.76,30.127625677992,3.34884,33,TXN
07-31-2013,38.3,48,31.0,3.96744,38.0,30.298628713316,30.143171408476,30.58622472727,39.18,30.454086018156,3.34884,33,TXN
08-01-2013,38.3,48,31.0,3.96744,38.0,30.593997592512,30.50849607485,31.01373231558,39.82,30.951549393644,3.34884,33,TXN
08-02-2013,38.40606,48,31.0,3.93785,38.0,30.803864954046,30.632861918722,31.083688102758,39.94,31.044823776548,3.34884,33,TXN
08-05-2013,38.40606,48,31.0,3.93785,38.0,30.873820741224,30.827183549772,31.01373231558,39.86,30.982640854612,3.34884,33,TXN
08-06-2013,38.40606,48,31.0,3.93785,38.0,30.943776528402,30.726136301626,31.083688102758,39.73,30.881593606466,3.34884,33,TXN
08-07-2013,38.40606,48,31.0,3.93785,38.0,30.74168203211,30.695044840658003,31.005959450338,39.65,30.81941068453,3.34884,33,TXN
08-08-2013,38.40606,48,31.0,3.93785,38.0,30.97486798937,30.640634783964,31.060369507032,39.65,30.81941068453,3.34884,33,TXN
08-09-2013,38.40606,48,31.0,3.93785,38.0,30.74168203211,30.710590571142,31.044823776548,39.78,30.920457932676,3.34884,33,TXN
08-12-2013,38.40606,48,31.0,3.93785,38.0,30.687271975416,30.687271975416,31.029278046064,39.71,30.866047875982,3.34884,33,TXN
08-13-2013,38.40606,48,31.0,3.93785,38.0,30.85827501074,30.663953379690003,31.029278046064,39.76,30.904912202192,3.34884,33,TXN
08-14-2013,38.40606,48,31.0,3.93785,38.0,30.920457932676,30.345265904768,30.928230797918,39.17,30.446313152914,3.34884,33,TXN
08-15-2013,38.40606,48,31.0,3.93785,38.0,30.057669890814,29.816711068312,30.23644579138,38.65,30.04212416033,3.34884,33,TXN
08-16-2013,38.40606,48,31.0,3.93785,38.0,30.026578429846,29.878893990248,30.35303877001,38.74,30.112079947508,3.34884,33,TXN
08-19-2013,38.40606,48,31.0,3.93785,38.0,30.267537252348,29.855575394521995,30.337493039526,38.44,29.878893990248,3.34884,33,TXN
08-20-2013,38.40606,48,31.0,3.93785,38.0,29.987714103636,29.88666685549,30.205354330412,38.75,30.11985281275,3.34884,33,TXN
08-21-2013,38.40606,48,31.0,3.93785,38.0,29.77007387686,29.5368879196,30.127625677992,38.45,29.88666685549,3.34884,33,TXN
08-22-2013,38.40606,48,31.0,3.93785,38.0,30.018805564604,29.80893820307,30.275310117590003,38.82,30.174262869444,3.34884,33,TXN
08-23-2013,38.40606,48,31.0,3.93785,38.0,30.259764387106,30.088761351782,30.422994557188,39.07,30.368584500494,3.34884,33,TXN
08-26-2013,38.40606,48,31.0,3.93785,38.0,30.438540287672,30.345265904768,30.749454897352003,39.19,30.461858883398,3.34884,33,TXN
08-27-2013,38.40606,48,31.0,3.93785,38.0,30.166490004202,29.630162302504,30.166490004202,38.25,29.73120955065,3.34884,33,TXN
08-28-2013,38.40606,48,31.0,3.93785,38.0,29.824483933554,29.647651249298494,30.073215621298,38.43,29.871121125006,3.34884,33,TXN
08-29-2013,38.40606,48,31.0,3.93785,38.0,29.832256798796003,29.738982415892,30.174262869444,38.61,30.011032699362,3.34884,33,TXN
08-30-2013,38.40606,48,31.0,3.93785,38.0,30.034351295088,29.583525111052,30.04212416033,38.2,29.69234522444,3.34884,33,TXN
09-03-2013,38.40606,48,31.0,3.93785,38.0,30.018805564604,29.909985451216,30.3849075175022,38.64,30.034351295088,3.34884,33,TXN
09-04-2013,38.40606,48,31.0,3.93785,38.0,30.135398543234004,29.944963344805,30.679499110174,39.37,30.601770457754,3.34884,33,TXN
09-05-2013,38.40606,48,31.0,3.93785,38.0,30.593997592512,30.541530752128494,30.765000627836,39.482,30.6888265484644,3.34884,33,TXN
09-06-2013,38.40606,48,31.0,3.93785,38.0,30.78054635832,30.298628713316,30.78054635832,39.18,30.454086018156,3.34884,33,TXN
09-09-2013,38.40606,48,31.0,3.93785,38.0,30.617316188238,30.50849607485,30.967095124128,39.75,30.89713933695,3.34884,33,TXN
09-10-2013,38.40606,48,31.0,3.93785,38.0,31.060369507032,30.998186585096,31.371284116712,40.31,31.332419790502,3.34884,33,TXN
09-11-2013,38.95152,48,31.0,4.04251,38.4,31.13032529421,31.060369507032,31.394602712438,40.03,31.114779563726,3.32558,33,TXN
09-12-2013,38.95152,48,31.0,4.04251,38.4,31.037050911306,30.827183549772,31.176962485662,39.905,31.017618748201,3.32558,33,TXN
09-13-2013,38.95152,48,31.0,4.04251,38.4,31.138098159452003,30.889366471708,31.32464692526,40.28,31.309101194776,3.32558,33,TXN
09-16-2013,39.13333,50,31.0,4.38584,38.4,31.4801042301,31.309101194776,31.538400719415,40.45,31.44123990389,3.32558,33,TXN
09-17-2013,39.13333,50,31.0,4.38584,38.4,31.604470073972,31.394602712438,31.744381648328,40.73,31.658880130666,3.32558,33,TXN
09-18-2013,39.13333,50,31.0,4.38584,38.4,31.635561534940003,31.515082123689,31.79101883978,40.85,31.75215451357,3.32558,33,TXN
09-19-2013,39.13333,50,31.0,4.38584,38.4,31.798791705022,31.612242939214003,31.822110300748,40.795,31.709403754739,3.32558,33,TXN
09-20-2013,39.13333,50,31.0,4.38584,38.4,31.783245974538,31.487877095342,31.798791705022,40.52,31.495649960584004,3.32558,33,TXN
09-23-2013,39.13333,50,31.0,4.38584,38.4,31.4801042301,31.2865598855742,31.573378613004,40.47,31.456785634374,3.32558,33,TXN
09-24-2013,39.13333,50,31.0,4.38584,38.4,31.44123990389,31.270236868566,31.526741421552,40.315,31.336306223123,3.32558,33,TXN
09-25-2013,39.13333,50,31.0,4.38584,38.4,31.425694173406,31.254691138082,31.495649960584004,40.319,31.3394153692198,3.32558,33,TXN
09-26-2013,39.04375,50,31.0,4.42401,38.2,31.495649960584004,31.204167514009,31.511195691068,40.38,31.386829847196,3.30952,32,TXN
09-27-2013,39.04375,50,31.0,4.42401,38.2,31.28578259905,31.091460968,31.347965520986,40.16,31.215826811872,3.30952,32,TXN
09-30-2013,39.04375,50,31.0,4.42401,38.2,30.998186585096,30.842729280256,31.410148442922,40.29,31.316874060018,3.30952,32,TXN
10-01-2013,39.04375,50,31.0,4.42401,38.2,31.355738386228,31.270236868566,31.51896855631,40.4,31.40237557768,3.30952,32,TXN
10-02-2013,39.04375,50,31.0,4.42401,38.2,31.176962485662,31.153643889936,31.452899201753,40.26,31.293555464292,3.30952,32,TXN
10-03-2013,39.04375,50,31.0,4.42401,38.2,31.138098159452003,30.943776528402,31.371284116712,40.221,31.2632412898482,3.30952,32,TXN
10-04-2013,39.04375,50,31.0,4.42401,38.2,31.28578259905,30.959322258886,31.28578259905,39.93,31.037050911306,3.30952,32,TXN
10-07-2013,38.69032,48,31.0,4.02567,38.0,30.788319223562,30.718363436384003,31.258577570703004,39.86,30.982640854612,3.26829,31,TXN
10-08-2013,38.69032,48,31.0,4.02567,38.0,31.01373231558,30.46963174864,31.01373231558,39.24,30.500723209608,3.26829,31,TXN
10-09-2013,38.69032,48,31.0,4.02567,38.0,30.562906131544,30.255877954485,30.691158408037,39.29,30.539587535818,3.26829,31,TXN
10-10-2013,38.69032,48,31.0,4.02567,38.0,30.757227762594,30.749454897352003,31.281896166429,40.12,31.184735350904,3.26829,31,TXN
10-11-2013,38.74667,48,31.0,4.08017,38.2,30.951549393644,30.951549393644,31.425694173406,40.38,31.386829847196,3.275,30,TXN
10-14-2013,38.74667,48,31.0,4.08017,38.2,31.270236868566,31.200281081388,31.588924343488,40.55,31.51896855631,3.275,30,TXN
10-15-2013,38.98,48,33.0,3.82251,38.2,31.487877095342,31.254691138082,31.55783288252,40.25,31.28578259905,3.275,30,TXN
10-16-2013,38.98,48,33.0,3.82251,38.2,31.083688102758,30.889366471708,31.689971591634,40.749,31.6736485746258,3.275,30,TXN
10-17-2013,38.98,48,33.0,3.82251,38.2,31.309101194776,31.161416755178003,31.651107265424,40.645,31.592810776109,3.275,30,TXN
10-18-2013,38.98,48,33.0,3.82251,38.2,31.627788669698,31.355738386228,31.682198726392,40.71,31.643334400182,3.275,30,TXN
10-21-2013,39.23871,50,33.0,4.11368,38.4,31.51896855631,31.511195691068,32.039750527524,40.99,31.860974626958,3.31707,31,TXN
10-22-2013,39.70968,50,33.0,3.9529,39.0,31.231372542356,30.924344365297,31.449012769132,40.28,31.309101194776,3.34146,31,TXN
10-23-2013,39.83871,50,33.0,4.00884,40.0,31.091460968,30.461858883398,31.176962485662,39.73,30.881593606466,3.31707,31,TXN
10-24-2013,39.77419,50,33.0,4.10122,40.0,30.81941068453,30.81941068453,31.305214762155,39.88,30.998186585096,3.31707,31,TXN
10-25-2013,39.77419,50,33.0,4.10122,40.0,31.052596641790004,30.928230797918,31.301328329534,40.23,31.270236868566,3.31707,31,TXN
10-28-2013,39.77419,50,33.0,4.10122,40.0,31.192508216146003,31.161416755178003,31.919271116273,41.01,31.876520357442,3.31707,31,TXN
10-29-2013,39.77419,50,33.0,4.10122,40.0,32.424630511256,32.037038332963995,32.706515731832,41.76,32.698685586816,3.31707,31,TXN
10-30-2013,39.77419,50,33.0,4.10122,40.0,32.62038413665599,32.542082686496,33.145003852728,41.72,32.667365006752,3.31707,31,TXN
10-31-2013,39.77419,50,33.0,4.10122,40.0,32.65170471672,32.61255399164,33.152833997744004,42.085,32.953165299836,3.31707,31,TXN
11-01-2013,39.77419,50,33.0,4.10122,40.0,33.168494287776,32.741751384404,33.17632443279199,42.03,32.910099502248,3.31707,31,TXN
11-04-2013,39.77419,50,33.0,4.10122,40.0,33.027551677488,32.80055577347416,33.074532547584,41.99,32.878778922184,3.31707,31,TXN
11-05-2013,39.77419,50,33.0,4.10122,40.0,32.6908554418,32.4951018164,32.917929647264,41.9,32.80830761704,3.30952,31,TXN
11-06-2013,39.77419,50,33.0,4.10122,40.0,32.972740662376,32.80830761704,33.090192837615994,42.14,32.996231097424,3.30952,31,TXN
11-07-2013,39.77419,50,33.0,4.10122,40.0,33.090192837615994,32.502931961416,33.12151341768,41.65,32.61255399164,3.30952,31,TXN
11-08-2013,39.77419,50,33.0,4.10122,40.0,32.761326746944,32.542082686496,32.917929647264,41.98,32.870948777168,3.30952,31,TXN
