 Date,LIN Price Target,LIN Price Target - High,LIN Price Target - Low,LIN Price Target - StdDev,LIN Price Target - Median,LIN Open,LIN Low,LIN High,LIN Close,LIN Adj. Close,LIN Rating,LIN Price Target - #,Ticker
03-12-2013,120.44444,134,110.0,7.07281,121.5,93.223018321355,92.401308155455,93.6749589126,112.92,92.787511933428,3.7619,18,LIN
03-13-2013,120.44444,134,110.0,7.07281,121.5,92.762860628451,91.842545242643,92.861465848359,112.77,92.664255408543,3.7619,18,LIN
03-14-2013,120.44444,134,110.0,7.07281,121.5,92.976505271585,92.721775120156,93.362709049558,113.6,93.34627484624,3.7619,18,LIN
03-15-2013,120.83333,134,110.0,7.22842,124.0,92.918985559972,92.6691856695384,93.66665963992442,113.54,93.296972236286,3.7619,18,LIN
03-18-2013,120.83333,134,110.0,7.22842,124.0,92.458827867068,92.335571342183,93.066893389834,112.99,92.845031645041,3.7619,18,LIN
03-19-2013,120.83333,134,110.0,7.22842,124.0,92.927202661631,92.401308155455,93.387360354535,113.48,93.247669626332,3.7619,18,LIN
03-20-2013,120.83333,134,110.0,7.22842,124.0,93.650307607623,93.247669626332,93.773564132508,113.64,93.379143252876,3.7619,18,LIN
03-21-2013,120.83333,134,110.0,7.22842,124.0,91.78502553103,91.398821753057,92.582084391953,111.27,91.431690159693,3.7619,18,LIN
03-22-2013,120.83333,134,110.0,7.22842,124.0,91.431690159693,91.193394211582,92.072624089095,111.59,91.694637412781,3.7619,18,LIN
03-25-2013,120.83333,134,110.0,7.22842,124.0,92.36022264716,91.267348126513,92.36022264716,112.14,92.146578004026,3.7619,18,LIN
03-26-2013,120.83333,134,110.0,7.22842,124.0,92.44239366375,91.86719654762,92.8532487467,112.1,92.11370959739,3.7619,18,LIN
03-27-2013,120.83333,134,110.0,7.22842,124.0,91.70285451444,90.864710145222,91.711071616099,111.34,91.489209871306,3.7619,18,LIN
03-28-2013,120.83333,134,110.0,7.22842,124.0,91.653551904486,91.300216533149,91.998670174164,111.54,91.653551904486,3.7619,18,LIN
04-01-2013,120.8125,134,110.0,7.36732,124.0,91.883630750938,91.037269280061,92.006887275823,111.08,91.275565228172,3.8,16,LIN
04-02-2013,120.8125,134,110.0,7.36732,124.0,91.571380887896,90.914012755176,91.628900599509,111.0,91.2098284149,3.8,16,LIN
04-03-2013,120.8125,134,110.0,7.36732,124.0,91.094788991674,90.420986655636,91.900064954256,110.31,90.642848400429,3.8,16,LIN
04-04-2013,120.8125,134,110.0,7.36732,124.0,90.955098263471,90.708585213701,92.0192129283115,111.26,91.423473058034,3.8,16,LIN
04-05-2013,120.8125,134,110.0,7.36732,124.0,90.478506367249,90.314164334069,91.234479719877,110.98,91.193394211582,3.8,16,LIN
04-08-2013,120.8125,134,110.0,7.36732,124.0,91.218045516559,90.675716807065,91.669986107804,111.54,91.653551904486,3.8,16,LIN
04-09-2013,120.8125,134,110.0,7.36732,124.0,91.941150462551,91.250913923195,92.187663512321,111.36,91.505644074624,3.8,16,LIN
04-10-2013,120.8125,134,110.0,7.36732,124.0,91.809676836007,91.563163786237,92.8532487467,112.97,92.828597441723,3.8,16,LIN
04-11-2013,120.8125,134,110.0,7.36732,124.0,92.836814543382,92.212314817298,93.157281508083,112.35,92.319137138865,3.8,16,LIN
04-12-2013,121.8125,134,110.0,7.18696,125.0,92.015104377482,91.04548638172,92.590301493612,111.0,91.2098284149,3.85,16,LIN
04-15-2013,121.8125,134,110.0,7.18696,125.0,90.3675754948525,88.489967765771,90.8606015943925,107.69,88.489967765771,3.85,16,LIN
04-16-2013,121.8125,134,110.0,7.18696,125.0,89.065164881901,88.925474153698,90.577111587157,110.13,90.494940570567,3.85,16,LIN
04-17-2013,121.8125,134,110.0,7.18696,125.0,89.944394759414,89.73896721793899,90.774322026973,110.23,90.577111587157,3.85,16,LIN
04-18-2013,121.8125,134,110.0,7.18696,125.0,90.856493043563,89.93617765775501,91.004400873425,109.78,90.207342012502,3.85,16,LIN
04-19-2013,121.8125,134,110.0,7.18696,125.0,90.651065502088,89.72253301462099,90.840058840245,109.75,90.182690707525,3.85,16,LIN
04-22-2013,121.8125,134,110.0,7.18696,125.0,90.363466944023,89.903309251119,90.577111587157,109.75,90.182690707525,3.85,16,LIN
04-23-2013,121.8125,134,110.0,7.18696,125.0,90.289513029092,88.9895675466382,91.004400873425,109.61,90.067651284299,3.85,16,LIN
04-24-2013,122.5,134,110.0,7.33996,125.0,90.971532466789,90.700368112042,93.568136591033,112.77,92.664255408543,3.85,16,LIN
04-25-2013,122.75,134,110.0,7.11073,125.0,92.845031645041,92.171229309003,93.140847304765,112.82,92.705340916838,3.85,16,LIN
04-26-2013,122.5625,134,110.0,7.32264,125.0,92.656038306884,92.450610765409,92.992939474903,112.73,92.631387001907,3.85,16,LIN
04-29-2013,122.8125,134,113.0,6.94819,125.0,92.836814543382,92.48758772287452,94.08581399555,114.38,93.987208775642,3.85,16,LIN
04-30-2013,122.8125,134,113.0,6.94819,125.0,93.740695725872,93.412011659512,94.225504723753,114.3,93.92147196237,3.85,16,LIN
05-01-2013,122.8125,134,113.0,6.94819,125.0,93.765347030849,92.738209323474,93.995425877301,113.18,93.001156576562,3.85,16,LIN
05-02-2013,122.8125,134,113.0,6.94819,125.0,93.083327593152,92.573867290294,93.601004997669,113.46,93.231235423014,3.85,16,LIN
05-03-2013,122.8125,134,113.0,6.94819,125.0,94.176202113799,93.987208775642,94.90752416145,114.69,94.241938927071,3.85,16,LIN
05-06-2013,122.8125,134,113.0,6.94819,125.0,94.4966690785,93.34627484624,94.4966690785,113.66,93.395577456194,3.80952,16,LIN
05-07-2013,122.8125,134,113.0,6.94819,125.0,93.75712992919,93.247669626332,94.151550808822,114.08,93.740695725872,3.80952,16,LIN
05-08-2013,122.8125,134,113.0,6.94819,125.0,93.633873404305,93.09976179647,93.913254860711,113.89,93.584570794351,3.80952,16,LIN
05-09-2013,122.8125,134,113.0,6.94819,125.0,93.362709049558,93.247669626332,93.913254860711,114.23,93.863952250757,3.80952,16,LIN
05-10-2013,122.8125,134,113.0,6.94819,125.0,93.946123267347,93.255886727991,94.151550808822,114.0,93.6749589126,3.80952,16,LIN
05-13-2013,122.8125,134,113.0,6.94819,125.0,93.666741810941,92.861465848359,93.699610217577,113.11,92.943636864949,3.80952,16,LIN
05-14-2013,122.8125,134,113.0,6.94819,125.0,92.992939474903,92.992939474903,93.92147196237,114.28,93.905037759052,3.80952,16,LIN
05-15-2013,122.8125,134,113.0,6.94819,125.0,93.929689064029,93.51061687942,94.611708501726,115.12,94.595274298408,3.80952,16,LIN
05-16-2013,122.8125,134,113.0,6.94819,125.0,94.4966690785,93.633873404305,94.4966690785,114.0,93.6749589126,3.80952,16,LIN
05-17-2013,122.8125,134,113.0,6.94819,125.0,93.880386454075,93.798215437485,95.548458090852,116.2,95.48272127758,3.80952,16,LIN
05-20-2013,122.8125,134,113.0,6.94819,125.0,95.285510837764,94.611708501726,95.48272127758,115.77,95.129385906243,3.80952,16,LIN
05-21-2013,122.8125,134,113.0,6.94819,125.0,95.3183792444,94.882872856473,95.688148819055,115.91,95.244425329469,3.80952,16,LIN
05-22-2013,122.8125,134,113.0,6.94819,125.0,95.195122719515,94.751399229929,96.05791839371,115.7,95.07186619463,3.80952,16,LIN
05-23-2013,122.8125,134,113.0,6.94819,125.0,94.225504723753,93.970774572324,95.310162142741,115.8,95.15403721122,3.80952,16,LIN
05-24-2013,122.8125,134,113.0,6.94819,125.0,94.817136043201,94.266590232048,95.515589684216,115.96,95.285510837764,3.80952,16,LIN
05-28-2013,122.8125,134,113.0,6.94819,125.0,96.05791839371,95.285510837764,96.05791839371,116.22,95.499155480898,3.80952,16,LIN
05-29-2013,122.8125,134,113.0,6.94819,125.0,95.112951702925,94.504886180159,95.433418667626,115.53,94.932175466427,3.80952,16,LIN
05-30-2013,122.8125,134,113.0,6.94819,125.0,95.129385906243,94.636359806703,95.3183792444,115.31,94.751399229929,3.80952,16,LIN
05-31-2013,122.8125,134,113.0,6.94819,125.0,94.463800671864,93.946123267347,95.408767362649,114.33,93.946123267347,3.80952,16,LIN
06-03-2013,122.8125,134,113.0,6.94819,125.0,94.110465300527,93.92147196237,94.915741263109,115.51,94.915741263109,3.80952,16,LIN
06-04-2013,122.8125,134,113.0,6.94819,125.0,94.74318212827,94.66101111168,95.967530275461,116.66,95.860707953894,3.80952,16,LIN
06-05-2013,122.8125,134,113.0,6.94819,125.0,95.844188796948,94.976932693563,96.47191702416,115.0,94.9851922755,3.80952,16,LIN
06-06-2013,122.8125,134,113.0,6.94819,125.0,94.861298546445,93.7660779815988,95.695516322082,114.16,94.291387392792,3.80952,16,LIN
06-07-2013,122.8125,134,113.0,6.94819,125.0,94.506136523154,93.325016306163,95.059528512933,114.21,94.332685302477,3.80952,16,LIN
06-10-2013,122.8125,134,113.0,6.94819,125.0,94.596991924461,94.24182990117,95.505545937531,114.83,94.844779382571,3.80952,16,LIN
06-11-2013,122.8125,134,113.0,6.94819,125.0,93.936225369501,93.589322928147,95.274277643295,114.07,94.217051155359,3.80952,16,LIN
06-12-2013,123.75,134,113.0,7.24137,125.5,95.522065101405,94.869558128382,95.678997158208,114.98,94.968673111626,3.85714,16,LIN
06-13-2013,124.41176,135,113.0,7.50732,126.0,94.696106907705,94.068378680493,96.546253261593,116.69,96.381061622853,3.90909,17,LIN
06-14-2013,124.41176,135,113.0,7.50732,126.0,96.488436188034,95.596401338838,97.719113896647,117.91,97.388730619167,3.90909,17,LIN
06-17-2013,124.41176,135,113.0,7.50732,126.0,98.066016338001,97.339173127545,98.512033762599,118.45,97.834748043765,3.90909,17,LIN
06-18-2013,124.41176,135,113.0,7.50732,126.0,98.024718428316,97.537403094033,98.429437943229,119.01,98.297284632237,3.90909,17,LIN
06-19-2013,124.41176,135,113.0,7.50732,126.0,98.264246304489,98.264246304489,99.247136554992,119.52,98.718523311024,3.90909,17,LIN
06-20-2013,124.41176,135,113.0,7.50732,126.0,97.735633060521,95.819410051137,98.437697525166,116.36,96.108495418932,3.90909,17,LIN
06-21-2013,124.41176,135,113.0,7.50732,126.0,96.513214933845,94.613511088335,96.6833623217472,115.26,95.199941405862,3.90909,17,LIN
06-24-2013,124.41176,135,113.0,7.50732,126.0,93.374573797785,93.151565085486,94.73740481739,114.1,94.24182990117,3.90909,17,LIN
06-25-2013,124.44444,135,113.0,7.29705,125.5,94.89020708322452,94.010561606934,94.976932693563,114.39,94.481357777343,3.86957,18,LIN
06-26-2013,124.44444,135,113.0,7.29705,125.5,95.464248027846,94.753923981264,95.852448378885,115.94,95.761592977578,3.86957,18,LIN
06-27-2013,124.44444,135,113.0,7.29705,125.5,96.133274164743,94.646549416083,96.174572074428,114.89,94.894336874193,3.86957,18,LIN
06-28-2013,124.44444,135,113.0,7.29705,125.5,94.9851922755,94.117936172115,95.621180084649,115.16,95.117345586492,3.86957,18,LIN
07-01-2013,124.44444,135,113.0,7.29705,125.5,95.89374628857,95.340354298791,97.42796363336775,116.73,96.414099950601,3.86957,18,LIN
07-02-2013,124.44444,135,113.0,7.29705,125.5,96.215869984113,94.613511088335,96.265427475735,114.7,94.73740481739,3.86957,18,LIN
07-03-2013,124.44444,135,113.0,7.29705,125.5,93.680178329454,93.49846752684,94.952153947752,114.77,94.795221890949,3.86957,18,LIN
07-05-2013,124.44444,135,113.0,7.29705,125.5,95.522065101405,94.720885653516,95.604660920775,115.69,95.555103429153,3.86957,18,LIN
07-08-2013,124.44444,135,113.0,7.29705,125.5,96.05893792731,95.48076719172,96.05893792731,115.74,95.596401338838,3.86957,18,LIN
07-09-2013,124.44444,135,113.0,7.29705,125.5,96.22412956605,96.0135102266565,97.281356053986,117.59,97.124423997183,3.86957,18,LIN
07-10-2013,124.44444,135,113.0,7.29705,125.5,97.058347341687,95.959822944066,97.1946304436475,117.16,96.769261973892,3.86957,18,LIN
07-11-2013,124.44444,135,113.0,7.29705,125.5,97.578701003718,96.934453612632,97.966901354757,117.39,96.959232358443,3.86957,18,LIN
07-12-2013,124.44444,135,113.0,7.29705,125.5,97.107904833309,96.612329917089,97.421768946915,117.09,96.711444900333,3.86957,18,LIN
07-15-2013,124.44444,135,113.0,7.29705,125.5,96.711444900333,96.19084345084389,96.992270686191,116.47,96.199350820239,3.86957,18,LIN
07-16-2013,124.44444,135,113.0,7.29705,125.5,96.257167893798,95.340354298791,96.628849080963,116.03,95.835929215011,3.86957,18,LIN
07-17-2013,124.44444,135,113.0,7.29705,125.5,96.232389147987,95.612920502712,96.571032007404,116.46,96.191091238302,3.86957,18,LIN
07-18-2013,124.44444,135,113.0,7.29705,125.5,96.364542458979,95.860707960822,96.71970448227,116.7,96.38932120479,3.86957,18,LIN
07-19-2013,124.44444,135,113.0,7.29705,125.5,96.480176606097,95.926784616318,96.917934448758,117.14,96.752742810018,3.86957,18,LIN
07-22-2013,124.44444,135,113.0,7.29705,125.5,96.777521555829,96.323244549294,97.289615635923,117.01,96.645368244837,3.86957,18,LIN
07-23-2013,124.44444,135,113.0,7.29705,125.5,96.273687057672,96.273687057672,97.273096472049,117.0,96.6371086629,3.86957,18,LIN
07-24-2013,125.11111,135,113.0,7.67311,126.5,97.21527939849,96.7147487331078,98.627667909717,118.06,97.512624348222,3.82609,18,LIN
07-25-2013,127.66667,135,114.0,6.55744,129.5,97.264836890112,96.827079047451,98.6070189548745,119.2,98.45421668904,3.82609,18,LIN
07-26-2013,127.66667,135,114.0,6.55744,129.5,98.082535501875,97.372211455293,98.528552926473,119.0,98.2890250503,3.82609,18,LIN
07-29-2013,128.22222,135,115.0,5.74993,129.5,98.222948394804,97.603479749529,98.801119130394,119.46,98.668965819402,3.82609,18,LIN
07-30-2013,128.22222,135,115.0,5.74993,129.5,98.412918779355,98.214688812867,99.973979765448,120.68,99.676634815716,3.82609,18,LIN
07-31-2013,128.38889,137,115.0,5.95482,129.5,100.312622624865,99.131502407874,100.618227156534,120.17,99.255396136929,3.82609,18,LIN
08-01-2013,128.38889,137,115.0,5.95482,129.5,100.453035517794,98.883714949764,100.651265484282,120.04,99.148021571748,3.82609,18,LIN
08-02-2013,128.38889,137,115.0,5.95482,129.5,98.958051187197,98.59471217778837,99.503183595039,120.31,99.371030284047,3.82609,18,LIN
08-05-2013,128.38889,137,115.0,5.95482,129.5,99.371030284047,98.743302056835,99.453626103417,120.1,99.19757906337,3.82609,18,LIN
08-06-2013,128.38889,137,115.0,5.95482,129.5,99.222357809181,98.718523311024,99.998758511259,120.48,99.511443176976,3.82609,18,LIN
08-07-2013,128.38889,137,115.0,5.95482,129.5,99.238876973055,99.123242825937,99.742711471212,120.35,99.404068611795,3.82609,18,LIN
08-08-2013,128.38889,137,115.0,5.95482,129.5,99.899643528015,99.874864782204,100.576929246849,121.31,100.196988477747,3.82609,18,LIN
08-09-2013,128.38889,137,115.0,5.95482,129.5,99.990498929322,99.709673143464,100.651265484282,121.06,99.990498929322,3.82609,18,LIN
08-12-2013,128.38889,137,115.0,5.95482,129.5,99.354511120173,98.801119130394,99.750971053149,119.82,98.966310769134,3.82609,18,LIN
08-13-2013,128.38889,137,115.0,5.95482,129.5,99.222357809181,99.05097148398823,99.660115651842,120.27,99.337991956299,3.82609,18,LIN
08-14-2013,128.38889,137,115.0,5.95482,129.5,99.288434464677,98.37162086967,99.552741086661,119.23,98.478995434851,3.82609,18,LIN
08-15-2013,128.38889,137,115.0,5.95482,129.5,97.867786371513,97.190500652679,98.148612157371,118.24,97.661296823088,3.82609,18,LIN
08-16-2013,128.38889,137,115.0,5.95482,129.5,97.430028528852,97.033568595876,97.75628201536352,117.89,97.372211455293,3.82609,18,LIN
08-19-2013,128.38889,137,115.0,5.95482,129.5,97.083126087498,96.73729739179582,97.454807274663,117.24,96.835338629388,3.82609,18,LIN
08-20-2013,128.38889,137,115.0,5.95482,129.5,96.88489612101,96.372802040916,97.314394381734,117.47,97.025309013939,3.82609,18,LIN
08-21-2013,128.38889,137,115.0,5.95482,129.5,96.96749194038,96.827079047451,97.909084281198,117.52,97.066606923624,3.82609,18,LIN
08-22-2013,128.38889,137,115.0,5.95482,129.5,97.107904833309,96.612329917089,98.016458846379,118.21,97.636518077277,3.82609,18,LIN
08-23-2013,128.38889,137,115.0,5.95482,129.5,97.719113896647,97.000530268128,98.165131321245,118.71,98.049497174127,3.82609,18,LIN
08-26-2013,128.38889,137,115.0,5.95482,129.5,98.2890250503,97.339173127545,98.850676622016,117.94,97.413509364978,3.82609,18,LIN
08-27-2013,128.38889,137,115.0,5.95482,129.5,96.843598211325,96.240648729924,97.058347341687,116.83,96.496695769971,3.82609,18,LIN
08-28-2013,128.38889,137,115.0,5.95482,129.5,96.348023295105,95.637699248523,96.381061622853,116.41,96.149793328617,3.82609,18,LIN
08-29-2013,128.38889,137,115.0,5.95482,129.5,95.910265452444,95.71979949297678,96.455397860286,116.25,96.017640017625,3.82609,18,LIN
08-30-2013,128.38889,137,115.0,5.95482,129.5,96.22412956605,96.166312492491,97.13268357912,117.4,96.96749194038,3.82609,18,LIN
09-03-2013,128.38889,137,115.0,5.95482,129.5,98.090795083812,96.794040719703,98.222948394804,117.47,97.025309013939,3.82609,18,LIN
09-04-2013,128.38889,137,115.0,5.95482,129.5,97.332482492292,96.618511706354,97.988339377049,117.79,97.789091715857,3.82609,18,LIN
09-05-2013,128.38889,137,115.0,5.95482,129.5,97.838903631155,97.606448026431,98.353626755901,117.92,97.897017532336,3.82609,18,LIN
09-06-2013,128.38889,137,115.0,5.95482,129.5,98.170983066475,97.71437384291,98.967973711243,118.11,98.054755264113,3.82609,18,LIN
09-09-2013,128.38889,137,115.0,5.95482,129.5,98.112869165294,98.112869165294,99.001181654775,119.25,99.001181654775,3.82609,18,LIN
09-10-2013,128.38889,137,115.0,5.95482,129.5,99.399676977159,99.183825344201,100.379311311353,119.93,99.56571669481902,3.82609,18,LIN
09-11-2013,128.38889,137,115.0,5.95482,129.5,99.615528610117,99.225335273616,100.736296704322,121.1,100.53704904313,3.82609,18,LIN
09-12-2013,128.38889,137,115.0,5.95482,129.5,100.20496960781,99.673642511298,100.404217269002,120.24,99.823078257192,3.82609,18,LIN
09-13-2013,128.38889,137,115.0,5.95482,129.5,99.931004073671,99.56571669481902,100.4540291843,120.47,100.014023932501,3.82609,18,LIN
09-16-2013,128.38889,137,115.0,5.95482,129.5,100.852524506684,100.669880817258,101.682723094984,122.21,101.458569476143,3.82609,18,LIN
09-17-2013,128.77778,137,115.0,6.26769,129.5,101.666119123218,100.512143085481,101.666119123218,121.39,100.777806633737,3.82609,18,LIN
09-18-2013,129.11111,137,115.0,6.32358,130.0,100.827618549035,100.462331170183,102.753679273891,123.73,102.720471330359,3.82609,18,LIN
09-19-2013,130.0,145,115.0,7.33333,131.5,102.836699132721,101.682723094984,103.285006370403,122.78,101.931782671474,3.82609,18,LIN
09-20-2013,130.0,145,115.0,7.33333,131.5,101.931782671474,101.060074153759,102.74537728800802,121.73,101.060074153759,3.82609,18,LIN
09-23-2013,130.0,145,115.0,7.33333,131.5,100.62006890196,100.12194974898,101.334039687898,120.85,100.329499396055,3.82609,18,LIN
09-24-2013,130.0,145,115.0,7.33333,131.5,100.105345777214,99.623830596,100.4540291843,120.51,100.047231876033,3.82609,18,LIN
09-25-2013,130.0,145,115.0,7.33333,131.5,100.238177551342,99.050993570073,100.4540291843,119.52,99.225335273616,3.82609,18,LIN
09-26-2013,130.0,145,115.0,7.33333,131.5,99.524206765404,99.283449174797,100.254781523108,120.19,99.781568327777,3.82609,18,LIN
09-27-2013,130.0,145,115.0,7.33333,131.5,99.814776271309,99.399676977159,100.180063650161,119.86,99.507602793638,3.82609,18,LIN
09-30-2013,130.0,145,115.0,7.33333,131.5,99.142315414786,98.478156544146,99.806474285426,120.21,99.798172299543,3.82609,18,LIN
10-01-2013,130.0,145,115.0,7.33333,131.5,99.524206765404,99.017785626541,100.429123226651,120.83,100.312895424289,3.82609,18,LIN
10-02-2013,130.0,145,115.0,7.33333,131.5,99.989117974852,99.490998821872,100.852524506684,121.43,100.811014577269,3.82609,18,LIN
10-03-2013,130.0,145,115.0,7.33333,131.5,100.404217269002,99.391374991276,100.51206006562218,120.1,99.70685045483,3.82609,18,LIN
10-04-2013,130.72222,145,115.0,7.82308,133.0,99.632132581883,99.507602793638,100.95214833728,121.41,100.794410605503,3.82609,18,LIN
10-07-2013,130.72222,145,115.0,7.82308,133.0,99.831380243075,99.42458293480802,100.196667621927,119.78,99.441186906574,3.82609,18,LIN
10-08-2013,130.72222,145,115.0,7.82308,133.0,99.333261090095,97.71437384291,99.333261090095,117.75,97.755883772325,3.82609,18,LIN
10-09-2013,130.72222,145,115.0,7.82308,133.0,98.37853271355,97.581542068782,99.017785626541,119.02,98.810235979466,3.82609,18,LIN
10-10-2013,130.72222,145,115.0,7.82308,133.0,99.615528610117,99.598924638351,100.744598690205,121.31,100.711390746673,3.82609,18,LIN
10-11-2013,130.72222,145,115.0,7.82308,133.0,100.78610861962,99.806474285426,101.167999970238,121.71,101.043470181993,3.82609,18,LIN
10-14-2013,130.72222,145,115.0,7.82308,133.0,100.644974859609,100.4540291843,101.583099264388,122.25,101.491777419675,3.82609,18,LIN
10-15-2013,130.72222,145,115.0,7.82308,133.0,101.309133730249,100.44132714589902,101.840460826761,121.1,100.53704904313,3.82609,18,LIN
10-16-2013,131.22222,145,120.0,7.42036,133.0,101.001960252578,101.001960252578,102.28046607856,123.17,102.255560120911,3.82609,18,LIN
10-17-2013,131.22222,145,120.0,7.42036,133.0,101.715931038516,101.707629052633,103.334818285701,124.4,103.27670438452002,3.82609,18,LIN
10-18-2013,131.22222,145,120.0,7.42036,133.0,103.467650059829,102.952926935083,103.7748235375,124.94,103.725011622202,3.82609,18,LIN
10-21-2013,131.22222,145,120.0,7.42036,133.0,103.7748235375,102.961228920966,103.7748235375,124.79,103.600481833957,3.82609,18,LIN
10-22-2013,131.22222,145,120.0,7.42036,133.0,103.7748235375,103.542367932776,104.5543800119137,125.81,104.447284394023,3.82609,18,LIN
10-23-2013,131.22222,145,120.0,7.42036,133.0,104.322754605778,102.654055443295,104.322754605778,123.83,102.803491189189,3.82609,18,LIN
10-24-2013,131.22222,145,120.0,7.42036,133.0,102.770283245657,102.488015725635,103.235194455105,124.02,102.961228920966,3.82609,18,LIN
10-25-2013,131.22222,145,120.0,7.42036,133.0,103.177080553924,102.712169344476,103.990675170458,125.24,103.974071198692,3.82609,18,LIN
10-28-2013,131.22222,145,120.0,7.42036,133.0,103.725011622202,102.562733598582,103.965769212809,124.04,102.977832892732,3.82609,18,LIN
10-29-2013,131.22222,145,120.0,7.42036,133.0,102.961228920966,102.330277993858,103.500858003361,124.66,103.492556017478,3.82609,18,LIN
10-30-2013,131.61111,145,120.0,7.60949,133.0,103.534065946893,103.19368452569,106.365043132996,124.5,103.35972424335,3.82609,18,LIN
10-31-2013,133.55556,145,120.0,7.70442,134.0,103.542367932776,103.1065136739185,104.115204958703,124.71,103.534065946893,3.82609,18,LIN
11-01-2013,133.55556,145,120.0,7.70442,134.0,103.915957297511,102.786887217423,104.1002613841136,124.09,103.019342822147,3.82609,18,LIN
11-04-2013,134.0,145,120.0,7.36357,134.0,103.318214313935,102.396693880922,103.326516299818,123.73,102.720471330359,3.82609,18,LIN
11-05-2013,134.55556,145,120.0,7.03343,135.0,102.9446249492,102.338579979741,103.808031481032,125.01,103.783125523383,3.82609,18,LIN
11-06-2013,134.55556,145,120.0,7.03343,135.0,103.915957297511,103.791427509266,104.762759857577,125.89,104.513700281087,3.82609,18,LIN
11-07-2013,134.55556,145,120.0,7.03343,135.0,104.555210210502,102.928020977434,104.795967801109,124.18,103.09406069509402,3.82609,18,LIN
11-08-2013,134.55556,145,120.0,7.03343,135.0,103.09406069509402,102.44650579622,103.35972424335,124.49,103.351422257467,3.82609,18,LIN
11-11-2013,134.55556,145,120.0,7.03343,135.0,103.52576396101,102.977832892732,103.708407650436,124.68,103.509159989244,3.82609,18,LIN
11-12-2013,134.55556,145,120.0,7.03343,135.0,103.235194455105,102.546129626816,103.401234172765,124.05,102.986134878615,3.82609,18,LIN
